Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_20LKR_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20LKR_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20LKR_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_20LKR_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20LKR_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20LKR_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20LKR_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_20LKR_M_R
328,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
329,Grassland,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Grassland
330,Grassland,NULL,Grassland,NULL,Non_Wetland,Wetland,Wetland,Grassland
331,Grassland,NULL,Grassland,NULL,Non_Wetland,Bareland,NULL,Grassland
332,Grassland,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
333,Grassland,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
334,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
335,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
336,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
337,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,Grassland
338,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
339,Grassland,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,Grassland
340,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
341,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
342,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
343,Grassland,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
344,Grassland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Bareland,Grassland,Grassland
345,Grassland,NULL,Bareland,NULL,Non_Wetland,Grassland,NULL,Grassland
346,Grassland,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,NULL
347,Grassland,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,Grassland
348,Grassland,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,Wetland
349,Grassland,NULL,Bareland,NULL,Non_Wetland,Grassland,Wetland,Grassland
350,Grassland,NULL,Bareland,NULL,Non_Wetland,Wetland,Wetland,Grassland
351,Grassland,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
352,Grassland,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
353,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
354,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
355,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,NULL
356,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
357,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
358,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
359,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
360,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,NULL
361,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
362,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
363,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
364,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
365,Grassland,NULL,Forest,NULL,Non_Wetland,Bareland,NULL,Grassland
366,Grassland,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
367,Grassland,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
368,Grassland,NULL,Forest,NULL,Non_Wetland,Bareland,Wetland,Grassland
369,Grassland,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Forest
370,Grassland,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
371,Grassland,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Forest
372,Grassland,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
373,Grassland,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
374,Grassland,Cropland,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
375,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
376,Grassland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
377,Grassland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
378,Grassland,Cropland,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
379,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
380,Grassland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
381,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
382,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
383,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
384,Grassland,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
385,Grassland,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
386,Grassland,Water,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
387,Grassland,Water,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
388,Grassland,Water,Grassland,NULL,Non_Wetland,Grassland,Water,Forest
389,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
390,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
391,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
392,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
393,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Bareland,Forest
394,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
395,Cropland,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
396,Cropland,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
397,Cropland,NULL,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
398,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
399,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Forest
400,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
401,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
402,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
403,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
404,Cropland,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
405,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
406,Cropland,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,Grassland
407,Cropland,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
408,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
409,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
410,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
411,Cropland,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
412,Cropland,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
413,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
414,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
415,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
416,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
417,Cropland,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
418,Cropland,Bareland,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
419,Cropland,Water,Built-up,NULL,Non_Wetland,Grassland,Wetland,Grassland
420,Cropland,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
421,Wetland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
422,Wetland,NULL,NULL,NULL,Non_Wetland,Water,NULL,Grassland
423,Wetland,NULL,NULL,NULL,Non_Wetland,Water,Water,Grassland
424,Wetland,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Wetland
425,Wetland,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
426,Wetland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
427,Wetland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Wetland
428,Wetland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
429,Wetland,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
430,Wetland,NULL,Grassland,NULL,Non_Wetland,Water,Grassland,Grassland
431,Wetland,NULL,Grassland,Non_Water,Non_Wetland,Water,Grassland,Grassland
432,Wetland,NULL,Grassland,Non_Water,Non_Wetland,Water,Grassland,Wetland
433,Wetland,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
434,Wetland,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Wetland
435,Wetland,NULL,Wetland,NULL,Wetland,Water,Grassland,Grassland
436,Wetland,NULL,Wetland,NULL,Wetland,Water,Grassland,Wetland
437,Wetland,NULL,Wetland,Non_Water,Wetland,Grassland,Grassland,Wetland
438,Wetland,NULL,Bareland,Non_Water,Non_Wetland,Grassland,Grassland,Wetland
439,Wetland,NULL,Bareland,Non_Water,Non_Wetland,Water,Grassland,Grassland
440,Wetland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
441,Wetland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
442,Wetland,NULL,Forest,NULL,Non_Wetland,Water,NULL,Grassland
443,Wetland,NULL,Forest,NULL,Non_Wetland,Water,Water,Grassland
444,Wetland,Wetland,NULL,NULL,Non_Wetland,Water,Water,Grassland
445,Wetland,Wetland,Grassland,NULL,Non_Wetland,Water,Water,Grassland
446,Wetland,Wetland,Forest,NULL,Non_Wetland,Water,Water,Grassland
447,Wetland,Water,NULL,NULL,Non_Wetland,Water,Water,Grassland
448,Wetland,Water,Grassland,NULL,Non_Wetland,Water,Water,Grassland
449,Wetland,Water,Bareland,NULL,Non_Wetland,Water,Water,Grassland
450,Wetland,Water,Forest,NULL,Non_Wetland,Water,NULL,Grassland
451,Wetland,Water,Forest,NULL,Non_Wetland,Water,NULL,Forest
452,Wetland,Water,Forest,NULL,Non_Wetland,Water,Water,Grassland
453,Wetland,Water,Forest,NULL,Non_Wetland,Water,Water,Forest
454,Bareland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
455,Bareland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
456,Bareland,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
457,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
458,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
459,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
460,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Wetland
461,Bareland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
462,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
463,Bareland,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
464,Bareland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
465,Bareland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
466,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
467,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
468,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Bareland
469,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
470,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
471,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
472,Bareland,NULL,Bareland,NULL,Non_Wetland,Grassland,NULL,NULL
473,Bareland,NULL,Bareland,NULL,Non_Wetland,Grassland,NULL,Grassland
474,Bareland,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,Grassland
475,Bareland,NULL,Built-up,NULL,Non_Wetland,Grassland,NULL,Grassland
476,Bareland,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
477,Bareland,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Bareland
478,Bareland,NULL,Built-up,NULL,Non_Wetland,Grassland,Forest,Grassland
479,Bareland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
480,Bareland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
481,Bareland,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
482,Bareland,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
483,Bareland,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
484,Bareland,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
485,Bareland,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
486,Bareland,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
487,Bareland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
488,Bareland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
489,Bareland,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
490,Bareland,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
491,Bareland,Bareland,Wetland,Non_Water,Wetland,Grassland,Water,Grassland
492,Bareland,Bareland,Wetland,Water,Wetland,Grassland,Water,Grassland
493,Bareland,Bareland,Wetland,Water,Wetland,Grassland,Water,Bareland
494,Bareland,Bareland,Wetland,Water,Wetland,Grassland,Water,Water
495,Bareland,Bareland,Wetland,Water,Wetland,Water,Water,Water
496,Bareland,Water,NULL,NULL,Non_Wetland,Grassland,Wetland,Forest
497,Bareland,Water,Grassland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
498,Bareland,Water,Grassland,Water,Non_Wetland,Grassland,Water,Bareland
499,Bareland,Water,Grassland,Water,Non_Wetland,Grassland,Water,Water
500,Bareland,Water,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
501,Bareland,Water,Cropland,Non_Water,Non_Wetland,Grassland,Wetland,Water
502,Bareland,Water,Cropland,Water,Non_Wetland,Grassland,Water,Water
503,Bareland,Water,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
504,Bareland,Water,Wetland,Non_Water,Wetland,Grassland,Wetland,Grassland
505,Bareland,Water,Wetland,Non_Water,Wetland,Grassland,Wetland,Water
506,Bareland,Water,Wetland,Water,Wetland,Grassland,Water,Grassland
507,Bareland,Water,Wetland,Water,Wetland,Grassland,Water,Water
508,Bareland,Water,Wetland,Water,Wetland,Grassland,Water,Forest
509,Bareland,Water,Wetland,Water,Wetland,Water,Water,Water
510,Bareland,Water,Built-up,NULL,Non_Wetland,Grassland,Wetland,Grassland
511,Bareland,Water,Built-up,NULL,Non_Wetland,Grassland,Bareland,Bareland
512,Bareland,Water,Water,Water,Water,Grassland,Water,Grassland
513,Bareland,Water,Water,Water,Water,Grassland,Water,Water
514,Bareland,Water,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
515,Bareland,Forest,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
516,Bareland,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
517,Bareland,Forest,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
518,Bareland,Forest,Wetland,Non_Water,Wetland,Grassland,Wetland,Water
519,Bareland,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
520,Water,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
521,Water,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
522,Water,NULL,NULL,NULL,Non_Wetland,Water,Grassland,Grassland
523,Water,NULL,NULL,NULL,Non_Wetland,Water,Grassland,Forest
524,Water,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
525,Water,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
526,Water,NULL,Grassland,NULL,Non_Wetland,Wetland,NULL,Grassland
527,Water,NULL,Grassland,NULL,Non_Wetland,Bareland,NULL,Grassland
528,Water,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
529,Water,NULL,Grassland,NULL,Non_Wetland,Water,Grassland,Grassland
530,Water,NULL,Grassland,NULL,Non_Wetland,Water,Grassland,Forest
531,Water,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
532,Water,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
533,Water,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Forest
534,Water,NULL,Wetland,NULL,Wetland,Water,Grassland,Grassland
535,Water,NULL,Wetland,NULL,Wetland,Water,Grassland,Water
536,Water,NULL,Wetland,Non_Water,Wetland,Grassland,Grassland,Grassland
537,Water,NULL,Wetland,Water,Wetland,Water,Forest,Grassland
538,Water,NULL,Bareland,NULL,Non_Wetland,Water,Grassland,Wetland
539,Water,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
540,Water,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
541,Water,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
542,Water,NULL,Forest,NULL,Non_Wetland,Bareland,NULL,Grassland
543,Water,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
544,Water,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
545,Water,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Grassland
546,Water,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Forest
547,Water,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
548,Water,Cropland,Forest,NULL,Non_Wetland,Water,Grassland,Forest
549,Water,Wetland,Forest,NULL,Non_Wetland,Water,Water,Grassland
550,Water,Bareland,Wetland,Water,Wetland,Grassland,Water,Water
551,Water,Bareland,Wetland,Water,Wetland,Water,Water,Water
552,Water,Bareland,Water,Water,Water,Grassland,Water,Water
553,Water,Bareland,Water,Water,Water,Water,Water,Water
554,Water,Bareland,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
555,Water,Built-up,Grassland,NULL,Non_Wetland,Grassland,Water,Forest
556,Water,Built-up,Cropland,NULL,Non_Wetland,Grassland,Water,Forest
557,Water,Built-up,Forest,NULL,Non_Wetland,Grassland,Water,Forest
558,Water,Water,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
559,Water,Water,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
560,Water,Water,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
561,Water,Water,NULL,NULL,Non_Wetland,Grassland,Water,Grassland
562,Water,Water,NULL,NULL,Non_Wetland,Bareland,NULL,Grassland
563,Water,Water,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
564,Water,Water,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
565,Water,Water,NULL,NULL,Non_Wetland,Water,NULL,Grassland
566,Water,Water,NULL,NULL,Non_Wetland,Water,Grassland,Grassland
567,Water,Water,NULL,NULL,Non_Wetland,Water,Grassland,Water
568,Water,Water,NULL,NULL,Non_Wetland,Water,Grassland,Forest
569,Water,Water,NULL,NULL,Non_Wetland,Water,Wetland,Water
570,Water,Water,NULL,NULL,Non_Wetland,Water,Wetland,Forest
571,Water,Water,NULL,NULL,Non_Wetland,Water,Water,Grassland
572,Water,Water,NULL,NULL,Non_Wetland,Water,Water,Water
573,Water,Water,NULL,NULL,Non_Wetland,Water,Water,Forest
574,Water,Water,NULL,NULL,Non_Wetland,Water,Forest,Water
575,Water,Water,NULL,NULL,Non_Wetland,Water,Forest,Forest
576,Water,Water,NULL,Non_Water,Non_Wetland,Grassland,Water,Grassland
577,Water,Water,NULL,Non_Water,Non_Wetland,Grassland,Water,Forest
578,Water,Water,NULL,Non_Water,Non_Wetland,Water,Wetland,Water
579,Water,Water,NULL,Non_Water,Non_Wetland,Water,Wetland,Forest
580,Water,Water,NULL,Non_Water,Non_Wetland,Water,Water,Water
581,Water,Water,NULL,Non_Water,Non_Wetland,Water,Water,Forest
582,Water,Water,NULL,Water,Non_Wetland,Water,Wetland,Water
583,Water,Water,NULL,Water,Non_Wetland,Water,Bareland,Water
584,Water,Water,NULL,Water,Non_Wetland,Water,Water,Water
585,Water,Water,NULL,Water,Non_Wetland,Water,Water,Forest
586,Water,Water,NULL,Water,Non_Wetland,Water,Forest,Water
587,Water,Water,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
588,Water,Water,Shrubland,NULL,Non_Wetland,Grassland,Water,Grassland
589,Water,Water,Shrubland,NULL,Non_Wetland,Water,NULL,Grassland
590,Water,Water,Shrubland,NULL,Non_Wetland,Water,Wetland,Water
591,Water,Water,Shrubland,NULL,Non_Wetland,Water,Wetland,Forest
592,Water,Water,Shrubland,NULL,Non_Wetland,Water,Water,Grassland
593,Water,Water,Shrubland,NULL,Non_Wetland,Water,Water,Wetland
594,Water,Water,Shrubland,NULL,Non_Wetland,Water,Water,Water
595,Water,Water,Shrubland,NULL,Non_Wetland,Water,Water,Forest
596,Water,Water,Shrubland,NULL,Non_Wetland,Water,Forest,Forest
597,Water,Water,Shrubland,Non_Water,Non_Wetland,Grassland,Water,Water
598,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,Wetland,Water
599,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,Wetland,Forest
600,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,Water,Forest
601,Water,Water,Shrubland,Water,Non_Wetland,Grassland,Water,Grassland
602,Water,Water,Shrubland,Water,Non_Wetland,Water,Wetland,Water
603,Water,Water,Shrubland,Water,Non_Wetland,Water,Water,Water
604,Water,Water,Shrubland,Water,Non_Wetland,Water,Water,Forest
605,Water,Water,Grassland,NULL,Non_Wetland,NULL,Wetland,Forest
606,Water,Water,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
607,Water,Water,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
608,Water,Water,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
609,Water,Water,Grassland,NULL,Non_Wetland,Grassland,Wetland,Forest
610,Water,Water,Grassland,NULL,Non_Wetland,Grassland,Water,Grassland
611,Water,Water,Grassland,NULL,Non_Wetland,Grassland,Water,Water
612,Water,Water,Grassland,NULL,Non_Wetland,Grassland,Water,Forest
613,Water,Water,Grassland,NULL,Non_Wetland,Wetland,Grassland,Forest
614,Water,Water,Grassland,NULL,Non_Wetland,Wetland,Water,Forest
615,Water,Water,Grassland,NULL,Non_Wetland,Bareland,NULL,Grassland
616,Water,Water,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
617,Water,Water,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
618,Water,Water,Grassland,NULL,Non_Wetland,Water,NULL,Grassland
619,Water,Water,Grassland,NULL,Non_Wetland,Water,Grassland,Grassland
620,Water,Water,Grassland,NULL,Non_Wetland,Water,Grassland,Forest
621,Water,Water,Grassland,NULL,Non_Wetland,Water,Wetland,Grassland
622,Water,Water,Grassland,NULL,Non_Wetland,Water,Wetland,Water
623,Water,Water,Grassland,NULL,Non_Wetland,Water,Wetland,Forest
624,Water,Water,Grassland,NULL,Non_Wetland,Water,Water,Grassland
625,Water,Water,Grassland,NULL,Non_Wetland,Water,Water,Water
626,Water,Water,Grassland,NULL,Non_Wetland,Water,Water,Forest
627,Water,Water,Grassland,NULL,Non_Wetland,Water,Forest,Water
628,Water,Water,Grassland,NULL,Non_Wetland,Water,Forest,Forest
629,Water,Water,Grassland,Non_Water,Non_Wetland,Grassland,Water,Grassland
630,Water,Water,Grassland,Non_Water,Non_Wetland,Grassland,Water,Water
631,Water,Water,Grassland,Non_Water,Non_Wetland,Water,Wetland,Water
632,Water,Water,Grassland,Non_Water,Non_Wetland,Water,Wetland,Forest
633,Water,Water,Grassland,Non_Water,Non_Wetland,Water,Water,Water
634,Water,Water,Grassland,Non_Water,Non_Wetland,Water,Water,Forest
635,Water,Water,Grassland,Non_Water,Non_Wetland,Water,Forest,Water
636,Water,Water,Grassland,Water,Non_Wetland,Grassland,Grassland,Forest
637,Water,Water,Grassland,Water,Non_Wetland,Grassland,Wetland,Water
638,Water,Water,Grassland,Water,Non_Wetland,Grassland,Wetland,Forest
639,Water,Water,Grassland,Water,Non_Wetland,Grassland,Bareland,Bareland
640,Water,Water,Grassland,Water,Non_Wetland,Grassland,Water,Grassland
641,Water,Water,Grassland,Water,Non_Wetland,Grassland,Water,Bareland
642,Water,Water,Grassland,Water,Non_Wetland,Grassland,Water,Water
643,Water,Water,Grassland,Water,Non_Wetland,Water,Wetland,Water
644,Water,Water,Grassland,Water,Non_Wetland,Water,Wetland,Forest
645,Water,Water,Grassland,Water,Non_Wetland,Water,Water,Water
646,Water,Water,Grassland,Water,Non_Wetland,Water,Water,Forest
647,Water,Water,Cropland,NULL,Non_Wetland,Grassland,Grassland,Bareland
648,Water,Water,Cropland,NULL,Non_Wetland,Grassland,Wetland,Grassland
649,Water,Water,Cropland,NULL,Non_Wetland,Wetland,Grassland,Grassland
650,Water,Water,Cropland,NULL,Non_Wetland,Wetland,Water,Grassland
651,Water,Water,Cropland,NULL,Non_Wetland,Water,Grassland,Grassland
652,Water,Water,Cropland,NULL,Non_Wetland,Water,Water,Grassland
653,Water,Water,Cropland,NULL,Non_Wetland,Water,Forest,Grassland
654,Water,Water,Wetland,NULL,Wetland,NULL,Grassland,Forest
655,Water,Water,Wetland,NULL,Wetland,NULL,Wetland,Grassland
656,Water,Water,Wetland,NULL,Wetland,NULL,Wetland,Forest
657,Water,Water,Wetland,NULL,Wetland,NULL,Water,Water
658,Water,Water,Wetland,NULL,Wetland,NULL,Water,Forest
659,Water,Water,Wetland,NULL,Wetland,Grassland,Grassland,Water
660,Water,Water,Wetland,NULL,Wetland,Grassland,Grassland,Forest
661,Water,Water,Wetland,NULL,Wetland,Grassland,Wetland,Bareland
662,Water,Water,Wetland,NULL,Wetland,Grassland,Wetland,Water
663,Water,Water,Wetland,NULL,Wetland,Grassland,Wetland,Forest
664,Water,Water,Wetland,NULL,Wetland,Grassland,Water,Water
665,Water,Water,Wetland,NULL,Wetland,Grassland,Water,Forest
666,Water,Water,Wetland,NULL,Wetland,Grassland,Forest,Forest
667,Water,Water,Wetland,NULL,Wetland,Water,Grassland,Water
668,Water,Water,Wetland,NULL,Wetland,Water,Grassland,Forest
669,Water,Water,Wetland,NULL,Wetland,Water,Wetland,Water
670,Water,Water,Wetland,NULL,Wetland,Water,Wetland,Forest
671,Water,Water,Wetland,NULL,Wetland,Water,Water,Bareland
672,Water,Water,Wetland,NULL,Wetland,Water,Water,Water
673,Water,Water,Wetland,NULL,Wetland,Water,Water,Forest
674,Water,Water,Wetland,NULL,Wetland,Water,Forest,Forest
675,Water,Water,Wetland,NULL,Wetland,Forest,Water,Water
