Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_24KTE_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_24KTE_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_24KTE_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_24KTE_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_24KTE_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_24KTE_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_24KTE_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_24KTE_M_R
6249,Water,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,Forest
6250,Water,NULL,Cropland,NULL,Non_Wetland,Wetland,Wetland,Wetland
6251,Water,NULL,Cropland,NULL,Non_Wetland,Wetland,Water,Grassland
6252,Water,NULL,Cropland,NULL,Non_Wetland,Wetland,Water,Forest
6253,Water,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
6254,Water,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Forest
6255,Water,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
6256,Water,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
6257,Water,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
6258,Water,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Water
6259,Water,NULL,Cropland,NULL,Non_Wetland,Bareland,Water,Grassland
6260,Water,NULL,Cropland,NULL,Non_Wetland,Built-up,NULL,Grassland
6261,Water,NULL,Cropland,NULL,Non_Wetland,Built-up,NULL,Built-up
6262,Water,NULL,Cropland,NULL,Non_Wetland,Built-up,NULL,Forest
6263,Water,NULL,Cropland,NULL,Non_Wetland,Built-up,Grassland,Grassland
6264,Water,NULL,Cropland,NULL,Non_Wetland,Built-up,Grassland,Bareland
6265,Water,NULL,Cropland,NULL,Non_Wetland,Built-up,Grassland,Forest
6266,Water,NULL,Cropland,NULL,Non_Wetland,Water,NULL,Grassland
6267,Water,NULL,Cropland,NULL,Non_Wetland,Water,NULL,Bareland
6268,Water,NULL,Cropland,NULL,Non_Wetland,Water,NULL,Water
6269,Water,NULL,Cropland,NULL,Non_Wetland,Water,NULL,Forest
6270,Water,NULL,Cropland,NULL,Non_Wetland,Water,Grassland,Grassland
6271,Water,NULL,Cropland,NULL,Non_Wetland,Water,Grassland,Bareland
6272,Water,NULL,Cropland,NULL,Non_Wetland,Water,Grassland,Water
6273,Water,NULL,Cropland,NULL,Non_Wetland,Water,Grassland,Forest
6274,Water,NULL,Cropland,NULL,Non_Wetland,Water,Wetland,Forest
6275,Water,NULL,Cropland,NULL,Non_Wetland,Water,Bareland,Grassland
6276,Water,NULL,Cropland,NULL,Non_Wetland,Water,Water,Grassland
6277,Water,NULL,Cropland,NULL,Non_Wetland,Water,Water,Wetland
6278,Water,NULL,Cropland,NULL,Non_Wetland,Water,Water,Bareland
6279,Water,NULL,Cropland,NULL,Non_Wetland,Water,Water,Water
6280,Water,NULL,Cropland,NULL,Non_Wetland,Water,Water,Forest
6281,Water,NULL,Cropland,NULL,Non_Wetland,Water,Forest,Grassland
6282,Water,NULL,Cropland,NULL,Non_Wetland,Water,Forest,Water
6283,Water,NULL,Cropland,NULL,Non_Wetland,Water,Forest,Forest
6284,Water,NULL,Cropland,NULL,Non_Wetland,Forest,NULL,Grassland
6285,Water,NULL,Cropland,NULL,Non_Wetland,Forest,NULL,Forest
6286,Water,NULL,Cropland,NULL,Non_Wetland,Forest,Grassland,Grassland
6287,Water,NULL,Cropland,NULL,Non_Wetland,Forest,Grassland,Forest
6288,Water,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
6289,Water,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
6290,Water,NULL,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
6291,Water,NULL,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Water
6292,Water,NULL,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Forest
6293,Water,NULL,Cropland,Non_Water,Non_Wetland,NULL,Water,Grassland
6294,Water,NULL,Cropland,Non_Water,Non_Wetland,NULL,Water,Water
6295,Water,NULL,Cropland,Non_Water,Non_Wetland,NULL,Water,Forest
6296,Water,NULL,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
6297,Water,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
6298,Water,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Bareland
6299,Water,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
6300,Water,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Water,Grassland
6301,Water,NULL,Cropland,Non_Water,Non_Wetland,Water,NULL,Water
6302,Water,NULL,Cropland,Non_Water,Non_Wetland,Water,NULL,Forest
6303,Water,NULL,Cropland,Non_Water,Non_Wetland,Water,Grassland,Grassland
6304,Water,NULL,Cropland,Non_Water,Non_Wetland,Water,Grassland,Bareland
6305,Water,NULL,Cropland,Non_Water,Non_Wetland,Water,Grassland,Water
6306,Water,NULL,Cropland,Non_Water,Non_Wetland,Water,Grassland,Forest
6307,Water,NULL,Cropland,Non_Water,Non_Wetland,Water,Water,Grassland
6308,Water,NULL,Cropland,Non_Water,Non_Wetland,Water,Water,Wetland
6309,Water,NULL,Cropland,Non_Water,Non_Wetland,Water,Water,Bareland
6310,Water,NULL,Cropland,Non_Water,Non_Wetland,Water,Water,Water
6311,Water,NULL,Cropland,Non_Water,Non_Wetland,Water,Water,Forest
6312,Water,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
6313,Water,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Water
6314,Water,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Forest
6315,Water,NULL,Cropland,Water,Non_Wetland,NULL,Grassland,Grassland
6316,Water,NULL,Cropland,Water,Non_Wetland,NULL,Grassland,Bareland
6317,Water,NULL,Cropland,Water,Non_Wetland,NULL,Grassland,Water
6318,Water,NULL,Cropland,Water,Non_Wetland,NULL,Grassland,Forest
6319,Water,NULL,Cropland,Water,Non_Wetland,NULL,Water,Grassland
6320,Water,NULL,Cropland,Water,Non_Wetland,NULL,Water,Bareland
6321,Water,NULL,Cropland,Water,Non_Wetland,NULL,Water,Water
6322,Water,NULL,Cropland,Water,Non_Wetland,NULL,Water,Forest
6323,Water,NULL,Cropland,Water,Non_Wetland,Grassland,NULL,Water
6324,Water,NULL,Cropland,Water,Non_Wetland,Grassland,NULL,Forest
6325,Water,NULL,Cropland,Water,Non_Wetland,Grassland,Grassland,Grassland
6326,Water,NULL,Cropland,Water,Non_Wetland,Grassland,Water,Grassland
6327,Water,NULL,Cropland,Water,Non_Wetland,Water,NULL,Grassland
6328,Water,NULL,Cropland,Water,Non_Wetland,Water,NULL,Water
6329,Water,NULL,Cropland,Water,Non_Wetland,Water,NULL,Forest
6330,Water,NULL,Cropland,Water,Non_Wetland,Water,Grassland,Grassland
6331,Water,NULL,Cropland,Water,Non_Wetland,Water,Grassland,Wetland
6332,Water,NULL,Cropland,Water,Non_Wetland,Water,Grassland,Bareland
6333,Water,NULL,Cropland,Water,Non_Wetland,Water,Grassland,Water
6334,Water,NULL,Cropland,Water,Non_Wetland,Water,Grassland,Forest
6335,Water,NULL,Cropland,Water,Non_Wetland,Water,Wetland,Water
6336,Water,NULL,Cropland,Water,Non_Wetland,Water,Water,Grassland
6337,Water,NULL,Cropland,Water,Non_Wetland,Water,Water,Bareland
6338,Water,NULL,Cropland,Water,Non_Wetland,Water,Water,Water
6339,Water,NULL,Cropland,Water,Non_Wetland,Water,Water,Forest
6340,Water,NULL,Cropland,Water,Non_Wetland,Water,Forest,Water
6341,Water,NULL,Cropland,Water,Non_Wetland,Forest,Grassland,Grassland
6342,Water,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
6343,Water,NULL,Wetland,NULL,Wetland,NULL,NULL,Forest
6344,Water,NULL,Wetland,NULL,Wetland,NULL,Grassland,Grassland
6345,Water,NULL,Wetland,NULL,Wetland,NULL,Grassland,Forest
6346,Water,NULL,Wetland,NULL,Wetland,NULL,Wetland,Forest
6347,Water,NULL,Wetland,NULL,Wetland,NULL,Water,Grassland
6348,Water,NULL,Wetland,NULL,Wetland,NULL,Water,Built-up
6349,Water,NULL,Wetland,NULL,Wetland,NULL,Water,Water
6350,Water,NULL,Wetland,NULL,Wetland,NULL,Water,Forest
6351,Water,NULL,Wetland,NULL,Wetland,Grassland,NULL,Grassland
6352,Water,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
6353,Water,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Forest
6354,Water,NULL,Wetland,NULL,Wetland,Bareland,NULL,Forest
6355,Water,NULL,Wetland,NULL,Wetland,Bareland,Grassland,Grassland
6356,Water,NULL,Wetland,NULL,Wetland,Bareland,Grassland,Water
6357,Water,NULL,Wetland,NULL,Wetland,Water,NULL,Grassland
6358,Water,NULL,Wetland,NULL,Wetland,Water,NULL,Forest
6359,Water,NULL,Wetland,NULL,Wetland,Water,Grassland,Grassland
6360,Water,NULL,Wetland,NULL,Wetland,Water,Grassland,Water
6361,Water,NULL,Wetland,NULL,Wetland,Water,Grassland,Forest
6362,Water,NULL,Wetland,NULL,Wetland,Water,Water,Grassland
6363,Water,NULL,Wetland,NULL,Wetland,Water,Water,Water
6364,Water,NULL,Wetland,NULL,Wetland,Water,Water,Forest
6365,Water,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
6366,Water,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Forest
6367,Water,NULL,Wetland,Non_Water,Wetland,NULL,Grassland,Grassland
6368,Water,NULL,Wetland,Non_Water,Wetland,NULL,Grassland,Water
6369,Water,NULL,Wetland,Non_Water,Wetland,NULL,Grassland,Forest
6370,Water,NULL,Wetland,Non_Water,Wetland,NULL,Water,Grassland
6371,Water,NULL,Wetland,Non_Water,Wetland,NULL,Water,Water
6372,Water,NULL,Wetland,Non_Water,Wetland,NULL,Water,Forest
6373,Water,NULL,Wetland,Non_Water,Wetland,Grassland,Grassland,Grassland
6374,Water,NULL,Wetland,Non_Water,Wetland,Grassland,Water,Water
6375,Water,NULL,Wetland,Non_Water,Wetland,Water,NULL,Wetland
6376,Water,NULL,Wetland,Non_Water,Wetland,Water,NULL,Water
6377,Water,NULL,Wetland,Non_Water,Wetland,Water,Grassland,Bareland
6378,Water,NULL,Wetland,Non_Water,Wetland,Water,Grassland,Water
6379,Water,NULL,Wetland,Non_Water,Wetland,Water,Grassland,Forest
6380,Water,NULL,Wetland,Non_Water,Wetland,Water,Water,Grassland
6381,Water,NULL,Wetland,Non_Water,Wetland,Water,Water,Wetland
6382,Water,NULL,Wetland,Non_Water,Wetland,Water,Water,Bareland
6383,Water,NULL,Wetland,Non_Water,Wetland,Water,Water,Water
6384,Water,NULL,Wetland,Non_Water,Wetland,Water,Water,Forest
6385,Water,NULL,Wetland,Water,Wetland,NULL,NULL,Grassland
6386,Water,NULL,Wetland,Water,Wetland,NULL,NULL,Water
6387,Water,NULL,Wetland,Water,Wetland,NULL,NULL,Forest
6388,Water,NULL,Wetland,Water,Wetland,NULL,Grassland,Grassland
6389,Water,NULL,Wetland,Water,Wetland,NULL,Grassland,Forest
6390,Water,NULL,Wetland,Water,Wetland,NULL,Water,Grassland
6391,Water,NULL,Wetland,Water,Wetland,NULL,Water,Cropland
6392,Water,NULL,Wetland,Water,Wetland,NULL,Water,Water
6393,Water,NULL,Wetland,Water,Wetland,NULL,Water,Forest
6394,Water,NULL,Wetland,Water,Wetland,NULL,Forest,Forest
6395,Water,NULL,Wetland,Water,Wetland,Grassland,NULL,Forest
6396,Water,NULL,Wetland,Water,Wetland,Grassland,Grassland,Grassland
6397,Water,NULL,Wetland,Water,Wetland,Grassland,Grassland,Forest
6398,Water,NULL,Wetland,Water,Wetland,Grassland,Water,Grassland
6399,Water,NULL,Wetland,Water,Wetland,Grassland,Water,Forest
6400,Water,NULL,Wetland,Water,Wetland,Grassland,Forest,Forest
6401,Water,NULL,Wetland,Water,Wetland,Bareland,Grassland,Grassland
6402,Water,NULL,Wetland,Water,Wetland,Water,NULL,Forest
6403,Water,NULL,Wetland,Water,Wetland,Water,Grassland,Grassland
6404,Water,NULL,Wetland,Water,Wetland,Water,Grassland,Water
6405,Water,NULL,Wetland,Water,Wetland,Water,Grassland,Forest
6406,Water,NULL,Wetland,Water,Wetland,Water,Water,Grassland
6407,Water,NULL,Wetland,Water,Wetland,Water,Water,Bareland
6408,Water,NULL,Wetland,Water,Wetland,Water,Water,Water
6409,Water,NULL,Wetland,Water,Wetland,Water,Water,Forest
6410,Water,NULL,Wetland,Water,Wetland,Water,Forest,Forest
6411,Water,NULL,Wetland,Water,Wetland,Forest,NULL,Forest
6412,Water,NULL,Wetland,Water,Wetland,Forest,Forest,Forest
6413,Water,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
6414,Water,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
6415,Water,NULL,Bareland,NULL,Non_Wetland,NULL,Grassland,Grassland
6416,Water,NULL,Bareland,NULL,Non_Wetland,NULL,Grassland,Bareland
6417,Water,NULL,Bareland,NULL,Non_Wetland,NULL,Grassland,Water
6418,Water,NULL,Bareland,NULL,Non_Wetland,NULL,Grassland,Forest
6419,Water,NULL,Bareland,NULL,Non_Wetland,NULL,Wetland,Grassland
6420,Water,NULL,Bareland,NULL,Non_Wetland,NULL,Water,Grassland
6421,Water,NULL,Bareland,NULL,Non_Wetland,NULL,Water,Bareland
6422,Water,NULL,Bareland,NULL,Non_Wetland,NULL,Water,Forest
6423,Water,NULL,Bareland,NULL,Non_Wetland,Grassland,NULL,Grassland
6424,Water,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,Grassland
6425,Water,NULL,Bareland,NULL,Non_Wetland,Water,NULL,Grassland
6426,Water,NULL,Bareland,NULL,Non_Wetland,Water,NULL,Bareland
6427,Water,NULL,Bareland,NULL,Non_Wetland,Water,NULL,Water
6428,Water,NULL,Bareland,NULL,Non_Wetland,Water,NULL,Forest
6429,Water,NULL,Bareland,NULL,Non_Wetland,Water,Grassland,Grassland
6430,Water,NULL,Bareland,NULL,Non_Wetland,Water,Grassland,Water
6431,Water,NULL,Bareland,NULL,Non_Wetland,Water,Grassland,Forest
6432,Water,NULL,Bareland,NULL,Non_Wetland,Water,Water,Grassland
6433,Water,NULL,Bareland,NULL,Non_Wetland,Water,Water,Bareland
6434,Water,NULL,Bareland,NULL,Non_Wetland,Water,Water,Water
6435,Water,NULL,Bareland,NULL,Non_Wetland,Water,Water,Forest
6436,Water,NULL,Bareland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
6437,Water,NULL,Bareland,Non_Water,Non_Wetland,NULL,Grassland,Forest
6438,Water,NULL,Bareland,Non_Water,Non_Wetland,NULL,Water,Grassland
6439,Water,NULL,Bareland,Non_Water,Non_Wetland,Water,NULL,Grassland
6440,Water,NULL,Bareland,Non_Water,Non_Wetland,Water,Grassland,Grassland
6441,Water,NULL,Bareland,Non_Water,Non_Wetland,Water,Grassland,Forest
6442,Water,NULL,Bareland,Non_Water,Non_Wetland,Water,Water,Grassland
6443,Water,NULL,Bareland,Non_Water,Non_Wetland,Water,Water,Water
6444,Water,NULL,Bareland,Non_Water,Non_Wetland,Water,Water,Forest
6445,Water,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
6446,Water,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
6447,Water,NULL,Bareland,Water,Non_Wetland,NULL,Grassland,Grassland
6448,Water,NULL,Bareland,Water,Non_Wetland,NULL,Grassland,Bareland
6449,Water,NULL,Bareland,Water,Non_Wetland,NULL,Grassland,Water
6450,Water,NULL,Bareland,Water,Non_Wetland,NULL,Grassland,Forest
6451,Water,NULL,Bareland,Water,Non_Wetland,NULL,Wetland,Forest
6452,Water,NULL,Bareland,Water,Non_Wetland,NULL,Water,Grassland
6453,Water,NULL,Bareland,Water,Non_Wetland,NULL,Water,Cropland
6454,Water,NULL,Bareland,Water,Non_Wetland,NULL,Water,Water
6455,Water,NULL,Bareland,Water,Non_Wetland,Grassland,Grassland,Grassland
6456,Water,NULL,Bareland,Water,Non_Wetland,Grassland,Water,Grassland
6457,Water,NULL,Bareland,Water,Non_Wetland,Water,Grassland,Grassland
6458,Water,NULL,Bareland,Water,Non_Wetland,Water,Grassland,Bareland
6459,Water,NULL,Bareland,Water,Non_Wetland,Water,Grassland,Water
6460,Water,NULL,Bareland,Water,Non_Wetland,Water,Water,Grassland
6461,Water,NULL,Bareland,Water,Non_Wetland,Water,Water,Wetland
6462,Water,NULL,Bareland,Water,Non_Wetland,Water,Water,Bareland
6463,Water,NULL,Bareland,Water,Non_Wetland,Water,Water,Water
6464,Water,NULL,Bareland,Water,Non_Wetland,Water,Water,Forest
6465,Water,NULL,Bareland,Water,Non_Wetland,Forest,Water,Grassland
6466,Water,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
6467,Water,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
6468,Water,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Water
6469,Water,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
6470,Water,NULL,Built-up,NULL,Non_Wetland,NULL,Grassland,Grassland
6471,Water,NULL,Built-up,NULL,Non_Wetland,NULL,Grassland,Bareland
6472,Water,NULL,Built-up,NULL,Non_Wetland,NULL,Grassland,Forest
6473,Water,NULL,Built-up,NULL,Non_Wetland,NULL,Bareland,Grassland
6474,Water,NULL,Built-up,NULL,Non_Wetland,NULL,Water,Grassland
6475,Water,NULL,Built-up,NULL,Non_Wetland,NULL,Water,Water
6476,Water,NULL,Built-up,NULL,Non_Wetland,NULL,Water,Forest
6477,Water,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
6478,Water,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Built-up
6479,Water,NULL,Built-up,NULL,Non_Wetland,Bareland,Water,Bareland
6480,Water,NULL,Built-up,NULL,Non_Wetland,Water,NULL,Forest
6481,Water,NULL,Built-up,NULL,Non_Wetland,Water,Grassland,Grassland
6482,Water,NULL,Built-up,NULL,Non_Wetland,Water,Grassland,Water
6483,Water,NULL,Built-up,NULL,Non_Wetland,Water,Water,Grassland
6484,Water,NULL,Built-up,NULL,Non_Wetland,Water,Water,Bareland
6485,Water,NULL,Built-up,NULL,Non_Wetland,Water,Water,Built-up
6486,Water,NULL,Built-up,NULL,Non_Wetland,Water,Water,Water
6487,Water,NULL,Built-up,NULL,Non_Wetland,Water,Water,Forest
6488,Water,NULL,Built-up,Non_Water,Non_Wetland,NULL,Grassland,Grassland
6489,Water,NULL,Built-up,Non_Water,Non_Wetland,Bareland,Water,Bareland
6490,Water,NULL,Built-up,Non_Water,Non_Wetland,Water,Water,Forest
6491,Water,NULL,Built-up,Water,Non_Wetland,NULL,NULL,Water
6492,Water,NULL,Built-up,Water,Non_Wetland,NULL,Grassland,Grassland
6493,Water,NULL,Built-up,Water,Non_Wetland,NULL,Grassland,Forest
6494,Water,NULL,Built-up,Water,Non_Wetland,Water,Grassland,Forest
6495,Water,NULL,Built-up,Water,Non_Wetland,Water,Water,Water
6496,Water,NULL,Water,NULL,Water,NULL,NULL,Grassland
6497,Water,NULL,Water,NULL,Water,NULL,NULL,Water
6498,Water,NULL,Water,NULL,Water,NULL,NULL,Forest
6499,Water,NULL,Water,NULL,Water,NULL,Grassland,Grassland
6500,Water,NULL,Water,NULL,Water,NULL,Grassland,Water
6501,Water,NULL,Water,NULL,Water,NULL,Grassland,Forest
6502,Water,NULL,Water,NULL,Water,NULL,Water,Grassland
6503,Water,NULL,Water,NULL,Water,NULL,Water,Water
6504,Water,NULL,Water,NULL,Water,NULL,Forest,Grassland
6505,Water,NULL,Water,NULL,Water,NULL,Forest,Forest
6506,Water,NULL,Water,NULL,Water,Grassland,NULL,Forest
6507,Water,NULL,Water,NULL,Water,Grassland,Water,Grassland
6508,Water,NULL,Water,NULL,Water,Bareland,NULL,Grassland
6509,Water,NULL,Water,NULL,Water,Bareland,NULL,Forest
6510,Water,NULL,Water,NULL,Water,Bareland,Grassland,Grassland
6511,Water,NULL,Water,NULL,Water,Bareland,Grassland,Water
6512,Water,NULL,Water,NULL,Water,Bareland,Grassland,Forest
6513,Water,NULL,Water,NULL,Water,Bareland,Forest,Forest
6514,Water,NULL,Water,NULL,Water,Water,NULL,Grassland
6515,Water,NULL,Water,NULL,Water,Water,NULL,Bareland
6516,Water,NULL,Water,NULL,Water,Water,NULL,Water
6517,Water,NULL,Water,NULL,Water,Water,NULL,Forest
6518,Water,NULL,Water,NULL,Water,Water,Grassland,Grassland
6519,Water,NULL,Water,NULL,Water,Water,Grassland,Water
6520,Water,NULL,Water,NULL,Water,Water,Grassland,Forest
6521,Water,NULL,Water,NULL,Water,Water,Water,Grassland
6522,Water,NULL,Water,NULL,Water,Water,Water,Bareland
6523,Water,NULL,Water,NULL,Water,Water,Water,Water
6524,Water,NULL,Water,NULL,Water,Water,Water,Forest
6525,Water,NULL,Water,NULL,Water,Water,Forest,Grassland
6526,Water,NULL,Water,NULL,Water,Water,Forest,Forest
6527,Water,NULL,Water,NULL,Water,Forest,NULL,Forest
6528,Water,NULL,Water,NULL,Water,Forest,Grassland,Forest
6529,Water,NULL,Water,NULL,Water,Forest,Forest,Forest
6530,Water,NULL,Water,Non_Water,Water,NULL,NULL,Forest
6531,Water,NULL,Water,Non_Water,Water,NULL,Grassland,Grassland
6532,Water,NULL,Water,Non_Water,Water,NULL,Grassland,Water
6533,Water,NULL,Water,Non_Water,Water,NULL,Grassland,Forest
6534,Water,NULL,Water,Non_Water,Water,NULL,Water,Grassland
6535,Water,NULL,Water,Non_Water,Water,NULL,Water,Forest
6536,Water,NULL,Water,Non_Water,Water,Water,NULL,Grassland
6537,Water,NULL,Water,Non_Water,Water,Water,NULL,Water
6538,Water,NULL,Water,Non_Water,Water,Water,NULL,Forest
6539,Water,NULL,Water,Non_Water,Water,Water,Grassland,Grassland
6540,Water,NULL,Water,Non_Water,Water,Water,Grassland,Water
6541,Water,NULL,Water,Non_Water,Water,Water,Grassland,Forest
6542,Water,NULL,Water,Non_Water,Water,Water,Wetland,Water
6543,Water,NULL,Water,Non_Water,Water,Water,Water,Grassland
6544,Water,NULL,Water,Non_Water,Water,Water,Water,Water
6545,Water,NULL,Water,Non_Water,Water,Water,Water,Forest
6546,Water,NULL,Water,Water,Water,NULL,NULL,Grassland
6547,Water,NULL,Water,Water,Water,NULL,NULL,Wetland
6548,Water,NULL,Water,Water,Water,NULL,NULL,Water
6549,Water,NULL,Water,Water,Water,NULL,NULL,Forest
6550,Water,NULL,Water,Water,Water,NULL,Grassland,Grassland
6551,Water,NULL,Water,Water,Water,NULL,Grassland,Water
6552,Water,NULL,Water,Water,Water,NULL,Grassland,Forest
6553,Water,NULL,Water,Water,Water,NULL,Wetland,Water
6554,Water,NULL,Water,Water,Water,NULL,Water,Grassland
6555,Water,NULL,Water,Water,Water,NULL,Water,Water
6556,Water,NULL,Water,Water,Water,NULL,Water,Forest
6557,Water,NULL,Water,Water,Water,Grassland,Water,Grassland
6558,Water,NULL,Water,Water,Water,Bareland,NULL,Grassland
6559,Water,NULL,Water,Water,Water,Bareland,NULL,Forest
6560,Water,NULL,Water,Water,Water,Bareland,Grassland,Grassland
6561,Water,NULL,Water,Water,Water,Bareland,Grassland,Forest
6562,Water,NULL,Water,Water,Water,Water,NULL,Bareland
6563,Water,NULL,Water,Water,Water,Water,NULL,Water
6564,Water,NULL,Water,Water,Water,Water,NULL,Forest
6565,Water,NULL,Water,Water,Water,Water,Grassland,Grassland
6566,Water,NULL,Water,Water,Water,Water,Grassland,Bareland
6567,Water,NULL,Water,Water,Water,Water,Grassland,Water
6568,Water,NULL,Water,Water,Water,Water,Grassland,Forest
6569,Water,NULL,Water,Water,Water,Water,Water,Grassland
6570,Water,NULL,Water,Water,Water,Water,Water,Bareland
6571,Water,NULL,Water,Water,Water,Water,Water,Water
6572,Water,NULL,Water,Water,Water,Water,Water,Forest
6573,Water,NULL,Water,Water,Water,Forest,NULL,Forest
6574,Water,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
6575,Water,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
6576,Water,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
6577,Water,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
6578,Water,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Water
6579,Water,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
6580,Water,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Grassland
6581,Water,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Bareland
6582,Water,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Water
6583,Water,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
6584,Water,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,Grassland
6585,Water,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,Cropland
6586,Water,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,Water
6587,Water,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
6588,Water,NULL,Forest,NULL,Non_Wetland,NULL,Bareland,Forest
6589,Water,NULL,Forest,NULL,Non_Wetland,NULL,Water,Grassland
6590,Water,NULL,Forest,NULL,Non_Wetland,NULL,Water,Water
6591,Water,NULL,Forest,NULL,Non_Wetland,NULL,Water,Forest
6592,Water,NULL,Forest,NULL,Non_Wetland,NULL,Forest,Grassland
6593,Water,NULL,Forest,NULL,Non_Wetland,NULL,Forest,Forest
6594,Water,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,Grassland
6595,Water,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,Forest
6596,Water,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
6597,Water,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
6598,Water,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
6599,Water,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
6600,Water,NULL,Forest,NULL,Non_Wetland,Grassland,Water,Grassland
6601,Water,NULL,Forest,NULL,Non_Wetland,Grassland,Water,Forest
6602,Water,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
6603,Water,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
6604,Water,NULL,Forest,NULL,Non_Wetland,Wetland,NULL,Grassland
6605,Water,NULL,Forest,NULL,Non_Wetland,Wetland,NULL,Wetland
6606,Water,NULL,Forest,NULL,Non_Wetland,Wetland,NULL,Forest
6607,Water,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
6608,Water,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
6609,Water,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
6610,Water,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
6611,Water,NULL,Forest,NULL,Non_Wetland,Wetland,Water,Forest
6612,Water,NULL,Forest,NULL,Non_Wetland,Bareland,NULL,Grassland
6613,Water,NULL,Forest,NULL,Non_Wetland,Bareland,NULL,Forest
6614,Water,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
6615,Water,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Water
6616,Water,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
