Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_22LGP_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22LGP_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22LGP_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_22LGP_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22LGP_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22LGP_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22LGP_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_22LGP_M_R
10584,Water,NULL,Wetland,Water,Wetland,Wetland,Wetland,Wetland
10585,Water,NULL,Wetland,Water,Wetland,Wetland,Water,NULL
10586,Water,NULL,Wetland,Water,Wetland,Wetland,Water,Grassland
10587,Water,NULL,Wetland,Water,Wetland,Wetland,Water,Wetland
10588,Water,NULL,Wetland,Water,Wetland,Wetland,Water,Water
10589,Water,NULL,Wetland,Water,Wetland,Bareland,Shrubland,Grassland
10590,Water,NULL,Wetland,Water,Wetland,Bareland,Water,Grassland
10591,Water,NULL,Wetland,Water,Wetland,Bareland,Water,Water
10592,Water,NULL,Wetland,Water,Wetland,Water,NULL,Grassland
10593,Water,NULL,Wetland,Water,Wetland,Water,Shrubland,Grassland
10594,Water,NULL,Wetland,Water,Wetland,Water,Shrubland,Bareland
10595,Water,NULL,Wetland,Water,Wetland,Water,Shrubland,Water
10596,Water,NULL,Wetland,Water,Wetland,Water,Grassland,Wetland
10597,Water,NULL,Wetland,Water,Wetland,Water,Grassland,Water
10598,Water,NULL,Wetland,Water,Wetland,Water,Water,Grassland
10599,Water,NULL,Wetland,Water,Wetland,Water,Water,Wetland
10600,Water,NULL,Wetland,Water,Wetland,Water,Water,Water
10601,Water,NULL,Wetland,Water,Wetland,Water,Water,Forest
10602,Water,NULL,Wetland,Water,Wetland,Forest,Forest,Forest
10603,Water,NULL,Bareland,NULL,Non_Wetland,NULL,Grassland,Water
10604,Water,NULL,Bareland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
10605,Water,NULL,Bareland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
10606,Water,NULL,Bareland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
10607,Water,NULL,Bareland,NULL,Non_Wetland,Shrubland,Water,Water
10608,Water,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,Grassland
10609,Water,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,Water
10610,Water,NULL,Bareland,NULL,Non_Wetland,Bareland,NULL,Grassland
10611,Water,NULL,Bareland,NULL,Non_Wetland,Bareland,Grassland,Bareland
10612,Water,NULL,Bareland,NULL,Non_Wetland,Bareland,Grassland,Water
10613,Water,NULL,Bareland,NULL,Non_Wetland,Bareland,Water,Grassland
10614,Water,NULL,Bareland,NULL,Non_Wetland,Bareland,Water,Forest
10615,Water,NULL,Bareland,NULL,Non_Wetland,Water,NULL,Grassland
10616,Water,NULL,Bareland,NULL,Non_Wetland,Water,NULL,Water
10617,Water,NULL,Bareland,NULL,Non_Wetland,Water,NULL,Forest
10618,Water,NULL,Bareland,NULL,Non_Wetland,Water,Shrubland,Water
10619,Water,NULL,Bareland,NULL,Non_Wetland,Water,Grassland,Grassland
10620,Water,NULL,Bareland,NULL,Non_Wetland,Water,Grassland,Water
10621,Water,NULL,Bareland,NULL,Non_Wetland,Water,Water,Water
10622,Water,NULL,Bareland,Non_Water,Non_Wetland,Wetland,NULL,Water
10623,Water,NULL,Bareland,Non_Water,Non_Wetland,Water,Water,Bareland
10624,Water,NULL,Bareland,Water,Non_Wetland,Water,NULL,Water
10625,Water,NULL,Bareland,Water,Non_Wetland,Water,Shrubland,Water
10626,Water,NULL,Bareland,Water,Non_Wetland,Water,Grassland,Water
10627,Water,NULL,Bareland,Water,Non_Wetland,Water,Water,Grassland
10628,Water,NULL,Bareland,Water,Non_Wetland,Water,Water,Water
10629,Water,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
10630,Water,NULL,Built-up,NULL,Non_Wetland,Shrubland,NULL,Forest
10631,Water,NULL,Built-up,NULL,Non_Wetland,Shrubland,Shrubland,Water
10632,Water,NULL,Built-up,NULL,Non_Wetland,Shrubland,Shrubland,Forest
10633,Water,NULL,Built-up,NULL,Non_Wetland,Shrubland,Grassland,Forest
10634,Water,NULL,Built-up,NULL,Non_Wetland,Wetland,Water,Water
10635,Water,NULL,Built-up,NULL,Non_Wetland,Bareland,NULL,Grassland
10636,Water,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
10637,Water,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
10638,Water,NULL,Built-up,NULL,Non_Wetland,Bareland,Water,Grassland
10639,Water,NULL,Built-up,NULL,Non_Wetland,Water,Shrubland,Grassland
10640,Water,NULL,Built-up,NULL,Non_Wetland,Water,Water,Grassland
10641,Water,NULL,Built-up,Water,Non_Wetland,Shrubland,Shrubland,Grassland
10642,Water,NULL,Built-up,Water,Non_Wetland,Bareland,Built-up,Grassland
10643,Water,NULL,Built-up,Water,Non_Wetland,Bareland,Water,Grassland
10644,Water,NULL,Water,NULL,Water,NULL,NULL,Grassland
10645,Water,NULL,Water,NULL,Water,NULL,NULL,Bareland
10646,Water,NULL,Water,NULL,Water,NULL,NULL,Water
10647,Water,NULL,Water,NULL,Water,NULL,Shrubland,Grassland
10648,Water,NULL,Water,NULL,Water,NULL,Shrubland,Water
10649,Water,NULL,Water,NULL,Water,NULL,Shrubland,Forest
10650,Water,NULL,Water,NULL,Water,NULL,Grassland,Grassland
10651,Water,NULL,Water,NULL,Water,NULL,Grassland,Water
10652,Water,NULL,Water,NULL,Water,NULL,Water,Grassland
10653,Water,NULL,Water,NULL,Water,Shrubland,NULL,Grassland
10654,Water,NULL,Water,NULL,Water,Shrubland,NULL,Wetland
10655,Water,NULL,Water,NULL,Water,Shrubland,NULL,Water
10656,Water,NULL,Water,NULL,Water,Shrubland,NULL,Forest
10657,Water,NULL,Water,NULL,Water,Shrubland,Shrubland,Grassland
10658,Water,NULL,Water,NULL,Water,Shrubland,Shrubland,Wetland
10659,Water,NULL,Water,NULL,Water,Shrubland,Shrubland,Bareland
10660,Water,NULL,Water,NULL,Water,Shrubland,Shrubland,Water
10661,Water,NULL,Water,NULL,Water,Shrubland,Shrubland,Forest
10662,Water,NULL,Water,NULL,Water,Shrubland,Grassland,Grassland
10663,Water,NULL,Water,NULL,Water,Shrubland,Grassland,Wetland
10664,Water,NULL,Water,NULL,Water,Shrubland,Grassland,Water
10665,Water,NULL,Water,NULL,Water,Shrubland,Grassland,Forest
10666,Water,NULL,Water,NULL,Water,Shrubland,Water,Grassland
10667,Water,NULL,Water,NULL,Water,Shrubland,Water,Wetland
10668,Water,NULL,Water,NULL,Water,Shrubland,Water,Water
10669,Water,NULL,Water,NULL,Water,Shrubland,Water,Forest
10670,Water,NULL,Water,NULL,Water,Shrubland,Forest,Grassland
10671,Water,NULL,Water,NULL,Water,Shrubland,Forest,Forest
10672,Water,NULL,Water,NULL,Water,Grassland,Shrubland,Grassland
10673,Water,NULL,Water,NULL,Water,Grassland,Grassland,Grassland
10674,Water,NULL,Water,NULL,Water,Grassland,Water,Grassland
10675,Water,NULL,Water,NULL,Water,Grassland,Water,Water
10676,Water,NULL,Water,NULL,Water,Wetland,NULL,Grassland
10677,Water,NULL,Water,NULL,Water,Wetland,NULL,Water
10678,Water,NULL,Water,NULL,Water,Wetland,NULL,Forest
10679,Water,NULL,Water,NULL,Water,Wetland,Shrubland,Grassland
10680,Water,NULL,Water,NULL,Water,Wetland,Shrubland,Wetland
10681,Water,NULL,Water,NULL,Water,Wetland,Shrubland,Forest
10682,Water,NULL,Water,NULL,Water,Wetland,Grassland,Water
10683,Water,NULL,Water,NULL,Water,Wetland,Wetland,Grassland
10684,Water,NULL,Water,NULL,Water,Wetland,Water,NULL
10685,Water,NULL,Water,NULL,Water,Wetland,Water,Grassland
10686,Water,NULL,Water,NULL,Water,Wetland,Water,Wetland
10687,Water,NULL,Water,NULL,Water,Wetland,Water,Water
10688,Water,NULL,Water,NULL,Water,Wetland,Forest,Wetland
10689,Water,NULL,Water,NULL,Water,Wetland,Forest,Water
10690,Water,NULL,Water,NULL,Water,Bareland,NULL,Grassland
10691,Water,NULL,Water,NULL,Water,Bareland,NULL,Water
10692,Water,NULL,Water,NULL,Water,Bareland,Shrubland,Grassland
10693,Water,NULL,Water,NULL,Water,Bareland,Shrubland,Bareland
10694,Water,NULL,Water,NULL,Water,Bareland,Shrubland,Water
10695,Water,NULL,Water,NULL,Water,Bareland,Shrubland,Forest
10696,Water,NULL,Water,NULL,Water,Bareland,Grassland,Grassland
10697,Water,NULL,Water,NULL,Water,Bareland,Grassland,Bareland
10698,Water,NULL,Water,NULL,Water,Bareland,Grassland,Water
10699,Water,NULL,Water,NULL,Water,Bareland,Bareland,Grassland
10700,Water,NULL,Water,NULL,Water,Bareland,Built-up,Bareland
10701,Water,NULL,Water,NULL,Water,Bareland,Water,Grassland
10702,Water,NULL,Water,NULL,Water,Bareland,Water,Wetland
10703,Water,NULL,Water,NULL,Water,Bareland,Water,Bareland
10704,Water,NULL,Water,NULL,Water,Bareland,Water,Water
10705,Water,NULL,Water,NULL,Water,Water,NULL,Grassland
10706,Water,NULL,Water,NULL,Water,Water,NULL,Wetland
10707,Water,NULL,Water,NULL,Water,Water,NULL,Bareland
10708,Water,NULL,Water,NULL,Water,Water,NULL,Water
10709,Water,NULL,Water,NULL,Water,Water,NULL,Forest
10710,Water,NULL,Water,NULL,Water,Water,Shrubland,NULL
10711,Water,NULL,Water,NULL,Water,Water,Shrubland,Grassland
10712,Water,NULL,Water,NULL,Water,Water,Shrubland,Wetland
10713,Water,NULL,Water,NULL,Water,Water,Shrubland,Bareland
10714,Water,NULL,Water,NULL,Water,Water,Shrubland,Water
10715,Water,NULL,Water,NULL,Water,Water,Shrubland,Forest
10716,Water,NULL,Water,NULL,Water,Water,Grassland,Grassland
10717,Water,NULL,Water,NULL,Water,Water,Grassland,Water
10718,Water,NULL,Water,NULL,Water,Water,Grassland,Forest
10719,Water,NULL,Water,NULL,Water,Water,Water,Grassland
10720,Water,NULL,Water,NULL,Water,Water,Water,Water
10721,Water,NULL,Water,NULL,Water,Water,Water,Forest
10722,Water,NULL,Water,NULL,Water,Water,Forest,Grassland
10723,Water,NULL,Water,NULL,Water,Water,Forest,Water
10724,Water,NULL,Water,NULL,Water,Water,Forest,Forest
10725,Water,NULL,Water,NULL,Water,Forest,Shrubland,Forest
10726,Water,NULL,Water,Non_Water,Water,NULL,Water,Bareland
10727,Water,NULL,Water,Non_Water,Water,Shrubland,NULL,Bareland
10728,Water,NULL,Water,Non_Water,Water,Shrubland,Water,Water
10729,Water,NULL,Water,Non_Water,Water,Grassland,Water,Grassland
10730,Water,NULL,Water,Non_Water,Water,Wetland,Water,NULL
10731,Water,NULL,Water,Non_Water,Water,Wetland,Water,Grassland
10732,Water,NULL,Water,Non_Water,Water,Wetland,Water,Wetland
10733,Water,NULL,Water,Non_Water,Water,Wetland,Water,Water
10734,Water,NULL,Water,Non_Water,Water,Water,NULL,Water
10735,Water,NULL,Water,Non_Water,Water,Water,Shrubland,Grassland
10736,Water,NULL,Water,Non_Water,Water,Water,Shrubland,Bareland
10737,Water,NULL,Water,Non_Water,Water,Water,Shrubland,Water
10738,Water,NULL,Water,Non_Water,Water,Water,Grassland,Water
10739,Water,NULL,Water,Non_Water,Water,Water,Water,Water
10740,Water,NULL,Water,Non_Water,Water,Water,Forest,Water
10741,Water,NULL,Water,Water,Water,NULL,Grassland,Grassland
10742,Water,NULL,Water,Water,Water,NULL,Grassland,Bareland
10743,Water,NULL,Water,Water,Water,NULL,Grassland,Water
10744,Water,NULL,Water,Water,Water,NULL,Water,Grassland
10745,Water,NULL,Water,Water,Water,Shrubland,NULL,Bareland
10746,Water,NULL,Water,Water,Water,Shrubland,NULL,Water
10747,Water,NULL,Water,Water,Water,Shrubland,Shrubland,Grassland
10748,Water,NULL,Water,Water,Water,Shrubland,Shrubland,Wetland
10749,Water,NULL,Water,Water,Water,Shrubland,Shrubland,Forest
10750,Water,NULL,Water,Water,Water,Shrubland,Grassland,Grassland
10751,Water,NULL,Water,Water,Water,Shrubland,Grassland,Wetland
10752,Water,NULL,Water,Water,Water,Shrubland,Water,Grassland
10753,Water,NULL,Water,Water,Water,Shrubland,Water,Wetland
10754,Water,NULL,Water,Water,Water,Shrubland,Water,Water
10755,Water,NULL,Water,Water,Water,Shrubland,Water,Forest
10756,Water,NULL,Water,Water,Water,Grassland,Water,Grassland
10757,Water,NULL,Water,Water,Water,Wetland,NULL,Grassland
10758,Water,NULL,Water,Water,Water,Wetland,Shrubland,Wetland
10759,Water,NULL,Water,Water,Water,Wetland,Wetland,Wetland
10760,Water,NULL,Water,Water,Water,Wetland,Bareland,Grassland
10761,Water,NULL,Water,Water,Water,Wetland,Water,Grassland
10762,Water,NULL,Water,Water,Water,Wetland,Water,Wetland
10763,Water,NULL,Water,Water,Water,Wetland,Water,Forest
10764,Water,NULL,Water,Water,Water,Bareland,NULL,Grassland
10765,Water,NULL,Water,Water,Water,Bareland,Shrubland,Grassland
10766,Water,NULL,Water,Water,Water,Bareland,Shrubland,Water
10767,Water,NULL,Water,Water,Water,Bareland,Shrubland,Forest
10768,Water,NULL,Water,Water,Water,Bareland,Grassland,Grassland
10769,Water,NULL,Water,Water,Water,Bareland,Water,Grassland
10770,Water,NULL,Water,Water,Water,Bareland,Water,Wetland
10771,Water,NULL,Water,Water,Water,Bareland,Water,Water
10772,Water,NULL,Water,Water,Water,Bareland,Forest,Wetland
10773,Water,NULL,Water,Water,Water,Water,NULL,Grassland
10774,Water,NULL,Water,Water,Water,Water,NULL,Water
10775,Water,NULL,Water,Water,Water,Water,NULL,Forest
10776,Water,NULL,Water,Water,Water,Water,Shrubland,Grassland
10777,Water,NULL,Water,Water,Water,Water,Shrubland,Bareland
10778,Water,NULL,Water,Water,Water,Water,Shrubland,Water
10779,Water,NULL,Water,Water,Water,Water,Shrubland,Forest
10780,Water,NULL,Water,Water,Water,Water,Grassland,Grassland
10781,Water,NULL,Water,Water,Water,Water,Grassland,Water
10782,Water,NULL,Water,Water,Water,Water,Water,Grassland
10783,Water,NULL,Water,Water,Water,Water,Water,Wetland
10784,Water,NULL,Water,Water,Water,Water,Water,Bareland
10785,Water,NULL,Water,Water,Water,Water,Water,Water
10786,Water,NULL,Water,Water,Water,Water,Water,Forest
10787,Water,NULL,Water,Water,Water,Water,Forest,Grassland
10788,Water,NULL,Water,Water,Water,Water,Forest,Water
10789,Water,NULL,Water,Water,Water,Forest,NULL,Forest
10790,Water,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
10791,Water,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
10792,Water,NULL,Forest,NULL,Non_Wetland,NULL,Shrubland,Grassland
10793,Water,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Grassland
10794,Water,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Bareland
10795,Water,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Water
10796,Water,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
10797,Water,NULL,Forest,NULL,Non_Wetland,NULL,Water,Grassland
10798,Water,NULL,Forest,NULL,Non_Wetland,NULL,Water,Forest
10799,Water,NULL,Forest,NULL,Non_Wetland,NULL,Forest,Forest
10800,Water,NULL,Forest,NULL,Non_Wetland,Shrubland,NULL,Grassland
10801,Water,NULL,Forest,NULL,Non_Wetland,Shrubland,NULL,Wetland
10802,Water,NULL,Forest,NULL,Non_Wetland,Shrubland,NULL,Water
10803,Water,NULL,Forest,NULL,Non_Wetland,Shrubland,NULL,Forest
10804,Water,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
10805,Water,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
10806,Water,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Water
10807,Water,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Forest
10808,Water,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,Grassland
10809,Water,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,Wetland
10810,Water,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,Water
10811,Water,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,Forest
10812,Water,NULL,Forest,NULL,Non_Wetland,Shrubland,Water,Grassland
10813,Water,NULL,Forest,NULL,Non_Wetland,Shrubland,Water,Wetland
10814,Water,NULL,Forest,NULL,Non_Wetland,Shrubland,Water,Water
10815,Water,NULL,Forest,NULL,Non_Wetland,Shrubland,Water,Forest
10816,Water,NULL,Forest,NULL,Non_Wetland,Shrubland,Forest,NULL
10817,Water,NULL,Forest,NULL,Non_Wetland,Shrubland,Forest,Grassland
10818,Water,NULL,Forest,NULL,Non_Wetland,Shrubland,Forest,Forest
10819,Water,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,NULL
10820,Water,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
10821,Water,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
10822,Water,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,Grassland
10823,Water,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,Forest
10824,Water,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
10825,Water,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Water
10826,Water,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
10827,Water,NULL,Forest,NULL,Non_Wetland,Wetland,NULL,Grassland
10828,Water,NULL,Forest,NULL,Non_Wetland,Wetland,Shrubland,Grassland
10829,Water,NULL,Forest,NULL,Non_Wetland,Wetland,Shrubland,Wetland
10830,Water,NULL,Forest,NULL,Non_Wetland,Wetland,Shrubland,Forest
10831,Water,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
10832,Water,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
10833,Water,NULL,Forest,NULL,Non_Wetland,Wetland,Water,Grassland
10834,Water,NULL,Forest,NULL,Non_Wetland,Wetland,Water,Water
10835,Water,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Grassland
10836,Water,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Wetland
10837,Water,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
10838,Water,NULL,Forest,NULL,Non_Wetland,Bareland,NULL,Grassland
10839,Water,NULL,Forest,NULL,Non_Wetland,Bareland,NULL,Wetland
10840,Water,NULL,Forest,NULL,Non_Wetland,Bareland,NULL,Bareland
10841,Water,NULL,Forest,NULL,Non_Wetland,Bareland,NULL,Water
10842,Water,NULL,Forest,NULL,Non_Wetland,Bareland,NULL,Forest
10843,Water,NULL,Forest,NULL,Non_Wetland,Bareland,Shrubland,Grassland
10844,Water,NULL,Forest,NULL,Non_Wetland,Bareland,Shrubland,Wetland
10845,Water,NULL,Forest,NULL,Non_Wetland,Bareland,Shrubland,Bareland
10846,Water,NULL,Forest,NULL,Non_Wetland,Bareland,Shrubland,Water
10847,Water,NULL,Forest,NULL,Non_Wetland,Bareland,Shrubland,Forest
10848,Water,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
10849,Water,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Wetland
10850,Water,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
10851,Water,NULL,Forest,NULL,Non_Wetland,Bareland,Wetland,Wetland
10852,Water,NULL,Forest,NULL,Non_Wetland,Bareland,Water,Grassland
10853,Water,NULL,Forest,NULL,Non_Wetland,Bareland,Water,Wetland
10854,Water,NULL,Forest,NULL,Non_Wetland,Bareland,Water,Water
10855,Water,NULL,Forest,NULL,Non_Wetland,Bareland,Water,Forest
10856,Water,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Grassland
10857,Water,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Bareland
10858,Water,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Water
10859,Water,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
10860,Water,NULL,Forest,NULL,Non_Wetland,Water,NULL,Grassland
10861,Water,NULL,Forest,NULL,Non_Wetland,Water,NULL,Wetland
10862,Water,NULL,Forest,NULL,Non_Wetland,Water,NULL,Bareland
10863,Water,NULL,Forest,NULL,Non_Wetland,Water,NULL,Water
10864,Water,NULL,Forest,NULL,Non_Wetland,Water,NULL,Forest
10865,Water,NULL,Forest,NULL,Non_Wetland,Water,Shrubland,Grassland
10866,Water,NULL,Forest,NULL,Non_Wetland,Water,Shrubland,Bareland
10867,Water,NULL,Forest,NULL,Non_Wetland,Water,Shrubland,Water
10868,Water,NULL,Forest,NULL,Non_Wetland,Water,Shrubland,Forest
10869,Water,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Grassland
10870,Water,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Bareland
10871,Water,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Water
10872,Water,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Forest
10873,Water,NULL,Forest,NULL,Non_Wetland,Water,Water,Grassland
10874,Water,NULL,Forest,NULL,Non_Wetland,Water,Water,Water
10875,Water,NULL,Forest,NULL,Non_Wetland,Water,Water,Forest
10876,Water,NULL,Forest,NULL,Non_Wetland,Water,Forest,Bareland
10877,Water,NULL,Forest,NULL,Non_Wetland,Water,Forest,Water
10878,Water,NULL,Forest,NULL,Non_Wetland,Water,Forest,Forest
10879,Water,NULL,Forest,NULL,Non_Wetland,Forest,NULL,Forest
10880,Water,NULL,Forest,NULL,Non_Wetland,Forest,Shrubland,Grassland
10881,Water,NULL,Forest,NULL,Non_Wetland,Forest,Shrubland,Forest
10882,Water,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
10883,Water,NULL,Forest,NULL,Non_Wetland,Forest,Water,Forest
10884,Water,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Wetland
10885,Water,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Forest
10886,Water,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
10887,Water,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
10888,Water,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Shrubland,Water
10889,Water,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Shrubland,Forest
10890,Water,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Water,Grassland
10891,Water,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Water,Forest
10892,Water,NULL,Forest,Non_Water,Non_Wetland,Grassland,NULL,Forest
10893,Water,NULL,Forest,Non_Water,Non_Wetland,Wetland,Shrubland,Grassland
10894,Water,NULL,Forest,Non_Water,Non_Wetland,Wetland,Shrubland,Wetland
10895,Water,NULL,Forest,Non_Water,Non_Wetland,Wetland,Water,Grassland
10896,Water,NULL,Forest,Non_Water,Non_Wetland,Wetland,Water,Wetland
10897,Water,NULL,Forest,Non_Water,Non_Wetland,Bareland,Shrubland,Grassland
10898,Water,NULL,Forest,Non_Water,Non_Wetland,Bareland,Water,Wetland
10899,Water,NULL,Forest,Non_Water,Non_Wetland,Water,NULL,Wetland
10900,Water,NULL,Forest,Non_Water,Non_Wetland,Water,Shrubland,Grassland
10901,Water,NULL,Forest,Non_Water,Non_Wetland,Water,Shrubland,Forest
10902,Water,NULL,Forest,Water,Non_Wetland,NULL,NULL,Grassland
10903,Water,NULL,Forest,Water,Non_Wetland,NULL,NULL,Forest
10904,Water,NULL,Forest,Water,Non_Wetland,NULL,Water,Grassland
10905,Water,NULL,Forest,Water,Non_Wetland,Shrubland,NULL,Grassland
10906,Water,NULL,Forest,Water,Non_Wetland,Shrubland,NULL,Forest
10907,Water,NULL,Forest,Water,Non_Wetland,Shrubland,Shrubland,Grassland
10908,Water,NULL,Forest,Water,Non_Wetland,Shrubland,Shrubland,Water
10909,Water,NULL,Forest,Water,Non_Wetland,Shrubland,Shrubland,Forest
10910,Water,NULL,Forest,Water,Non_Wetland,Shrubland,Grassland,Grassland
10911,Water,NULL,Forest,Water,Non_Wetland,Shrubland,Grassland,Water
10912,Water,NULL,Forest,Water,Non_Wetland,Shrubland,Water,Grassland
10913,Water,NULL,Forest,Water,Non_Wetland,Shrubland,Forest,Forest
10914,Water,NULL,Forest,Water,Non_Wetland,Grassland,Shrubland,Grassland
10915,Water,NULL,Forest,Water,Non_Wetland,Grassland,Water,Grassland
10916,Water,NULL,Forest,Water,Non_Wetland,Wetland,Shrubland,Grassland
10917,Water,NULL,Forest,Water,Non_Wetland,Wetland,Water,Water
10918,Water,NULL,Forest,Water,Non_Wetland,Wetland,Water,Forest
10919,Water,NULL,Forest,Water,Non_Wetland,Bareland,NULL,Grassland
10920,Water,NULL,Forest,Water,Non_Wetland,Bareland,NULL,Forest
10921,Water,NULL,Forest,Water,Non_Wetland,Bareland,Shrubland,Grassland
10922,Water,NULL,Forest,Water,Non_Wetland,Bareland,Shrubland,Forest
10923,Water,NULL,Forest,Water,Non_Wetland,Bareland,Grassland,Grassland
10924,Water,NULL,Forest,Water,Non_Wetland,Water,NULL,Grassland
10925,Water,NULL,Forest,Water,Non_Wetland,Water,NULL,Bareland
10926,Water,NULL,Forest,Water,Non_Wetland,Water,Shrubland,Grassland
10927,Water,NULL,Forest,Water,Non_Wetland,Water,Shrubland,Wetland
10928,Water,NULL,Forest,Water,Non_Wetland,Water,Shrubland,Water
10929,Water,NULL,Forest,Water,Non_Wetland,Water,Shrubland,Forest
10930,Water,NULL,Forest,Water,Non_Wetland,Water,Grassland,Water
10931,Water,NULL,Forest,Water,Non_Wetland,Water,Grassland,Forest
10932,Water,NULL,Forest,Water,Non_Wetland,Water,Water,Grassland
10933,Water,NULL,Forest,Water,Non_Wetland,Water,Water,Wetland
10934,Water,NULL,Forest,Water,Non_Wetland,Water,Water,Water
10935,Water,NULL,Forest,Water,Non_Wetland,Water,Forest,Forest
10936,Water,Cropland,NULL,NULL,Non_Wetland,NULL,Grassland,Grassland
10937,Water,Cropland,NULL,NULL,Non_Wetland,Shrubland,NULL,Grassland
10938,Water,Cropland,NULL,NULL,Non_Wetland,Shrubland,Grassland,Forest
10939,Water,Cropland,NULL,NULL,Non_Wetland,Shrubland,Water,Grassland
10940,Water,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
10941,Water,Cropland,NULL,NULL,Non_Wetland,Bareland,Forest,Forest
10942,Water,Cropland,NULL,NULL,Non_Wetland,Water,Grassland,Grassland
10943,Water,Cropland,NULL,Non_Water,Non_Wetland,Wetland,Shrubland,Grassland
10944,Water,Cropland,NULL,Water,Non_Wetland,Wetland,Grassland,Grassland
10945,Water,Cropland,NULL,Water,Non_Wetland,Bareland,Shrubland,Grassland
10946,Water,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
10947,Water,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
10948,Water,Cropland,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
10949,Water,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Grassland
10950,Water,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
10951,Water,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
10952,Water,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Forest
10953,Water,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Cropland
