Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_20KKA_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20KKA_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20KKA_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_20KKA_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20KKA_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20KKA_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20KKA_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_20KKA_M_R
674,Permanent_ice_and_snow,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
675,Permanent_ice_and_snow,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
676,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,NULL
677,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
678,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
679,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
680,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
681,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Water
682,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Forest
683,Forest,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,NULL
684,Forest,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Water
685,Forest,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
686,Forest,NULL,NULL,Water,Non_Wetland,NULL,NULL,Grassland
687,Forest,NULL,NULL,Water,Non_Wetland,NULL,NULL,Cropland
688,Forest,NULL,NULL,Water,Non_Wetland,NULL,NULL,Wetland
689,Forest,NULL,NULL,Water,Non_Wetland,NULL,NULL,Water
690,Forest,NULL,NULL,Water,Non_Wetland,NULL,NULL,Forest
691,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
692,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
693,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
694,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
695,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
696,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
697,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
698,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
699,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,NULL
700,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
701,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Cropland
702,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
703,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
704,Forest,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,NULL
705,Forest,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
706,Forest,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Cropland
707,Forest,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Wetland
708,Forest,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
709,Forest,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Water
710,Forest,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
711,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
712,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
713,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
714,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
715,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
716,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
717,Forest,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Cropland
718,Forest,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
719,Forest,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Cropland
720,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
721,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
722,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
723,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
724,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
725,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
726,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Water
727,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
728,Forest,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,NULL
729,Forest,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
730,Forest,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Cropland
731,Forest,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
732,Forest,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
733,Forest,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Cropland
734,Forest,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Wetland
735,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
736,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,Cropland
737,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,Water
738,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,Forest
739,Forest,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Water
740,Forest,NULL,Wetland,Water,Wetland,NULL,NULL,Grassland
741,Forest,NULL,Wetland,Water,Wetland,NULL,NULL,Wetland
742,Forest,NULL,Wetland,Water,Wetland,NULL,NULL,Water
743,Forest,NULL,Wetland,Water,Wetland,NULL,NULL,Forest
744,Forest,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,NULL
745,Forest,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Grassland
746,Forest,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Cropland
747,Forest,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Forest
748,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
749,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
750,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Cropland
751,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Wetland
752,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
753,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Built-up
754,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Water
755,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
756,Forest,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Cropland
757,Forest,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
758,Forest,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
759,Forest,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
760,Forest,NULL,Bareland,Water,Non_Wetland,NULL,NULL,NULL
761,Forest,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
762,Forest,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Water
763,Forest,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Forest
764,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
765,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
766,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
767,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
768,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
769,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
770,Forest,NULL,Built-up,Water,Non_Wetland,NULL,NULL,Forest
771,Forest,NULL,Water,NULL,Water,NULL,NULL,Grassland
772,Forest,NULL,Water,NULL,Water,NULL,NULL,Water
773,Forest,NULL,Water,NULL,Water,NULL,NULL,Forest
774,Forest,NULL,Water,Non_Water,Water,NULL,NULL,Water
775,Forest,NULL,Water,Non_Water,Water,NULL,NULL,Forest
776,Forest,NULL,Water,Water,Water,NULL,NULL,Grassland
777,Forest,NULL,Water,Water,Water,NULL,NULL,Water
778,Forest,NULL,Water,Water,Water,NULL,NULL,Forest
779,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,NULL
780,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
781,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
782,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
783,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
784,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Water
785,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
786,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
787,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Cropland
788,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Bareland
789,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
790,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
791,Forest,NULL,Forest,Water,Non_Wetland,NULL,NULL,Grassland
792,Forest,NULL,Forest,Water,Non_Wetland,NULL,NULL,Wetland
793,Forest,NULL,Forest,Water,Non_Wetland,NULL,NULL,Water
794,Forest,NULL,Forest,Water,Non_Wetland,NULL,NULL,Forest
