Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_24MVS_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_24MVS_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_24MVS_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_24MVS_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_24MVS_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_24MVS_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_24MVS_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_24MVS_M_R
9517,Cropland,NULL,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
9518,Cropland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Wetland
9519,Cropland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
9520,Cropland,NULL,Grassland,Non_Water,Non_Wetland,NULL,Grassland,NULL
9521,Cropland,NULL,Grassland,Non_Water,Non_Wetland,NULL,Grassland,Water
9522,Cropland,NULL,Grassland,Non_Water,Non_Wetland,Shrubland,NULL,NULL
9523,Cropland,NULL,Grassland,Non_Water,Non_Wetland,Shrubland,NULL,Grassland
9524,Cropland,NULL,Grassland,Non_Water,Non_Wetland,Shrubland,NULL,Cropland
9525,Cropland,NULL,Grassland,Non_Water,Non_Wetland,Shrubland,Shrubland,Forest
9526,Cropland,NULL,Grassland,Non_Water,Non_Wetland,Grassland,NULL,NULL
9527,Cropland,NULL,Grassland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
9528,Cropland,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Shrubland,NULL
9529,Cropland,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Shrubland,Grassland
9530,Cropland,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Grassland,NULL
9531,Cropland,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
9532,Cropland,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Grassland,Cropland
9533,Cropland,NULL,Grassland,Non_Water,Non_Wetland,Water,NULL,Wetland
9534,Cropland,NULL,Grassland,Non_Water,Non_Wetland,Water,Grassland,Grassland
9535,Cropland,NULL,Grassland,Non_Water,Non_Wetland,Water,Grassland,Water
9536,Cropland,NULL,Grassland,Water,Non_Wetland,Water,NULL,Water
9537,Cropland,NULL,Grassland,Water,Non_Wetland,Water,Grassland,Water
9538,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
9539,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
9540,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
9541,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
9542,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
9543,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
9544,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Water
9545,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
9546,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,NULL
9547,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,Grassland
9548,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,Cropland
9549,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,Bareland
9550,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,Built-up
9551,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,Forest
9552,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,NULL
9553,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
9554,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Cropland
9555,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Wetland
9556,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Bareland
9557,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Built-up
9558,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Water
9559,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Forest
9560,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,NULL
9561,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Grassland
9562,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Cropland
9563,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Bareland
9564,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,Built-up,NULL
9565,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,Built-up,Grassland
9566,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,Built-up,Cropland
9567,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,Built-up,Wetland
9568,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,Built-up,Bareland
9569,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,Built-up,Water
9570,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,Built-up,Forest
9571,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,Water,Grassland
9572,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,Water,Bareland
9573,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,Water,Built-up
9574,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,Forest,NULL
9575,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,Forest,Grassland
9576,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,Forest,Bareland
9577,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,Forest,Forest
9578,Cropland,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,NULL
9579,Cropland,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,Grassland
9580,Cropland,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,Cropland
9581,Cropland,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,Wetland
9582,Cropland,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,Bareland
9583,Cropland,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,Built-up
9584,Cropland,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,Forest
9585,Cropland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
9586,Cropland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
9587,Cropland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
9588,Cropland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
9589,Cropland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Bareland
9590,Cropland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
9591,Cropland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Water
9592,Cropland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
9593,Cropland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,NULL
9594,Cropland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
9595,Cropland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Cropland
9596,Cropland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Wetland
9597,Cropland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Bareland
9598,Cropland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Built-up
9599,Cropland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Forest
9600,Cropland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Bareland,NULL
9601,Cropland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Bareland,Grassland
9602,Cropland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Bareland,Cropland
9603,Cropland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Bareland,Bareland
9604,Cropland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Built-up,NULL
9605,Cropland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Built-up,Grassland
9606,Cropland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Built-up,Cropland
9607,Cropland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Built-up,Water
9608,Cropland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Built-up,Forest
9609,Cropland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Water,Grassland
9610,Cropland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Water,Wetland
9611,Cropland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Water,Bareland
9612,Cropland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Forest,NULL
9613,Cropland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Forest,Grassland
9614,Cropland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Forest,Cropland
9615,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,NULL
9616,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
9617,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Cropland
9618,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Wetland
9619,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Bareland
9620,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Built-up
9621,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Water
9622,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
9623,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,NULL
9624,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
9625,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
9626,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Wetland
9627,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Bareland
9628,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Built-up
9629,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Forest
9630,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,NULL
9631,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
9632,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
9633,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Wetland
9634,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Bareland
9635,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Built-up
9636,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Water
9637,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
9638,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,NULL
9639,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
9640,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Cropland
9641,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Bareland
9642,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,NULL
9643,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,Grassland
9644,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,Cropland
9645,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,Bareland
9646,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,Built-up
9647,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,Forest
9648,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,Water,NULL
9649,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,Water,Cropland
9650,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,NULL
9651,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
9652,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Cropland
9653,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Bareland
9654,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Forest
9655,Cropland,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,NULL
9656,Cropland,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Grassland
9657,Cropland,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Cropland
9658,Cropland,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Bareland
9659,Cropland,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,NULL
9660,Cropland,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Grassland
9661,Cropland,NULL,Cropland,NULL,Non_Wetland,Cropland,Bareland,Grassland
9662,Cropland,NULL,Cropland,NULL,Non_Wetland,Cropland,Bareland,Cropland
9663,Cropland,NULL,Cropland,NULL,Non_Wetland,Cropland,Built-up,NULL
9664,Cropland,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,NULL
9665,Cropland,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
9666,Cropland,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Cropland
9667,Cropland,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Bareland
9668,Cropland,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Built-up
9669,Cropland,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Forest
9670,Cropland,NULL,Cropland,NULL,Non_Wetland,Bareland,Shrubland,NULL
9671,Cropland,NULL,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
9672,Cropland,NULL,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Cropland
9673,Cropland,NULL,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Bareland
9674,Cropland,NULL,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Built-up
9675,Cropland,NULL,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Forest
9676,Cropland,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,NULL
9677,Cropland,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
9678,Cropland,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Cropland
9679,Cropland,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Bareland
9680,Cropland,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Built-up
9681,Cropland,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
9682,Cropland,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,NULL
9683,Cropland,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
9684,Cropland,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Cropland
9685,Cropland,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Bareland
9686,Cropland,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Built-up
9687,Cropland,NULL,Cropland,NULL,Non_Wetland,Bareland,Built-up,NULL
9688,Cropland,NULL,Cropland,NULL,Non_Wetland,Bareland,Built-up,Grassland
9689,Cropland,NULL,Cropland,NULL,Non_Wetland,Bareland,Built-up,Cropland
9690,Cropland,NULL,Cropland,NULL,Non_Wetland,Bareland,Built-up,Bareland
9691,Cropland,NULL,Cropland,NULL,Non_Wetland,Bareland,Built-up,Built-up
9692,Cropland,NULL,Cropland,NULL,Non_Wetland,Bareland,Built-up,Water
9693,Cropland,NULL,Cropland,NULL,Non_Wetland,Bareland,Built-up,Forest
9694,Cropland,NULL,Cropland,NULL,Non_Wetland,Bareland,Water,Grassland
9695,Cropland,NULL,Cropland,NULL,Non_Wetland,Bareland,Water,Cropland
9696,Cropland,NULL,Cropland,NULL,Non_Wetland,Bareland,Water,Bareland
9697,Cropland,NULL,Cropland,NULL,Non_Wetland,Bareland,Water,Built-up
9698,Cropland,NULL,Cropland,NULL,Non_Wetland,Bareland,Forest,NULL
9699,Cropland,NULL,Cropland,NULL,Non_Wetland,Bareland,Forest,Grassland
9700,Cropland,NULL,Cropland,NULL,Non_Wetland,Bareland,Forest,Bareland
9701,Cropland,NULL,Cropland,NULL,Non_Wetland,Bareland,Forest,Built-up
9702,Cropland,NULL,Cropland,NULL,Non_Wetland,Built-up,NULL,NULL
9703,Cropland,NULL,Cropland,NULL,Non_Wetland,Built-up,NULL,Grassland
9704,Cropland,NULL,Cropland,NULL,Non_Wetland,Built-up,NULL,Cropland
9705,Cropland,NULL,Cropland,NULL,Non_Wetland,Built-up,NULL,Bareland
9706,Cropland,NULL,Cropland,NULL,Non_Wetland,Built-up,NULL,Built-up
9707,Cropland,NULL,Cropland,NULL,Non_Wetland,Built-up,NULL,Forest
9708,Cropland,NULL,Cropland,NULL,Non_Wetland,Built-up,Shrubland,NULL
9709,Cropland,NULL,Cropland,NULL,Non_Wetland,Built-up,Shrubland,Grassland
9710,Cropland,NULL,Cropland,NULL,Non_Wetland,Built-up,Shrubland,Cropland
9711,Cropland,NULL,Cropland,NULL,Non_Wetland,Built-up,Shrubland,Bareland
9712,Cropland,NULL,Cropland,NULL,Non_Wetland,Built-up,Shrubland,Built-up
9713,Cropland,NULL,Cropland,NULL,Non_Wetland,Built-up,Shrubland,Forest
9714,Cropland,NULL,Cropland,NULL,Non_Wetland,Built-up,Grassland,NULL
9715,Cropland,NULL,Cropland,NULL,Non_Wetland,Built-up,Grassland,Grassland
9716,Cropland,NULL,Cropland,NULL,Non_Wetland,Built-up,Grassland,Cropland
9717,Cropland,NULL,Cropland,NULL,Non_Wetland,Built-up,Grassland,Bareland
9718,Cropland,NULL,Cropland,NULL,Non_Wetland,Built-up,Grassland,Built-up
9719,Cropland,NULL,Cropland,NULL,Non_Wetland,Built-up,Grassland,Forest
9720,Cropland,NULL,Cropland,NULL,Non_Wetland,Built-up,Bareland,NULL
9721,Cropland,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,NULL
9722,Cropland,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Grassland
9723,Cropland,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Cropland
9724,Cropland,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Bareland
9725,Cropland,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Built-up
9726,Cropland,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Forest
9727,Cropland,NULL,Cropland,NULL,Non_Wetland,Water,NULL,NULL
9728,Cropland,NULL,Cropland,NULL,Non_Wetland,Water,NULL,Grassland
9729,Cropland,NULL,Cropland,NULL,Non_Wetland,Water,NULL,Cropland
9730,Cropland,NULL,Cropland,NULL,Non_Wetland,Water,Shrubland,NULL
9731,Cropland,NULL,Cropland,NULL,Non_Wetland,Water,Shrubland,Grassland
9732,Cropland,NULL,Cropland,NULL,Non_Wetland,Water,Grassland,NULL
9733,Cropland,NULL,Cropland,NULL,Non_Wetland,Water,Grassland,Grassland
9734,Cropland,NULL,Cropland,NULL,Non_Wetland,Water,Grassland,Cropland
9735,Cropland,NULL,Cropland,NULL,Non_Wetland,Water,Grassland,Water
9736,Cropland,NULL,Cropland,NULL,Non_Wetland,Water,Bareland,Grassland
9737,Cropland,NULL,Cropland,NULL,Non_Wetland,Water,Bareland,Bareland
9738,Cropland,NULL,Cropland,NULL,Non_Wetland,Water,Water,Water
9739,Cropland,NULL,Cropland,NULL,Non_Wetland,Forest,NULL,NULL
9740,Cropland,NULL,Cropland,NULL,Non_Wetland,Forest,NULL,Grassland
9741,Cropland,NULL,Cropland,NULL,Non_Wetland,Forest,NULL,Cropland
9742,Cropland,NULL,Cropland,NULL,Non_Wetland,Forest,NULL,Forest
9743,Cropland,NULL,Cropland,NULL,Non_Wetland,Forest,Shrubland,NULL
9744,Cropland,NULL,Cropland,NULL,Non_Wetland,Forest,Shrubland,Grassland
9745,Cropland,NULL,Cropland,NULL,Non_Wetland,Forest,Shrubland,Cropland
9746,Cropland,NULL,Cropland,NULL,Non_Wetland,Forest,Shrubland,Built-up
9747,Cropland,NULL,Cropland,NULL,Non_Wetland,Forest,Shrubland,Forest
9748,Cropland,NULL,Cropland,NULL,Non_Wetland,Forest,Grassland,NULL
9749,Cropland,NULL,Cropland,NULL,Non_Wetland,Forest,Grassland,Grassland
9750,Cropland,NULL,Cropland,NULL,Non_Wetland,Forest,Grassland,Cropland
9751,Cropland,NULL,Cropland,NULL,Non_Wetland,Forest,Grassland,Wetland
9752,Cropland,NULL,Cropland,NULL,Non_Wetland,Forest,Grassland,Forest
9753,Cropland,NULL,Cropland,NULL,Non_Wetland,Forest,Forest,NULL
9754,Cropland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,NULL
9755,Cropland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
9756,Cropland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Cropland
9757,Cropland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Wetland
9758,Cropland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Bareland
9759,Cropland,NULL,Cropland,Non_Water,Non_Wetland,NULL,Shrubland,NULL
9760,Cropland,NULL,Cropland,Non_Water,Non_Wetland,NULL,Shrubland,Grassland
9761,Cropland,NULL,Cropland,Non_Water,Non_Wetland,NULL,Grassland,NULL
9762,Cropland,NULL,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
9763,Cropland,NULL,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Wetland
9764,Cropland,NULL,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Bareland
9765,Cropland,NULL,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Water
9766,Cropland,NULL,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Forest
9767,Cropland,NULL,Cropland,Non_Water,Non_Wetland,NULL,Built-up,Grassland
9768,Cropland,NULL,Cropland,Non_Water,Non_Wetland,NULL,Water,Grassland
9769,Cropland,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,NULL,NULL
9770,Cropland,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,NULL,Grassland
9771,Cropland,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,NULL,Cropland
9772,Cropland,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,NULL,Wetland
9773,Cropland,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,NULL,Water
9774,Cropland,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,Shrubland,NULL
9775,Cropland,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
9776,Cropland,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,Shrubland,Cropland
9777,Cropland,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,Shrubland,Water
9778,Cropland,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,Grassland,NULL
9779,Cropland,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,Grassland,Grassland
9780,Cropland,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,Grassland,Cropland
9781,Cropland,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,Grassland,Wetland
9782,Cropland,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,Grassland,Bareland
9783,Cropland,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,Bareland,Grassland
9784,Cropland,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,Water,Wetland
9785,Cropland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,NULL,NULL
9786,Cropland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
9787,Cropland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Cropland
9788,Cropland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Wetland
9789,Cropland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Bareland
9790,Cropland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Water
9791,Cropland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Shrubland,NULL
9792,Cropland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Shrubland,Grassland
9793,Cropland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Shrubland,Cropland
9794,Cropland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,NULL
9795,Cropland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
9796,Cropland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Cropland
9797,Cropland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Wetland
9798,Cropland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Water
9799,Cropland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
9800,Cropland,NULL,Cropland,Non_Water,Non_Wetland,Bareland,NULL,Grassland
9801,Cropland,NULL,Cropland,Non_Water,Non_Wetland,Bareland,NULL,Bareland
9802,Cropland,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Shrubland,Bareland
9803,Cropland,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
9804,Cropland,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Grassland,Bareland
9805,Cropland,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Water,Cropland
9806,Cropland,NULL,Cropland,Non_Water,Non_Wetland,Water,NULL,NULL
9807,Cropland,NULL,Cropland,Non_Water,Non_Wetland,Water,NULL,Grassland
9808,Cropland,NULL,Cropland,Non_Water,Non_Wetland,Water,NULL,Cropland
9809,Cropland,NULL,Cropland,Non_Water,Non_Wetland,Water,NULL,Wetland
9810,Cropland,NULL,Cropland,Non_Water,Non_Wetland,Water,Shrubland,Grassland
9811,Cropland,NULL,Cropland,Non_Water,Non_Wetland,Water,Grassland,NULL
9812,Cropland,NULL,Cropland,Non_Water,Non_Wetland,Water,Grassland,Grassland
9813,Cropland,NULL,Cropland,Non_Water,Non_Wetland,Water,Grassland,Cropland
9814,Cropland,NULL,Cropland,Non_Water,Non_Wetland,Water,Grassland,Bareland
9815,Cropland,NULL,Cropland,Non_Water,Non_Wetland,Water,Water,Grassland
9816,Cropland,NULL,Cropland,Non_Water,Non_Wetland,Water,Water,Bareland
9817,Cropland,NULL,Cropland,Non_Water,Non_Wetland,Forest,NULL,NULL
9818,Cropland,NULL,Cropland,Non_Water,Non_Wetland,Forest,NULL,Grassland
9819,Cropland,NULL,Cropland,Non_Water,Non_Wetland,Forest,Shrubland,Grassland
9820,Cropland,NULL,Cropland,Water,Non_Wetland,NULL,NULL,NULL
9821,Cropland,NULL,Cropland,Water,Non_Wetland,NULL,Shrubland,Bareland
9822,Cropland,NULL,Cropland,Water,Non_Wetland,NULL,Grassland,Water
9823,Cropland,NULL,Cropland,Water,Non_Wetland,NULL,Bareland,NULL
9824,Cropland,NULL,Cropland,Water,Non_Wetland,Shrubland,NULL,Grassland
9825,Cropland,NULL,Cropland,Water,Non_Wetland,Shrubland,NULL,Wetland
9826,Cropland,NULL,Cropland,Water,Non_Wetland,Shrubland,Shrubland,NULL
9827,Cropland,NULL,Cropland,Water,Non_Wetland,Shrubland,Shrubland,Grassland
9828,Cropland,NULL,Cropland,Water,Non_Wetland,Shrubland,Grassland,Grassland
9829,Cropland,NULL,Cropland,Water,Non_Wetland,Shrubland,Grassland,Water
9830,Cropland,NULL,Cropland,Water,Non_Wetland,Shrubland,Water,Water
