Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_23KLU_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23KLU_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23KLU_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_23KLU_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23KLU_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23KLU_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23KLU_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_23KLU_M_R
13739,Water,Water,NULL,NULL,Non_Wetland,Bareland,Forest,Forest
13740,Water,Water,NULL,NULL,Non_Wetland,Water,NULL,NULL
13741,Water,Water,NULL,NULL,Non_Wetland,Water,NULL,Grassland
13742,Water,Water,NULL,NULL,Non_Wetland,Water,NULL,Bareland
13743,Water,Water,NULL,NULL,Non_Wetland,Water,NULL,Water
13744,Water,Water,NULL,NULL,Non_Wetland,Water,NULL,Forest
13745,Water,Water,NULL,NULL,Non_Wetland,Water,Shrubland,Grassland
13746,Water,Water,NULL,NULL,Non_Wetland,Water,Shrubland,Water
13747,Water,Water,NULL,NULL,Non_Wetland,Water,Shrubland,Forest
13748,Water,Water,NULL,NULL,Non_Wetland,Water,Grassland,Grassland
13749,Water,Water,NULL,NULL,Non_Wetland,Water,Grassland,Bareland
13750,Water,Water,NULL,NULL,Non_Wetland,Water,Grassland,Water
13751,Water,Water,NULL,NULL,Non_Wetland,Water,Wetland,Cropland
13752,Water,Water,NULL,NULL,Non_Wetland,Water,Wetland,Water
13753,Water,Water,NULL,NULL,Non_Wetland,Water,Wetland,Forest
13754,Water,Water,NULL,NULL,Non_Wetland,Water,Water,NULL
13755,Water,Water,NULL,NULL,Non_Wetland,Water,Water,Grassland
13756,Water,Water,NULL,NULL,Non_Wetland,Water,Water,Cropland
13757,Water,Water,NULL,NULL,Non_Wetland,Water,Water,Wetland
13758,Water,Water,NULL,NULL,Non_Wetland,Water,Water,Water
13759,Water,Water,NULL,NULL,Non_Wetland,Water,Water,Forest
13760,Water,Water,NULL,NULL,Non_Wetland,Water,Forest,NULL
13761,Water,Water,NULL,NULL,Non_Wetland,Water,Forest,Grassland
13762,Water,Water,NULL,NULL,Non_Wetland,Water,Forest,Bareland
13763,Water,Water,NULL,NULL,Non_Wetland,Water,Forest,Water
13764,Water,Water,NULL,NULL,Non_Wetland,Water,Forest,Forest
13765,Water,Water,NULL,NULL,Non_Wetland,Forest,NULL,NULL
13766,Water,Water,NULL,NULL,Non_Wetland,Forest,NULL,Grassland
13767,Water,Water,NULL,NULL,Non_Wetland,Forest,NULL,Water
13768,Water,Water,NULL,NULL,Non_Wetland,Forest,NULL,Forest
13769,Water,Water,NULL,NULL,Non_Wetland,Forest,Shrubland,Water
13770,Water,Water,NULL,NULL,Non_Wetland,Forest,Shrubland,Forest
13771,Water,Water,NULL,NULL,Non_Wetland,Forest,Wetland,Grassland
13772,Water,Water,NULL,NULL,Non_Wetland,Forest,Wetland,Water
13773,Water,Water,NULL,NULL,Non_Wetland,Forest,Wetland,Forest
13774,Water,Water,NULL,NULL,Non_Wetland,Forest,Water,NULL
13775,Water,Water,NULL,NULL,Non_Wetland,Forest,Water,Grassland
13776,Water,Water,NULL,NULL,Non_Wetland,Forest,Water,Cropland
13777,Water,Water,NULL,NULL,Non_Wetland,Forest,Water,Water
13778,Water,Water,NULL,NULL,Non_Wetland,Forest,Water,Forest
13779,Water,Water,NULL,NULL,Non_Wetland,Forest,Forest,NULL
13780,Water,Water,NULL,NULL,Non_Wetland,Forest,Forest,Bareland
13781,Water,Water,NULL,NULL,Non_Wetland,Forest,Forest,Water
13782,Water,Water,NULL,NULL,Non_Wetland,Forest,Forest,Forest
13783,Water,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
13784,Water,Water,NULL,Non_Water,Non_Wetland,NULL,Water,Grassland
13785,Water,Water,NULL,Non_Water,Non_Wetland,NULL,Water,Water
13786,Water,Water,NULL,Non_Water,Non_Wetland,Shrubland,NULL,Grassland
13787,Water,Water,NULL,Non_Water,Non_Wetland,Shrubland,Wetland,Grassland
13788,Water,Water,NULL,Non_Water,Non_Wetland,Shrubland,Water,Water
13789,Water,Water,NULL,Non_Water,Non_Wetland,Grassland,NULL,Grassland
13790,Water,Water,NULL,Non_Water,Non_Wetland,Grassland,Water,Grassland
13791,Water,Water,NULL,Non_Water,Non_Wetland,Wetland,NULL,Built-up
13792,Water,Water,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
13793,Water,Water,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Water
13794,Water,Water,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Forest
13795,Water,Water,NULL,Non_Water,Non_Wetland,Wetland,Water,Grassland
13796,Water,Water,NULL,Non_Water,Non_Wetland,Wetland,Water,Water
13797,Water,Water,NULL,Non_Water,Non_Wetland,Wetland,Water,Forest
13798,Water,Water,NULL,Non_Water,Non_Wetland,Bareland,NULL,Grassland
13799,Water,Water,NULL,Non_Water,Non_Wetland,Bareland,NULL,Water
13800,Water,Water,NULL,Non_Water,Non_Wetland,Bareland,NULL,Forest
13801,Water,Water,NULL,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
13802,Water,Water,NULL,Non_Water,Non_Wetland,Bareland,Grassland,Water
13803,Water,Water,NULL,Non_Water,Non_Wetland,Bareland,Wetland,Water
13804,Water,Water,NULL,Non_Water,Non_Wetland,Bareland,Wetland,Forest
13805,Water,Water,NULL,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
13806,Water,Water,NULL,Non_Water,Non_Wetland,Bareland,Water,Grassland
13807,Water,Water,NULL,Non_Water,Non_Wetland,Bareland,Water,Bareland
13808,Water,Water,NULL,Non_Water,Non_Wetland,Bareland,Water,Water
13809,Water,Water,NULL,Non_Water,Non_Wetland,Bareland,Water,Forest
13810,Water,Water,NULL,Non_Water,Non_Wetland,Bareland,Forest,Water
13811,Water,Water,NULL,Non_Water,Non_Wetland,Water,Shrubland,Water
13812,Water,Water,NULL,Non_Water,Non_Wetland,Water,Bareland,Water
13813,Water,Water,NULL,Non_Water,Non_Wetland,Water,Water,Water
13814,Water,Water,NULL,Non_Water,Non_Wetland,Water,Water,Forest
13815,Water,Water,NULL,Non_Water,Non_Wetland,Forest,Wetland,Forest
13816,Water,Water,NULL,Non_Water,Non_Wetland,Forest,Water,Water
13817,Water,Water,NULL,Non_Water,Non_Wetland,Forest,Water,Forest
13818,Water,Water,NULL,Water,Non_Wetland,NULL,NULL,Grassland
13819,Water,Water,NULL,Water,Non_Wetland,NULL,NULL,Water
13820,Water,Water,NULL,Water,Non_Wetland,NULL,NULL,Forest
13821,Water,Water,NULL,Water,Non_Wetland,NULL,Grassland,Grassland
13822,Water,Water,NULL,Water,Non_Wetland,NULL,Water,NULL
13823,Water,Water,NULL,Water,Non_Wetland,NULL,Water,Water
13824,Water,Water,NULL,Water,Non_Wetland,NULL,Forest,Water
13825,Water,Water,NULL,Water,Non_Wetland,Shrubland,NULL,Water
13826,Water,Water,NULL,Water,Non_Wetland,Shrubland,Water,NULL
13827,Water,Water,NULL,Water,Non_Wetland,Shrubland,Water,Water
13828,Water,Water,NULL,Water,Non_Wetland,Shrubland,Water,Forest
13829,Water,Water,NULL,Water,Non_Wetland,Grassland,Bareland,Bareland
13830,Water,Water,NULL,Water,Non_Wetland,Grassland,Water,Grassland
13831,Water,Water,NULL,Water,Non_Wetland,Grassland,Water,Water
13832,Water,Water,NULL,Water,Non_Wetland,Wetland,NULL,Water
13833,Water,Water,NULL,Water,Non_Wetland,Wetland,Shrubland,Water
13834,Water,Water,NULL,Water,Non_Wetland,Wetland,Wetland,Water
13835,Water,Water,NULL,Water,Non_Wetland,Wetland,Wetland,Forest
13836,Water,Water,NULL,Water,Non_Wetland,Wetland,Water,Grassland
13837,Water,Water,NULL,Water,Non_Wetland,Wetland,Water,Water
13838,Water,Water,NULL,Water,Non_Wetland,Wetland,Forest,Water
13839,Water,Water,NULL,Water,Non_Wetland,Bareland,NULL,Water
13840,Water,Water,NULL,Water,Non_Wetland,Bareland,Wetland,Wetland
13841,Water,Water,NULL,Water,Non_Wetland,Bareland,Wetland,Water
13842,Water,Water,NULL,Water,Non_Wetland,Bareland,Wetland,Forest
13843,Water,Water,NULL,Water,Non_Wetland,Bareland,Bareland,Bareland
13844,Water,Water,NULL,Water,Non_Wetland,Bareland,Bareland,Water
13845,Water,Water,NULL,Water,Non_Wetland,Bareland,Water,NULL
13846,Water,Water,NULL,Water,Non_Wetland,Bareland,Water,Cropland
13847,Water,Water,NULL,Water,Non_Wetland,Bareland,Water,Bareland
13848,Water,Water,NULL,Water,Non_Wetland,Bareland,Water,Water
13849,Water,Water,NULL,Water,Non_Wetland,Bareland,Water,Forest
13850,Water,Water,NULL,Water,Non_Wetland,Bareland,Forest,Water
13851,Water,Water,NULL,Water,Non_Wetland,Water,NULL,Water
13852,Water,Water,NULL,Water,Non_Wetland,Water,NULL,Forest
13853,Water,Water,NULL,Water,Non_Wetland,Water,Shrubland,Water
13854,Water,Water,NULL,Water,Non_Wetland,Water,Wetland,Water
13855,Water,Water,NULL,Water,Non_Wetland,Water,Bareland,Water
13856,Water,Water,NULL,Water,Non_Wetland,Water,Water,Water
13857,Water,Water,NULL,Water,Non_Wetland,Forest,NULL,Water
13858,Water,Water,NULL,Water,Non_Wetland,Forest,NULL,Forest
13859,Water,Water,NULL,Water,Non_Wetland,Forest,Shrubland,Water
13860,Water,Water,NULL,Water,Non_Wetland,Forest,Wetland,Water
13861,Water,Water,NULL,Water,Non_Wetland,Forest,Wetland,Forest
13862,Water,Water,NULL,Water,Non_Wetland,Forest,Water,Water
13863,Water,Water,NULL,Water,Non_Wetland,Forest,Water,Forest
13864,Water,Water,NULL,Water,Non_Wetland,Forest,Forest,Water
13865,Water,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
13866,Water,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
13867,Water,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
13868,Water,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
13869,Water,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
13870,Water,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
13871,Water,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
13872,Water,Water,Shrubland,NULL,Non_Wetland,NULL,Shrubland,NULL
13873,Water,Water,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Grassland
13874,Water,Water,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Bareland
13875,Water,Water,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Water
13876,Water,Water,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
13877,Water,Water,Shrubland,NULL,Non_Wetland,NULL,Grassland,Water
13878,Water,Water,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
13879,Water,Water,Shrubland,NULL,Non_Wetland,NULL,Wetland,NULL
13880,Water,Water,Shrubland,NULL,Non_Wetland,NULL,Wetland,Grassland
13881,Water,Water,Shrubland,NULL,Non_Wetland,NULL,Wetland,Water
13882,Water,Water,Shrubland,NULL,Non_Wetland,NULL,Wetland,Forest
13883,Water,Water,Shrubland,NULL,Non_Wetland,NULL,Bareland,NULL
13884,Water,Water,Shrubland,NULL,Non_Wetland,NULL,Bareland,Grassland
13885,Water,Water,Shrubland,NULL,Non_Wetland,NULL,Water,NULL
13886,Water,Water,Shrubland,NULL,Non_Wetland,NULL,Water,Grassland
13887,Water,Water,Shrubland,NULL,Non_Wetland,NULL,Water,Cropland
13888,Water,Water,Shrubland,NULL,Non_Wetland,NULL,Water,Water
13889,Water,Water,Shrubland,NULL,Non_Wetland,NULL,Water,Forest
13890,Water,Water,Shrubland,NULL,Non_Wetland,NULL,Forest,NULL
13891,Water,Water,Shrubland,NULL,Non_Wetland,NULL,Forest,Grassland
13892,Water,Water,Shrubland,NULL,Non_Wetland,NULL,Forest,Cropland
13893,Water,Water,Shrubland,NULL,Non_Wetland,NULL,Forest,Bareland
13894,Water,Water,Shrubland,NULL,Non_Wetland,NULL,Forest,Water
13895,Water,Water,Shrubland,NULL,Non_Wetland,NULL,Forest,Forest
13896,Water,Water,Shrubland,NULL,Non_Wetland,Shrubland,NULL,NULL
13897,Water,Water,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Grassland
13898,Water,Water,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Bareland
13899,Water,Water,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Water
13900,Water,Water,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Forest
13901,Water,Water,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
13902,Water,Water,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
13903,Water,Water,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
13904,Water,Water,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Bareland
13905,Water,Water,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Water
13906,Water,Water,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
13907,Water,Water,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,NULL
13908,Water,Water,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
13909,Water,Water,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Water
13910,Water,Water,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,NULL
13911,Water,Water,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Grassland
13912,Water,Water,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Water
13913,Water,Water,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Forest
13914,Water,Water,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Water
13915,Water,Water,Shrubland,NULL,Non_Wetland,Shrubland,Water,NULL
13916,Water,Water,Shrubland,NULL,Non_Wetland,Shrubland,Water,Grassland
13917,Water,Water,Shrubland,NULL,Non_Wetland,Shrubland,Water,Cropland
13918,Water,Water,Shrubland,NULL,Non_Wetland,Shrubland,Water,Water
13919,Water,Water,Shrubland,NULL,Non_Wetland,Shrubland,Water,Forest
13920,Water,Water,Shrubland,NULL,Non_Wetland,Shrubland,Forest,NULL
13921,Water,Water,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Grassland
13922,Water,Water,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Water
13923,Water,Water,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Forest
13924,Water,Water,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
13925,Water,Water,Shrubland,NULL,Non_Wetland,Grassland,NULL,Cropland
13926,Water,Water,Shrubland,NULL,Non_Wetland,Grassland,NULL,Water
13927,Water,Water,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
13928,Water,Water,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Water
13929,Water,Water,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
13930,Water,Water,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Water
13931,Water,Water,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
13932,Water,Water,Shrubland,NULL,Non_Wetland,Grassland,Water,Grassland
13933,Water,Water,Shrubland,NULL,Non_Wetland,Grassland,Water,Water
13934,Water,Water,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
13935,Water,Water,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
13936,Water,Water,Shrubland,NULL,Non_Wetland,Cropland,NULL,Grassland
13937,Water,Water,Shrubland,NULL,Non_Wetland,Cropland,Wetland,Water
13938,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,NULL,NULL
13939,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,NULL,Grassland
13940,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,NULL,Cropland
13941,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,NULL,Wetland
13942,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,NULL,Water
13943,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,NULL,Forest
13944,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Water
13945,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Bareland
13946,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Water
13947,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
13948,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Wetland,NULL
13949,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
13950,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Wetland
13951,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Bareland
13952,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Water
13953,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
13954,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Water,NULL
13955,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Water,Grassland
13956,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Water,Cropland
13957,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Water,Wetland
13958,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Water,Water
13959,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Water,Forest
13960,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Forest,NULL
13961,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Forest,Wetland
13962,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Forest,Bareland
13963,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Forest,Water
13964,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Forest,Forest
13965,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,NULL,NULL
13966,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
13967,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,NULL,Cropland
13968,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,NULL,Wetland
13969,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,NULL,Bareland
13970,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,NULL,Water
13971,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,NULL,Forest
13972,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,NULL
13973,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
13974,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Cropland
13975,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Bareland
13976,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Water
13977,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Forest
13978,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Grassland,NULL
13979,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
13980,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Bareland
13981,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Water
13982,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
13983,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Wetland,NULL
13984,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
13985,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Cropland
13986,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Wetland
13987,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Bareland
13988,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Water
13989,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Forest
13990,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Bareland,NULL
13991,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
13992,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
13993,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Water
13994,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
13995,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Water
13996,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Water,NULL
13997,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Water,Grassland
13998,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Water,Cropland
13999,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Water,Bareland
14000,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Water,Built-up
14001,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Water,Water
14002,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Water,Forest
14003,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Forest,NULL
14004,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Forest,Cropland
14005,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Forest,Water
14006,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Forest,Forest
14007,Water,Water,Shrubland,NULL,Non_Wetland,Built-up,Built-up,NULL
14008,Water,Water,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Water
14009,Water,Water,Shrubland,NULL,Non_Wetland,Built-up,Water,Water
14010,Water,Water,Shrubland,NULL,Non_Wetland,Water,NULL,NULL
14011,Water,Water,Shrubland,NULL,Non_Wetland,Water,NULL,Grassland
14012,Water,Water,Shrubland,NULL,Non_Wetland,Water,NULL,Cropland
14013,Water,Water,Shrubland,NULL,Non_Wetland,Water,NULL,Wetland
14014,Water,Water,Shrubland,NULL,Non_Wetland,Water,NULL,Water
14015,Water,Water,Shrubland,NULL,Non_Wetland,Water,NULL,Forest
14016,Water,Water,Shrubland,NULL,Non_Wetland,Water,Shrubland,Grassland
14017,Water,Water,Shrubland,NULL,Non_Wetland,Water,Shrubland,Water
14018,Water,Water,Shrubland,NULL,Non_Wetland,Water,Grassland,Grassland
14019,Water,Water,Shrubland,NULL,Non_Wetland,Water,Grassland,Bareland
14020,Water,Water,Shrubland,NULL,Non_Wetland,Water,Grassland,Water
14021,Water,Water,Shrubland,NULL,Non_Wetland,Water,Grassland,Forest
14022,Water,Water,Shrubland,NULL,Non_Wetland,Water,Wetland,NULL
14023,Water,Water,Shrubland,NULL,Non_Wetland,Water,Wetland,Grassland
14024,Water,Water,Shrubland,NULL,Non_Wetland,Water,Wetland,Wetland
14025,Water,Water,Shrubland,NULL,Non_Wetland,Water,Wetland,Water
14026,Water,Water,Shrubland,NULL,Non_Wetland,Water,Wetland,Forest
14027,Water,Water,Shrubland,NULL,Non_Wetland,Water,Bareland,Water
14028,Water,Water,Shrubland,NULL,Non_Wetland,Water,Built-up,Water
14029,Water,Water,Shrubland,NULL,Non_Wetland,Water,Water,NULL
14030,Water,Water,Shrubland,NULL,Non_Wetland,Water,Water,Grassland
14031,Water,Water,Shrubland,NULL,Non_Wetland,Water,Water,Cropland
14032,Water,Water,Shrubland,NULL,Non_Wetland,Water,Water,Bareland
14033,Water,Water,Shrubland,NULL,Non_Wetland,Water,Water,Water
14034,Water,Water,Shrubland,NULL,Non_Wetland,Water,Water,Forest
14035,Water,Water,Shrubland,NULL,Non_Wetland,Water,Forest,NULL
14036,Water,Water,Shrubland,NULL,Non_Wetland,Water,Forest,Grassland
14037,Water,Water,Shrubland,NULL,Non_Wetland,Water,Forest,Bareland
14038,Water,Water,Shrubland,NULL,Non_Wetland,Water,Forest,Water
14039,Water,Water,Shrubland,NULL,Non_Wetland,Water,Forest,Forest
14040,Water,Water,Shrubland,NULL,Non_Wetland,Forest,NULL,NULL
14041,Water,Water,Shrubland,NULL,Non_Wetland,Forest,NULL,Grassland
14042,Water,Water,Shrubland,NULL,Non_Wetland,Forest,NULL,Cropland
14043,Water,Water,Shrubland,NULL,Non_Wetland,Forest,NULL,Water
14044,Water,Water,Shrubland,NULL,Non_Wetland,Forest,NULL,Forest
14045,Water,Water,Shrubland,NULL,Non_Wetland,Forest,Shrubland,NULL
14046,Water,Water,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Water
14047,Water,Water,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Forest
14048,Water,Water,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
14049,Water,Water,Shrubland,NULL,Non_Wetland,Forest,Wetland,Water
14050,Water,Water,Shrubland,NULL,Non_Wetland,Forest,Wetland,Forest
14051,Water,Water,Shrubland,NULL,Non_Wetland,Forest,Water,NULL
14052,Water,Water,Shrubland,NULL,Non_Wetland,Forest,Water,Grassland
14053,Water,Water,Shrubland,NULL,Non_Wetland,Forest,Water,Water
14054,Water,Water,Shrubland,NULL,Non_Wetland,Forest,Water,Forest
14055,Water,Water,Shrubland,NULL,Non_Wetland,Forest,Forest,Water
14056,Water,Water,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
14057,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,NULL
14058,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
14059,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
14060,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,NULL
14061,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL,Water,NULL
14062,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL,Water,Grassland
14063,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL,Water,Cropland
14064,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL,Water,Water
14065,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL,Water,Forest
14066,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL,Forest,Grassland
14067,Water,Water,Shrubland,Non_Water,Non_Wetland,Shrubland,NULL,Grassland
14068,Water,Water,Shrubland,Non_Water,Non_Wetland,Shrubland,NULL,Water
14069,Water,Water,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,NULL
14070,Water,Water,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
14071,Water,Water,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Water
14072,Water,Water,Shrubland,Non_Water,Non_Wetland,Shrubland,Wetland,Grassland
14073,Water,Water,Shrubland,Non_Water,Non_Wetland,Shrubland,Water,NULL
14074,Water,Water,Shrubland,Non_Water,Non_Wetland,Shrubland,Water,Grassland
14075,Water,Water,Shrubland,Non_Water,Non_Wetland,Shrubland,Water,Cropland
14076,Water,Water,Shrubland,Non_Water,Non_Wetland,Shrubland,Water,Water
14077,Water,Water,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,NULL
14078,Water,Water,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
14079,Water,Water,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
14080,Water,Water,Shrubland,Non_Water,Non_Wetland,Grassland,Water,NULL
14081,Water,Water,Shrubland,Non_Water,Non_Wetland,Grassland,Water,Grassland
14082,Water,Water,Shrubland,Non_Water,Non_Wetland,Wetland,NULL,Grassland
14083,Water,Water,Shrubland,Non_Water,Non_Wetland,Wetland,NULL,Built-up
14084,Water,Water,Shrubland,Non_Water,Non_Wetland,Wetland,NULL,Water
14085,Water,Water,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,NULL
14086,Water,Water,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
