Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_19LDG_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_19LDG_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_19LDG_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_19LDG_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_19LDG_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_19LDG_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_19LDG_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_19LDG_M_R
1823,Bareland,Bareland,Water,NULL,Water,NULL,NULL,Grassland
1824,Bareland,Bareland,Water,NULL,Water,NULL,NULL,Bareland
1825,Bareland,Bareland,Water,NULL,Water,NULL,NULL,Water
1826,Bareland,Bareland,Water,NULL,Water,NULL,NULL,Forest
1827,Bareland,Bareland,Water,Non_Water,Water,NULL,NULL,Grassland
1828,Bareland,Bareland,Water,Non_Water,Water,NULL,NULL,Wetland
1829,Bareland,Bareland,Water,Non_Water,Water,NULL,NULL,Bareland
1830,Bareland,Bareland,Water,Non_Water,Water,NULL,NULL,Water
1831,Bareland,Bareland,Water,Non_Water,Water,NULL,NULL,Forest
1832,Bareland,Bareland,Water,Water,Water,NULL,NULL,Grassland
1833,Bareland,Bareland,Water,Water,Water,NULL,NULL,Bareland
1834,Bareland,Bareland,Water,Water,Water,NULL,NULL,Water
1835,Bareland,Bareland,Water,Water,Water,NULL,NULL,Forest
1836,Bareland,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1837,Bareland,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
1838,Bareland,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
1839,Bareland,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
1840,Bareland,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Water
1841,Bareland,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1842,Bareland,Bareland,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
1843,Bareland,Bareland,Forest,Non_Water,Non_Wetland,NULL,NULL,Cropland
1844,Bareland,Bareland,Forest,Non_Water,Non_Wetland,NULL,NULL,Bareland
1845,Bareland,Bareland,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
1846,Bareland,Bareland,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
1847,Bareland,Bareland,Forest,Water,Non_Wetland,NULL,NULL,Grassland
1848,Bareland,Bareland,Forest,Water,Non_Wetland,NULL,NULL,Bareland
1849,Bareland,Bareland,Forest,Water,Non_Wetland,NULL,NULL,Water
1850,Bareland,Bareland,Forest,Water,Non_Wetland,NULL,NULL,Forest
1851,Bareland,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1852,Bareland,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
1853,Bareland,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Water
1854,Bareland,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1855,Bareland,Built-up,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
1856,Bareland,Built-up,NULL,Non_Water,Non_Wetland,NULL,NULL,Bareland
1857,Bareland,Built-up,NULL,Non_Water,Non_Wetland,NULL,NULL,Water
1858,Bareland,Built-up,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
1859,Bareland,Built-up,NULL,Water,Non_Wetland,NULL,NULL,Grassland
1860,Bareland,Built-up,NULL,Water,Non_Wetland,NULL,NULL,Bareland
1861,Bareland,Built-up,NULL,Water,Non_Wetland,NULL,NULL,Forest
1862,Bareland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1863,Bareland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
1864,Bareland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
1865,Bareland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1866,Bareland,Built-up,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1867,Bareland,Built-up,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
1868,Bareland,Built-up,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
1869,Bareland,Built-up,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
1870,Bareland,Built-up,Shrubland,Water,Non_Wetland,NULL,NULL,Water
1871,Bareland,Built-up,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
1872,Bareland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1873,Bareland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
1874,Bareland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
1875,Bareland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
1876,Bareland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Water
1877,Bareland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1878,Bareland,Built-up,Grassland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1879,Bareland,Built-up,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
1880,Bareland,Built-up,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
1881,Bareland,Built-up,Grassland,Water,Non_Wetland,NULL,NULL,Bareland
1882,Bareland,Built-up,Grassland,Water,Non_Wetland,NULL,NULL,Forest
1883,Bareland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1884,Bareland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
1885,Bareland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
1886,Bareland,Built-up,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
1887,Bareland,Built-up,Wetland,NULL,Wetland,NULL,NULL,Grassland
1888,Bareland,Built-up,Wetland,NULL,Wetland,NULL,NULL,Bareland
1889,Bareland,Built-up,Wetland,NULL,Wetland,NULL,NULL,Water
1890,Bareland,Built-up,Wetland,NULL,Wetland,NULL,NULL,Forest
1891,Bareland,Built-up,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
1892,Bareland,Built-up,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
1893,Bareland,Built-up,Wetland,Non_Water,Wetland,NULL,NULL,Forest
1894,Bareland,Built-up,Wetland,Water,Wetland,NULL,NULL,Grassland
1895,Bareland,Built-up,Wetland,Water,Wetland,NULL,NULL,Bareland
1896,Bareland,Built-up,Wetland,Water,Wetland,NULL,NULL,Water
1897,Bareland,Built-up,Wetland,Water,Wetland,NULL,NULL,Forest
1898,Bareland,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
1899,Bareland,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
1900,Bareland,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Built-up
1901,Bareland,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
1902,Bareland,Built-up,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
1903,Bareland,Built-up,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
1904,Bareland,Built-up,Bareland,Water,Non_Wetland,NULL,NULL,Forest
1905,Bareland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
1906,Bareland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
1907,Bareland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
1908,Bareland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
1909,Bareland,Built-up,Built-up,Non_Water,Non_Wetland,NULL,NULL,Forest
1910,Bareland,Built-up,Water,NULL,Water,NULL,NULL,Bareland
1911,Bareland,Built-up,Water,NULL,Water,NULL,NULL,Forest
1912,Bareland,Built-up,Water,Non_Water,Water,NULL,NULL,Forest
1913,Bareland,Built-up,Water,Water,Water,NULL,NULL,Water
1914,Bareland,Built-up,Water,Water,Water,NULL,NULL,Forest
1915,Bareland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,NULL
1916,Bareland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1917,Bareland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
1918,Bareland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Water
1919,Bareland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1920,Bareland,Built-up,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
1921,Bareland,Built-up,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
1922,Bareland,Built-up,Forest,Water,Non_Wetland,NULL,NULL,Bareland
1923,Bareland,Built-up,Forest,Water,Non_Wetland,NULL,NULL,Forest
1924,Bareland,Water,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1925,Bareland,Water,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
1926,Bareland,Water,NULL,NULL,Non_Wetland,NULL,NULL,Water
1927,Bareland,Water,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1928,Bareland,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Wetland
1929,Bareland,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Bareland
1930,Bareland,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Water
1931,Bareland,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
1932,Bareland,Water,NULL,Water,Non_Wetland,NULL,NULL,Grassland
1933,Bareland,Water,NULL,Water,Non_Wetland,NULL,NULL,Bareland
1934,Bareland,Water,NULL,Water,Non_Wetland,NULL,NULL,Water
1935,Bareland,Water,NULL,Water,Non_Wetland,NULL,NULL,Forest
1936,Bareland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1937,Bareland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
1938,Bareland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
1939,Bareland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1940,Bareland,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1941,Bareland,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1942,Bareland,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
1943,Bareland,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
1944,Bareland,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
1945,Bareland,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
1946,Bareland,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Water
1947,Bareland,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
1948,Bareland,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1949,Bareland,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
1950,Bareland,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Water
1951,Bareland,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1952,Bareland,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1953,Bareland,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1954,Bareland,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Water
1955,Bareland,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
1956,Bareland,Water,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
1957,Bareland,Water,Grassland,Water,Non_Wetland,NULL,NULL,Bareland
1958,Bareland,Water,Grassland,Water,Non_Wetland,NULL,NULL,Water
1959,Bareland,Water,Grassland,Water,Non_Wetland,NULL,NULL,Forest
1960,Bareland,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
1961,Bareland,Water,Cropland,Water,Non_Wetland,NULL,NULL,Water
1962,Bareland,Water,Wetland,NULL,Wetland,NULL,NULL,NULL
1963,Bareland,Water,Wetland,NULL,Wetland,NULL,NULL,Grassland
1964,Bareland,Water,Wetland,NULL,Wetland,NULL,NULL,Wetland
1965,Bareland,Water,Wetland,NULL,Wetland,NULL,NULL,Bareland
1966,Bareland,Water,Wetland,NULL,Wetland,NULL,NULL,Water
1967,Bareland,Water,Wetland,NULL,Wetland,NULL,NULL,Forest
1968,Bareland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
1969,Bareland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
1970,Bareland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
1971,Bareland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Water
1972,Bareland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Forest
1973,Bareland,Water,Wetland,Water,Wetland,NULL,NULL,Grassland
1974,Bareland,Water,Wetland,Water,Wetland,NULL,NULL,Wetland
1975,Bareland,Water,Wetland,Water,Wetland,NULL,NULL,Bareland
1976,Bareland,Water,Wetland,Water,Wetland,NULL,NULL,Water
1977,Bareland,Water,Wetland,Water,Wetland,NULL,NULL,Forest
1978,Bareland,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
1979,Bareland,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Water
1980,Bareland,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
1981,Bareland,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1982,Bareland,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
1983,Bareland,Water,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
1984,Bareland,Water,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
1985,Bareland,Water,Bareland,Water,Non_Wetland,NULL,NULL,Water
1986,Bareland,Water,Bareland,Water,Non_Wetland,NULL,NULL,Forest
1987,Bareland,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
1988,Bareland,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Water
1989,Bareland,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
1990,Bareland,Water,Built-up,Non_Water,Non_Wetland,NULL,NULL,Bareland
1991,Bareland,Water,Built-up,Water,Non_Wetland,NULL,NULL,Grassland
1992,Bareland,Water,Built-up,Water,Non_Wetland,NULL,NULL,Water
1993,Bareland,Water,Built-up,Water,Non_Wetland,NULL,NULL,Forest
1994,Bareland,Water,Water,NULL,Water,NULL,NULL,Grassland
1995,Bareland,Water,Water,NULL,Water,NULL,NULL,Water
1996,Bareland,Water,Water,NULL,Water,NULL,NULL,Forest
1997,Bareland,Water,Water,Non_Water,Water,NULL,NULL,Grassland
1998,Bareland,Water,Water,Non_Water,Water,NULL,NULL,Bareland
1999,Bareland,Water,Water,Non_Water,Water,NULL,NULL,Water
2000,Bareland,Water,Water,Non_Water,Water,NULL,NULL,Forest
2001,Bareland,Water,Water,Water,Water,NULL,NULL,Grassland
2002,Bareland,Water,Water,Water,Water,NULL,NULL,Cropland
2003,Bareland,Water,Water,Water,Water,NULL,NULL,Bareland
2004,Bareland,Water,Water,Water,Water,NULL,NULL,Water
2005,Bareland,Water,Water,Water,Water,NULL,NULL,Forest
2006,Bareland,Water,Forest,NULL,Non_Wetland,NULL,NULL,NULL
2007,Bareland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
2008,Bareland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
2009,Bareland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Water
2010,Bareland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Forest
2011,Bareland,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
2012,Bareland,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
2013,Bareland,Water,Forest,Water,Non_Wetland,NULL,NULL,Bareland
2014,Bareland,Water,Forest,Water,Non_Wetland,NULL,NULL,Water
2015,Bareland,Water,Forest,Water,Non_Wetland,NULL,NULL,Forest
2016,Bareland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
2017,Bareland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
2018,Bareland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
2019,Bareland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Water
2020,Bareland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Forest
2021,Bareland,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Bareland
2022,Bareland,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
2023,Bareland,Forest,NULL,Water,Non_Wetland,NULL,NULL,Grassland
2024,Bareland,Forest,NULL,Water,Non_Wetland,NULL,NULL,Bareland
2025,Bareland,Forest,NULL,Water,Non_Wetland,NULL,NULL,Water
2026,Bareland,Forest,NULL,Water,Non_Wetland,NULL,NULL,Forest
2027,Bareland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
2028,Bareland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
2029,Bareland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
2030,Bareland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
2031,Bareland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
2032,Bareland,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
2033,Bareland,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
2034,Bareland,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
2035,Bareland,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
2036,Bareland,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Cropland
2037,Bareland,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
2038,Bareland,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Water
2039,Bareland,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
2040,Bareland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
2041,Bareland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
2042,Bareland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
2043,Bareland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
2044,Bareland,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
2045,Bareland,Forest,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
2046,Bareland,Forest,Grassland,Water,Non_Wetland,NULL,NULL,Water
2047,Bareland,Forest,Grassland,Water,Non_Wetland,NULL,NULL,Forest
2048,Bareland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
2049,Bareland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
2050,Bareland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
2051,Bareland,Forest,Wetland,NULL,Wetland,NULL,NULL,NULL
2052,Bareland,Forest,Wetland,NULL,Wetland,NULL,NULL,Grassland
2053,Bareland,Forest,Wetland,NULL,Wetland,NULL,NULL,Wetland
2054,Bareland,Forest,Wetland,NULL,Wetland,NULL,NULL,Bareland
2055,Bareland,Forest,Wetland,NULL,Wetland,NULL,NULL,Water
2056,Bareland,Forest,Wetland,NULL,Wetland,NULL,NULL,Forest
2057,Bareland,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
2058,Bareland,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Cropland
2059,Bareland,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
2060,Bareland,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
2061,Bareland,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Water
2062,Bareland,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Forest
2063,Bareland,Forest,Wetland,Water,Wetland,NULL,NULL,Grassland
2064,Bareland,Forest,Wetland,Water,Wetland,NULL,NULL,Wetland
2065,Bareland,Forest,Wetland,Water,Wetland,NULL,NULL,Bareland
2066,Bareland,Forest,Wetland,Water,Wetland,NULL,NULL,Water
2067,Bareland,Forest,Wetland,Water,Wetland,NULL,NULL,Forest
2068,Bareland,Forest,Lichens_and_Mosses,Water,Non_Wetland,NULL,NULL,Water
2069,Bareland,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
2070,Bareland,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Cropland
2071,Bareland,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
2072,Bareland,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
2073,Bareland,Forest,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
2074,Bareland,Forest,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
2075,Bareland,Forest,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
2076,Bareland,Forest,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
2077,Bareland,Forest,Bareland,Water,Non_Wetland,NULL,NULL,Water
2078,Bareland,Forest,Bareland,Water,Non_Wetland,NULL,NULL,Forest
2079,Bareland,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
2080,Bareland,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
2081,Bareland,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
2082,Bareland,Forest,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
2083,Bareland,Forest,Built-up,Water,Non_Wetland,NULL,NULL,Bareland
2084,Bareland,Forest,Built-up,Water,Non_Wetland,NULL,NULL,Water
2085,Bareland,Forest,Built-up,Water,Non_Wetland,NULL,NULL,Forest
2086,Bareland,Forest,Water,NULL,Water,NULL,NULL,Bareland
2087,Bareland,Forest,Water,NULL,Water,NULL,NULL,Water
2088,Bareland,Forest,Water,NULL,Water,NULL,NULL,Forest
2089,Bareland,Forest,Water,Non_Water,Water,NULL,NULL,Forest
2090,Bareland,Forest,Water,Water,Water,NULL,NULL,Grassland
2091,Bareland,Forest,Water,Water,Water,NULL,NULL,Bareland
2092,Bareland,Forest,Water,Water,Water,NULL,NULL,Water
2093,Bareland,Forest,Water,Water,Water,NULL,NULL,Forest
2094,Bareland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,NULL
2095,Bareland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
2096,Bareland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
2097,Bareland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
2098,Bareland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
2099,Bareland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Water
2100,Bareland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
2101,Bareland,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
2102,Bareland,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Cropland
2103,Bareland,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Bareland
2104,Bareland,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
2105,Bareland,Forest,Forest,Water,Non_Wetland,NULL,NULL,Grassland
2106,Bareland,Forest,Forest,Water,Non_Wetland,NULL,NULL,Cropland
2107,Bareland,Forest,Forest,Water,Non_Wetland,NULL,NULL,Bareland
2108,Bareland,Forest,Forest,Water,Non_Wetland,NULL,NULL,Water
2109,Bareland,Forest,Forest,Water,Non_Wetland,NULL,NULL,Forest
2110,Water,NULL,NULL,NULL,Non_Wetland,NULL,NULL,NULL
2111,Water,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
2112,Water,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
2113,Water,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
2114,Water,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Water
2115,Water,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Forest
2116,Water,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
2117,Water,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Bareland
2118,Water,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
2119,Water,NULL,NULL,Water,Non_Wetland,NULL,NULL,Grassland
2120,Water,NULL,NULL,Water,Non_Wetland,NULL,NULL,Bareland
2121,Water,NULL,NULL,Water,Non_Wetland,NULL,NULL,Water
2122,Water,NULL,NULL,Water,Non_Wetland,NULL,NULL,Forest
2123,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
2124,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
2125,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
2126,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
2127,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
2128,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
2129,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
2130,Water,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
2131,Water,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
2132,Water,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
2133,Water,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
2134,Water,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Water
2135,Water,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
2136,Water,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
2137,Water,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
2138,Water,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
2139,Water,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Water
2140,Water,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
2141,Water,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
2142,Water,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Bareland
2143,Water,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
2144,Water,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
2145,Water,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Bareland
2146,Water,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Forest
2147,Water,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
2148,Water,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
2149,Water,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
2150,Water,NULL,Wetland,NULL,Wetland,NULL,NULL,Wetland
2151,Water,NULL,Wetland,NULL,Wetland,NULL,NULL,Bareland
2152,Water,NULL,Wetland,NULL,Wetland,NULL,NULL,Water
2153,Water,NULL,Wetland,NULL,Wetland,NULL,NULL,Forest
2154,Water,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
2155,Water,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
2156,Water,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
2157,Water,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Water
2158,Water,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Forest
2159,Water,NULL,Wetland,Water,Wetland,NULL,NULL,Grassland
2160,Water,NULL,Wetland,Water,Wetland,NULL,NULL,Wetland
2161,Water,NULL,Wetland,Water,Wetland,NULL,NULL,Bareland
2162,Water,NULL,Wetland,Water,Wetland,NULL,NULL,Water
2163,Water,NULL,Wetland,Water,Wetland,NULL,NULL,Forest
2164,Water,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
2165,Water,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
