Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_21KWU_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21KWU_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21KWU_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_21KWU_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21KWU_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21KWU_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21KWU_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_21KWU_M_R
6898,Bareland,NULL,Lichens_and_Mosses,Non_Water,Non_Wetland,Water,Grassland,Grassland
6899,Bareland,NULL,Lichens_and_Mosses,Non_Water,Non_Wetland,Water,Grassland,Wetland
6900,Bareland,NULL,Lichens_and_Mosses,Non_Water,Non_Wetland,Water,Wetland,Wetland
6901,Bareland,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,Grassland
6902,Bareland,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,Wetland
6903,Bareland,NULL,Bareland,NULL,Non_Wetland,Wetland,Grassland,Grassland
6904,Bareland,NULL,Bareland,NULL,Non_Wetland,Wetland,Grassland,Wetland
6905,Bareland,NULL,Bareland,NULL,Non_Wetland,Water,Grassland,Grassland
6906,Bareland,NULL,Bareland,NULL,Non_Wetland,Water,Grassland,Wetland
6907,Bareland,NULL,Bareland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
6908,Bareland,NULL,Bareland,Non_Water,Non_Wetland,Grassland,Grassland,Wetland
6909,Bareland,NULL,Bareland,Non_Water,Non_Wetland,Grassland,Grassland,Bareland
6910,Bareland,NULL,Bareland,Non_Water,Non_Wetland,Grassland,Grassland,Water
6911,Bareland,NULL,Bareland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
6912,Bareland,NULL,Bareland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
6913,Bareland,NULL,Bareland,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
6914,Bareland,NULL,Bareland,Non_Water,Non_Wetland,Wetland,Grassland,Wetland
6915,Bareland,NULL,Bareland,Non_Water,Non_Wetland,Wetland,Grassland,Bareland
6916,Bareland,NULL,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
6917,Bareland,NULL,Bareland,Non_Water,Non_Wetland,Wetland,Water,Wetland
6918,Bareland,NULL,Bareland,Non_Water,Non_Wetland,Water,Grassland,Grassland
6919,Bareland,NULL,Bareland,Non_Water,Non_Wetland,Water,Grassland,Wetland
6920,Bareland,NULL,Bareland,Non_Water,Non_Wetland,Water,Grassland,Bareland
6921,Bareland,NULL,Bareland,Non_Water,Non_Wetland,Water,Grassland,Water
6922,Bareland,NULL,Bareland,Non_Water,Non_Wetland,Water,Wetland,Wetland
6923,Bareland,NULL,Bareland,Non_Water,Non_Wetland,Water,Wetland,Water
6924,Bareland,NULL,Bareland,Non_Water,Non_Wetland,Water,Water,Grassland
6925,Bareland,NULL,Bareland,Non_Water,Non_Wetland,Water,Water,Wetland
6926,Bareland,NULL,Bareland,Non_Water,Non_Wetland,Water,Water,Water
6927,Bareland,NULL,Bareland,Water,Non_Wetland,Grassland,Grassland,Grassland
6928,Bareland,NULL,Bareland,Water,Non_Wetland,Grassland,Grassland,Wetland
6929,Bareland,NULL,Bareland,Water,Non_Wetland,Grassland,Grassland,Bareland
6930,Bareland,NULL,Bareland,Water,Non_Wetland,Grassland,Grassland,Water
6931,Bareland,NULL,Bareland,Water,Non_Wetland,Grassland,Water,Wetland
6932,Bareland,NULL,Bareland,Water,Non_Wetland,Grassland,Water,Bareland
6933,Bareland,NULL,Bareland,Water,Non_Wetland,Wetland,Grassland,Wetland
6934,Bareland,NULL,Bareland,Water,Non_Wetland,Wetland,Grassland,Bareland
6935,Bareland,NULL,Bareland,Water,Non_Wetland,Wetland,Grassland,Water
6936,Bareland,NULL,Bareland,Water,Non_Wetland,Water,Grassland,Grassland
6937,Bareland,NULL,Bareland,Water,Non_Wetland,Water,Grassland,Wetland
6938,Bareland,NULL,Bareland,Water,Non_Wetland,Water,Grassland,Water
6939,Bareland,NULL,Bareland,Water,Non_Wetland,Water,Wetland,Grassland
6940,Bareland,NULL,Bareland,Water,Non_Wetland,Water,Wetland,Wetland
6941,Bareland,NULL,Bareland,Water,Non_Wetland,Water,Wetland,Water
6942,Bareland,NULL,Bareland,Water,Non_Wetland,Water,Water,Wetland
6943,Bareland,NULL,Bareland,Water,Non_Wetland,Water,Water,Water
6944,Bareland,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Wetland
6945,Bareland,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Bareland
6946,Bareland,NULL,Built-up,NULL,Non_Wetland,Wetland,Grassland,Grassland
6947,Bareland,NULL,Built-up,NULL,Non_Wetland,Water,Grassland,Grassland
6948,Bareland,NULL,Built-up,NULL,Non_Wetland,Water,Grassland,Wetland
6949,Bareland,NULL,Built-up,NULL,Non_Wetland,Water,Grassland,Bareland
6950,Bareland,NULL,Built-up,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
6951,Bareland,NULL,Built-up,Non_Water,Non_Wetland,Grassland,Grassland,Wetland
6952,Bareland,NULL,Built-up,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
6953,Bareland,NULL,Built-up,Non_Water,Non_Wetland,Wetland,Grassland,Wetland
6954,Bareland,NULL,Built-up,Non_Water,Non_Wetland,Water,Grassland,Grassland
6955,Bareland,NULL,Built-up,Non_Water,Non_Wetland,Water,Grassland,Wetland
6956,Bareland,NULL,Water,NULL,Water,Grassland,Grassland,Grassland
6957,Bareland,NULL,Water,NULL,Water,Grassland,Grassland,Wetland
6958,Bareland,NULL,Water,NULL,Water,Grassland,Grassland,Forest
6959,Bareland,NULL,Water,NULL,Water,Wetland,Grassland,Grassland
6960,Bareland,NULL,Water,NULL,Water,Wetland,Grassland,Wetland
6961,Bareland,NULL,Water,NULL,Water,Wetland,Grassland,Water
6962,Bareland,NULL,Water,NULL,Water,Wetland,Grassland,Forest
6963,Bareland,NULL,Water,NULL,Water,Wetland,Wetland,Grassland
6964,Bareland,NULL,Water,NULL,Water,Water,Grassland,Grassland
6965,Bareland,NULL,Water,NULL,Water,Water,Grassland,Wetland
6966,Bareland,NULL,Water,NULL,Water,Water,Grassland,Bareland
6967,Bareland,NULL,Water,NULL,Water,Water,Grassland,Water
6968,Bareland,NULL,Water,NULL,Water,Water,Wetland,Grassland
6969,Bareland,NULL,Water,NULL,Water,Water,Wetland,Wetland
6970,Bareland,NULL,Water,NULL,Water,Water,Water,Grassland
6971,Bareland,NULL,Water,NULL,Water,Water,Water,Wetland
6972,Bareland,NULL,Water,NULL,Water,Water,Water,Water
6973,Bareland,NULL,Water,Non_Water,Water,Grassland,Grassland,Grassland
6974,Bareland,NULL,Water,Non_Water,Water,Grassland,Grassland,Wetland
6975,Bareland,NULL,Water,Non_Water,Water,Grassland,Grassland,Bareland
6976,Bareland,NULL,Water,Non_Water,Water,Grassland,Grassland,Water
6977,Bareland,NULL,Water,Non_Water,Water,Grassland,Wetland,Grassland
6978,Bareland,NULL,Water,Non_Water,Water,Grassland,Wetland,Wetland
6979,Bareland,NULL,Water,Non_Water,Water,Wetland,Grassland,Grassland
6980,Bareland,NULL,Water,Non_Water,Water,Wetland,Grassland,Wetland
6981,Bareland,NULL,Water,Non_Water,Water,Wetland,Grassland,Bareland
6982,Bareland,NULL,Water,Non_Water,Water,Wetland,Grassland,Water
6983,Bareland,NULL,Water,Non_Water,Water,Wetland,Grassland,Forest
6984,Bareland,NULL,Water,Non_Water,Water,Wetland,Wetland,Wetland
6985,Bareland,NULL,Water,Non_Water,Water,Wetland,Water,Grassland
6986,Bareland,NULL,Water,Non_Water,Water,Wetland,Water,Wetland
6987,Bareland,NULL,Water,Non_Water,Water,Wetland,Water,Bareland
6988,Bareland,NULL,Water,Non_Water,Water,Water,Grassland,Grassland
6989,Bareland,NULL,Water,Non_Water,Water,Water,Grassland,Wetland
6990,Bareland,NULL,Water,Non_Water,Water,Water,Grassland,Bareland
6991,Bareland,NULL,Water,Non_Water,Water,Water,Grassland,Water
6992,Bareland,NULL,Water,Non_Water,Water,Water,Wetland,Wetland
6993,Bareland,NULL,Water,Non_Water,Water,Water,Wetland,Water
6994,Bareland,NULL,Water,Non_Water,Water,Water,Water,Grassland
6995,Bareland,NULL,Water,Non_Water,Water,Water,Water,Wetland
6996,Bareland,NULL,Water,Non_Water,Water,Water,Water,Bareland
6997,Bareland,NULL,Water,Non_Water,Water,Water,Water,Water
6998,Bareland,NULL,Water,Water,Water,Grassland,Grassland,Grassland
6999,Bareland,NULL,Water,Water,Water,Grassland,Grassland,Wetland
7000,Bareland,NULL,Water,Water,Water,Grassland,Grassland,Bareland
7001,Bareland,NULL,Water,Water,Water,Grassland,Grassland,Water
7002,Bareland,NULL,Water,Water,Water,Grassland,Wetland,Grassland
7003,Bareland,NULL,Water,Water,Water,Grassland,Water,Water
7004,Bareland,NULL,Water,Water,Water,Wetland,Grassland,Grassland
7005,Bareland,NULL,Water,Water,Water,Wetland,Grassland,Wetland
7006,Bareland,NULL,Water,Water,Water,Wetland,Grassland,Bareland
7007,Bareland,NULL,Water,Water,Water,Wetland,Grassland,Water
7008,Bareland,NULL,Water,Water,Water,Wetland,Grassland,Forest
7009,Bareland,NULL,Water,Water,Water,Wetland,Water,Wetland
7010,Bareland,NULL,Water,Water,Water,Wetland,Water,Water
7011,Bareland,NULL,Water,Water,Water,Water,Grassland,Grassland
7012,Bareland,NULL,Water,Water,Water,Water,Grassland,Wetland
7013,Bareland,NULL,Water,Water,Water,Water,Grassland,Bareland
7014,Bareland,NULL,Water,Water,Water,Water,Grassland,Water
7015,Bareland,NULL,Water,Water,Water,Water,Grassland,Forest
7016,Bareland,NULL,Water,Water,Water,Water,Wetland,Wetland
7017,Bareland,NULL,Water,Water,Water,Water,Wetland,Water
7018,Bareland,NULL,Water,Water,Water,Water,Water,Grassland
7019,Bareland,NULL,Water,Water,Water,Water,Water,Wetland
7020,Bareland,NULL,Water,Water,Water,Water,Water,Bareland
7021,Bareland,NULL,Water,Water,Water,Water,Water,Water
7022,Bareland,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,Wetland
7023,Bareland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
7024,Bareland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Wetland
7025,Bareland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
7026,Bareland,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Wetland
7027,Bareland,NULL,Forest,NULL,Non_Wetland,Grassland,Water,Wetland
7028,Bareland,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
7029,Bareland,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Wetland
7030,Bareland,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Bareland
7031,Bareland,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
7032,Bareland,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Wetland
7033,Bareland,NULL,Forest,NULL,Non_Wetland,Wetland,Water,Wetland
7034,Bareland,NULL,Forest,NULL,Non_Wetland,Wetland,Water,Bareland
7035,Bareland,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Grassland
7036,Bareland,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Wetland
7037,Bareland,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Bareland
7038,Bareland,NULL,Forest,NULL,Non_Wetland,Water,Wetland,Grassland
7039,Bareland,NULL,Forest,NULL,Non_Wetland,Water,Wetland,Wetland
7040,Bareland,NULL,Forest,NULL,Non_Wetland,Water,Water,Wetland
7041,Bareland,NULL,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
7042,Bareland,NULL,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Wetland
7043,Bareland,NULL,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Bareland
7044,Bareland,NULL,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Water
7045,Bareland,NULL,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Forest
7046,Bareland,NULL,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
7047,Bareland,NULL,Forest,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
7048,Bareland,NULL,Forest,Non_Water,Non_Wetland,Wetland,Grassland,Wetland
7049,Bareland,NULL,Forest,Non_Water,Non_Wetland,Wetland,Grassland,Bareland
7050,Bareland,NULL,Forest,Non_Water,Non_Wetland,Wetland,Grassland,Water
7051,Bareland,NULL,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
7052,Bareland,NULL,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
7053,Bareland,NULL,Forest,Non_Water,Non_Wetland,Wetland,Water,Grassland
7054,Bareland,NULL,Forest,Non_Water,Non_Wetland,Wetland,Water,Wetland
7055,Bareland,NULL,Forest,Non_Water,Non_Wetland,Water,Grassland,Grassland
7056,Bareland,NULL,Forest,Non_Water,Non_Wetland,Water,Grassland,Wetland
7057,Bareland,NULL,Forest,Non_Water,Non_Wetland,Water,Grassland,Bareland
7058,Bareland,NULL,Forest,Non_Water,Non_Wetland,Water,Grassland,Water
7059,Bareland,NULL,Forest,Non_Water,Non_Wetland,Water,Grassland,Forest
7060,Bareland,NULL,Forest,Non_Water,Non_Wetland,Water,Wetland,Grassland
7061,Bareland,NULL,Forest,Non_Water,Non_Wetland,Water,Wetland,Wetland
7062,Bareland,NULL,Forest,Non_Water,Non_Wetland,Water,Water,Grassland
7063,Bareland,NULL,Forest,Non_Water,Non_Wetland,Water,Water,Wetland
7064,Bareland,NULL,Forest,Water,Non_Wetland,Grassland,Grassland,Grassland
7065,Bareland,NULL,Forest,Water,Non_Wetland,Grassland,Grassland,Wetland
7066,Bareland,NULL,Forest,Water,Non_Wetland,Grassland,Grassland,Water
7067,Bareland,NULL,Forest,Water,Non_Wetland,Grassland,Water,Grassland
7068,Bareland,NULL,Forest,Water,Non_Wetland,Grassland,Water,Water
7069,Bareland,NULL,Forest,Water,Non_Wetland,Wetland,Grassland,Grassland
7070,Bareland,NULL,Forest,Water,Non_Wetland,Wetland,Grassland,Wetland
7071,Bareland,NULL,Forest,Water,Non_Wetland,Wetland,Grassland,Water
7072,Bareland,NULL,Forest,Water,Non_Wetland,Wetland,Water,Wetland
7073,Bareland,NULL,Forest,Water,Non_Wetland,Water,Grassland,Wetland
7074,Bareland,NULL,Forest,Water,Non_Wetland,Water,Grassland,Bareland
7075,Bareland,NULL,Forest,Water,Non_Wetland,Water,Grassland,Water
7076,Bareland,NULL,Forest,Water,Non_Wetland,Water,Wetland,Wetland
7077,Bareland,NULL,Forest,Water,Non_Wetland,Water,Wetland,Water
7078,Bareland,NULL,Forest,Water,Non_Wetland,Water,Water,Wetland
7079,Bareland,NULL,Forest,Water,Non_Wetland,Water,Water,Water
7080,Bareland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
7081,Bareland,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
7082,Bareland,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Bareland
7083,Bareland,Cropland,NULL,NULL,Non_Wetland,Wetland,Grassland,Grassland
7084,Bareland,Cropland,NULL,NULL,Non_Wetland,Wetland,Grassland,Bareland
7085,Bareland,Cropland,NULL,NULL,Non_Wetland,Water,Grassland,Grassland
7086,Bareland,Cropland,NULL,NULL,Non_Wetland,Water,Grassland,Wetland
7087,Bareland,Cropland,NULL,Non_Water,Non_Wetland,Water,Grassland,Grassland
7088,Bareland,Cropland,NULL,Non_Water,Non_Wetland,Water,Grassland,Wetland
7089,Bareland,Cropland,NULL,Non_Water,Non_Wetland,Water,Wetland,Wetland
7090,Bareland,Cropland,NULL,Non_Water,Non_Wetland,Water,Water,Grassland
7091,Bareland,Cropland,NULL,Non_Water,Non_Wetland,Water,Water,Wetland
7092,Bareland,Cropland,NULL,Water,Non_Wetland,Water,Grassland,Wetland
7093,Bareland,Cropland,NULL,Water,Non_Wetland,Water,Wetland,Wetland
7094,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
7095,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Grassland,Wetland
7096,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Wetland
7097,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
7098,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Wetland
7099,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Bareland
7100,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
7101,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
7102,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Wetland
7103,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Water,Grassland,Grassland
7104,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Water,Grassland,Wetland
7105,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Water,Water,Water
7106,Bareland,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
7107,Bareland,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Wetland
7108,Bareland,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Bareland
7109,Bareland,Cropland,Shrubland,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
7110,Bareland,Cropland,Shrubland,Non_Water,Non_Wetland,Wetland,Grassland,Wetland
7111,Bareland,Cropland,Shrubland,Non_Water,Non_Wetland,Wetland,Grassland,Water
7112,Bareland,Cropland,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
7113,Bareland,Cropland,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
7114,Bareland,Cropland,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Grassland
7115,Bareland,Cropland,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Wetland
7116,Bareland,Cropland,Shrubland,Non_Water,Non_Wetland,Water,Grassland,Grassland
7117,Bareland,Cropland,Shrubland,Non_Water,Non_Wetland,Water,Grassland,Wetland
7118,Bareland,Cropland,Shrubland,Non_Water,Non_Wetland,Water,Wetland,Wetland
7119,Bareland,Cropland,Shrubland,Non_Water,Non_Wetland,Water,Water,Grassland
7120,Bareland,Cropland,Shrubland,Non_Water,Non_Wetland,Water,Water,Wetland
7121,Bareland,Cropland,Shrubland,Non_Water,Non_Wetland,Water,Water,Water
7122,Bareland,Cropland,Shrubland,Water,Non_Wetland,Grassland,Grassland,Water
7123,Bareland,Cropland,Shrubland,Water,Non_Wetland,Wetland,Grassland,Water
7124,Bareland,Cropland,Shrubland,Water,Non_Wetland,Water,Grassland,Grassland
7125,Bareland,Cropland,Shrubland,Water,Non_Wetland,Water,Grassland,Wetland
7126,Bareland,Cropland,Shrubland,Water,Non_Wetland,Water,Wetland,Wetland
7127,Bareland,Cropland,Shrubland,Water,Non_Wetland,Water,Water,Wetland
7128,Bareland,Cropland,Shrubland,Water,Non_Wetland,Water,Water,Water
7129,Bareland,Cropland,Grassland,NULL,Non_Wetland,Grassland,NULL,Wetland
7130,Bareland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
7131,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
7132,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,Wetland
7133,Bareland,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Wetland
7134,Bareland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
7135,Bareland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Wetland
7136,Bareland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Bareland
7137,Bareland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
7138,Bareland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Forest,Wetland
7139,Bareland,Cropland,Cropland,NULL,Non_Wetland,Wetland,Grassland,Grassland
7140,Bareland,Cropland,Cropland,NULL,Non_Wetland,Wetland,Grassland,Wetland
7141,Bareland,Cropland,Cropland,NULL,Non_Wetland,Wetland,Grassland,Bareland
7142,Bareland,Cropland,Cropland,NULL,Non_Wetland,Wetland,Grassland,Forest
7143,Bareland,Cropland,Cropland,NULL,Non_Wetland,Wetland,Forest,Grassland
7144,Bareland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Bareland
7145,Bareland,Cropland,Cropland,NULL,Non_Wetland,Water,Grassland,Grassland
7146,Bareland,Cropland,Cropland,NULL,Non_Wetland,Water,Grassland,Wetland
7147,Bareland,Cropland,Cropland,NULL,Non_Wetland,Water,Grassland,Bareland
7148,Bareland,Cropland,Cropland,NULL,Non_Wetland,Water,Water,Wetland
7149,Bareland,Cropland,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
7150,Bareland,Cropland,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Wetland
7151,Bareland,Cropland,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Bareland
7152,Bareland,Cropland,Cropland,Non_Water,Non_Wetland,Grassland,Water,Grassland
7153,Bareland,Cropland,Cropland,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
7154,Bareland,Cropland,Cropland,Non_Water,Non_Wetland,Wetland,Grassland,Wetland
7155,Bareland,Cropland,Cropland,Non_Water,Non_Wetland,Wetland,Grassland,Bareland
7156,Bareland,Cropland,Cropland,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
7157,Bareland,Cropland,Cropland,Non_Water,Non_Wetland,Water,Grassland,Grassland
7158,Bareland,Cropland,Cropland,Non_Water,Non_Wetland,Water,Grassland,Wetland
7159,Bareland,Cropland,Cropland,Non_Water,Non_Wetland,Water,Grassland,Bareland
7160,Bareland,Cropland,Cropland,Non_Water,Non_Wetland,Water,Wetland,Grassland
7161,Bareland,Cropland,Cropland,Non_Water,Non_Wetland,Water,Wetland,Wetland
7162,Bareland,Cropland,Cropland,Non_Water,Non_Wetland,Water,Water,Grassland
7163,Bareland,Cropland,Cropland,Non_Water,Non_Wetland,Water,Water,Wetland
7164,Bareland,Cropland,Cropland,Water,Non_Wetland,Grassland,Grassland,Grassland
7165,Bareland,Cropland,Cropland,Water,Non_Wetland,Grassland,Grassland,Bareland
7166,Bareland,Cropland,Cropland,Water,Non_Wetland,Wetland,Grassland,Wetland
7167,Bareland,Cropland,Cropland,Water,Non_Wetland,Wetland,Grassland,Bareland
7168,Bareland,Cropland,Cropland,Water,Non_Wetland,Water,Grassland,Grassland
7169,Bareland,Cropland,Cropland,Water,Non_Wetland,Water,Grassland,Wetland
7170,Bareland,Cropland,Cropland,Water,Non_Wetland,Water,Grassland,Water
7171,Bareland,Cropland,Cropland,Water,Non_Wetland,Water,Wetland,Wetland
7172,Bareland,Cropland,Cropland,Water,Non_Wetland,Water,Water,Wetland
7173,Bareland,Cropland,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
7174,Bareland,Cropland,Wetland,NULL,Wetland,Grassland,Grassland,Wetland
7175,Bareland,Cropland,Wetland,NULL,Wetland,Wetland,Grassland,Grassland
7176,Bareland,Cropland,Wetland,NULL,Wetland,Wetland,Grassland,Wetland
7177,Bareland,Cropland,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
7178,Bareland,Cropland,Wetland,NULL,Wetland,Water,Grassland,Wetland
7179,Bareland,Cropland,Wetland,NULL,Wetland,Water,Wetland,Wetland
7180,Bareland,Cropland,Wetland,NULL,Wetland,Water,Water,Wetland
7181,Bareland,Cropland,Wetland,Non_Water,Wetland,Grassland,Grassland,Wetland
7182,Bareland,Cropland,Wetland,Non_Water,Wetland,Wetland,Wetland,Wetland
7183,Bareland,Cropland,Wetland,Non_Water,Wetland,Water,Grassland,Grassland
7184,Bareland,Cropland,Wetland,Non_Water,Wetland,Water,Grassland,Wetland
7185,Bareland,Cropland,Wetland,Non_Water,Wetland,Water,Grassland,Water
7186,Bareland,Cropland,Wetland,Non_Water,Wetland,Water,Wetland,Wetland
7187,Bareland,Cropland,Wetland,Non_Water,Wetland,Water,Water,Grassland
7188,Bareland,Cropland,Wetland,Non_Water,Wetland,Water,Water,Wetland
7189,Bareland,Cropland,Wetland,Non_Water,Wetland,Water,Water,Water
7190,Bareland,Cropland,Wetland,Water,Wetland,Grassland,Grassland,Wetland
7191,Bareland,Cropland,Wetland,Water,Wetland,Grassland,Wetland,Wetland
7192,Bareland,Cropland,Wetland,Water,Wetland,Grassland,Wetland,Water
7193,Bareland,Cropland,Wetland,Water,Wetland,Water,Grassland,Wetland
7194,Bareland,Cropland,Wetland,Water,Wetland,Water,Grassland,Water
7195,Bareland,Cropland,Wetland,Water,Wetland,Water,Wetland,Wetland
7196,Bareland,Cropland,Wetland,Water,Wetland,Water,Wetland,Water
7197,Bareland,Cropland,Wetland,Water,Wetland,Water,Water,Grassland
7198,Bareland,Cropland,Wetland,Water,Wetland,Water,Water,Wetland
7199,Bareland,Cropland,Wetland,Water,Wetland,Water,Water,Water
7200,Bareland,Cropland,Bareland,NULL,Non_Wetland,Water,Grassland,Grassland
7201,Bareland,Cropland,Bareland,Non_Water,Non_Wetland,Grassland,Grassland,Wetland
7202,Bareland,Cropland,Bareland,Non_Water,Non_Wetland,Wetland,Grassland,Wetland
7203,Bareland,Cropland,Bareland,Non_Water,Non_Wetland,Water,Grassland,Grassland
7204,Bareland,Cropland,Bareland,Non_Water,Non_Wetland,Water,Grassland,Wetland
7205,Bareland,Cropland,Bareland,Non_Water,Non_Wetland,Water,Water,Grassland
7206,Bareland,Cropland,Bareland,Non_Water,Non_Wetland,Water,Water,Wetland
7207,Bareland,Cropland,Bareland,Water,Non_Wetland,Wetland,Grassland,Wetland
7208,Bareland,Cropland,Bareland,Water,Non_Wetland,Water,Grassland,Wetland
7209,Bareland,Cropland,Bareland,Water,Non_Wetland,Water,Water,Wetland
7210,Bareland,Cropland,Built-up,NULL,Non_Wetland,Wetland,Grassland,Grassland
7211,Bareland,Cropland,Built-up,NULL,Non_Wetland,Water,Grassland,Grassland
7212,Bareland,Cropland,Built-up,NULL,Non_Wetland,Water,Grassland,Wetland
7213,Bareland,Cropland,Built-up,Non_Water,Non_Wetland,Water,Grassland,Grassland
7214,Bareland,Cropland,Built-up,Non_Water,Non_Wetland,Water,Grassland,Wetland
7215,Bareland,Cropland,Built-up,Non_Water,Non_Wetland,Water,Wetland,Wetland
7216,Bareland,Cropland,Built-up,Non_Water,Non_Wetland,Water,Water,Wetland
7217,Bareland,Cropland,Built-up,Water,Non_Wetland,Water,Grassland,Wetland
7218,Bareland,Cropland,Water,NULL,Water,Grassland,Grassland,Wetland
7219,Bareland,Cropland,Water,NULL,Water,Wetland,Grassland,Grassland
7220,Bareland,Cropland,Water,NULL,Water,Water,Water,Water
7221,Bareland,Cropland,Water,Non_Water,Water,Grassland,Grassland,Grassland
7222,Bareland,Cropland,Water,Non_Water,Water,Grassland,Grassland,Wetland
7223,Bareland,Cropland,Water,Non_Water,Water,Grassland,Grassland,Bareland
7224,Bareland,Cropland,Water,Non_Water,Water,Wetland,Grassland,Bareland
7225,Bareland,Cropland,Water,Non_Water,Water,Water,Grassland,Grassland
7226,Bareland,Cropland,Water,Non_Water,Water,Water,Grassland,Wetland
7227,Bareland,Cropland,Water,Non_Water,Water,Water,Wetland,Wetland
