Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_22KDU_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22KDU_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22KDU_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_22KDU_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22KDU_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22KDU_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22KDU_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_22KDU_M_R
5224,Bareland,Bareland,Cropland,NULL,Non_Wetland,Bareland,Water,Built-up
5225,Bareland,Bareland,Cropland,NULL,Non_Wetland,Bareland,Water,Forest
5226,Bareland,Bareland,Bareland,NULL,Non_Wetland,Built-up,Built-up,Built-up
5227,Bareland,Bareland,Built-up,NULL,Non_Wetland,NULL,Built-up,Built-up
5228,Bareland,Bareland,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
5229,Bareland,Bareland,Built-up,NULL,Non_Wetland,Bareland,Built-up,Built-up
5230,Bareland,Bareland,Built-up,NULL,Non_Wetland,Bareland,Water,Grassland
5231,Bareland,Bareland,Built-up,NULL,Non_Wetland,Bareland,Water,Bareland
5232,Bareland,Bareland,Built-up,NULL,Non_Wetland,Bareland,Water,Built-up
5233,Bareland,Bareland,Built-up,Water,Non_Wetland,NULL,Bareland,Water
5234,Bareland,Bareland,Built-up,Water,Non_Wetland,Bareland,Water,Bareland
5235,Bareland,Bareland,Water,NULL,Water,Bareland,Water,Bareland
5236,Bareland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
5237,Bareland,Built-up,Shrubland,NULL,Non_Wetland,NULL,Built-up,Grassland
5238,Bareland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
5239,Bareland,Built-up,Cropland,NULL,Non_Wetland,NULL,Built-up,Grassland
5240,Bareland,Built-up,Cropland,NULL,Non_Wetland,NULL,Built-up,Cropland
5241,Bareland,Built-up,Cropland,NULL,Non_Wetland,Grassland,Bareland,Cropland
5242,Bareland,Built-up,Cropland,NULL,Non_Wetland,Grassland,Bareland,Bareland
5243,Bareland,Built-up,Cropland,NULL,Non_Wetland,Grassland,Built-up,Grassland
5244,Bareland,Built-up,Cropland,NULL,Non_Wetland,Grassland,Built-up,Cropland
5245,Bareland,Built-up,Cropland,NULL,Non_Wetland,Bareland,NULL,Cropland
5246,Bareland,Built-up,Cropland,NULL,Non_Wetland,Bareland,NULL,Bareland
5247,Bareland,Built-up,Cropland,NULL,Non_Wetland,Bareland,Bareland,Cropland
5248,Bareland,Built-up,Cropland,NULL,Non_Wetland,Bareland,Bareland,Bareland
5249,Bareland,Built-up,Cropland,NULL,Non_Wetland,Bareland,Built-up,Bareland
5250,Bareland,Built-up,Cropland,NULL,Non_Wetland,Bareland,Water,Bareland
5251,Bareland,Built-up,Cropland,NULL,Non_Wetland,Bareland,Water,Built-up
5252,Bareland,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,Grassland
5253,Bareland,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,Bareland
5254,Bareland,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,Built-up
5255,Bareland,Built-up,Cropland,NULL,Non_Wetland,Water,Built-up,Built-up
5256,Bareland,Built-up,Cropland,Water,Non_Wetland,Bareland,Water,Bareland
5257,Bareland,Built-up,Bareland,NULL,Non_Wetland,NULL,Water,Forest
5258,Bareland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
5259,Bareland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
5260,Bareland,Built-up,Built-up,NULL,Non_Wetland,NULL,Built-up,Grassland
5261,Bareland,Built-up,Built-up,NULL,Non_Wetland,NULL,Built-up,Cropland
5262,Bareland,Built-up,Built-up,NULL,Non_Wetland,NULL,Built-up,Bareland
5263,Bareland,Built-up,Built-up,NULL,Non_Wetland,NULL,Built-up,Built-up
5264,Bareland,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
5265,Bareland,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,Built-up
5266,Bareland,Built-up,Built-up,NULL,Non_Wetland,Bareland,Built-up,Grassland
5267,Bareland,Built-up,Built-up,NULL,Non_Wetland,Bareland,Built-up,Bareland
5268,Bareland,Built-up,Built-up,NULL,Non_Wetland,Bareland,Built-up,Built-up
5269,Bareland,Built-up,Built-up,NULL,Non_Wetland,Bareland,Water,Bareland
5270,Bareland,Built-up,Built-up,NULL,Non_Wetland,Bareland,Water,Built-up
5271,Bareland,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Grassland
5272,Bareland,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Cropland
5273,Bareland,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Bareland
5274,Bareland,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Built-up
5275,Bareland,Built-up,Built-up,NULL,Non_Wetland,Water,Built-up,Grassland
5276,Bareland,Built-up,Built-up,Non_Water,Non_Wetland,Bareland,Water,Bareland
5277,Bareland,Built-up,Water,NULL,Water,NULL,Built-up,Built-up
5278,Bareland,Built-up,Water,NULL,Water,NULL,Water,Forest
5279,Bareland,Built-up,Water,NULL,Water,Bareland,Water,Bareland
5280,Bareland,Built-up,Water,NULL,Water,Bareland,Water,Forest
5281,Bareland,Built-up,Water,NULL,Water,Water,Built-up,Grassland
5282,Bareland,Built-up,Forest,NULL,Non_Wetland,NULL,Built-up,Bareland
5283,Bareland,Built-up,Forest,NULL,Non_Wetland,NULL,Water,Built-up
5284,Bareland,Built-up,Forest,NULL,Non_Wetland,Bareland,Water,Bareland
5285,Bareland,Built-up,Forest,NULL,Non_Wetland,Water,Built-up,Grassland
5286,Bareland,Water,Built-up,NULL,Non_Wetland,Bareland,Water,Bareland
5287,Bareland,Water,Forest,NULL,Non_Wetland,NULL,Water,Built-up
5288,Bareland,Water,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
5289,Bareland,Forest,Cropland,NULL,Non_Wetland,Bareland,Bareland,Forest
5290,Bareland,Forest,Cropland,NULL,Non_Wetland,Bareland,Water,Bareland
5291,Bareland,Forest,Built-up,NULL,Non_Wetland,Bareland,Water,Bareland
5292,Bareland,Forest,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
5293,Water,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
5294,Water,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
5295,Water,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
5296,Water,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Forest
5297,Water,NULL,NULL,NULL,Non_Wetland,NULL,Grassland,Grassland
5298,Water,NULL,NULL,NULL,Non_Wetland,NULL,Grassland,Bareland
5299,Water,NULL,NULL,NULL,Non_Wetland,NULL,Grassland,Forest
5300,Water,NULL,NULL,NULL,Non_Wetland,NULL,Water,Grassland
5301,Water,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
5302,Water,NULL,NULL,NULL,Non_Wetland,Wetland,NULL,Forest
5303,Water,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,Grassland
5304,Water,NULL,NULL,NULL,Non_Wetland,Wetland,Water,Grassland
5305,Water,NULL,NULL,NULL,Non_Wetland,Wetland,Water,Forest
5306,Water,NULL,NULL,NULL,Non_Wetland,Water,NULL,Bareland
5307,Water,NULL,NULL,NULL,Non_Wetland,Water,NULL,Water
5308,Water,NULL,NULL,NULL,Non_Wetland,Water,NULL,Forest
5309,Water,NULL,NULL,NULL,Non_Wetland,Water,Water,Bareland
5310,Water,NULL,NULL,NULL,Non_Wetland,Water,Water,Water
5311,Water,NULL,NULL,NULL,Non_Wetland,Water,Forest,Forest
5312,Water,NULL,NULL,NULL,Non_Wetland,Forest,NULL,Grassland
5313,Water,NULL,NULL,NULL,Non_Wetland,Forest,NULL,Forest
5314,Water,NULL,NULL,Non_Water,Non_Wetland,NULL,Water,Forest
5315,Water,NULL,NULL,Non_Water,Non_Wetland,Water,Water,Water
5316,Water,NULL,NULL,Non_Water,Non_Wetland,Forest,NULL,Grassland
5317,Water,NULL,NULL,Non_Water,Non_Wetland,Forest,Water,Forest
5318,Water,NULL,NULL,Water,Non_Wetland,Wetland,NULL,Grassland
5319,Water,NULL,NULL,Water,Non_Wetland,Water,NULL,Water
5320,Water,NULL,NULL,Water,Non_Wetland,Water,Water,Water
5321,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
5322,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
5323,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
5324,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
5325,Water,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
5326,Water,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
5327,Water,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Grassland
5328,Water,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
5329,Water,NULL,Shrubland,NULL,Non_Wetland,Water,Water,Grassland
5330,Water,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Water,Grassland
5331,Water,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
5332,Water,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Forest
5333,Water,NULL,Grassland,NULL,Non_Wetland,NULL,Water,Grassland
5334,Water,NULL,Grassland,NULL,Non_Wetland,Wetland,NULL,Grassland
5335,Water,NULL,Grassland,NULL,Non_Wetland,Water,NULL,Grassland
5336,Water,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
5337,Water,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
5338,Water,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
5339,Water,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Water
5340,Water,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
5341,Water,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
5342,Water,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Bareland
5343,Water,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Water
5344,Water,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Forest
5345,Water,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Grassland
5346,Water,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Bareland
5347,Water,NULL,Cropland,NULL,Non_Wetland,NULL,Water,Grassland
5348,Water,NULL,Cropland,NULL,Non_Wetland,NULL,Water,Cropland
5349,Water,NULL,Cropland,NULL,Non_Wetland,NULL,Water,Bareland
5350,Water,NULL,Cropland,NULL,Non_Wetland,NULL,Water,Water
5351,Water,NULL,Cropland,NULL,Non_Wetland,NULL,Water,Forest
5352,Water,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
5353,Water,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Cropland
5354,Water,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
5355,Water,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
5356,Water,NULL,Cropland,NULL,Non_Wetland,Wetland,NULL,Grassland
5357,Water,NULL,Cropland,NULL,Non_Wetland,Wetland,NULL,Bareland
5358,Water,NULL,Cropland,NULL,Non_Wetland,Wetland,NULL,Water
5359,Water,NULL,Cropland,NULL,Non_Wetland,Wetland,NULL,Forest
5360,Water,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,Grassland
5361,Water,NULL,Cropland,NULL,Non_Wetland,Wetland,Water,Forest
5362,Water,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
5363,Water,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Cropland
5364,Water,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Bareland
5365,Water,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Water
5366,Water,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
5367,Water,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Bareland
5368,Water,NULL,Cropland,NULL,Non_Wetland,Bareland,Water,Bareland
5369,Water,NULL,Cropland,NULL,Non_Wetland,Bareland,Water,Forest
5370,Water,NULL,Cropland,NULL,Non_Wetland,Water,NULL,Grassland
5371,Water,NULL,Cropland,NULL,Non_Wetland,Water,NULL,Water
5372,Water,NULL,Cropland,NULL,Non_Wetland,Water,NULL,Forest
5373,Water,NULL,Cropland,NULL,Non_Wetland,Water,Grassland,Grassland
5374,Water,NULL,Cropland,NULL,Non_Wetland,Water,Grassland,Forest
5375,Water,NULL,Cropland,NULL,Non_Wetland,Water,Water,Grassland
5376,Water,NULL,Cropland,NULL,Non_Wetland,Water,Water,Bareland
5377,Water,NULL,Cropland,NULL,Non_Wetland,Water,Water,Water
5378,Water,NULL,Cropland,NULL,Non_Wetland,Water,Water,Forest
5379,Water,NULL,Cropland,NULL,Non_Wetland,Water,Forest,Forest
5380,Water,NULL,Cropland,NULL,Non_Wetland,Forest,NULL,Cropland
5381,Water,NULL,Cropland,NULL,Non_Wetland,Forest,NULL,Forest
5382,Water,NULL,Cropland,NULL,Non_Wetland,Forest,Water,Forest
5383,Water,NULL,Cropland,NULL,Non_Wetland,Forest,Forest,Cropland
5384,Water,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
5385,Water,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Cropland
5386,Water,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Water
5387,Water,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
5388,Water,NULL,Cropland,Non_Water,Non_Wetland,NULL,Water,Forest
5389,Water,NULL,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
5390,Water,NULL,Cropland,Non_Water,Non_Wetland,Water,NULL,Grassland
5391,Water,NULL,Cropland,Non_Water,Non_Wetland,Water,Grassland,Grassland
5392,Water,NULL,Cropland,Non_Water,Non_Wetland,Water,Grassland,Water
5393,Water,NULL,Cropland,Non_Water,Non_Wetland,Water,Water,Water
5394,Water,NULL,Cropland,Non_Water,Non_Wetland,Water,Water,Forest
5395,Water,NULL,Cropland,Non_Water,Non_Wetland,Forest,NULL,Forest
5396,Water,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Bareland
5397,Water,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Water
5398,Water,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Forest
5399,Water,NULL,Cropland,Water,Non_Wetland,NULL,Grassland,Grassland
5400,Water,NULL,Cropland,Water,Non_Wetland,NULL,Water,Grassland
5401,Water,NULL,Cropland,Water,Non_Wetland,NULL,Water,Water
5402,Water,NULL,Cropland,Water,Non_Wetland,Water,NULL,Grassland
5403,Water,NULL,Cropland,Water,Non_Wetland,Water,NULL,Water
5404,Water,NULL,Cropland,Water,Non_Wetland,Water,Grassland,Water
5405,Water,NULL,Cropland,Water,Non_Wetland,Water,Water,Grassland
5406,Water,NULL,Cropland,Water,Non_Wetland,Water,Water,Water
5407,Water,NULL,Wetland,NULL,Wetland,NULL,Water,Forest
5408,Water,NULL,Wetland,NULL,Wetland,Water,Water,Grassland
5409,Water,NULL,Wetland,NULL,Wetland,Water,Water,Water
5410,Water,NULL,Wetland,Non_Water,Wetland,Grassland,Water,Grassland
5411,Water,NULL,Wetland,Non_Water,Wetland,Grassland,Water,Forest
5412,Water,NULL,Wetland,Non_Water,Wetland,Water,Water,Water
5413,Water,NULL,Wetland,Non_Water,Wetland,Forest,NULL,Forest
5414,Water,NULL,Bareland,NULL,Non_Wetland,NULL,Water,Forest
5415,Water,NULL,Bareland,NULL,Non_Wetland,Water,Water,Water
5416,Water,NULL,Bareland,NULL,Non_Wetland,Forest,NULL,Forest
5417,Water,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
5418,Water,NULL,Built-up,NULL,Non_Wetland,NULL,Grassland,Grassland
5419,Water,NULL,Built-up,NULL,Non_Wetland,NULL,Water,Built-up
5420,Water,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Bareland
5421,Water,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Built-up
5422,Water,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Forest
5423,Water,NULL,Built-up,NULL,Non_Wetland,Bareland,Built-up,Bareland
5424,Water,NULL,Built-up,NULL,Non_Wetland,Bareland,Water,Bareland
5425,Water,NULL,Water,NULL,Water,NULL,NULL,Grassland
5426,Water,NULL,Water,NULL,Water,NULL,NULL,Cropland
5427,Water,NULL,Water,NULL,Water,NULL,NULL,Bareland
5428,Water,NULL,Water,NULL,Water,NULL,NULL,Forest
5429,Water,NULL,Water,NULL,Water,NULL,Grassland,Water
5430,Water,NULL,Water,NULL,Water,NULL,Grassland,Forest
5431,Water,NULL,Water,NULL,Water,NULL,Water,Grassland
5432,Water,NULL,Water,NULL,Water,NULL,Water,Water
5433,Water,NULL,Water,NULL,Water,Bareland,NULL,Bareland
5434,Water,NULL,Water,NULL,Water,Bareland,Water,Forest
5435,Water,NULL,Water,NULL,Water,Water,NULL,Grassland
5436,Water,NULL,Water,NULL,Water,Water,NULL,Water
5437,Water,NULL,Water,NULL,Water,Water,NULL,Forest
5438,Water,NULL,Water,NULL,Water,Water,Water,Grassland
5439,Water,NULL,Water,NULL,Water,Water,Water,Bareland
5440,Water,NULL,Water,NULL,Water,Water,Water,Water
5441,Water,NULL,Water,Non_Water,Water,NULL,NULL,Grassland
5442,Water,NULL,Water,Non_Water,Water,Water,NULL,Grassland
5443,Water,NULL,Water,Non_Water,Water,Water,NULL,Bareland
5444,Water,NULL,Water,Non_Water,Water,Water,Water,Grassland
5445,Water,NULL,Water,Non_Water,Water,Water,Water,Water
5446,Water,NULL,Water,Water,Water,NULL,NULL,Water
5447,Water,NULL,Water,Water,Water,NULL,Water,Grassland
5448,Water,NULL,Water,Water,Water,NULL,Water,Water
5449,Water,NULL,Water,Water,Water,NULL,Water,Forest
5450,Water,NULL,Water,Water,Water,Wetland,NULL,Bareland
5451,Water,NULL,Water,Water,Water,Water,NULL,Grassland
5452,Water,NULL,Water,Water,Water,Water,Water,Grassland
5453,Water,NULL,Water,Water,Water,Water,Water,Bareland
5454,Water,NULL,Water,Water,Water,Water,Water,Water
5455,Water,NULL,Water,Water,Water,Water,Water,Forest
5456,Water,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
5457,Water,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
5458,Water,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
5459,Water,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Water
5460,Water,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
5461,Water,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Grassland
5462,Water,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Water
5463,Water,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
5464,Water,NULL,Forest,NULL,Non_Wetland,NULL,Water,Grassland
5465,Water,NULL,Forest,NULL,Non_Wetland,NULL,Water,Water
5466,Water,NULL,Forest,NULL,Non_Wetland,NULL,Water,Forest
5467,Water,NULL,Forest,NULL,Non_Wetland,NULL,Forest,Forest
5468,Water,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
5469,Water,NULL,Forest,NULL,Non_Wetland,Grassland,Water,Grassland
5470,Water,NULL,Forest,NULL,Non_Wetland,Wetland,NULL,Grassland
5471,Water,NULL,Forest,NULL,Non_Wetland,Wetland,NULL,Wetland
5472,Water,NULL,Forest,NULL,Non_Wetland,Wetland,NULL,Water
5473,Water,NULL,Forest,NULL,Non_Wetland,Wetland,NULL,Forest
5474,Water,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
5475,Water,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
5476,Water,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
5477,Water,NULL,Forest,NULL,Non_Wetland,Wetland,Water,Forest
5478,Water,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
5479,Water,NULL,Forest,NULL,Non_Wetland,Bareland,NULL,Forest
5480,Water,NULL,Forest,NULL,Non_Wetland,Bareland,Water,Bareland
5481,Water,NULL,Forest,NULL,Non_Wetland,Water,NULL,Grassland
5482,Water,NULL,Forest,NULL,Non_Wetland,Water,NULL,Bareland
5483,Water,NULL,Forest,NULL,Non_Wetland,Water,NULL,Water
5484,Water,NULL,Forest,NULL,Non_Wetland,Water,NULL,Forest
5485,Water,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Grassland
5486,Water,NULL,Forest,NULL,Non_Wetland,Water,Water,Grassland
5487,Water,NULL,Forest,NULL,Non_Wetland,Water,Water,Bareland
5488,Water,NULL,Forest,NULL,Non_Wetland,Water,Water,Water
5489,Water,NULL,Forest,NULL,Non_Wetland,Water,Water,Forest
5490,Water,NULL,Forest,NULL,Non_Wetland,Water,Forest,Forest
5491,Water,NULL,Forest,NULL,Non_Wetland,Forest,NULL,Grassland
5492,Water,NULL,Forest,NULL,Non_Wetland,Forest,NULL,Forest
5493,Water,NULL,Forest,NULL,Non_Wetland,Forest,Water,Forest
5494,Water,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Forest
5495,Water,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
5496,Water,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
5497,Water,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
5498,Water,NULL,Forest,Non_Water,Non_Wetland,NULL,Water,Grassland
5499,Water,NULL,Forest,Non_Water,Non_Wetland,NULL,Water,Water
5500,Water,NULL,Forest,Non_Water,Non_Wetland,Wetland,NULL,Grassland
5501,Water,NULL,Forest,Non_Water,Non_Wetland,Water,NULL,Grassland
5502,Water,NULL,Forest,Non_Water,Non_Wetland,Water,NULL,Bareland
5503,Water,NULL,Forest,Non_Water,Non_Wetland,Water,NULL,Water
5504,Water,NULL,Forest,Non_Water,Non_Wetland,Water,NULL,Forest
5505,Water,NULL,Forest,Non_Water,Non_Wetland,Water,Water,Forest
5506,Water,NULL,Forest,Non_Water,Non_Wetland,Forest,NULL,Forest
5507,Water,NULL,Forest,Water,Non_Wetland,NULL,NULL,Grassland
5508,Water,NULL,Forest,Water,Non_Wetland,NULL,NULL,Forest
5509,Water,NULL,Forest,Water,Non_Wetland,NULL,Water,Grassland
5510,Water,NULL,Forest,Water,Non_Wetland,Water,NULL,Grassland
5511,Water,NULL,Forest,Water,Non_Wetland,Water,NULL,Water
5512,Water,NULL,Forest,Water,Non_Wetland,Water,Water,Grassland
5513,Water,NULL,Forest,Water,Non_Wetland,Water,Water,Water
5514,Water,NULL,Forest,Water,Non_Wetland,Water,Water,Forest
5515,Water,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
5516,Water,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Water
5517,Water,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
5518,Water,Cropland,NULL,NULL,Non_Wetland,NULL,Grassland,Grassland
5519,Water,Cropland,NULL,NULL,Non_Wetland,NULL,Water,Grassland
5520,Water,Cropland,NULL,NULL,Non_Wetland,NULL,Water,Cropland
5521,Water,Cropland,NULL,NULL,Non_Wetland,NULL,Water,Bareland
5522,Water,Cropland,NULL,NULL,Non_Wetland,NULL,Water,Water
5523,Water,Cropland,NULL,NULL,Non_Wetland,NULL,Water,Forest
5524,Water,Cropland,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
5525,Water,Cropland,NULL,NULL,Non_Wetland,Grassland,NULL,Wetland
5526,Water,Cropland,NULL,NULL,Non_Wetland,Wetland,NULL,Grassland
5527,Water,Cropland,NULL,NULL,Non_Wetland,Wetland,NULL,Water
5528,Water,Cropland,NULL,NULL,Non_Wetland,Wetland,NULL,Forest
5529,Water,Cropland,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
5530,Water,Cropland,NULL,NULL,Non_Wetland,Wetland,Water,Grassland
5531,Water,Cropland,NULL,NULL,Non_Wetland,Wetland,Water,Water
5532,Water,Cropland,NULL,NULL,Non_Wetland,Wetland,Water,Forest
5533,Water,Cropland,NULL,NULL,Non_Wetland,Built-up,NULL,Grassland
5534,Water,Cropland,NULL,NULL,Non_Wetland,Water,NULL,Grassland
5535,Water,Cropland,NULL,NULL,Non_Wetland,Water,NULL,Cropland
5536,Water,Cropland,NULL,NULL,Non_Wetland,Water,NULL,Bareland
5537,Water,Cropland,NULL,NULL,Non_Wetland,Water,NULL,Water
5538,Water,Cropland,NULL,NULL,Non_Wetland,Water,NULL,Forest
5539,Water,Cropland,NULL,NULL,Non_Wetland,Water,Water,Grassland
5540,Water,Cropland,NULL,NULL,Non_Wetland,Water,Water,Wetland
5541,Water,Cropland,NULL,NULL,Non_Wetland,Water,Water,Bareland
5542,Water,Cropland,NULL,NULL,Non_Wetland,Water,Water,Water
5543,Water,Cropland,NULL,NULL,Non_Wetland,Water,Water,Forest
5544,Water,Cropland,NULL,NULL,Non_Wetland,Water,Forest,Forest
5545,Water,Cropland,NULL,NULL,Non_Wetland,Forest,NULL,Water
5546,Water,Cropland,NULL,NULL,Non_Wetland,Forest,NULL,Forest
5547,Water,Cropland,NULL,NULL,Non_Wetland,Forest,Wetland,Forest
5548,Water,Cropland,NULL,NULL,Non_Wetland,Forest,Water,Forest
5549,Water,Cropland,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
5550,Water,Cropland,NULL,Non_Water,Non_Wetland,NULL,NULL,Cropland
5551,Water,Cropland,NULL,Non_Water,Non_Wetland,NULL,NULL,Bareland
5552,Water,Cropland,NULL,Non_Water,Non_Wetland,NULL,NULL,Water
5553,Water,Cropland,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
5554,Water,Cropland,NULL,Non_Water,Non_Wetland,NULL,Grassland,Grassland
5555,Water,Cropland,NULL,Non_Water,Non_Wetland,NULL,Water,Grassland
5556,Water,Cropland,NULL,Non_Water,Non_Wetland,NULL,Water,Water
5557,Water,Cropland,NULL,Non_Water,Non_Wetland,NULL,Water,Forest
5558,Water,Cropland,NULL,Non_Water,Non_Wetland,Wetland,NULL,Grassland
5559,Water,Cropland,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
5560,Water,Cropland,NULL,Non_Water,Non_Wetland,Wetland,Water,Grassland
5561,Water,Cropland,NULL,Non_Water,Non_Wetland,Water,NULL,Water
5562,Water,Cropland,NULL,Non_Water,Non_Wetland,Water,NULL,Forest
5563,Water,Cropland,NULL,Non_Water,Non_Wetland,Water,Water,Forest
5564,Water,Cropland,NULL,Non_Water,Non_Wetland,Forest,NULL,Forest
5565,Water,Cropland,NULL,Non_Water,Non_Wetland,Forest,Water,Forest
5566,Water,Cropland,NULL,Water,Non_Wetland,NULL,Wetland,Water
5567,Water,Cropland,NULL,Water,Non_Wetland,NULL,Water,Water
5568,Water,Cropland,NULL,Water,Non_Wetland,Wetland,NULL,Water
5569,Water,Cropland,NULL,Water,Non_Wetland,Water,Water,Water
5570,Water,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
5571,Water,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
5572,Water,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
