Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_23MQM_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23MQM_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23MQM_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_23MQM_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23MQM_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23MQM_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23MQM_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_23MQM_M_R
5572,Grassland,Water,Wetland,Water,Wetland,Water,Water,Wetland
5573,Grassland,Water,Water,NULL,Water,Shrubland,NULL,Water
5574,Grassland,Water,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
5575,Grassland,Water,Forest,NULL,Non_Wetland,Bareland,Shrubland,Wetland
5576,Grassland,Forest,NULL,NULL,Non_Wetland,NULL,Shrubland,Grassland
5577,Grassland,Forest,NULL,NULL,Non_Wetland,Shrubland,Shrubland,NULL
5578,Grassland,Forest,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
5579,Grassland,Forest,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Forest
5580,Grassland,Forest,NULL,NULL,Non_Wetland,Shrubland,Forest,NULL
5581,Grassland,Forest,NULL,NULL,Non_Wetland,Shrubland,Forest,Grassland
5582,Grassland,Forest,NULL,NULL,Non_Wetland,Shrubland,Forest,Wetland
5583,Grassland,Forest,NULL,NULL,Non_Wetland,Water,Shrubland,Forest
5584,Grassland,Forest,NULL,NULL,Non_Wetland,Forest,NULL,Grassland
5585,Grassland,Forest,NULL,NULL,Non_Wetland,Forest,Shrubland,Wetland
5586,Grassland,Forest,NULL,NULL,Non_Wetland,Forest,Forest,NULL
5587,Grassland,Forest,NULL,NULL,Non_Wetland,Forest,Forest,Grassland
5588,Grassland,Forest,NULL,NULL,Non_Wetland,Forest,Forest,Wetland
5589,Grassland,Forest,NULL,Non_Water,Non_Wetland,Forest,Forest,NULL
5590,Grassland,Forest,NULL,Non_Water,Non_Wetland,Forest,Forest,Forest
5591,Grassland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
5592,Grassland,Forest,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Wetland
5593,Grassland,Forest,Shrubland,NULL,Non_Wetland,Shrubland,NULL,NULL
5594,Grassland,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
5595,Grassland,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
5596,Grassland,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Forest,NULL
5597,Grassland,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Wetland
5598,Grassland,Forest,Shrubland,NULL,Non_Wetland,Forest,Forest,NULL
5599,Grassland,Forest,Shrubland,NULL,Non_Wetland,Forest,Forest,Grassland
5600,Grassland,Forest,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
5601,Grassland,Forest,Shrubland,Non_Water,Non_Wetland,NULL,Shrubland,Wetland
5602,Grassland,Forest,Shrubland,Non_Water,Non_Wetland,Forest,Forest,NULL
5603,Grassland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
5604,Grassland,Forest,Grassland,NULL,Non_Wetland,NULL,Shrubland,NULL
5605,Grassland,Forest,Grassland,NULL,Non_Wetland,NULL,Shrubland,Grassland
5606,Grassland,Forest,Grassland,NULL,Non_Wetland,Shrubland,NULL,NULL
5607,Grassland,Forest,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
5608,Grassland,Forest,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
5609,Grassland,Forest,Grassland,NULL,Non_Wetland,Shrubland,Forest,NULL
5610,Grassland,Forest,Grassland,NULL,Non_Wetland,Forest,NULL,Grassland
5611,Grassland,Forest,Grassland,NULL,Non_Wetland,Forest,Forest,NULL
5612,Grassland,Forest,Grassland,NULL,Non_Wetland,Forest,Forest,Grassland
5613,Grassland,Forest,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
5614,Grassland,Forest,Grassland,Non_Water,Non_Wetland,Forest,NULL,NULL
5615,Grassland,Forest,Grassland,Non_Water,Non_Wetland,Forest,Forest,NULL
5616,Grassland,Forest,Grassland,Non_Water,Non_Wetland,Forest,Forest,Forest
5617,Grassland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
5618,Grassland,Forest,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
5619,Grassland,Forest,Cropland,NULL,Non_Wetland,Shrubland,NULL,Grassland
5620,Grassland,Forest,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
5621,Grassland,Forest,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
5622,Grassland,Forest,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
5623,Grassland,Forest,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
5624,Grassland,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
5625,Grassland,Forest,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
5626,Grassland,Forest,Wetland,NULL,Wetland,NULL,Forest,Wetland
5627,Grassland,Forest,Wetland,Non_Water,Wetland,Water,NULL,Grassland
5628,Grassland,Forest,Water,Water,Water,Water,Water,Wetland
5629,Grassland,Forest,Water,Water,Water,Water,Water,Water
5630,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,Shrubland,Wetland
5631,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,Forest,NULL
5632,Grassland,Forest,Forest,NULL,Non_Wetland,Shrubland,NULL,Grassland
5633,Grassland,Forest,Forest,NULL,Non_Wetland,Shrubland,Shrubland,NULL
5634,Grassland,Forest,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
5635,Grassland,Forest,Forest,NULL,Non_Wetland,Shrubland,Grassland,Grassland
5636,Grassland,Forest,Forest,NULL,Non_Wetland,Shrubland,Forest,NULL
5637,Grassland,Forest,Forest,NULL,Non_Wetland,Bareland,NULL,NULL
5638,Grassland,Forest,Forest,NULL,Non_Wetland,Forest,NULL,NULL
5639,Grassland,Forest,Forest,NULL,Non_Wetland,Forest,Shrubland,NULL
5640,Grassland,Forest,Forest,NULL,Non_Wetland,Forest,Shrubland,Grassland
5641,Grassland,Forest,Forest,NULL,Non_Wetland,Forest,Shrubland,Wetland
5642,Grassland,Forest,Forest,NULL,Non_Wetland,Forest,Forest,NULL
5643,Grassland,Forest,Forest,NULL,Non_Wetland,Forest,Forest,Wetland
5644,Grassland,Forest,Forest,NULL,Non_Wetland,Forest,Forest,Forest
5645,Grassland,Forest,Forest,Non_Water,Non_Wetland,Shrubland,Shrubland,NULL
5646,Grassland,Forest,Forest,Non_Water,Non_Wetland,Shrubland,Shrubland,Wetland
5647,Grassland,Forest,Forest,Non_Water,Non_Wetland,Forest,NULL,Forest
5648,Grassland,Forest,Forest,Non_Water,Non_Wetland,Forest,Forest,NULL
5649,Grassland,Forest,Forest,Non_Water,Non_Wetland,Forest,Forest,Forest
5650,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,NULL
5651,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
5652,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
5653,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
5654,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
5655,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Forest
5656,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,Shrubland,NULL
5657,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,Shrubland,Grassland
5658,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,Shrubland,Cropland
5659,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,Shrubland,Built-up
5660,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,Grassland,NULL
5661,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,Grassland,Grassland
5662,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,Grassland,Cropland
5663,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,Grassland,Wetland
5664,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,Built-up,NULL
5665,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,Built-up,Grassland
5666,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,Water,Water
5667,Cropland,NULL,NULL,NULL,Non_Wetland,Shrubland,NULL,NULL
5668,Cropland,NULL,NULL,NULL,Non_Wetland,Shrubland,NULL,Grassland
5669,Cropland,NULL,NULL,NULL,Non_Wetland,Shrubland,NULL,Cropland
5670,Cropland,NULL,NULL,NULL,Non_Wetland,Shrubland,NULL,Wetland
5671,Cropland,NULL,NULL,NULL,Non_Wetland,Shrubland,NULL,Built-up
5672,Cropland,NULL,NULL,NULL,Non_Wetland,Shrubland,NULL,Forest
5673,Cropland,NULL,NULL,NULL,Non_Wetland,Shrubland,Shrubland,NULL
5674,Cropland,NULL,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
5675,Cropland,NULL,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
5676,Cropland,NULL,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
5677,Cropland,NULL,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Forest
5678,Cropland,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,NULL
5679,Cropland,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,Grassland
5680,Cropland,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,Cropland
5681,Cropland,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,Wetland
5682,Cropland,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,Bareland
5683,Cropland,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,Built-up
5684,Cropland,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,Water
5685,Cropland,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,Forest
5686,Cropland,NULL,NULL,NULL,Non_Wetland,Shrubland,Bareland,Grassland
5687,Cropland,NULL,NULL,NULL,Non_Wetland,Shrubland,Built-up,NULL
5688,Cropland,NULL,NULL,NULL,Non_Wetland,Shrubland,Built-up,Grassland
5689,Cropland,NULL,NULL,NULL,Non_Wetland,Shrubland,Forest,Grassland
5690,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,NULL
5691,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
5692,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Cropland
5693,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Wetland
5694,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Built-up
5695,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,NULL
5696,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,Grassland
5697,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,Cropland
5698,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,Wetland
5699,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,Forest
5700,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,NULL
5701,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
5702,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Cropland
5703,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Wetland
5704,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Bareland
5705,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Built-up
5706,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
5707,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Bareland,Grassland
5708,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Built-up,Grassland
5709,Cropland,NULL,NULL,NULL,Non_Wetland,Cropland,NULL,Cropland
5710,Cropland,NULL,NULL,NULL,Non_Wetland,Cropland,Grassland,Bareland
5711,Cropland,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,NULL
5712,Cropland,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,Grassland
5713,Cropland,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,Cropland
5714,Cropland,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,Wetland
5715,Cropland,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,Bareland
5716,Cropland,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,Built-up
5717,Cropland,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,Forest
5718,Cropland,NULL,NULL,NULL,Non_Wetland,Bareland,Shrubland,NULL
5719,Cropland,NULL,NULL,NULL,Non_Wetland,Bareland,Shrubland,Grassland
5720,Cropland,NULL,NULL,NULL,Non_Wetland,Bareland,Shrubland,Cropland
5721,Cropland,NULL,NULL,NULL,Non_Wetland,Bareland,Shrubland,Bareland
5722,Cropland,NULL,NULL,NULL,Non_Wetland,Bareland,Shrubland,Forest
5723,Cropland,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,NULL
5724,Cropland,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
5725,Cropland,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Cropland
5726,Cropland,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Wetland
5727,Cropland,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Bareland
5728,Cropland,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
5729,Cropland,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
5730,Cropland,NULL,NULL,NULL,Non_Wetland,Bareland,Built-up,Grassland
5731,Cropland,NULL,NULL,NULL,Non_Wetland,Built-up,NULL,NULL
5732,Cropland,NULL,NULL,NULL,Non_Wetland,Built-up,NULL,Grassland
5733,Cropland,NULL,NULL,NULL,Non_Wetland,Built-up,NULL,Cropland
5734,Cropland,NULL,NULL,NULL,Non_Wetland,Built-up,Shrubland,NULL
5735,Cropland,NULL,NULL,NULL,Non_Wetland,Built-up,Grassland,Grassland
5736,Cropland,NULL,NULL,NULL,Non_Wetland,Built-up,Grassland,Cropland
5737,Cropland,NULL,NULL,NULL,Non_Wetland,Built-up,Built-up,NULL
5738,Cropland,NULL,NULL,NULL,Non_Wetland,Built-up,Built-up,Grassland
5739,Cropland,NULL,NULL,NULL,Non_Wetland,Built-up,Built-up,Cropland
5740,Cropland,NULL,NULL,NULL,Non_Wetland,Built-up,Built-up,Bareland
5741,Cropland,NULL,NULL,NULL,Non_Wetland,Water,Shrubland,Wetland
5742,Cropland,NULL,NULL,NULL,Non_Wetland,Forest,NULL,Grassland
5743,Cropland,NULL,NULL,NULL,Non_Wetland,Forest,NULL,Cropland
5744,Cropland,NULL,NULL,NULL,Non_Wetland,Forest,Shrubland,NULL
5745,Cropland,NULL,NULL,NULL,Non_Wetland,Forest,Shrubland,Forest
5746,Cropland,NULL,NULL,NULL,Non_Wetland,Forest,Grassland,NULL
5747,Cropland,NULL,NULL,NULL,Non_Wetland,Forest,Grassland,Grassland
5748,Cropland,NULL,NULL,NULL,Non_Wetland,Forest,Grassland,Cropland
5749,Cropland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,NULL
5750,Cropland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Cropland
5751,Cropland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Water
5752,Cropland,NULL,NULL,Non_Water,Non_Wetland,NULL,Grassland,Grassland
5753,Cropland,NULL,NULL,Non_Water,Non_Wetland,Shrubland,NULL,NULL
5754,Cropland,NULL,NULL,Non_Water,Non_Wetland,Shrubland,NULL,Wetland
5755,Cropland,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Shrubland,NULL
5756,Cropland,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Grassland,Grassland
5757,Cropland,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Grassland,Cropland
5758,Cropland,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Grassland,Wetland
5759,Cropland,NULL,NULL,Non_Water,Non_Wetland,Grassland,NULL,Grassland
5760,Cropland,NULL,NULL,Non_Water,Non_Wetland,Grassland,NULL,Cropland
5761,Cropland,NULL,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
5762,Cropland,NULL,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Cropland
5763,Cropland,NULL,NULL,Non_Water,Non_Wetland,Water,NULL,Cropland
5764,Cropland,NULL,NULL,Water,Non_Wetland,Shrubland,Shrubland,Water
5765,Cropland,NULL,NULL,Water,Non_Wetland,Shrubland,Grassland,Wetland
5766,Cropland,NULL,NULL,Water,Non_Wetland,Grassland,Grassland,Wetland
5767,Cropland,NULL,NULL,Water,Non_Wetland,Bareland,Grassland,Wetland
5768,Cropland,NULL,NULL,Water,Non_Wetland,Water,NULL,Cropland
5769,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
5770,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
5771,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
5772,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
5773,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
5774,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
5775,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
5776,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
5777,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,NULL
5778,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Grassland
5779,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Cropland
5780,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Wetland
5781,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Bareland
5782,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Built-up
5783,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,NULL
5784,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
5785,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Cropland
5786,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Wetland
5787,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,Grassland
5788,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,Bareland
5789,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,Built-up,NULL
5790,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,Built-up,Grassland
5791,Cropland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,NULL
5792,Cropland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Grassland
5793,Cropland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Cropland
5794,Cropland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Wetland
5795,Cropland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Bareland
5796,Cropland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Built-up
5797,Cropland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Forest
5798,Cropland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
5799,Cropland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
5800,Cropland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
5801,Cropland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
5802,Cropland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
5803,Cropland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
5804,Cropland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,NULL
5805,Cropland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
5806,Cropland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Cropland
5807,Cropland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Wetland
5808,Cropland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Bareland
5809,Cropland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Forest
5810,Cropland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,NULL
5811,Cropland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Grassland
5812,Cropland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Forest
5813,Cropland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,NULL
5814,Cropland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,Grassland
5815,Cropland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,Cropland
5816,Cropland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,Bareland
5817,Cropland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,Built-up
5818,Cropland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Water,NULL
5819,Cropland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Water,Built-up
5820,Cropland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Grassland
5821,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,NULL
5822,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
5823,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Cropland
5824,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Wetland
5825,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Bareland
5826,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,NULL
5827,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
5828,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
5829,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Wetland
5830,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Built-up
5831,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
5832,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
5833,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Cropland
5834,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Wetland
5835,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Bareland
5836,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Built-up
5837,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Water
5838,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
5839,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,NULL
5840,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
5841,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,NULL
5842,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Grassland
5843,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Cropland
5844,Cropland,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Grassland
5845,Cropland,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Cropland
5846,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,NULL
5847,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
5848,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Cropland
5849,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Bareland
5850,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Built-up
5851,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Water
5852,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Forest
5853,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,NULL
5854,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
5855,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Cropland
5856,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Wetland
5857,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Bareland
5858,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Built-up
5859,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Forest
5860,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,NULL
5861,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
5862,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Cropland
5863,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Wetland
5864,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Bareland
5865,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Built-up
5866,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
5867,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,NULL
5868,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
5869,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Cropland
5870,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
5871,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,NULL
5872,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Grassland
5873,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Cropland
5874,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Built-up
5875,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,NULL
5876,Cropland,NULL,Shrubland,NULL,Non_Wetland,Built-up,NULL,NULL
5877,Cropland,NULL,Shrubland,NULL,Non_Wetland,Built-up,NULL,Grassland
5878,Cropland,NULL,Shrubland,NULL,Non_Wetland,Built-up,NULL,Cropland
5879,Cropland,NULL,Shrubland,NULL,Non_Wetland,Built-up,NULL,Built-up
5880,Cropland,NULL,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,NULL
5881,Cropland,NULL,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,Grassland
5882,Cropland,NULL,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,Bareland
5883,Cropland,NULL,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,Built-up
5884,Cropland,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Cropland
5885,Cropland,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Bareland
5886,Cropland,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Built-up
