Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_23LQK_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23LQK_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23LQK_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_23LQK_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23LQK_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23LQK_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23LQK_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_23LQK_M_R
6767,Cropland,NULL,Wetland,Non_Water,Wetland,NULL,Grassland,Water
6768,Cropland,NULL,Wetland,Non_Water,Wetland,Shrubland,NULL,Grassland
6769,Cropland,NULL,Wetland,Non_Water,Wetland,Shrubland,NULL,Wetland
6770,Cropland,NULL,Wetland,Non_Water,Wetland,Shrubland,NULL,Water
6771,Cropland,NULL,Wetland,Non_Water,Wetland,Shrubland,Grassland,Grassland
6772,Cropland,NULL,Wetland,Non_Water,Wetland,Shrubland,Grassland,Cropland
6773,Cropland,NULL,Wetland,Non_Water,Wetland,Shrubland,Grassland,Wetland
6774,Cropland,NULL,Wetland,Non_Water,Wetland,Shrubland,Grassland,Water
6775,Cropland,NULL,Wetland,Non_Water,Wetland,Grassland,Grassland,Water
6776,Cropland,NULL,Wetland,Non_Water,Wetland,Water,NULL,Wetland
6777,Cropland,NULL,Wetland,Non_Water,Wetland,Water,Grassland,Grassland
6778,Cropland,NULL,Wetland,Non_Water,Wetland,Water,Grassland,Wetland
6779,Cropland,NULL,Wetland,Non_Water,Wetland,Water,Grassland,Water
6780,Cropland,NULL,Wetland,Non_Water,Wetland,Water,Water,Water
6781,Cropland,NULL,Wetland,Water,Wetland,NULL,NULL,Water
6782,Cropland,NULL,Wetland,Water,Wetland,NULL,Grassland,Wetland
6783,Cropland,NULL,Wetland,Water,Wetland,NULL,Grassland,Water
6784,Cropland,NULL,Wetland,Water,Wetland,NULL,Water,Bareland
6785,Cropland,NULL,Wetland,Water,Wetland,Shrubland,NULL,Wetland
6786,Cropland,NULL,Wetland,Water,Wetland,Shrubland,NULL,Water
6787,Cropland,NULL,Wetland,Water,Wetland,Shrubland,Shrubland,Water
6788,Cropland,NULL,Wetland,Water,Wetland,Shrubland,Grassland,Wetland
6789,Cropland,NULL,Wetland,Water,Wetland,Shrubland,Grassland,Water
6790,Cropland,NULL,Wetland,Water,Wetland,Grassland,NULL,Grassland
6791,Cropland,NULL,Wetland,Water,Wetland,Grassland,NULL,Water
6792,Cropland,NULL,Wetland,Water,Wetland,Grassland,Grassland,Water
6793,Cropland,NULL,Wetland,Water,Wetland,Water,NULL,Wetland
6794,Cropland,NULL,Wetland,Water,Wetland,Water,NULL,Water
6795,Cropland,NULL,Wetland,Water,Wetland,Water,Shrubland,Water
6796,Cropland,NULL,Wetland,Water,Wetland,Water,Grassland,Wetland
6797,Cropland,NULL,Wetland,Water,Wetland,Water,Grassland,Water
6798,Cropland,NULL,Wetland,Water,Wetland,Water,Water,Wetland
6799,Cropland,NULL,Wetland,Water,Wetland,Water,Water,Water
6800,Cropland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
6801,Cropland,NULL,Bareland,NULL,Non_Wetland,Shrubland,NULL,Built-up
6802,Cropland,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,Cropland
6803,Cropland,NULL,Bareland,NULL,Non_Wetland,Bareland,NULL,Grassland
6804,Cropland,NULL,Bareland,NULL,Non_Wetland,Bareland,NULL,Bareland
6805,Cropland,NULL,Bareland,NULL,Non_Wetland,Bareland,Grassland,Cropland
6806,Cropland,NULL,Bareland,Non_Water,Non_Wetland,Shrubland,Grassland,Wetland
6807,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
6808,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
6809,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
6810,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
6811,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,Grassland,NULL
6812,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,Grassland,Grassland
6813,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,Grassland,Cropland
6814,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,Bareland,Built-up
6815,Cropland,NULL,Built-up,NULL,Non_Wetland,Shrubland,NULL,NULL
6816,Cropland,NULL,Built-up,NULL,Non_Wetland,Shrubland,NULL,Built-up
6817,Cropland,NULL,Built-up,NULL,Non_Wetland,Shrubland,Shrubland,NULL
6818,Cropland,NULL,Built-up,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
6819,Cropland,NULL,Built-up,NULL,Non_Wetland,Shrubland,Grassland,NULL
6820,Cropland,NULL,Built-up,NULL,Non_Wetland,Shrubland,Grassland,Grassland
6821,Cropland,NULL,Built-up,NULL,Non_Wetland,Shrubland,Grassland,Cropland
6822,Cropland,NULL,Built-up,NULL,Non_Wetland,Shrubland,Built-up,NULL
6823,Cropland,NULL,Built-up,NULL,Non_Wetland,Shrubland,Built-up,Grassland
6824,Cropland,NULL,Built-up,NULL,Non_Wetland,Grassland,NULL,Grassland
6825,Cropland,NULL,Built-up,NULL,Non_Wetland,Grassland,NULL,Cropland
6826,Cropland,NULL,Built-up,NULL,Non_Wetland,Grassland,NULL,Built-up
6827,Cropland,NULL,Built-up,NULL,Non_Wetland,Grassland,Shrubland,NULL
6828,Cropland,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
6829,Cropland,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Cropland
6830,Cropland,NULL,Built-up,NULL,Non_Wetland,Grassland,Built-up,NULL
6831,Cropland,NULL,Built-up,NULL,Non_Wetland,Grassland,Built-up,Grassland
6832,Cropland,NULL,Built-up,NULL,Non_Wetland,Grassland,Built-up,Cropland
6833,Cropland,NULL,Built-up,NULL,Non_Wetland,Bareland,NULL,Grassland
6834,Cropland,NULL,Built-up,NULL,Non_Wetland,Bareland,NULL,Bareland
6835,Cropland,NULL,Built-up,NULL,Non_Wetland,Bareland,NULL,Built-up
6836,Cropland,NULL,Built-up,NULL,Non_Wetland,Bareland,Shrubland,Built-up
6837,Cropland,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
6838,Cropland,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Cropland
6839,Cropland,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Bareland
6840,Cropland,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Built-up
6841,Cropland,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
6842,Cropland,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Bareland
6843,Cropland,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Built-up
6844,Cropland,NULL,Built-up,NULL,Non_Wetland,Bareland,Built-up,Grassland
6845,Cropland,NULL,Built-up,NULL,Non_Wetland,Built-up,NULL,NULL
6846,Cropland,NULL,Built-up,NULL,Non_Wetland,Built-up,NULL,Grassland
6847,Cropland,NULL,Built-up,NULL,Non_Wetland,Built-up,Shrubland,Grassland
6848,Cropland,NULL,Built-up,NULL,Non_Wetland,Built-up,Built-up,NULL
6849,Cropland,NULL,Built-up,NULL,Non_Wetland,Built-up,Built-up,Grassland
6850,Cropland,NULL,Built-up,NULL,Non_Wetland,Built-up,Built-up,Cropland
6851,Cropland,NULL,Built-up,Non_Water,Non_Wetland,Bareland,NULL,Grassland
6852,Cropland,NULL,Water,Water,Water,NULL,NULL,Water
6853,Cropland,NULL,Water,Water,Water,Shrubland,NULL,Water
6854,Cropland,NULL,Water,Water,Water,Grassland,NULL,Grassland
6855,Cropland,NULL,Water,Water,Water,Grassland,NULL,Water
6856,Cropland,NULL,Water,Water,Water,Grassland,Grassland,Water
6857,Cropland,NULL,Water,Water,Water,Bareland,NULL,Water
6858,Cropland,NULL,Water,Water,Water,Water,NULL,Wetland
6859,Cropland,NULL,Water,Water,Water,Water,NULL,Water
6860,Cropland,NULL,Water,Water,Water,Water,Grassland,Wetland
6861,Cropland,NULL,Water,Water,Water,Water,Grassland,Water
6862,Cropland,NULL,Water,Water,Water,Water,Water,Water
6863,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,NULL
6864,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
6865,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
6866,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
6867,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,Shrubland,NULL
6868,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,Shrubland,Grassland
6869,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,Shrubland,Forest
6870,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,NULL
6871,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Grassland
6872,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Cropland
6873,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
6874,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,Bareland,NULL
6875,Cropland,NULL,Forest,NULL,Non_Wetland,Shrubland,NULL,NULL
6876,Cropland,NULL,Forest,NULL,Non_Wetland,Shrubland,NULL,Grassland
6877,Cropland,NULL,Forest,NULL,Non_Wetland,Shrubland,NULL,Cropland
6878,Cropland,NULL,Forest,NULL,Non_Wetland,Shrubland,NULL,Forest
6879,Cropland,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,NULL
6880,Cropland,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
6881,Cropland,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
6882,Cropland,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Forest
6883,Cropland,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,NULL
6884,Cropland,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,Grassland
6885,Cropland,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,Cropland
6886,Cropland,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,Forest
6887,Cropland,NULL,Forest,NULL,Non_Wetland,Shrubland,Bareland,NULL
6888,Cropland,NULL,Forest,NULL,Non_Wetland,Shrubland,Bareland,Forest
6889,Cropland,NULL,Forest,NULL,Non_Wetland,Shrubland,Built-up,NULL
6890,Cropland,NULL,Forest,NULL,Non_Wetland,Shrubland,Built-up,Cropland
6891,Cropland,NULL,Forest,NULL,Non_Wetland,Shrubland,Water,NULL
6892,Cropland,NULL,Forest,NULL,Non_Wetland,Shrubland,Forest,NULL
6893,Cropland,NULL,Forest,NULL,Non_Wetland,Shrubland,Forest,Grassland
6894,Cropland,NULL,Forest,NULL,Non_Wetland,Shrubland,Forest,Forest
6895,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,NULL
6896,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
6897,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Cropland
6898,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
6899,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,NULL
6900,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,Grassland
6901,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,Cropland
6902,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,NULL
6903,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
6904,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Cropland
6905,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
6906,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,NULL
6907,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Built-up,Cropland
6908,Cropland,NULL,Forest,NULL,Non_Wetland,Cropland,NULL,NULL
6909,Cropland,NULL,Forest,NULL,Non_Wetland,Cropland,NULL,Grassland
6910,Cropland,NULL,Forest,NULL,Non_Wetland,Cropland,Shrubland,Grassland
6911,Cropland,NULL,Forest,NULL,Non_Wetland,Bareland,NULL,NULL
6912,Cropland,NULL,Forest,NULL,Non_Wetland,Bareland,NULL,Grassland
6913,Cropland,NULL,Forest,NULL,Non_Wetland,Bareland,NULL,Cropland
6914,Cropland,NULL,Forest,NULL,Non_Wetland,Bareland,NULL,Bareland
6915,Cropland,NULL,Forest,NULL,Non_Wetland,Bareland,NULL,Forest
6916,Cropland,NULL,Forest,NULL,Non_Wetland,Bareland,Shrubland,NULL
6917,Cropland,NULL,Forest,NULL,Non_Wetland,Bareland,Shrubland,Grassland
6918,Cropland,NULL,Forest,NULL,Non_Wetland,Bareland,Shrubland,Cropland
6919,Cropland,NULL,Forest,NULL,Non_Wetland,Bareland,Shrubland,Forest
6920,Cropland,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,NULL
6921,Cropland,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
6922,Cropland,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Cropland
6923,Cropland,NULL,Forest,NULL,Non_Wetland,Bareland,Built-up,Grassland
6924,Cropland,NULL,Forest,NULL,Non_Wetland,Built-up,NULL,NULL
6925,Cropland,NULL,Forest,NULL,Non_Wetland,Built-up,NULL,Grassland
6926,Cropland,NULL,Forest,NULL,Non_Wetland,Built-up,NULL,Cropland
6927,Cropland,NULL,Forest,NULL,Non_Wetland,Built-up,Shrubland,NULL
6928,Cropland,NULL,Forest,NULL,Non_Wetland,Built-up,Grassland,NULL
6929,Cropland,NULL,Forest,NULL,Non_Wetland,Built-up,Grassland,Grassland
6930,Cropland,NULL,Forest,NULL,Non_Wetland,Built-up,Built-up,Grassland
6931,Cropland,NULL,Forest,NULL,Non_Wetland,Built-up,Built-up,Cropland
6932,Cropland,NULL,Forest,NULL,Non_Wetland,Water,Grassland,NULL
6933,Cropland,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Grassland
6934,Cropland,NULL,Forest,NULL,Non_Wetland,Forest,NULL,NULL
6935,Cropland,NULL,Forest,NULL,Non_Wetland,Forest,NULL,Grassland
6936,Cropland,NULL,Forest,NULL,Non_Wetland,Forest,NULL,Forest
6937,Cropland,NULL,Forest,NULL,Non_Wetland,Forest,Shrubland,NULL
6938,Cropland,NULL,Forest,NULL,Non_Wetland,Forest,Shrubland,Forest
6939,Cropland,NULL,Forest,NULL,Non_Wetland,Forest,Forest,NULL
6940,Cropland,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Forest
6941,Cropland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,NULL
6942,Cropland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
6943,Cropland,NULL,Forest,Non_Water,Non_Wetland,NULL,Grassland,Grassland
6944,Cropland,NULL,Forest,Non_Water,Non_Wetland,NULL,Grassland,Cropland
6945,Cropland,NULL,Forest,Non_Water,Non_Wetland,NULL,Grassland,Wetland
6946,Cropland,NULL,Forest,Non_Water,Non_Wetland,Shrubland,NULL,NULL
6947,Cropland,NULL,Forest,Non_Water,Non_Wetland,Shrubland,NULL,Grassland
6948,Cropland,NULL,Forest,Non_Water,Non_Wetland,Shrubland,NULL,Cropland
6949,Cropland,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Shrubland,NULL
6950,Cropland,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
6951,Cropland,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Grassland,NULL
6952,Cropland,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Grassland,Grassland
6953,Cropland,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Grassland,Cropland
6954,Cropland,NULL,Forest,Non_Water,Non_Wetland,Grassland,NULL,Cropland
6955,Cropland,NULL,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
6956,Cropland,NULL,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Cropland
6957,Cropland,NULL,Forest,Non_Water,Non_Wetland,Cropland,NULL,Grassland
6958,Cropland,NULL,Forest,Non_Water,Non_Wetland,Water,NULL,Grassland
6959,Cropland,NULL,Forest,Non_Water,Non_Wetland,Water,NULL,Cropland
6960,Cropland,NULL,Forest,Non_Water,Non_Wetland,Water,Grassland,Grassland
6961,Cropland,NULL,Forest,Water,Non_Wetland,NULL,Grassland,Wetland
6962,Cropland,NULL,Forest,Water,Non_Wetland,Shrubland,NULL,Water
6963,Cropland,NULL,Forest,Water,Non_Wetland,Shrubland,Grassland,Wetland
6964,Cropland,NULL,Forest,Water,Non_Wetland,Water,Grassland,Grassland
6965,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,NULL
6966,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
6967,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
6968,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,Shrubland,NULL
6969,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,Shrubland,Grassland
6970,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,Grassland,NULL
6971,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,Grassland,Grassland
6972,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,Grassland,Cropland
6973,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,Built-up,Cropland
6974,Cropland,Cropland,NULL,NULL,Non_Wetland,Shrubland,NULL,NULL
6975,Cropland,Cropland,NULL,NULL,Non_Wetland,Shrubland,NULL,Grassland
6976,Cropland,Cropland,NULL,NULL,Non_Wetland,Shrubland,NULL,Cropland
6977,Cropland,Cropland,NULL,NULL,Non_Wetland,Shrubland,Shrubland,NULL
6978,Cropland,Cropland,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
6979,Cropland,Cropland,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
6980,Cropland,Cropland,NULL,NULL,Non_Wetland,Shrubland,Grassland,NULL
6981,Cropland,Cropland,NULL,NULL,Non_Wetland,Shrubland,Grassland,Grassland
6982,Cropland,Cropland,NULL,NULL,Non_Wetland,Shrubland,Grassland,Cropland
6983,Cropland,Cropland,NULL,NULL,Non_Wetland,Shrubland,Grassland,Wetland
6984,Cropland,Cropland,NULL,NULL,Non_Wetland,Shrubland,Built-up,Grassland
6985,Cropland,Cropland,NULL,NULL,Non_Wetland,Shrubland,Built-up,Cropland
6986,Cropland,Cropland,NULL,NULL,Non_Wetland,Shrubland,Water,Grassland
6987,Cropland,Cropland,NULL,NULL,Non_Wetland,Shrubland,Forest,NULL
6988,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland,NULL,NULL
6989,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
6990,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland,NULL,Cropland
6991,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland,NULL,Wetland
6992,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland,NULL,Forest
6993,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland,Shrubland,NULL
6994,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland,Shrubland,Grassland
6995,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland,Shrubland,Cropland
6996,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,NULL
6997,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
6998,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Cropland
6999,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Wetland
7000,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Bareland
7001,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Built-up
7002,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland,Built-up,Grassland
7003,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland,Built-up,Cropland
7004,Cropland,Cropland,NULL,NULL,Non_Wetland,Cropland,NULL,Grassland
7005,Cropland,Cropland,NULL,NULL,Non_Wetland,Cropland,NULL,Cropland
7006,Cropland,Cropland,NULL,NULL,Non_Wetland,Bareland,NULL,NULL
7007,Cropland,Cropland,NULL,NULL,Non_Wetland,Bareland,NULL,Grassland
7008,Cropland,Cropland,NULL,NULL,Non_Wetland,Bareland,NULL,Cropland
7009,Cropland,Cropland,NULL,NULL,Non_Wetland,Bareland,NULL,Bareland
7010,Cropland,Cropland,NULL,NULL,Non_Wetland,Bareland,Shrubland,Grassland
7011,Cropland,Cropland,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
7012,Cropland,Cropland,NULL,NULL,Non_Wetland,Bareland,Grassland,Cropland
7013,Cropland,Cropland,NULL,NULL,Non_Wetland,Built-up,NULL,NULL
7014,Cropland,Cropland,NULL,NULL,Non_Wetland,Built-up,NULL,Grassland
7015,Cropland,Cropland,NULL,NULL,Non_Wetland,Built-up,NULL,Cropland
7016,Cropland,Cropland,NULL,NULL,Non_Wetland,Built-up,Grassland,Cropland
7017,Cropland,Cropland,NULL,NULL,Non_Wetland,Built-up,Built-up,Grassland
7018,Cropland,Cropland,NULL,NULL,Non_Wetland,Built-up,Built-up,Cropland
7019,Cropland,Cropland,NULL,NULL,Non_Wetland,Built-up,Built-up,Water
7020,Cropland,Cropland,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
7021,Cropland,Cropland,NULL,Non_Water,Non_Wetland,NULL,Grassland,NULL
7022,Cropland,Cropland,NULL,Non_Water,Non_Wetland,NULL,Grassland,Grassland
7023,Cropland,Cropland,NULL,Non_Water,Non_Wetland,NULL,Grassland,Cropland
7024,Cropland,Cropland,NULL,Non_Water,Non_Wetland,Shrubland,NULL,Grassland
7025,Cropland,Cropland,NULL,Non_Water,Non_Wetland,Shrubland,NULL,Cropland
7026,Cropland,Cropland,NULL,Non_Water,Non_Wetland,Shrubland,Grassland,NULL
7027,Cropland,Cropland,NULL,Non_Water,Non_Wetland,Shrubland,Grassland,Grassland
7028,Cropland,Cropland,NULL,Non_Water,Non_Wetland,Shrubland,Grassland,Cropland
7029,Cropland,Cropland,NULL,Non_Water,Non_Wetland,Grassland,NULL,Cropland
7030,Cropland,Cropland,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
7031,Cropland,Cropland,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Cropland
7032,Cropland,Cropland,NULL,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
7033,Cropland,Cropland,NULL,Non_Water,Non_Wetland,Water,NULL,Cropland
7034,Cropland,Cropland,NULL,Non_Water,Non_Wetland,Water,Grassland,Grassland
7035,Cropland,Cropland,NULL,Non_Water,Non_Wetland,Water,Water,Cropland
7036,Cropland,Cropland,NULL,Water,Non_Wetland,Water,Water,Wetland
7037,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
7038,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
7039,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
7040,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
7041,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Shrubland,NULL
7042,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Grassland
7043,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Cropland
7044,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Forest
7045,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Grassland,NULL
7046,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
7047,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Grassland,Cropland
7048,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
7049,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Built-up,Built-up
7050,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Forest,Grassland
7051,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,NULL,NULL
7052,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Grassland
7053,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Cropland
7054,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Wetland
7055,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Forest
7056,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
7057,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
7058,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
7059,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
7060,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,NULL
7061,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
7062,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Cropland
7063,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Built-up
7064,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Forest
7065,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,Grassland
7066,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Forest,NULL
7067,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Grassland
7068,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,NULL
7069,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
7070,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Cropland
7071,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Bareland
7072,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,NULL
7073,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
7074,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
7075,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
7076,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
7077,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Cropland
7078,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Wetland
7079,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Built-up
7080,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
7081,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Grassland
7082,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Cropland
7083,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,NULL,Grassland
7084,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,NULL,Cropland
7085,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,Cropland
