Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_20NLJ_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20NLJ_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20NLJ_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_20NLJ_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20NLJ_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20NLJ_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20NLJ_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_20NLJ_M_R
341,Water,NULL,Forest,NULL,Non_Wetland,Forest,NULL,Grassland
342,Water,NULL,Forest,NULL,Non_Wetland,Forest,NULL,Forest
343,Water,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
344,Water,NULL,Forest,NULL,Non_Wetland,Forest,Water,Forest
345,Water,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Forest
346,Water,NULL,Forest,Non_Water,Non_Wetland,Water,Forest,Water
347,Water,NULL,Forest,Water,Non_Wetland,NULL,NULL,Grassland
348,Water,NULL,Forest,Water,Non_Wetland,NULL,NULL,Forest
349,Water,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
350,Water,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
351,Water,Wetland,Water,Non_Water,Water,Water,Wetland,Forest
352,Water,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
353,Water,Water,NULL,NULL,Non_Wetland,NULL,NULL,Water
354,Water,Water,NULL,NULL,Non_Wetland,NULL,NULL,Forest
355,Water,Water,NULL,NULL,Non_Wetland,Water,Wetland,Water
356,Water,Water,NULL,NULL,Non_Wetland,Water,Water,Water
357,Water,Water,NULL,NULL,Non_Wetland,Water,Forest,Water
358,Water,Water,NULL,NULL,Non_Wetland,Forest,Water,Water
359,Water,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Water
360,Water,Water,NULL,Water,Non_Wetland,NULL,NULL,Water
361,Water,Water,NULL,Water,Non_Wetland,NULL,NULL,Forest
362,Water,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
363,Water,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
364,Water,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
365,Water,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
366,Water,Water,Shrubland,NULL,Non_Wetland,Water,Water,Forest
367,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
368,Water,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Water
369,Water,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
370,Water,Water,Shrubland,Water,Non_Wetland,Water,Water,Water
371,Water,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Water
372,Water,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
373,Water,Water,Grassland,NULL,Non_Wetland,Water,Water,Water
374,Water,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Water
375,Water,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
376,Water,Water,Grassland,Water,Non_Wetland,NULL,NULL,Water
377,Water,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
378,Water,Water,Wetland,NULL,Wetland,NULL,NULL,Grassland
379,Water,Water,Wetland,NULL,Wetland,NULL,NULL,Bareland
380,Water,Water,Wetland,NULL,Wetland,NULL,NULL,Water
381,Water,Water,Wetland,NULL,Wetland,NULL,NULL,Forest
382,Water,Water,Wetland,NULL,Wetland,NULL,Wetland,Water
383,Water,Water,Wetland,NULL,Wetland,NULL,Wetland,Forest
384,Water,Water,Wetland,NULL,Wetland,NULL,Water,Water
385,Water,Water,Wetland,NULL,Wetland,NULL,Water,Forest
386,Water,Water,Wetland,NULL,Wetland,NULL,Forest,Water
387,Water,Water,Wetland,NULL,Wetland,NULL,Forest,Forest
388,Water,Water,Wetland,NULL,Wetland,Bareland,Water,Water
389,Water,Water,Wetland,NULL,Wetland,Water,Wetland,Water
390,Water,Water,Wetland,NULL,Wetland,Water,Wetland,Forest
391,Water,Water,Wetland,NULL,Wetland,Water,Water,Water
392,Water,Water,Wetland,NULL,Wetland,Water,Water,Forest
393,Water,Water,Wetland,NULL,Wetland,Water,Forest,Water
394,Water,Water,Wetland,NULL,Wetland,Water,Forest,Forest
395,Water,Water,Wetland,NULL,Wetland,Forest,Water,Water
396,Water,Water,Wetland,Non_Water,Wetland,NULL,NULL,Water
397,Water,Water,Wetland,Non_Water,Wetland,NULL,NULL,Forest
398,Water,Water,Wetland,Non_Water,Wetland,Water,Wetland,Water
399,Water,Water,Wetland,Non_Water,Wetland,Water,Wetland,Forest
400,Water,Water,Wetland,Non_Water,Wetland,Water,Water,Water
401,Water,Water,Wetland,Non_Water,Wetland,Water,Water,Forest
402,Water,Water,Wetland,Non_Water,Wetland,Water,Forest,Water
403,Water,Water,Wetland,Non_Water,Wetland,Forest,Water,Water
404,Water,Water,Wetland,Water,Wetland,NULL,NULL,Water
405,Water,Water,Wetland,Water,Wetland,NULL,NULL,Forest
406,Water,Water,Wetland,Water,Wetland,NULL,Water,Water
407,Water,Water,Wetland,Water,Wetland,Bareland,Water,Water
408,Water,Water,Wetland,Water,Wetland,Bareland,Water,Forest
409,Water,Water,Wetland,Water,Wetland,Water,Wetland,Water
410,Water,Water,Wetland,Water,Wetland,Water,Water,Water
411,Water,Water,Wetland,Water,Wetland,Water,Water,Forest
412,Water,Water,Wetland,Water,Wetland,Water,Forest,Water
413,Water,Water,Wetland,Water,Wetland,Forest,Wetland,Water
414,Water,Water,Water,NULL,Water,NULL,NULL,Grassland
415,Water,Water,Water,NULL,Water,NULL,NULL,Bareland
416,Water,Water,Water,NULL,Water,NULL,NULL,Water
417,Water,Water,Water,NULL,Water,NULL,NULL,Forest
418,Water,Water,Water,NULL,Water,NULL,Wetland,Water
419,Water,Water,Water,NULL,Water,NULL,Water,Water
420,Water,Water,Water,NULL,Water,NULL,Water,Forest
421,Water,Water,Water,NULL,Water,NULL,Forest,Water
422,Water,Water,Water,NULL,Water,NULL,Forest,Forest
423,Water,Water,Water,NULL,Water,Water,Wetland,Water
424,Water,Water,Water,NULL,Water,Water,Wetland,Forest
425,Water,Water,Water,NULL,Water,Water,Water,Bareland
426,Water,Water,Water,NULL,Water,Water,Water,Water
427,Water,Water,Water,NULL,Water,Water,Water,Forest
428,Water,Water,Water,NULL,Water,Water,Forest,Water
429,Water,Water,Water,NULL,Water,Water,Forest,Forest
430,Water,Water,Water,NULL,Water,Forest,Water,Forest
431,Water,Water,Water,Non_Water,Water,NULL,NULL,Water
432,Water,Water,Water,Non_Water,Water,NULL,NULL,Forest
433,Water,Water,Water,Non_Water,Water,Bareland,Water,Water
434,Water,Water,Water,Non_Water,Water,Water,Wetland,Water
435,Water,Water,Water,Non_Water,Water,Water,Wetland,Forest
436,Water,Water,Water,Non_Water,Water,Water,Water,Water
437,Water,Water,Water,Non_Water,Water,Water,Water,Forest
438,Water,Water,Water,Non_Water,Water,Water,Forest,Water
439,Water,Water,Water,Non_Water,Water,Water,Forest,Forest
440,Water,Water,Water,Water,Water,NULL,NULL,Grassland
441,Water,Water,Water,Water,Water,NULL,NULL,Bareland
442,Water,Water,Water,Water,Water,NULL,NULL,Water
443,Water,Water,Water,Water,Water,NULL,NULL,Forest
444,Water,Water,Water,Water,Water,NULL,Wetland,Water
445,Water,Water,Water,Water,Water,NULL,Water,Water
446,Water,Water,Water,Water,Water,NULL,Water,Forest
447,Water,Water,Water,Water,Water,NULL,Forest,Water
448,Water,Water,Water,Water,Water,Grassland,Water,Water
449,Water,Water,Water,Water,Water,Bareland,Wetland,Water
450,Water,Water,Water,Water,Water,Bareland,Water,Water
451,Water,Water,Water,Water,Water,Water,Wetland,Water
452,Water,Water,Water,Water,Water,Water,Wetland,Forest
453,Water,Water,Water,Water,Water,Water,Water,Water
454,Water,Water,Water,Water,Water,Water,Water,Forest
455,Water,Water,Water,Water,Water,Water,Forest,Water
456,Water,Water,Water,Water,Water,Water,Forest,Forest
457,Water,Water,Water,Water,Water,Forest,Water,Water
458,Water,Water,Water,Water,Water,Forest,Water,Forest
459,Water,Water,Water,Water,Water,Forest,Forest,Water
460,Water,Water,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
461,Water,Water,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
462,Water,Water,Forest,NULL,Non_Wetland,NULL,NULL,Water
463,Water,Water,Forest,NULL,Non_Wetland,NULL,NULL,Forest
464,Water,Water,Forest,NULL,Non_Wetland,NULL,Wetland,Water
465,Water,Water,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
466,Water,Water,Forest,NULL,Non_Wetland,NULL,Water,Water
467,Water,Water,Forest,NULL,Non_Wetland,NULL,Water,Forest
468,Water,Water,Forest,NULL,Non_Wetland,NULL,Forest,Water
469,Water,Water,Forest,NULL,Non_Wetland,NULL,Forest,Forest
470,Water,Water,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
471,Water,Water,Forest,NULL,Non_Wetland,Bareland,Wetland,Water
472,Water,Water,Forest,NULL,Non_Wetland,Water,Wetland,Bareland
473,Water,Water,Forest,NULL,Non_Wetland,Water,Wetland,Water
474,Water,Water,Forest,NULL,Non_Wetland,Water,Wetland,Forest
475,Water,Water,Forest,NULL,Non_Wetland,Water,Water,Water
476,Water,Water,Forest,NULL,Non_Wetland,Water,Water,Forest
477,Water,Water,Forest,NULL,Non_Wetland,Water,Forest,Water
478,Water,Water,Forest,NULL,Non_Wetland,Water,Forest,Forest
479,Water,Water,Forest,NULL,Non_Wetland,Forest,Wetland,Water
480,Water,Water,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
481,Water,Water,Forest,NULL,Non_Wetland,Forest,Water,Water
482,Water,Water,Forest,NULL,Non_Wetland,Forest,Water,Forest
483,Water,Water,Forest,NULL,Non_Wetland,Forest,Forest,Water
484,Water,Water,Forest,NULL,Non_Wetland,Forest,Forest,Forest
485,Water,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
486,Water,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
487,Water,Water,Forest,Non_Water,Non_Wetland,NULL,Wetland,Water
488,Water,Water,Forest,Non_Water,Non_Wetland,NULL,Wetland,Forest
489,Water,Water,Forest,Non_Water,Non_Wetland,Water,Wetland,Water
490,Water,Water,Forest,Non_Water,Non_Wetland,Water,Wetland,Forest
491,Water,Water,Forest,Non_Water,Non_Wetland,Water,Water,Water
492,Water,Water,Forest,Non_Water,Non_Wetland,Water,Forest,Water
493,Water,Water,Forest,Non_Water,Non_Wetland,Forest,Wetland,Forest
494,Water,Water,Forest,Water,Non_Wetland,NULL,NULL,Grassland
495,Water,Water,Forest,Water,Non_Wetland,NULL,NULL,Water
496,Water,Water,Forest,Water,Non_Wetland,NULL,NULL,Forest
497,Water,Water,Forest,Water,Non_Wetland,NULL,Wetland,Water
498,Water,Water,Forest,Water,Non_Wetland,NULL,Wetland,Forest
499,Water,Water,Forest,Water,Non_Wetland,NULL,Water,Water
500,Water,Water,Forest,Water,Non_Wetland,NULL,Water,Forest
501,Water,Water,Forest,Water,Non_Wetland,Water,Wetland,Water
502,Water,Water,Forest,Water,Non_Wetland,Water,Wetland,Forest
503,Water,Water,Forest,Water,Non_Wetland,Water,Water,Water
504,Water,Water,Forest,Water,Non_Wetland,Water,Water,Forest
505,Water,Water,Forest,Water,Non_Wetland,Water,Forest,Water
506,Water,Water,Forest,Water,Non_Wetland,Forest,Wetland,Forest
507,Water,Water,Forest,Water,Non_Wetland,Forest,Water,Water
508,Water,Forest,NULL,NULL,Non_Wetland,Forest,Forest,Forest
509,Water,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
510,Water,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
511,Water,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
512,Water,Forest,Shrubland,NULL,Non_Wetland,NULL,Forest,Forest
513,Water,Forest,Shrubland,NULL,Non_Wetland,Shrubland,NULL,NULL
514,Water,Forest,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Grassland
515,Water,Forest,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Forest
516,Water,Forest,Shrubland,NULL,Non_Wetland,Grassland,NULL,NULL
517,Water,Forest,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
518,Water,Forest,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
519,Water,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
520,Water,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
521,Water,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
522,Water,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
523,Water,Forest,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
524,Water,Forest,Shrubland,NULL,Non_Wetland,Water,NULL,Grassland
525,Water,Forest,Shrubland,NULL,Non_Wetland,Water,NULL,Forest
526,Water,Forest,Shrubland,NULL,Non_Wetland,Water,Forest,Forest
527,Water,Forest,Shrubland,NULL,Non_Wetland,Forest,NULL,NULL
528,Water,Forest,Shrubland,NULL,Non_Wetland,Forest,NULL,Grassland
529,Water,Forest,Shrubland,NULL,Non_Wetland,Forest,NULL,Forest
530,Water,Forest,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
531,Water,Forest,Shrubland,NULL,Non_Wetland,Forest,Forest,NULL
532,Water,Forest,Shrubland,NULL,Non_Wetland,Forest,Forest,Grassland
533,Water,Forest,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
534,Water,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
535,Water,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
536,Water,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
537,Water,Forest,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
538,Water,Forest,Grassland,NULL,Non_Wetland,Grassland,NULL,Forest
539,Water,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
540,Water,Forest,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
541,Water,Forest,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
542,Water,Forest,Grassland,NULL,Non_Wetland,Water,NULL,Grassland
543,Water,Forest,Grassland,NULL,Non_Wetland,Forest,NULL,Grassland
544,Water,Forest,Grassland,NULL,Non_Wetland,Forest,NULL,Forest
545,Water,Forest,Grassland,NULL,Non_Wetland,Forest,Forest,Grassland
546,Water,Forest,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
547,Water,Forest,Wetland,NULL,Wetland,NULL,NULL,Grassland
548,Water,Forest,Wetland,NULL,Wetland,NULL,NULL,Forest
549,Water,Forest,Wetland,NULL,Wetland,NULL,Wetland,Forest
550,Water,Forest,Wetland,NULL,Wetland,NULL,Forest,Forest
551,Water,Forest,Wetland,NULL,Wetland,Grassland,Wetland,Forest
552,Water,Forest,Wetland,NULL,Wetland,Water,NULL,Forest
553,Water,Forest,Wetland,NULL,Wetland,Water,Wetland,Forest
554,Water,Forest,Wetland,NULL,Wetland,Water,Forest,Forest
555,Water,Forest,Wetland,NULL,Wetland,Forest,NULL,Forest
556,Water,Forest,Wetland,NULL,Wetland,Forest,Forest,Forest
557,Water,Forest,Wetland,Non_Water,Wetland,NULL,Wetland,Forest
558,Water,Forest,Bareland,NULL,Non_Wetland,Forest,NULL,Forest
559,Water,Forest,Water,NULL,Water,NULL,NULL,Water
560,Water,Forest,Water,NULL,Water,NULL,NULL,Forest
561,Water,Forest,Water,NULL,Water,NULL,Wetland,Forest
562,Water,Forest,Water,NULL,Water,Water,Water,Forest
563,Water,Forest,Water,NULL,Water,Water,Forest,Forest
564,Water,Forest,Water,NULL,Water,Forest,Water,Forest
565,Water,Forest,Water,NULL,Water,Forest,Forest,Forest
566,Water,Forest,Water,Water,Water,NULL,NULL,Water
567,Water,Forest,Water,Water,Water,NULL,NULL,Forest
568,Water,Forest,Forest,NULL,Non_Wetland,NULL,NULL,NULL
569,Water,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
570,Water,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
571,Water,Forest,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
572,Water,Forest,Forest,NULL,Non_Wetland,NULL,Forest,Grassland
573,Water,Forest,Forest,NULL,Non_Wetland,NULL,Forest,Forest
574,Water,Forest,Forest,NULL,Non_Wetland,Shrubland,NULL,Forest
575,Water,Forest,Forest,NULL,Non_Wetland,Shrubland,Forest,Forest
576,Water,Forest,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
577,Water,Forest,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
578,Water,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
579,Water,Forest,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
580,Water,Forest,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
581,Water,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
582,Water,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
583,Water,Forest,Forest,NULL,Non_Wetland,Bareland,NULL,Forest
584,Water,Forest,Forest,NULL,Non_Wetland,Bareland,Water,Forest
585,Water,Forest,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
586,Water,Forest,Forest,NULL,Non_Wetland,Water,NULL,Grassland
587,Water,Forest,Forest,NULL,Non_Wetland,Water,NULL,Forest
588,Water,Forest,Forest,NULL,Non_Wetland,Water,Grassland,Forest
589,Water,Forest,Forest,NULL,Non_Wetland,Water,Wetland,Forest
590,Water,Forest,Forest,NULL,Non_Wetland,Water,Water,Bareland
591,Water,Forest,Forest,NULL,Non_Wetland,Water,Water,Forest
592,Water,Forest,Forest,NULL,Non_Wetland,Water,Forest,Grassland
593,Water,Forest,Forest,NULL,Non_Wetland,Water,Forest,Bareland
594,Water,Forest,Forest,NULL,Non_Wetland,Water,Forest,Forest
595,Water,Forest,Forest,NULL,Non_Wetland,Forest,NULL,NULL
596,Water,Forest,Forest,NULL,Non_Wetland,Forest,NULL,Grassland
597,Water,Forest,Forest,NULL,Non_Wetland,Forest,NULL,Forest
598,Water,Forest,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
599,Water,Forest,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
600,Water,Forest,Forest,NULL,Non_Wetland,Forest,Bareland,Forest
601,Water,Forest,Forest,NULL,Non_Wetland,Forest,Water,Forest
602,Water,Forest,Forest,NULL,Non_Wetland,Forest,Forest,NULL
603,Water,Forest,Forest,NULL,Non_Wetland,Forest,Forest,Grassland
604,Water,Forest,Forest,NULL,Non_Wetland,Forest,Forest,Bareland
605,Water,Forest,Forest,NULL,Non_Wetland,Forest,Forest,Forest
606,Water,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
607,Water,Forest,Forest,Non_Water,Non_Wetland,NULL,Forest,Forest
608,Water,Forest,Forest,Non_Water,Non_Wetland,Forest,Forest,Forest
609,Water,Forest,Forest,Water,Non_Wetland,NULL,NULL,Water
610,Water,Forest,Forest,Water,Non_Wetland,Forest,Forest,Forest
611,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
612,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
613,Permanent_ice_and_snow,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
614,Permanent_ice_and_snow,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
615,Permanent_ice_and_snow,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
616,Permanent_ice_and_snow,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
617,Permanent_ice_and_snow,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Forest
618,Permanent_ice_and_snow,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
619,Permanent_ice_and_snow,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
620,Permanent_ice_and_snow,Forest,Shrubland,NULL,Non_Wetland,Forest,NULL,Forest
621,Permanent_ice_and_snow,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
622,Permanent_ice_and_snow,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
623,Permanent_ice_and_snow,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
624,Permanent_ice_and_snow,Forest,Forest,NULL,Non_Wetland,NULL,NULL,NULL
625,Permanent_ice_and_snow,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
626,Permanent_ice_and_snow,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
627,Permanent_ice_and_snow,Forest,Forest,NULL,Non_Wetland,NULL,Forest,Forest
628,Permanent_ice_and_snow,Forest,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
629,Permanent_ice_and_snow,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
630,Permanent_ice_and_snow,Forest,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
631,Permanent_ice_and_snow,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
632,Permanent_ice_and_snow,Forest,Forest,NULL,Non_Wetland,Bareland,NULL,Forest
633,Permanent_ice_and_snow,Forest,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
634,Permanent_ice_and_snow,Forest,Forest,NULL,Non_Wetland,Forest,NULL,NULL
635,Permanent_ice_and_snow,Forest,Forest,NULL,Non_Wetland,Forest,NULL,Forest
636,Permanent_ice_and_snow,Forest,Forest,NULL,Non_Wetland,Forest,Forest,Forest
637,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
638,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Forest
639,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
640,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
641,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
642,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Forest
643,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Forest
644,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
645,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
646,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
647,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
648,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
649,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,Grassland
650,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,Forest
651,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Grassland
652,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
653,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
654,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Wetland
655,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
656,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
657,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Water
658,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
659,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
660,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Forest
661,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
662,Forest,NULL,Grassland,NULL,Non_Wetland,Forest,NULL,Grassland
663,Forest,NULL,Grassland,NULL,Non_Wetland,Forest,NULL,Forest
664,Forest,NULL,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
665,Forest,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
666,Forest,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
667,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
668,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
669,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,NULL
670,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
671,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,Wetland
672,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,Forest
673,Forest,NULL,Wetland,NULL,Wetland,Water,Wetland,Forest
674,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
675,Forest,NULL,Water,NULL,Water,NULL,NULL,Grassland
676,Forest,NULL,Water,NULL,Water,NULL,NULL,Forest
677,Forest,NULL,Water,NULL,Water,Water,Forest,Forest
678,Forest,NULL,Water,Water,Water,NULL,NULL,Grassland
679,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,NULL
680,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
681,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
682,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
683,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Water
684,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
685,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,Grassland
686,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
687,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Forest,Forest
688,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
689,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
690,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
691,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
692,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
693,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
694,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
695,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
696,Forest,NULL,Forest,NULL,Non_Wetland,Water,Wetland,Forest
697,Forest,NULL,Forest,NULL,Non_Wetland,Water,Water,Bareland
698,Forest,NULL,Forest,NULL,Non_Wetland,Water,Forest,Forest
699,Forest,NULL,Forest,NULL,Non_Wetland,Forest,NULL,Grassland
700,Forest,NULL,Forest,NULL,Non_Wetland,Forest,NULL,Forest
701,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
702,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Grassland
703,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Forest
704,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
705,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
706,Forest,NULL,Forest,Non_Water,Non_Wetland,Water,Wetland,Forest
707,Forest,NULL,Forest,Water,Non_Wetland,NULL,NULL,Grassland
708,Forest,NULL,Forest,Water,Non_Wetland,NULL,NULL,Forest
709,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
710,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
711,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
712,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
