Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_20NPN_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20NPN_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20NPN_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_20NPN_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20NPN_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20NPN_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_20NPN_M_R
801,Grassland,Water,Water,Water,Water,NULL,Grassland
802,Grassland,Water,Water,Water,Water,NULL,Wetland
803,Grassland,Water,Water,Water,Water,NULL,Water
804,Grassland,Water,Water,Water,Water,NULL,Forest
805,Grassland,Water,Forest,NULL,Non_Wetland,NULL,Grassland
806,Grassland,Water,Forest,NULL,Non_Wetland,NULL,Water
807,Grassland,Water,Forest,NULL,Non_Wetland,NULL,Forest
808,Grassland,Water,Forest,Non_Water,Non_Wetland,NULL,Bareland
809,Grassland,Water,Forest,Non_Water,Non_Wetland,NULL,Forest
810,Grassland,Water,Forest,Water,Non_Wetland,NULL,Grassland
811,Grassland,Water,Forest,Water,Non_Wetland,NULL,Bareland
812,Grassland,Forest,NULL,NULL,Non_Wetland,NULL,Forest
813,Grassland,Forest,Shrubland,NULL,Non_Wetland,NULL,Grassland
814,Grassland,Forest,Shrubland,NULL,Non_Wetland,NULL,Bareland
815,Grassland,Forest,Shrubland,NULL,Non_Wetland,NULL,Forest
816,Grassland,Forest,Shrubland,Non_Water,Non_Wetland,NULL,Grassland
817,Grassland,Forest,Shrubland,Non_Water,Non_Wetland,NULL,Wetland
818,Grassland,Forest,Shrubland,Non_Water,Non_Wetland,NULL,Forest
819,Grassland,Forest,Shrubland,Water,Non_Wetland,NULL,Grassland
820,Grassland,Forest,Shrubland,Water,Non_Wetland,NULL,Forest
821,Grassland,Forest,Grassland,NULL,Non_Wetland,NULL,Grassland
822,Grassland,Forest,Grassland,NULL,Non_Wetland,NULL,Forest
823,Grassland,Forest,Grassland,Non_Water,Non_Wetland,NULL,Forest
824,Grassland,Forest,Cropland,NULL,Non_Wetland,NULL,Grassland
825,Grassland,Forest,Cropland,NULL,Non_Wetland,NULL,Bareland
826,Grassland,Forest,Cropland,NULL,Non_Wetland,NULL,Water
827,Grassland,Forest,Cropland,NULL,Non_Wetland,NULL,Forest
828,Grassland,Forest,Cropland,Water,Non_Wetland,NULL,Grassland
829,Grassland,Forest,Wetland,NULL,Wetland,NULL,Grassland
830,Grassland,Forest,Wetland,NULL,Wetland,NULL,Wetland
831,Grassland,Forest,Wetland,NULL,Wetland,NULL,Forest
832,Grassland,Forest,Wetland,Non_Water,Wetland,NULL,Grassland
833,Grassland,Forest,Wetland,Non_Water,Wetland,NULL,Wetland
834,Grassland,Forest,Wetland,Water,Wetland,NULL,Grassland
835,Grassland,Forest,Bareland,NULL,Non_Wetland,NULL,Grassland
836,Grassland,Forest,Built-up,NULL,Non_Wetland,NULL,Grassland
837,Grassland,Forest,Built-up,NULL,Non_Wetland,NULL,Forest
838,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,Grassland
839,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,Wetland
840,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,Water
841,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,Forest
842,Grassland,Forest,Forest,Non_Water,Non_Wetland,NULL,Grassland
843,Grassland,Forest,Forest,Non_Water,Non_Wetland,NULL,Wetland
844,Grassland,Forest,Forest,Non_Water,Non_Wetland,NULL,Forest
845,Grassland,Forest,Forest,Water,Non_Wetland,NULL,Grassland
846,Grassland,Forest,Forest,Water,Non_Wetland,NULL,Wetland
847,Grassland,Forest,Forest,Water,Non_Wetland,NULL,Water
848,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,Grassland
849,Cropland,NULL,NULL,Water,Non_Wetland,NULL,Water
850,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland
851,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland
852,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,Water
853,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest
854,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland
855,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Bareland
856,Cropland,NULL,Shrubland,Water,Non_Wetland,NULL,Water
857,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland
858,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,Bareland
859,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,Forest
860,Cropland,NULL,Grassland,Water,Non_Wetland,NULL,Grassland
861,Cropland,NULL,Grassland,Water,Non_Wetland,NULL,Bareland
862,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL
863,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland
864,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland
865,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,Forest
866,Cropland,NULL,Cropland,Non_Water,Non_Wetland,NULL,Grassland
867,Cropland,NULL,Cropland,Water,Non_Wetland,NULL,Water
868,Cropland,NULL,Wetland,NULL,Wetland,NULL,Grassland
869,Cropland,NULL,Wetland,NULL,Wetland,NULL,Forest
870,Cropland,NULL,Bareland,NULL,Non_Wetland,NULL,Grassland
871,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,Grassland
872,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,Bareland
873,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,Built-up
874,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,Forest
875,Cropland,NULL,Water,NULL,Water,NULL,Grassland
876,Cropland,NULL,Water,Non_Water,Water,NULL,Grassland
877,Cropland,NULL,Water,Water,Water,NULL,Grassland
878,Cropland,NULL,Water,Water,Water,NULL,Water
879,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,Grassland
880,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,Bareland
881,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,Water
882,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,Forest
883,Cropland,NULL,Forest,Non_Water,Non_Wetland,NULL,Forest
884,Cropland,NULL,Forest,Water,Non_Wetland,NULL,Water
885,Cropland,NULL,Forest,Water,Non_Wetland,NULL,Forest
886,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Grassland
887,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL,Grassland
888,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland
889,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,Grassland
890,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,Forest
891,Cropland,Wetland,NULL,NULL,Non_Wetland,NULL,Bareland
892,Cropland,Wetland,Shrubland,NULL,Non_Wetland,NULL,Grassland
893,Cropland,Wetland,Shrubland,NULL,Non_Wetland,NULL,Forest
894,Cropland,Wetland,Cropland,NULL,Non_Wetland,NULL,Grassland
895,Cropland,Wetland,Cropland,NULL,Non_Wetland,NULL,Forest
896,Cropland,Wetland,Cropland,Water,Non_Wetland,NULL,Grassland
897,Cropland,Wetland,Cropland,Water,Non_Wetland,NULL,Forest
898,Cropland,Wetland,Wetland,NULL,Wetland,NULL,Forest
899,Cropland,Wetland,Bareland,Water,Non_Wetland,NULL,Water
900,Cropland,Wetland,Built-up,NULL,Non_Wetland,NULL,Grassland
901,Cropland,Wetland,Forest,NULL,Non_Wetland,NULL,Grassland
902,Cropland,Wetland,Forest,NULL,Non_Wetland,NULL,Forest
903,Cropland,Bareland,NULL,NULL,Non_Wetland,NULL,Forest
904,Cropland,Bareland,Shrubland,NULL,Non_Wetland,NULL,Forest
905,Cropland,Bareland,Shrubland,Water,Non_Wetland,NULL,Grassland
906,Cropland,Bareland,Shrubland,Water,Non_Wetland,NULL,Water
907,Cropland,Bareland,Wetland,Water,Wetland,NULL,Water
908,Cropland,Bareland,Forest,NULL,Non_Wetland,NULL,Bareland
909,Cropland,Bareland,Forest,NULL,Non_Wetland,NULL,Forest
910,Cropland,Bareland,Forest,Water,Non_Wetland,NULL,Water
911,Cropland,Built-up,Shrubland,NULL,Non_Wetland,NULL,Grassland
912,Cropland,Built-up,Shrubland,NULL,Non_Wetland,NULL,Bareland
913,Cropland,Built-up,Shrubland,NULL,Non_Wetland,NULL,Built-up
914,Cropland,Built-up,Shrubland,NULL,Non_Wetland,NULL,Forest
915,Cropland,Built-up,Grassland,NULL,Non_Wetland,NULL,Grassland
916,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL,Grassland
917,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL,Forest
918,Cropland,Built-up,Wetland,NULL,Wetland,NULL,Forest
919,Cropland,Built-up,Bareland,NULL,Non_Wetland,NULL,Grassland
920,Cropland,Built-up,Built-up,NULL,Non_Wetland,NULL,Grassland
921,Cropland,Built-up,Forest,NULL,Non_Wetland,NULL,Grassland
922,Cropland,Built-up,Forest,NULL,Non_Wetland,NULL,Forest
923,Cropland,Water,NULL,NULL,Non_Wetland,NULL,Grassland
924,Cropland,Water,Shrubland,NULL,Non_Wetland,NULL,Grassland
925,Cropland,Water,Shrubland,NULL,Non_Wetland,NULL,Bareland
926,Cropland,Water,Shrubland,NULL,Non_Wetland,NULL,Forest
927,Cropland,Water,Shrubland,Non_Water,Non_Wetland,NULL,Grassland
928,Cropland,Water,Shrubland,Water,Non_Wetland,NULL,Water
929,Cropland,Water,Grassland,NULL,Non_Wetland,NULL,Water
930,Cropland,Water,Cropland,NULL,Non_Wetland,NULL,Grassland
931,Cropland,Water,Cropland,NULL,Non_Wetland,NULL,Water
932,Cropland,Water,Cropland,Water,Non_Wetland,NULL,Forest
933,Cropland,Water,Wetland,NULL,Wetland,NULL,Grassland
934,Cropland,Water,Wetland,NULL,Wetland,NULL,Forest
935,Cropland,Water,Built-up,NULL,Non_Wetland,NULL,Grassland
936,Cropland,Water,Forest,NULL,Non_Wetland,NULL,Grassland
937,Cropland,Water,Forest,NULL,Non_Wetland,NULL,Forest
938,Cropland,Water,Forest,Water,Non_Wetland,NULL,Grassland
939,Cropland,Water,Forest,Water,Non_Wetland,NULL,Water
940,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL
941,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL,Grassland
942,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL,Bareland
943,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL,Water
944,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL,Forest
945,Cropland,Forest,Shrubland,Non_Water,Non_Wetland,NULL,Grassland
946,Cropland,Forest,Grassland,NULL,Non_Wetland,NULL,Grassland
947,Cropland,Forest,Grassland,NULL,Non_Wetland,NULL,Forest
948,Cropland,Forest,Cropland,NULL,Non_Wetland,NULL,Grassland
949,Cropland,Forest,Cropland,NULL,Non_Wetland,NULL,Forest
950,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,Grassland
951,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,Forest
952,Wetland,NULL,NULL,NULL,Non_Wetland,NULL,Grassland
953,Wetland,NULL,NULL,NULL,Non_Wetland,NULL,Water
954,Wetland,NULL,NULL,Water,Non_Wetland,NULL,Grassland
955,Wetland,NULL,NULL,Water,Non_Wetland,NULL,Bareland
956,Wetland,NULL,NULL,Water,Non_Wetland,NULL,Forest
957,Wetland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL
958,Wetland,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland
959,Wetland,NULL,Shrubland,NULL,Non_Wetland,NULL,Wetland
960,Wetland,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland
961,Wetland,NULL,Shrubland,NULL,Non_Wetland,NULL,Water
962,Wetland,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest
963,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland
964,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Wetland
965,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Bareland
966,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Water
967,Wetland,NULL,Shrubland,Water,Non_Wetland,NULL,Grassland
968,Wetland,NULL,Shrubland,Water,Non_Wetland,NULL,Wetland
969,Wetland,NULL,Shrubland,Water,Non_Wetland,NULL,Bareland
970,Wetland,NULL,Shrubland,Water,Non_Wetland,NULL,Water
971,Wetland,NULL,Shrubland,Water,Non_Wetland,NULL,Forest
972,Wetland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL
973,Wetland,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland
974,Wetland,NULL,Grassland,NULL,Non_Wetland,NULL,Wetland
975,Wetland,NULL,Grassland,NULL,Non_Wetland,NULL,Bareland
976,Wetland,NULL,Grassland,NULL,Non_Wetland,NULL,Forest
977,Wetland,NULL,Grassland,Non_Water,Non_Wetland,NULL,Grassland
978,Wetland,NULL,Grassland,Non_Water,Non_Wetland,NULL,Wetland
979,Wetland,NULL,Grassland,Water,Non_Wetland,NULL,Grassland
980,Wetland,NULL,Grassland,Water,Non_Wetland,NULL,Wetland
981,Wetland,NULL,Grassland,Water,Non_Wetland,NULL,Forest
982,Wetland,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland
983,Wetland,NULL,Cropland,NULL,Non_Wetland,NULL,Wetland
984,Wetland,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland
985,Wetland,NULL,Cropland,NULL,Non_Wetland,NULL,Water
986,Wetland,NULL,Cropland,NULL,Non_Wetland,NULL,Forest
987,Wetland,NULL,Cropland,Non_Water,Non_Wetland,NULL,Grassland
988,Wetland,NULL,Cropland,Water,Non_Wetland,NULL,Grassland
989,Wetland,NULL,Cropland,Water,Non_Wetland,NULL,Bareland
990,Wetland,NULL,Cropland,Water,Non_Wetland,NULL,Water
991,Wetland,NULL,Cropland,Water,Non_Wetland,NULL,Forest
992,Wetland,NULL,Wetland,NULL,Wetland,NULL,Grassland
993,Wetland,NULL,Wetland,NULL,Wetland,NULL,Wetland
994,Wetland,NULL,Wetland,NULL,Wetland,NULL,Bareland
995,Wetland,NULL,Wetland,NULL,Wetland,NULL,Water
996,Wetland,NULL,Wetland,NULL,Wetland,NULL,Forest
997,Wetland,NULL,Wetland,Non_Water,Wetland,NULL,Grassland
998,Wetland,NULL,Wetland,Non_Water,Wetland,NULL,Wetland
999,Wetland,NULL,Wetland,Water,Wetland,NULL,Grassland
1000,Wetland,NULL,Wetland,Water,Wetland,NULL,Wetland
1001,Wetland,NULL,Wetland,Water,Wetland,NULL,Bareland
1002,Wetland,NULL,Wetland,Water,Wetland,NULL,Water
1003,Wetland,NULL,Bareland,NULL,Non_Wetland,NULL,Grassland
1004,Wetland,NULL,Bareland,NULL,Non_Wetland,NULL,Bareland
1005,Wetland,NULL,Bareland,Non_Water,Non_Wetland,NULL,Grassland
1006,Wetland,NULL,Bareland,Water,Non_Wetland,NULL,Bareland
1007,Wetland,NULL,Built-up,NULL,Non_Wetland,NULL,Grassland
1008,Wetland,NULL,Built-up,Non_Water,Non_Wetland,NULL,Grassland
1009,Wetland,NULL,Built-up,Non_Water,Non_Wetland,NULL,Bareland
1010,Wetland,NULL,Built-up,Non_Water,Non_Wetland,NULL,Forest
1011,Wetland,NULL,Built-up,Water,Non_Wetland,NULL,Grassland
1012,Wetland,NULL,Built-up,Water,Non_Wetland,NULL,Bareland
1013,Wetland,NULL,Built-up,Water,Non_Wetland,NULL,Forest
1014,Wetland,NULL,Water,NULL,Water,NULL,Grassland
1015,Wetland,NULL,Water,NULL,Water,NULL,Wetland
1016,Wetland,NULL,Water,Non_Water,Water,NULL,Grassland
1017,Wetland,NULL,Water,Non_Water,Water,NULL,Wetland
1018,Wetland,NULL,Water,Water,Water,NULL,Grassland
1019,Wetland,NULL,Water,Water,Water,NULL,Wetland
1020,Wetland,NULL,Water,Water,Water,NULL,Bareland
1021,Wetland,NULL,Water,Water,Water,NULL,Water
1022,Wetland,NULL,Water,Water,Water,NULL,Forest
1023,Wetland,NULL,Forest,NULL,Non_Wetland,NULL,NULL
1024,Wetland,NULL,Forest,NULL,Non_Wetland,NULL,Grassland
1025,Wetland,NULL,Forest,NULL,Non_Wetland,NULL,Wetland
1026,Wetland,NULL,Forest,NULL,Non_Wetland,NULL,Bareland
1027,Wetland,NULL,Forest,NULL,Non_Wetland,NULL,Water
1028,Wetland,NULL,Forest,NULL,Non_Wetland,NULL,Forest
1029,Wetland,NULL,Forest,Non_Water,Non_Wetland,NULL,Grassland
1030,Wetland,NULL,Forest,Non_Water,Non_Wetland,NULL,Wetland
1031,Wetland,NULL,Forest,Non_Water,Non_Wetland,NULL,Water
1032,Wetland,NULL,Forest,Non_Water,Non_Wetland,NULL,Forest
1033,Wetland,NULL,Forest,Water,Non_Wetland,NULL,Grassland
1034,Wetland,NULL,Forest,Water,Non_Wetland,NULL,Wetland
1035,Wetland,NULL,Forest,Water,Non_Wetland,NULL,Bareland
1036,Wetland,NULL,Forest,Water,Non_Wetland,NULL,Water
1037,Wetland,Cropland,Forest,NULL,Non_Wetland,NULL,Grassland
1038,Wetland,Cropland,Forest,NULL,Non_Wetland,NULL,Forest
1039,Wetland,Wetland,NULL,NULL,Non_Wetland,NULL,Grassland
1040,Wetland,Wetland,NULL,NULL,Non_Wetland,NULL,Bareland
1041,Wetland,Wetland,NULL,NULL,Non_Wetland,NULL,Water
1042,Wetland,Wetland,NULL,NULL,Non_Wetland,NULL,Forest
1043,Wetland,Wetland,NULL,Non_Water,Non_Wetland,NULL,Grassland
1044,Wetland,Wetland,NULL,Non_Water,Non_Wetland,NULL,Bareland
1045,Wetland,Wetland,NULL,Water,Non_Wetland,NULL,Grassland
1046,Wetland,Wetland,NULL,Water,Non_Wetland,NULL,Bareland
1047,Wetland,Wetland,NULL,Water,Non_Wetland,NULL,Water
1048,Wetland,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL
1049,Wetland,Wetland,Shrubland,NULL,Non_Wetland,NULL,Grassland
1050,Wetland,Wetland,Shrubland,NULL,Non_Wetland,NULL,Wetland
1051,Wetland,Wetland,Shrubland,NULL,Non_Wetland,NULL,Bareland
1052,Wetland,Wetland,Shrubland,NULL,Non_Wetland,NULL,Water
1053,Wetland,Wetland,Shrubland,NULL,Non_Wetland,NULL,Forest
1054,Wetland,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,Grassland
1055,Wetland,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,Wetland
1056,Wetland,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,Bareland
1057,Wetland,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,Water
1058,Wetland,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,Forest
1059,Wetland,Wetland,Shrubland,Water,Non_Wetland,NULL,Grassland
1060,Wetland,Wetland,Shrubland,Water,Non_Wetland,NULL,Wetland
1061,Wetland,Wetland,Shrubland,Water,Non_Wetland,NULL,Bareland
1062,Wetland,Wetland,Shrubland,Water,Non_Wetland,NULL,Water
1063,Wetland,Wetland,Shrubland,Water,Non_Wetland,NULL,Forest
1064,Wetland,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL
1065,Wetland,Wetland,Grassland,NULL,Non_Wetland,NULL,Grassland
1066,Wetland,Wetland,Grassland,NULL,Non_Wetland,NULL,Wetland
1067,Wetland,Wetland,Grassland,NULL,Non_Wetland,NULL,Bareland
1068,Wetland,Wetland,Grassland,NULL,Non_Wetland,NULL,Water
1069,Wetland,Wetland,Grassland,NULL,Non_Wetland,NULL,Forest
1070,Wetland,Wetland,Grassland,Non_Water,Non_Wetland,NULL,Grassland
1071,Wetland,Wetland,Grassland,Non_Water,Non_Wetland,NULL,Bareland
1072,Wetland,Wetland,Grassland,Non_Water,Non_Wetland,NULL,Forest
1073,Wetland,Wetland,Grassland,Water,Non_Wetland,NULL,Grassland
1074,Wetland,Wetland,Grassland,Water,Non_Wetland,NULL,Wetland
1075,Wetland,Wetland,Grassland,Water,Non_Wetland,NULL,Bareland
1076,Wetland,Wetland,Grassland,Water,Non_Wetland,NULL,Water
1077,Wetland,Wetland,Grassland,Water,Non_Wetland,NULL,Forest
1078,Wetland,Wetland,Cropland,NULL,Non_Wetland,NULL,Grassland
1079,Wetland,Wetland,Cropland,NULL,Non_Wetland,NULL,Bareland
1080,Wetland,Wetland,Cropland,NULL,Non_Wetland,NULL,Water
1081,Wetland,Wetland,Cropland,NULL,Non_Wetland,NULL,Forest
1082,Wetland,Wetland,Cropland,Non_Water,Non_Wetland,NULL,Grassland
1083,Wetland,Wetland,Cropland,Non_Water,Non_Wetland,NULL,Bareland
1084,Wetland,Wetland,Cropland,Water,Non_Wetland,NULL,Grassland
1085,Wetland,Wetland,Cropland,Water,Non_Wetland,NULL,Bareland
1086,Wetland,Wetland,Cropland,Water,Non_Wetland,NULL,Water
1087,Wetland,Wetland,Cropland,Water,Non_Wetland,NULL,Forest
1088,Wetland,Wetland,Wetland,NULL,Wetland,NULL,NULL
1089,Wetland,Wetland,Wetland,NULL,Wetland,NULL,Grassland
1090,Wetland,Wetland,Wetland,NULL,Wetland,NULL,Wetland
1091,Wetland,Wetland,Wetland,NULL,Wetland,NULL,Bareland
1092,Wetland,Wetland,Wetland,NULL,Wetland,NULL,Water
1093,Wetland,Wetland,Wetland,NULL,Wetland,NULL,Forest
1094,Wetland,Wetland,Wetland,Non_Water,Wetland,NULL,Grassland
1095,Wetland,Wetland,Wetland,Non_Water,Wetland,NULL,Wetland
1096,Wetland,Wetland,Wetland,Non_Water,Wetland,NULL,Bareland
1097,Wetland,Wetland,Wetland,Non_Water,Wetland,NULL,Forest
1098,Wetland,Wetland,Wetland,Water,Wetland,NULL,Grassland
1099,Wetland,Wetland,Wetland,Water,Wetland,NULL,Wetland
1100,Wetland,Wetland,Wetland,Water,Wetland,NULL,Bareland
1101,Wetland,Wetland,Wetland,Water,Wetland,NULL,Water
1102,Wetland,Wetland,Wetland,Water,Wetland,NULL,Forest
1103,Wetland,Wetland,Bareland,NULL,Non_Wetland,NULL,Grassland
1104,Wetland,Wetland,Bareland,NULL,Non_Wetland,NULL,Bareland
1105,Wetland,Wetland,Bareland,Non_Water,Non_Wetland,NULL,Grassland
1106,Wetland,Wetland,Bareland,Non_Water,Non_Wetland,NULL,Bareland
1107,Wetland,Wetland,Bareland,Water,Non_Wetland,NULL,Grassland
1108,Wetland,Wetland,Bareland,Water,Non_Wetland,NULL,Bareland
1109,Wetland,Wetland,Built-up,NULL,Non_Wetland,NULL,Grassland
1110,Wetland,Wetland,Built-up,NULL,Non_Wetland,NULL,Bareland
1111,Wetland,Wetland,Built-up,NULL,Non_Wetland,NULL,Forest
1112,Wetland,Wetland,Built-up,Non_Water,Non_Wetland,NULL,Grassland
1113,Wetland,Wetland,Built-up,Non_Water,Non_Wetland,NULL,Bareland
1114,Wetland,Wetland,Built-up,Water,Non_Wetland,NULL,Grassland
1115,Wetland,Wetland,Water,NULL,Water,NULL,Grassland
1116,Wetland,Wetland,Water,NULL,Water,NULL,Wetland
1117,Wetland,Wetland,Water,NULL,Water,NULL,Water
1118,Wetland,Wetland,Water,NULL,Water,NULL,Forest
1119,Wetland,Wetland,Water,Non_Water,Water,NULL,Grassland
1120,Wetland,Wetland,Water,Non_Water,Water,NULL,Wetland
1121,Wetland,Wetland,Water,Non_Water,Water,NULL,Bareland
1122,Wetland,Wetland,Water,Non_Water,Water,NULL,Water
1123,Wetland,Wetland,Water,Non_Water,Water,NULL,Forest
1124,Wetland,Wetland,Water,Water,Water,NULL,Grassland
1125,Wetland,Wetland,Water,Water,Water,NULL,Wetland
1126,Wetland,Wetland,Water,Water,Water,NULL,Bareland
1127,Wetland,Wetland,Water,Water,Water,NULL,Water
1128,Wetland,Wetland,Water,Water,Water,NULL,Forest
1129,Wetland,Wetland,Forest,NULL,Non_Wetland,NULL,NULL
1130,Wetland,Wetland,Forest,NULL,Non_Wetland,NULL,Grassland
1131,Wetland,Wetland,Forest,NULL,Non_Wetland,NULL,Wetland
1132,Wetland,Wetland,Forest,NULL,Non_Wetland,NULL,Bareland
1133,Wetland,Wetland,Forest,NULL,Non_Wetland,NULL,Water
1134,Wetland,Wetland,Forest,NULL,Non_Wetland,NULL,Forest
1135,Wetland,Wetland,Forest,Non_Water,Non_Wetland,NULL,Grassland
1136,Wetland,Wetland,Forest,Non_Water,Non_Wetland,NULL,Wetland
1137,Wetland,Wetland,Forest,Non_Water,Non_Wetland,NULL,Bareland
1138,Wetland,Wetland,Forest,Non_Water,Non_Wetland,NULL,Water
1139,Wetland,Wetland,Forest,Non_Water,Non_Wetland,NULL,Forest
1140,Wetland,Wetland,Forest,Water,Non_Wetland,NULL,Grassland
1141,Wetland,Wetland,Forest,Water,Non_Wetland,NULL,Wetland
1142,Wetland,Wetland,Forest,Water,Non_Wetland,NULL,Bareland
1143,Wetland,Wetland,Forest,Water,Non_Wetland,NULL,Water
1144,Wetland,Wetland,Forest,Water,Non_Wetland,NULL,Forest
1145,Wetland,Bareland,NULL,NULL,Non_Wetland,NULL,Bareland
1146,Wetland,Bareland,Shrubland,NULL,Non_Wetland,NULL,Grassland
1147,Wetland,Bareland,Shrubland,NULL,Non_Wetland,NULL,Forest
1148,Wetland,Bareland,Shrubland,Non_Water,Non_Wetland,NULL,Bareland
1149,Wetland,Bareland,Shrubland,Water,Non_Wetland,NULL,Grassland
1150,Wetland,Bareland,Shrubland,Water,Non_Wetland,NULL,Bareland
1151,Wetland,Bareland,Shrubland,Water,Non_Wetland,NULL,Water
1152,Wetland,Bareland,Grassland,NULL,Non_Wetland,NULL,Grassland
1153,Wetland,Bareland,Grassland,NULL,Non_Wetland,NULL,Bareland
1154,Wetland,Bareland,Grassland,NULL,Non_Wetland,NULL,Water
1155,Wetland,Bareland,Grassland,NULL,Non_Wetland,NULL,Forest
1156,Wetland,Bareland,Cropland,NULL,Non_Wetland,NULL,Grassland
1157,Wetland,Bareland,Cropland,NULL,Non_Wetland,NULL,Bareland
1158,Wetland,Bareland,Cropland,NULL,Non_Wetland,NULL,Water
1159,Wetland,Bareland,Cropland,Non_Water,Non_Wetland,NULL,Grassland
1160,Wetland,Bareland,Cropland,Water,Non_Wetland,NULL,Grassland
1161,Wetland,Bareland,Wetland,Water,Wetland,NULL,Water
1162,Wetland,Bareland,Built-up,NULL,Non_Wetland,NULL,Water
1163,Wetland,Bareland,Water,NULL,Water,NULL,Water
1164,Wetland,Bareland,Water,Water,Water,NULL,Bareland
1165,Wetland,Bareland,Water,Water,Water,NULL,Water
1166,Wetland,Bareland,Water,Water,Water,NULL,Forest
1167,Wetland,Bareland,Forest,NULL,Non_Wetland,NULL,Forest
1168,Wetland,Bareland,Forest,Water,Non_Wetland,NULL,Grassland
1169,Wetland,Bareland,Forest,Water,Non_Wetland,NULL,Water
1170,Wetland,Built-up,NULL,NULL,Non_Wetland,NULL,Grassland
1171,Wetland,Built-up,Shrubland,NULL,Non_Wetland,NULL,Grassland
1172,Wetland,Built-up,Shrubland,NULL,Non_Wetland,NULL,Bareland
1173,Wetland,Built-up,Shrubland,NULL,Non_Wetland,NULL,Forest
1174,Wetland,Built-up,Shrubland,Non_Water,Non_Wetland,NULL,Grassland
1175,Wetland,Built-up,Shrubland,Non_Water,Non_Wetland,NULL,Bareland
1176,Wetland,Built-up,Shrubland,Non_Water,Non_Wetland,NULL,Forest
1177,Wetland,Built-up,Shrubland,Water,Non_Wetland,NULL,Grassland
