Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_20MKA_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20MKA_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20MKA_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_20MKA_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20MKA_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20MKA_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20MKA_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_20MKA_M_R
1122,Wetland,Wetland,Forest,Water,Non_Wetland,Wetland,Grassland,Grassland
1123,Wetland,Wetland,Forest,Water,Non_Wetland,Wetland,Grassland,Wetland
1124,Wetland,Wetland,Forest,Water,Non_Wetland,Wetland,Wetland,Grassland
1125,Wetland,Wetland,Forest,Water,Non_Wetland,Wetland,Wetland,Wetland
1126,Wetland,Wetland,Forest,Water,Non_Wetland,Wetland,Wetland,Forest
1127,Wetland,Wetland,Forest,Water,Non_Wetland,Wetland,Water,Grassland
1128,Wetland,Wetland,Forest,Water,Non_Wetland,Wetland,Water,Wetland
1129,Wetland,Wetland,Forest,Water,Non_Wetland,Water,Grassland,Grassland
1130,Wetland,Wetland,Forest,Water,Non_Wetland,Water,Grassland,Wetland
1131,Wetland,Wetland,Forest,Water,Non_Wetland,Water,Wetland,Grassland
1132,Wetland,Wetland,Forest,Water,Non_Wetland,Water,Wetland,Wetland
1133,Wetland,Wetland,Forest,Water,Non_Wetland,Water,Water,Grassland
1134,Wetland,Wetland,Forest,Water,Non_Wetland,Water,Water,Wetland
1135,Wetland,Water,NULL,NULL,Non_Wetland,Wetland,Water,Grassland
1136,Wetland,Water,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
1137,Wetland,Water,Wetland,NULL,Wetland,Water,Wetland,Forest
1138,Wetland,Water,Wetland,Non_Water,Wetland,Grassland,Wetland,Grassland
1139,Wetland,Water,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
1140,Wetland,Water,Wetland,Non_Water,Wetland,Wetland,Wetland,Wetland
1141,Wetland,Water,Wetland,Water,Wetland,Grassland,Water,Wetland
1142,Wetland,Water,Wetland,Water,Wetland,Water,Wetland,Wetland
1143,Wetland,Water,Wetland,Water,Wetland,Water,Water,Grassland
1144,Wetland,Water,Wetland,Water,Wetland,Water,Water,Wetland
1145,Wetland,Water,Wetland,Water,Wetland,Water,Water,Water
1146,Wetland,Water,Bareland,Water,Non_Wetland,Wetland,Water,Wetland
1147,Wetland,Water,Water,Water,Water,Water,Water,Wetland
1148,Wetland,Water,Water,Water,Water,Water,Water,Water
1149,Wetland,Water,Forest,Non_Water,Non_Wetland,Water,Wetland,Forest
1150,Wetland,Forest,Grassland,Non_Water,Non_Wetland,Water,Wetland,Grassland
1151,Wetland,Forest,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
1152,Wetland,Forest,Wetland,Non_Water,Wetland,Bareland,Wetland,Forest
1153,Wetland,Forest,Wetland,Water,Wetland,Wetland,Wetland,Grassland
1154,Wetland,Forest,Wetland,Water,Wetland,Wetland,Wetland,Forest
1155,Wetland,Forest,Bareland,Non_Water,Non_Wetland,Water,Wetland,Forest
1156,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Bareland
1157,Bareland,NULL,Bareland,Water,Non_Wetland,Water,Wetland,Grassland
1158,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,Forest,Grassland
1159,Bareland,Wetland,Wetland,Water,Wetland,Water,Water,Wetland
1160,Bareland,Bareland,Wetland,Non_Water,Wetland,Water,Water,Water
1161,Bareland,Bareland,Wetland,Water,Wetland,Bareland,Water,Water
1162,Bareland,Bareland,Wetland,Water,Wetland,Water,Water,Water
1163,Bareland,Bareland,Bareland,Water,Non_Wetland,Water,Wetland,Water
1164,Bareland,Bareland,Water,Water,Water,Water,Water,Water
1165,Bareland,Water,Wetland,Non_Water,Wetland,Water,Water,Water
1166,Bareland,Water,Wetland,Water,Wetland,Water,Water,Water
1167,Bareland,Water,Bareland,Non_Water,Non_Wetland,Bareland,Water,Water
1168,Bareland,Water,Water,Non_Water,Water,Bareland,Water,Forest
1169,Bareland,Water,Water,Water,Water,Water,Water,Water
1170,Water,NULL,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
1171,Water,NULL,NULL,Non_Water,Non_Wetland,Wetland,Water,Grassland
1172,Water,NULL,NULL,Non_Water,Non_Wetland,Water,Wetland,Grassland
1173,Water,NULL,NULL,Water,Non_Wetland,Grassland,Water,Wetland
1174,Water,NULL,Shrubland,Water,Non_Wetland,Wetland,Wetland,Grassland
1175,Water,NULL,Shrubland,Water,Non_Wetland,Wetland,Wetland,Wetland
1176,Water,NULL,Shrubland,Water,Non_Wetland,Bareland,Wetland,Wetland
1177,Water,NULL,Shrubland,Water,Non_Wetland,Bareland,Water,Grassland
1178,Water,NULL,Grassland,NULL,Non_Wetland,Wetland,Wetland,Grassland
1179,Water,NULL,Grassland,NULL,Non_Wetland,Water,Wetland,Forest
1180,Water,NULL,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
1181,Water,NULL,Grassland,Non_Water,Non_Wetland,Wetland,Water,Grassland
1182,Water,NULL,Grassland,Non_Water,Non_Wetland,Water,Wetland,Grassland
1183,Water,NULL,Grassland,Water,Non_Wetland,Wetland,Wetland,Grassland
1184,Water,NULL,Grassland,Water,Non_Wetland,Wetland,Wetland,Wetland
1185,Water,NULL,Cropland,Non_Water,Non_Wetland,Water,Wetland,Forest
1186,Water,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
1187,Water,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
1188,Water,NULL,Wetland,NULL,Wetland,Water,NULL,Grassland
1189,Water,NULL,Wetland,NULL,Wetland,Water,Wetland,Grassland
1190,Water,NULL,Wetland,NULL,Wetland,Water,Wetland,Forest
1191,Water,NULL,Wetland,NULL,Wetland,Water,Water,Grassland
1192,Water,NULL,Wetland,Non_Water,Wetland,Grassland,Wetland,Grassland
1193,Water,NULL,Wetland,Non_Water,Wetland,Grassland,Wetland,Forest
1194,Water,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
1195,Water,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Wetland
1196,Water,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
1197,Water,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Grassland
1198,Water,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Forest
1199,Water,NULL,Wetland,Non_Water,Wetland,Bareland,Water,Forest
1200,Water,NULL,Wetland,Non_Water,Wetland,Water,NULL,Grassland
1201,Water,NULL,Wetland,Non_Water,Wetland,Water,Wetland,Grassland
1202,Water,NULL,Wetland,Non_Water,Wetland,Water,Wetland,Wetland
1203,Water,NULL,Wetland,Non_Water,Wetland,Water,Wetland,Forest
1204,Water,NULL,Wetland,Non_Water,Wetland,Water,Water,Grassland
1205,Water,NULL,Wetland,Non_Water,Wetland,Water,Water,Wetland
1206,Water,NULL,Wetland,Water,Wetland,Wetland,Grassland,Wetland
1207,Water,NULL,Wetland,Water,Wetland,Wetland,Wetland,Grassland
1208,Water,NULL,Wetland,Water,Wetland,Wetland,Wetland,Wetland
1209,Water,NULL,Wetland,Water,Wetland,Wetland,Water,Grassland
1210,Water,NULL,Wetland,Water,Wetland,Wetland,Water,Wetland
1211,Water,NULL,Wetland,Water,Wetland,Water,Grassland,Wetland
1212,Water,NULL,Wetland,Water,Wetland,Water,Wetland,Grassland
1213,Water,NULL,Wetland,Water,Wetland,Water,Wetland,Wetland
1214,Water,NULL,Wetland,Water,Wetland,Water,Water,Grassland
1215,Water,NULL,Wetland,Water,Wetland,Water,Water,Wetland
1216,Water,NULL,Wetland,Water,Wetland,Water,Water,Water
1217,Water,NULL,Bareland,NULL,Non_Wetland,Wetland,Wetland,Grassland
1218,Water,NULL,Bareland,NULL,Non_Wetland,Wetland,Wetland,Forest
1219,Water,NULL,Bareland,NULL,Non_Wetland,Water,Wetland,Forest
1220,Water,NULL,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
1221,Water,NULL,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
1222,Water,NULL,Bareland,Non_Water,Non_Wetland,Bareland,Wetland,Grassland
1223,Water,NULL,Bareland,Non_Water,Non_Wetland,Water,Wetland,Grassland
1224,Water,NULL,Bareland,Non_Water,Non_Wetland,Water,Wetland,Wetland
1225,Water,NULL,Bareland,Non_Water,Non_Wetland,Water,Wetland,Forest
1226,Water,NULL,Bareland,Water,Non_Wetland,Grassland,Wetland,Grassland
1227,Water,NULL,Bareland,Water,Non_Wetland,Wetland,Grassland,Grassland
1228,Water,NULL,Bareland,Water,Non_Wetland,Wetland,Grassland,Wetland
1229,Water,NULL,Bareland,Water,Non_Wetland,Wetland,Wetland,Grassland
1230,Water,NULL,Bareland,Water,Non_Wetland,Wetland,Wetland,Wetland
1231,Water,NULL,Bareland,Water,Non_Wetland,Wetland,Water,Wetland
1232,Water,NULL,Bareland,Water,Non_Wetland,Bareland,Water,Grassland
1233,Water,NULL,Bareland,Water,Non_Wetland,Water,Grassland,Wetland
1234,Water,NULL,Bareland,Water,Non_Wetland,Water,Wetland,Grassland
1235,Water,NULL,Bareland,Water,Non_Wetland,Water,Wetland,Wetland
1236,Water,NULL,Bareland,Water,Non_Wetland,Water,Water,Grassland
1237,Water,NULL,Bareland,Water,Non_Wetland,Water,Water,Wetland
1238,Water,NULL,Bareland,Water,Non_Wetland,Water,Water,Water
1239,Water,NULL,Built-up,Water,Non_Wetland,Water,Wetland,Wetland
1240,Water,NULL,Water,NULL,Water,Wetland,Water,Grassland
1241,Water,NULL,Water,Water,Water,Wetland,Wetland,Grassland
1242,Water,NULL,Water,Water,Water,Water,Wetland,Wetland
1243,Water,NULL,Water,Water,Water,Water,Water,Grassland
1244,Water,NULL,Water,Water,Water,Water,Water,Wetland
1245,Water,NULL,Water,Water,Water,Water,Water,Water
1246,Water,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
1247,Water,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Wetland
1248,Water,NULL,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
1249,Water,NULL,Forest,Non_Water,Non_Wetland,Water,Wetland,Grassland
1250,Water,NULL,Forest,Non_Water,Non_Wetland,Water,Wetland,Forest
1251,Water,NULL,Forest,Water,Non_Wetland,Wetland,Grassland,Grassland
1252,Water,NULL,Forest,Water,Non_Wetland,Wetland,Grassland,Wetland
1253,Water,NULL,Forest,Water,Non_Wetland,Wetland,Wetland,Grassland
1254,Water,NULL,Forest,Water,Non_Wetland,Wetland,Wetland,Wetland
1255,Water,NULL,Forest,Water,Non_Wetland,Wetland,Water,Wetland
1256,Water,NULL,Forest,Water,Non_Wetland,Water,Wetland,Grassland
1257,Water,NULL,Forest,Water,Non_Wetland,Water,Wetland,Wetland
1258,Water,NULL,Forest,Water,Non_Wetland,Water,Water,Wetland
1259,Water,Wetland,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
1260,Water,Wetland,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
1261,Water,Wetland,NULL,NULL,Non_Wetland,Water,Wetland,Grassland
1262,Water,Wetland,NULL,NULL,Non_Wetland,Water,Wetland,Forest
1263,Water,Wetland,NULL,NULL,Non_Wetland,Water,Water,Grassland
1264,Water,Wetland,NULL,NULL,Non_Wetland,Water,Water,Forest
1265,Water,Wetland,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
1266,Water,Wetland,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
1267,Water,Wetland,NULL,Non_Water,Non_Wetland,Wetland,Water,Grassland
1268,Water,Wetland,NULL,Non_Water,Non_Wetland,Wetland,Water,Water
1269,Water,Wetland,NULL,Non_Water,Non_Wetland,Wetland,Water,Forest
1270,Water,Wetland,NULL,Non_Water,Non_Wetland,Water,Wetland,Grassland
1271,Water,Wetland,NULL,Non_Water,Non_Wetland,Water,Wetland,Forest
1272,Water,Wetland,NULL,Non_Water,Non_Wetland,Water,Water,Grassland
1273,Water,Wetland,NULL,Non_Water,Non_Wetland,Water,Water,Wetland
1274,Water,Wetland,NULL,Water,Non_Wetland,Wetland,Grassland,Grassland
1275,Water,Wetland,NULL,Water,Non_Wetland,Wetland,Wetland,Grassland
1276,Water,Wetland,NULL,Water,Non_Wetland,Wetland,Wetland,Forest
1277,Water,Wetland,NULL,Water,Non_Wetland,Wetland,Water,Grassland
1278,Water,Wetland,NULL,Water,Non_Wetland,Wetland,Water,Forest
1279,Water,Wetland,NULL,Water,Non_Wetland,Water,Wetland,Grassland
1280,Water,Wetland,NULL,Water,Non_Wetland,Water,Wetland,Wetland
1281,Water,Wetland,NULL,Water,Non_Wetland,Water,Wetland,Water
1282,Water,Wetland,NULL,Water,Non_Wetland,Water,Water,Grassland
1283,Water,Wetland,NULL,Water,Non_Wetland,Water,Water,Wetland
1284,Water,Wetland,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
1285,Water,Wetland,Shrubland,Water,Non_Wetland,Wetland,Wetland,Grassland
1286,Water,Wetland,Shrubland,Water,Non_Wetland,Wetland,Water,Grassland
1287,Water,Wetland,Shrubland,Water,Non_Wetland,Water,Wetland,Grassland
1288,Water,Wetland,Shrubland,Water,Non_Wetland,Water,Water,Grassland
1289,Water,Wetland,Shrubland,Water,Non_Wetland,Water,Water,Wetland
1290,Water,Wetland,Grassland,NULL,Non_Wetland,Wetland,Wetland,Grassland
1291,Water,Wetland,Grassland,NULL,Non_Wetland,Wetland,Wetland,Forest
1292,Water,Wetland,Grassland,NULL,Non_Wetland,Wetland,Water,Forest
1293,Water,Wetland,Grassland,NULL,Non_Wetland,Water,Wetland,Forest
1294,Water,Wetland,Grassland,NULL,Non_Wetland,Water,Water,Water
1295,Water,Wetland,Grassland,NULL,Non_Wetland,Water,Water,Forest
1296,Water,Wetland,Grassland,Non_Water,Non_Wetland,Wetland,Grassland,Forest
1297,Water,Wetland,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
1298,Water,Wetland,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
1299,Water,Wetland,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
1300,Water,Wetland,Grassland,Non_Water,Non_Wetland,Wetland,Water,Grassland
1301,Water,Wetland,Grassland,Non_Water,Non_Wetland,Wetland,Water,Wetland
1302,Water,Wetland,Grassland,Non_Water,Non_Wetland,Wetland,Water,Forest
1303,Water,Wetland,Grassland,Non_Water,Non_Wetland,Water,Wetland,Grassland
1304,Water,Wetland,Grassland,Non_Water,Non_Wetland,Water,Wetland,Water
1305,Water,Wetland,Grassland,Non_Water,Non_Wetland,Water,Wetland,Forest
1306,Water,Wetland,Grassland,Non_Water,Non_Wetland,Water,Water,Grassland
1307,Water,Wetland,Grassland,Non_Water,Non_Wetland,Water,Water,Wetland
1308,Water,Wetland,Grassland,Non_Water,Non_Wetland,Water,Water,Forest
1309,Water,Wetland,Grassland,Water,Non_Wetland,Wetland,Grassland,Grassland
1310,Water,Wetland,Grassland,Water,Non_Wetland,Wetland,Grassland,Forest
1311,Water,Wetland,Grassland,Water,Non_Wetland,Wetland,Wetland,Grassland
1312,Water,Wetland,Grassland,Water,Non_Wetland,Wetland,Wetland,Wetland
1313,Water,Wetland,Grassland,Water,Non_Wetland,Wetland,Wetland,Forest
1314,Water,Wetland,Grassland,Water,Non_Wetland,Wetland,Water,Grassland
1315,Water,Wetland,Grassland,Water,Non_Wetland,Wetland,Water,Wetland
1316,Water,Wetland,Grassland,Water,Non_Wetland,Wetland,Water,Forest
1317,Water,Wetland,Grassland,Water,Non_Wetland,Water,Grassland,Grassland
1318,Water,Wetland,Grassland,Water,Non_Wetland,Water,Grassland,Wetland
1319,Water,Wetland,Grassland,Water,Non_Wetland,Water,Wetland,Grassland
1320,Water,Wetland,Grassland,Water,Non_Wetland,Water,Wetland,Wetland
1321,Water,Wetland,Grassland,Water,Non_Wetland,Water,Wetland,Forest
1322,Water,Wetland,Grassland,Water,Non_Wetland,Water,Water,Grassland
1323,Water,Wetland,Grassland,Water,Non_Wetland,Water,Water,Wetland
1324,Water,Wetland,Grassland,Water,Non_Wetland,Water,Water,Water
1325,Water,Wetland,Grassland,Water,Non_Wetland,Water,Water,Forest
1326,Water,Wetland,Wetland,NULL,Wetland,NULL,NULL,Forest
1327,Water,Wetland,Wetland,NULL,Wetland,NULL,Wetland,Forest
1328,Water,Wetland,Wetland,NULL,Wetland,NULL,Water,Forest
1329,Water,Wetland,Wetland,NULL,Wetland,Wetland,NULL,Forest
1330,Water,Wetland,Wetland,NULL,Wetland,Wetland,Grassland,Grassland
1331,Water,Wetland,Wetland,NULL,Wetland,Wetland,Grassland,Forest
1332,Water,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
1333,Water,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
1334,Water,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Water
1335,Water,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Forest
1336,Water,Wetland,Wetland,NULL,Wetland,Wetland,Water,Grassland
1337,Water,Wetland,Wetland,NULL,Wetland,Wetland,Water,Wetland
1338,Water,Wetland,Wetland,NULL,Wetland,Wetland,Water,Forest
1339,Water,Wetland,Wetland,NULL,Wetland,Water,Grassland,Forest
1340,Water,Wetland,Wetland,NULL,Wetland,Water,Wetland,Grassland
1341,Water,Wetland,Wetland,NULL,Wetland,Water,Wetland,Wetland
1342,Water,Wetland,Wetland,NULL,Wetland,Water,Wetland,Water
1343,Water,Wetland,Wetland,NULL,Wetland,Water,Wetland,Forest
1344,Water,Wetland,Wetland,NULL,Wetland,Water,Water,Grassland
1345,Water,Wetland,Wetland,NULL,Wetland,Water,Water,Wetland
1346,Water,Wetland,Wetland,NULL,Wetland,Water,Water,Water
1347,Water,Wetland,Wetland,NULL,Wetland,Water,Water,Forest
1348,Water,Wetland,Wetland,NULL,Wetland,Forest,Wetland,Forest
1349,Water,Wetland,Wetland,Non_Water,Wetland,NULL,Grassland,Forest
1350,Water,Wetland,Wetland,Non_Water,Wetland,NULL,Wetland,Forest
1351,Water,Wetland,Wetland,Non_Water,Wetland,NULL,Water,Forest
1352,Water,Wetland,Wetland,Non_Water,Wetland,Wetland,NULL,Forest
1353,Water,Wetland,Wetland,Non_Water,Wetland,Wetland,Grassland,Grassland
1354,Water,Wetland,Wetland,Non_Water,Wetland,Wetland,Grassland,Water
1355,Water,Wetland,Wetland,Non_Water,Wetland,Wetland,Grassland,Forest
1356,Water,Wetland,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
1357,Water,Wetland,Wetland,Non_Water,Wetland,Wetland,Wetland,Wetland
1358,Water,Wetland,Wetland,Non_Water,Wetland,Wetland,Wetland,Water
1359,Water,Wetland,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
1360,Water,Wetland,Wetland,Non_Water,Wetland,Wetland,Water,Grassland
1361,Water,Wetland,Wetland,Non_Water,Wetland,Wetland,Water,Wetland
1362,Water,Wetland,Wetland,Non_Water,Wetland,Wetland,Water,Water
1363,Water,Wetland,Wetland,Non_Water,Wetland,Wetland,Water,Forest
1364,Water,Wetland,Wetland,Non_Water,Wetland,Water,NULL,Forest
1365,Water,Wetland,Wetland,Non_Water,Wetland,Water,Grassland,Grassland
1366,Water,Wetland,Wetland,Non_Water,Wetland,Water,Grassland,Wetland
1367,Water,Wetland,Wetland,Non_Water,Wetland,Water,Grassland,Water
1368,Water,Wetland,Wetland,Non_Water,Wetland,Water,Grassland,Forest
1369,Water,Wetland,Wetland,Non_Water,Wetland,Water,Wetland,Grassland
1370,Water,Wetland,Wetland,Non_Water,Wetland,Water,Wetland,Wetland
1371,Water,Wetland,Wetland,Non_Water,Wetland,Water,Wetland,Water
1372,Water,Wetland,Wetland,Non_Water,Wetland,Water,Wetland,Forest
1373,Water,Wetland,Wetland,Non_Water,Wetland,Water,Water,Grassland
1374,Water,Wetland,Wetland,Non_Water,Wetland,Water,Water,Wetland
1375,Water,Wetland,Wetland,Non_Water,Wetland,Water,Water,Water
1376,Water,Wetland,Wetland,Non_Water,Wetland,Water,Water,Forest
1377,Water,Wetland,Wetland,Non_Water,Wetland,Forest,Water,Forest
1378,Water,Wetland,Wetland,Water,Wetland,NULL,Wetland,Forest
1379,Water,Wetland,Wetland,Water,Wetland,NULL,Water,Forest
1380,Water,Wetland,Wetland,Water,Wetland,Wetland,Grassland,Grassland
1381,Water,Wetland,Wetland,Water,Wetland,Wetland,Grassland,Wetland
1382,Water,Wetland,Wetland,Water,Wetland,Wetland,Grassland,Forest
1383,Water,Wetland,Wetland,Water,Wetland,Wetland,Wetland,Grassland
1384,Water,Wetland,Wetland,Water,Wetland,Wetland,Wetland,Wetland
1385,Water,Wetland,Wetland,Water,Wetland,Wetland,Wetland,Water
1386,Water,Wetland,Wetland,Water,Wetland,Wetland,Wetland,Forest
1387,Water,Wetland,Wetland,Water,Wetland,Wetland,Water,Grassland
1388,Water,Wetland,Wetland,Water,Wetland,Wetland,Water,Wetland
1389,Water,Wetland,Wetland,Water,Wetland,Wetland,Water,Water
1390,Water,Wetland,Wetland,Water,Wetland,Wetland,Water,Forest
1391,Water,Wetland,Wetland,Water,Wetland,Water,Grassland,Grassland
1392,Water,Wetland,Wetland,Water,Wetland,Water,Grassland,Wetland
1393,Water,Wetland,Wetland,Water,Wetland,Water,Grassland,Water
1394,Water,Wetland,Wetland,Water,Wetland,Water,Grassland,Forest
1395,Water,Wetland,Wetland,Water,Wetland,Water,Wetland,Grassland
1396,Water,Wetland,Wetland,Water,Wetland,Water,Wetland,Wetland
1397,Water,Wetland,Wetland,Water,Wetland,Water,Wetland,Water
1398,Water,Wetland,Wetland,Water,Wetland,Water,Wetland,Forest
1399,Water,Wetland,Wetland,Water,Wetland,Water,Water,Grassland
1400,Water,Wetland,Wetland,Water,Wetland,Water,Water,Wetland
1401,Water,Wetland,Wetland,Water,Wetland,Water,Water,Bareland
1402,Water,Wetland,Wetland,Water,Wetland,Water,Water,Water
1403,Water,Wetland,Wetland,Water,Wetland,Water,Water,Forest
1404,Water,Wetland,Bareland,NULL,Non_Wetland,Wetland,Wetland,Grassland
1405,Water,Wetland,Bareland,NULL,Non_Wetland,Wetland,Wetland,Water
1406,Water,Wetland,Bareland,NULL,Non_Wetland,Wetland,Wetland,Forest
1407,Water,Wetland,Bareland,NULL,Non_Wetland,Wetland,Water,Grassland
1408,Water,Wetland,Bareland,NULL,Non_Wetland,Wetland,Water,Wetland
1409,Water,Wetland,Bareland,NULL,Non_Wetland,Wetland,Water,Forest
1410,Water,Wetland,Bareland,NULL,Non_Wetland,Water,Wetland,Grassland
1411,Water,Wetland,Bareland,NULL,Non_Wetland,Water,Wetland,Forest
1412,Water,Wetland,Bareland,NULL,Non_Wetland,Water,Water,Grassland
1413,Water,Wetland,Bareland,NULL,Non_Wetland,Water,Water,Water
1414,Water,Wetland,Bareland,NULL,Non_Wetland,Water,Water,Forest
1415,Water,Wetland,Bareland,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
1416,Water,Wetland,Bareland,Non_Water,Non_Wetland,Wetland,Grassland,Wetland
1417,Water,Wetland,Bareland,Non_Water,Non_Wetland,Wetland,Grassland,Water
1418,Water,Wetland,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
1419,Water,Wetland,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
1420,Water,Wetland,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
1421,Water,Wetland,Bareland,Non_Water,Non_Wetland,Wetland,Water,Grassland
1422,Water,Wetland,Bareland,Non_Water,Non_Wetland,Wetland,Water,Wetland
1423,Water,Wetland,Bareland,Non_Water,Non_Wetland,Wetland,Water,Forest
1424,Water,Wetland,Bareland,Non_Water,Non_Wetland,Water,Grassland,Grassland
1425,Water,Wetland,Bareland,Non_Water,Non_Wetland,Water,Grassland,Forest
1426,Water,Wetland,Bareland,Non_Water,Non_Wetland,Water,Wetland,Grassland
1427,Water,Wetland,Bareland,Non_Water,Non_Wetland,Water,Wetland,Wetland
1428,Water,Wetland,Bareland,Non_Water,Non_Wetland,Water,Wetland,Water
1429,Water,Wetland,Bareland,Non_Water,Non_Wetland,Water,Wetland,Forest
1430,Water,Wetland,Bareland,Non_Water,Non_Wetland,Water,Water,Grassland
1431,Water,Wetland,Bareland,Non_Water,Non_Wetland,Water,Water,Wetland
1432,Water,Wetland,Bareland,Non_Water,Non_Wetland,Water,Water,Water
1433,Water,Wetland,Bareland,Non_Water,Non_Wetland,Water,Water,Forest
1434,Water,Wetland,Bareland,Water,Non_Wetland,Wetland,Grassland,Grassland
1435,Water,Wetland,Bareland,Water,Non_Wetland,Wetland,Grassland,Wetland
1436,Water,Wetland,Bareland,Water,Non_Wetland,Wetland,Wetland,Grassland
1437,Water,Wetland,Bareland,Water,Non_Wetland,Wetland,Wetland,Wetland
1438,Water,Wetland,Bareland,Water,Non_Wetland,Wetland,Wetland,Water
1439,Water,Wetland,Bareland,Water,Non_Wetland,Wetland,Wetland,Forest
1440,Water,Wetland,Bareland,Water,Non_Wetland,Wetland,Water,Grassland
1441,Water,Wetland,Bareland,Water,Non_Wetland,Wetland,Water,Wetland
1442,Water,Wetland,Bareland,Water,Non_Wetland,Wetland,Water,Water
1443,Water,Wetland,Bareland,Water,Non_Wetland,Wetland,Water,Forest
1444,Water,Wetland,Bareland,Water,Non_Wetland,Water,Grassland,Wetland
1445,Water,Wetland,Bareland,Water,Non_Wetland,Water,Grassland,Water
1446,Water,Wetland,Bareland,Water,Non_Wetland,Water,Grassland,Forest
1447,Water,Wetland,Bareland,Water,Non_Wetland,Water,Wetland,Grassland
1448,Water,Wetland,Bareland,Water,Non_Wetland,Water,Wetland,Wetland
1449,Water,Wetland,Bareland,Water,Non_Wetland,Water,Wetland,Water
1450,Water,Wetland,Bareland,Water,Non_Wetland,Water,Wetland,Forest
1451,Water,Wetland,Bareland,Water,Non_Wetland,Water,Water,Grassland
1452,Water,Wetland,Bareland,Water,Non_Wetland,Water,Water,Wetland
1453,Water,Wetland,Bareland,Water,Non_Wetland,Water,Water,Water
1454,Water,Wetland,Bareland,Water,Non_Wetland,Water,Water,Forest
1455,Water,Wetland,Built-up,NULL,Non_Wetland,Wetland,Wetland,Grassland
1456,Water,Wetland,Built-up,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
1457,Water,Wetland,Built-up,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
1458,Water,Wetland,Built-up,Non_Water,Non_Wetland,Water,Wetland,Grassland
1459,Water,Wetland,Built-up,Water,Non_Wetland,Wetland,Wetland,Grassland
1460,Water,Wetland,Built-up,Water,Non_Wetland,Water,Grassland,Wetland
1461,Water,Wetland,Built-up,Water,Non_Wetland,Water,Wetland,Wetland
1462,Water,Wetland,Built-up,Water,Non_Wetland,Water,Water,Grassland
1463,Water,Wetland,Built-up,Water,Non_Wetland,Water,Water,Wetland
1464,Water,Wetland,Water,NULL,Water,Wetland,Grassland,Forest
1465,Water,Wetland,Water,NULL,Water,Wetland,Wetland,Grassland
1466,Water,Wetland,Water,NULL,Water,Wetland,Wetland,Forest
1467,Water,Wetland,Water,NULL,Water,Wetland,Water,Grassland
1468,Water,Wetland,Water,NULL,Water,Wetland,Water,Wetland
1469,Water,Wetland,Water,NULL,Water,Wetland,Water,Water
1470,Water,Wetland,Water,NULL,Water,Wetland,Water,Forest
