Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_24LUH_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_24LUH_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_24LUH_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_24LUH_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_24LUH_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_24LUH_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_24LUH_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_24LUH_M_R
7014,Water,NULL,NULL,Water,Non_Wetland,Water,Water,Grassland
7015,Water,NULL,NULL,Water,Non_Wetland,Water,Water,Water
7016,Water,NULL,NULL,Water,Non_Wetland,Water,Water,Forest
7017,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
7018,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
7019,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
7020,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
7021,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
7022,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Grassland
7023,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Forest
7024,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
7025,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Bareland
7026,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Water
7027,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
7028,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,Wetland,Forest
7029,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,Grassland
7030,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,Built-up
7031,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,Forest
7032,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,Water,Grassland
7033,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,Water,Wetland
7034,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,Water,Water
7035,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,Water,Forest
7036,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,Grassland
7037,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,Forest
7038,Water,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Grassland
7039,Water,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
7040,Water,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
7041,Water,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
7042,Water,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Wetland
7043,Water,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
7044,Water,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
7045,Water,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Forest
7046,Water,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
7047,Water,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
7048,Water,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
7049,Water,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Grassland
7050,Water,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Water
7051,Water,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
7052,Water,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
7053,Water,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Forest
7054,Water,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
7055,Water,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
7056,Water,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
7057,Water,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Bareland
7058,Water,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Water
7059,Water,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Forest
7060,Water,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
7061,Water,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Forest
7062,Water,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
7063,Water,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Bareland
7064,Water,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
7065,Water,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
7066,Water,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
7067,Water,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
7068,Water,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Grassland
7069,Water,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Bareland
7070,Water,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Water
7071,Water,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
7072,Water,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Forest
7073,Water,NULL,Shrubland,NULL,Non_Wetland,Water,NULL,Grassland
7074,Water,NULL,Shrubland,NULL,Non_Wetland,Water,NULL,Wetland
7075,Water,NULL,Shrubland,NULL,Non_Wetland,Water,NULL,Water
7076,Water,NULL,Shrubland,NULL,Non_Wetland,Water,NULL,Forest
7077,Water,NULL,Shrubland,NULL,Non_Wetland,Water,Shrubland,Grassland
7078,Water,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Grassland
7079,Water,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Bareland
7080,Water,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Water
7081,Water,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Forest
7082,Water,NULL,Shrubland,NULL,Non_Wetland,Water,Bareland,Grassland
7083,Water,NULL,Shrubland,NULL,Non_Wetland,Water,Water,Grassland
7084,Water,NULL,Shrubland,NULL,Non_Wetland,Water,Water,Wetland
7085,Water,NULL,Shrubland,NULL,Non_Wetland,Water,Water,Water
7086,Water,NULL,Shrubland,NULL,Non_Wetland,Water,Water,Forest
7087,Water,NULL,Shrubland,NULL,Non_Wetland,Water,Forest,Forest
7088,Water,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,Forest
7089,Water,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Grassland
7090,Water,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Forest
7091,Water,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Grassland
7092,Water,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
7093,Water,NULL,Shrubland,NULL,Non_Wetland,Forest,Water,Grassland
7094,Water,NULL,Shrubland,NULL,Non_Wetland,Forest,Water,Forest
7095,Water,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
7096,Water,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
7097,Water,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
7098,Water,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
7099,Water,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
7100,Water,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Water
7101,Water,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Forest
7102,Water,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Wetland,Grassland
7103,Water,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Water,Grassland
7104,Water,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Water,Forest
7105,Water,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,NULL,Forest
7106,Water,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
7107,Water,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Wetland
7108,Water,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Forest
7109,Water,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
7110,Water,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
7111,Water,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Water,Grassland
7112,Water,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Water,Forest
7113,Water,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Water,Bareland
7114,Water,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Water,Forest
7115,Water,NULL,Shrubland,Non_Water,Non_Wetland,Water,NULL,Grassland
7116,Water,NULL,Shrubland,Non_Water,Non_Wetland,Water,NULL,Water
7117,Water,NULL,Shrubland,Non_Water,Non_Wetland,Water,NULL,Forest
7118,Water,NULL,Shrubland,Non_Water,Non_Wetland,Water,Grassland,Grassland
7119,Water,NULL,Shrubland,Non_Water,Non_Wetland,Water,Grassland,Bareland
7120,Water,NULL,Shrubland,Non_Water,Non_Wetland,Water,Water,Grassland
7121,Water,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
7122,Water,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
7123,Water,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Water
7124,Water,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
7125,Water,NULL,Shrubland,Water,Non_Wetland,NULL,Grassland,Grassland
7126,Water,NULL,Shrubland,Water,Non_Wetland,NULL,Grassland,Bareland
7127,Water,NULL,Shrubland,Water,Non_Wetland,NULL,Grassland,Water
7128,Water,NULL,Shrubland,Water,Non_Wetland,NULL,Grassland,Forest
7129,Water,NULL,Shrubland,Water,Non_Wetland,NULL,Bareland,Bareland
7130,Water,NULL,Shrubland,Water,Non_Wetland,NULL,Water,Grassland
7131,Water,NULL,Shrubland,Water,Non_Wetland,NULL,Water,Water
7132,Water,NULL,Shrubland,Water,Non_Wetland,NULL,Forest,Forest
7133,Water,NULL,Shrubland,Water,Non_Wetland,Grassland,NULL,Grassland
7134,Water,NULL,Shrubland,Water,Non_Wetland,Grassland,NULL,Water
7135,Water,NULL,Shrubland,Water,Non_Wetland,Grassland,NULL,Forest
7136,Water,NULL,Shrubland,Water,Non_Wetland,Grassland,Shrubland,Forest
7137,Water,NULL,Shrubland,Water,Non_Wetland,Grassland,Grassland,Grassland
7138,Water,NULL,Shrubland,Water,Non_Wetland,Grassland,Grassland,Water
7139,Water,NULL,Shrubland,Water,Non_Wetland,Grassland,Water,Grassland
7140,Water,NULL,Shrubland,Water,Non_Wetland,Grassland,Forest,Grassland
7141,Water,NULL,Shrubland,Water,Non_Wetland,Bareland,Grassland,Grassland
7142,Water,NULL,Shrubland,Water,Non_Wetland,Bareland,Grassland,Forest
7143,Water,NULL,Shrubland,Water,Non_Wetland,Bareland,Bareland,Water
7144,Water,NULL,Shrubland,Water,Non_Wetland,Bareland,Water,Grassland
7145,Water,NULL,Shrubland,Water,Non_Wetland,Bareland,Water,Bareland
7146,Water,NULL,Shrubland,Water,Non_Wetland,Bareland,Water,Water
7147,Water,NULL,Shrubland,Water,Non_Wetland,Water,NULL,Grassland
7148,Water,NULL,Shrubland,Water,Non_Wetland,Water,NULL,Water
7149,Water,NULL,Shrubland,Water,Non_Wetland,Water,NULL,Forest
7150,Water,NULL,Shrubland,Water,Non_Wetland,Water,Grassland,Grassland
7151,Water,NULL,Shrubland,Water,Non_Wetland,Water,Grassland,Forest
7152,Water,NULL,Shrubland,Water,Non_Wetland,Water,Water,Grassland
7153,Water,NULL,Shrubland,Water,Non_Wetland,Water,Water,Water
7154,Water,NULL,Shrubland,Water,Non_Wetland,Water,Water,Forest
7155,Water,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
7156,Water,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
7157,Water,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
7158,Water,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
7159,Water,NULL,Grassland,NULL,Non_Wetland,NULL,Shrubland,Grassland
7160,Water,NULL,Grassland,NULL,Non_Wetland,NULL,Shrubland,Forest
7161,Water,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Grassland
7162,Water,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Cropland
7163,Water,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Bareland
7164,Water,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Water
7165,Water,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Forest
7166,Water,NULL,Grassland,NULL,Non_Wetland,NULL,Water,Grassland
7167,Water,NULL,Grassland,NULL,Non_Wetland,NULL,Water,Forest
7168,Water,NULL,Grassland,NULL,Non_Wetland,NULL,Forest,Forest
7169,Water,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
7170,Water,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Forest
7171,Water,NULL,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
7172,Water,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
7173,Water,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
7174,Water,NULL,Grassland,NULL,Non_Wetland,Grassland,Bareland,Grassland
7175,Water,NULL,Grassland,NULL,Non_Wetland,Grassland,Bareland,Forest
7176,Water,NULL,Grassland,NULL,Non_Wetland,Grassland,Water,Grassland
7177,Water,NULL,Grassland,NULL,Non_Wetland,Grassland,Water,Forest
7178,Water,NULL,Grassland,NULL,Non_Wetland,Wetland,NULL,Grassland
7179,Water,NULL,Grassland,NULL,Non_Wetland,Wetland,NULL,Forest
7180,Water,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Grassland
7181,Water,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Forest
7182,Water,NULL,Grassland,NULL,Non_Wetland,Water,NULL,Grassland
7183,Water,NULL,Grassland,NULL,Non_Wetland,Water,NULL,Forest
7184,Water,NULL,Grassland,NULL,Non_Wetland,Water,Shrubland,Forest
7185,Water,NULL,Grassland,NULL,Non_Wetland,Water,Grassland,Grassland
7186,Water,NULL,Grassland,NULL,Non_Wetland,Water,Water,Grassland
7187,Water,NULL,Grassland,NULL,Non_Wetland,Water,Water,Water
7188,Water,NULL,Grassland,NULL,Non_Wetland,Forest,NULL,Forest
7189,Water,NULL,Grassland,NULL,Non_Wetland,Forest,Grassland,Grassland
7190,Water,NULL,Grassland,Non_Water,Non_Wetland,NULL,Grassland,Forest
7191,Water,NULL,Grassland,Non_Water,Non_Wetland,NULL,Water,Grassland
7192,Water,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
7193,Water,NULL,Grassland,Non_Water,Non_Wetland,Water,NULL,Grassland
7194,Water,NULL,Grassland,Water,Non_Wetland,NULL,Grassland,Grassland
7195,Water,NULL,Grassland,Water,Non_Wetland,NULL,Water,Grassland
7196,Water,NULL,Grassland,Water,Non_Wetland,Grassland,Grassland,Grassland
7197,Water,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
7198,Water,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
7199,Water,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
7200,Water,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
7201,Water,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
7202,Water,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Water
7203,Water,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
7204,Water,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,Grassland
7205,Water,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,Forest
7206,Water,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
7207,Water,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Cropland
7208,Water,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Wetland
7209,Water,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Bareland
7210,Water,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Built-up
7211,Water,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Water
7212,Water,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Forest
7213,Water,NULL,Cropland,NULL,Non_Wetland,NULL,Wetland,Grassland
7214,Water,NULL,Cropland,NULL,Non_Wetland,NULL,Wetland,Forest
7215,Water,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Grassland
7216,Water,NULL,Cropland,NULL,Non_Wetland,NULL,Water,Grassland
7217,Water,NULL,Cropland,NULL,Non_Wetland,NULL,Water,Bareland
7218,Water,NULL,Cropland,NULL,Non_Wetland,NULL,Water,Water
7219,Water,NULL,Cropland,NULL,Non_Wetland,NULL,Water,Forest
7220,Water,NULL,Cropland,NULL,Non_Wetland,NULL,Forest,Grassland
7221,Water,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,Grassland
7222,Water,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
7223,Water,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
7224,Water,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Forest
7225,Water,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
7226,Water,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Cropland
7227,Water,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Built-up
7228,Water,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
7229,Water,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
7230,Water,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Forest
7231,Water,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
7232,Water,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
7233,Water,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Bareland
7234,Water,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Built-up
7235,Water,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Water
7236,Water,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
7237,Water,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
7238,Water,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Forest
7239,Water,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,Grassland
7240,Water,NULL,Cropland,NULL,Non_Wetland,Grassland,Water,Grassland
7241,Water,NULL,Cropland,NULL,Non_Wetland,Grassland,Water,Cropland
7242,Water,NULL,Cropland,NULL,Non_Wetland,Grassland,Water,Forest
7243,Water,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
7244,Water,NULL,Cropland,NULL,Non_Wetland,Wetland,NULL,Grassland
7245,Water,NULL,Cropland,NULL,Non_Wetland,Wetland,NULL,Forest
7246,Water,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
7247,Water,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Forest
7248,Water,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
7249,Water,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Bareland
7250,Water,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
7251,Water,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Forest
7252,Water,NULL,Cropland,NULL,Non_Wetland,Bareland,Water,Grassland
7253,Water,NULL,Cropland,NULL,Non_Wetland,Bareland,Water,Bareland
7254,Water,NULL,Cropland,NULL,Non_Wetland,Built-up,Grassland,Grassland
7255,Water,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Bareland
7256,Water,NULL,Cropland,NULL,Non_Wetland,Water,NULL,NULL
7257,Water,NULL,Cropland,NULL,Non_Wetland,Water,NULL,Grassland
7258,Water,NULL,Cropland,NULL,Non_Wetland,Water,NULL,Wetland
7259,Water,NULL,Cropland,NULL,Non_Wetland,Water,NULL,Bareland
7260,Water,NULL,Cropland,NULL,Non_Wetland,Water,NULL,Water
7261,Water,NULL,Cropland,NULL,Non_Wetland,Water,NULL,Forest
7262,Water,NULL,Cropland,NULL,Non_Wetland,Water,Shrubland,Grassland
7263,Water,NULL,Cropland,NULL,Non_Wetland,Water,Shrubland,Forest
7264,Water,NULL,Cropland,NULL,Non_Wetland,Water,Grassland,Grassland
7265,Water,NULL,Cropland,NULL,Non_Wetland,Water,Grassland,Bareland
7266,Water,NULL,Cropland,NULL,Non_Wetland,Water,Grassland,Water
7267,Water,NULL,Cropland,NULL,Non_Wetland,Water,Grassland,Forest
7268,Water,NULL,Cropland,NULL,Non_Wetland,Water,Built-up,Grassland
7269,Water,NULL,Cropland,NULL,Non_Wetland,Water,Water,Grassland
7270,Water,NULL,Cropland,NULL,Non_Wetland,Water,Water,Bareland
7271,Water,NULL,Cropland,NULL,Non_Wetland,Water,Water,Water
7272,Water,NULL,Cropland,NULL,Non_Wetland,Water,Water,Forest
7273,Water,NULL,Cropland,NULL,Non_Wetland,Forest,NULL,Grassland
7274,Water,NULL,Cropland,NULL,Non_Wetland,Forest,NULL,Forest
7275,Water,NULL,Cropland,NULL,Non_Wetland,Forest,Shrubland,Grassland
7276,Water,NULL,Cropland,NULL,Non_Wetland,Forest,Grassland,Grassland
7277,Water,NULL,Cropland,NULL,Non_Wetland,Forest,Grassland,Forest
7278,Water,NULL,Cropland,NULL,Non_Wetland,Forest,Forest,Grassland
7279,Water,NULL,Cropland,NULL,Non_Wetland,Forest,Forest,Forest
7280,Water,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
7281,Water,NULL,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
7282,Water,NULL,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Water
7283,Water,NULL,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Forest
7284,Water,NULL,Cropland,Non_Water,Non_Wetland,NULL,Wetland,Grassland
7285,Water,NULL,Cropland,Non_Water,Non_Wetland,NULL,Water,Grassland
7286,Water,NULL,Cropland,Non_Water,Non_Wetland,NULL,Water,Water
7287,Water,NULL,Cropland,Non_Water,Non_Wetland,NULL,Water,Forest
7288,Water,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,NULL,Grassland
7289,Water,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,NULL,Forest
7290,Water,NULL,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
7291,Water,NULL,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Forest
7292,Water,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
7293,Water,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Wetland
7294,Water,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
7295,Water,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Bareland,Forest
7296,Water,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Water,Grassland
7297,Water,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Water,Forest
7298,Water,NULL,Cropland,Non_Water,Non_Wetland,Bareland,NULL,Grassland
7299,Water,NULL,Cropland,Non_Water,Non_Wetland,Bareland,NULL,Forest
7300,Water,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
7301,Water,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Water,Grassland
7302,Water,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Water,Bareland
7303,Water,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Water,Forest
7304,Water,NULL,Cropland,Non_Water,Non_Wetland,Water,NULL,Grassland
7305,Water,NULL,Cropland,Non_Water,Non_Wetland,Water,NULL,Water
7306,Water,NULL,Cropland,Non_Water,Non_Wetland,Water,Grassland,Grassland
7307,Water,NULL,Cropland,Non_Water,Non_Wetland,Water,Grassland,Forest
7308,Water,NULL,Cropland,Non_Water,Non_Wetland,Water,Water,Grassland
7309,Water,NULL,Cropland,Non_Water,Non_Wetland,Water,Water,Cropland
7310,Water,NULL,Cropland,Non_Water,Non_Wetland,Water,Water,Forest
7311,Water,NULL,Cropland,Non_Water,Non_Wetland,Forest,Grassland,Grassland
7312,Water,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
7313,Water,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Built-up
7314,Water,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Water
7315,Water,NULL,Cropland,Water,Non_Wetland,NULL,Grassland,Grassland
7316,Water,NULL,Cropland,Water,Non_Wetland,NULL,Grassland,Bareland
7317,Water,NULL,Cropland,Water,Non_Wetland,NULL,Grassland,Water
7318,Water,NULL,Cropland,Water,Non_Wetland,NULL,Grassland,Forest
7319,Water,NULL,Cropland,Water,Non_Wetland,NULL,Water,Grassland
7320,Water,NULL,Cropland,Water,Non_Wetland,NULL,Water,Forest
7321,Water,NULL,Cropland,Water,Non_Wetland,Grassland,NULL,Grassland
7322,Water,NULL,Cropland,Water,Non_Wetland,Grassland,NULL,Bareland
7323,Water,NULL,Cropland,Water,Non_Wetland,Grassland,NULL,Water
7324,Water,NULL,Cropland,Water,Non_Wetland,Grassland,NULL,Forest
7325,Water,NULL,Cropland,Water,Non_Wetland,Grassland,Grassland,Grassland
7326,Water,NULL,Cropland,Water,Non_Wetland,Grassland,Water,Grassland
7327,Water,NULL,Cropland,Water,Non_Wetland,Grassland,Forest,Grassland
7328,Water,NULL,Cropland,Water,Non_Wetland,Bareland,Bareland,Bareland
7329,Water,NULL,Cropland,Water,Non_Wetland,Bareland,Water,Bareland
7330,Water,NULL,Cropland,Water,Non_Wetland,Water,NULL,Grassland
7331,Water,NULL,Cropland,Water,Non_Wetland,Water,NULL,Forest
7332,Water,NULL,Cropland,Water,Non_Wetland,Water,Grassland,Grassland
7333,Water,NULL,Cropland,Water,Non_Wetland,Water,Water,Grassland
7334,Water,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
7335,Water,NULL,Wetland,NULL,Wetland,NULL,NULL,Forest
7336,Water,NULL,Wetland,NULL,Wetland,NULL,Grassland,Grassland
7337,Water,NULL,Wetland,NULL,Wetland,NULL,Wetland,Grassland
7338,Water,NULL,Wetland,NULL,Wetland,NULL,Water,Grassland
7339,Water,NULL,Wetland,NULL,Wetland,NULL,Water,Forest
7340,Water,NULL,Wetland,NULL,Wetland,Grassland,NULL,Grassland
7341,Water,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
7342,Water,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Forest
7343,Water,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
7344,Water,NULL,Wetland,NULL,Wetland,Grassland,Water,Grassland
7345,Water,NULL,Wetland,NULL,Wetland,Bareland,Grassland,Grassland
7346,Water,NULL,Wetland,NULL,Wetland,Bareland,Water,Water
7347,Water,NULL,Wetland,NULL,Wetland,Water,NULL,Grassland
7348,Water,NULL,Wetland,NULL,Wetland,Water,Grassland,Grassland
7349,Water,NULL,Wetland,NULL,Wetland,Water,Water,Grassland
7350,Water,NULL,Wetland,NULL,Wetland,Water,Water,Water
7351,Water,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
