Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_22MGB_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22MGB_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22MGB_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_22MGB_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22MGB_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22MGB_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22MGB_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_22MGB_M_R
2473,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Forest
2474,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
2475,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
2476,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,NULL,Grassland
2477,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,NULL,Cropland
2478,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,NULL,Bareland
2479,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,NULL,Forest
2480,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Grassland
2481,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Cropland
2482,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Bareland
2483,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Built-up
2484,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Forest
2485,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Wetland,Grassland
2486,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Bareland,Grassland
2487,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Built-up,Grassland
2488,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Forest,Grassland
2489,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Forest,Forest
2490,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Wetland,NULL,Grassland
2491,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
2492,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Bareland
2493,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Built-up
2494,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
2495,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
2496,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Forest
2497,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Forest,Grassland
2498,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
2499,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,NULL,Cropland
2500,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,NULL,Bareland
2501,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,NULL,Built-up
2502,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,NULL,Forest
2503,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
2504,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Bareland
2505,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Built-up
2506,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
2507,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
2508,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Grassland
2509,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Grassland
2510,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Built-up,Bareland,Grassland
2511,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Grassland
2512,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Water,Water,Grassland
2513,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Forest,Grassland,Grassland
2514,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
2515,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
2516,Grassland,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
2517,Grassland,Cropland,Shrubland,Non_Water,Non_Wetland,Cropland,NULL,Grassland
2518,Grassland,Cropland,Shrubland,Non_Water,Non_Wetland,Bareland,Grassland,Bareland
2519,Grassland,Cropland,Shrubland,Water,Non_Wetland,Grassland,Grassland,Grassland
2520,Grassland,Cropland,Shrubland,Water,Non_Wetland,Grassland,Grassland,Forest
2521,Grassland,Cropland,Shrubland,Water,Non_Wetland,Wetland,Grassland,Grassland
2522,Grassland,Cropland,Shrubland,Water,Non_Wetland,Bareland,Grassland,Grassland
2523,Grassland,Cropland,Shrubland,Water,Non_Wetland,Bareland,Water,Grassland
2524,Grassland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
2525,Grassland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
2526,Grassland,Cropland,Grassland,NULL,Non_Wetland,NULL,Grassland,Grassland
2527,Grassland,Cropland,Grassland,NULL,Non_Wetland,NULL,Grassland,Forest
2528,Grassland,Cropland,Grassland,NULL,Non_Wetland,NULL,Wetland,Grassland
2529,Grassland,Cropland,Grassland,NULL,Non_Wetland,NULL,Wetland,Forest
2530,Grassland,Cropland,Grassland,NULL,Non_Wetland,NULL,Bareland,Grassland
2531,Grassland,Cropland,Grassland,NULL,Non_Wetland,NULL,Forest,Grassland
2532,Grassland,Cropland,Grassland,NULL,Non_Wetland,NULL,Forest,Forest
2533,Grassland,Cropland,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
2534,Grassland,Cropland,Grassland,NULL,Non_Wetland,Grassland,NULL,Cropland
2535,Grassland,Cropland,Grassland,NULL,Non_Wetland,Grassland,NULL,Bareland
2536,Grassland,Cropland,Grassland,NULL,Non_Wetland,Grassland,NULL,Built-up
2537,Grassland,Cropland,Grassland,NULL,Non_Wetland,Grassland,NULL,Forest
2538,Grassland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,NULL
2539,Grassland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
2540,Grassland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Cropland
2541,Grassland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Bareland
2542,Grassland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Built-up
2543,Grassland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
2544,Grassland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
2545,Grassland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Wetland,Forest
2546,Grassland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Bareland,Grassland
2547,Grassland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Bareland,Built-up
2548,Grassland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Bareland,Forest
2549,Grassland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Built-up,Grassland
2550,Grassland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Water,Grassland
2551,Grassland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
2552,Grassland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
2553,Grassland,Cropland,Grassland,NULL,Non_Wetland,Cropland,NULL,Grassland
2554,Grassland,Cropland,Grassland,NULL,Non_Wetland,Cropland,NULL,Cropland
2555,Grassland,Cropland,Grassland,NULL,Non_Wetland,Cropland,NULL,Bareland
2556,Grassland,Cropland,Grassland,NULL,Non_Wetland,Cropland,NULL,Built-up
2557,Grassland,Cropland,Grassland,NULL,Non_Wetland,Cropland,NULL,Forest
2558,Grassland,Cropland,Grassland,NULL,Non_Wetland,Cropland,Grassland,NULL
2559,Grassland,Cropland,Grassland,NULL,Non_Wetland,Cropland,Grassland,Grassland
2560,Grassland,Cropland,Grassland,NULL,Non_Wetland,Cropland,Grassland,Cropland
2561,Grassland,Cropland,Grassland,NULL,Non_Wetland,Cropland,Grassland,Bareland
2562,Grassland,Cropland,Grassland,NULL,Non_Wetland,Cropland,Grassland,Built-up
2563,Grassland,Cropland,Grassland,NULL,Non_Wetland,Cropland,Grassland,Forest
2564,Grassland,Cropland,Grassland,NULL,Non_Wetland,Cropland,Wetland,Grassland
2565,Grassland,Cropland,Grassland,NULL,Non_Wetland,Cropland,Bareland,Grassland
2566,Grassland,Cropland,Grassland,NULL,Non_Wetland,Cropland,Built-up,Grassland
2567,Grassland,Cropland,Grassland,NULL,Non_Wetland,Cropland,Forest,Grassland
2568,Grassland,Cropland,Grassland,NULL,Non_Wetland,Cropland,Forest,Cropland
2569,Grassland,Cropland,Grassland,NULL,Non_Wetland,Cropland,Forest,Forest
2570,Grassland,Cropland,Grassland,NULL,Non_Wetland,Wetland,NULL,Grassland
2571,Grassland,Cropland,Grassland,NULL,Non_Wetland,Wetland,NULL,Forest
2572,Grassland,Cropland,Grassland,NULL,Non_Wetland,Wetland,Grassland,Grassland
2573,Grassland,Cropland,Grassland,NULL,Non_Wetland,Wetland,Grassland,Forest
2574,Grassland,Cropland,Grassland,NULL,Non_Wetland,Wetland,Wetland,Forest
2575,Grassland,Cropland,Grassland,NULL,Non_Wetland,Wetland,Bareland,Grassland
2576,Grassland,Cropland,Grassland,NULL,Non_Wetland,Wetland,Built-up,Built-up
2577,Grassland,Cropland,Grassland,NULL,Non_Wetland,Wetland,Forest,Grassland
2578,Grassland,Cropland,Grassland,NULL,Non_Wetland,Wetland,Forest,Forest
2579,Grassland,Cropland,Grassland,NULL,Non_Wetland,Bareland,NULL,Grassland
2580,Grassland,Cropland,Grassland,NULL,Non_Wetland,Bareland,NULL,Cropland
2581,Grassland,Cropland,Grassland,NULL,Non_Wetland,Bareland,NULL,Bareland
2582,Grassland,Cropland,Grassland,NULL,Non_Wetland,Bareland,NULL,Built-up
2583,Grassland,Cropland,Grassland,NULL,Non_Wetland,Bareland,NULL,Forest
2584,Grassland,Cropland,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
2585,Grassland,Cropland,Grassland,NULL,Non_Wetland,Bareland,Grassland,Cropland
2586,Grassland,Cropland,Grassland,NULL,Non_Wetland,Bareland,Grassland,Bareland
2587,Grassland,Cropland,Grassland,NULL,Non_Wetland,Bareland,Grassland,Built-up
2588,Grassland,Cropland,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
2589,Grassland,Cropland,Grassland,NULL,Non_Wetland,Bareland,Wetland,Grassland
2590,Grassland,Cropland,Grassland,NULL,Non_Wetland,Bareland,Wetland,Forest
2591,Grassland,Cropland,Grassland,NULL,Non_Wetland,Bareland,Bareland,Grassland
2592,Grassland,Cropland,Grassland,NULL,Non_Wetland,Bareland,Bareland,Bareland
2593,Grassland,Cropland,Grassland,NULL,Non_Wetland,Bareland,Bareland,Built-up
2594,Grassland,Cropland,Grassland,NULL,Non_Wetland,Bareland,Bareland,Forest
2595,Grassland,Cropland,Grassland,NULL,Non_Wetland,Bareland,Built-up,Grassland
2596,Grassland,Cropland,Grassland,NULL,Non_Wetland,Bareland,Forest,Grassland
2597,Grassland,Cropland,Grassland,NULL,Non_Wetland,Bareland,Forest,Forest
2598,Grassland,Cropland,Grassland,NULL,Non_Wetland,Built-up,NULL,Grassland
2599,Grassland,Cropland,Grassland,NULL,Non_Wetland,Built-up,Grassland,Grassland
2600,Grassland,Cropland,Grassland,NULL,Non_Wetland,Water,NULL,Grassland
2601,Grassland,Cropland,Grassland,NULL,Non_Wetland,Forest,NULL,Grassland
2602,Grassland,Cropland,Grassland,NULL,Non_Wetland,Forest,NULL,Forest
2603,Grassland,Cropland,Grassland,NULL,Non_Wetland,Forest,Grassland,Grassland
2604,Grassland,Cropland,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
2605,Grassland,Cropland,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
2606,Grassland,Cropland,Grassland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
2607,Grassland,Cropland,Grassland,Non_Water,Non_Wetland,Cropland,Grassland,Grassland
2608,Grassland,Cropland,Grassland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
2609,Grassland,Cropland,Grassland,Water,Non_Wetland,Grassland,Grassland,Grassland
2610,Grassland,Cropland,Grassland,Water,Non_Wetland,Cropland,NULL,Grassland
2611,Grassland,Cropland,Grassland,Water,Non_Wetland,Cropland,NULL,Cropland
2612,Grassland,Cropland,Grassland,Water,Non_Wetland,Cropland,Grassland,Grassland
2613,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
2614,Grassland,Cropland,Cropland,NULL,Non_Wetland,Cropland,NULL,Grassland
2615,Grassland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Grassland,Grassland
2616,Grassland,Cropland,Wetland,NULL,Wetland,NULL,Grassland,Grassland
2617,Grassland,Cropland,Wetland,NULL,Wetland,Grassland,NULL,Grassland
2618,Grassland,Cropland,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
2619,Grassland,Cropland,Wetland,NULL,Wetland,Grassland,Grassland,Wetland
2620,Grassland,Cropland,Wetland,NULL,Wetland,Grassland,Grassland,Forest
2621,Grassland,Cropland,Wetland,NULL,Wetland,Grassland,Water,Grassland
2622,Grassland,Cropland,Wetland,NULL,Wetland,Grassland,Forest,Grassland
2623,Grassland,Cropland,Wetland,NULL,Wetland,Cropland,Grassland,Forest
2624,Grassland,Cropland,Wetland,NULL,Wetland,Wetland,Grassland,Grassland
2625,Grassland,Cropland,Wetland,NULL,Wetland,Wetland,Grassland,Wetland
2626,Grassland,Cropland,Wetland,NULL,Wetland,Wetland,Grassland,Built-up
2627,Grassland,Cropland,Wetland,NULL,Wetland,Wetland,Grassland,Forest
2628,Grassland,Cropland,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
2629,Grassland,Cropland,Wetland,NULL,Wetland,Bareland,Grassland,Grassland
2630,Grassland,Cropland,Wetland,NULL,Wetland,Water,Grassland,Grassland
2631,Grassland,Cropland,Wetland,NULL,Wetland,Water,Water,Grassland
2632,Grassland,Cropland,Wetland,NULL,Wetland,Water,Water,Forest
2633,Grassland,Cropland,Wetland,NULL,Wetland,Forest,NULL,Forest
2634,Grassland,Cropland,Wetland,NULL,Wetland,Forest,Grassland,Forest
2635,Grassland,Cropland,Wetland,Non_Water,Wetland,Grassland,Grassland,Grassland
2636,Grassland,Cropland,Wetland,Non_Water,Wetland,Wetland,Grassland,Grassland
2637,Grassland,Cropland,Wetland,Non_Water,Wetland,Bareland,Grassland,Grassland
2638,Grassland,Cropland,Wetland,Water,Wetland,Grassland,Grassland,Grassland
2639,Grassland,Cropland,Wetland,Water,Wetland,Grassland,Water,Grassland
2640,Grassland,Cropland,Wetland,Water,Wetland,Grassland,Forest,Grassland
2641,Grassland,Cropland,Wetland,Water,Wetland,Wetland,Grassland,Grassland
2642,Grassland,Cropland,Wetland,Water,Wetland,Wetland,Grassland,Wetland
2643,Grassland,Cropland,Wetland,Water,Wetland,Bareland,Grassland,Grassland
2644,Grassland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,NULL,Grassland
2645,Grassland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,Grassland,Grassland
2646,Grassland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Cropland,NULL,Grassland
2647,Grassland,Cropland,Bareland,NULL,Non_Wetland,Grassland,NULL,Grassland
2648,Grassland,Cropland,Bareland,NULL,Non_Wetland,Grassland,NULL,Forest
2649,Grassland,Cropland,Bareland,NULL,Non_Wetland,Grassland,Grassland,Grassland
2650,Grassland,Cropland,Bareland,NULL,Non_Wetland,Grassland,Grassland,Forest
2651,Grassland,Cropland,Bareland,NULL,Non_Wetland,Cropland,NULL,Grassland
2652,Grassland,Cropland,Bareland,NULL,Non_Wetland,Cropland,NULL,Cropland
2653,Grassland,Cropland,Bareland,NULL,Non_Wetland,Cropland,Grassland,Grassland
2654,Grassland,Cropland,Bareland,NULL,Non_Wetland,Cropland,Grassland,Forest
2655,Grassland,Cropland,Bareland,NULL,Non_Wetland,Wetland,Grassland,Grassland
2656,Grassland,Cropland,Bareland,NULL,Non_Wetland,Wetland,Grassland,Forest
2657,Grassland,Cropland,Bareland,NULL,Non_Wetland,Bareland,NULL,Grassland
2658,Grassland,Cropland,Bareland,NULL,Non_Wetland,Bareland,Grassland,Grassland
2659,Grassland,Cropland,Bareland,NULL,Non_Wetland,Forest,NULL,Forest
2660,Grassland,Cropland,Bareland,NULL,Non_Wetland,Forest,Grassland,Forest
2661,Grassland,Cropland,Bareland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
2662,Grassland,Cropland,Bareland,Water,Non_Wetland,Water,Grassland,Wetland
2663,Grassland,Cropland,Built-up,NULL,Non_Wetland,NULL,Grassland,Grassland
2664,Grassland,Cropland,Built-up,NULL,Non_Wetland,Grassland,NULL,Grassland
2665,Grassland,Cropland,Built-up,NULL,Non_Wetland,Grassland,NULL,Built-up
2666,Grassland,Cropland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
2667,Grassland,Cropland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Bareland
2668,Grassland,Cropland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Built-up
2669,Grassland,Cropland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Forest
2670,Grassland,Cropland,Built-up,NULL,Non_Wetland,Grassland,Bareland,Grassland
2671,Grassland,Cropland,Built-up,NULL,Non_Wetland,Grassland,Built-up,Grassland
2672,Grassland,Cropland,Built-up,NULL,Non_Wetland,Cropland,NULL,Grassland
2673,Grassland,Cropland,Built-up,NULL,Non_Wetland,Cropland,NULL,Cropland
2674,Grassland,Cropland,Built-up,NULL,Non_Wetland,Cropland,NULL,Forest
2675,Grassland,Cropland,Built-up,NULL,Non_Wetland,Cropland,Grassland,Grassland
2676,Grassland,Cropland,Built-up,NULL,Non_Wetland,Cropland,Grassland,Cropland
2677,Grassland,Cropland,Built-up,NULL,Non_Wetland,Cropland,Grassland,Forest
2678,Grassland,Cropland,Built-up,NULL,Non_Wetland,Cropland,Bareland,Grassland
2679,Grassland,Cropland,Built-up,NULL,Non_Wetland,Cropland,Bareland,Built-up
2680,Grassland,Cropland,Built-up,NULL,Non_Wetland,Cropland,Forest,Grassland
2681,Grassland,Cropland,Built-up,NULL,Non_Wetland,Wetland,NULL,Built-up
2682,Grassland,Cropland,Built-up,NULL,Non_Wetland,Wetland,Grassland,Grassland
2683,Grassland,Cropland,Built-up,NULL,Non_Wetland,Wetland,Grassland,Built-up
2684,Grassland,Cropland,Built-up,NULL,Non_Wetland,Bareland,NULL,Grassland
2685,Grassland,Cropland,Built-up,NULL,Non_Wetland,Bareland,NULL,Built-up
2686,Grassland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
2687,Grassland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Grassland,Built-up
2688,Grassland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
2689,Grassland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Bareland,Bareland
2690,Grassland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Bareland,Built-up
2691,Grassland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Built-up,Grassland
2692,Grassland,Cropland,Built-up,NULL,Non_Wetland,Built-up,Grassland,Grassland
2693,Grassland,Cropland,Built-up,NULL,Non_Wetland,Built-up,Bareland,Grassland
2694,Grassland,Cropland,Water,NULL,Water,Cropland,NULL,Grassland
2695,Grassland,Cropland,Water,NULL,Water,Wetland,Grassland,Grassland
2696,Grassland,Cropland,Water,Water,Water,Grassland,Water,Grassland
2697,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
2698,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
2699,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL,Grassland,Grassland
2700,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
2701,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
2702,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL,Forest,Forest
2703,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
2704,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland,NULL,Cropland
2705,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
2706,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,NULL
2707,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
2708,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Cropland
2709,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
2710,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
2711,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
2712,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland,Bareland,Grassland
2713,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland,Water,Grassland
2714,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
2715,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
2716,Grassland,Cropland,Forest,NULL,Non_Wetland,Cropland,NULL,Grassland
2717,Grassland,Cropland,Forest,NULL,Non_Wetland,Cropland,NULL,Cropland
2718,Grassland,Cropland,Forest,NULL,Non_Wetland,Cropland,NULL,Forest
2719,Grassland,Cropland,Forest,NULL,Non_Wetland,Cropland,Grassland,Grassland
2720,Grassland,Cropland,Forest,NULL,Non_Wetland,Cropland,Grassland,Cropland
2721,Grassland,Cropland,Forest,NULL,Non_Wetland,Cropland,Grassland,Bareland
2722,Grassland,Cropland,Forest,NULL,Non_Wetland,Cropland,Grassland,Built-up
2723,Grassland,Cropland,Forest,NULL,Non_Wetland,Cropland,Grassland,Forest
2724,Grassland,Cropland,Forest,NULL,Non_Wetland,Cropland,Wetland,Forest
2725,Grassland,Cropland,Forest,NULL,Non_Wetland,Cropland,Bareland,Grassland
2726,Grassland,Cropland,Forest,NULL,Non_Wetland,Cropland,Forest,Grassland
2727,Grassland,Cropland,Forest,NULL,Non_Wetland,Cropland,Forest,Forest
2728,Grassland,Cropland,Forest,NULL,Non_Wetland,Wetland,NULL,Forest
2729,Grassland,Cropland,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
2730,Grassland,Cropland,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
2731,Grassland,Cropland,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
2732,Grassland,Cropland,Forest,NULL,Non_Wetland,Bareland,NULL,Grassland
2733,Grassland,Cropland,Forest,NULL,Non_Wetland,Bareland,NULL,Cropland
2734,Grassland,Cropland,Forest,NULL,Non_Wetland,Bareland,NULL,Forest
2735,Grassland,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
2736,Grassland,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
2737,Grassland,Cropland,Forest,NULL,Non_Wetland,Bareland,Wetland,Grassland
2738,Grassland,Cropland,Forest,NULL,Non_Wetland,Bareland,Wetland,Forest
2739,Grassland,Cropland,Forest,NULL,Non_Wetland,Bareland,Bareland,Grassland
2740,Grassland,Cropland,Forest,NULL,Non_Wetland,Bareland,Forest,Grassland
2741,Grassland,Cropland,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
2742,Grassland,Cropland,Forest,NULL,Non_Wetland,Built-up,NULL,Grassland
2743,Grassland,Cropland,Forest,NULL,Non_Wetland,Built-up,Grassland,Grassland
2744,Grassland,Cropland,Forest,NULL,Non_Wetland,Water,Grassland,Forest
2745,Grassland,Cropland,Forest,NULL,Non_Wetland,Water,Water,Grassland
2746,Grassland,Cropland,Forest,NULL,Non_Wetland,Forest,NULL,Forest
2747,Grassland,Cropland,Forest,NULL,Non_Wetland,Forest,Grassland,Grassland
2748,Grassland,Cropland,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
2749,Grassland,Cropland,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
2750,Grassland,Cropland,Forest,NULL,Non_Wetland,Forest,Forest,Forest
2751,Grassland,Cropland,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Forest
2752,Grassland,Cropland,Forest,Non_Water,Non_Wetland,Cropland,NULL,Grassland
2753,Grassland,Cropland,Forest,Water,Non_Wetland,Grassland,Grassland,Grassland
2754,Grassland,Cropland,Forest,Water,Non_Wetland,Grassland,Grassland,Forest
2755,Grassland,Wetland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
2756,Grassland,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
2757,Grassland,Wetland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
2758,Grassland,Wetland,Wetland,NULL,Wetland,Wetland,Grassland,Grassland
2759,Grassland,Wetland,Wetland,NULL,Wetland,Wetland,Water,Grassland
2760,Grassland,Wetland,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
2761,Grassland,Wetland,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
2762,Grassland,Bareland,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
2763,Grassland,Bareland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
2764,Grassland,Bareland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
2765,Grassland,Bareland,Grassland,NULL,Non_Wetland,Cropland,NULL,Grassland
2766,Grassland,Bareland,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
2767,Grassland,Built-up,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
2768,Grassland,Built-up,NULL,NULL,Non_Wetland,Grassland,Bareland,Forest
2769,Grassland,Built-up,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
2770,Grassland,Built-up,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
2771,Grassland,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
2772,Grassland,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
2773,Grassland,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Built-up
2774,Grassland,Built-up,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
2775,Grassland,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
2776,Grassland,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Grassland
2777,Grassland,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Grassland
2778,Grassland,Built-up,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
2779,Grassland,Built-up,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
2780,Grassland,Built-up,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
2781,Grassland,Built-up,Grassland,NULL,Non_Wetland,Grassland,Bareland,Grassland
2782,Grassland,Built-up,Grassland,NULL,Non_Wetland,Grassland,Built-up,Grassland
2783,Grassland,Built-up,Grassland,NULL,Non_Wetland,Grassland,Built-up,Forest
2784,Grassland,Built-up,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
