Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_24MVA_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_24MVA_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_24MVA_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_24MVA_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_24MVA_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_24MVA_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_24MVA_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_24MVA_M_R
10347,Water,NULL,Cropland,Non_Water,Non_Wetland,Water,Water,Bareland
10348,Water,NULL,Cropland,Non_Water,Non_Wetland,Water,Water,Water
10349,Water,NULL,Cropland,Non_Water,Non_Wetland,Forest,NULL,NULL
10350,Water,NULL,Cropland,Non_Water,Non_Wetland,Forest,NULL,Grassland
10351,Water,NULL,Cropland,Non_Water,Non_Wetland,Forest,NULL,Cropland
10352,Water,NULL,Cropland,Non_Water,Non_Wetland,Forest,Shrubland,NULL
10353,Water,NULL,Cropland,Non_Water,Non_Wetland,Forest,Shrubland,Grassland
10354,Water,NULL,Cropland,Non_Water,Non_Wetland,Forest,Shrubland,Forest
10355,Water,NULL,Cropland,Non_Water,Non_Wetland,Forest,Grassland,Grassland
10356,Water,NULL,Cropland,Non_Water,Non_Wetland,Forest,Bareland,Grassland
10357,Water,NULL,Cropland,Non_Water,Non_Wetland,Forest,Water,Grassland
10358,Water,NULL,Cropland,Non_Water,Non_Wetland,Forest,Water,Cropland
10359,Water,NULL,Cropland,Non_Water,Non_Wetland,Forest,Water,Wetland
10360,Water,NULL,Cropland,Non_Water,Non_Wetland,Forest,Forest,Grassland
10361,Water,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
10362,Water,NULL,Cropland,Water,Non_Wetland,NULL,Shrubland,Grassland
10363,Water,NULL,Cropland,Water,Non_Wetland,NULL,Shrubland,Bareland
10364,Water,NULL,Cropland,Water,Non_Wetland,NULL,Shrubland,Water
10365,Water,NULL,Cropland,Water,Non_Wetland,NULL,Grassland,Grassland
10366,Water,NULL,Cropland,Water,Non_Wetland,NULL,Grassland,Water
10367,Water,NULL,Cropland,Water,Non_Wetland,NULL,Bareland,Grassland
10368,Water,NULL,Cropland,Water,Non_Wetland,NULL,Bareland,Bareland
10369,Water,NULL,Cropland,Water,Non_Wetland,NULL,Bareland,Water
10370,Water,NULL,Cropland,Water,Non_Wetland,NULL,Built-up,Grassland
10371,Water,NULL,Cropland,Water,Non_Wetland,NULL,Built-up,Bareland
10372,Water,NULL,Cropland,Water,Non_Wetland,NULL,Water,Grassland
10373,Water,NULL,Cropland,Water,Non_Wetland,Shrubland,NULL,Grassland
10374,Water,NULL,Cropland,Water,Non_Wetland,Shrubland,NULL,Cropland
10375,Water,NULL,Cropland,Water,Non_Wetland,Shrubland,Shrubland,Grassland
10376,Water,NULL,Cropland,Water,Non_Wetland,Shrubland,Shrubland,Bareland
10377,Water,NULL,Cropland,Water,Non_Wetland,Shrubland,Shrubland,Forest
10378,Water,NULL,Cropland,Water,Non_Wetland,Shrubland,Grassland,Grassland
10379,Water,NULL,Cropland,Water,Non_Wetland,Shrubland,Grassland,Water
10380,Water,NULL,Cropland,Water,Non_Wetland,Shrubland,Bareland,Grassland
10381,Water,NULL,Cropland,Water,Non_Wetland,Shrubland,Water,Grassland
10382,Water,NULL,Cropland,Water,Non_Wetland,Shrubland,Water,Bareland
10383,Water,NULL,Cropland,Water,Non_Wetland,Shrubland,Water,Water
10384,Water,NULL,Cropland,Water,Non_Wetland,Grassland,NULL,Grassland
10385,Water,NULL,Cropland,Water,Non_Wetland,Grassland,NULL,Water
10386,Water,NULL,Cropland,Water,Non_Wetland,Grassland,Shrubland,Grassland
10387,Water,NULL,Cropland,Water,Non_Wetland,Grassland,Shrubland,Cropland
10388,Water,NULL,Cropland,Water,Non_Wetland,Grassland,Grassland,Grassland
10389,Water,NULL,Cropland,Water,Non_Wetland,Grassland,Grassland,Cropland
10390,Water,NULL,Cropland,Water,Non_Wetland,Grassland,Grassland,Bareland
10391,Water,NULL,Cropland,Water,Non_Wetland,Grassland,Grassland,Water
10392,Water,NULL,Cropland,Water,Non_Wetland,Grassland,Bareland,Grassland
10393,Water,NULL,Cropland,Water,Non_Wetland,Grassland,Bareland,Cropland
10394,Water,NULL,Cropland,Water,Non_Wetland,Grassland,Water,Grassland
10395,Water,NULL,Cropland,Water,Non_Wetland,Grassland,Water,Bareland
10396,Water,NULL,Cropland,Water,Non_Wetland,Grassland,Water,Water
10397,Water,NULL,Cropland,Water,Non_Wetland,Bareland,Shrubland,Grassland
10398,Water,NULL,Cropland,Water,Non_Wetland,Bareland,Shrubland,Bareland
10399,Water,NULL,Cropland,Water,Non_Wetland,Bareland,Shrubland,Water
10400,Water,NULL,Cropland,Water,Non_Wetland,Bareland,Grassland,Grassland
10401,Water,NULL,Cropland,Water,Non_Wetland,Bareland,Grassland,Bareland
10402,Water,NULL,Cropland,Water,Non_Wetland,Bareland,Bareland,Grassland
10403,Water,NULL,Cropland,Water,Non_Wetland,Bareland,Bareland,Bareland
10404,Water,NULL,Cropland,Water,Non_Wetland,Bareland,Water,Bareland
10405,Water,NULL,Cropland,Water,Non_Wetland,Built-up,Grassland,Grassland
10406,Water,NULL,Cropland,Water,Non_Wetland,Built-up,Built-up,Grassland
10407,Water,NULL,Cropland,Water,Non_Wetland,Water,NULL,Grassland
10408,Water,NULL,Cropland,Water,Non_Wetland,Water,Shrubland,Grassland
10409,Water,NULL,Cropland,Water,Non_Wetland,Water,Shrubland,Bareland
10410,Water,NULL,Cropland,Water,Non_Wetland,Water,Grassland,Grassland
10411,Water,NULL,Cropland,Water,Non_Wetland,Water,Bareland,Grassland
10412,Water,NULL,Cropland,Water,Non_Wetland,Water,Built-up,Grassland
10413,Water,NULL,Cropland,Water,Non_Wetland,Water,Built-up,Bareland
10414,Water,NULL,Cropland,Water,Non_Wetland,Water,Water,Grassland
10415,Water,NULL,Cropland,Water,Non_Wetland,Water,Water,Bareland
10416,Water,NULL,Cropland,Water,Non_Wetland,Water,Water,Water
10417,Water,NULL,Cropland,Water,Non_Wetland,Forest,NULL,Grassland
10418,Water,NULL,Cropland,Water,Non_Wetland,Forest,Shrubland,Grassland
10419,Water,NULL,Cropland,Water,Non_Wetland,Forest,Grassland,Grassland
10420,Water,NULL,Cropland,Water,Non_Wetland,Forest,Bareland,Grassland
10421,Water,NULL,Cropland,Water,Non_Wetland,Forest,Water,Water
10422,Water,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
10423,Water,NULL,Wetland,NULL,Wetland,NULL,NULL,Cropland
10424,Water,NULL,Wetland,NULL,Wetland,NULL,NULL,Wetland
10425,Water,NULL,Wetland,NULL,Wetland,NULL,Shrubland,NULL
10426,Water,NULL,Wetland,NULL,Wetland,NULL,Shrubland,Grassland
10427,Water,NULL,Wetland,NULL,Wetland,NULL,Shrubland,Bareland
10428,Water,NULL,Wetland,NULL,Wetland,NULL,Grassland,Grassland
10429,Water,NULL,Wetland,NULL,Wetland,NULL,Bareland,Grassland
10430,Water,NULL,Wetland,NULL,Wetland,NULL,Water,Grassland
10431,Water,NULL,Wetland,NULL,Wetland,NULL,Water,Cropland
10432,Water,NULL,Wetland,NULL,Wetland,Shrubland,NULL,NULL
10433,Water,NULL,Wetland,NULL,Wetland,Shrubland,NULL,Grassland
10434,Water,NULL,Wetland,NULL,Wetland,Shrubland,NULL,Bareland
10435,Water,NULL,Wetland,NULL,Wetland,Shrubland,NULL,Water
10436,Water,NULL,Wetland,NULL,Wetland,Shrubland,Shrubland,NULL
10437,Water,NULL,Wetland,NULL,Wetland,Shrubland,Shrubland,Grassland
10438,Water,NULL,Wetland,NULL,Wetland,Shrubland,Shrubland,Cropland
10439,Water,NULL,Wetland,NULL,Wetland,Shrubland,Shrubland,Bareland
10440,Water,NULL,Wetland,NULL,Wetland,Shrubland,Shrubland,Water
10441,Water,NULL,Wetland,NULL,Wetland,Shrubland,Shrubland,Forest
10442,Water,NULL,Wetland,NULL,Wetland,Shrubland,Grassland,Grassland
10443,Water,NULL,Wetland,NULL,Wetland,Shrubland,Grassland,Water
10444,Water,NULL,Wetland,NULL,Wetland,Shrubland,Bareland,NULL
10445,Water,NULL,Wetland,NULL,Wetland,Shrubland,Bareland,Grassland
10446,Water,NULL,Wetland,NULL,Wetland,Shrubland,Bareland,Cropland
10447,Water,NULL,Wetland,NULL,Wetland,Shrubland,Water,NULL
10448,Water,NULL,Wetland,NULL,Wetland,Shrubland,Water,Grassland
10449,Water,NULL,Wetland,NULL,Wetland,Shrubland,Water,Cropland
10450,Water,NULL,Wetland,NULL,Wetland,Shrubland,Water,Bareland
10451,Water,NULL,Wetland,NULL,Wetland,Shrubland,Water,Built-up
10452,Water,NULL,Wetland,NULL,Wetland,Shrubland,Water,Water
10453,Water,NULL,Wetland,NULL,Wetland,Shrubland,Water,Forest
10454,Water,NULL,Wetland,NULL,Wetland,Shrubland,Forest,Grassland
10455,Water,NULL,Wetland,NULL,Wetland,Shrubland,Forest,Cropland
10456,Water,NULL,Wetland,NULL,Wetland,Grassland,NULL,Grassland
10457,Water,NULL,Wetland,NULL,Wetland,Grassland,Shrubland,Grassland
10458,Water,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
10459,Water,NULL,Wetland,NULL,Wetland,Grassland,Bareland,Grassland
10460,Water,NULL,Wetland,NULL,Wetland,Grassland,Bareland,Cropland
10461,Water,NULL,Wetland,NULL,Wetland,Grassland,Bareland,Bareland
10462,Water,NULL,Wetland,NULL,Wetland,Grassland,Water,Grassland
10463,Water,NULL,Wetland,NULL,Wetland,Grassland,Water,Cropland
10464,Water,NULL,Wetland,NULL,Wetland,Bareland,NULL,Grassland
10465,Water,NULL,Wetland,NULL,Wetland,Bareland,NULL,Water
10466,Water,NULL,Wetland,NULL,Wetland,Bareland,Shrubland,Grassland
10467,Water,NULL,Wetland,NULL,Wetland,Bareland,Bareland,Grassland
10468,Water,NULL,Wetland,NULL,Wetland,Bareland,Water,Grassland
10469,Water,NULL,Wetland,NULL,Wetland,Water,NULL,Grassland
10470,Water,NULL,Wetland,NULL,Wetland,Water,NULL,Cropland
10471,Water,NULL,Wetland,NULL,Wetland,Water,Shrubland,NULL
10472,Water,NULL,Wetland,NULL,Wetland,Water,Shrubland,Grassland
10473,Water,NULL,Wetland,NULL,Wetland,Water,Shrubland,Cropland
10474,Water,NULL,Wetland,NULL,Wetland,Water,Shrubland,Wetland
10475,Water,NULL,Wetland,NULL,Wetland,Water,Shrubland,Bareland
10476,Water,NULL,Wetland,NULL,Wetland,Water,Shrubland,Forest
10477,Water,NULL,Wetland,NULL,Wetland,Water,Bareland,Grassland
10478,Water,NULL,Wetland,NULL,Wetland,Water,Bareland,Cropland
10479,Water,NULL,Wetland,NULL,Wetland,Water,Water,NULL
10480,Water,NULL,Wetland,NULL,Wetland,Water,Water,Grassland
10481,Water,NULL,Wetland,NULL,Wetland,Water,Water,Cropland
10482,Water,NULL,Wetland,NULL,Wetland,Water,Water,Bareland
10483,Water,NULL,Wetland,NULL,Wetland,Water,Water,Water
10484,Water,NULL,Wetland,NULL,Wetland,Water,Water,Forest
10485,Water,NULL,Wetland,NULL,Wetland,Forest,NULL,Grassland
10486,Water,NULL,Wetland,NULL,Wetland,Forest,NULL,Wetland
10487,Water,NULL,Wetland,NULL,Wetland,Forest,NULL,Water
10488,Water,NULL,Wetland,NULL,Wetland,Forest,Shrubland,NULL
10489,Water,NULL,Wetland,NULL,Wetland,Forest,Shrubland,Grassland
10490,Water,NULL,Wetland,NULL,Wetland,Forest,Shrubland,Cropland
10491,Water,NULL,Wetland,NULL,Wetland,Forest,Shrubland,Wetland
10492,Water,NULL,Wetland,NULL,Wetland,Forest,Shrubland,Bareland
10493,Water,NULL,Wetland,NULL,Wetland,Forest,Shrubland,Water
10494,Water,NULL,Wetland,NULL,Wetland,Forest,Shrubland,Forest
10495,Water,NULL,Wetland,NULL,Wetland,Forest,Grassland,Grassland
10496,Water,NULL,Wetland,NULL,Wetland,Forest,Bareland,Grassland
10497,Water,NULL,Wetland,NULL,Wetland,Forest,Water,NULL
10498,Water,NULL,Wetland,NULL,Wetland,Forest,Water,Grassland
10499,Water,NULL,Wetland,NULL,Wetland,Forest,Water,Bareland
10500,Water,NULL,Wetland,NULL,Wetland,Forest,Water,Water
10501,Water,NULL,Wetland,NULL,Wetland,Forest,Water,Forest
10502,Water,NULL,Wetland,NULL,Wetland,Forest,Forest,NULL
10503,Water,NULL,Wetland,NULL,Wetland,Forest,Forest,Grassland
10504,Water,NULL,Wetland,NULL,Wetland,Forest,Forest,Water
10505,Water,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
10506,Water,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Water
10507,Water,NULL,Wetland,Non_Water,Wetland,NULL,Shrubland,Grassland
10508,Water,NULL,Wetland,Non_Water,Wetland,NULL,Shrubland,Forest
10509,Water,NULL,Wetland,Non_Water,Wetland,NULL,Bareland,Grassland
10510,Water,NULL,Wetland,Non_Water,Wetland,NULL,Water,Grassland
10511,Water,NULL,Wetland,Non_Water,Wetland,NULL,Forest,Grassland
10512,Water,NULL,Wetland,Non_Water,Wetland,Shrubland,NULL,Grassland
10513,Water,NULL,Wetland,Non_Water,Wetland,Shrubland,NULL,Cropland
10514,Water,NULL,Wetland,Non_Water,Wetland,Shrubland,Shrubland,NULL
10515,Water,NULL,Wetland,Non_Water,Wetland,Shrubland,Shrubland,Grassland
10516,Water,NULL,Wetland,Non_Water,Wetland,Shrubland,Shrubland,Cropland
10517,Water,NULL,Wetland,Non_Water,Wetland,Shrubland,Shrubland,Bareland
10518,Water,NULL,Wetland,Non_Water,Wetland,Shrubland,Shrubland,Water
10519,Water,NULL,Wetland,Non_Water,Wetland,Shrubland,Shrubland,Forest
10520,Water,NULL,Wetland,Non_Water,Wetland,Shrubland,Grassland,NULL
10521,Water,NULL,Wetland,Non_Water,Wetland,Shrubland,Bareland,Grassland
10522,Water,NULL,Wetland,Non_Water,Wetland,Shrubland,Built-up,Grassland
10523,Water,NULL,Wetland,Non_Water,Wetland,Shrubland,Water,NULL
10524,Water,NULL,Wetland,Non_Water,Wetland,Shrubland,Water,Grassland
10525,Water,NULL,Wetland,Non_Water,Wetland,Shrubland,Water,Cropland
10526,Water,NULL,Wetland,Non_Water,Wetland,Shrubland,Water,Wetland
10527,Water,NULL,Wetland,Non_Water,Wetland,Shrubland,Water,Water
10528,Water,NULL,Wetland,Non_Water,Wetland,Shrubland,Water,Forest
10529,Water,NULL,Wetland,Non_Water,Wetland,Shrubland,Forest,Grassland
10530,Water,NULL,Wetland,Non_Water,Wetland,Grassland,NULL,Grassland
10531,Water,NULL,Wetland,Non_Water,Wetland,Grassland,Shrubland,Grassland
10532,Water,NULL,Wetland,Non_Water,Wetland,Grassland,Bareland,Grassland
10533,Water,NULL,Wetland,Non_Water,Wetland,Grassland,Water,Grassland
10534,Water,NULL,Wetland,Non_Water,Wetland,Bareland,Bareland,Grassland
10535,Water,NULL,Wetland,Non_Water,Wetland,Bareland,Water,Grassland
10536,Water,NULL,Wetland,Non_Water,Wetland,Bareland,Forest,Grassland
10537,Water,NULL,Wetland,Non_Water,Wetland,Water,NULL,Grassland
10538,Water,NULL,Wetland,Non_Water,Wetland,Water,NULL,Cropland
10539,Water,NULL,Wetland,Non_Water,Wetland,Water,Shrubland,Grassland
10540,Water,NULL,Wetland,Non_Water,Wetland,Water,Bareland,Grassland
10541,Water,NULL,Wetland,Non_Water,Wetland,Water,Water,NULL
10542,Water,NULL,Wetland,Non_Water,Wetland,Water,Water,Grassland
10543,Water,NULL,Wetland,Non_Water,Wetland,Water,Water,Cropland
10544,Water,NULL,Wetland,Non_Water,Wetland,Water,Forest,Grassland
10545,Water,NULL,Wetland,Non_Water,Wetland,Forest,NULL,NULL
10546,Water,NULL,Wetland,Non_Water,Wetland,Forest,NULL,Grassland
10547,Water,NULL,Wetland,Non_Water,Wetland,Forest,Shrubland,NULL
10548,Water,NULL,Wetland,Non_Water,Wetland,Forest,Shrubland,Grassland
10549,Water,NULL,Wetland,Non_Water,Wetland,Forest,Shrubland,Cropland
10550,Water,NULL,Wetland,Non_Water,Wetland,Forest,Shrubland,Wetland
10551,Water,NULL,Wetland,Non_Water,Wetland,Forest,Shrubland,Forest
10552,Water,NULL,Wetland,Non_Water,Wetland,Forest,Bareland,Grassland
10553,Water,NULL,Wetland,Non_Water,Wetland,Forest,Water,Grassland
10554,Water,NULL,Wetland,Non_Water,Wetland,Forest,Water,Cropland
10555,Water,NULL,Wetland,Non_Water,Wetland,Forest,Forest,Grassland
10556,Water,NULL,Wetland,Water,Wetland,NULL,NULL,Grassland
10557,Water,NULL,Wetland,Water,Wetland,NULL,NULL,Water
10558,Water,NULL,Wetland,Water,Wetland,NULL,Shrubland,Grassland
10559,Water,NULL,Wetland,Water,Wetland,NULL,Shrubland,Cropland
10560,Water,NULL,Wetland,Water,Wetland,NULL,Bareland,Wetland
10561,Water,NULL,Wetland,Water,Wetland,NULL,Water,Grassland
10562,Water,NULL,Wetland,Water,Wetland,NULL,Forest,Grassland
10563,Water,NULL,Wetland,Water,Wetland,Shrubland,NULL,Grassland
10564,Water,NULL,Wetland,Water,Wetland,Shrubland,NULL,Wetland
10565,Water,NULL,Wetland,Water,Wetland,Shrubland,NULL,Water
10566,Water,NULL,Wetland,Water,Wetland,Shrubland,Shrubland,NULL
10567,Water,NULL,Wetland,Water,Wetland,Shrubland,Shrubland,Grassland
10568,Water,NULL,Wetland,Water,Wetland,Shrubland,Shrubland,Cropland
10569,Water,NULL,Wetland,Water,Wetland,Shrubland,Shrubland,Wetland
10570,Water,NULL,Wetland,Water,Wetland,Shrubland,Shrubland,Bareland
10571,Water,NULL,Wetland,Water,Wetland,Shrubland,Shrubland,Water
10572,Water,NULL,Wetland,Water,Wetland,Shrubland,Shrubland,Forest
10573,Water,NULL,Wetland,Water,Wetland,Shrubland,Grassland,Grassland
10574,Water,NULL,Wetland,Water,Wetland,Shrubland,Bareland,Grassland
10575,Water,NULL,Wetland,Water,Wetland,Shrubland,Bareland,Water
10576,Water,NULL,Wetland,Water,Wetland,Shrubland,Water,Grassland
10577,Water,NULL,Wetland,Water,Wetland,Shrubland,Water,Cropland
10578,Water,NULL,Wetland,Water,Wetland,Shrubland,Water,Wetland
10579,Water,NULL,Wetland,Water,Wetland,Shrubland,Water,Bareland
10580,Water,NULL,Wetland,Water,Wetland,Shrubland,Water,Water
10581,Water,NULL,Wetland,Water,Wetland,Shrubland,Forest,Wetland
10582,Water,NULL,Wetland,Water,Wetland,Grassland,NULL,Grassland
10583,Water,NULL,Wetland,Water,Wetland,Grassland,NULL,Water
10584,Water,NULL,Wetland,Water,Wetland,Grassland,Shrubland,Grassland
10585,Water,NULL,Wetland,Water,Wetland,Grassland,Shrubland,Bareland
10586,Water,NULL,Wetland,Water,Wetland,Grassland,Grassland,Water
10587,Water,NULL,Wetland,Water,Wetland,Grassland,Water,Grassland
10588,Water,NULL,Wetland,Water,Wetland,Bareland,Bareland,Water
10589,Water,NULL,Wetland,Water,Wetland,Bareland,Water,Grassland
10590,Water,NULL,Wetland,Water,Wetland,Water,NULL,Grassland
10591,Water,NULL,Wetland,Water,Wetland,Water,NULL,Cropland
10592,Water,NULL,Wetland,Water,Wetland,Water,Shrubland,Grassland
10593,Water,NULL,Wetland,Water,Wetland,Water,Shrubland,Wetland
10594,Water,NULL,Wetland,Water,Wetland,Water,Shrubland,Bareland
10595,Water,NULL,Wetland,Water,Wetland,Water,Bareland,Grassland
10596,Water,NULL,Wetland,Water,Wetland,Water,Water,NULL
10597,Water,NULL,Wetland,Water,Wetland,Water,Water,Grassland
10598,Water,NULL,Wetland,Water,Wetland,Water,Water,Cropland
10599,Water,NULL,Wetland,Water,Wetland,Water,Water,Wetland
10600,Water,NULL,Wetland,Water,Wetland,Water,Water,Bareland
10601,Water,NULL,Wetland,Water,Wetland,Water,Water,Water
10602,Water,NULL,Wetland,Water,Wetland,Forest,NULL,Grassland
10603,Water,NULL,Wetland,Water,Wetland,Forest,NULL,Wetland
10604,Water,NULL,Wetland,Water,Wetland,Forest,NULL,Water
10605,Water,NULL,Wetland,Water,Wetland,Forest,Shrubland,NULL
10606,Water,NULL,Wetland,Water,Wetland,Forest,Shrubland,Grassland
10607,Water,NULL,Wetland,Water,Wetland,Forest,Shrubland,Cropland
10608,Water,NULL,Wetland,Water,Wetland,Forest,Shrubland,Wetland
10609,Water,NULL,Wetland,Water,Wetland,Forest,Grassland,Grassland
10610,Water,NULL,Wetland,Water,Wetland,Forest,Bareland,Grassland
10611,Water,NULL,Wetland,Water,Wetland,Forest,Bareland,Water
10612,Water,NULL,Wetland,Water,Wetland,Forest,Water,Grassland
10613,Water,NULL,Wetland,Water,Wetland,Forest,Water,Wetland
10614,Water,NULL,Wetland,Water,Wetland,Forest,Water,Bareland
10615,Water,NULL,Wetland,Water,Wetland,Forest,Water,Water
10616,Water,NULL,Wetland,Water,Wetland,Forest,Forest,Grassland
10617,Water,NULL,Wetland,Water,Wetland,Forest,Forest,Water
10618,Water,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
10619,Water,NULL,Bareland,NULL,Non_Wetland,NULL,Shrubland,Grassland
10620,Water,NULL,Bareland,NULL,Non_Wetland,NULL,Bareland,Bareland
10621,Water,NULL,Bareland,NULL,Non_Wetland,NULL,Water,Grassland
10622,Water,NULL,Bareland,NULL,Non_Wetland,NULL,Water,Cropland
10623,Water,NULL,Bareland,NULL,Non_Wetland,Shrubland,NULL,Grassland
10624,Water,NULL,Bareland,NULL,Non_Wetland,Shrubland,NULL,Bareland
10625,Water,NULL,Bareland,NULL,Non_Wetland,Shrubland,NULL,Water
10626,Water,NULL,Bareland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
10627,Water,NULL,Bareland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
10628,Water,NULL,Bareland,NULL,Non_Wetland,Shrubland,Shrubland,Bareland
10629,Water,NULL,Bareland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
10630,Water,NULL,Bareland,NULL,Non_Wetland,Shrubland,Bareland,Grassland
10631,Water,NULL,Bareland,NULL,Non_Wetland,Shrubland,Bareland,Bareland
10632,Water,NULL,Bareland,NULL,Non_Wetland,Shrubland,Water,NULL
10633,Water,NULL,Bareland,NULL,Non_Wetland,Shrubland,Water,Grassland
10634,Water,NULL,Bareland,NULL,Non_Wetland,Shrubland,Water,Bareland
10635,Water,NULL,Bareland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
10636,Water,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,Grassland
10637,Water,NULL,Bareland,NULL,Non_Wetland,Grassland,Bareland,Cropland
10638,Water,NULL,Bareland,NULL,Non_Wetland,Grassland,Water,Grassland
10639,Water,NULL,Bareland,NULL,Non_Wetland,Grassland,Water,Bareland
10640,Water,NULL,Bareland,NULL,Non_Wetland,Bareland,NULL,Bareland
10641,Water,NULL,Bareland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
10642,Water,NULL,Bareland,NULL,Non_Wetland,Bareland,Water,Grassland
10643,Water,NULL,Bareland,NULL,Non_Wetland,Water,Shrubland,Grassland
10644,Water,NULL,Bareland,NULL,Non_Wetland,Water,Water,Grassland
10645,Water,NULL,Bareland,NULL,Non_Wetland,Water,Water,Bareland
10646,Water,NULL,Bareland,NULL,Non_Wetland,Water,Water,Water
10647,Water,NULL,Bareland,NULL,Non_Wetland,Forest,Shrubland,NULL
10648,Water,NULL,Bareland,NULL,Non_Wetland,Forest,Shrubland,Grassland
10649,Water,NULL,Bareland,NULL,Non_Wetland,Forest,Grassland,Grassland
10650,Water,NULL,Bareland,NULL,Non_Wetland,Forest,Water,Bareland
10651,Water,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
10652,Water,NULL,Bareland,Non_Water,Non_Wetland,NULL,Water,Grassland
10653,Water,NULL,Bareland,Non_Water,Non_Wetland,Shrubland,NULL,Grassland
10654,Water,NULL,Bareland,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
10655,Water,NULL,Bareland,Non_Water,Non_Wetland,Shrubland,Shrubland,Bareland
10656,Water,NULL,Bareland,Non_Water,Non_Wetland,Shrubland,Shrubland,Water
10657,Water,NULL,Bareland,Non_Water,Non_Wetland,Shrubland,Grassland,Water
10658,Water,NULL,Bareland,Non_Water,Non_Wetland,Shrubland,Bareland,Wetland
10659,Water,NULL,Bareland,Non_Water,Non_Wetland,Shrubland,Water,Grassland
10660,Water,NULL,Bareland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
10661,Water,NULL,Bareland,Non_Water,Non_Wetland,Grassland,NULL,Bareland
10662,Water,NULL,Bareland,Non_Water,Non_Wetland,Grassland,NULL,Water
10663,Water,NULL,Bareland,Non_Water,Non_Wetland,Grassland,Shrubland,Grassland
10664,Water,NULL,Bareland,Non_Water,Non_Wetland,Grassland,Grassland,Water
10665,Water,NULL,Bareland,Non_Water,Non_Wetland,Grassland,Water,Grassland
10666,Water,NULL,Bareland,Non_Water,Non_Wetland,Bareland,NULL,Bareland
10667,Water,NULL,Bareland,Non_Water,Non_Wetland,Bareland,Bareland,Wetland
10668,Water,NULL,Bareland,Non_Water,Non_Wetland,Bareland,Built-up,Grassland
10669,Water,NULL,Bareland,Non_Water,Non_Wetland,Bareland,Water,Grassland
10670,Water,NULL,Bareland,Non_Water,Non_Wetland,Built-up,Built-up,Grassland
10671,Water,NULL,Bareland,Non_Water,Non_Wetland,Water,NULL,Grassland
10672,Water,NULL,Bareland,Non_Water,Non_Wetland,Water,Shrubland,Grassland
10673,Water,NULL,Bareland,Non_Water,Non_Wetland,Water,Grassland,Grassland
10674,Water,NULL,Bareland,Non_Water,Non_Wetland,Water,Bareland,Grassland
10675,Water,NULL,Bareland,Non_Water,Non_Wetland,Water,Water,Grassland
10676,Water,NULL,Bareland,Non_Water,Non_Wetland,Water,Water,Bareland
10677,Water,NULL,Bareland,Non_Water,Non_Wetland,Water,Water,Water
10678,Water,NULL,Bareland,Non_Water,Non_Wetland,Forest,Grassland,Grassland
10679,Water,NULL,Bareland,Non_Water,Non_Wetland,Forest,Bareland,Grassland
10680,Water,NULL,Bareland,Non_Water,Non_Wetland,Forest,Water,Grassland
10681,Water,NULL,Bareland,Non_Water,Non_Wetland,Forest,Water,Bareland
10682,Water,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
10683,Water,NULL,Bareland,Water,Non_Wetland,NULL,Shrubland,Grassland
10684,Water,NULL,Bareland,Water,Non_Wetland,NULL,Grassland,Water
10685,Water,NULL,Bareland,Water,Non_Wetland,NULL,Water,Grassland
10686,Water,NULL,Bareland,Water,Non_Wetland,NULL,Water,Water
10687,Water,NULL,Bareland,Water,Non_Wetland,Shrubland,NULL,Grassland
10688,Water,NULL,Bareland,Water,Non_Wetland,Shrubland,Shrubland,Grassland
10689,Water,NULL,Bareland,Water,Non_Wetland,Shrubland,Shrubland,Bareland
10690,Water,NULL,Bareland,Water,Non_Wetland,Shrubland,Shrubland,Water
10691,Water,NULL,Bareland,Water,Non_Wetland,Shrubland,Water,Grassland
10692,Water,NULL,Bareland,Water,Non_Wetland,Shrubland,Water,Bareland
10693,Water,NULL,Bareland,Water,Non_Wetland,Grassland,NULL,Bareland
10694,Water,NULL,Bareland,Water,Non_Wetland,Grassland,NULL,Water
10695,Water,NULL,Bareland,Water,Non_Wetland,Grassland,Grassland,Grassland
