Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_22NBL_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22NBL_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22NBL_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_22NBL_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22NBL_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22NBL_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22NBL_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_22NBL_M_R
689,Wetland,Water,Water,Water,NULL,NULL,NULL,Wetland
690,Wetland,Water,Water,Water,NULL,NULL,NULL,Water
691,Wetland,Water,Water,Water,NULL,NULL,NULL,Forest
692,Wetland,Water,Water,Water,Water,NULL,NULL,Grassland
693,Wetland,Water,Water,Water,Water,NULL,NULL,Wetland
694,Wetland,Water,Water,Water,Water,NULL,NULL,Bareland
695,Wetland,Water,Water,Water,Water,NULL,NULL,Water
696,Wetland,Water,Water,Water,Water,NULL,NULL,Forest
697,Wetland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
698,Wetland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
699,Wetland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
700,Wetland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Water
701,Wetland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Forest
702,Wetland,Water,Forest,Water,Non_Wetland,NULL,NULL,Wetland
703,Wetland,Water,Forest,Water,Non_Wetland,NULL,NULL,Water
704,Wetland,Water,Forest,Water,Non_Wetland,NULL,NULL,Forest
705,Wetland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
706,Wetland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
707,Wetland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
708,Wetland,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Wetland
709,Wetland,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
710,Wetland,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Wetland
711,Wetland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
712,Wetland,Forest,Wetland,NULL,Wetland,NULL,NULL,Grassland
713,Wetland,Forest,Wetland,NULL,Wetland,NULL,NULL,Wetland
714,Wetland,Forest,Wetland,NULL,Wetland,NULL,NULL,Forest
715,Wetland,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
716,Wetland,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Forest
717,Wetland,Forest,Wetland,Water,Wetland,NULL,NULL,Grassland
718,Wetland,Forest,Wetland,Water,Wetland,NULL,NULL,Wetland
719,Wetland,Forest,Wetland,Water,Wetland,NULL,NULL,Water
720,Wetland,Forest,Wetland,Water,Wetland,NULL,NULL,Forest
721,Wetland,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Wetland
722,Wetland,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
723,Wetland,Forest,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
724,Wetland,Forest,Bareland,Non_Water,Non_Wetland,NULL,NULL,Wetland
725,Wetland,Forest,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
726,Wetland,Forest,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
727,Wetland,Forest,Bareland,Water,Non_Wetland,NULL,NULL,Wetland
728,Wetland,Forest,Bareland,Water,Non_Wetland,NULL,NULL,Water
729,Wetland,Forest,Bareland,Water,Non_Wetland,NULL,NULL,Forest
730,Wetland,Forest,Water,Non_Water,NULL,NULL,NULL,Wetland
731,Wetland,Forest,Water,Non_Water,NULL,NULL,NULL,Forest
732,Wetland,Forest,Water,Water,NULL,NULL,NULL,Wetland
733,Wetland,Forest,Water,Water,NULL,NULL,NULL,Forest
734,Wetland,Forest,Water,Water,Water,NULL,NULL,Grassland
735,Wetland,Forest,Water,Water,Water,NULL,NULL,Forest
736,Wetland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
737,Wetland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
738,Wetland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
739,Wetland,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
740,Wetland,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
741,Wetland,Forest,Forest,Water,Non_Wetland,NULL,NULL,Wetland
742,Wetland,Forest,Forest,Water,Non_Wetland,NULL,NULL,Forest
743,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
744,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
745,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
746,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Water
747,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Forest
748,Bareland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Bareland
749,Bareland,NULL,NULL,Water,Non_Wetland,NULL,NULL,Grassland
750,Bareland,NULL,NULL,Water,Non_Wetland,NULL,NULL,Bareland
751,Bareland,NULL,NULL,Water,Non_Wetland,NULL,NULL,Water
752,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
753,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
754,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
755,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
756,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
757,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
758,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
759,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
760,Bareland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
761,Bareland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Wetland
762,Bareland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
763,Bareland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Water
764,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
765,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
766,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
767,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
768,Bareland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Wetland
769,Bareland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Wetland
770,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
771,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
772,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
773,Bareland,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
774,Bareland,NULL,Wetland,NULL,Wetland,NULL,NULL,Wetland
775,Bareland,NULL,Wetland,NULL,Wetland,NULL,NULL,Bareland
776,Bareland,NULL,Wetland,NULL,Wetland,NULL,NULL,Water
777,Bareland,NULL,Wetland,NULL,Wetland,NULL,NULL,Forest
778,Bareland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
779,Bareland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
780,Bareland,NULL,Wetland,Water,Wetland,NULL,NULL,Wetland
781,Bareland,NULL,Wetland,Water,Wetland,NULL,NULL,Bareland
782,Bareland,NULL,Wetland,Water,Wetland,NULL,NULL,Water
783,Bareland,NULL,Wetland,Water,Wetland,NULL,NULL,Forest
784,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
785,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Wetland
786,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
787,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
788,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
789,Bareland,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Bareland
790,Bareland,NULL,Built-up,Water,Non_Wetland,NULL,NULL,Bareland
791,Bareland,NULL,Built-up,Water,Non_Wetland,NULL,NULL,Forest
792,Bareland,NULL,Water,NULL,Water,NULL,NULL,Grassland
793,Bareland,NULL,Water,NULL,Water,NULL,NULL,Bareland
794,Bareland,NULL,Water,Non_Water,Water,NULL,NULL,Bareland
795,Bareland,NULL,Water,Non_Water,Water,NULL,NULL,Water
796,Bareland,NULL,Water,Water,Water,NULL,NULL,Bareland
797,Bareland,NULL,Water,Water,Water,NULL,NULL,Water
798,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,NULL
799,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
800,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
801,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
802,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Water
803,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
804,Bareland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Wetland
805,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
806,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
807,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
808,Bareland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
809,Bareland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
810,Bareland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
811,Bareland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
812,Bareland,Wetland,Wetland,NULL,Wetland,NULL,NULL,Water
813,Bareland,Wetland,Wetland,NULL,Wetland,NULL,NULL,Forest
814,Bareland,Wetland,Water,Water,Water,NULL,NULL,Water
815,Bareland,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
816,Bareland,Wetland,Forest,Water,Non_Wetland,NULL,NULL,Forest
817,Bareland,Bareland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
818,Bareland,Bareland,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
819,Bareland,Bareland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
820,Bareland,Bareland,NULL,Non_Water,Non_Wetland,NULL,NULL,Bareland
821,Bareland,Bareland,NULL,Water,Non_Wetland,NULL,NULL,Bareland
822,Bareland,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
823,Bareland,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
824,Bareland,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
825,Bareland,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
826,Bareland,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
827,Bareland,Bareland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
828,Bareland,Bareland,Shrubland,Water,Non_Wetland,NULL,NULL,Wetland
829,Bareland,Bareland,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
830,Bareland,Bareland,Shrubland,Water,Non_Wetland,NULL,NULL,Water
831,Bareland,Bareland,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
832,Bareland,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
833,Bareland,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
834,Bareland,Bareland,Cropland,Water,Non_Wetland,NULL,NULL,Wetland
835,Bareland,Bareland,Wetland,NULL,Wetland,NULL,NULL,Grassland
836,Bareland,Bareland,Wetland,NULL,Wetland,NULL,NULL,Wetland
837,Bareland,Bareland,Wetland,NULL,Wetland,NULL,NULL,Bareland
838,Bareland,Bareland,Wetland,NULL,Wetland,NULL,NULL,Forest
839,Bareland,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
840,Bareland,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Water
841,Bareland,Bareland,Wetland,Water,NULL,NULL,NULL,Wetland
842,Bareland,Bareland,Wetland,Water,NULL,NULL,NULL,Water
843,Bareland,Bareland,Wetland,Water,Wetland,NULL,NULL,Grassland
844,Bareland,Bareland,Wetland,Water,Wetland,NULL,NULL,Wetland
845,Bareland,Bareland,Wetland,Water,Wetland,NULL,NULL,Water
846,Bareland,Bareland,Wetland,Water,Wetland,NULL,NULL,Forest
847,Bareland,Bareland,Bareland,Water,Non_Wetland,NULL,NULL,Wetland
848,Bareland,Bareland,Bareland,Water,Non_Wetland,NULL,NULL,Water
849,Bareland,Bareland,Bareland,Water,Non_Wetland,NULL,NULL,Forest
850,Bareland,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
851,Bareland,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
852,Bareland,Bareland,Built-up,Non_Water,Non_Wetland,NULL,NULL,Bareland
853,Bareland,Bareland,Built-up,Water,Non_Wetland,NULL,NULL,Bareland
854,Bareland,Bareland,Water,NULL,Water,NULL,NULL,Grassland
855,Bareland,Bareland,Water,NULL,Water,NULL,NULL,Bareland
856,Bareland,Bareland,Water,Non_Water,Water,NULL,NULL,Grassland
857,Bareland,Bareland,Water,Non_Water,Water,NULL,NULL,Bareland
858,Bareland,Bareland,Water,Non_Water,Water,NULL,NULL,Water
859,Bareland,Bareland,Water,Water,NULL,NULL,NULL,Wetland
860,Bareland,Bareland,Water,Water,Water,NULL,NULL,Bareland
861,Bareland,Bareland,Water,Water,Water,NULL,NULL,Water
862,Bareland,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
863,Bareland,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
864,Bareland,Bareland,Forest,Water,Non_Wetland,NULL,NULL,Wetland
865,Bareland,Bareland,Forest,Water,Non_Wetland,NULL,NULL,Bareland
866,Bareland,Bareland,Forest,Water,Non_Wetland,NULL,NULL,Water
867,Bareland,Bareland,Forest,Water,Non_Wetland,NULL,NULL,Forest
868,Bareland,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
869,Bareland,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
870,Bareland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
871,Bareland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
872,Bareland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
873,Bareland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
874,Bareland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
875,Bareland,Built-up,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
876,Bareland,Built-up,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
877,Bareland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
878,Bareland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
879,Bareland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
880,Bareland,Built-up,Wetland,NULL,Wetland,NULL,NULL,Grassland
881,Bareland,Built-up,Wetland,NULL,Wetland,NULL,NULL,Water
882,Bareland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
883,Bareland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Wetland
884,Bareland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
885,Bareland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
886,Bareland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
887,Bareland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
888,Bareland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Forest
889,Bareland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
890,Bareland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
891,Bareland,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
892,Bareland,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Wetland
893,Bareland,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Wetland
894,Bareland,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
895,Bareland,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Water
896,Bareland,Water,Cropland,Water,Non_Wetland,NULL,NULL,Wetland
897,Bareland,Water,Cropland,Water,Non_Wetland,NULL,NULL,Bareland
898,Bareland,Water,Cropland,Water,Non_Wetland,NULL,NULL,Water
899,Bareland,Water,Wetland,NULL,Wetland,NULL,NULL,Grassland
900,Bareland,Water,Wetland,NULL,Wetland,NULL,NULL,Wetland
901,Bareland,Water,Wetland,NULL,Wetland,NULL,NULL,Bareland
902,Bareland,Water,Wetland,NULL,Wetland,NULL,NULL,Water
903,Bareland,Water,Wetland,NULL,Wetland,NULL,NULL,Forest
904,Bareland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Water
905,Bareland,Water,Wetland,Water,NULL,NULL,NULL,Wetland
906,Bareland,Water,Wetland,Water,NULL,NULL,NULL,Water
907,Bareland,Water,Wetland,Water,Wetland,NULL,NULL,Wetland
908,Bareland,Water,Wetland,Water,Wetland,NULL,NULL,Bareland
909,Bareland,Water,Wetland,Water,Wetland,NULL,NULL,Water
910,Bareland,Water,Bareland,Water,Non_Wetland,NULL,NULL,Wetland
911,Bareland,Water,Bareland,Water,Non_Wetland,NULL,NULL,Water
912,Bareland,Water,Water,NULL,Water,NULL,NULL,Grassland
913,Bareland,Water,Water,Non_Water,Water,NULL,NULL,Water
914,Bareland,Water,Water,Water,NULL,NULL,NULL,Wetland
915,Bareland,Water,Water,Water,NULL,NULL,NULL,Bareland
916,Bareland,Water,Water,Water,NULL,NULL,NULL,Water
917,Bareland,Water,Water,Water,Water,NULL,NULL,Grassland
918,Bareland,Water,Water,Water,Water,NULL,NULL,Wetland
919,Bareland,Water,Water,Water,Water,NULL,NULL,Water
920,Bareland,Water,Water,Water,Water,NULL,NULL,Forest
921,Bareland,Water,Forest,NULL,Non_Wetland,NULL,NULL,NULL
922,Bareland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
923,Bareland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
924,Bareland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Water
925,Bareland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Forest
926,Bareland,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
927,Bareland,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
928,Bareland,Water,Forest,Water,Non_Wetland,NULL,NULL,Wetland
929,Bareland,Water,Forest,Water,Non_Wetland,NULL,NULL,Water
930,Bareland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
931,Bareland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
932,Bareland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
933,Bareland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
934,Bareland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
935,Bareland,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
936,Bareland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
937,Bareland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
938,Bareland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
939,Bareland,Forest,Wetland,NULL,Wetland,NULL,NULL,Wetland
940,Bareland,Forest,Wetland,NULL,Wetland,NULL,NULL,Bareland
941,Bareland,Forest,Wetland,NULL,Wetland,NULL,NULL,Forest
942,Bareland,Forest,Wetland,Water,Wetland,NULL,NULL,Wetland
943,Bareland,Forest,Wetland,Water,Wetland,NULL,NULL,Forest
944,Bareland,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
945,Bareland,Forest,Water,NULL,Water,NULL,NULL,Forest
946,Bareland,Forest,Water,Water,Water,NULL,NULL,Wetland
947,Bareland,Forest,Water,Water,Water,NULL,NULL,Forest
948,Bareland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,NULL
949,Bareland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
950,Bareland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
951,Bareland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
952,Bareland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
953,Bareland,Forest,Forest,Water,Non_Wetland,NULL,NULL,Wetland
954,Bareland,Forest,Forest,Water,Non_Wetland,NULL,NULL,Bareland
955,Water,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
956,Water,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
957,Water,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Water
958,Water,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Forest
959,Water,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
960,Water,NULL,NULL,Water,Non_Wetland,NULL,NULL,Grassland
961,Water,NULL,NULL,Water,Non_Wetland,NULL,NULL,Bareland
962,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
963,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
964,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
965,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
966,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
967,Water,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
968,Water,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Wetland
969,Water,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
970,Water,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
971,Water,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
972,Water,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
973,Water,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
974,Water,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Water
975,Water,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
976,Water,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
977,Water,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
978,Water,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
979,Water,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
980,Water,NULL,Wetland,NULL,Wetland,NULL,NULL,Wetland
981,Water,NULL,Wetland,NULL,Wetland,NULL,NULL,Bareland
982,Water,NULL,Wetland,NULL,Wetland,NULL,NULL,Water
983,Water,NULL,Wetland,NULL,Wetland,NULL,NULL,Forest
984,Water,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
985,Water,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
986,Water,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
987,Water,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Water
988,Water,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Forest
989,Water,NULL,Wetland,Water,Wetland,NULL,NULL,Grassland
990,Water,NULL,Wetland,Water,Wetland,NULL,NULL,Wetland
991,Water,NULL,Wetland,Water,Wetland,NULL,NULL,Built-up
992,Water,NULL,Wetland,Water,Wetland,NULL,NULL,Water
993,Water,NULL,Wetland,Water,Wetland,NULL,NULL,Forest
994,Water,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Water
995,Water,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
996,Water,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Water
997,Water,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
998,Water,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Forest
999,Water,NULL,Built-up,Water,Non_Wetland,NULL,NULL,Grassland
1000,Water,NULL,Built-up,Water,Non_Wetland,NULL,NULL,Bareland
1001,Water,NULL,Built-up,Water,Non_Wetland,NULL,NULL,Water
1002,Water,NULL,Built-up,Water,Non_Wetland,NULL,NULL,Forest
1003,Water,NULL,Water,NULL,Water,NULL,NULL,Grassland
1004,Water,NULL,Water,NULL,Water,NULL,NULL,Wetland
1005,Water,NULL,Water,NULL,Water,NULL,NULL,Water
1006,Water,NULL,Water,NULL,Water,NULL,NULL,Forest
1007,Water,NULL,Water,Non_Water,Water,NULL,NULL,Grassland
1008,Water,NULL,Water,Non_Water,Water,NULL,NULL,Wetland
1009,Water,NULL,Water,Non_Water,Water,NULL,NULL,Water
1010,Water,NULL,Water,Non_Water,Water,NULL,NULL,Forest
1011,Water,NULL,Water,Water,NULL,NULL,NULL,Water
1012,Water,NULL,Water,Water,Water,NULL,NULL,Grassland
1013,Water,NULL,Water,Water,Water,NULL,NULL,Wetland
1014,Water,NULL,Water,Water,Water,NULL,NULL,Bareland
1015,Water,NULL,Water,Water,Water,NULL,NULL,Built-up
1016,Water,NULL,Water,Water,Water,NULL,NULL,Water
1017,Water,NULL,Water,Water,Water,NULL,NULL,Forest
1018,Water,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1019,Water,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
1020,Water,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
1021,Water,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Water
1022,Water,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1023,Water,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
1024,Water,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
1025,Water,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
1026,Water,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
1027,Water,NULL,Forest,Water,Non_Wetland,NULL,NULL,Grassland
1028,Water,NULL,Forest,Water,Non_Wetland,NULL,NULL,Bareland
1029,Water,NULL,Forest,Water,Non_Wetland,NULL,NULL,Water
1030,Water,NULL,Forest,Water,Non_Wetland,NULL,NULL,Forest
1031,Water,Cropland,Wetland,NULL,Wetland,NULL,NULL,Grassland
1032,Water,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1033,Water,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,Water
1034,Water,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1035,Water,Wetland,NULL,Non_Water,Non_Wetland,NULL,NULL,Water
1036,Water,Wetland,NULL,Water,Non_Wetland,NULL,NULL,Built-up
1037,Water,Wetland,NULL,Water,Non_Wetland,NULL,NULL,Water
1038,Water,Wetland,NULL,Water,Non_Wetland,NULL,NULL,Forest
1039,Water,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1040,Water,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
1041,Water,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
1042,Water,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1043,Water,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Wetland
1044,Water,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
