Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_23KKP_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23KKP_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23KKP_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_23KKP_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23KKP_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23KKP_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23KKP_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_23KKP_M_R
1080,NULL,NULL,Built-up,NULL,Non_Wetland,Wetland,Built-up,Wetland
1081,NULL,NULL,Built-up,NULL,Non_Wetland,Wetland,Built-up,Built-up
1082,NULL,NULL,Built-up,NULL,Non_Wetland,Wetland,Built-up,Forest
1083,NULL,NULL,Built-up,NULL,Non_Wetland,Wetland,Water,Built-up
1084,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,NULL,Grassland
1085,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,NULL,Cropland
1086,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,NULL,Wetland
1087,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,NULL,Bareland
1088,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,NULL,Built-up
1089,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,NULL,Forest
1090,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
1091,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Bareland
1092,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Built-up
1093,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Wetland,Grassland
1094,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,NULL
1095,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
1096,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Cropland
1097,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Wetland
1098,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Bareland
1099,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Built-up
1100,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Water
1101,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Forest
1102,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Built-up,Grassland
1103,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Built-up,Cropland
1104,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Built-up,Bareland
1105,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Built-up,Built-up
1106,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Built-up,Water
1107,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Built-up,Forest
1108,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Water,Grassland
1109,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Water,Bareland
1110,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Water,Built-up
1111,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Water,Water
1112,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Water,Forest
1113,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Forest,Grassland
1114,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Forest,Bareland
1115,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Forest,Built-up
1116,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Forest,Forest
1117,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,NULL,Grassland
1118,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,NULL,Cropland
1119,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,NULL,Wetland
1120,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,NULL,Bareland
1121,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,NULL,Built-up
1122,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,NULL,Water
1123,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,NULL,Forest
1124,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Grassland,Grassland
1125,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Grassland,Cropland
1126,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Grassland,Built-up
1127,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Grassland,Forest
1128,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Wetland,Grassland
1129,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Wetland,Wetland
1130,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Wetland,Built-up
1131,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Wetland,Forest
1132,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Bareland,Grassland
1133,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Bareland,Cropland
1134,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Bareland,Bareland
1135,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Bareland,Built-up
1136,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Bareland,Forest
1137,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Built-up,Grassland
1138,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Built-up,Cropland
1139,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Built-up,Wetland
1140,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Built-up,Bareland
1141,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Built-up,Built-up
1142,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Built-up,Water
1143,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Built-up,Forest
1144,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Water,Grassland
1145,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Water,Bareland
1146,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Water,Built-up
1147,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Water,Water
1148,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Forest,Grassland
1149,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Forest,Cropland
1150,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Forest,Bareland
1151,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Forest,Built-up
1152,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Forest,Forest
1153,NULL,NULL,Built-up,NULL,Non_Wetland,Water,Bareland,Built-up
1154,NULL,NULL,Built-up,NULL,Non_Wetland,Water,Bareland,Water
1155,NULL,NULL,Built-up,NULL,Non_Wetland,Water,Bareland,Forest
1156,NULL,NULL,Built-up,NULL,Non_Wetland,Water,Built-up,Grassland
1157,NULL,NULL,Built-up,NULL,Non_Wetland,Water,Built-up,Built-up
1158,NULL,NULL,Built-up,NULL,Non_Wetland,Water,Built-up,Water
1159,NULL,NULL,Built-up,NULL,Non_Wetland,Water,Built-up,Forest
1160,NULL,NULL,Built-up,NULL,Non_Wetland,Water,Water,Bareland
1161,NULL,NULL,Built-up,NULL,Non_Wetland,Water,Water,Water
1162,NULL,NULL,Built-up,NULL,Non_Wetland,Water,Water,Forest
1163,NULL,NULL,Built-up,NULL,Non_Wetland,Forest,NULL,Grassland
1164,NULL,NULL,Built-up,NULL,Non_Wetland,Forest,NULL,Built-up
1165,NULL,NULL,Built-up,NULL,Non_Wetland,Forest,NULL,Forest
1166,NULL,NULL,Built-up,NULL,Non_Wetland,Forest,Grassland,Grassland
1167,NULL,NULL,Built-up,NULL,Non_Wetland,Forest,Bareland,Grassland
1168,NULL,NULL,Built-up,NULL,Non_Wetland,Forest,Bareland,Bareland
1169,NULL,NULL,Built-up,NULL,Non_Wetland,Forest,Bareland,Built-up
1170,NULL,NULL,Built-up,NULL,Non_Wetland,Forest,Bareland,Forest
1171,NULL,NULL,Built-up,NULL,Non_Wetland,Forest,Built-up,Grassland
1172,NULL,NULL,Built-up,NULL,Non_Wetland,Forest,Built-up,Cropland
1173,NULL,NULL,Built-up,NULL,Non_Wetland,Forest,Built-up,Bareland
1174,NULL,NULL,Built-up,NULL,Non_Wetland,Forest,Built-up,Built-up
1175,NULL,NULL,Built-up,NULL,Non_Wetland,Forest,Built-up,Forest
1176,NULL,NULL,Built-up,NULL,Non_Wetland,Forest,Forest,Grassland
1177,NULL,NULL,Built-up,NULL,Non_Wetland,Forest,Forest,Cropland
1178,NULL,NULL,Built-up,NULL,Non_Wetland,Forest,Forest,Bareland
1179,NULL,NULL,Built-up,NULL,Non_Wetland,Forest,Forest,Built-up
1180,NULL,NULL,Built-up,NULL,Non_Wetland,Forest,Forest,Forest
1181,NULL,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
1182,NULL,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Cropland
1183,NULL,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Bareland
1184,NULL,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Built-up
1185,NULL,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Forest
1186,NULL,NULL,Built-up,Non_Water,Non_Wetland,NULL,Bareland,Grassland
1187,NULL,NULL,Built-up,Non_Water,Non_Wetland,NULL,Bareland,Bareland
1188,NULL,NULL,Built-up,Non_Water,Non_Wetland,NULL,Bareland,Built-up
1189,NULL,NULL,Built-up,Non_Water,Non_Wetland,NULL,Bareland,Forest
1190,NULL,NULL,Built-up,Non_Water,Non_Wetland,NULL,Built-up,Grassland
1191,NULL,NULL,Built-up,Non_Water,Non_Wetland,NULL,Built-up,Bareland
1192,NULL,NULL,Built-up,Non_Water,Non_Wetland,NULL,Built-up,Built-up
1193,NULL,NULL,Built-up,Non_Water,Non_Wetland,NULL,Built-up,Forest
1194,NULL,NULL,Built-up,Non_Water,Non_Wetland,NULL,Water,Grassland
1195,NULL,NULL,Built-up,Non_Water,Non_Wetland,NULL,Water,Wetland
1196,NULL,NULL,Built-up,Non_Water,Non_Wetland,NULL,Forest,Grassland
1197,NULL,NULL,Built-up,Non_Water,Non_Wetland,NULL,Forest,Built-up
1198,NULL,NULL,Built-up,Non_Water,Non_Wetland,Grassland,Bareland,Bareland
1199,NULL,NULL,Built-up,Non_Water,Non_Wetland,Cropland,Built-up,Forest
1200,NULL,NULL,Built-up,Non_Water,Non_Wetland,Wetland,Built-up,Forest
1201,NULL,NULL,Built-up,Non_Water,Non_Wetland,Bareland,NULL,Grassland
1202,NULL,NULL,Built-up,Non_Water,Non_Wetland,Bareland,NULL,Cropland
1203,NULL,NULL,Built-up,Non_Water,Non_Wetland,Bareland,Wetland,Grassland
1204,NULL,NULL,Built-up,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
1205,NULL,NULL,Built-up,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
1206,NULL,NULL,Built-up,Non_Water,Non_Wetland,Bareland,Bareland,Built-up
1207,NULL,NULL,Built-up,Non_Water,Non_Wetland,Bareland,Bareland,Water
1208,NULL,NULL,Built-up,Non_Water,Non_Wetland,Bareland,Bareland,Forest
1209,NULL,NULL,Built-up,Non_Water,Non_Wetland,Bareland,Built-up,Grassland
1210,NULL,NULL,Built-up,Non_Water,Non_Wetland,Bareland,Built-up,Bareland
1211,NULL,NULL,Built-up,Non_Water,Non_Wetland,Bareland,Built-up,Built-up
1212,NULL,NULL,Built-up,Non_Water,Non_Wetland,Bareland,Water,Grassland
1213,NULL,NULL,Built-up,Non_Water,Non_Wetland,Bareland,Water,Bareland
1214,NULL,NULL,Built-up,Non_Water,Non_Wetland,Bareland,Water,Built-up
1215,NULL,NULL,Built-up,Non_Water,Non_Wetland,Bareland,Forest,Grassland
1216,NULL,NULL,Built-up,Non_Water,Non_Wetland,Built-up,NULL,Built-up
1217,NULL,NULL,Built-up,Non_Water,Non_Wetland,Built-up,NULL,Forest
1218,NULL,NULL,Built-up,Non_Water,Non_Wetland,Built-up,Built-up,Grassland
1219,NULL,NULL,Built-up,Non_Water,Non_Wetland,Built-up,Built-up,Cropland
1220,NULL,NULL,Built-up,Non_Water,Non_Wetland,Built-up,Built-up,Bareland
1221,NULL,NULL,Built-up,Non_Water,Non_Wetland,Built-up,Built-up,Built-up
1222,NULL,NULL,Built-up,Non_Water,Non_Wetland,Built-up,Built-up,Water
1223,NULL,NULL,Built-up,Non_Water,Non_Wetland,Built-up,Built-up,Forest
1224,NULL,NULL,Built-up,Water,Non_Wetland,NULL,NULL,Grassland
1225,NULL,NULL,Built-up,Water,Non_Wetland,NULL,NULL,Built-up
1226,NULL,NULL,Built-up,Water,Non_Wetland,NULL,Bareland,Forest
1227,NULL,NULL,Built-up,Water,Non_Wetland,NULL,Built-up,Grassland
1228,NULL,NULL,Built-up,Water,Non_Wetland,NULL,Built-up,Bareland
1229,NULL,NULL,Built-up,Water,Non_Wetland,NULL,Built-up,Water
1230,NULL,NULL,Built-up,Water,Non_Wetland,NULL,Water,Bareland
1231,NULL,NULL,Built-up,Water,Non_Wetland,Grassland,NULL,Bareland
1232,NULL,NULL,Built-up,Water,Non_Wetland,Bareland,NULL,Bareland
1233,NULL,NULL,Built-up,Water,Non_Wetland,Bareland,Bareland,Bareland
1234,NULL,NULL,Built-up,Water,Non_Wetland,Bareland,Bareland,Built-up
1235,NULL,NULL,Built-up,Water,Non_Wetland,Bareland,Bareland,Water
1236,NULL,NULL,Built-up,Water,Non_Wetland,Bareland,Bareland,Forest
1237,NULL,NULL,Built-up,Water,Non_Wetland,Bareland,Built-up,Bareland
1238,NULL,NULL,Built-up,Water,Non_Wetland,Bareland,Built-up,Built-up
1239,NULL,NULL,Built-up,Water,Non_Wetland,Bareland,Water,Grassland
1240,NULL,NULL,Built-up,Water,Non_Wetland,Bareland,Water,Bareland
1241,NULL,NULL,Built-up,Water,Non_Wetland,Bareland,Forest,Bareland
1242,NULL,NULL,Built-up,Water,Non_Wetland,Built-up,NULL,Bareland
1243,NULL,NULL,Built-up,Water,Non_Wetland,Built-up,Built-up,Grassland
1244,NULL,NULL,Built-up,Water,Non_Wetland,Built-up,Built-up,Cropland
1245,NULL,NULL,Built-up,Water,Non_Wetland,Built-up,Built-up,Bareland
1246,NULL,NULL,Built-up,Water,Non_Wetland,Built-up,Built-up,Built-up
1247,NULL,NULL,Built-up,Water,Non_Wetland,Built-up,Built-up,Water
1248,NULL,NULL,Built-up,Water,Non_Wetland,Built-up,Built-up,Forest
1249,NULL,NULL,Built-up,Water,Non_Wetland,Built-up,Water,Built-up
1250,NULL,NULL,Built-up,Water,Non_Wetland,Water,NULL,Bareland
1251,NULL,NULL,Built-up,Water,Non_Wetland,Water,Bareland,Water
1252,NULL,NULL,Built-up,Water,Non_Wetland,Water,Built-up,Built-up
1253,NULL,NULL,Built-up,Water,Non_Wetland,Water,Water,Water
1254,NULL,NULL,Water,NULL,Water,NULL,NULL,Grassland
1255,NULL,NULL,Water,NULL,Water,NULL,NULL,Bareland
1256,NULL,NULL,Water,NULL,Water,NULL,NULL,Water
1257,NULL,NULL,Water,NULL,Water,NULL,NULL,Forest
1258,NULL,NULL,Water,NULL,Water,NULL,Built-up,Grassland
1259,NULL,NULL,Water,NULL,Water,NULL,Built-up,Bareland
1260,NULL,NULL,Water,NULL,Water,NULL,Built-up,Water
1261,NULL,NULL,Water,NULL,Water,NULL,Built-up,Forest
1262,NULL,NULL,Water,NULL,Water,NULL,Water,Grassland
1263,NULL,NULL,Water,NULL,Water,NULL,Water,Water
1264,NULL,NULL,Water,NULL,Water,NULL,Water,Forest
1265,NULL,NULL,Water,NULL,Water,Grassland,Water,Grassland
1266,NULL,NULL,Water,NULL,Water,Cropland,Built-up,Grassland
1267,NULL,NULL,Water,NULL,Water,Wetland,NULL,Grassland
1268,NULL,NULL,Water,NULL,Water,Wetland,Built-up,Forest
1269,NULL,NULL,Water,NULL,Water,Bareland,NULL,Bareland
1270,NULL,NULL,Water,NULL,Water,Bareland,Bareland,Bareland
1271,NULL,NULL,Water,NULL,Water,Bareland,Bareland,Built-up
1272,NULL,NULL,Water,NULL,Water,Bareland,Bareland,Water
1273,NULL,NULL,Water,NULL,Water,Bareland,Built-up,Grassland
1274,NULL,NULL,Water,NULL,Water,Bareland,Built-up,Built-up
1275,NULL,NULL,Water,NULL,Water,Bareland,Water,Grassland
1276,NULL,NULL,Water,NULL,Water,Bareland,Water,Bareland
1277,NULL,NULL,Water,NULL,Water,Bareland,Water,Built-up
1278,NULL,NULL,Water,NULL,Water,Bareland,Water,Water
1279,NULL,NULL,Water,NULL,Water,Built-up,NULL,Grassland
1280,NULL,NULL,Water,NULL,Water,Built-up,Built-up,Grassland
1281,NULL,NULL,Water,NULL,Water,Built-up,Built-up,Bareland
1282,NULL,NULL,Water,NULL,Water,Built-up,Built-up,Built-up
1283,NULL,NULL,Water,NULL,Water,Built-up,Built-up,Water
1284,NULL,NULL,Water,NULL,Water,Built-up,Built-up,Forest
1285,NULL,NULL,Water,NULL,Water,Built-up,Water,Grassland
1286,NULL,NULL,Water,NULL,Water,Water,NULL,Bareland
1287,NULL,NULL,Water,NULL,Water,Water,NULL,Water
1288,NULL,NULL,Water,NULL,Water,Water,NULL,Forest
1289,NULL,NULL,Water,NULL,Water,Water,Bareland,Water
1290,NULL,NULL,Water,NULL,Water,Water,Built-up,Built-up
1291,NULL,NULL,Water,NULL,Water,Water,Built-up,Water
1292,NULL,NULL,Water,NULL,Water,Water,Built-up,Forest
1293,NULL,NULL,Water,NULL,Water,Water,Water,Forest
1294,NULL,NULL,Water,NULL,Water,Forest,Water,Forest
1295,NULL,NULL,Water,Non_Water,Water,NULL,NULL,Grassland
1296,NULL,NULL,Water,Non_Water,Water,NULL,NULL,Bareland
1297,NULL,NULL,Water,Non_Water,Water,NULL,NULL,Water
1298,NULL,NULL,Water,Non_Water,Water,NULL,NULL,Forest
1299,NULL,NULL,Water,Non_Water,Water,NULL,Built-up,Water
1300,NULL,NULL,Water,Non_Water,Water,NULL,Built-up,Forest
1301,NULL,NULL,Water,Non_Water,Water,NULL,Water,Grassland
1302,NULL,NULL,Water,Non_Water,Water,NULL,Forest,Grassland
1303,NULL,NULL,Water,Non_Water,Water,Shrubland,Water,Grassland
1304,NULL,NULL,Water,Non_Water,Water,Wetland,Built-up,Forest
1305,NULL,NULL,Water,Non_Water,Water,Bareland,NULL,Grassland
1306,NULL,NULL,Water,Non_Water,Water,Bareland,Water,Water
1307,NULL,NULL,Water,Non_Water,Water,Built-up,Built-up,Grassland
1308,NULL,NULL,Water,Non_Water,Water,Water,NULL,Grassland
1309,NULL,NULL,Water,Non_Water,Water,Water,NULL,Wetland
1310,NULL,NULL,Water,Non_Water,Water,Water,Grassland,Grassland
1311,NULL,NULL,Water,Non_Water,Water,Water,Built-up,Grassland
1312,NULL,NULL,Water,Non_Water,Water,Water,Built-up,Water
1313,NULL,NULL,Water,Non_Water,Water,Water,Water,Grassland
1314,NULL,NULL,Water,Non_Water,Water,Water,Forest,Grassland
1315,NULL,NULL,Water,Water,Water,NULL,NULL,Grassland
1316,NULL,NULL,Water,Water,Water,NULL,NULL,Forest
1317,NULL,NULL,Water,Water,Water,NULL,Bareland,Water
1318,NULL,NULL,Water,Water,Water,NULL,Built-up,Water
1319,NULL,NULL,Water,Water,Water,NULL,Water,Grassland
1320,NULL,NULL,Water,Water,Water,NULL,Water,Water
1321,NULL,NULL,Water,Water,Water,NULL,Water,Forest
1322,NULL,NULL,Water,Water,Water,Bareland,NULL,Grassland
1323,NULL,NULL,Water,Water,Water,Bareland,NULL,Water
1324,NULL,NULL,Water,Water,Water,Bareland,Bareland,Bareland
1325,NULL,NULL,Water,Water,Water,Built-up,NULL,Grassland
1326,NULL,NULL,Water,Water,Water,Built-up,NULL,Forest
1327,NULL,NULL,Water,Water,Water,Built-up,Built-up,Built-up
1328,NULL,NULL,Water,Water,Water,Built-up,Built-up,Water
1329,NULL,NULL,Water,Water,Water,Built-up,Built-up,Forest
1330,NULL,NULL,Water,Water,Water,Built-up,Water,Water
1331,NULL,NULL,Water,Water,Water,Water,NULL,Grassland
1332,NULL,NULL,Water,Water,Water,Water,NULL,Forest
1333,NULL,NULL,Water,Water,Water,Water,Built-up,Forest
1334,NULL,NULL,Water,Water,Water,Water,Water,Grassland
1335,NULL,NULL,Water,Water,Water,Water,Water,Water
1336,NULL,NULL,Water,Water,Water,Water,Water,Forest
1337,NULL,NULL,Water,Water,Water,Water,Forest,Water
1338,NULL,NULL,Water,Water,Water,Forest,Water,Forest
1339,NULL,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1340,NULL,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
1341,NULL,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
1342,NULL,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
1343,NULL,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
1344,NULL,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Water
1345,NULL,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1346,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Grassland
1347,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Cropland
1348,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
1349,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,Grassland
1350,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,Wetland
1351,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,Water
1352,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
1353,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Bareland,Grassland
1354,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Bareland,Cropland
1355,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Bareland,Wetland
1356,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Bareland,Built-up
1357,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Bareland,Water
1358,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Bareland,Forest
1359,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Built-up,Grassland
1360,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Built-up,Cropland
1361,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Built-up,Wetland
1362,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Built-up,Bareland
1363,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Built-up,Built-up
1364,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Built-up,Water
1365,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Built-up,Forest
1366,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Water,Grassland
1367,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Water,Bareland
1368,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Water,Forest
1369,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Forest,Grassland
1370,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Forest,Cropland
1371,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Forest,Bareland
1372,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Forest,Built-up
1373,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Forest,Water
1374,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Forest,Forest
1375,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,NULL,Grassland
1376,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
1377,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Wetland,Grassland
1378,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Wetland,Water
1379,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Forest,Grassland
1380,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
1381,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Cropland
1382,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Wetland
1383,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Built-up
1384,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
1385,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,Grassland
1386,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
1387,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Cropland
1388,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Wetland
1389,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
1390,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
1391,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,Grassland
1392,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
1393,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Built-up,Grassland
1394,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Built-up,Cropland
1395,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Built-up,Forest
1396,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
1397,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
1398,NULL,NULL,Forest,NULL,Non_Wetland,Cropland,NULL,Grassland
1399,NULL,NULL,Forest,NULL,Non_Wetland,Cropland,NULL,Cropland
1400,NULL,NULL,Forest,NULL,Non_Wetland,Cropland,NULL,Built-up
1401,NULL,NULL,Forest,NULL,Non_Wetland,Cropland,NULL,Forest
1402,NULL,NULL,Forest,NULL,Non_Wetland,Cropland,Grassland,Grassland
1403,NULL,NULL,Forest,NULL,Non_Wetland,Cropland,Grassland,Cropland
1404,NULL,NULL,Forest,NULL,Non_Wetland,Cropland,Grassland,Forest
1405,NULL,NULL,Forest,NULL,Non_Wetland,Cropland,Wetland,Grassland
1406,NULL,NULL,Forest,NULL,Non_Wetland,Cropland,Bareland,Grassland
1407,NULL,NULL,Forest,NULL,Non_Wetland,Cropland,Built-up,Grassland
1408,NULL,NULL,Forest,NULL,Non_Wetland,Cropland,Built-up,Forest
1409,NULL,NULL,Forest,NULL,Non_Wetland,Cropland,Forest,Grassland
1410,NULL,NULL,Forest,NULL,Non_Wetland,Cropland,Forest,Cropland
1411,NULL,NULL,Forest,NULL,Non_Wetland,Cropland,Forest,Forest
1412,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,NULL,Grassland
1413,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,NULL,Wetland
1414,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,NULL,Built-up
1415,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,NULL,Water
1416,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,NULL,Forest
1417,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Shrubland,Grassland
1418,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
1419,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
1420,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Wetland
1421,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
1422,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Bareland,Wetland
1423,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Bareland,Forest
1424,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Built-up,Grassland
