Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_22MGS_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22MGS_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22MGS_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_22MGS_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22MGS_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22MGS_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22MGS_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_22MGS_M_R
6146,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
6147,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
6148,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Grassland
6149,Bareland,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Grassland
6150,Bareland,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Cropland
6151,Bareland,NULL,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,Grassland
6152,Bareland,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Grassland
6153,Bareland,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Cropland
6154,Bareland,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Bareland
6155,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
6156,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Bareland
6157,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Built-up
6158,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,NULL
6159,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
6160,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Cropland
6161,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Bareland
6162,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Forest
6163,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,NULL
6164,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
6165,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Cropland
6166,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Bareland
6167,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Built-up
6168,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
6169,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Bareland
6170,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
6171,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Cropland
6172,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
6173,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Built-up
6174,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Water
6175,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
6176,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Bareland
6177,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Built-up
6178,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Bareland
6179,Bareland,NULL,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,Grassland
6180,Bareland,NULL,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,Built-up
6181,Bareland,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Grassland
6182,Bareland,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Built-up
6183,Bareland,NULL,Shrubland,NULL,Non_Wetland,Water,NULL,Grassland
6184,Bareland,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Grassland
6185,Bareland,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Grassland
6186,Bareland,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
6187,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Water,Bareland
6188,Bareland,NULL,Shrubland,Water,Non_Wetland,Bareland,Bareland,Grassland
6189,Bareland,NULL,Shrubland,Water,Non_Wetland,Water,Water,Bareland
6190,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
6191,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
6192,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,Shrubland,Grassland
6193,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Grassland
6194,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Cropland
6195,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Forest
6196,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,Bareland,Grassland
6197,Bareland,NULL,Grassland,NULL,Non_Wetland,Shrubland,NULL,Grassland
6198,Bareland,NULL,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
6199,Bareland,NULL,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
6200,Bareland,NULL,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Forest
6201,Bareland,NULL,Grassland,NULL,Non_Wetland,Shrubland,Bareland,Grassland
6202,Bareland,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
6203,Bareland,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Cropland
6204,Bareland,NULL,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
6205,Bareland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,NULL
6206,Bareland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
6207,Bareland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Cropland
6208,Bareland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
6209,Bareland,NULL,Grassland,NULL,Non_Wetland,Grassland,Bareland,Grassland
6210,Bareland,NULL,Grassland,NULL,Non_Wetland,Cropland,NULL,Grassland
6211,Bareland,NULL,Grassland,NULL,Non_Wetland,Cropland,NULL,Cropland
6212,Bareland,NULL,Grassland,NULL,Non_Wetland,Cropland,Grassland,Grassland
6213,Bareland,NULL,Grassland,NULL,Non_Wetland,Cropland,Grassland,Cropland
6214,Bareland,NULL,Grassland,NULL,Non_Wetland,Cropland,Grassland,Forest
6215,Bareland,NULL,Grassland,NULL,Non_Wetland,Bareland,NULL,Grassland
6216,Bareland,NULL,Grassland,NULL,Non_Wetland,Bareland,NULL,Forest
6217,Bareland,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
6218,Bareland,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Bareland
6219,Bareland,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
6220,Bareland,NULL,Grassland,NULL,Non_Wetland,Bareland,Bareland,Grassland
6221,Bareland,NULL,Grassland,NULL,Non_Wetland,Bareland,Bareland,Bareland
6222,Bareland,NULL,Grassland,NULL,Non_Wetland,Bareland,Bareland,Forest
6223,Bareland,NULL,Grassland,NULL,Non_Wetland,Water,Grassland,Grassland
6224,Bareland,NULL,Grassland,NULL,Non_Wetland,Water,Grassland,Forest
6225,Bareland,NULL,Grassland,NULL,Non_Wetland,Forest,Grassland,Grassland
6226,Bareland,NULL,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
6227,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
6228,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
6229,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
6230,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,Grassland
6231,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,Cropland
6232,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
6233,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Cropland
6234,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Bareland
6235,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Grassland
6236,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Bareland
6237,Bareland,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,Grassland
6238,Bareland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
6239,Bareland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
6240,Bareland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Forest
6241,Bareland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Bareland,Grassland
6242,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
6243,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Cropland
6244,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
6245,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
6246,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
6247,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,NULL
6248,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
6249,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
6250,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
6251,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
6252,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
6253,Bareland,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Grassland
6254,Bareland,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Cropland
6255,Bareland,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Grassland
6256,Bareland,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Cropland
6257,Bareland,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,Cropland
6258,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
6259,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Bareland
6260,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Built-up
6261,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
6262,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Bareland
6263,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
6264,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Cropland
6265,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Bareland
6266,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Built-up
6267,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
6268,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Wetland,Bareland
6269,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
6270,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Cropland
6271,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Bareland
6272,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Built-up
6273,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Forest
6274,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Built-up,Bareland
6275,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Built-up,Built-up
6276,Bareland,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Grassland
6277,Bareland,NULL,Cropland,NULL,Non_Wetland,Water,NULL,Grassland
6278,Bareland,NULL,Cropland,NULL,Non_Wetland,Water,Grassland,Grassland
6279,Bareland,NULL,Cropland,NULL,Non_Wetland,Water,Grassland,Bareland
6280,Bareland,NULL,Cropland,NULL,Non_Wetland,Water,Grassland,Forest
6281,Bareland,NULL,Cropland,NULL,Non_Wetland,Water,Bareland,Grassland
6282,Bareland,NULL,Cropland,Water,Non_Wetland,Bareland,Bareland,Grassland
6283,Bareland,NULL,Wetland,NULL,Wetland,NULL,Water,Forest
6284,Bareland,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
6285,Bareland,NULL,Wetland,NULL,Wetland,Bareland,Grassland,Grassland
6286,Bareland,NULL,Wetland,NULL,Wetland,Bareland,Wetland,Bareland
6287,Bareland,NULL,Wetland,NULL,Wetland,Bareland,Wetland,Water
6288,Bareland,NULL,Wetland,NULL,Wetland,Bareland,Water,Bareland
6289,Bareland,NULL,Wetland,NULL,Wetland,Water,Wetland,Bareland
6290,Bareland,NULL,Wetland,Non_Water,Wetland,Bareland,Grassland,Grassland
6291,Bareland,NULL,Wetland,Non_Water,Wetland,Bareland,Grassland,Bareland
6292,Bareland,NULL,Wetland,Non_Water,Wetland,Bareland,Wetland,Bareland
6293,Bareland,NULL,Wetland,Non_Water,Wetland,Bareland,Wetland,Water
6294,Bareland,NULL,Wetland,Non_Water,Wetland,Bareland,Water,Grassland
6295,Bareland,NULL,Wetland,Non_Water,Wetland,Water,Grassland,Grassland
6296,Bareland,NULL,Wetland,Non_Water,Wetland,Water,Wetland,Grassland
6297,Bareland,NULL,Wetland,Non_Water,Wetland,Water,Water,Bareland
6298,Bareland,NULL,Wetland,Water,Wetland,Cropland,Water,Water
6299,Bareland,NULL,Wetland,Water,Wetland,Bareland,Grassland,Grassland
6300,Bareland,NULL,Wetland,Water,Wetland,Bareland,Grassland,Bareland
6301,Bareland,NULL,Wetland,Water,Wetland,Bareland,Grassland,Water
6302,Bareland,NULL,Wetland,Water,Wetland,Bareland,Wetland,Bareland
6303,Bareland,NULL,Wetland,Water,Wetland,Bareland,Wetland,Water
6304,Bareland,NULL,Wetland,Water,Wetland,Bareland,Water,Wetland
6305,Bareland,NULL,Wetland,Water,Wetland,Bareland,Water,Bareland
6306,Bareland,NULL,Wetland,Water,Wetland,Bareland,Water,Water
6307,Bareland,NULL,Wetland,Water,Wetland,Water,Grassland,Water
6308,Bareland,NULL,Wetland,Water,Wetland,Water,Wetland,Grassland
6309,Bareland,NULL,Wetland,Water,Wetland,Water,Wetland,Water
6310,Bareland,NULL,Wetland,Water,Wetland,Water,Water,Bareland
6311,Bareland,NULL,Wetland,Water,Wetland,Water,Water,Water
6312,Bareland,NULL,Bareland,NULL,Non_Wetland,Bareland,NULL,Grassland
6313,Bareland,NULL,Bareland,NULL,Non_Wetland,Bareland,NULL,Bareland
6314,Bareland,NULL,Bareland,NULL,Non_Wetland,Bareland,Grassland,Grassland
6315,Bareland,NULL,Bareland,NULL,Non_Wetland,Bareland,Bareland,Grassland
6316,Bareland,NULL,Bareland,NULL,Non_Wetland,Bareland,Bareland,Cropland
6317,Bareland,NULL,Bareland,NULL,Non_Wetland,Bareland,Bareland,Bareland
6318,Bareland,NULL,Bareland,NULL,Non_Wetland,Bareland,Bareland,Forest
6319,Bareland,NULL,Bareland,NULL,Non_Wetland,Bareland,Water,Bareland
6320,Bareland,NULL,Bareland,NULL,Non_Wetland,Water,Grassland,Grassland
6321,Bareland,NULL,Bareland,NULL,Non_Wetland,Water,Grassland,Bareland
6322,Bareland,NULL,Bareland,NULL,Non_Wetland,Water,Bareland,Built-up
6323,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
6324,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,Bareland,Grassland
6325,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,Bareland,Bareland
6326,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,Built-up,Grassland
6327,Bareland,NULL,Built-up,NULL,Non_Wetland,Shrubland,Built-up,Built-up
6328,Bareland,NULL,Built-up,NULL,Non_Wetland,Grassland,Shrubland,Grassland
6329,Bareland,NULL,Built-up,NULL,Non_Wetland,Grassland,Shrubland,Built-up
6330,Bareland,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
6331,Bareland,NULL,Built-up,NULL,Non_Wetland,Grassland,Bareland,Grassland
6332,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,NULL,Grassland
6333,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,NULL,Built-up
6334,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,Shrubland,Built-up
6335,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
6336,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Bareland
6337,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Built-up
6338,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Forest
6339,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
6340,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Bareland
6341,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Built-up
6342,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Forest
6343,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,Built-up,Bareland
6344,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,Built-up,Built-up
6345,Bareland,NULL,Built-up,NULL,Non_Wetland,Built-up,Shrubland,Built-up
6346,Bareland,NULL,Built-up,NULL,Non_Wetland,Built-up,Built-up,Grassland
6347,Bareland,NULL,Built-up,NULL,Non_Wetland,Built-up,Built-up,Bareland
6348,Bareland,NULL,Built-up,NULL,Non_Wetland,Built-up,Built-up,Built-up
6349,Bareland,NULL,Built-up,NULL,Non_Wetland,Water,Shrubland,Bareland
6350,Bareland,NULL,Built-up,NULL,Non_Wetland,Water,Bareland,Grassland
6351,Bareland,NULL,Built-up,NULL,Non_Wetland,Water,Bareland,Bareland
6352,Bareland,NULL,Water,NULL,Water,NULL,NULL,Grassland
6353,Bareland,NULL,Water,NULL,Water,NULL,Grassland,Grassland
6354,Bareland,NULL,Water,NULL,Water,NULL,Grassland,Bareland
6355,Bareland,NULL,Water,NULL,Water,Bareland,NULL,Grassland
6356,Bareland,NULL,Water,NULL,Water,Bareland,NULL,Bareland
6357,Bareland,NULL,Water,NULL,Water,Bareland,Grassland,Grassland
6358,Bareland,NULL,Water,NULL,Water,Bareland,Grassland,Bareland
6359,Bareland,NULL,Water,NULL,Water,Bareland,Bareland,Grassland
6360,Bareland,NULL,Water,NULL,Water,Bareland,Bareland,Cropland
6361,Bareland,NULL,Water,NULL,Water,Bareland,Bareland,Bareland
6362,Bareland,NULL,Water,NULL,Water,Water,Bareland,Bareland
6363,Bareland,NULL,Water,Water,Water,NULL,Water,Grassland
6364,Bareland,NULL,Water,Water,Water,Bareland,Grassland,Bareland
6365,Bareland,NULL,Water,Water,Water,Bareland,Wetland,Bareland
6366,Bareland,NULL,Water,Water,Water,Bareland,Bareland,Cropland
6367,Bareland,NULL,Water,Water,Water,Bareland,Bareland,Bareland
6368,Bareland,NULL,Water,Water,Water,Bareland,Water,Water
6369,Bareland,NULL,Water,Water,Water,Water,Grassland,Water
6370,Bareland,NULL,Water,Water,Water,Water,Water,Bareland
6371,Bareland,NULL,Water,Water,Water,Water,Water,Water
6372,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,NULL
6373,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
6374,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
6375,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
6376,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,Shrubland,Grassland
6377,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,NULL
6378,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Grassland
6379,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
6380,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,Bareland,Grassland
6381,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,Forest,Grassland
6382,Bareland,NULL,Forest,NULL,Non_Wetland,Shrubland,NULL,Grassland
6383,Bareland,NULL,Forest,NULL,Non_Wetland,Shrubland,NULL,Forest
6384,Bareland,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
6385,Bareland,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,NULL
6386,Bareland,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,Grassland
6387,Bareland,NULL,Forest,NULL,Non_Wetland,Shrubland,Forest,Forest
6388,Bareland,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,NULL
6389,Bareland,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
6390,Bareland,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Cropland
6391,Bareland,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
6392,Bareland,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,Grassland
6393,Bareland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,NULL
6394,Bareland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
6395,Bareland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Cropland
6396,Bareland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
6397,Bareland,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
6398,Bareland,NULL,Forest,NULL,Non_Wetland,Cropland,NULL,Grassland
6399,Bareland,NULL,Forest,NULL,Non_Wetland,Cropland,NULL,Cropland
6400,Bareland,NULL,Forest,NULL,Non_Wetland,Cropland,Grassland,Grassland
6401,Bareland,NULL,Forest,NULL,Non_Wetland,Cropland,Grassland,Cropland
6402,Bareland,NULL,Forest,NULL,Non_Wetland,Cropland,Grassland,Forest
6403,Bareland,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
6404,Bareland,NULL,Forest,NULL,Non_Wetland,Bareland,NULL,Grassland
6405,Bareland,NULL,Forest,NULL,Non_Wetland,Bareland,NULL,Bareland
6406,Bareland,NULL,Forest,NULL,Non_Wetland,Bareland,Shrubland,Grassland
6407,Bareland,NULL,Forest,NULL,Non_Wetland,Bareland,Shrubland,Forest
6408,Bareland,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,NULL
6409,Bareland,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
6410,Bareland,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Bareland
6411,Bareland,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
6412,Bareland,NULL,Forest,NULL,Non_Wetland,Bareland,Wetland,Bareland
6413,Bareland,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,Grassland
6414,Bareland,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,Bareland
6415,Bareland,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
6416,Bareland,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Grassland
6417,Bareland,NULL,Forest,NULL,Non_Wetland,Water,Bareland,Bareland
6418,Bareland,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Grassland
6419,Bareland,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
6420,Bareland,NULL,Forest,Water,Non_Wetland,Bareland,Grassland,Bareland
6421,Bareland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
6422,Bareland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
6423,Bareland,Cropland,NULL,NULL,Non_Wetland,NULL,Shrubland,Grassland
6424,Bareland,Cropland,NULL,NULL,Non_Wetland,NULL,Shrubland,Cropland
6425,Bareland,Cropland,NULL,NULL,Non_Wetland,NULL,Grassland,Grassland
6426,Bareland,Cropland,NULL,NULL,Non_Wetland,NULL,Grassland,Cropland
6427,Bareland,Cropland,NULL,NULL,Non_Wetland,NULL,Bareland,Grassland
6428,Bareland,Cropland,NULL,NULL,Non_Wetland,NULL,Bareland,Cropland
6429,Bareland,Cropland,NULL,NULL,Non_Wetland,NULL,Forest,Grassland
6430,Bareland,Cropland,NULL,NULL,Non_Wetland,Shrubland,Grassland,NULL
6431,Bareland,Cropland,NULL,NULL,Non_Wetland,Shrubland,Grassland,Grassland
6432,Bareland,Cropland,NULL,NULL,Non_Wetland,Shrubland,Grassland,Forest
6433,Bareland,Cropland,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
6434,Bareland,Cropland,NULL,NULL,Non_Wetland,Grassland,NULL,Cropland
6435,Bareland,Cropland,NULL,NULL,Non_Wetland,Grassland,Shrubland,Grassland
6436,Bareland,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
6437,Bareland,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Cropland
6438,Bareland,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
6439,Bareland,Cropland,NULL,NULL,Non_Wetland,Grassland,Bareland,Grassland
6440,Bareland,Cropland,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
6441,Bareland,Cropland,NULL,NULL,Non_Wetland,Cropland,NULL,Grassland
6442,Bareland,Cropland,NULL,NULL,Non_Wetland,Cropland,NULL,Cropland
6443,Bareland,Cropland,NULL,NULL,Non_Wetland,Cropland,Grassland,Grassland
6444,Bareland,Cropland,NULL,NULL,Non_Wetland,Cropland,Grassland,Cropland
6445,Bareland,Cropland,NULL,NULL,Non_Wetland,Cropland,Grassland,Forest
6446,Bareland,Cropland,NULL,NULL,Non_Wetland,Bareland,Shrubland,Grassland
6447,Bareland,Cropland,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
6448,Bareland,Cropland,NULL,NULL,Non_Wetland,Bareland,Grassland,Cropland
6449,Bareland,Cropland,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
6450,Bareland,Cropland,NULL,NULL,Non_Wetland,Bareland,Bareland,Bareland
6451,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
6452,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
6453,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Grassland
6454,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Cropland
6455,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Grassland,NULL
6456,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
6457,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Grassland,Cropland
6458,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Grassland,Built-up
6459,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
6460,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Bareland,Grassland
6461,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Bareland,Cropland
6462,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Forest,Grassland
6463,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,NULL,NULL
6464,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Grassland
6465,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Forest
6466,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
