Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_20NLN_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20NLN_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20NLN_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_20NLN_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20NLN_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20NLN_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_20NLN_M_R
390,Bareland,NULL,Shrubland,Water,Non_Wetland,NULL,Forest
391,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland
392,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,Forest
393,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland
394,Bareland,NULL,Wetland,NULL,Wetland,NULL,Bareland
395,Bareland,NULL,Wetland,Water,Wetland,NULL,Bareland
396,Bareland,NULL,Wetland,Water,Wetland,NULL,Water
397,Bareland,NULL,Water,NULL,Water,NULL,Water
398,Bareland,NULL,Water,Water,Water,NULL,Grassland
399,Bareland,NULL,Water,Water,Water,NULL,Bareland
400,Bareland,NULL,Water,Water,Water,NULL,Water
401,Bareland,NULL,Water,Water,Water,NULL,Forest
402,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,Grassland
403,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,Bareland
404,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,Forest
405,Bareland,NULL,Forest,Non_Water,Non_Wetland,NULL,Bareland
406,Bareland,NULL,Forest,Water,Non_Wetland,NULL,Bareland
407,Bareland,Cropland,Grassland,NULL,Non_Wetland,NULL,Grassland
408,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland
409,Bareland,Cropland,Forest,NULL,Non_Wetland,NULL,Grassland
410,Bareland,Wetland,Shrubland,NULL,Non_Wetland,NULL,Bareland
411,Bareland,Wetland,Shrubland,NULL,Non_Wetland,NULL,Water
412,Bareland,Wetland,Shrubland,NULL,Non_Wetland,NULL,Forest
413,Bareland,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,Bareland
414,Bareland,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,Water
415,Bareland,Wetland,Shrubland,Water,Non_Wetland,NULL,Water
416,Bareland,Wetland,Grassland,NULL,Non_Wetland,NULL,Forest
417,Bareland,Wetland,Wetland,NULL,Wetland,NULL,Bareland
418,Bareland,Wetland,Wetland,NULL,Wetland,NULL,Water
419,Bareland,Wetland,Wetland,NULL,Wetland,NULL,Forest
420,Bareland,Wetland,Wetland,Non_Water,Wetland,NULL,Water
421,Bareland,Wetland,Wetland,Water,Wetland,NULL,Water
422,Bareland,Wetland,Wetland,Water,Wetland,NULL,Forest
423,Bareland,Wetland,Water,NULL,Water,NULL,Bareland
424,Bareland,Wetland,Water,NULL,Water,NULL,Water
425,Bareland,Wetland,Water,NULL,Water,NULL,Forest
426,Bareland,Wetland,Water,Non_Water,Water,NULL,Water
427,Bareland,Wetland,Water,Water,Water,NULL,Water
428,Bareland,Wetland,Water,Water,Water,NULL,Forest
429,Bareland,Wetland,Forest,NULL,Non_Wetland,NULL,Water
430,Bareland,Wetland,Forest,Water,Non_Wetland,NULL,Water
431,Bareland,Wetland,Forest,Water,Non_Wetland,NULL,Forest
432,Bareland,Bareland,Shrubland,NULL,Non_Wetland,NULL,Bareland
433,Bareland,Bareland,Shrubland,Water,Non_Wetland,NULL,Bareland
434,Bareland,Bareland,Shrubland,Water,Non_Wetland,NULL,Water
435,Bareland,Bareland,Grassland,NULL,Non_Wetland,NULL,Bareland
436,Bareland,Bareland,Wetland,Water,Wetland,NULL,Water
437,Bareland,Bareland,Bareland,NULL,Non_Wetland,NULL,Bareland
438,Bareland,Bareland,Built-up,NULL,Non_Wetland,NULL,Bareland
439,Bareland,Bareland,Built-up,Water,Non_Wetland,NULL,Bareland
440,Bareland,Bareland,Built-up,Water,Non_Wetland,NULL,Water
441,Bareland,Bareland,Water,Water,Water,NULL,Water
442,Bareland,Bareland,Forest,NULL,Non_Wetland,NULL,Bareland
443,Bareland,Water,Shrubland,NULL,Non_Wetland,NULL,Grassland
444,Bareland,Water,Shrubland,NULL,Non_Wetland,NULL,Water
445,Bareland,Water,Shrubland,Non_Water,Non_Wetland,NULL,Water
446,Bareland,Water,Shrubland,Water,Non_Wetland,NULL,Grassland
447,Bareland,Water,Shrubland,Water,Non_Wetland,NULL,Bareland
448,Bareland,Water,Shrubland,Water,Non_Wetland,NULL,Water
449,Bareland,Water,Shrubland,Water,Non_Wetland,NULL,Forest
450,Bareland,Water,Grassland,NULL,Non_Wetland,NULL,Water
451,Bareland,Water,Grassland,Non_Water,Non_Wetland,NULL,Water
452,Bareland,Water,Grassland,Water,Non_Wetland,NULL,Grassland
453,Bareland,Water,Grassland,Water,Non_Wetland,NULL,Water
454,Bareland,Water,Grassland,Water,Non_Wetland,NULL,Forest
455,Bareland,Water,Wetland,NULL,Wetland,NULL,Bareland
456,Bareland,Water,Wetland,NULL,Wetland,NULL,Water
457,Bareland,Water,Wetland,Non_Water,Wetland,NULL,Grassland
458,Bareland,Water,Wetland,Non_Water,Wetland,NULL,Water
459,Bareland,Water,Wetland,Water,Wetland,NULL,Bareland
460,Bareland,Water,Wetland,Water,Wetland,NULL,Water
461,Bareland,Water,Wetland,Water,Wetland,NULL,Forest
462,Bareland,Water,Water,NULL,Water,NULL,Water
463,Bareland,Water,Water,Non_Water,Water,NULL,Water
464,Bareland,Water,Water,Water,Water,NULL,Wetland
465,Bareland,Water,Water,Water,Water,NULL,Bareland
466,Bareland,Water,Water,Water,Water,NULL,Water
467,Bareland,Water,Water,Water,Water,NULL,Forest
468,Bareland,Water,Forest,NULL,Non_Wetland,NULL,Bareland
469,Bareland,Water,Forest,NULL,Non_Wetland,NULL,Water
470,Bareland,Water,Forest,NULL,Non_Wetland,NULL,Forest
471,Bareland,Water,Forest,Water,Non_Wetland,NULL,Bareland
472,Bareland,Water,Forest,Water,Non_Wetland,NULL,Water
473,Bareland,Forest,Shrubland,NULL,Non_Wetland,NULL,Grassland
474,Bareland,Forest,Shrubland,NULL,Non_Wetland,NULL,Forest
475,Bareland,Forest,Grassland,NULL,Non_Wetland,NULL,Grassland
476,Bareland,Forest,Grassland,NULL,Non_Wetland,NULL,Forest
477,Bareland,Forest,Forest,NULL,Non_Wetland,NULL,Grassland
478,Bareland,Forest,Forest,NULL,Non_Wetland,NULL,Forest
479,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland
480,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,Wetland
481,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland
482,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,Water
483,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest
484,Water,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Water
485,Water,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Forest
486,Water,NULL,Shrubland,Water,Non_Wetland,NULL,Grassland
487,Water,NULL,Shrubland,Water,Non_Wetland,NULL,Wetland
488,Water,NULL,Shrubland,Water,Non_Wetland,NULL,Bareland
489,Water,NULL,Shrubland,Water,Non_Wetland,NULL,Water
490,Water,NULL,Shrubland,Water,Non_Wetland,NULL,Forest
491,Water,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland
492,Water,NULL,Grassland,NULL,Non_Wetland,NULL,Wetland
493,Water,NULL,Grassland,NULL,Non_Wetland,NULL,Water
494,Water,NULL,Grassland,NULL,Non_Wetland,NULL,Forest
495,Water,NULL,Grassland,Non_Water,Non_Wetland,NULL,Forest
496,Water,NULL,Grassland,Water,Non_Wetland,NULL,Grassland
497,Water,NULL,Grassland,Water,Non_Wetland,NULL,Wetland
498,Water,NULL,Grassland,Water,Non_Wetland,NULL,Water
499,Water,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland
500,Water,NULL,Cropland,NULL,Non_Wetland,NULL,Forest
501,Water,NULL,Cropland,Water,Non_Wetland,NULL,Water
502,Water,NULL,Wetland,NULL,Wetland,NULL,Grassland
503,Water,NULL,Wetland,NULL,Wetland,NULL,Wetland
504,Water,NULL,Wetland,NULL,Wetland,NULL,Water
505,Water,NULL,Wetland,NULL,Wetland,NULL,Forest
506,Water,NULL,Wetland,Non_Water,Wetland,NULL,Water
507,Water,NULL,Wetland,Non_Water,Wetland,NULL,Forest
508,Water,NULL,Wetland,Water,Wetland,NULL,Grassland
509,Water,NULL,Wetland,Water,Wetland,NULL,Wetland
510,Water,NULL,Wetland,Water,Wetland,NULL,Bareland
511,Water,NULL,Wetland,Water,Wetland,NULL,Water
512,Water,NULL,Wetland,Water,Wetland,NULL,Forest
513,Water,NULL,Built-up,Water,Non_Wetland,NULL,Water
514,Water,NULL,Built-up,Water,Non_Wetland,NULL,Forest
515,Water,NULL,Water,NULL,Water,NULL,Grassland
516,Water,NULL,Water,NULL,Water,NULL,Water
517,Water,NULL,Water,NULL,Water,NULL,Forest
518,Water,NULL,Water,Non_Water,Water,NULL,Water
519,Water,NULL,Water,Non_Water,Water,NULL,Forest
520,Water,NULL,Water,Water,Water,NULL,Grassland
521,Water,NULL,Water,Water,Water,NULL,Wetland
522,Water,NULL,Water,Water,Water,NULL,Bareland
523,Water,NULL,Water,Water,Water,NULL,Water
524,Water,NULL,Water,Water,Water,NULL,Forest
525,Water,NULL,Forest,NULL,Non_Wetland,NULL,Grassland
526,Water,NULL,Forest,NULL,Non_Wetland,NULL,Wetland
527,Water,NULL,Forest,NULL,Non_Wetland,NULL,Water
528,Water,NULL,Forest,NULL,Non_Wetland,NULL,Forest
529,Water,NULL,Forest,Non_Water,Non_Wetland,NULL,Grassland
530,Water,NULL,Forest,Non_Water,Non_Wetland,NULL,Water
531,Water,NULL,Forest,Non_Water,Non_Wetland,NULL,Forest
532,Water,NULL,Forest,Water,Non_Wetland,NULL,Grassland
533,Water,NULL,Forest,Water,Non_Wetland,NULL,Wetland
534,Water,NULL,Forest,Water,Non_Wetland,NULL,Water
535,Water,NULL,Forest,Water,Non_Wetland,NULL,Forest
536,Water,Cropland,Forest,NULL,Non_Wetland,NULL,Grassland
537,Water,Wetland,Shrubland,NULL,Non_Wetland,NULL,Forest
538,Water,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,Water
539,Water,Wetland,Shrubland,Water,Non_Wetland,NULL,Water
540,Water,Wetland,Grassland,NULL,Non_Wetland,NULL,Grassland
541,Water,Wetland,Wetland,NULL,Wetland,NULL,Wetland
542,Water,Wetland,Wetland,NULL,Wetland,NULL,Water
543,Water,Wetland,Wetland,NULL,Wetland,NULL,Forest
544,Water,Wetland,Wetland,Non_Water,Wetland,NULL,Water
545,Water,Wetland,Wetland,Water,Wetland,NULL,Wetland
546,Water,Wetland,Wetland,Water,Wetland,NULL,Bareland
547,Water,Wetland,Wetland,Water,Wetland,NULL,Water
548,Water,Wetland,Wetland,Water,Wetland,NULL,Forest
549,Water,Wetland,Water,NULL,Water,NULL,Water
550,Water,Wetland,Water,Non_Water,Water,NULL,Forest
551,Water,Wetland,Water,Water,Water,NULL,Wetland
552,Water,Wetland,Water,Water,Water,NULL,Water
553,Water,Wetland,Water,Water,Water,NULL,Forest
554,Water,Wetland,Forest,NULL,Non_Wetland,NULL,Grassland
555,Water,Wetland,Forest,NULL,Non_Wetland,NULL,Wetland
556,Water,Wetland,Forest,NULL,Non_Wetland,NULL,Water
557,Water,Wetland,Forest,NULL,Non_Wetland,NULL,Forest
558,Water,Wetland,Forest,Non_Water,Non_Wetland,NULL,Water
559,Water,Wetland,Forest,Water,Non_Wetland,NULL,Water
560,Water,Bareland,Shrubland,NULL,Non_Wetland,NULL,Grassland
561,Water,Bareland,Shrubland,NULL,Non_Wetland,NULL,Water
562,Water,Bareland,Shrubland,Water,Non_Wetland,NULL,Water
563,Water,Bareland,Grassland,NULL,Non_Wetland,NULL,Wetland
564,Water,Bareland,Grassland,Non_Water,Non_Wetland,NULL,Water
565,Water,Bareland,Grassland,Water,Non_Wetland,NULL,Water
566,Water,Bareland,Wetland,NULL,Wetland,NULL,Grassland
567,Water,Bareland,Wetland,NULL,Wetland,NULL,Water
568,Water,Bareland,Wetland,Non_Water,Wetland,NULL,Water
569,Water,Bareland,Wetland,Water,Wetland,NULL,Bareland
570,Water,Bareland,Wetland,Water,Wetland,NULL,Water
571,Water,Bareland,Wetland,Water,Wetland,NULL,Forest
572,Water,Bareland,Built-up,Water,Non_Wetland,NULL,Bareland
573,Water,Bareland,Built-up,Water,Non_Wetland,NULL,Water
574,Water,Bareland,Water,NULL,Water,NULL,Bareland
575,Water,Bareland,Water,Non_Water,Water,NULL,Water
576,Water,Bareland,Water,Water,Water,NULL,Water
577,Water,Bareland,Water,Water,Water,NULL,Forest
578,Water,Bareland,Forest,NULL,Non_Wetland,NULL,Bareland
579,Water,Bareland,Forest,NULL,Non_Wetland,NULL,Water
580,Water,Bareland,Forest,Water,Non_Wetland,NULL,Water
581,Water,Water,Shrubland,NULL,Non_Wetland,NULL,Grassland
582,Water,Water,Shrubland,NULL,Non_Wetland,NULL,Bareland
583,Water,Water,Shrubland,NULL,Non_Wetland,NULL,Water
584,Water,Water,Shrubland,NULL,Non_Wetland,NULL,Forest
585,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL,Grassland
586,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL,Wetland
587,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL,Water
588,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL,Forest
589,Water,Water,Shrubland,Water,Non_Wetland,NULL,Grassland
590,Water,Water,Shrubland,Water,Non_Wetland,NULL,Wetland
591,Water,Water,Shrubland,Water,Non_Wetland,NULL,Bareland
592,Water,Water,Shrubland,Water,Non_Wetland,NULL,Water
593,Water,Water,Shrubland,Water,Non_Wetland,NULL,Forest
594,Water,Water,Grassland,NULL,Non_Wetland,NULL,Grassland
595,Water,Water,Grassland,NULL,Non_Wetland,NULL,Wetland
596,Water,Water,Grassland,NULL,Non_Wetland,NULL,Bareland
597,Water,Water,Grassland,NULL,Non_Wetland,NULL,Water
598,Water,Water,Grassland,NULL,Non_Wetland,NULL,Forest
599,Water,Water,Grassland,Non_Water,Non_Wetland,NULL,Water
600,Water,Water,Grassland,Non_Water,Non_Wetland,NULL,Forest
601,Water,Water,Grassland,Water,Non_Wetland,NULL,Water
602,Water,Water,Grassland,Water,Non_Wetland,NULL,Forest
603,Water,Water,Cropland,NULL,Non_Wetland,NULL,Water
604,Water,Water,Cropland,Water,Non_Wetland,NULL,Water
605,Water,Water,Wetland,NULL,Wetland,NULL,Grassland
606,Water,Water,Wetland,NULL,Wetland,NULL,Wetland
607,Water,Water,Wetland,NULL,Wetland,NULL,Bareland
608,Water,Water,Wetland,NULL,Wetland,NULL,Water
609,Water,Water,Wetland,NULL,Wetland,NULL,Forest
610,Water,Water,Wetland,Non_Water,Wetland,NULL,Grassland
611,Water,Water,Wetland,Non_Water,Wetland,NULL,Wetland
612,Water,Water,Wetland,Non_Water,Wetland,NULL,Bareland
613,Water,Water,Wetland,Non_Water,Wetland,NULL,Water
614,Water,Water,Wetland,Non_Water,Wetland,NULL,Forest
615,Water,Water,Wetland,Water,Wetland,NULL,Grassland
616,Water,Water,Wetland,Water,Wetland,NULL,Wetland
617,Water,Water,Wetland,Water,Wetland,NULL,Bareland
618,Water,Water,Wetland,Water,Wetland,NULL,Water
619,Water,Water,Wetland,Water,Wetland,NULL,Forest
620,Water,Water,Bareland,NULL,Non_Wetland,NULL,Water
621,Water,Water,Bareland,NULL,Non_Wetland,NULL,Forest
622,Water,Water,Bareland,Non_Water,Non_Wetland,NULL,Water
623,Water,Water,Bareland,Water,Non_Wetland,NULL,Water
624,Water,Water,Built-up,NULL,Non_Wetland,NULL,Grassland
625,Water,Water,Built-up,NULL,Non_Wetland,NULL,Bareland
626,Water,Water,Built-up,Water,Non_Wetland,NULL,Bareland
627,Water,Water,Built-up,Water,Non_Wetland,NULL,Water
628,Water,Water,Water,NULL,Water,NULL,Grassland
629,Water,Water,Water,NULL,Water,NULL,Wetland
630,Water,Water,Water,NULL,Water,NULL,Bareland
631,Water,Water,Water,NULL,Water,NULL,Water
632,Water,Water,Water,NULL,Water,NULL,Forest
633,Water,Water,Water,Non_Water,Water,NULL,Wetland
634,Water,Water,Water,Non_Water,Water,NULL,Bareland
635,Water,Water,Water,Non_Water,Water,NULL,Water
636,Water,Water,Water,Non_Water,Water,NULL,Forest
637,Water,Water,Water,Water,Water,NULL,Grassland
638,Water,Water,Water,Water,Water,NULL,Cropland
639,Water,Water,Water,Water,Water,NULL,Wetland
640,Water,Water,Water,Water,Water,NULL,Bareland
641,Water,Water,Water,Water,Water,NULL,Water
642,Water,Water,Water,Water,Water,NULL,Forest
643,Water,Water,Forest,NULL,Non_Wetland,NULL,Grassland
644,Water,Water,Forest,NULL,Non_Wetland,NULL,Wetland
645,Water,Water,Forest,NULL,Non_Wetland,NULL,Bareland
646,Water,Water,Forest,NULL,Non_Wetland,NULL,Water
647,Water,Water,Forest,NULL,Non_Wetland,NULL,Forest
648,Water,Water,Forest,Non_Water,Non_Wetland,NULL,Grassland
649,Water,Water,Forest,Non_Water,Non_Wetland,NULL,Wetland
650,Water,Water,Forest,Non_Water,Non_Wetland,NULL,Water
651,Water,Water,Forest,Non_Water,Non_Wetland,NULL,Forest
652,Water,Water,Forest,Water,Non_Wetland,NULL,Grassland
653,Water,Water,Forest,Water,Non_Wetland,NULL,Wetland
654,Water,Water,Forest,Water,Non_Wetland,NULL,Bareland
655,Water,Water,Forest,Water,Non_Wetland,NULL,Water
656,Water,Water,Forest,Water,Non_Wetland,NULL,Forest
657,Water,Forest,Shrubland,NULL,Non_Wetland,NULL,Grassland
658,Water,Forest,Shrubland,NULL,Non_Wetland,NULL,Wetland
659,Water,Forest,Shrubland,NULL,Non_Wetland,NULL,Water
660,Water,Forest,Shrubland,NULL,Non_Wetland,NULL,Forest
661,Water,Forest,Shrubland,Non_Water,Non_Wetland,NULL,Forest
662,Water,Forest,Shrubland,Water,Non_Wetland,NULL,Forest
663,Water,Forest,Grassland,NULL,Non_Wetland,NULL,Forest
664,Water,Forest,Grassland,Non_Water,Non_Wetland,NULL,Forest
665,Water,Forest,Wetland,NULL,Wetland,NULL,Grassland
666,Water,Forest,Wetland,NULL,Wetland,NULL,Water
667,Water,Forest,Wetland,NULL,Wetland,NULL,Forest
668,Water,Forest,Wetland,Non_Water,Wetland,NULL,Forest
669,Water,Forest,Wetland,Water,Wetland,NULL,Forest
670,Water,Forest,Bareland,NULL,Non_Wetland,NULL,Forest
671,Water,Forest,Water,NULL,Water,NULL,Water
672,Water,Forest,Water,NULL,Water,NULL,Forest
673,Water,Forest,Water,Non_Water,Water,NULL,Forest
674,Water,Forest,Water,Water,Water,NULL,Forest
675,Water,Forest,Forest,NULL,Non_Wetland,NULL,Grassland
676,Water,Forest,Forest,NULL,Non_Wetland,NULL,Wetland
677,Water,Forest,Forest,NULL,Non_Wetland,NULL,Water
678,Water,Forest,Forest,NULL,Non_Wetland,NULL,Forest
679,Water,Forest,Forest,Non_Water,Non_Wetland,NULL,Forest
680,Water,Forest,Forest,Water,Non_Wetland,NULL,Water
681,Water,Forest,Forest,Water,Non_Wetland,NULL,Forest
682,Permanent_ice_and_snow,NULL,NULL,NULL,Non_Wetland,NULL,Forest
683,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL
684,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland
685,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,NULL,Wetland
686,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest
687,Permanent_ice_and_snow,NULL,Grassland,NULL,Non_Wetland,NULL,NULL
688,Permanent_ice_and_snow,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland
689,Permanent_ice_and_snow,NULL,Grassland,NULL,Non_Wetland,NULL,Wetland
690,Permanent_ice_and_snow,NULL,Grassland,NULL,Non_Wetland,NULL,Forest
691,Permanent_ice_and_snow,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland
692,Permanent_ice_and_snow,NULL,Cropland,Non_Water,Non_Wetland,NULL,Wetland
693,Permanent_ice_and_snow,NULL,Wetland,NULL,Wetland,NULL,Water
694,Permanent_ice_and_snow,NULL,Wetland,NULL,Wetland,NULL,Forest
695,Permanent_ice_and_snow,NULL,Wetland,Non_Water,Wetland,NULL,Water
696,Permanent_ice_and_snow,NULL,Bareland,NULL,Non_Wetland,NULL,Forest
697,Permanent_ice_and_snow,NULL,Water,NULL,Water,NULL,Wetland
698,Permanent_ice_and_snow,NULL,Water,NULL,Water,NULL,Water
699,Permanent_ice_and_snow,NULL,Water,Non_Water,Water,NULL,Forest
700,Permanent_ice_and_snow,NULL,Water,Water,Water,NULL,Wetland
701,Permanent_ice_and_snow,NULL,Water,Water,Water,NULL,Water
702,Permanent_ice_and_snow,NULL,Water,Water,Water,NULL,Forest
703,Permanent_ice_and_snow,NULL,Forest,NULL,Non_Wetland,NULL,NULL
704,Permanent_ice_and_snow,NULL,Forest,NULL,Non_Wetland,NULL,Grassland
705,Permanent_ice_and_snow,NULL,Forest,NULL,Non_Wetland,NULL,Wetland
706,Permanent_ice_and_snow,NULL,Forest,NULL,Non_Wetland,NULL,Water
707,Permanent_ice_and_snow,NULL,Forest,NULL,Non_Wetland,NULL,Forest
708,Permanent_ice_and_snow,NULL,Forest,Non_Water,Non_Wetland,NULL,Water
709,Permanent_ice_and_snow,NULL,Forest,Water,Non_Wetland,NULL,Water
710,Permanent_ice_and_snow,Bareland,Wetland,Water,Wetland,NULL,Water
711,Permanent_ice_and_snow,Bareland,Water,Water,Water,NULL,Water
712,Permanent_ice_and_snow,Water,Shrubland,Non_Water,Non_Wetland,NULL,Water
713,Permanent_ice_and_snow,Water,Wetland,NULL,Wetland,NULL,Water
714,Permanent_ice_and_snow,Water,Wetland,Non_Water,Wetland,NULL,Water
715,Permanent_ice_and_snow,Water,Wetland,Non_Water,Wetland,NULL,Forest
716,Permanent_ice_and_snow,Water,Wetland,Water,Wetland,NULL,Water
717,Permanent_ice_and_snow,Water,Wetland,Water,Wetland,NULL,Forest
718,Permanent_ice_and_snow,Water,Water,Non_Water,Water,NULL,Water
719,Permanent_ice_and_snow,Water,Water,Water,Water,NULL,Bareland
720,Permanent_ice_and_snow,Water,Water,Water,Water,NULL,Water
721,Permanent_ice_and_snow,Water,Forest,NULL,Non_Wetland,NULL,Wetland
722,Permanent_ice_and_snow,Water,Forest,NULL,Non_Wetland,NULL,Water
723,Permanent_ice_and_snow,Water,Forest,NULL,Non_Wetland,NULL,Forest
724,Permanent_ice_and_snow,Water,Forest,Water,Non_Wetland,NULL,Bareland
725,Permanent_ice_and_snow,Water,Forest,Water,Non_Wetland,NULL,Water
726,Permanent_ice_and_snow,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL
727,Permanent_ice_and_snow,Forest,Shrubland,NULL,Non_Wetland,NULL,Grassland
728,Permanent_ice_and_snow,Forest,Shrubland,NULL,Non_Wetland,NULL,Forest
729,Permanent_ice_and_snow,Forest,Grassland,NULL,Non_Wetland,NULL,NULL
730,Permanent_ice_and_snow,Forest,Grassland,NULL,Non_Wetland,NULL,Grassland
731,Permanent_ice_and_snow,Forest,Grassland,NULL,Non_Wetland,NULL,Wetland
732,Permanent_ice_and_snow,Forest,Grassland,NULL,Non_Wetland,NULL,Forest
733,Permanent_ice_and_snow,Forest,Cropland,NULL,Non_Wetland,NULL,Grassland
734,Permanent_ice_and_snow,Forest,Cropland,NULL,Non_Wetland,NULL,Forest
735,Permanent_ice_and_snow,Forest,Wetland,NULL,Wetland,NULL,Wetland
736,Permanent_ice_and_snow,Forest,Wetland,NULL,Wetland,NULL,Forest
737,Permanent_ice_and_snow,Forest,Bareland,NULL,Non_Wetland,NULL,Forest
738,Permanent_ice_and_snow,Forest,Built-up,NULL,Non_Wetland,NULL,Forest
739,Permanent_ice_and_snow,Forest,Forest,NULL,Non_Wetland,NULL,NULL
740,Permanent_ice_and_snow,Forest,Forest,NULL,Non_Wetland,NULL,Grassland
741,Permanent_ice_and_snow,Forest,Forest,NULL,Non_Wetland,NULL,Wetland
742,Permanent_ice_and_snow,Forest,Forest,NULL,Non_Wetland,NULL,Forest
743,Forest,NULL,NULL,NULL,Non_Wetland,NULL,Grassland
744,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL
745,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland
746,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Cropland
747,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Wetland
748,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Water
749,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest
750,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland
751,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Wetland
752,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Forest
753,Forest,NULL,Shrubland,Water,Non_Wetland,NULL,Wetland
754,Forest,NULL,Shrubland,Water,Non_Wetland,NULL,Water
755,Forest,NULL,Shrubland,Water,Non_Wetland,NULL,Forest
756,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL
757,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland
758,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,Cropland
759,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,Wetland
760,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,Water
761,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,Forest
762,Forest,NULL,Grassland,Non_Water,Non_Wetland,NULL,Grassland
763,Forest,NULL,Grassland,Non_Water,Non_Wetland,NULL,Forest
764,Forest,NULL,Grassland,Water,Non_Wetland,NULL,Grassland
765,Forest,NULL,Grassland,Water,Non_Wetland,NULL,Forest
766,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland
767,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Cropland
768,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Forest
769,Forest,NULL,Wetland,NULL,Wetland,NULL,Grassland
770,Forest,NULL,Wetland,NULL,Wetland,NULL,Wetland
771,Forest,NULL,Wetland,NULL,Wetland,NULL,Water
772,Forest,NULL,Wetland,NULL,Wetland,NULL,Forest
773,Forest,NULL,Wetland,Non_Water,Wetland,NULL,Wetland
774,Forest,NULL,Wetland,Non_Water,Wetland,NULL,Forest
775,Forest,NULL,Wetland,Water,Wetland,NULL,Wetland
776,Forest,NULL,Wetland,Water,Wetland,NULL,Water
777,Forest,NULL,Wetland,Water,Wetland,NULL,Forest
778,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,Grassland
779,Forest,NULL,Water,NULL,Water,NULL,Grassland
780,Forest,NULL,Water,NULL,Water,NULL,Wetland
781,Forest,NULL,Water,NULL,Water,NULL,Water
782,Forest,NULL,Water,NULL,Water,NULL,Forest
783,Forest,NULL,Water,Non_Water,Water,NULL,Grassland
784,Forest,NULL,Water,Non_Water,Water,NULL,Forest
785,Forest,NULL,Water,Water,Water,NULL,Grassland
786,Forest,NULL,Water,Water,Water,NULL,Wetland
787,Forest,NULL,Water,Water,Water,NULL,Water
788,Forest,NULL,Water,Water,Water,NULL,Forest
789,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL
790,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Grassland
