Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_17MPQ_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_17MPQ_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_17MPQ_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_17MPQ_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_17MPQ_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_17MPQ_M_R
424,Grassland,Cropland,Grassland,NULL,Non_Wetland,Forest
425,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL
426,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland
427,Grassland,Cropland,Cropland,NULL,Non_Wetland,Cropland
428,Grassland,Cropland,Cropland,NULL,Non_Wetland,Forest
429,Grassland,Cropland,Built-up,NULL,Non_Wetland,Grassland
430,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL
431,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland
432,Grassland,Cropland,Forest,NULL,Non_Wetland,Cropland
433,Grassland,Cropland,Forest,NULL,Non_Wetland,Forest
434,Grassland,Wetland,Forest,Non_Water,Non_Wetland,Grassland
435,Grassland,Bareland,Shrubland,NULL,Non_Wetland,Forest
436,Grassland,Built-up,NULL,NULL,Non_Wetland,Grassland
437,Grassland,Built-up,Shrubland,NULL,Non_Wetland,Grassland
438,Grassland,Built-up,Shrubland,NULL,Non_Wetland,Cropland
439,Grassland,Built-up,Shrubland,NULL,Non_Wetland,Built-up
440,Grassland,Built-up,Shrubland,NULL,Non_Wetland,Forest
441,Grassland,Built-up,Grassland,NULL,Non_Wetland,Grassland
442,Grassland,Built-up,Grassland,NULL,Non_Wetland,Cropland
443,Grassland,Built-up,Grassland,NULL,Non_Wetland,Bareland
444,Grassland,Built-up,Grassland,NULL,Non_Wetland,Built-up
445,Grassland,Built-up,Grassland,NULL,Non_Wetland,Forest
446,Grassland,Built-up,Cropland,NULL,Non_Wetland,Grassland
447,Grassland,Built-up,Cropland,NULL,Non_Wetland,Cropland
448,Grassland,Built-up,Cropland,NULL,Non_Wetland,Built-up
449,Grassland,Built-up,Cropland,NULL,Non_Wetland,Forest
450,Grassland,Built-up,Built-up,NULL,Non_Wetland,Grassland
451,Grassland,Built-up,Built-up,NULL,Non_Wetland,Built-up
452,Grassland,Built-up,Built-up,NULL,Non_Wetland,Forest
453,Grassland,Built-up,Water,NULL,Water,Forest
454,Grassland,Built-up,Forest,NULL,Non_Wetland,NULL
455,Grassland,Built-up,Forest,NULL,Non_Wetland,Grassland
456,Grassland,Built-up,Forest,NULL,Non_Wetland,Cropland
457,Grassland,Built-up,Forest,NULL,Non_Wetland,Built-up
458,Grassland,Built-up,Forest,NULL,Non_Wetland,Forest
459,Grassland,Water,Shrubland,NULL,Non_Wetland,Grassland
460,Grassland,Water,Shrubland,NULL,Non_Wetland,Forest
461,Grassland,Water,Grassland,NULL,Non_Wetland,Grassland
462,Grassland,Water,Grassland,NULL,Non_Wetland,Bareland
463,Grassland,Water,Cropland,NULL,Non_Wetland,Bareland
464,Grassland,Water,Cropland,NULL,Non_Wetland,Forest
465,Grassland,Water,Forest,NULL,Non_Wetland,Grassland
466,Grassland,Water,Forest,NULL,Non_Wetland,Forest
467,Grassland,Forest,NULL,NULL,Non_Wetland,Grassland
468,Grassland,Forest,NULL,NULL,Non_Wetland,Forest
469,Grassland,Forest,Shrubland,NULL,Non_Wetland,NULL
470,Grassland,Forest,Shrubland,NULL,Non_Wetland,Grassland
471,Grassland,Forest,Shrubland,NULL,Non_Wetland,Cropland
472,Grassland,Forest,Shrubland,NULL,Non_Wetland,Bareland
473,Grassland,Forest,Shrubland,NULL,Non_Wetland,Built-up
474,Grassland,Forest,Shrubland,NULL,Non_Wetland,Forest
475,Grassland,Forest,Shrubland,Non_Water,Non_Wetland,Grassland
476,Grassland,Forest,Grassland,NULL,Non_Wetland,NULL
477,Grassland,Forest,Grassland,NULL,Non_Wetland,Grassland
478,Grassland,Forest,Grassland,NULL,Non_Wetland,Forest
479,Grassland,Forest,Cropland,NULL,Non_Wetland,NULL
480,Grassland,Forest,Cropland,NULL,Non_Wetland,Grassland
481,Grassland,Forest,Cropland,NULL,Non_Wetland,Cropland
482,Grassland,Forest,Cropland,NULL,Non_Wetland,Bareland
483,Grassland,Forest,Cropland,NULL,Non_Wetland,Built-up
484,Grassland,Forest,Cropland,NULL,Non_Wetland,Forest
485,Grassland,Forest,Bareland,NULL,Non_Wetland,Grassland
486,Grassland,Forest,Bareland,NULL,Non_Wetland,Forest
487,Grassland,Forest,Built-up,NULL,Non_Wetland,Built-up
488,Grassland,Forest,Forest,NULL,Non_Wetland,NULL
489,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland
490,Grassland,Forest,Forest,NULL,Non_Wetland,Cropland
491,Grassland,Forest,Forest,NULL,Non_Wetland,Wetland
492,Grassland,Forest,Forest,NULL,Non_Wetland,Bareland
493,Grassland,Forest,Forest,NULL,Non_Wetland,Built-up
494,Grassland,Forest,Forest,NULL,Non_Wetland,Forest
495,Grassland,Forest,Forest,Non_Water,Non_Wetland,Grassland
496,Cropland,NULL,NULL,NULL,Non_Wetland,NULL
497,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland
498,Cropland,NULL,NULL,NULL,Non_Wetland,Forest
499,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL
500,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland
501,Cropland,NULL,Shrubland,NULL,Non_Wetland,Cropland
502,Cropland,NULL,Shrubland,NULL,Non_Wetland,Wetland
503,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland
504,Cropland,NULL,Shrubland,NULL,Non_Wetland,Built-up
505,Cropland,NULL,Shrubland,NULL,Non_Wetland,Water
506,Cropland,NULL,Shrubland,NULL,Non_Wetland,Forest
507,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,NULL
508,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland
509,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,Cropland
510,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,Water
511,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,Forest
512,Cropland,NULL,Shrubland,Water,Non_Wetland,Grassland
513,Cropland,NULL,Shrubland,Water,Non_Wetland,Bareland
514,Cropland,NULL,Shrubland,Water,Non_Wetland,Water
515,Cropland,NULL,Shrubland,Water,Non_Wetland,Forest
516,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL
517,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland
518,Cropland,NULL,Grassland,NULL,Non_Wetland,Cropland
519,Cropland,NULL,Grassland,NULL,Non_Wetland,Bareland
520,Cropland,NULL,Grassland,NULL,Non_Wetland,Built-up
521,Cropland,NULL,Grassland,NULL,Non_Wetland,Forest
522,Cropland,NULL,Grassland,Non_Water,Non_Wetland,Grassland
523,Cropland,NULL,Grassland,Non_Water,Non_Wetland,Forest
524,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL
525,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland
526,Cropland,NULL,Cropland,NULL,Non_Wetland,Cropland
527,Cropland,NULL,Cropland,NULL,Non_Wetland,Bareland
528,Cropland,NULL,Cropland,NULL,Non_Wetland,Built-up
529,Cropland,NULL,Cropland,NULL,Non_Wetland,Water
530,Cropland,NULL,Cropland,NULL,Non_Wetland,Forest
531,Cropland,NULL,Cropland,Non_Water,Non_Wetland,Grassland
532,Cropland,NULL,Cropland,Non_Water,Non_Wetland,Cropland
533,Cropland,NULL,Cropland,Non_Water,Non_Wetland,Bareland
534,Cropland,NULL,Cropland,Non_Water,Non_Wetland,Water
535,Cropland,NULL,Cropland,Non_Water,Non_Wetland,Forest
536,Cropland,NULL,Cropland,Water,Non_Wetland,Grassland
537,Cropland,NULL,Cropland,Water,Non_Wetland,Bareland
538,Cropland,NULL,Bareland,NULL,Non_Wetland,NULL
539,Cropland,NULL,Bareland,NULL,Non_Wetland,Grassland
540,Cropland,NULL,Bareland,NULL,Non_Wetland,Cropland
541,Cropland,NULL,Bareland,NULL,Non_Wetland,Bareland
542,Cropland,NULL,Bareland,NULL,Non_Wetland,Built-up
543,Cropland,NULL,Bareland,NULL,Non_Wetland,Water
544,Cropland,NULL,Bareland,NULL,Non_Wetland,Forest
545,Cropland,NULL,Bareland,Non_Water,Non_Wetland,Grassland
546,Cropland,NULL,Bareland,Non_Water,Non_Wetland,Cropland
547,Cropland,NULL,Bareland,Non_Water,Non_Wetland,Bareland
548,Cropland,NULL,Bareland,Non_Water,Non_Wetland,Water
549,Cropland,NULL,Bareland,Non_Water,Non_Wetland,Forest
550,Cropland,NULL,Bareland,Water,Non_Wetland,Bareland
551,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL
552,Cropland,NULL,Built-up,NULL,Non_Wetland,Grassland
553,Cropland,NULL,Built-up,NULL,Non_Wetland,Cropland
554,Cropland,NULL,Built-up,NULL,Non_Wetland,Bareland
555,Cropland,NULL,Built-up,NULL,Non_Wetland,Built-up
556,Cropland,NULL,Built-up,NULL,Non_Wetland,Forest
557,Cropland,NULL,Built-up,Non_Water,Non_Wetland,Built-up
558,Cropland,NULL,Water,NULL,Water,Forest
559,Cropland,NULL,Forest,NULL,Non_Wetland,NULL
560,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland
561,Cropland,NULL,Forest,NULL,Non_Wetland,Cropland
562,Cropland,NULL,Forest,NULL,Non_Wetland,Wetland
563,Cropland,NULL,Forest,NULL,Non_Wetland,Bareland
564,Cropland,NULL,Forest,NULL,Non_Wetland,Built-up
565,Cropland,NULL,Forest,NULL,Non_Wetland,Forest
566,Cropland,NULL,Forest,Non_Water,Non_Wetland,Cropland
567,Cropland,NULL,Forest,Non_Water,Non_Wetland,Forest
568,Cropland,NULL,Forest,Water,Non_Wetland,Cropland
569,Cropland,NULL,Forest,Water,Non_Wetland,Forest
570,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL
571,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Grassland
572,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Cropland
573,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Bareland
574,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Built-up
575,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Water
576,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Forest
577,Cropland,Cropland,Shrubland,Non_Water,Non_Wetland,NULL
578,Cropland,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland
579,Cropland,Cropland,Shrubland,Non_Water,Non_Wetland,Cropland
580,Cropland,Cropland,Shrubland,Non_Water,Non_Wetland,Forest
581,Cropland,Cropland,Shrubland,Water,Non_Wetland,Grassland
582,Cropland,Cropland,Shrubland,Water,Non_Wetland,Forest
583,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL
584,Cropland,Cropland,Grassland,NULL,Non_Wetland,Grassland
585,Cropland,Cropland,Grassland,NULL,Non_Wetland,Cropland
586,Cropland,Cropland,Grassland,NULL,Non_Wetland,Bareland
587,Cropland,Cropland,Grassland,NULL,Non_Wetland,Built-up
588,Cropland,Cropland,Grassland,NULL,Non_Wetland,Forest
589,Cropland,Cropland,Grassland,Non_Water,Non_Wetland,Grassland
590,Cropland,Cropland,Grassland,Non_Water,Non_Wetland,Cropland
591,Cropland,Cropland,Grassland,Non_Water,Non_Wetland,Bareland
592,Cropland,Cropland,Grassland,Non_Water,Non_Wetland,Forest
593,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL
594,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland
595,Cropland,Cropland,Cropland,NULL,Non_Wetland,Cropland
596,Cropland,Cropland,Cropland,NULL,Non_Wetland,Wetland
597,Cropland,Cropland,Cropland,NULL,Non_Wetland,Bareland
598,Cropland,Cropland,Cropland,NULL,Non_Wetland,Built-up
599,Cropland,Cropland,Cropland,NULL,Non_Wetland,Water
600,Cropland,Cropland,Cropland,NULL,Non_Wetland,Forest
601,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,NULL
602,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,Grassland
603,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,Cropland
604,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,Bareland
605,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,Built-up
606,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,Forest
607,Cropland,Cropland,Cropland,Water,Non_Wetland,Grassland
608,Cropland,Cropland,Cropland,Water,Non_Wetland,Cropland
609,Cropland,Cropland,Cropland,Water,Non_Wetland,Forest
610,Cropland,Cropland,Wetland,Water,Wetland,Forest
611,Cropland,Cropland,Bareland,NULL,Non_Wetland,NULL
612,Cropland,Cropland,Bareland,NULL,Non_Wetland,Grassland
613,Cropland,Cropland,Bareland,NULL,Non_Wetland,Cropland
614,Cropland,Cropland,Bareland,NULL,Non_Wetland,Bareland
615,Cropland,Cropland,Bareland,NULL,Non_Wetland,Built-up
616,Cropland,Cropland,Bareland,NULL,Non_Wetland,Water
617,Cropland,Cropland,Bareland,NULL,Non_Wetland,Forest
618,Cropland,Cropland,Bareland,Non_Water,Non_Wetland,NULL
619,Cropland,Cropland,Bareland,Non_Water,Non_Wetland,Grassland
620,Cropland,Cropland,Bareland,Non_Water,Non_Wetland,Bareland
621,Cropland,Cropland,Bareland,Non_Water,Non_Wetland,Forest
622,Cropland,Cropland,Bareland,Water,Non_Wetland,Grassland
623,Cropland,Cropland,Bareland,Water,Non_Wetland,Cropland
624,Cropland,Cropland,Bareland,Water,Non_Wetland,Bareland
625,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL
626,Cropland,Cropland,Built-up,NULL,Non_Wetland,Grassland
627,Cropland,Cropland,Built-up,NULL,Non_Wetland,Cropland
628,Cropland,Cropland,Built-up,NULL,Non_Wetland,Bareland
629,Cropland,Cropland,Built-up,NULL,Non_Wetland,Built-up
630,Cropland,Cropland,Built-up,NULL,Non_Wetland,Forest
631,Cropland,Cropland,Water,NULL,Water,Grassland
632,Cropland,Cropland,Water,NULL,Water,Forest
633,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL
634,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland
635,Cropland,Cropland,Forest,NULL,Non_Wetland,Cropland
636,Cropland,Cropland,Forest,NULL,Non_Wetland,Bareland
637,Cropland,Cropland,Forest,NULL,Non_Wetland,Built-up
638,Cropland,Cropland,Forest,NULL,Non_Wetland,Water
639,Cropland,Cropland,Forest,NULL,Non_Wetland,Forest
640,Cropland,Cropland,Forest,Non_Water,Non_Wetland,Grassland
641,Cropland,Cropland,Forest,Non_Water,Non_Wetland,Cropland
642,Cropland,Cropland,Forest,Non_Water,Non_Wetland,Water
643,Cropland,Cropland,Forest,Non_Water,Non_Wetland,Forest
644,Cropland,Cropland,Forest,Water,Non_Wetland,Grassland
645,Cropland,Cropland,Forest,Water,Non_Wetland,Cropland
646,Cropland,Cropland,Forest,Water,Non_Wetland,Forest
647,Cropland,Bareland,Shrubland,NULL,Non_Wetland,Grassland
648,Cropland,Bareland,Shrubland,NULL,Non_Wetland,Bareland
649,Cropland,Bareland,Shrubland,NULL,Non_Wetland,Built-up
650,Cropland,Bareland,Shrubland,NULL,Non_Wetland,Forest
651,Cropland,Bareland,Grassland,NULL,Non_Wetland,Grassland
652,Cropland,Bareland,Grassland,NULL,Non_Wetland,Bareland
653,Cropland,Bareland,Grassland,NULL,Non_Wetland,Forest
654,Cropland,Bareland,Cropland,NULL,Non_Wetland,NULL
655,Cropland,Bareland,Cropland,NULL,Non_Wetland,Grassland
656,Cropland,Bareland,Cropland,NULL,Non_Wetland,Cropland
657,Cropland,Bareland,Cropland,NULL,Non_Wetland,Bareland
658,Cropland,Bareland,Cropland,NULL,Non_Wetland,Forest
659,Cropland,Bareland,Cropland,Non_Water,Non_Wetland,Bareland
660,Cropland,Bareland,Cropland,Non_Water,Non_Wetland,Forest
661,Cropland,Bareland,Bareland,NULL,Non_Wetland,NULL
662,Cropland,Bareland,Bareland,NULL,Non_Wetland,Grassland
663,Cropland,Bareland,Bareland,NULL,Non_Wetland,Bareland
664,Cropland,Bareland,Bareland,NULL,Non_Wetland,Water
665,Cropland,Bareland,Bareland,NULL,Non_Wetland,Forest
666,Cropland,Bareland,Bareland,Water,Non_Wetland,Bareland
667,Cropland,Bareland,Built-up,NULL,Non_Wetland,Bareland
668,Cropland,Bareland,Forest,NULL,Non_Wetland,Grassland
669,Cropland,Bareland,Forest,NULL,Non_Wetland,Bareland
670,Cropland,Built-up,NULL,NULL,Non_Wetland,Grassland
671,Cropland,Built-up,Shrubland,NULL,Non_Wetland,NULL
672,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Grassland
673,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Cropland
674,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Bareland
675,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Built-up
676,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Forest
677,Cropland,Built-up,Shrubland,Non_Water,Non_Wetland,NULL
678,Cropland,Built-up,Shrubland,Non_Water,Non_Wetland,Forest
679,Cropland,Built-up,Grassland,NULL,Non_Wetland,NULL
680,Cropland,Built-up,Grassland,NULL,Non_Wetland,Grassland
681,Cropland,Built-up,Grassland,NULL,Non_Wetland,Cropland
682,Cropland,Built-up,Grassland,NULL,Non_Wetland,Bareland
683,Cropland,Built-up,Grassland,NULL,Non_Wetland,Built-up
684,Cropland,Built-up,Grassland,NULL,Non_Wetland,Forest
685,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL
686,Cropland,Built-up,Cropland,NULL,Non_Wetland,Grassland
687,Cropland,Built-up,Cropland,NULL,Non_Wetland,Cropland
688,Cropland,Built-up,Cropland,NULL,Non_Wetland,Bareland
689,Cropland,Built-up,Cropland,NULL,Non_Wetland,Built-up
690,Cropland,Built-up,Cropland,NULL,Non_Wetland,Forest
691,Cropland,Built-up,Cropland,Non_Water,Non_Wetland,Bareland
692,Cropland,Built-up,Cropland,Non_Water,Non_Wetland,Forest
693,Cropland,Built-up,Bareland,NULL,Non_Wetland,NULL
694,Cropland,Built-up,Bareland,NULL,Non_Wetland,Grassland
695,Cropland,Built-up,Bareland,NULL,Non_Wetland,Cropland
696,Cropland,Built-up,Bareland,NULL,Non_Wetland,Bareland
697,Cropland,Built-up,Bareland,NULL,Non_Wetland,Built-up
698,Cropland,Built-up,Bareland,NULL,Non_Wetland,Forest
699,Cropland,Built-up,Bareland,Non_Water,Non_Wetland,Forest
700,Cropland,Built-up,Built-up,NULL,Non_Wetland,NULL
701,Cropland,Built-up,Built-up,NULL,Non_Wetland,Grassland
702,Cropland,Built-up,Built-up,NULL,Non_Wetland,Cropland
703,Cropland,Built-up,Built-up,NULL,Non_Wetland,Bareland
704,Cropland,Built-up,Built-up,NULL,Non_Wetland,Built-up
705,Cropland,Built-up,Built-up,NULL,Non_Wetland,Forest
706,Cropland,Built-up,Water,NULL,Water,Forest
707,Cropland,Built-up,Forest,NULL,Non_Wetland,NULL
708,Cropland,Built-up,Forest,NULL,Non_Wetland,Grassland
709,Cropland,Built-up,Forest,NULL,Non_Wetland,Cropland
710,Cropland,Built-up,Forest,NULL,Non_Wetland,Bareland
711,Cropland,Built-up,Forest,NULL,Non_Wetland,Built-up
712,Cropland,Built-up,Forest,NULL,Non_Wetland,Forest
713,Cropland,Built-up,Forest,Non_Water,Non_Wetland,Forest
714,Cropland,Water,Shrubland,NULL,Non_Wetland,Grassland
715,Cropland,Water,Shrubland,NULL,Non_Wetland,Cropland
716,Cropland,Water,Shrubland,NULL,Non_Wetland,Bareland
717,Cropland,Water,Shrubland,NULL,Non_Wetland,Water
718,Cropland,Water,Shrubland,NULL,Non_Wetland,Forest
719,Cropland,Water,Shrubland,Non_Water,Non_Wetland,Forest
720,Cropland,Water,Shrubland,Water,Non_Wetland,Grassland
721,Cropland,Water,Shrubland,Water,Non_Wetland,Forest
722,Cropland,Water,Grassland,NULL,Non_Wetland,Grassland
723,Cropland,Water,Grassland,NULL,Non_Wetland,Cropland
724,Cropland,Water,Grassland,NULL,Non_Wetland,Bareland
725,Cropland,Water,Grassland,NULL,Non_Wetland,Forest
726,Cropland,Water,Cropland,NULL,Non_Wetland,Grassland
727,Cropland,Water,Cropland,NULL,Non_Wetland,Cropland
728,Cropland,Water,Cropland,NULL,Non_Wetland,Bareland
729,Cropland,Water,Cropland,NULL,Non_Wetland,Water
730,Cropland,Water,Cropland,NULL,Non_Wetland,Forest
731,Cropland,Water,Cropland,Non_Water,Non_Wetland,Grassland
732,Cropland,Water,Cropland,Non_Water,Non_Wetland,Cropland
733,Cropland,Water,Cropland,Non_Water,Non_Wetland,Forest
734,Cropland,Water,Cropland,Water,Non_Wetland,Grassland
735,Cropland,Water,Cropland,Water,Non_Wetland,Forest
736,Cropland,Water,Bareland,NULL,Non_Wetland,Grassland
737,Cropland,Water,Bareland,NULL,Non_Wetland,Bareland
738,Cropland,Water,Bareland,NULL,Non_Wetland,Forest
739,Cropland,Water,Bareland,Non_Water,Non_Wetland,Grassland
740,Cropland,Water,Bareland,Water,Non_Wetland,Bareland
741,Cropland,Water,Water,NULL,Water,Forest
742,Cropland,Water,Forest,NULL,Non_Wetland,Grassland
743,Cropland,Water,Forest,NULL,Non_Wetland,Cropland
744,Cropland,Water,Forest,NULL,Non_Wetland,Bareland
745,Cropland,Water,Forest,NULL,Non_Wetland,Water
746,Cropland,Water,Forest,NULL,Non_Wetland,Forest
747,Cropland,Water,Forest,Non_Water,Non_Wetland,Forest
748,Cropland,Water,Forest,Water,Non_Wetland,Cropland
749,Cropland,Water,Forest,Water,Non_Wetland,Forest
750,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL
751,Cropland,Forest,Shrubland,NULL,Non_Wetland,Grassland
752,Cropland,Forest,Shrubland,NULL,Non_Wetland,Cropland
753,Cropland,Forest,Shrubland,NULL,Non_Wetland,Built-up
754,Cropland,Forest,Shrubland,NULL,Non_Wetland,Forest
755,Cropland,Forest,Shrubland,Water,Non_Wetland,Forest
756,Cropland,Forest,Grassland,NULL,Non_Wetland,NULL
757,Cropland,Forest,Grassland,NULL,Non_Wetland,Grassland
758,Cropland,Forest,Grassland,NULL,Non_Wetland,Cropland
759,Cropland,Forest,Grassland,NULL,Non_Wetland,Forest
760,Cropland,Forest,Cropland,NULL,Non_Wetland,NULL
761,Cropland,Forest,Cropland,NULL,Non_Wetland,Grassland
762,Cropland,Forest,Cropland,NULL,Non_Wetland,Cropland
763,Cropland,Forest,Cropland,NULL,Non_Wetland,Bareland
764,Cropland,Forest,Cropland,NULL,Non_Wetland,Built-up
765,Cropland,Forest,Cropland,NULL,Non_Wetland,Forest
766,Cropland,Forest,Cropland,Non_Water,Non_Wetland,NULL
767,Cropland,Forest,Cropland,Non_Water,Non_Wetland,Grassland
768,Cropland,Forest,Cropland,Non_Water,Non_Wetland,Cropland
769,Cropland,Forest,Cropland,Non_Water,Non_Wetland,Forest
770,Cropland,Forest,Cropland,Water,Non_Wetland,Grassland
771,Cropland,Forest,Cropland,Water,Non_Wetland,Water
772,Cropland,Forest,Cropland,Water,Non_Wetland,Forest
773,Cropland,Forest,Bareland,NULL,Non_Wetland,Grassland
774,Cropland,Forest,Bareland,NULL,Non_Wetland,Cropland
775,Cropland,Forest,Bareland,NULL,Non_Wetland,Bareland
776,Cropland,Forest,Bareland,NULL,Non_Wetland,Forest
777,Cropland,Forest,Bareland,Non_Water,Non_Wetland,Forest
778,Cropland,Forest,Built-up,NULL,Non_Wetland,Forest
779,Cropland,Forest,Water,NULL,Water,Forest
780,Cropland,Forest,Water,Water,Water,Grassland
781,Cropland,Forest,Forest,NULL,Non_Wetland,NULL
782,Cropland,Forest,Forest,NULL,Non_Wetland,Grassland
783,Cropland,Forest,Forest,NULL,Non_Wetland,Cropland
784,Cropland,Forest,Forest,NULL,Non_Wetland,Forest
785,Cropland,Forest,Forest,Non_Water,Non_Wetland,Forest
786,Wetland,NULL,Shrubland,NULL,Non_Wetland,NULL
787,Wetland,NULL,Shrubland,NULL,Non_Wetland,Grassland
788,Wetland,NULL,Shrubland,NULL,Non_Wetland,Bareland
789,Wetland,NULL,Shrubland,NULL,Non_Wetland,Forest
790,Wetland,NULL,Grassland,NULL,Non_Wetland,NULL
791,Wetland,NULL,Grassland,NULL,Non_Wetland,Grassland
792,Wetland,NULL,Grassland,NULL,Non_Wetland,Forest
793,Wetland,NULL,Cropland,NULL,Non_Wetland,NULL
794,Wetland,NULL,Cropland,NULL,Non_Wetland,Grassland
795,Wetland,NULL,Cropland,NULL,Non_Wetland,Bareland
796,Wetland,NULL,Cropland,NULL,Non_Wetland,Forest
797,Wetland,NULL,Bareland,NULL,Non_Wetland,NULL
798,Wetland,NULL,Bareland,NULL,Non_Wetland,Grassland
799,Wetland,NULL,Bareland,NULL,Non_Wetland,Bareland
800,Wetland,NULL,Bareland,NULL,Non_Wetland,Forest
801,Wetland,NULL,Bareland,Water,Non_Wetland,Bareland
802,Wetland,NULL,Built-up,NULL,Non_Wetland,NULL
803,Wetland,NULL,Built-up,NULL,Non_Wetland,Forest
804,Wetland,NULL,Forest,NULL,Non_Wetland,Grassland
805,Wetland,NULL,Forest,NULL,Non_Wetland,Forest
806,Wetland,Cropland,Shrubland,NULL,Non_Wetland,Cropland
807,Wetland,Cropland,Cropland,NULL,Non_Wetland,Grassland
808,Wetland,Cropland,Cropland,NULL,Non_Wetland,Forest
809,Wetland,Cropland,Forest,NULL,Non_Wetland,Cropland
810,Wetland,Cropland,Forest,NULL,Non_Wetland,Forest
811,Wetland,Bareland,Bareland,NULL,Non_Wetland,Bareland
812,Wetland,Built-up,Shrubland,NULL,Non_Wetland,Grassland
813,Wetland,Built-up,Shrubland,NULL,Non_Wetland,Bareland
814,Wetland,Water,Shrubland,NULL,Non_Wetland,Grassland
815,Wetland,Water,Shrubland,NULL,Non_Wetland,Bareland
816,Wetland,Water,Shrubland,NULL,Non_Wetland,Forest
817,Wetland,Water,Shrubland,Non_Water,Non_Wetland,Forest
818,Wetland,Water,Shrubland,Water,Non_Wetland,Grassland
819,Wetland,Water,Shrubland,Water,Non_Wetland,Water
820,Wetland,Water,Grassland,NULL,Non_Wetland,Bareland
821,Wetland,Water,Cropland,NULL,Non_Wetland,Forest
822,Wetland,Water,Wetland,Non_Water,Wetland,Grassland
823,Wetland,Water,Bareland,NULL,Non_Wetland,Bareland
824,Wetland,Water,Water,Non_Water,Water,Water
825,Wetland,Water,Forest,NULL,Non_Wetland,Bareland
826,Wetland,Forest,Shrubland,NULL,Non_Wetland,Grassland
827,Wetland,Forest,Grassland,NULL,Non_Wetland,Forest
828,Wetland,Forest,Cropland,NULL,Non_Wetland,Forest
829,Wetland,Forest,Forest,NULL,Non_Wetland,Forest
830,Bareland,NULL,NULL,NULL,Non_Wetland,Grassland
831,Bareland,NULL,NULL,NULL,Non_Wetland,Forest
832,Bareland,NULL,NULL,Non_Water,Non_Wetland,Forest
833,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL
834,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland
835,Bareland,NULL,Shrubland,NULL,Non_Wetland,Cropland
836,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland
837,Bareland,NULL,Shrubland,NULL,Non_Wetland,Built-up
838,Bareland,NULL,Shrubland,NULL,Non_Wetland,Water
839,Bareland,NULL,Shrubland,NULL,Non_Wetland,Forest
840,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland
