Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_21MVR_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21MVR_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21MVR_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_21MVR_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21MVR_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21MVR_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21MVR_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_21MVR_M_R
706,Grassland,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,Grassland
707,Grassland,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,Forest
708,Grassland,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
709,Grassland,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
710,Grassland,NULL,NULL,NULL,Non_Wetland,Wetland,Water,Grassland
711,Grassland,NULL,NULL,NULL,Non_Wetland,Wetland,Forest,Forest
712,Grassland,NULL,NULL,NULL,Non_Wetland,Bareland,Wetland,Forest
713,Grassland,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
714,Grassland,NULL,NULL,NULL,Non_Wetland,Water,Forest,Forest
715,Grassland,NULL,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
716,Grassland,NULL,NULL,Water,Non_Wetland,Wetland,Wetland,Grassland
717,Grassland,NULL,NULL,Water,Non_Wetland,Wetland,Water,Forest
718,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
719,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
720,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
721,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
722,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
723,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Grassland
724,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Forest
725,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
726,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
727,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
728,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
729,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
730,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
731,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Forest
732,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Water,Grassland
733,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Grassland
734,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Forest
735,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
736,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
737,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Forest
738,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
739,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
740,Grassland,NULL,Shrubland,NULL,Non_Wetland,Water,Forest,Forest
741,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
742,Grassland,NULL,Shrubland,Water,Non_Wetland,Grassland,Wetland,Grassland
743,Grassland,NULL,Shrubland,Water,Non_Wetland,Wetland,Wetland,Grassland
744,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
745,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
746,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
747,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,Forest
748,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Bareland,Grassland
749,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Bareland,Forest
750,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Water,Grassland
751,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
752,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
753,Grassland,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Forest
754,Grassland,NULL,Grassland,NULL,Non_Wetland,Wetland,Wetland,Grassland
755,Grassland,NULL,Grassland,NULL,Non_Wetland,Wetland,Wetland,Forest
756,Grassland,NULL,Grassland,NULL,Non_Wetland,Wetland,Forest,Grassland
757,Grassland,NULL,Grassland,NULL,Non_Wetland,Wetland,Forest,Forest
758,Grassland,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
759,Grassland,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
760,Grassland,NULL,Grassland,NULL,Non_Wetland,Bareland,Bareland,Grassland
761,Grassland,NULL,Grassland,NULL,Non_Wetland,Bareland,Bareland,Forest
762,Grassland,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
763,Grassland,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
764,Grassland,NULL,Wetland,NULL,Wetland,Grassland,Forest,Grassland
765,Grassland,NULL,Wetland,NULL,Wetland,Grassland,Forest,Forest
766,Grassland,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Grassland
767,Grassland,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
768,Grassland,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Forest
769,Grassland,NULL,Wetland,NULL,Wetland,Wetland,Water,Grassland
770,Grassland,NULL,Wetland,NULL,Wetland,Wetland,Water,Forest
771,Grassland,NULL,Wetland,NULL,Wetland,Wetland,Forest,Grassland
772,Grassland,NULL,Wetland,NULL,Wetland,Wetland,Forest,Forest
773,Grassland,NULL,Wetland,NULL,Wetland,Water,Wetland,Grassland
774,Grassland,NULL,Wetland,NULL,Wetland,Water,Wetland,Wetland
775,Grassland,NULL,Wetland,Non_Water,Wetland,Grassland,Grassland,Grassland
776,Grassland,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
777,Grassland,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Wetland
778,Grassland,NULL,Wetland,Water,Wetland,Wetland,Wetland,Grassland
779,Grassland,NULL,Wetland,Water,Wetland,Wetland,Wetland,Wetland
780,Grassland,NULL,Wetland,Water,Wetland,Wetland,Forest,Grassland
781,Grassland,NULL,Wetland,Water,Wetland,Water,Wetland,Grassland
782,Grassland,NULL,Wetland,Water,Wetland,Water,Wetland,Wetland
783,Grassland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,Grassland,Grassland
784,Grassland,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,Grassland
785,Grassland,NULL,Bareland,NULL,Non_Wetland,Grassland,Forest,Grassland
786,Grassland,NULL,Bareland,NULL,Non_Wetland,Grassland,Forest,Forest
787,Grassland,NULL,Bareland,NULL,Non_Wetland,Wetland,Wetland,Grassland
788,Grassland,NULL,Bareland,Water,Non_Wetland,Wetland,Grassland,Grassland
789,Grassland,NULL,Bareland,Water,Non_Wetland,Wetland,Wetland,Grassland
790,Grassland,NULL,Bareland,Water,Non_Wetland,Wetland,Wetland,Wetland
791,Grassland,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
792,Grassland,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
793,Grassland,NULL,Water,Water,Water,Water,Water,Wetland
794,Grassland,NULL,Water,Water,Water,Water,Water,Water
795,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
796,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
797,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
798,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
799,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
800,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
801,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
802,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
803,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
804,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
805,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
806,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
807,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Grassland
808,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
809,Grassland,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
810,Grassland,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
811,Grassland,NULL,Forest,NULL,Non_Wetland,Bareland,Wetland,Forest
812,Grassland,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
813,Grassland,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
814,Grassland,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Forest
815,Grassland,NULL,Forest,Non_Water,Non_Wetland,Grassland,Water,Forest
816,Grassland,Wetland,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
817,Grassland,Wetland,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
818,Grassland,Wetland,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
819,Grassland,Wetland,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
820,Grassland,Wetland,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Forest
821,Grassland,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
822,Grassland,Wetland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
823,Grassland,Wetland,Shrubland,NULL,Non_Wetland,Bareland,Water,Grassland
824,Grassland,Wetland,Shrubland,Water,Non_Wetland,Wetland,Wetland,Grassland
825,Grassland,Wetland,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
826,Grassland,Wetland,Grassland,NULL,Non_Wetland,Grassland,Wetland,Forest
827,Grassland,Wetland,Grassland,NULL,Non_Wetland,Grassland,Bareland,Grassland
828,Grassland,Wetland,Grassland,NULL,Non_Wetland,Wetland,Wetland,Grassland
829,Grassland,Wetland,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
830,Grassland,Wetland,Wetland,NULL,Wetland,Grassland,Wetland,Forest
831,Grassland,Wetland,Wetland,NULL,Wetland,Grassland,Bareland,Grassland
832,Grassland,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
833,Grassland,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Forest
834,Grassland,Wetland,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
835,Grassland,Water,Grassland,NULL,Non_Wetland,Wetland,Grassland,Forest
836,Grassland,Water,Wetland,NULL,Wetland,Wetland,Water,Grassland
837,Grassland,Forest,NULL,NULL,Non_Wetland,Wetland,Forest,Forest
838,Grassland,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
839,Grassland,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
840,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
841,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
842,Grassland,Forest,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
843,Grassland,Forest,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
844,Grassland,Forest,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
845,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
846,Cropland,NULL,NULL,NULL,Non_Wetland,Wetland,Forest,Forest
847,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
848,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
849,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
850,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
851,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
852,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
853,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Forest
854,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
855,Cropland,NULL,Grassland,NULL,Non_Wetland,Wetland,Forest,Forest
856,Cropland,NULL,Wetland,NULL,Wetland,Bareland,Wetland,Forest
857,Cropland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Bareland,Forest,Grassland
858,Cropland,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Forest
859,Cropland,NULL,Built-up,NULL,Non_Wetland,Grassland,Forest,Grassland
860,Cropland,NULL,Built-up,NULL,Non_Wetland,Grassland,Forest,Forest
861,Cropland,NULL,Built-up,NULL,Non_Wetland,Bareland,Forest,Forest
862,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
863,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
864,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
865,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
866,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
867,Cropland,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
868,Cropland,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
869,Cropland,NULL,Forest,NULL,Non_Wetland,Bareland,Wetland,Forest
870,Cropland,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
871,Cropland,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Forest
872,Cropland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
873,Cropland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
874,Cropland,Forest,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
875,Cropland,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Bareland,Forest,Forest
876,Cropland,Forest,Bareland,NULL,Non_Wetland,Grassland,Forest,Forest
877,Cropland,Forest,Built-up,NULL,Non_Wetland,Grassland,Forest,Forest
878,Cropland,Forest,Built-up,NULL,Non_Wetland,Bareland,Forest,Forest
879,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
880,Cropland,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
881,Cropland,Forest,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
882,Cropland,Forest,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
883,Wetland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
884,Wetland,NULL,Wetland,Non_Water,Wetland,Water,Water,Wetland
885,Wetland,NULL,Water,Water,Water,Water,Water,Wetland
886,Wetland,NULL,Water,Water,Water,Water,Water,Water
887,Wetland,NULL,Water,Water,Water,Water,Water,Forest
888,Wetland,Wetland,NULL,NULL,Non_Wetland,Water,Water,Forest
889,Wetland,Wetland,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
890,Wetland,Wetland,Wetland,NULL,Wetland,Grassland,Bareland,Grassland
891,Wetland,Wetland,Wetland,NULL,Wetland,Grassland,Water,Wetland
892,Wetland,Wetland,Wetland,NULL,Wetland,Grassland,Water,Forest
893,Wetland,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
894,Wetland,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Water
895,Wetland,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Forest
896,Wetland,Wetland,Wetland,NULL,Wetland,Wetland,Bareland,Wetland
897,Wetland,Wetland,Wetland,NULL,Wetland,Wetland,Water,Grassland
898,Wetland,Wetland,Wetland,NULL,Wetland,Wetland,Water,Wetland
899,Wetland,Wetland,Wetland,NULL,Wetland,Wetland,Water,Forest
900,Wetland,Wetland,Wetland,NULL,Wetland,Water,Wetland,Grassland
901,Wetland,Wetland,Wetland,NULL,Wetland,Water,Wetland,Wetland
902,Wetland,Wetland,Wetland,NULL,Wetland,Water,Wetland,Forest
903,Wetland,Wetland,Wetland,NULL,Wetland,Water,Water,Grassland
904,Wetland,Wetland,Wetland,NULL,Wetland,Water,Water,Wetland
905,Wetland,Wetland,Wetland,NULL,Wetland,Water,Water,Forest
906,Wetland,Wetland,Wetland,Non_Water,Wetland,Grassland,Wetland,Grassland
907,Wetland,Wetland,Wetland,Non_Water,Wetland,Grassland,Wetland,Wetland
908,Wetland,Wetland,Wetland,Non_Water,Wetland,Grassland,Water,Grassland
909,Wetland,Wetland,Wetland,Non_Water,Wetland,Grassland,Water,Wetland
910,Wetland,Wetland,Wetland,Non_Water,Wetland,Wetland,Grassland,Wetland
911,Wetland,Wetland,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
912,Wetland,Wetland,Wetland,Non_Water,Wetland,Wetland,Wetland,Wetland
913,Wetland,Wetland,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
914,Wetland,Wetland,Wetland,Non_Water,Wetland,Wetland,Bareland,Grassland
915,Wetland,Wetland,Wetland,Non_Water,Wetland,Wetland,Bareland,Wetland
916,Wetland,Wetland,Wetland,Non_Water,Wetland,Wetland,Water,Grassland
917,Wetland,Wetland,Wetland,Non_Water,Wetland,Wetland,Water,Wetland
918,Wetland,Wetland,Wetland,Non_Water,Wetland,Wetland,Water,Forest
919,Wetland,Wetland,Wetland,Non_Water,Wetland,Water,Wetland,Grassland
920,Wetland,Wetland,Wetland,Non_Water,Wetland,Water,Wetland,Wetland
921,Wetland,Wetland,Wetland,Non_Water,Wetland,Water,Wetland,Water
922,Wetland,Wetland,Wetland,Non_Water,Wetland,Water,Wetland,Forest
923,Wetland,Wetland,Wetland,Non_Water,Wetland,Water,Bareland,Grassland
924,Wetland,Wetland,Wetland,Non_Water,Wetland,Water,Bareland,Wetland
925,Wetland,Wetland,Wetland,Non_Water,Wetland,Water,Bareland,Forest
926,Wetland,Wetland,Wetland,Non_Water,Wetland,Water,Water,Grassland
927,Wetland,Wetland,Wetland,Non_Water,Wetland,Water,Water,Wetland
928,Wetland,Wetland,Wetland,Non_Water,Wetland,Water,Water,Water
929,Wetland,Wetland,Wetland,Non_Water,Wetland,Water,Water,Forest
930,Wetland,Wetland,Wetland,Water,Wetland,Grassland,Wetland,Grassland
931,Wetland,Wetland,Wetland,Water,Wetland,Grassland,Water,Wetland
932,Wetland,Wetland,Wetland,Water,Wetland,Wetland,Wetland,Grassland
933,Wetland,Wetland,Wetland,Water,Wetland,Wetland,Wetland,Wetland
934,Wetland,Wetland,Wetland,Water,Wetland,Wetland,Wetland,Forest
935,Wetland,Wetland,Wetland,Water,Wetland,Wetland,Water,Grassland
936,Wetland,Wetland,Wetland,Water,Wetland,Wetland,Water,Wetland
937,Wetland,Wetland,Wetland,Water,Wetland,Wetland,Water,Water
938,Wetland,Wetland,Wetland,Water,Wetland,Wetland,Water,Forest
939,Wetland,Wetland,Wetland,Water,Wetland,Water,Wetland,Grassland
940,Wetland,Wetland,Wetland,Water,Wetland,Water,Wetland,Wetland
941,Wetland,Wetland,Wetland,Water,Wetland,Water,Wetland,Water
942,Wetland,Wetland,Wetland,Water,Wetland,Water,Wetland,Forest
943,Wetland,Wetland,Wetland,Water,Wetland,Water,Bareland,Wetland
944,Wetland,Wetland,Wetland,Water,Wetland,Water,Water,Grassland
945,Wetland,Wetland,Wetland,Water,Wetland,Water,Water,Wetland
946,Wetland,Wetland,Wetland,Water,Wetland,Water,Water,Water
947,Wetland,Wetland,Wetland,Water,Wetland,Water,Water,Forest
948,Wetland,Wetland,Water,NULL,Water,Wetland,Wetland,Forest
949,Wetland,Wetland,Water,NULL,Water,Water,Wetland,Wetland
950,Wetland,Wetland,Water,NULL,Water,Water,Wetland,Forest
951,Wetland,Wetland,Water,NULL,Water,Water,Water,Wetland
952,Wetland,Wetland,Water,NULL,Water,Water,Water,Forest
953,Wetland,Wetland,Water,Non_Water,Water,Wetland,Wetland,Wetland
954,Wetland,Wetland,Water,Non_Water,Water,Wetland,Water,Wetland
955,Wetland,Wetland,Water,Non_Water,Water,Wetland,Water,Forest
956,Wetland,Wetland,Water,Non_Water,Water,Water,Wetland,Wetland
957,Wetland,Wetland,Water,Non_Water,Water,Water,Wetland,Water
958,Wetland,Wetland,Water,Non_Water,Water,Water,Bareland,Forest
959,Wetland,Wetland,Water,Non_Water,Water,Water,Water,Grassland
960,Wetland,Wetland,Water,Non_Water,Water,Water,Water,Wetland
961,Wetland,Wetland,Water,Non_Water,Water,Water,Water,Water
962,Wetland,Wetland,Water,Non_Water,Water,Water,Water,Forest
963,Wetland,Wetland,Water,Water,Water,Grassland,Water,Wetland
964,Wetland,Wetland,Water,Water,Water,Grassland,Water,Water
965,Wetland,Wetland,Water,Water,Water,Wetland,Wetland,Grassland
966,Wetland,Wetland,Water,Water,Water,Wetland,Wetland,Wetland
967,Wetland,Wetland,Water,Water,Water,Wetland,Wetland,Forest
968,Wetland,Wetland,Water,Water,Water,Wetland,Bareland,Wetland
969,Wetland,Wetland,Water,Water,Water,Wetland,Bareland,Forest
970,Wetland,Wetland,Water,Water,Water,Wetland,Water,Grassland
971,Wetland,Wetland,Water,Water,Water,Wetland,Water,Wetland
972,Wetland,Wetland,Water,Water,Water,Wetland,Water,Water
973,Wetland,Wetland,Water,Water,Water,Wetland,Water,Forest
974,Wetland,Wetland,Water,Water,Water,Bareland,Water,Wetland
975,Wetland,Wetland,Water,Water,Water,Water,Grassland,Wetland
976,Wetland,Wetland,Water,Water,Water,Water,Wetland,Grassland
977,Wetland,Wetland,Water,Water,Water,Water,Wetland,Wetland
978,Wetland,Wetland,Water,Water,Water,Water,Wetland,Water
979,Wetland,Wetland,Water,Water,Water,Water,Wetland,Forest
980,Wetland,Wetland,Water,Water,Water,Water,Bareland,Wetland
981,Wetland,Wetland,Water,Water,Water,Water,Bareland,Water
982,Wetland,Wetland,Water,Water,Water,Water,Bareland,Forest
983,Wetland,Wetland,Water,Water,Water,Water,Water,Grassland
984,Wetland,Wetland,Water,Water,Water,Water,Water,Wetland
985,Wetland,Wetland,Water,Water,Water,Water,Water,Water
986,Wetland,Wetland,Water,Water,Water,Water,Water,Forest
987,Wetland,Wetland,Water,Water,Water,Forest,Water,Water
988,Wetland,Water,NULL,NULL,Non_Wetland,Water,Water,Wetland
989,Wetland,Water,Wetland,NULL,Wetland,Wetland,Water,Forest
990,Wetland,Water,Wetland,NULL,Wetland,Water,Water,Wetland
991,Wetland,Water,Wetland,Non_Water,Wetland,Wetland,Water,Grassland
992,Wetland,Water,Wetland,Non_Water,Wetland,Wetland,Water,Wetland
993,Wetland,Water,Wetland,Non_Water,Wetland,Water,Water,Grassland
994,Wetland,Water,Wetland,Non_Water,Wetland,Water,Water,Wetland
995,Wetland,Water,Wetland,Non_Water,Wetland,Water,Water,Water
996,Wetland,Water,Wetland,Water,Wetland,Wetland,Water,Water
997,Wetland,Water,Wetland,Water,Wetland,Water,Water,Wetland
998,Wetland,Water,Wetland,Water,Wetland,Water,Water,Water
999,Wetland,Water,Water,Non_Water,Water,Wetland,Water,Wetland
1000,Wetland,Water,Water,Non_Water,Water,Water,Water,Wetland
1001,Wetland,Water,Water,Water,Water,Wetland,Water,Wetland
1002,Wetland,Water,Water,Water,Water,Wetland,Water,Forest
1003,Wetland,Water,Water,Water,Water,Water,Wetland,Wetland
1004,Wetland,Water,Water,Water,Water,Water,Wetland,Water
1005,Wetland,Water,Water,Water,Water,Water,Water,Grassland
1006,Wetland,Water,Water,Water,Water,Water,Water,Wetland
1007,Wetland,Water,Water,Water,Water,Water,Water,Water
1008,Wetland,Water,Water,Water,Water,Water,Water,Forest
1009,Wetland,Forest,Wetland,NULL,Wetland,Water,Water,Wetland
1010,Wetland,Forest,Wetland,NULL,Wetland,Water,Water,Forest
1011,Wetland,Forest,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
1012,Wetland,Forest,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
1013,Wetland,Forest,Wetland,Non_Water,Wetland,Wetland,Water,Wetland
1014,Wetland,Forest,Wetland,Non_Water,Wetland,Wetland,Water,Forest
1015,Wetland,Forest,Wetland,Non_Water,Wetland,Water,Wetland,Grassland
1016,Wetland,Forest,Wetland,Non_Water,Wetland,Water,Wetland,Wetland
1017,Wetland,Forest,Wetland,Non_Water,Wetland,Water,Wetland,Forest
1018,Wetland,Forest,Wetland,Non_Water,Wetland,Water,Water,Grassland
1019,Wetland,Forest,Wetland,Non_Water,Wetland,Water,Water,Wetland
1020,Wetland,Forest,Wetland,Water,Wetland,Wetland,Wetland,Grassland
1021,Wetland,Forest,Wetland,Water,Wetland,Wetland,Wetland,Wetland
1022,Wetland,Forest,Wetland,Water,Wetland,Wetland,Wetland,Forest
1023,Wetland,Forest,Wetland,Water,Wetland,Water,Wetland,Grassland
1024,Wetland,Forest,Wetland,Water,Wetland,Water,Water,Grassland
1025,Wetland,Forest,Wetland,Water,Wetland,Water,Water,Wetland
1026,Wetland,Forest,Water,Water,Water,Grassland,Water,Grassland
1027,Wetland,Forest,Water,Water,Water,Grassland,Water,Wetland
1028,Wetland,Forest,Water,Water,Water,Wetland,Wetland,Grassland
1029,Wetland,Forest,Water,Water,Water,Wetland,Wetland,Wetland
1030,Wetland,Forest,Water,Water,Water,Wetland,Water,Grassland
1031,Wetland,Forest,Water,Water,Water,Wetland,Water,Wetland
1032,Wetland,Forest,Water,Water,Water,Wetland,Water,Forest
1033,Wetland,Forest,Water,Water,Water,Water,Wetland,Grassland
1034,Wetland,Forest,Water,Water,Water,Water,Wetland,Wetland
1035,Wetland,Forest,Water,Water,Water,Water,Water,Grassland
1036,Wetland,Forest,Water,Water,Water,Water,Water,Wetland
1037,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
1038,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland,Water,Grassland
1039,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1040,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
1041,Bareland,NULL,Shrubland,Water,Non_Wetland,Bareland,Grassland,Grassland
1042,Bareland,NULL,Grassland,NULL,Non_Wetland,Bareland,Forest,Grassland
1043,Bareland,NULL,Wetland,NULL,Wetland,Bareland,Wetland,Grassland
1044,Bareland,NULL,Built-up,NULL,Non_Wetland,Grassland,Forest,Grassland
1045,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
1046,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
1047,Bareland,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Grassland
1048,Bareland,Bareland,NULL,NULL,Non_Wetland,Bareland,Forest,Forest
1049,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
1050,Bareland,Bareland,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
1051,Bareland,Bareland,Built-up,NULL,Non_Wetland,Grassland,Forest,Grassland
1052,Bareland,Bareland,Built-up,NULL,Non_Wetland,Wetland,Bareland,Grassland
