Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_17MRM_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_17MRM_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_17MRM_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_17MRM_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_17MRM_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_17MRM_M_R
431,NULL,Forest,Forest,NULL,Non_Wetland,Wetland
432,NULL,Forest,Forest,NULL,Non_Wetland,Bareland
433,NULL,Forest,Forest,NULL,Non_Wetland,Built-up
434,NULL,Forest,Forest,NULL,Non_Wetland,Forest
435,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland
436,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL
437,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland
438,Grassland,NULL,Shrubland,NULL,Non_Wetland,Cropland
439,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland
440,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland
441,Grassland,NULL,Shrubland,NULL,Non_Wetland,Built-up
442,Grassland,NULL,Shrubland,NULL,Non_Wetland,Water
443,Grassland,NULL,Shrubland,NULL,Non_Wetland,Forest
444,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland
445,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Cropland
446,Grassland,NULL,Shrubland,Water,Non_Wetland,Grassland
447,Grassland,NULL,Shrubland,Water,Non_Wetland,Cropland
448,Grassland,NULL,Shrubland,Water,Non_Wetland,Water
449,Grassland,NULL,Shrubland,Water,Non_Wetland,Forest
450,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL
451,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland
452,Grassland,NULL,Grassland,NULL,Non_Wetland,Cropland
453,Grassland,NULL,Grassland,NULL,Non_Wetland,Wetland
454,Grassland,NULL,Grassland,NULL,Non_Wetland,Bareland
455,Grassland,NULL,Grassland,NULL,Non_Wetland,Built-up
456,Grassland,NULL,Grassland,NULL,Non_Wetland,Water
457,Grassland,NULL,Grassland,NULL,Non_Wetland,Forest
458,Grassland,NULL,Grassland,Non_Water,Non_Wetland,Grassland
459,Grassland,NULL,Grassland,Water,Non_Wetland,Grassland
460,Grassland,NULL,Grassland,Water,Non_Wetland,Cropland
461,Grassland,NULL,Grassland,Water,Non_Wetland,Water
462,Grassland,NULL,Grassland,Water,Non_Wetland,Forest
463,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL
464,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland
465,Grassland,NULL,Cropland,NULL,Non_Wetland,Cropland
466,Grassland,NULL,Cropland,NULL,Non_Wetland,Wetland
467,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland
468,Grassland,NULL,Cropland,NULL,Non_Wetland,Built-up
469,Grassland,NULL,Cropland,NULL,Non_Wetland,Water
470,Grassland,NULL,Cropland,NULL,Non_Wetland,Forest
471,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Grassland
472,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Cropland
473,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Wetland
474,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Water
475,Grassland,NULL,Cropland,Water,Non_Wetland,Grassland
476,Grassland,NULL,Cropland,Water,Non_Wetland,Cropland
477,Grassland,NULL,Cropland,Water,Non_Wetland,Water
478,Grassland,NULL,Wetland,Non_Water,Wetland,Water
479,Grassland,NULL,Bareland,NULL,Non_Wetland,NULL
480,Grassland,NULL,Bareland,NULL,Non_Wetland,Grassland
481,Grassland,NULL,Bareland,NULL,Non_Wetland,Cropland
482,Grassland,NULL,Bareland,NULL,Non_Wetland,Bareland
483,Grassland,NULL,Bareland,NULL,Non_Wetland,Built-up
484,Grassland,NULL,Bareland,NULL,Non_Wetland,Water
485,Grassland,NULL,Bareland,NULL,Non_Wetland,Forest
486,Grassland,NULL,Bareland,Non_Water,Non_Wetland,Grassland
487,Grassland,NULL,Bareland,Non_Water,Non_Wetland,Bareland
488,Grassland,NULL,Bareland,Water,Non_Wetland,NULL
489,Grassland,NULL,Bareland,Water,Non_Wetland,Grassland
490,Grassland,NULL,Bareland,Water,Non_Wetland,Water
491,Grassland,NULL,Built-up,NULL,Non_Wetland,NULL
492,Grassland,NULL,Built-up,NULL,Non_Wetland,Grassland
493,Grassland,NULL,Built-up,NULL,Non_Wetland,Cropland
494,Grassland,NULL,Built-up,NULL,Non_Wetland,Bareland
495,Grassland,NULL,Built-up,NULL,Non_Wetland,Built-up
496,Grassland,NULL,Built-up,NULL,Non_Wetland,Forest
497,Grassland,NULL,Built-up,Water,Non_Wetland,Bareland
498,Grassland,NULL,Water,NULL,Water,Grassland
499,Grassland,NULL,Water,NULL,Water,Water
500,Grassland,NULL,Water,Water,Water,Grassland
501,Grassland,NULL,Water,Water,Water,Bareland
502,Grassland,NULL,Water,Water,Water,Water
503,Grassland,NULL,Forest,NULL,Non_Wetland,NULL
504,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland
505,Grassland,NULL,Forest,NULL,Non_Wetland,Cropland
506,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland
507,Grassland,NULL,Forest,NULL,Non_Wetland,Bareland
508,Grassland,NULL,Forest,NULL,Non_Wetland,Built-up
509,Grassland,NULL,Forest,NULL,Non_Wetland,Water
510,Grassland,NULL,Forest,NULL,Non_Wetland,Forest
511,Grassland,NULL,Forest,Non_Water,Non_Wetland,Grassland
512,Grassland,NULL,Forest,Non_Water,Non_Wetland,Cropland
513,Grassland,NULL,Forest,Non_Water,Non_Wetland,Wetland
514,Grassland,NULL,Forest,Non_Water,Non_Wetland,Water
515,Grassland,NULL,Forest,Water,Non_Wetland,Grassland
516,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL
517,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland
518,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Cropland
519,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Wetland
520,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Built-up
521,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Forest
522,Grassland,Cropland,Grassland,NULL,Non_Wetland,NULL
523,Grassland,Cropland,Grassland,NULL,Non_Wetland,Grassland
524,Grassland,Cropland,Grassland,NULL,Non_Wetland,Cropland
525,Grassland,Cropland,Grassland,NULL,Non_Wetland,Bareland
526,Grassland,Cropland,Grassland,NULL,Non_Wetland,Built-up
527,Grassland,Cropland,Grassland,NULL,Non_Wetland,Forest
528,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL
529,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland
530,Grassland,Cropland,Cropland,NULL,Non_Wetland,Cropland
531,Grassland,Cropland,Cropland,NULL,Non_Wetland,Forest
532,Grassland,Cropland,Bareland,NULL,Non_Wetland,NULL
533,Grassland,Cropland,Bareland,NULL,Non_Wetland,Cropland
534,Grassland,Cropland,Bareland,Water,Non_Wetland,Grassland
535,Grassland,Cropland,Built-up,NULL,Non_Wetland,Grassland
536,Grassland,Cropland,Built-up,NULL,Non_Wetland,Cropland
537,Grassland,Cropland,Built-up,NULL,Non_Wetland,Built-up
538,Grassland,Cropland,Built-up,NULL,Non_Wetland,Forest
539,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL
540,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland
541,Grassland,Cropland,Forest,NULL,Non_Wetland,Cropland
542,Grassland,Cropland,Forest,NULL,Non_Wetland,Built-up
543,Grassland,Cropland,Forest,NULL,Non_Wetland,Forest
544,Grassland,Cropland,Forest,Non_Water,Non_Wetland,Cropland
545,Grassland,Wetland,Shrubland,NULL,Non_Wetland,Grassland
546,Grassland,Wetland,Shrubland,NULL,Non_Wetland,Cropland
547,Grassland,Wetland,Shrubland,NULL,Non_Wetland,Wetland
548,Grassland,Wetland,Shrubland,Water,Non_Wetland,Water
549,Grassland,Wetland,Grassland,NULL,Non_Wetland,Grassland
550,Grassland,Wetland,Grassland,NULL,Non_Wetland,Cropland
551,Grassland,Wetland,Bareland,NULL,Non_Wetland,Grassland
552,Grassland,Wetland,Forest,NULL,Non_Wetland,Grassland
553,Grassland,Wetland,Forest,NULL,Non_Wetland,Wetland
554,Grassland,Bareland,Shrubland,NULL,Non_Wetland,NULL
555,Grassland,Bareland,Shrubland,NULL,Non_Wetland,Grassland
556,Grassland,Bareland,Shrubland,NULL,Non_Wetland,Cropland
557,Grassland,Bareland,Shrubland,NULL,Non_Wetland,Bareland
558,Grassland,Bareland,Shrubland,NULL,Non_Wetland,Built-up
559,Grassland,Bareland,Shrubland,NULL,Non_Wetland,Forest
560,Grassland,Bareland,Grassland,NULL,Non_Wetland,NULL
561,Grassland,Bareland,Grassland,NULL,Non_Wetland,Grassland
562,Grassland,Bareland,Grassland,NULL,Non_Wetland,Cropland
563,Grassland,Bareland,Grassland,NULL,Non_Wetland,Built-up
564,Grassland,Bareland,Grassland,NULL,Non_Wetland,Forest
565,Grassland,Bareland,Cropland,NULL,Non_Wetland,NULL
566,Grassland,Bareland,Cropland,NULL,Non_Wetland,Grassland
567,Grassland,Bareland,Cropland,NULL,Non_Wetland,Cropland
568,Grassland,Bareland,Cropland,NULL,Non_Wetland,Built-up
569,Grassland,Bareland,Cropland,NULL,Non_Wetland,Forest
570,Grassland,Bareland,Bareland,NULL,Non_Wetland,Grassland
571,Grassland,Bareland,Bareland,NULL,Non_Wetland,Bareland
572,Grassland,Bareland,Built-up,NULL,Non_Wetland,Grassland
573,Grassland,Bareland,Built-up,NULL,Non_Wetland,Built-up
574,Grassland,Bareland,Built-up,NULL,Non_Wetland,Forest
575,Grassland,Bareland,Forest,NULL,Non_Wetland,Grassland
576,Grassland,Bareland,Forest,NULL,Non_Wetland,Cropland
577,Grassland,Bareland,Forest,NULL,Non_Wetland,Forest
578,Grassland,Built-up,Shrubland,NULL,Non_Wetland,NULL
579,Grassland,Built-up,Shrubland,NULL,Non_Wetland,Grassland
580,Grassland,Built-up,Shrubland,NULL,Non_Wetland,Cropland
581,Grassland,Built-up,Shrubland,NULL,Non_Wetland,Built-up
582,Grassland,Built-up,Shrubland,NULL,Non_Wetland,Forest
583,Grassland,Built-up,Grassland,NULL,Non_Wetland,NULL
584,Grassland,Built-up,Grassland,NULL,Non_Wetland,Grassland
585,Grassland,Built-up,Grassland,NULL,Non_Wetland,Cropland
586,Grassland,Built-up,Grassland,NULL,Non_Wetland,Bareland
587,Grassland,Built-up,Grassland,NULL,Non_Wetland,Built-up
588,Grassland,Built-up,Grassland,NULL,Non_Wetland,Water
589,Grassland,Built-up,Grassland,NULL,Non_Wetland,Forest
590,Grassland,Built-up,Cropland,NULL,Non_Wetland,NULL
591,Grassland,Built-up,Cropland,NULL,Non_Wetland,Grassland
592,Grassland,Built-up,Cropland,NULL,Non_Wetland,Cropland
593,Grassland,Built-up,Cropland,NULL,Non_Wetland,Built-up
594,Grassland,Built-up,Cropland,NULL,Non_Wetland,Forest
595,Grassland,Built-up,Bareland,NULL,Non_Wetland,NULL
596,Grassland,Built-up,Bareland,NULL,Non_Wetland,Grassland
597,Grassland,Built-up,Bareland,NULL,Non_Wetland,Built-up
598,Grassland,Built-up,Built-up,NULL,Non_Wetland,Grassland
599,Grassland,Built-up,Built-up,NULL,Non_Wetland,Cropland
600,Grassland,Built-up,Built-up,NULL,Non_Wetland,Built-up
601,Grassland,Built-up,Forest,NULL,Non_Wetland,NULL
602,Grassland,Built-up,Forest,NULL,Non_Wetland,Grassland
603,Grassland,Built-up,Forest,NULL,Non_Wetland,Cropland
604,Grassland,Built-up,Forest,NULL,Non_Wetland,Wetland
605,Grassland,Built-up,Forest,NULL,Non_Wetland,Built-up
606,Grassland,Built-up,Forest,NULL,Non_Wetland,Forest
607,Grassland,Water,Shrubland,NULL,Non_Wetland,Grassland
608,Grassland,Water,Shrubland,NULL,Non_Wetland,Cropland
609,Grassland,Water,Shrubland,NULL,Non_Wetland,Bareland
610,Grassland,Water,Shrubland,NULL,Non_Wetland,Water
611,Grassland,Water,Shrubland,NULL,Non_Wetland,Forest
612,Grassland,Water,Shrubland,Non_Water,Non_Wetland,NULL
613,Grassland,Water,Shrubland,Water,Non_Wetland,Grassland
614,Grassland,Water,Grassland,NULL,Non_Wetland,Grassland
615,Grassland,Water,Grassland,NULL,Non_Wetland,Built-up
616,Grassland,Water,Grassland,NULL,Non_Wetland,Water
617,Grassland,Water,Cropland,NULL,Non_Wetland,Water
618,Grassland,Water,Wetland,Water,Wetland,Water
619,Grassland,Water,Bareland,NULL,Non_Wetland,Grassland
620,Grassland,Water,Bareland,Water,Non_Wetland,Water
621,Grassland,Water,Water,Water,Water,Grassland
622,Grassland,Water,Water,Water,Water,Water
623,Grassland,Water,Forest,NULL,Non_Wetland,Grassland
624,Grassland,Water,Forest,NULL,Non_Wetland,Wetland
625,Grassland,Water,Forest,NULL,Non_Wetland,Water
626,Grassland,Water,Forest,NULL,Non_Wetland,Forest
627,Grassland,Forest,Shrubland,NULL,Non_Wetland,NULL
628,Grassland,Forest,Shrubland,NULL,Non_Wetland,Grassland
629,Grassland,Forest,Shrubland,NULL,Non_Wetland,Cropland
630,Grassland,Forest,Shrubland,NULL,Non_Wetland,Bareland
631,Grassland,Forest,Shrubland,NULL,Non_Wetland,Forest
632,Grassland,Forest,Grassland,NULL,Non_Wetland,NULL
633,Grassland,Forest,Grassland,NULL,Non_Wetland,Grassland
634,Grassland,Forest,Grassland,NULL,Non_Wetland,Cropland
635,Grassland,Forest,Grassland,NULL,Non_Wetland,Bareland
636,Grassland,Forest,Grassland,NULL,Non_Wetland,Built-up
637,Grassland,Forest,Grassland,NULL,Non_Wetland,Forest
638,Grassland,Forest,Cropland,NULL,Non_Wetland,Grassland
639,Grassland,Forest,Cropland,NULL,Non_Wetland,Cropland
640,Grassland,Forest,Cropland,NULL,Non_Wetland,Bareland
641,Grassland,Forest,Cropland,NULL,Non_Wetland,Forest
642,Grassland,Forest,Built-up,NULL,Non_Wetland,Built-up
643,Grassland,Forest,Forest,NULL,Non_Wetland,NULL
644,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland
645,Grassland,Forest,Forest,NULL,Non_Wetland,Cropland
646,Grassland,Forest,Forest,NULL,Non_Wetland,Bareland
647,Grassland,Forest,Forest,NULL,Non_Wetland,Built-up
648,Grassland,Forest,Forest,NULL,Non_Wetland,Forest
649,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland
650,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL
651,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland
652,Cropland,NULL,Shrubland,NULL,Non_Wetland,Cropland
653,Cropland,NULL,Shrubland,NULL,Non_Wetland,Wetland
654,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland
655,Cropland,NULL,Shrubland,NULL,Non_Wetland,Built-up
656,Cropland,NULL,Shrubland,NULL,Non_Wetland,Forest
657,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,Bareland
658,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,Forest
659,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL
660,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland
661,Cropland,NULL,Grassland,NULL,Non_Wetland,Cropland
662,Cropland,NULL,Grassland,NULL,Non_Wetland,Bareland
663,Cropland,NULL,Grassland,NULL,Non_Wetland,Built-up
664,Cropland,NULL,Grassland,NULL,Non_Wetland,Forest
665,Cropland,NULL,Grassland,Non_Water,Non_Wetland,Forest
666,Cropland,NULL,Grassland,Water,Non_Wetland,NULL
667,Cropland,NULL,Grassland,Water,Non_Wetland,Grassland
668,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL
669,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland
670,Cropland,NULL,Cropland,NULL,Non_Wetland,Cropland
671,Cropland,NULL,Cropland,NULL,Non_Wetland,Bareland
672,Cropland,NULL,Cropland,NULL,Non_Wetland,Built-up
673,Cropland,NULL,Cropland,NULL,Non_Wetland,Forest
674,Cropland,NULL,Cropland,Non_Water,Non_Wetland,Cropland
675,Cropland,NULL,Cropland,Non_Water,Non_Wetland,Forest
676,Cropland,NULL,Cropland,Water,Non_Wetland,NULL
677,Cropland,NULL,Bareland,NULL,Non_Wetland,NULL
678,Cropland,NULL,Bareland,NULL,Non_Wetland,Grassland
679,Cropland,NULL,Bareland,NULL,Non_Wetland,Cropland
680,Cropland,NULL,Bareland,NULL,Non_Wetland,Bareland
681,Cropland,NULL,Bareland,NULL,Non_Wetland,Built-up
682,Cropland,NULL,Bareland,NULL,Non_Wetland,Water
683,Cropland,NULL,Bareland,NULL,Non_Wetland,Forest
684,Cropland,NULL,Bareland,Non_Water,Non_Wetland,Grassland
685,Cropland,NULL,Bareland,Non_Water,Non_Wetland,Bareland
686,Cropland,NULL,Bareland,Water,Non_Wetland,NULL
687,Cropland,NULL,Bareland,Water,Non_Wetland,Grassland
688,Cropland,NULL,Bareland,Water,Non_Wetland,Bareland
689,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL
690,Cropland,NULL,Built-up,NULL,Non_Wetland,Grassland
691,Cropland,NULL,Built-up,NULL,Non_Wetland,Cropland
692,Cropland,NULL,Built-up,NULL,Non_Wetland,Bareland
693,Cropland,NULL,Built-up,NULL,Non_Wetland,Built-up
694,Cropland,NULL,Built-up,NULL,Non_Wetland,Forest
695,Cropland,NULL,Forest,NULL,Non_Wetland,NULL
696,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland
697,Cropland,NULL,Forest,NULL,Non_Wetland,Cropland
698,Cropland,NULL,Forest,NULL,Non_Wetland,Bareland
699,Cropland,NULL,Forest,NULL,Non_Wetland,Built-up
700,Cropland,NULL,Forest,NULL,Non_Wetland,Forest
701,Cropland,NULL,Forest,Non_Water,Non_Wetland,Grassland
702,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL
703,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Grassland
704,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Cropland
705,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Wetland
706,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Bareland
707,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Built-up
708,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Water
709,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Forest
710,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL
711,Cropland,Cropland,Grassland,NULL,Non_Wetland,Grassland
712,Cropland,Cropland,Grassland,NULL,Non_Wetland,Cropland
713,Cropland,Cropland,Grassland,NULL,Non_Wetland,Bareland
714,Cropland,Cropland,Grassland,NULL,Non_Wetland,Built-up
715,Cropland,Cropland,Grassland,NULL,Non_Wetland,Forest
716,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL
717,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland
718,Cropland,Cropland,Cropland,NULL,Non_Wetland,Cropland
719,Cropland,Cropland,Cropland,NULL,Non_Wetland,Bareland
720,Cropland,Cropland,Cropland,NULL,Non_Wetland,Built-up
721,Cropland,Cropland,Cropland,NULL,Non_Wetland,Forest
722,Cropland,Cropland,Bareland,NULL,Non_Wetland,NULL
723,Cropland,Cropland,Bareland,NULL,Non_Wetland,Grassland
724,Cropland,Cropland,Bareland,NULL,Non_Wetland,Cropland
725,Cropland,Cropland,Bareland,NULL,Non_Wetland,Bareland
726,Cropland,Cropland,Bareland,NULL,Non_Wetland,Built-up
727,Cropland,Cropland,Bareland,NULL,Non_Wetland,Forest
728,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL
729,Cropland,Cropland,Built-up,NULL,Non_Wetland,Grassland
730,Cropland,Cropland,Built-up,NULL,Non_Wetland,Cropland
731,Cropland,Cropland,Built-up,NULL,Non_Wetland,Bareland
732,Cropland,Cropland,Built-up,NULL,Non_Wetland,Built-up
733,Cropland,Cropland,Built-up,NULL,Non_Wetland,Forest
734,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL
735,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland
736,Cropland,Cropland,Forest,NULL,Non_Wetland,Cropland
737,Cropland,Cropland,Forest,NULL,Non_Wetland,Wetland
738,Cropland,Cropland,Forest,NULL,Non_Wetland,Built-up
739,Cropland,Cropland,Forest,NULL,Non_Wetland,Forest
740,Cropland,Wetland,Shrubland,NULL,Non_Wetland,Grassland
741,Cropland,Wetland,Grassland,NULL,Non_Wetland,Grassland
742,Cropland,Wetland,Grassland,NULL,Non_Wetland,Built-up
743,Cropland,Wetland,Bareland,NULL,Non_Wetland,Built-up
744,Cropland,Bareland,Shrubland,NULL,Non_Wetland,NULL
745,Cropland,Bareland,Shrubland,NULL,Non_Wetland,Grassland
746,Cropland,Bareland,Shrubland,NULL,Non_Wetland,Cropland
747,Cropland,Bareland,Shrubland,NULL,Non_Wetland,Bareland
748,Cropland,Bareland,Shrubland,NULL,Non_Wetland,Built-up
749,Cropland,Bareland,Shrubland,NULL,Non_Wetland,Forest
750,Cropland,Bareland,Grassland,NULL,Non_Wetland,NULL
751,Cropland,Bareland,Grassland,NULL,Non_Wetland,Grassland
752,Cropland,Bareland,Grassland,NULL,Non_Wetland,Cropland
753,Cropland,Bareland,Grassland,NULL,Non_Wetland,Bareland
754,Cropland,Bareland,Grassland,NULL,Non_Wetland,Built-up
755,Cropland,Bareland,Grassland,NULL,Non_Wetland,Forest
756,Cropland,Bareland,Cropland,NULL,Non_Wetland,Grassland
757,Cropland,Bareland,Cropland,NULL,Non_Wetland,Cropland
758,Cropland,Bareland,Cropland,NULL,Non_Wetland,Bareland
759,Cropland,Bareland,Cropland,NULL,Non_Wetland,Built-up
760,Cropland,Bareland,Cropland,NULL,Non_Wetland,Forest
761,Cropland,Bareland,Bareland,NULL,Non_Wetland,NULL
762,Cropland,Bareland,Bareland,NULL,Non_Wetland,Grassland
763,Cropland,Bareland,Bareland,NULL,Non_Wetland,Cropland
764,Cropland,Bareland,Bareland,NULL,Non_Wetland,Bareland
765,Cropland,Bareland,Bareland,NULL,Non_Wetland,Water
766,Cropland,Bareland,Bareland,NULL,Non_Wetland,Forest
767,Cropland,Bareland,Bareland,Non_Water,Non_Wetland,Bareland
768,Cropland,Bareland,Built-up,NULL,Non_Wetland,Grassland
769,Cropland,Bareland,Built-up,NULL,Non_Wetland,Cropland
770,Cropland,Bareland,Built-up,NULL,Non_Wetland,Bareland
771,Cropland,Bareland,Built-up,NULL,Non_Wetland,Built-up
772,Cropland,Bareland,Built-up,NULL,Non_Wetland,Forest
773,Cropland,Bareland,Forest,NULL,Non_Wetland,Grassland
774,Cropland,Bareland,Forest,NULL,Non_Wetland,Cropland
775,Cropland,Bareland,Forest,NULL,Non_Wetland,Bareland
776,Cropland,Bareland,Forest,NULL,Non_Wetland,Built-up
777,Cropland,Bareland,Forest,NULL,Non_Wetland,Forest
778,Cropland,Built-up,Shrubland,NULL,Non_Wetland,NULL
779,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Grassland
780,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Cropland
781,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Bareland
782,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Built-up
783,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Water
784,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Forest
785,Cropland,Built-up,Shrubland,Water,Non_Wetland,Grassland
786,Cropland,Built-up,Grassland,NULL,Non_Wetland,NULL
787,Cropland,Built-up,Grassland,NULL,Non_Wetland,Grassland
788,Cropland,Built-up,Grassland,NULL,Non_Wetland,Cropland
789,Cropland,Built-up,Grassland,NULL,Non_Wetland,Bareland
790,Cropland,Built-up,Grassland,NULL,Non_Wetland,Built-up
791,Cropland,Built-up,Grassland,NULL,Non_Wetland,Water
792,Cropland,Built-up,Grassland,NULL,Non_Wetland,Forest
793,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL
794,Cropland,Built-up,Cropland,NULL,Non_Wetland,Grassland
795,Cropland,Built-up,Cropland,NULL,Non_Wetland,Cropland
796,Cropland,Built-up,Cropland,NULL,Non_Wetland,Bareland
797,Cropland,Built-up,Cropland,NULL,Non_Wetland,Built-up
798,Cropland,Built-up,Cropland,NULL,Non_Wetland,Forest
799,Cropland,Built-up,Bareland,NULL,Non_Wetland,NULL
800,Cropland,Built-up,Bareland,NULL,Non_Wetland,Grassland
801,Cropland,Built-up,Bareland,NULL,Non_Wetland,Cropland
802,Cropland,Built-up,Bareland,NULL,Non_Wetland,Bareland
803,Cropland,Built-up,Bareland,NULL,Non_Wetland,Built-up
804,Cropland,Built-up,Bareland,NULL,Non_Wetland,Water
805,Cropland,Built-up,Bareland,NULL,Non_Wetland,Forest
806,Cropland,Built-up,Built-up,NULL,Non_Wetland,NULL
807,Cropland,Built-up,Built-up,NULL,Non_Wetland,Grassland
808,Cropland,Built-up,Built-up,NULL,Non_Wetland,Cropland
809,Cropland,Built-up,Built-up,NULL,Non_Wetland,Bareland
810,Cropland,Built-up,Built-up,NULL,Non_Wetland,Built-up
811,Cropland,Built-up,Built-up,NULL,Non_Wetland,Forest
812,Cropland,Built-up,Forest,NULL,Non_Wetland,NULL
813,Cropland,Built-up,Forest,NULL,Non_Wetland,Grassland
814,Cropland,Built-up,Forest,NULL,Non_Wetland,Cropland
815,Cropland,Built-up,Forest,NULL,Non_Wetland,Built-up
816,Cropland,Built-up,Forest,NULL,Non_Wetland,Forest
817,Cropland,Water,Shrubland,NULL,Non_Wetland,Grassland
818,Cropland,Water,Shrubland,NULL,Non_Wetland,Cropland
819,Cropland,Water,Shrubland,NULL,Non_Wetland,Bareland
820,Cropland,Water,Shrubland,NULL,Non_Wetland,Water
821,Cropland,Water,Shrubland,NULL,Non_Wetland,Forest
822,Cropland,Water,Grassland,NULL,Non_Wetland,Grassland
823,Cropland,Water,Grassland,NULL,Non_Wetland,Forest
824,Cropland,Water,Cropland,NULL,Non_Wetland,NULL
825,Cropland,Water,Cropland,NULL,Non_Wetland,Forest
826,Cropland,Water,Bareland,NULL,Non_Wetland,NULL
827,Cropland,Water,Bareland,NULL,Non_Wetland,Grassland
828,Cropland,Water,Bareland,NULL,Non_Wetland,Cropland
829,Cropland,Water,Bareland,NULL,Non_Wetland,Bareland
830,Cropland,Water,Bareland,NULL,Non_Wetland,Water
831,Cropland,Water,Bareland,Water,Non_Wetland,Bareland
832,Cropland,Water,Forest,NULL,Non_Wetland,Bareland
833,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL
834,Cropland,Forest,Shrubland,NULL,Non_Wetland,Grassland
835,Cropland,Forest,Shrubland,NULL,Non_Wetland,Cropland
836,Cropland,Forest,Shrubland,NULL,Non_Wetland,Bareland
837,Cropland,Forest,Shrubland,NULL,Non_Wetland,Built-up
838,Cropland,Forest,Shrubland,NULL,Non_Wetland,Forest
839,Cropland,Forest,Grassland,NULL,Non_Wetland,NULL
840,Cropland,Forest,Grassland,NULL,Non_Wetland,Grassland
841,Cropland,Forest,Grassland,NULL,Non_Wetland,Cropland
842,Cropland,Forest,Grassland,NULL,Non_Wetland,Bareland
843,Cropland,Forest,Grassland,NULL,Non_Wetland,Built-up
844,Cropland,Forest,Grassland,NULL,Non_Wetland,Forest
845,Cropland,Forest,Cropland,NULL,Non_Wetland,NULL
846,Cropland,Forest,Cropland,NULL,Non_Wetland,Grassland
847,Cropland,Forest,Cropland,NULL,Non_Wetland,Cropland
848,Cropland,Forest,Cropland,NULL,Non_Wetland,Bareland
