Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_19LBF_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_19LBF_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_19LBF_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_19LBF_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_19LBF_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_19LBF_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_19LBF_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_19LBF_M_R
1570,Bareland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
1571,Bareland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
1572,Bareland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Water
1573,Bareland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
1574,Bareland,Built-up,Built-up,Non_Water,Non_Wetland,NULL,NULL,Built-up
1575,Bareland,Built-up,Built-up,Water,Non_Wetland,NULL,NULL,Bareland
1576,Bareland,Built-up,Built-up,Water,Non_Wetland,NULL,NULL,Built-up
1577,Bareland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1578,Bareland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1579,Bareland,Water,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1580,Bareland,Water,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
1581,Bareland,Water,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
1582,Bareland,Water,NULL,NULL,Non_Wetland,NULL,NULL,Water
1583,Bareland,Water,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1584,Bareland,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
1585,Bareland,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Bareland
1586,Bareland,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Water
1587,Bareland,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
1588,Bareland,Water,NULL,Water,Non_Wetland,NULL,NULL,Grassland
1589,Bareland,Water,NULL,Water,Non_Wetland,NULL,NULL,Bareland
1590,Bareland,Water,NULL,Water,Non_Wetland,NULL,NULL,Water
1591,Bareland,Water,NULL,Water,Non_Wetland,NULL,NULL,Forest
1592,Bareland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
1593,Bareland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1594,Bareland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
1595,Bareland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
1596,Bareland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
1597,Bareland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
1598,Bareland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1599,Bareland,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1600,Bareland,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1601,Bareland,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
1602,Bareland,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
1603,Bareland,Water,Shrubland,Water,Non_Wetland,NULL,NULL,NULL
1604,Bareland,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
1605,Bareland,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Cropland
1606,Bareland,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
1607,Bareland,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Built-up
1608,Bareland,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Water
1609,Bareland,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
1610,Bareland,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1611,Bareland,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
1612,Bareland,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
1613,Bareland,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
1614,Bareland,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Water
1615,Bareland,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1616,Bareland,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1617,Bareland,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1618,Bareland,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
1619,Bareland,Water,Grassland,Water,Non_Wetland,NULL,NULL,Bareland
1620,Bareland,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
1621,Bareland,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Water
1622,Bareland,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
1623,Bareland,Water,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1624,Bareland,Water,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
1625,Bareland,Water,Cropland,Water,Non_Wetland,NULL,NULL,Bareland
1626,Bareland,Water,Wetland,NULL,Wetland,NULL,NULL,Grassland
1627,Bareland,Water,Wetland,NULL,Wetland,NULL,NULL,Bareland
1628,Bareland,Water,Wetland,NULL,Wetland,NULL,NULL,Water
1629,Bareland,Water,Wetland,NULL,Wetland,NULL,NULL,Forest
1630,Bareland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
1631,Bareland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
1632,Bareland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Water
1633,Bareland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Forest
1634,Bareland,Water,Wetland,Water,Wetland,NULL,NULL,Grassland
1635,Bareland,Water,Wetland,Water,Wetland,NULL,NULL,Bareland
1636,Bareland,Water,Wetland,Water,Wetland,NULL,NULL,Water
1637,Bareland,Water,Wetland,Water,Wetland,NULL,NULL,Forest
1638,Bareland,Water,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Grassland
1639,Bareland,Water,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Bareland
1640,Bareland,Water,Lichens_and_Mosses,Non_Water,Non_Wetland,NULL,NULL,Grassland
1641,Bareland,Water,Lichens_and_Mosses,Water,Non_Wetland,NULL,NULL,NULL
1642,Bareland,Water,Lichens_and_Mosses,Water,Non_Wetland,NULL,NULL,Bareland
1643,Bareland,Water,Lichens_and_Mosses,Water,Non_Wetland,NULL,NULL,Water
1644,Bareland,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
1645,Bareland,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
1646,Bareland,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Built-up
1647,Bareland,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Water
1648,Bareland,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
1649,Bareland,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1650,Bareland,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1651,Bareland,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
1652,Bareland,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
1653,Bareland,Water,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
1654,Bareland,Water,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
1655,Bareland,Water,Bareland,Water,Non_Wetland,NULL,NULL,Water
1656,Bareland,Water,Bareland,Water,Non_Wetland,NULL,NULL,Forest
1657,Bareland,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
1658,Bareland,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
1659,Bareland,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
1660,Bareland,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
1661,Bareland,Water,Built-up,Non_Water,Non_Wetland,NULL,NULL,Forest
1662,Bareland,Water,Built-up,Water,Non_Wetland,NULL,NULL,Bareland
1663,Bareland,Water,Built-up,Water,Non_Wetland,NULL,NULL,Water
1664,Bareland,Water,Water,NULL,Water,NULL,NULL,Grassland
1665,Bareland,Water,Water,NULL,Water,NULL,NULL,Bareland
1666,Bareland,Water,Water,NULL,Water,NULL,NULL,Water
1667,Bareland,Water,Water,Non_Water,Water,NULL,NULL,Bareland
1668,Bareland,Water,Water,Non_Water,Water,NULL,NULL,Water
1669,Bareland,Water,Water,Non_Water,Water,NULL,NULL,Forest
1670,Bareland,Water,Water,Water,Water,NULL,NULL,Bareland
1671,Bareland,Water,Water,Water,Water,NULL,NULL,Water
1672,Bareland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1673,Bareland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
1674,Bareland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Water
1675,Bareland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1676,Bareland,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
1677,Bareland,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Bareland
1678,Bareland,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
1679,Bareland,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
1680,Bareland,Water,Forest,Water,Non_Wetland,NULL,NULL,Grassland
1681,Bareland,Water,Forest,Water,Non_Wetland,NULL,NULL,Bareland
1682,Bareland,Water,Forest,Water,Non_Wetland,NULL,NULL,Water
1683,Bareland,Water,Forest,Water,Non_Wetland,NULL,NULL,Forest
1684,Bareland,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
1685,Bareland,Permanent_ice_and_snow,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1686,Bareland,Permanent_ice_and_snow,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
1687,Bareland,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
1688,Bareland,Permanent_ice_and_snow,Permanent_ice_and_snow,NULL,Non_Wetland,NULL,NULL,Bareland
1689,Bareland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,NULL
1690,Bareland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1691,Bareland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
1692,Bareland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Water
1693,Bareland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1694,Bareland,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
1695,Bareland,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Bareland
1696,Bareland,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
1697,Bareland,Forest,NULL,Water,Non_Wetland,NULL,NULL,Grassland
1698,Bareland,Forest,NULL,Water,Non_Wetland,NULL,NULL,Bareland
1699,Bareland,Forest,NULL,Water,Non_Wetland,NULL,NULL,Water
1700,Bareland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
1701,Bareland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1702,Bareland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
1703,Bareland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
1704,Bareland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1705,Bareland,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1706,Bareland,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1707,Bareland,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
1708,Bareland,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
1709,Bareland,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
1710,Bareland,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Water
1711,Bareland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1712,Bareland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
1713,Bareland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1714,Bareland,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1715,Bareland,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1716,Bareland,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
1717,Bareland,Forest,Grassland,Water,Non_Wetland,NULL,NULL,Forest
1718,Bareland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1719,Bareland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
1720,Bareland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
1721,Bareland,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1722,Bareland,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
1723,Bareland,Forest,Wetland,NULL,Wetland,NULL,NULL,Bareland
1724,Bareland,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
1725,Bareland,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Forest
1726,Bareland,Forest,Wetland,Water,Wetland,NULL,NULL,Bareland
1727,Bareland,Forest,Wetland,Water,Wetland,NULL,NULL,Water
1728,Bareland,Forest,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Water
1729,Bareland,Forest,Lichens_and_Mosses,Non_Water,Non_Wetland,NULL,NULL,Bareland
1730,Bareland,Forest,Lichens_and_Mosses,Non_Water,Non_Wetland,NULL,NULL,Forest
1731,Bareland,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
1732,Bareland,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
1733,Bareland,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
1734,Bareland,Forest,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1735,Bareland,Forest,Bareland,Water,Non_Wetland,NULL,NULL,Water
1736,Bareland,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
1737,Bareland,Forest,Built-up,Non_Water,Non_Wetland,NULL,NULL,Forest
1738,Bareland,Forest,Water,Non_Water,Water,NULL,NULL,Forest
1739,Bareland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,NULL
1740,Bareland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1741,Bareland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
1742,Bareland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Water
1743,Bareland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1744,Bareland,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
1745,Bareland,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Bareland
1746,Bareland,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
1747,Bareland,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
1748,Bareland,Forest,Forest,Water,Non_Wetland,NULL,NULL,Grassland
1749,Bareland,Forest,Forest,Water,Non_Wetland,NULL,NULL,Bareland
1750,Bareland,Forest,Forest,Water,Non_Wetland,NULL,NULL,Water
1751,Bareland,Forest,Forest,Water,Non_Wetland,NULL,NULL,Forest
1752,Water,NULL,NULL,NULL,Non_Wetland,NULL,NULL,NULL
1753,Water,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1754,Water,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
1755,Water,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
1756,Water,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
1757,Water,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
1758,Water,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Water
1759,Water,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Permanent_ice_and_snow
1760,Water,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1761,Water,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
1762,Water,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Bareland
1763,Water,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Water
1764,Water,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
1765,Water,NULL,NULL,Water,Non_Wetland,NULL,NULL,Grassland
1766,Water,NULL,NULL,Water,Non_Wetland,NULL,NULL,Cropland
1767,Water,NULL,NULL,Water,Non_Wetland,NULL,NULL,Bareland
1768,Water,NULL,NULL,Water,Non_Wetland,NULL,NULL,Water
1769,Water,NULL,NULL,Water,Non_Wetland,NULL,NULL,Forest
1770,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
1771,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1772,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
1773,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
1774,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
1775,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
1776,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
1777,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Permanent_ice_and_snow
1778,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1779,Water,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1780,Water,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1781,Water,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Built-up
1782,Water,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
1783,Water,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
1784,Water,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
1785,Water,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Cropland
1786,Water,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Wetland
1787,Water,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
1788,Water,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Built-up
1789,Water,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Water
1790,Water,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
1791,Water,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
1792,Water,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1793,Water,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
1794,Water,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
1795,Water,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
1796,Water,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
1797,Water,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Water
1798,Water,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1799,Water,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1800,Water,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Cropland
1801,Water,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1802,Water,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Water
1803,Water,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
1804,Water,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
1805,Water,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Cropland
1806,Water,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Bareland
1807,Water,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Water
1808,Water,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
1809,Water,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1810,Water,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
1811,Water,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1812,Water,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
1813,Water,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
1814,Water,NULL,Wetland,NULL,Wetland,NULL,NULL,Bareland
1815,Water,NULL,Wetland,NULL,Wetland,NULL,NULL,Water
1816,Water,NULL,Wetland,NULL,Wetland,NULL,NULL,Forest
1817,Water,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
1818,Water,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Cropland
1819,Water,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
1820,Water,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Water
1821,Water,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Forest
1822,Water,NULL,Wetland,Water,Wetland,NULL,NULL,Grassland
1823,Water,NULL,Wetland,Water,Wetland,NULL,NULL,Cropland
1824,Water,NULL,Wetland,Water,Wetland,NULL,NULL,Bareland
1825,Water,NULL,Wetland,Water,Wetland,NULL,NULL,Built-up
1826,Water,NULL,Wetland,Water,Wetland,NULL,NULL,Water
1827,Water,NULL,Wetland,Water,Wetland,NULL,NULL,Forest
1828,Water,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Grassland
1829,Water,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Bareland
1830,Water,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Permanent_ice_and_snow
1831,Water,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
1832,Water,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
1833,Water,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Built-up
1834,Water,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Water
1835,Water,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Permanent_ice_and_snow
1836,Water,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
1837,Water,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1838,Water,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1839,Water,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
1840,Water,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
1841,Water,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
1842,Water,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Water
1843,Water,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
1844,Water,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
1845,Water,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
1846,Water,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Water
1847,Water,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
1848,Water,NULL,Built-up,Water,Non_Wetland,NULL,NULL,NULL
1849,Water,NULL,Built-up,Water,Non_Wetland,NULL,NULL,Built-up
1850,Water,NULL,Built-up,Water,Non_Wetland,NULL,NULL,Water
1851,Water,NULL,Built-up,Water,Non_Wetland,NULL,NULL,Forest
1852,Water,NULL,Water,NULL,Water,NULL,NULL,Grassland
1853,Water,NULL,Water,NULL,Water,NULL,NULL,Cropland
1854,Water,NULL,Water,NULL,Water,NULL,NULL,Wetland
1855,Water,NULL,Water,NULL,Water,NULL,NULL,Bareland
1856,Water,NULL,Water,NULL,Water,NULL,NULL,Water
1857,Water,NULL,Water,NULL,Water,NULL,NULL,Permanent_ice_and_snow
1858,Water,NULL,Water,NULL,Water,NULL,NULL,Forest
1859,Water,NULL,Water,Non_Water,Water,NULL,NULL,Bareland
1860,Water,NULL,Water,Non_Water,Water,NULL,NULL,Water
1861,Water,NULL,Water,Non_Water,Water,NULL,NULL,Forest
1862,Water,NULL,Water,Water,Water,NULL,NULL,Grassland
1863,Water,NULL,Water,Water,Water,NULL,NULL,Bareland
1864,Water,NULL,Water,Water,Water,NULL,NULL,Water
1865,Water,NULL,Water,Water,Water,NULL,NULL,Forest
1866,Water,NULL,Permanent_ice_and_snow,NULL,Non_Wetland,NULL,NULL,Grassland
1867,Water,NULL,Permanent_ice_and_snow,NULL,Non_Wetland,NULL,NULL,Bareland
1868,Water,NULL,Permanent_ice_and_snow,NULL,Non_Wetland,NULL,NULL,Permanent_ice_and_snow
1869,Water,NULL,Permanent_ice_and_snow,Water,Non_Wetland,NULL,NULL,Bareland
1870,Water,NULL,Forest,NULL,Non_Wetland,NULL,NULL,NULL
1871,Water,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1872,Water,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
1873,Water,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
1874,Water,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Water
1875,Water,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1876,Water,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
1877,Water,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Bareland
1878,Water,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
1879,Water,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
1880,Water,NULL,Forest,Water,Non_Wetland,NULL,NULL,Grassland
1881,Water,NULL,Forest,Water,Non_Wetland,NULL,NULL,Bareland
1882,Water,NULL,Forest,Water,Non_Wetland,NULL,NULL,Water
1883,Water,NULL,Forest,Water,Non_Wetland,NULL,NULL,Forest
1884,Water,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1885,Water,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1886,Water,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
1887,Water,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
1888,Water,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
1889,Water,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1890,Water,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Cropland
1891,Water,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1892,Water,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
1893,Water,Cropland,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
1894,Water,Cropland,Shrubland,Water,Non_Wetland,NULL,NULL,Built-up
1895,Water,Cropland,Shrubland,Water,Non_Wetland,NULL,NULL,Water
1896,Water,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1897,Water,Cropland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Cropland
1898,Water,Cropland,Wetland,NULL,Wetland,NULL,NULL,Bareland
1899,Water,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Water
1900,Water,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
1901,Water,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
1902,Water,Cropland,Water,NULL,Water,NULL,NULL,Cropland
1903,Water,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1904,Water,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,Water
1905,Water,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1906,Water,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
1907,Water,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
1908,Water,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
