Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_17MQN_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_17MQN_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_17MQN_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_17MQN_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_17MQN_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_17MQN_M_R
430,Grassland,NULL,Grassland,Non_Water,Non_Wetland,Cropland
431,Grassland,NULL,Grassland,Water,Non_Wetland,Grassland
432,Grassland,NULL,Grassland,Water,Non_Wetland,Cropland
433,Grassland,NULL,Grassland,Water,Non_Wetland,Water
434,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL
435,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland
436,Grassland,NULL,Cropland,NULL,Non_Wetland,Cropland
437,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland
438,Grassland,NULL,Cropland,NULL,Non_Wetland,Built-up
439,Grassland,NULL,Cropland,NULL,Non_Wetland,Water
440,Grassland,NULL,Cropland,NULL,Non_Wetland,Forest
441,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Cropland
442,Grassland,NULL,Cropland,Water,Non_Wetland,Grassland
443,Grassland,NULL,Cropland,Water,Non_Wetland,Cropland
444,Grassland,NULL,Wetland,Non_Water,Wetland,Cropland
445,Grassland,NULL,Wetland,Water,Wetland,Water
446,Grassland,NULL,Bareland,NULL,Non_Wetland,NULL
447,Grassland,NULL,Bareland,NULL,Non_Wetland,Grassland
448,Grassland,NULL,Bareland,NULL,Non_Wetland,Cropland
449,Grassland,NULL,Bareland,NULL,Non_Wetland,Bareland
450,Grassland,NULL,Bareland,NULL,Non_Wetland,Built-up
451,Grassland,NULL,Bareland,NULL,Non_Wetland,Forest
452,Grassland,NULL,Bareland,Non_Water,Non_Wetland,Cropland
453,Grassland,NULL,Bareland,Non_Water,Non_Wetland,Water
454,Grassland,NULL,Bareland,Water,Non_Wetland,Cropland
455,Grassland,NULL,Bareland,Water,Non_Wetland,Bareland
456,Grassland,NULL,Bareland,Water,Non_Wetland,Water
457,Grassland,NULL,Built-up,NULL,Non_Wetland,NULL
458,Grassland,NULL,Built-up,NULL,Non_Wetland,Grassland
459,Grassland,NULL,Built-up,NULL,Non_Wetland,Cropland
460,Grassland,NULL,Built-up,NULL,Non_Wetland,Bareland
461,Grassland,NULL,Built-up,NULL,Non_Wetland,Built-up
462,Grassland,NULL,Built-up,NULL,Non_Wetland,Water
463,Grassland,NULL,Built-up,NULL,Non_Wetland,Forest
464,Grassland,NULL,Water,NULL,Water,Grassland
465,Grassland,NULL,Water,NULL,Water,Wetland
466,Grassland,NULL,Water,NULL,Water,Forest
467,Grassland,NULL,Water,Water,Water,Grassland
468,Grassland,NULL,Water,Water,Water,Wetland
469,Grassland,NULL,Water,Water,Water,Water
470,Grassland,NULL,Forest,NULL,Non_Wetland,NULL
471,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland
472,Grassland,NULL,Forest,NULL,Non_Wetland,Cropland
473,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland
474,Grassland,NULL,Forest,NULL,Non_Wetland,Bareland
475,Grassland,NULL,Forest,NULL,Non_Wetland,Built-up
476,Grassland,NULL,Forest,NULL,Non_Wetland,Water
477,Grassland,NULL,Forest,NULL,Non_Wetland,Forest
478,Grassland,NULL,Forest,Non_Water,Non_Wetland,Grassland
479,Grassland,NULL,Forest,Non_Water,Non_Wetland,Cropland
480,Grassland,NULL,Forest,Water,Non_Wetland,Grassland
481,Grassland,NULL,Forest,Water,Non_Wetland,Cropland
482,Grassland,NULL,Forest,Water,Non_Wetland,Wetland
483,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL
484,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland
485,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Cropland
486,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Wetland
487,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Built-up
488,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Forest
489,Grassland,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland
490,Grassland,Cropland,Shrubland,Non_Water,Non_Wetland,Cropland
491,Grassland,Cropland,Shrubland,Non_Water,Non_Wetland,Water
492,Grassland,Cropland,Grassland,NULL,Non_Wetland,NULL
493,Grassland,Cropland,Grassland,NULL,Non_Wetland,Grassland
494,Grassland,Cropland,Grassland,NULL,Non_Wetland,Cropland
495,Grassland,Cropland,Grassland,NULL,Non_Wetland,Bareland
496,Grassland,Cropland,Grassland,NULL,Non_Wetland,Built-up
497,Grassland,Cropland,Grassland,NULL,Non_Wetland,Water
498,Grassland,Cropland,Grassland,NULL,Non_Wetland,Forest
499,Grassland,Cropland,Grassland,Non_Water,Non_Wetland,Grassland
500,Grassland,Cropland,Grassland,Non_Water,Non_Wetland,Cropland
501,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL
502,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland
503,Grassland,Cropland,Cropland,NULL,Non_Wetland,Cropland
504,Grassland,Cropland,Cropland,NULL,Non_Wetland,Bareland
505,Grassland,Cropland,Cropland,NULL,Non_Wetland,Built-up
506,Grassland,Cropland,Cropland,NULL,Non_Wetland,Forest
507,Grassland,Cropland,Cropland,Non_Water,Non_Wetland,Grassland
508,Grassland,Cropland,Cropland,Non_Water,Non_Wetland,Cropland
509,Grassland,Cropland,Bareland,NULL,Non_Wetland,Grassland
510,Grassland,Cropland,Bareland,NULL,Non_Wetland,Cropland
511,Grassland,Cropland,Bareland,NULL,Non_Wetland,Bareland
512,Grassland,Cropland,Bareland,Water,Non_Wetland,Cropland
513,Grassland,Cropland,Built-up,NULL,Non_Wetland,Grassland
514,Grassland,Cropland,Built-up,NULL,Non_Wetland,Cropland
515,Grassland,Cropland,Built-up,NULL,Non_Wetland,Built-up
516,Grassland,Cropland,Built-up,NULL,Non_Wetland,Forest
517,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL
518,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland
519,Grassland,Cropland,Forest,NULL,Non_Wetland,Cropland
520,Grassland,Cropland,Forest,NULL,Non_Wetland,Wetland
521,Grassland,Cropland,Forest,NULL,Non_Wetland,Built-up
522,Grassland,Cropland,Forest,NULL,Non_Wetland,Forest
523,Grassland,Cropland,Forest,Non_Water,Non_Wetland,Grassland
524,Grassland,Cropland,Forest,Non_Water,Non_Wetland,Cropland
525,Grassland,Wetland,Shrubland,NULL,Non_Wetland,Grassland
526,Grassland,Wetland,Shrubland,NULL,Non_Wetland,Cropland
527,Grassland,Wetland,Shrubland,NULL,Non_Wetland,Wetland
528,Grassland,Wetland,Shrubland,NULL,Non_Wetland,Built-up
529,Grassland,Wetland,Shrubland,Non_Water,Non_Wetland,Cropland
530,Grassland,Wetland,Shrubland,Water,Non_Wetland,Cropland
531,Grassland,Wetland,Grassland,NULL,Non_Wetland,Grassland
532,Grassland,Wetland,Grassland,NULL,Non_Wetland,Cropland
533,Grassland,Wetland,Grassland,NULL,Non_Wetland,Built-up
534,Grassland,Wetland,Cropland,NULL,Non_Wetland,Cropland
535,Grassland,Wetland,Cropland,NULL,Non_Wetland,Built-up
536,Grassland,Wetland,Built-up,NULL,Non_Wetland,Grassland
537,Grassland,Wetland,Built-up,NULL,Non_Wetland,Built-up
538,Grassland,Wetland,Forest,NULL,Non_Wetland,Grassland
539,Grassland,Wetland,Forest,NULL,Non_Wetland,Cropland
540,Grassland,Wetland,Forest,NULL,Non_Wetland,Wetland
541,Grassland,Wetland,Forest,NULL,Non_Wetland,Water
542,Grassland,Bareland,Shrubland,NULL,Non_Wetland,NULL
543,Grassland,Bareland,Shrubland,NULL,Non_Wetland,Grassland
544,Grassland,Bareland,Shrubland,NULL,Non_Wetland,Cropland
545,Grassland,Bareland,Shrubland,NULL,Non_Wetland,Bareland
546,Grassland,Bareland,Shrubland,NULL,Non_Wetland,Built-up
547,Grassland,Bareland,Shrubland,NULL,Non_Wetland,Forest
548,Grassland,Bareland,Grassland,NULL,Non_Wetland,NULL
549,Grassland,Bareland,Grassland,NULL,Non_Wetland,Grassland
550,Grassland,Bareland,Grassland,NULL,Non_Wetland,Cropland
551,Grassland,Bareland,Grassland,NULL,Non_Wetland,Built-up
552,Grassland,Bareland,Grassland,NULL,Non_Wetland,Forest
553,Grassland,Bareland,Cropland,NULL,Non_Wetland,NULL
554,Grassland,Bareland,Cropland,NULL,Non_Wetland,Grassland
555,Grassland,Bareland,Cropland,NULL,Non_Wetland,Cropland
556,Grassland,Bareland,Cropland,NULL,Non_Wetland,Built-up
557,Grassland,Bareland,Cropland,NULL,Non_Wetland,Forest
558,Grassland,Bareland,Bareland,NULL,Non_Wetland,Grassland
559,Grassland,Bareland,Bareland,NULL,Non_Wetland,Cropland
560,Grassland,Bareland,Bareland,NULL,Non_Wetland,Bareland
561,Grassland,Bareland,Bareland,NULL,Non_Wetland,Built-up
562,Grassland,Bareland,Bareland,NULL,Non_Wetland,Forest
563,Grassland,Bareland,Built-up,NULL,Non_Wetland,Grassland
564,Grassland,Bareland,Built-up,NULL,Non_Wetland,Cropland
565,Grassland,Bareland,Built-up,NULL,Non_Wetland,Built-up
566,Grassland,Bareland,Built-up,NULL,Non_Wetland,Forest
567,Grassland,Bareland,Forest,NULL,Non_Wetland,NULL
568,Grassland,Bareland,Forest,NULL,Non_Wetland,Grassland
569,Grassland,Bareland,Forest,NULL,Non_Wetland,Cropland
570,Grassland,Bareland,Forest,NULL,Non_Wetland,Built-up
571,Grassland,Bareland,Forest,NULL,Non_Wetland,Forest
572,Grassland,Built-up,Shrubland,NULL,Non_Wetland,NULL
573,Grassland,Built-up,Shrubland,NULL,Non_Wetland,Grassland
574,Grassland,Built-up,Shrubland,NULL,Non_Wetland,Cropland
575,Grassland,Built-up,Shrubland,NULL,Non_Wetland,Bareland
576,Grassland,Built-up,Shrubland,NULL,Non_Wetland,Built-up
577,Grassland,Built-up,Shrubland,NULL,Non_Wetland,Water
578,Grassland,Built-up,Shrubland,NULL,Non_Wetland,Forest
579,Grassland,Built-up,Shrubland,Non_Water,Non_Wetland,Grassland
580,Grassland,Built-up,Shrubland,Non_Water,Non_Wetland,Water
581,Grassland,Built-up,Shrubland,Water,Non_Wetland,Grassland
582,Grassland,Built-up,Grassland,NULL,Non_Wetland,NULL
583,Grassland,Built-up,Grassland,NULL,Non_Wetland,Grassland
584,Grassland,Built-up,Grassland,NULL,Non_Wetland,Cropland
585,Grassland,Built-up,Grassland,NULL,Non_Wetland,Bareland
586,Grassland,Built-up,Grassland,NULL,Non_Wetland,Built-up
587,Grassland,Built-up,Grassland,NULL,Non_Wetland,Water
588,Grassland,Built-up,Grassland,NULL,Non_Wetland,Forest
589,Grassland,Built-up,Grassland,Non_Water,Non_Wetland,Grassland
590,Grassland,Built-up,Grassland,Non_Water,Non_Wetland,Cropland
591,Grassland,Built-up,Cropland,NULL,Non_Wetland,NULL
592,Grassland,Built-up,Cropland,NULL,Non_Wetland,Grassland
593,Grassland,Built-up,Cropland,NULL,Non_Wetland,Cropland
594,Grassland,Built-up,Cropland,NULL,Non_Wetland,Built-up
595,Grassland,Built-up,Cropland,NULL,Non_Wetland,Forest
596,Grassland,Built-up,Cropland,Non_Water,Non_Wetland,Grassland
597,Grassland,Built-up,Bareland,NULL,Non_Wetland,Grassland
598,Grassland,Built-up,Bareland,NULL,Non_Wetland,Cropland
599,Grassland,Built-up,Bareland,NULL,Non_Wetland,Bareland
600,Grassland,Built-up,Bareland,NULL,Non_Wetland,Built-up
601,Grassland,Built-up,Built-up,NULL,Non_Wetland,Grassland
602,Grassland,Built-up,Built-up,NULL,Non_Wetland,Cropland
603,Grassland,Built-up,Built-up,NULL,Non_Wetland,Built-up
604,Grassland,Built-up,Built-up,NULL,Non_Wetland,Forest
605,Grassland,Built-up,Forest,NULL,Non_Wetland,NULL
606,Grassland,Built-up,Forest,NULL,Non_Wetland,Grassland
607,Grassland,Built-up,Forest,NULL,Non_Wetland,Cropland
608,Grassland,Built-up,Forest,NULL,Non_Wetland,Built-up
609,Grassland,Built-up,Forest,NULL,Non_Wetland,Forest
610,Grassland,Water,Shrubland,NULL,Non_Wetland,Grassland
611,Grassland,Water,Shrubland,NULL,Non_Wetland,Cropland
612,Grassland,Water,Shrubland,NULL,Non_Wetland,Wetland
613,Grassland,Water,Shrubland,NULL,Non_Wetland,Bareland
614,Grassland,Water,Shrubland,NULL,Non_Wetland,Water
615,Grassland,Water,Shrubland,NULL,Non_Wetland,Forest
616,Grassland,Water,Shrubland,Non_Water,Non_Wetland,Grassland
617,Grassland,Water,Grassland,NULL,Non_Wetland,Grassland
618,Grassland,Water,Grassland,NULL,Non_Wetland,Bareland
619,Grassland,Water,Grassland,NULL,Non_Wetland,Water
620,Grassland,Water,Cropland,NULL,Non_Wetland,Grassland
621,Grassland,Water,Bareland,NULL,Non_Wetland,Grassland
622,Grassland,Water,Bareland,NULL,Non_Wetland,Bareland
623,Grassland,Water,Water,NULL,Water,Grassland
624,Grassland,Water,Forest,NULL,Non_Wetland,Grassland
625,Grassland,Water,Forest,NULL,Non_Wetland,Cropland
626,Grassland,Water,Forest,NULL,Non_Wetland,Water
627,Grassland,Water,Forest,NULL,Non_Wetland,Forest
628,Grassland,Forest,Shrubland,NULL,Non_Wetland,NULL
629,Grassland,Forest,Shrubland,NULL,Non_Wetland,Grassland
630,Grassland,Forest,Shrubland,NULL,Non_Wetland,Cropland
631,Grassland,Forest,Shrubland,NULL,Non_Wetland,Bareland
632,Grassland,Forest,Shrubland,NULL,Non_Wetland,Built-up
633,Grassland,Forest,Shrubland,NULL,Non_Wetland,Forest
634,Grassland,Forest,Grassland,NULL,Non_Wetland,NULL
635,Grassland,Forest,Grassland,NULL,Non_Wetland,Grassland
636,Grassland,Forest,Grassland,NULL,Non_Wetland,Cropland
637,Grassland,Forest,Grassland,NULL,Non_Wetland,Built-up
638,Grassland,Forest,Grassland,NULL,Non_Wetland,Forest
639,Grassland,Forest,Cropland,NULL,Non_Wetland,NULL
640,Grassland,Forest,Cropland,NULL,Non_Wetland,Grassland
641,Grassland,Forest,Cropland,NULL,Non_Wetland,Cropland
642,Grassland,Forest,Cropland,NULL,Non_Wetland,Built-up
643,Grassland,Forest,Cropland,NULL,Non_Wetland,Forest
644,Grassland,Forest,Bareland,NULL,Non_Wetland,Grassland
645,Grassland,Forest,Built-up,NULL,Non_Wetland,Grassland
646,Grassland,Forest,Built-up,NULL,Non_Wetland,Cropland
647,Grassland,Forest,Built-up,NULL,Non_Wetland,Built-up
648,Grassland,Forest,Built-up,NULL,Non_Wetland,Forest
649,Grassland,Forest,Forest,NULL,Non_Wetland,NULL
650,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland
651,Grassland,Forest,Forest,NULL,Non_Wetland,Cropland
652,Grassland,Forest,Forest,NULL,Non_Wetland,Bareland
653,Grassland,Forest,Forest,NULL,Non_Wetland,Built-up
654,Grassland,Forest,Forest,NULL,Non_Wetland,Forest
655,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland
656,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL
657,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland
658,Cropland,NULL,Shrubland,NULL,Non_Wetland,Cropland
659,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland
660,Cropland,NULL,Shrubland,NULL,Non_Wetland,Built-up
661,Cropland,NULL,Shrubland,NULL,Non_Wetland,Water
662,Cropland,NULL,Shrubland,NULL,Non_Wetland,Forest
663,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,NULL
664,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,Cropland
665,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,Forest
666,Cropland,NULL,Shrubland,Water,Non_Wetland,Grassland
667,Cropland,NULL,Shrubland,Water,Non_Wetland,Cropland
668,Cropland,NULL,Shrubland,Water,Non_Wetland,Bareland
669,Cropland,NULL,Shrubland,Water,Non_Wetland,Water
670,Cropland,NULL,Shrubland,Water,Non_Wetland,Forest
671,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL
672,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland
673,Cropland,NULL,Grassland,NULL,Non_Wetland,Cropland
674,Cropland,NULL,Grassland,NULL,Non_Wetland,Bareland
675,Cropland,NULL,Grassland,NULL,Non_Wetland,Built-up
676,Cropland,NULL,Grassland,NULL,Non_Wetland,Water
677,Cropland,NULL,Grassland,NULL,Non_Wetland,Forest
678,Cropland,NULL,Grassland,Non_Water,Non_Wetland,NULL
679,Cropland,NULL,Grassland,Non_Water,Non_Wetland,Grassland
680,Cropland,NULL,Grassland,Non_Water,Non_Wetland,Cropland
681,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL
682,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland
683,Cropland,NULL,Cropland,NULL,Non_Wetland,Cropland
684,Cropland,NULL,Cropland,NULL,Non_Wetland,Bareland
685,Cropland,NULL,Cropland,NULL,Non_Wetland,Built-up
686,Cropland,NULL,Cropland,NULL,Non_Wetland,Water
687,Cropland,NULL,Cropland,NULL,Non_Wetland,Forest
688,Cropland,NULL,Cropland,Non_Water,Non_Wetland,NULL
689,Cropland,NULL,Cropland,Non_Water,Non_Wetland,Grassland
690,Cropland,NULL,Cropland,Non_Water,Non_Wetland,Cropland
691,Cropland,NULL,Cropland,Non_Water,Non_Wetland,Bareland
692,Cropland,NULL,Cropland,Non_Water,Non_Wetland,Forest
693,Cropland,NULL,Cropland,Water,Non_Wetland,Cropland
694,Cropland,NULL,Cropland,Water,Non_Wetland,Water
695,Cropland,NULL,Cropland,Water,Non_Wetland,Forest
696,Cropland,NULL,Wetland,Water,Wetland,Grassland
697,Cropland,NULL,Wetland,Water,Wetland,Bareland
698,Cropland,NULL,Wetland,Water,Wetland,Water
699,Cropland,NULL,Bareland,NULL,Non_Wetland,NULL
700,Cropland,NULL,Bareland,NULL,Non_Wetland,Grassland
701,Cropland,NULL,Bareland,NULL,Non_Wetland,Cropland
702,Cropland,NULL,Bareland,NULL,Non_Wetland,Bareland
703,Cropland,NULL,Bareland,NULL,Non_Wetland,Built-up
704,Cropland,NULL,Bareland,NULL,Non_Wetland,Water
705,Cropland,NULL,Bareland,NULL,Non_Wetland,Forest
706,Cropland,NULL,Bareland,Non_Water,Non_Wetland,NULL
707,Cropland,NULL,Bareland,Non_Water,Non_Wetland,Grassland
708,Cropland,NULL,Bareland,Non_Water,Non_Wetland,Cropland
709,Cropland,NULL,Bareland,Non_Water,Non_Wetland,Bareland
710,Cropland,NULL,Bareland,Non_Water,Non_Wetland,Water
711,Cropland,NULL,Bareland,Non_Water,Non_Wetland,Forest
712,Cropland,NULL,Bareland,Water,Non_Wetland,Grassland
713,Cropland,NULL,Bareland,Water,Non_Wetland,Cropland
714,Cropland,NULL,Bareland,Water,Non_Wetland,Bareland
715,Cropland,NULL,Bareland,Water,Non_Wetland,Water
716,Cropland,NULL,Bareland,Water,Non_Wetland,Forest
717,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL
718,Cropland,NULL,Built-up,NULL,Non_Wetland,Grassland
719,Cropland,NULL,Built-up,NULL,Non_Wetland,Cropland
720,Cropland,NULL,Built-up,NULL,Non_Wetland,Bareland
721,Cropland,NULL,Built-up,NULL,Non_Wetland,Built-up
722,Cropland,NULL,Built-up,NULL,Non_Wetland,Water
723,Cropland,NULL,Built-up,NULL,Non_Wetland,Forest
724,Cropland,NULL,Built-up,Non_Water,Non_Wetland,Grassland
725,Cropland,NULL,Built-up,Non_Water,Non_Wetland,Cropland
726,Cropland,NULL,Water,NULL,Water,NULL
727,Cropland,NULL,Water,NULL,Water,Grassland
728,Cropland,NULL,Water,NULL,Water,Bareland
729,Cropland,NULL,Water,NULL,Water,Forest
730,Cropland,NULL,Water,Water,Water,Water
731,Cropland,NULL,Forest,NULL,Non_Wetland,NULL
732,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland
733,Cropland,NULL,Forest,NULL,Non_Wetland,Cropland
734,Cropland,NULL,Forest,NULL,Non_Wetland,Bareland
735,Cropland,NULL,Forest,NULL,Non_Wetland,Built-up
736,Cropland,NULL,Forest,NULL,Non_Wetland,Water
737,Cropland,NULL,Forest,NULL,Non_Wetland,Forest
738,Cropland,NULL,Forest,Non_Water,Non_Wetland,Grassland
739,Cropland,NULL,Forest,Non_Water,Non_Wetland,Cropland
740,Cropland,NULL,Forest,Non_Water,Non_Wetland,Water
741,Cropland,NULL,Forest,Non_Water,Non_Wetland,Forest
742,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL
743,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Grassland
744,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Cropland
745,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Bareland
746,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Built-up
747,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Water
748,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Forest
749,Cropland,Cropland,Shrubland,Non_Water,Non_Wetland,NULL
750,Cropland,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland
751,Cropland,Cropland,Shrubland,Non_Water,Non_Wetland,Cropland
752,Cropland,Cropland,Shrubland,Non_Water,Non_Wetland,Forest
753,Cropland,Cropland,Shrubland,Water,Non_Wetland,Grassland
754,Cropland,Cropland,Shrubland,Water,Non_Wetland,Water
755,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL
756,Cropland,Cropland,Grassland,NULL,Non_Wetland,Grassland
757,Cropland,Cropland,Grassland,NULL,Non_Wetland,Cropland
758,Cropland,Cropland,Grassland,NULL,Non_Wetland,Bareland
759,Cropland,Cropland,Grassland,NULL,Non_Wetland,Built-up
760,Cropland,Cropland,Grassland,NULL,Non_Wetland,Water
761,Cropland,Cropland,Grassland,NULL,Non_Wetland,Forest
762,Cropland,Cropland,Grassland,Non_Water,Non_Wetland,NULL
763,Cropland,Cropland,Grassland,Non_Water,Non_Wetland,Grassland
764,Cropland,Cropland,Grassland,Non_Water,Non_Wetland,Cropland
765,Cropland,Cropland,Grassland,Water,Non_Wetland,Cropland
766,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL
767,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland
768,Cropland,Cropland,Cropland,NULL,Non_Wetland,Cropland
769,Cropland,Cropland,Cropland,NULL,Non_Wetland,Bareland
770,Cropland,Cropland,Cropland,NULL,Non_Wetland,Built-up
771,Cropland,Cropland,Cropland,NULL,Non_Wetland,Water
772,Cropland,Cropland,Cropland,NULL,Non_Wetland,Forest
773,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,NULL
774,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,Grassland
775,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,Cropland
776,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,Bareland
777,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,Forest
778,Cropland,Cropland,Wetland,NULL,Wetland,Bareland
779,Cropland,Cropland,Wetland,NULL,Wetland,Forest
780,Cropland,Cropland,Wetland,Water,Wetland,Bareland
781,Cropland,Cropland,Wetland,Water,Wetland,Water
782,Cropland,Cropland,Bareland,NULL,Non_Wetland,NULL
783,Cropland,Cropland,Bareland,NULL,Non_Wetland,Grassland
784,Cropland,Cropland,Bareland,NULL,Non_Wetland,Cropland
785,Cropland,Cropland,Bareland,NULL,Non_Wetland,Bareland
786,Cropland,Cropland,Bareland,NULL,Non_Wetland,Built-up
787,Cropland,Cropland,Bareland,NULL,Non_Wetland,Forest
788,Cropland,Cropland,Bareland,Non_Water,Non_Wetland,NULL
789,Cropland,Cropland,Bareland,Non_Water,Non_Wetland,Forest
790,Cropland,Cropland,Bareland,Water,Non_Wetland,Grassland
791,Cropland,Cropland,Bareland,Water,Non_Wetland,Water
792,Cropland,Cropland,Bareland,Water,Non_Wetland,Forest
793,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL
794,Cropland,Cropland,Built-up,NULL,Non_Wetland,Grassland
795,Cropland,Cropland,Built-up,NULL,Non_Wetland,Cropland
796,Cropland,Cropland,Built-up,NULL,Non_Wetland,Built-up
797,Cropland,Cropland,Built-up,NULL,Non_Wetland,Forest
798,Cropland,Cropland,Built-up,Non_Water,Non_Wetland,Cropland
799,Cropland,Cropland,Water,NULL,Water,Bareland
800,Cropland,Cropland,Water,NULL,Water,Forest
801,Cropland,Cropland,Water,Water,Water,Water
802,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL
803,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland
804,Cropland,Cropland,Forest,NULL,Non_Wetland,Cropland
805,Cropland,Cropland,Forest,NULL,Non_Wetland,Bareland
806,Cropland,Cropland,Forest,NULL,Non_Wetland,Built-up
807,Cropland,Cropland,Forest,NULL,Non_Wetland,Water
808,Cropland,Cropland,Forest,NULL,Non_Wetland,Forest
809,Cropland,Cropland,Forest,Non_Water,Non_Wetland,Grassland
810,Cropland,Cropland,Forest,Non_Water,Non_Wetland,Cropland
811,Cropland,Wetland,Shrubland,Water,Non_Wetland,Water
812,Cropland,Wetland,Grassland,NULL,Non_Wetland,Grassland
813,Cropland,Wetland,Water,NULL,Water,Cropland
814,Cropland,Wetland,Forest,NULL,Non_Wetland,Cropland
815,Cropland,Bareland,Shrubland,NULL,Non_Wetland,NULL
816,Cropland,Bareland,Shrubland,NULL,Non_Wetland,Grassland
817,Cropland,Bareland,Shrubland,NULL,Non_Wetland,Cropland
818,Cropland,Bareland,Shrubland,NULL,Non_Wetland,Bareland
819,Cropland,Bareland,Shrubland,NULL,Non_Wetland,Built-up
820,Cropland,Bareland,Shrubland,NULL,Non_Wetland,Forest
821,Cropland,Bareland,Shrubland,Water,Non_Wetland,Bareland
822,Cropland,Bareland,Grassland,NULL,Non_Wetland,NULL
823,Cropland,Bareland,Grassland,NULL,Non_Wetland,Grassland
824,Cropland,Bareland,Grassland,NULL,Non_Wetland,Cropland
825,Cropland,Bareland,Grassland,NULL,Non_Wetland,Bareland
826,Cropland,Bareland,Grassland,NULL,Non_Wetland,Built-up
827,Cropland,Bareland,Grassland,NULL,Non_Wetland,Water
828,Cropland,Bareland,Grassland,NULL,Non_Wetland,Forest
829,Cropland,Bareland,Cropland,NULL,Non_Wetland,Grassland
830,Cropland,Bareland,Cropland,NULL,Non_Wetland,Cropland
831,Cropland,Bareland,Cropland,NULL,Non_Wetland,Bareland
832,Cropland,Bareland,Cropland,NULL,Non_Wetland,Built-up
833,Cropland,Bareland,Cropland,NULL,Non_Wetland,Forest
834,Cropland,Bareland,Cropland,Water,Non_Wetland,Water
835,Cropland,Bareland,Wetland,Water,Wetland,Water
836,Cropland,Bareland,Bareland,NULL,Non_Wetland,NULL
837,Cropland,Bareland,Bareland,NULL,Non_Wetland,Grassland
838,Cropland,Bareland,Bareland,NULL,Non_Wetland,Bareland
839,Cropland,Bareland,Bareland,NULL,Non_Wetland,Built-up
840,Cropland,Bareland,Bareland,NULL,Non_Wetland,Water
841,Cropland,Bareland,Bareland,NULL,Non_Wetland,Forest
842,Cropland,Bareland,Bareland,Non_Water,Non_Wetland,Bareland
843,Cropland,Bareland,Bareland,Water,Non_Wetland,Bareland
844,Cropland,Bareland,Bareland,Water,Non_Wetland,Water
845,Cropland,Bareland,Built-up,NULL,Non_Wetland,NULL
846,Cropland,Bareland,Built-up,NULL,Non_Wetland,Grassland
847,Cropland,Bareland,Built-up,NULL,Non_Wetland,Cropland
