Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_22KDD_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22KDD_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22KDD_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_22KDD_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22KDD_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22KDD_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22KDD_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_22KDD_M_R
6488,Cropland,Forest,Cropland,NULL,Non_Wetland,Forest,Forest,Grassland
6489,Cropland,Forest,Cropland,NULL,Non_Wetland,Forest,Forest,Forest
6490,Cropland,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,NULL
6491,Cropland,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
6492,Cropland,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
6493,Cropland,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
6494,Cropland,Forest,Built-up,NULL,Non_Wetland,NULL,Grassland,NULL
6495,Cropland,Forest,Built-up,NULL,Non_Wetland,NULL,Grassland,Forest
6496,Cropland,Forest,Built-up,NULL,Non_Wetland,NULL,Wetland,Grassland
6497,Cropland,Forest,Built-up,NULL,Non_Wetland,NULL,Bareland,NULL
6498,Cropland,Forest,Built-up,NULL,Non_Wetland,NULL,Bareland,Bareland
6499,Cropland,Forest,Built-up,NULL,Non_Wetland,Grassland,NULL,Grassland
6500,Cropland,Forest,Built-up,NULL,Non_Wetland,Grassland,Grassland,NULL
6501,Cropland,Forest,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
6502,Cropland,Forest,Built-up,NULL,Non_Wetland,Grassland,Grassland,Cropland
6503,Cropland,Forest,Built-up,NULL,Non_Wetland,Grassland,Grassland,Forest
6504,Cropland,Forest,Built-up,NULL,Non_Wetland,Grassland,Bareland,Built-up
6505,Cropland,Forest,Built-up,NULL,Non_Wetland,Grassland,Forest,Built-up
6506,Cropland,Forest,Built-up,NULL,Non_Wetland,Bareland,NULL,Built-up
6507,Cropland,Forest,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
6508,Cropland,Forest,Water,NULL,Water,NULL,NULL,Forest
6509,Cropland,Forest,Water,NULL,Water,Bareland,NULL,Water
6510,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,NULL
6511,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
6512,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
6513,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,Grassland,Grassland
6514,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
6515,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,Wetland,Grassland
6516,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,Forest,NULL
6517,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,Forest,Grassland
6518,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,Forest,Forest
6519,Cropland,Forest,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
6520,Cropland,Forest,Forest,NULL,Non_Wetland,Grassland,NULL,Cropland
6521,Cropland,Forest,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
6522,Cropland,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
6523,Cropland,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Cropland
6524,Cropland,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
6525,Cropland,Forest,Forest,NULL,Non_Wetland,Grassland,Wetland,NULL
6526,Cropland,Forest,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
6527,Cropland,Forest,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
6528,Cropland,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
6529,Cropland,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,Cropland
6530,Cropland,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
6531,Cropland,Forest,Forest,NULL,Non_Wetland,Wetland,NULL,NULL
6532,Cropland,Forest,Forest,NULL,Non_Wetland,Wetland,NULL,Grassland
6533,Cropland,Forest,Forest,NULL,Non_Wetland,Wetland,NULL,Forest
6534,Cropland,Forest,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
6535,Cropland,Forest,Forest,NULL,Non_Wetland,Bareland,NULL,Forest
6536,Cropland,Forest,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
6537,Cropland,Forest,Forest,NULL,Non_Wetland,Forest,NULL,Forest
6538,Cropland,Forest,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
6539,Cropland,Forest,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
6540,Cropland,Forest,Forest,NULL,Non_Wetland,Forest,Forest,Forest
6541,Wetland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
6542,Wetland,NULL,NULL,NULL,Non_Wetland,NULL,Wetland,Grassland
6543,Wetland,NULL,NULL,NULL,Non_Wetland,NULL,Forest,Cropland
6544,Wetland,NULL,NULL,NULL,Non_Wetland,NULL,Forest,Wetland
6545,Wetland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
6546,Wetland,NULL,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
6547,Wetland,NULL,NULL,NULL,Non_Wetland,Wetland,NULL,NULL
6548,Wetland,NULL,NULL,NULL,Non_Wetland,Wetland,NULL,Grassland
6549,Wetland,NULL,NULL,NULL,Non_Wetland,Wetland,NULL,Wetland
6550,Wetland,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
6551,Wetland,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Wetland
6552,Wetland,NULL,NULL,NULL,Non_Wetland,Wetland,Water,Wetland
6553,Wetland,NULL,NULL,NULL,Non_Wetland,Wetland,Water,Forest
6554,Wetland,NULL,NULL,NULL,Non_Wetland,Forest,NULL,Grassland
6555,Wetland,NULL,NULL,NULL,Non_Wetland,Forest,Forest,Forest
6556,Wetland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
6557,Wetland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Water
6558,Wetland,NULL,NULL,Non_Water,Non_Wetland,NULL,Grassland,Grassland
6559,Wetland,NULL,NULL,Non_Water,Non_Wetland,NULL,Forest,Grassland
6560,Wetland,NULL,NULL,Non_Water,Non_Wetland,NULL,Forest,Forest
6561,Wetland,NULL,NULL,Non_Water,Non_Wetland,Grassland,NULL,Grassland
6562,Wetland,NULL,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
6563,Wetland,NULL,NULL,Non_Water,Non_Wetland,Wetland,NULL,Grassland
6564,Wetland,NULL,NULL,Non_Water,Non_Wetland,Wetland,NULL,Wetland
6565,Wetland,NULL,NULL,Non_Water,Non_Wetland,Wetland,NULL,Forest
6566,Wetland,NULL,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
6567,Wetland,NULL,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Forest
6568,Wetland,NULL,NULL,Non_Water,Non_Wetland,Wetland,Water,Wetland
6569,Wetland,NULL,NULL,Non_Water,Non_Wetland,Wetland,Water,Water
6570,Wetland,NULL,NULL,Non_Water,Non_Wetland,Forest,NULL,Grassland
6571,Wetland,NULL,NULL,Non_Water,Non_Wetland,Forest,Grassland,Grassland
6572,Wetland,NULL,NULL,Non_Water,Non_Wetland,Forest,Wetland,Forest
6573,Wetland,NULL,NULL,Non_Water,Non_Wetland,Forest,Water,Grassland
6574,Wetland,NULL,NULL,Non_Water,Non_Wetland,Forest,Forest,Grassland
6575,Wetland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
6576,Wetland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
6577,Wetland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
6578,Wetland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
6579,Wetland,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
6580,Wetland,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Wetland
6581,Wetland,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,Cropland
6582,Wetland,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,Wetland
6583,Wetland,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
6584,Wetland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
6585,Wetland,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,NULL
6586,Wetland,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Grassland
6587,Wetland,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Cropland
6588,Wetland,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Wetland
6589,Wetland,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Forest
6590,Wetland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
6591,Wetland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
6592,Wetland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Wetland
6593,Wetland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
6594,Wetland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Water,Grassland
6595,Wetland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Water,Water
6596,Wetland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Water,Forest
6597,Wetland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Grassland
6598,Wetland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Cropland
6599,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,NULL
6600,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
6601,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Wetland
6602,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
6603,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Forest
6604,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Wetland,Grassland
6605,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Wetland,Wetland
6606,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Water,Grassland
6607,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Forest,NULL
6608,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Forest,Grassland
6609,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
6610,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Forest
6611,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
6612,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
6613,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Water,Grassland
6614,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,NULL,NULL
6615,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,NULL,Grassland
6616,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,NULL,Wetland
6617,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
6618,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Grassland,Forest
6619,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
6620,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
6621,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Bareland,Grassland
6622,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Grassland
6623,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,Forest,NULL,Grassland
6624,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,Forest,Grassland,Grassland
6625,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,Forest,Wetland,Forest
6626,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,Forest,Water,Grassland
6627,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,Forest,Forest,Grassland
6628,Wetland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
6629,Wetland,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
6630,Wetland,NULL,Cropland,NULL,Non_Wetland,NULL,Wetland,Grassland
6631,Wetland,NULL,Cropland,NULL,Non_Wetland,NULL,Water,Grassland
6632,Wetland,NULL,Cropland,NULL,Non_Wetland,NULL,Forest,Cropland
6633,Wetland,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
6634,Wetland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
6635,Wetland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
6636,Wetland,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,Grassland
6637,Wetland,NULL,Cropland,NULL,Non_Wetland,Grassland,Water,Grassland
6638,Wetland,NULL,Cropland,NULL,Non_Wetland,Wetland,NULL,Grassland
6639,Wetland,NULL,Cropland,NULL,Non_Wetland,Forest,NULL,Grassland
6640,Wetland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
6641,Wetland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Wetland
6642,Wetland,NULL,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
6643,Wetland,NULL,Cropland,Non_Water,Non_Wetland,NULL,Water,Grassland
6644,Wetland,NULL,Cropland,Non_Water,Non_Wetland,NULL,Forest,Grassland
6645,Wetland,NULL,Cropland,Non_Water,Non_Wetland,NULL,Forest,Wetland
6646,Wetland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
6647,Wetland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
6648,Wetland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Forest,Grassland
6649,Wetland,NULL,Cropland,Non_Water,Non_Wetland,Wetland,NULL,Wetland
6650,Wetland,NULL,Cropland,Non_Water,Non_Wetland,Forest,NULL,Grassland
6651,Wetland,NULL,Cropland,Non_Water,Non_Wetland,Forest,Grassland,Grassland
6652,Wetland,NULL,Cropland,Non_Water,Non_Wetland,Forest,Water,Grassland
6653,Wetland,NULL,Cropland,Non_Water,Non_Wetland,Forest,Forest,Grassland
6654,Wetland,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
6655,Wetland,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Cropland
6656,Wetland,NULL,Wetland,NULL,Wetland,Wetland,NULL,Wetland
6657,Wetland,NULL,Wetland,NULL,Wetland,Wetland,NULL,Forest
6658,Wetland,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
6659,Wetland,NULL,Wetland,NULL,Wetland,Wetland,Water,Grassland
6660,Wetland,NULL,Wetland,NULL,Wetland,Wetland,Water,Wetland
6661,Wetland,NULL,Wetland,NULL,Wetland,Wetland,Water,Forest
6662,Wetland,NULL,Wetland,NULL,Wetland,Bareland,Water,Wetland
6663,Wetland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
6664,Wetland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
6665,Wetland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Water
6666,Wetland,NULL,Wetland,Non_Water,Wetland,NULL,Grassland,Grassland
6667,Wetland,NULL,Wetland,Non_Water,Wetland,NULL,Water,Grassland
6668,Wetland,NULL,Wetland,Non_Water,Wetland,NULL,Water,Wetland
6669,Wetland,NULL,Wetland,Non_Water,Wetland,NULL,Water,Forest
6670,Wetland,NULL,Wetland,Non_Water,Wetland,NULL,Forest,Grassland
6671,Wetland,NULL,Wetland,Non_Water,Wetland,NULL,Forest,Wetland
6672,Wetland,NULL,Wetland,Non_Water,Wetland,NULL,Forest,Forest
6673,Wetland,NULL,Wetland,Non_Water,Wetland,Grassland,NULL,Grassland
6674,Wetland,NULL,Wetland,Non_Water,Wetland,Grassland,Grassland,Grassland
6675,Wetland,NULL,Wetland,Non_Water,Wetland,Grassland,Water,Grassland
6676,Wetland,NULL,Wetland,Non_Water,Wetland,Wetland,NULL,Wetland
6677,Wetland,NULL,Wetland,Non_Water,Wetland,Wetland,NULL,Water
6678,Wetland,NULL,Wetland,Non_Water,Wetland,Wetland,NULL,Forest
6679,Wetland,NULL,Wetland,Non_Water,Wetland,Wetland,Grassland,Wetland
6680,Wetland,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Wetland
6681,Wetland,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Grassland
6682,Wetland,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Wetland
6683,Wetland,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Forest
6684,Wetland,NULL,Wetland,Non_Water,Wetland,Water,NULL,Wetland
6685,Wetland,NULL,Wetland,Non_Water,Wetland,Water,NULL,Water
6686,Wetland,NULL,Wetland,Non_Water,Wetland,Water,Water,Wetland
6687,Wetland,NULL,Wetland,Non_Water,Wetland,Forest,NULL,Grassland
6688,Wetland,NULL,Wetland,Non_Water,Wetland,Forest,Water,Grassland
6689,Wetland,NULL,Wetland,Water,Wetland,NULL,NULL,Wetland
6690,Wetland,NULL,Wetland,Water,Wetland,NULL,NULL,Water
6691,Wetland,NULL,Wetland,Water,Wetland,NULL,Water,Wetland
6692,Wetland,NULL,Wetland,Water,Wetland,Wetland,NULL,Water
6693,Wetland,NULL,Wetland,Water,Wetland,Wetland,Wetland,Wetland
6694,Wetland,NULL,Wetland,Water,Wetland,Wetland,Water,Wetland
6695,Wetland,NULL,Wetland,Water,Wetland,Wetland,Water,Water
6696,Wetland,NULL,Wetland,Water,Wetland,Bareland,Grassland,Water
6697,Wetland,NULL,Bareland,Non_Water,Non_Wetland,NULL,Forest,Grassland
6698,Wetland,NULL,Water,NULL,Water,NULL,NULL,Grassland
6699,Wetland,NULL,Water,NULL,Water,Wetland,Water,Grassland
6700,Wetland,NULL,Water,NULL,Water,Wetland,Water,Wetland
6701,Wetland,NULL,Water,NULL,Water,Wetland,Water,Water
6702,Wetland,NULL,Water,NULL,Water,Bareland,NULL,Wetland
6703,Wetland,NULL,Water,NULL,Water,Bareland,Water,Wetland
6704,Wetland,NULL,Water,NULL,Water,Bareland,Water,Water
6705,Wetland,NULL,Water,Non_Water,Water,NULL,NULL,Grassland
6706,Wetland,NULL,Water,Non_Water,Water,NULL,Grassland,Grassland
6707,Wetland,NULL,Water,Non_Water,Water,Wetland,Wetland,Wetland
6708,Wetland,NULL,Water,Non_Water,Water,Wetland,Water,Wetland
6709,Wetland,NULL,Water,Non_Water,Water,Forest,Water,Grassland
6710,Wetland,NULL,Water,Water,Water,Wetland,Wetland,Wetland
6711,Wetland,NULL,Water,Water,Water,Wetland,Water,Wetland
6712,Wetland,NULL,Water,Water,Water,Wetland,Water,Water
6713,Wetland,NULL,Water,Water,Water,Wetland,Forest,Wetland
6714,Wetland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
6715,Wetland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
6716,Wetland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
6717,Wetland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
6718,Wetland,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Wetland
6719,Wetland,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,Grassland
6720,Wetland,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,Wetland
6721,Wetland,NULL,Forest,NULL,Non_Wetland,NULL,Forest,Grassland
6722,Wetland,NULL,Forest,NULL,Non_Wetland,NULL,Forest,Cropland
6723,Wetland,NULL,Forest,NULL,Non_Wetland,Wetland,NULL,NULL
6724,Wetland,NULL,Forest,NULL,Non_Wetland,Wetland,NULL,Grassland
6725,Wetland,NULL,Forest,NULL,Non_Wetland,Wetland,NULL,Cropland
6726,Wetland,NULL,Forest,NULL,Non_Wetland,Wetland,NULL,Wetland
6727,Wetland,NULL,Forest,NULL,Non_Wetland,Wetland,NULL,Forest
6728,Wetland,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
6729,Wetland,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Wetland
6730,Wetland,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,NULL
6731,Wetland,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
6732,Wetland,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Wetland
6733,Wetland,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
6734,Wetland,NULL,Forest,NULL,Non_Wetland,Wetland,Water,Wetland
6735,Wetland,NULL,Forest,NULL,Non_Wetland,Wetland,Water,Forest
6736,Wetland,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Cropland
6737,Wetland,NULL,Forest,NULL,Non_Wetland,Forest,Wetland,Grassland
6738,Wetland,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Cropland
6739,Wetland,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Forest
6740,Wetland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
6741,Wetland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
6742,Wetland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
6743,Wetland,NULL,Forest,Non_Water,Non_Wetland,NULL,Grassland,Grassland
6744,Wetland,NULL,Forest,Non_Water,Non_Wetland,NULL,Grassland,Wetland
6745,Wetland,NULL,Forest,Non_Water,Non_Wetland,NULL,Wetland,Grassland
6746,Wetland,NULL,Forest,Non_Water,Non_Wetland,NULL,Wetland,Wetland
6747,Wetland,NULL,Forest,Non_Water,Non_Wetland,NULL,Water,NULL
6748,Wetland,NULL,Forest,Non_Water,Non_Wetland,NULL,Water,Grassland
6749,Wetland,NULL,Forest,Non_Water,Non_Wetland,NULL,Forest,Grassland
6750,Wetland,NULL,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
6751,Wetland,NULL,Forest,Non_Water,Non_Wetland,Wetland,NULL,Grassland
6752,Wetland,NULL,Forest,Non_Water,Non_Wetland,Wetland,NULL,Wetland
6753,Wetland,NULL,Forest,Non_Water,Non_Wetland,Wetland,NULL,Forest
6754,Wetland,NULL,Forest,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
6755,Wetland,NULL,Forest,Non_Water,Non_Wetland,Wetland,Grassland,Forest
6756,Wetland,NULL,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
6757,Wetland,NULL,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
6758,Wetland,NULL,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Forest
6759,Wetland,NULL,Forest,Non_Water,Non_Wetland,Wetland,Water,Wetland
6760,Wetland,NULL,Forest,Non_Water,Non_Wetland,Wetland,Water,Forest
6761,Wetland,NULL,Forest,Non_Water,Non_Wetland,Wetland,Forest,Grassland
6762,Wetland,NULL,Forest,Non_Water,Non_Wetland,Water,Water,Grassland
6763,Wetland,NULL,Forest,Non_Water,Non_Wetland,Forest,NULL,Grassland
6764,Wetland,NULL,Forest,Non_Water,Non_Wetland,Forest,NULL,Forest
6765,Wetland,NULL,Forest,Non_Water,Non_Wetland,Forest,Wetland,NULL
6766,Wetland,NULL,Forest,Non_Water,Non_Wetland,Forest,Wetland,Forest
6767,Wetland,NULL,Forest,Non_Water,Non_Wetland,Forest,Water,Grassland
6768,Wetland,NULL,Forest,Non_Water,Non_Wetland,Forest,Forest,Wetland
6769,Wetland,NULL,Forest,Water,Non_Wetland,Wetland,Wetland,Wetland
6770,Wetland,NULL,Forest,Water,Non_Wetland,Wetland,Water,Wetland
6771,Wetland,NULL,Forest,Water,Non_Wetland,Wetland,Water,Forest
6772,Wetland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
6773,Wetland,Cropland,NULL,NULL,Non_Wetland,NULL,Grassland,Grassland
6774,Wetland,Cropland,NULL,NULL,Non_Wetland,NULL,Wetland,Grassland
6775,Wetland,Cropland,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
6776,Wetland,Cropland,NULL,NULL,Non_Wetland,Wetland,NULL,Grassland
6777,Wetland,Cropland,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
6778,Wetland,Cropland,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
6779,Wetland,Cropland,NULL,Non_Water,Non_Wetland,NULL,Wetland,Grassland
6780,Wetland,Cropland,NULL,Non_Water,Non_Wetland,Wetland,Wetland,NULL
6781,Wetland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
6782,Wetland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Water,Grassland
6783,Wetland,Cropland,Shrubland,NULL,Non_Wetland,Wetland,NULL,Grassland
6784,Wetland,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
6785,Wetland,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
6786,Wetland,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
6787,Wetland,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
6788,Wetland,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
6789,Wetland,Cropland,Shrubland,Non_Water,Non_Wetland,Wetland,NULL,Grassland
6790,Wetland,Cropland,Shrubland,Non_Water,Non_Wetland,Wetland,NULL,Wetland
6791,Wetland,Cropland,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,NULL
6792,Wetland,Cropland,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
6793,Wetland,Cropland,Shrubland,Non_Water,Non_Wetland,Wetland,Bareland,Wetland
6794,Wetland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
6795,Wetland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
6796,Wetland,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
6797,Wetland,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
6798,Wetland,Cropland,Cropland,NULL,Non_Wetland,Wetland,NULL,Wetland
6799,Wetland,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
6800,Wetland,Cropland,Cropland,Non_Water,Non_Wetland,NULL,Wetland,Grassland
6801,Wetland,Cropland,Cropland,Non_Water,Non_Wetland,NULL,Water,Grassland
6802,Wetland,Cropland,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
6803,Wetland,Cropland,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
6804,Wetland,Cropland,Cropland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
6805,Wetland,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
6806,Wetland,Cropland,Wetland,Non_Water,Wetland,NULL,Wetland,Grassland
6807,Wetland,Cropland,Wetland,Non_Water,Wetland,NULL,Water,Grassland
6808,Wetland,Cropland,Wetland,Non_Water,Wetland,Wetland,NULL,Wetland
6809,Wetland,Cropland,Wetland,Non_Water,Wetland,Wetland,Water,Grassland
6810,Wetland,Cropland,Wetland,Non_Water,Wetland,Wetland,Water,Wetland
