Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_25MBM_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_25MBM_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_25MBM_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_25MBM_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_25MBM_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_25MBM_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_25MBM_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_25MBM_M_R
22758,Water,Bareland,Built-up,NULL,Non_Wetland,Water,Bareland,Bareland
22759,Water,Bareland,Built-up,NULL,Non_Wetland,Water,Bareland,Water
22760,Water,Bareland,Built-up,NULL,Non_Wetland,Water,Water,Built-up
22761,Water,Bareland,Built-up,NULL,Non_Wetland,Water,Water,Water
22762,Water,Bareland,Built-up,Non_Water,Non_Wetland,NULL,Built-up,Grassland
22763,Water,Bareland,Built-up,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
22764,Water,Bareland,Built-up,Non_Water,Non_Wetland,Bareland,Bareland,Water
22765,Water,Bareland,Built-up,Non_Water,Non_Wetland,Bareland,Built-up,Water
22766,Water,Bareland,Built-up,Water,Non_Wetland,NULL,Bareland,Bareland
22767,Water,Bareland,Built-up,Water,Non_Wetland,Bareland,Bareland,Grassland
22768,Water,Bareland,Built-up,Water,Non_Wetland,Bareland,Bareland,Bareland
22769,Water,Bareland,Built-up,Water,Non_Wetland,Bareland,Bareland,Water
22770,Water,Bareland,Built-up,Water,Non_Wetland,Bareland,Built-up,Bareland
22771,Water,Bareland,Built-up,Water,Non_Wetland,Bareland,Built-up,Water
22772,Water,Bareland,Built-up,Water,Non_Wetland,Bareland,Water,Bareland
22773,Water,Bareland,Built-up,Water,Non_Wetland,Water,Bareland,Bareland
22774,Water,Bareland,Built-up,Water,Non_Wetland,Water,Bareland,Water
22775,Water,Bareland,Water,NULL,Water,NULL,Bareland,Grassland
22776,Water,Bareland,Water,NULL,Water,Water,Bareland,Bareland
22777,Water,Bareland,Water,Water,NULL,Bareland,Bareland,Bareland
22778,Water,Bareland,Water,Water,NULL,Bareland,Bareland,Water
22779,Water,Bareland,Water,Water,NULL,Bareland,Built-up,Water
22780,Water,Bareland,Water,Water,NULL,Water,Water,Water
22781,Water,Bareland,Water,Water,Water,Bareland,Built-up,Bareland
22782,Water,Bareland,Water,Water,Water,Water,Bareland,Bareland
22783,Water,Bareland,Water,Water,Water,Water,Bareland,Water
22784,Water,Bareland,Water,Water,Water,Water,Water,Water
22785,Water,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
22786,Water,Bareland,Forest,NULL,Non_Wetland,NULL,Forest,Grassland
22787,Water,Bareland,Forest,NULL,Non_Wetland,Bareland,Bareland,Bareland
22788,Water,Bareland,Forest,NULL,Non_Wetland,Water,NULL,Grassland
22789,Water,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,NULL
22790,Water,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
22791,Water,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
22792,Water,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
22793,Water,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
22794,Water,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
22795,Water,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Water
22796,Water,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Forest
22797,Water,Built-up,NULL,NULL,Non_Wetland,NULL,Shrubland,NULL
22798,Water,Built-up,NULL,NULL,Non_Wetland,NULL,Shrubland,Grassland
22799,Water,Built-up,NULL,NULL,Non_Wetland,NULL,Shrubland,Forest
22800,Water,Built-up,NULL,NULL,Non_Wetland,NULL,Grassland,Grassland
22801,Water,Built-up,NULL,NULL,Non_Wetland,NULL,Grassland,Cropland
22802,Water,Built-up,NULL,NULL,Non_Wetland,NULL,Grassland,Built-up
22803,Water,Built-up,NULL,NULL,Non_Wetland,NULL,Grassland,Forest
22804,Water,Built-up,NULL,NULL,Non_Wetland,NULL,Wetland,Wetland
22805,Water,Built-up,NULL,NULL,Non_Wetland,NULL,Bareland,Grassland
22806,Water,Built-up,NULL,NULL,Non_Wetland,NULL,Bareland,Forest
22807,Water,Built-up,NULL,NULL,Non_Wetland,NULL,Built-up,Grassland
22808,Water,Built-up,NULL,NULL,Non_Wetland,NULL,Built-up,Cropland
22809,Water,Built-up,NULL,NULL,Non_Wetland,NULL,Built-up,Bareland
22810,Water,Built-up,NULL,NULL,Non_Wetland,NULL,Built-up,Built-up
22811,Water,Built-up,NULL,NULL,Non_Wetland,NULL,Built-up,Water
22812,Water,Built-up,NULL,NULL,Non_Wetland,NULL,Built-up,Forest
22813,Water,Built-up,NULL,NULL,Non_Wetland,NULL,Water,Grassland
22814,Water,Built-up,NULL,NULL,Non_Wetland,NULL,Water,Wetland
22815,Water,Built-up,NULL,NULL,Non_Wetland,NULL,Water,Bareland
22816,Water,Built-up,NULL,NULL,Non_Wetland,NULL,Water,Forest
22817,Water,Built-up,NULL,NULL,Non_Wetland,NULL,Forest,Grassland
22818,Water,Built-up,NULL,NULL,Non_Wetland,NULL,Forest,Cropland
22819,Water,Built-up,NULL,NULL,Non_Wetland,NULL,Forest,Forest
22820,Water,Built-up,NULL,NULL,Non_Wetland,Shrubland,NULL,NULL
22821,Water,Built-up,NULL,NULL,Non_Wetland,Shrubland,NULL,Grassland
22822,Water,Built-up,NULL,NULL,Non_Wetland,Shrubland,NULL,Cropland
22823,Water,Built-up,NULL,NULL,Non_Wetland,Shrubland,NULL,Forest
22824,Water,Built-up,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
22825,Water,Built-up,NULL,NULL,Non_Wetland,Shrubland,Grassland,Grassland
22826,Water,Built-up,NULL,NULL,Non_Wetland,Shrubland,Grassland,Forest
22827,Water,Built-up,NULL,NULL,Non_Wetland,Shrubland,Built-up,Forest
22828,Water,Built-up,NULL,NULL,Non_Wetland,Shrubland,Forest,NULL
22829,Water,Built-up,NULL,NULL,Non_Wetland,Shrubland,Forest,Forest
22830,Water,Built-up,NULL,NULL,Non_Wetland,Grassland,NULL,NULL
22831,Water,Built-up,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
22832,Water,Built-up,NULL,NULL,Non_Wetland,Grassland,NULL,Cropland
22833,Water,Built-up,NULL,NULL,Non_Wetland,Grassland,NULL,Built-up
22834,Water,Built-up,NULL,NULL,Non_Wetland,Grassland,NULL,Forest
22835,Water,Built-up,NULL,NULL,Non_Wetland,Grassland,Shrubland,Grassland
22836,Water,Built-up,NULL,NULL,Non_Wetland,Grassland,Grassland,NULL
22837,Water,Built-up,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
22838,Water,Built-up,NULL,NULL,Non_Wetland,Grassland,Grassland,Cropland
22839,Water,Built-up,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
22840,Water,Built-up,NULL,NULL,Non_Wetland,Grassland,Built-up,Grassland
22841,Water,Built-up,NULL,NULL,Non_Wetland,Grassland,Built-up,Cropland
22842,Water,Built-up,NULL,NULL,Non_Wetland,Grassland,Built-up,Forest
22843,Water,Built-up,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
22844,Water,Built-up,NULL,NULL,Non_Wetland,Cropland,NULL,Grassland
22845,Water,Built-up,NULL,NULL,Non_Wetland,Cropland,NULL,Cropland
22846,Water,Built-up,NULL,NULL,Non_Wetland,Cropland,NULL,Built-up
22847,Water,Built-up,NULL,NULL,Non_Wetland,Cropland,NULL,Forest
22848,Water,Built-up,NULL,NULL,Non_Wetland,Cropland,Grassland,Grassland
22849,Water,Built-up,NULL,NULL,Non_Wetland,Cropland,Grassland,Cropland
22850,Water,Built-up,NULL,NULL,Non_Wetland,Cropland,Built-up,Grassland
22851,Water,Built-up,NULL,NULL,Non_Wetland,Cropland,Built-up,Cropland
22852,Water,Built-up,NULL,NULL,Non_Wetland,Cropland,Built-up,Forest
22853,Water,Built-up,NULL,NULL,Non_Wetland,Wetland,Built-up,Forest
22854,Water,Built-up,NULL,NULL,Non_Wetland,Wetland,Water,Grassland
22855,Water,Built-up,NULL,NULL,Non_Wetland,Bareland,NULL,NULL
22856,Water,Built-up,NULL,NULL,Non_Wetland,Bareland,NULL,Grassland
22857,Water,Built-up,NULL,NULL,Non_Wetland,Bareland,NULL,Cropland
22858,Water,Built-up,NULL,NULL,Non_Wetland,Bareland,NULL,Bareland
22859,Water,Built-up,NULL,NULL,Non_Wetland,Bareland,NULL,Built-up
22860,Water,Built-up,NULL,NULL,Non_Wetland,Bareland,NULL,Forest
22861,Water,Built-up,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
22862,Water,Built-up,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
22863,Water,Built-up,NULL,NULL,Non_Wetland,Bareland,Bareland,Bareland
22864,Water,Built-up,NULL,NULL,Non_Wetland,Bareland,Built-up,Grassland
22865,Water,Built-up,NULL,NULL,Non_Wetland,Bareland,Built-up,Built-up
22866,Water,Built-up,NULL,NULL,Non_Wetland,Bareland,Water,Grassland
22867,Water,Built-up,NULL,NULL,Non_Wetland,Built-up,NULL,NULL
22868,Water,Built-up,NULL,NULL,Non_Wetland,Built-up,NULL,Grassland
22869,Water,Built-up,NULL,NULL,Non_Wetland,Built-up,NULL,Cropland
22870,Water,Built-up,NULL,NULL,Non_Wetland,Built-up,NULL,Bareland
22871,Water,Built-up,NULL,NULL,Non_Wetland,Built-up,NULL,Built-up
22872,Water,Built-up,NULL,NULL,Non_Wetland,Built-up,NULL,Forest
22873,Water,Built-up,NULL,NULL,Non_Wetland,Built-up,Shrubland,Grassland
22874,Water,Built-up,NULL,NULL,Non_Wetland,Built-up,Shrubland,Built-up
22875,Water,Built-up,NULL,NULL,Non_Wetland,Built-up,Shrubland,Forest
22876,Water,Built-up,NULL,NULL,Non_Wetland,Built-up,Grassland,Grassland
22877,Water,Built-up,NULL,NULL,Non_Wetland,Built-up,Grassland,Cropland
22878,Water,Built-up,NULL,NULL,Non_Wetland,Built-up,Grassland,Built-up
22879,Water,Built-up,NULL,NULL,Non_Wetland,Built-up,Grassland,Forest
22880,Water,Built-up,NULL,NULL,Non_Wetland,Built-up,Bareland,Built-up
22881,Water,Built-up,NULL,NULL,Non_Wetland,Built-up,Bareland,Forest
22882,Water,Built-up,NULL,NULL,Non_Wetland,Built-up,Built-up,NULL
22883,Water,Built-up,NULL,NULL,Non_Wetland,Built-up,Built-up,Grassland
22884,Water,Built-up,NULL,NULL,Non_Wetland,Built-up,Built-up,Cropland
22885,Water,Built-up,NULL,NULL,Non_Wetland,Built-up,Built-up,Wetland
22886,Water,Built-up,NULL,NULL,Non_Wetland,Built-up,Built-up,Bareland
22887,Water,Built-up,NULL,NULL,Non_Wetland,Built-up,Built-up,Built-up
22888,Water,Built-up,NULL,NULL,Non_Wetland,Built-up,Built-up,Forest
22889,Water,Built-up,NULL,NULL,Non_Wetland,Built-up,Water,Wetland
22890,Water,Built-up,NULL,NULL,Non_Wetland,Built-up,Water,Water
22891,Water,Built-up,NULL,NULL,Non_Wetland,Built-up,Forest,Cropland
22892,Water,Built-up,NULL,NULL,Non_Wetland,Built-up,Forest,Built-up
22893,Water,Built-up,NULL,NULL,Non_Wetland,Built-up,Forest,Forest
22894,Water,Built-up,NULL,NULL,Non_Wetland,Water,NULL,Grassland
22895,Water,Built-up,NULL,NULL,Non_Wetland,Water,NULL,Forest
22896,Water,Built-up,NULL,NULL,Non_Wetland,Water,Wetland,Grassland
22897,Water,Built-up,NULL,NULL,Non_Wetland,Water,Built-up,Grassland
22898,Water,Built-up,NULL,NULL,Non_Wetland,Water,Built-up,Wetland
22899,Water,Built-up,NULL,NULL,Non_Wetland,Water,Water,Grassland
22900,Water,Built-up,NULL,NULL,Non_Wetland,Forest,NULL,Grassland
22901,Water,Built-up,NULL,NULL,Non_Wetland,Forest,NULL,Forest
22902,Water,Built-up,NULL,NULL,Non_Wetland,Forest,Grassland,Grassland
22903,Water,Built-up,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
22904,Water,Built-up,NULL,NULL,Non_Wetland,Forest,Bareland,Forest
22905,Water,Built-up,NULL,NULL,Non_Wetland,Forest,Built-up,Forest
22906,Water,Built-up,NULL,NULL,Non_Wetland,Forest,Forest,Forest
22907,Water,Built-up,NULL,Non_Water,Non_Wetland,NULL,NULL,NULL
22908,Water,Built-up,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
22909,Water,Built-up,NULL,Non_Water,Non_Wetland,NULL,NULL,Cropland
22910,Water,Built-up,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
22911,Water,Built-up,NULL,Non_Water,Non_Wetland,NULL,Built-up,Grassland
22912,Water,Built-up,NULL,Non_Water,Non_Wetland,NULL,Built-up,Water
22913,Water,Built-up,NULL,Non_Water,Non_Wetland,NULL,Built-up,Forest
22914,Water,Built-up,NULL,Non_Water,Non_Wetland,NULL,Water,Wetland
22915,Water,Built-up,NULL,Non_Water,Non_Wetland,NULL,Water,Water
22916,Water,Built-up,NULL,Non_Water,Non_Wetland,NULL,Water,Forest
22917,Water,Built-up,NULL,Non_Water,Non_Wetland,NULL,Forest,Forest
22918,Water,Built-up,NULL,Non_Water,Non_Wetland,Shrubland,NULL,Forest
22919,Water,Built-up,NULL,Non_Water,Non_Wetland,Cropland,NULL,Grassland
22920,Water,Built-up,NULL,Non_Water,Non_Wetland,Cropland,Built-up,Grassland
22921,Water,Built-up,NULL,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
22922,Water,Built-up,NULL,Non_Water,Non_Wetland,Bareland,Built-up,Grassland
22923,Water,Built-up,NULL,Non_Water,Non_Wetland,Bareland,Water,Grassland
22924,Water,Built-up,NULL,Non_Water,Non_Wetland,Built-up,NULL,Grassland
22925,Water,Built-up,NULL,Non_Water,Non_Wetland,Built-up,NULL,Cropland
22926,Water,Built-up,NULL,Non_Water,Non_Wetland,Built-up,NULL,Forest
22927,Water,Built-up,NULL,Non_Water,Non_Wetland,Built-up,Built-up,Grassland
22928,Water,Built-up,NULL,Non_Water,Non_Wetland,Built-up,Built-up,Cropland
22929,Water,Built-up,NULL,Non_Water,Non_Wetland,Built-up,Built-up,Built-up
22930,Water,Built-up,NULL,Non_Water,Non_Wetland,Built-up,Water,Grassland
22931,Water,Built-up,NULL,Non_Water,Non_Wetland,Built-up,Water,Forest
22932,Water,Built-up,NULL,Non_Water,Non_Wetland,Water,NULL,Grassland
22933,Water,Built-up,NULL,Non_Water,Non_Wetland,Forest,NULL,Wetland
22934,Water,Built-up,NULL,Non_Water,Non_Wetland,Forest,NULL,Water
22935,Water,Built-up,NULL,Non_Water,Non_Wetland,Forest,Built-up,Forest
22936,Water,Built-up,NULL,Water,Non_Wetland,NULL,NULL,Grassland
22937,Water,Built-up,NULL,Water,Non_Wetland,NULL,NULL,Cropland
22938,Water,Built-up,NULL,Water,Non_Wetland,NULL,NULL,Wetland
22939,Water,Built-up,NULL,Water,Non_Wetland,NULL,NULL,Bareland
22940,Water,Built-up,NULL,Water,Non_Wetland,NULL,NULL,Forest
22941,Water,Built-up,NULL,Water,Non_Wetland,NULL,Built-up,Grassland
22942,Water,Built-up,NULL,Water,Non_Wetland,NULL,Built-up,Water
22943,Water,Built-up,NULL,Water,Non_Wetland,NULL,Water,Grassland
22944,Water,Built-up,NULL,Water,Non_Wetland,NULL,Water,Forest
22945,Water,Built-up,NULL,Water,Non_Wetland,Bareland,Bareland,Bareland
22946,Water,Built-up,NULL,Water,Non_Wetland,Bareland,Built-up,Bareland
22947,Water,Built-up,NULL,Water,Non_Wetland,Bareland,Built-up,Water
22948,Water,Built-up,NULL,Water,Non_Wetland,Built-up,NULL,Built-up
22949,Water,Built-up,NULL,Water,Non_Wetland,Built-up,Built-up,Grassland
22950,Water,Built-up,NULL,Water,Non_Wetland,Built-up,Built-up,Water
22951,Water,Built-up,NULL,Water,Non_Wetland,Water,NULL,Grassland
22952,Water,Built-up,NULL,Water,Non_Wetland,Water,Built-up,Water
22953,Water,Built-up,NULL,Water,Non_Wetland,Water,Water,Wetland
22954,Water,Built-up,NULL,Water,Non_Wetland,Water,Water,Water
22955,Water,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
22956,Water,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
22957,Water,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
22958,Water,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
22959,Water,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
22960,Water,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
22961,Water,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
22962,Water,Built-up,Shrubland,NULL,Non_Wetland,NULL,Shrubland,NULL
22963,Water,Built-up,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Grassland
22964,Water,Built-up,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Forest
22965,Water,Built-up,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
22966,Water,Built-up,Shrubland,NULL,Non_Wetland,NULL,Grassland,Cropland
22967,Water,Built-up,Shrubland,NULL,Non_Wetland,NULL,Grassland,Built-up
22968,Water,Built-up,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
22969,Water,Built-up,Shrubland,NULL,Non_Wetland,NULL,Bareland,Grassland
22970,Water,Built-up,Shrubland,NULL,Non_Wetland,NULL,Bareland,Bareland
22971,Water,Built-up,Shrubland,NULL,Non_Wetland,NULL,Bareland,Built-up
22972,Water,Built-up,Shrubland,NULL,Non_Wetland,NULL,Bareland,Forest
22973,Water,Built-up,Shrubland,NULL,Non_Wetland,NULL,Built-up,NULL
22974,Water,Built-up,Shrubland,NULL,Non_Wetland,NULL,Built-up,Grassland
22975,Water,Built-up,Shrubland,NULL,Non_Wetland,NULL,Built-up,Cropland
22976,Water,Built-up,Shrubland,NULL,Non_Wetland,NULL,Built-up,Wetland
22977,Water,Built-up,Shrubland,NULL,Non_Wetland,NULL,Built-up,Bareland
22978,Water,Built-up,Shrubland,NULL,Non_Wetland,NULL,Built-up,Built-up
22979,Water,Built-up,Shrubland,NULL,Non_Wetland,NULL,Built-up,Forest
22980,Water,Built-up,Shrubland,NULL,Non_Wetland,NULL,Water,Grassland
22981,Water,Built-up,Shrubland,NULL,Non_Wetland,NULL,Water,Forest
22982,Water,Built-up,Shrubland,NULL,Non_Wetland,NULL,Forest,Grassland
22983,Water,Built-up,Shrubland,NULL,Non_Wetland,NULL,Forest,Cropland
22984,Water,Built-up,Shrubland,NULL,Non_Wetland,NULL,Forest,Forest
22985,Water,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,NULL,NULL
22986,Water,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Grassland
22987,Water,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Forest
22988,Water,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
22989,Water,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
22990,Water,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
22991,Water,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
22992,Water,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,Grassland
22993,Water,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,Forest
22994,Water,Built-up,Shrubland,NULL,Non_Wetland,Grassland,NULL,NULL
22995,Water,Built-up,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
22996,Water,Built-up,Shrubland,NULL,Non_Wetland,Grassland,NULL,Cropland
22997,Water,Built-up,Shrubland,NULL,Non_Wetland,Grassland,NULL,Water
22998,Water,Built-up,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
22999,Water,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
23000,Water,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
23001,Water,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
23002,Water,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Cropland
23003,Water,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Built-up
23004,Water,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
23005,Water,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
23006,Water,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Built-up,NULL
23007,Water,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Grassland
23008,Water,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Cropland
23009,Water,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Forest
23010,Water,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
23011,Water,Built-up,Shrubland,NULL,Non_Wetland,Cropland,NULL,Grassland
23012,Water,Built-up,Shrubland,NULL,Non_Wetland,Cropland,NULL,Cropland
23013,Water,Built-up,Shrubland,NULL,Non_Wetland,Cropland,NULL,Bareland
23014,Water,Built-up,Shrubland,NULL,Non_Wetland,Cropland,NULL,Forest
23015,Water,Built-up,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,Grassland
23016,Water,Built-up,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Grassland
23017,Water,Built-up,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Forest
23018,Water,Built-up,Shrubland,NULL,Non_Wetland,Cropland,Built-up,Grassland
23019,Water,Built-up,Shrubland,NULL,Non_Wetland,Cropland,Built-up,Cropland
23020,Water,Built-up,Shrubland,NULL,Non_Wetland,Cropland,Built-up,Built-up
23021,Water,Built-up,Shrubland,NULL,Non_Wetland,Cropland,Forest,Forest
23022,Water,Built-up,Shrubland,NULL,Non_Wetland,Wetland,NULL,Grassland
23023,Water,Built-up,Shrubland,NULL,Non_Wetland,Wetland,NULL,Wetland
23024,Water,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
23025,Water,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Built-up,Wetland
23026,Water,Built-up,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
23027,Water,Built-up,Shrubland,NULL,Non_Wetland,Bareland,NULL,Bareland
23028,Water,Built-up,Shrubland,NULL,Non_Wetland,Bareland,NULL,Built-up
23029,Water,Built-up,Shrubland,NULL,Non_Wetland,Bareland,NULL,Forest
23030,Water,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
23031,Water,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
23032,Water,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
23033,Water,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Water
23034,Water,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Built-up,NULL
23035,Water,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Grassland
23036,Water,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Cropland
23037,Water,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Bareland
23038,Water,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Built-up
23039,Water,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Forest
23040,Water,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Water,Grassland
23041,Water,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Water,Bareland
23042,Water,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Water,Built-up
23043,Water,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
23044,Water,Built-up,Shrubland,NULL,Non_Wetland,Built-up,NULL,NULL
23045,Water,Built-up,Shrubland,NULL,Non_Wetland,Built-up,NULL,Grassland
23046,Water,Built-up,Shrubland,NULL,Non_Wetland,Built-up,NULL,Cropland
23047,Water,Built-up,Shrubland,NULL,Non_Wetland,Built-up,NULL,Bareland
23048,Water,Built-up,Shrubland,NULL,Non_Wetland,Built-up,NULL,Built-up
23049,Water,Built-up,Shrubland,NULL,Non_Wetland,Built-up,NULL,Forest
23050,Water,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,Grassland
23051,Water,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Grassland
23052,Water,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Cropland
23053,Water,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Built-up
23054,Water,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Forest
23055,Water,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Wetland,Grassland
23056,Water,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Wetland,Forest
23057,Water,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Bareland,Grassland
23058,Water,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Bareland,Built-up
23059,Water,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Bareland,Forest
23060,Water,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,NULL
23061,Water,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Grassland
23062,Water,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Cropland
23063,Water,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Wetland
23064,Water,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Bareland
23065,Water,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Built-up
23066,Water,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Water
23067,Water,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Forest
23068,Water,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Water,Grassland
23069,Water,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Water,Cropland
23070,Water,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Water,Wetland
23071,Water,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Water,Bareland
23072,Water,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Forest,Grassland
23073,Water,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Forest,Wetland
23074,Water,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Forest,Forest
23075,Water,Built-up,Shrubland,NULL,Non_Wetland,Water,NULL,Grassland
23076,Water,Built-up,Shrubland,NULL,Non_Wetland,Water,NULL,Bareland
23077,Water,Built-up,Shrubland,NULL,Non_Wetland,Water,NULL,Water
23078,Water,Built-up,Shrubland,NULL,Non_Wetland,Water,Bareland,Grassland
23079,Water,Built-up,Shrubland,NULL,Non_Wetland,Water,Bareland,Bareland
23080,Water,Built-up,Shrubland,NULL,Non_Wetland,Forest,NULL,Grassland
23081,Water,Built-up,Shrubland,NULL,Non_Wetland,Forest,NULL,Forest
23082,Water,Built-up,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Forest
23083,Water,Built-up,Shrubland,NULL,Non_Wetland,Forest,Bareland,Forest
23084,Water,Built-up,Shrubland,NULL,Non_Wetland,Forest,Built-up,Forest
23085,Water,Built-up,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
23086,Water,Built-up,Shrubland,Non_Water,Non_Wetland,NULL,NULL,NULL
23087,Water,Built-up,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
