Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_20LLL_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20LLL_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20LLL_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_20LLL_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20LLL_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20LLL_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20LLL_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_20LLL_M_R
690,Grassland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
691,Grassland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Forest
692,Grassland,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
693,Grassland,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
694,Grassland,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
695,Grassland,Water,Forest,Water,Non_Wetland,NULL,NULL,Wetland
696,Grassland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,NULL
697,Grassland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
698,Grassland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Water
699,Grassland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Forest
700,Grassland,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
701,Grassland,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Wetland
702,Grassland,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
703,Grassland,Forest,NULL,Water,Non_Wetland,NULL,NULL,Grassland
704,Grassland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
705,Grassland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
706,Grassland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
707,Grassland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
708,Grassland,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,NULL
709,Grassland,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
710,Grassland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
711,Grassland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
712,Grassland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
713,Grassland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
714,Grassland,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,NULL
715,Grassland,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
716,Grassland,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
717,Grassland,Forest,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
718,Grassland,Forest,Grassland,Water,Non_Wetland,NULL,NULL,Forest
719,Grassland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
720,Grassland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
721,Grassland,Forest,Wetland,NULL,Wetland,NULL,NULL,NULL
722,Grassland,Forest,Wetland,NULL,Wetland,NULL,NULL,Grassland
723,Grassland,Forest,Wetland,NULL,Wetland,NULL,NULL,Wetland
724,Grassland,Forest,Wetland,NULL,Wetland,NULL,NULL,Water
725,Grassland,Forest,Wetland,NULL,Wetland,NULL,NULL,Forest
726,Grassland,Forest,Wetland,Non_Water,Wetland,NULL,NULL,NULL
727,Grassland,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
728,Grassland,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
729,Grassland,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Water
730,Grassland,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Forest
731,Grassland,Forest,Wetland,Water,Wetland,NULL,NULL,Grassland
732,Grassland,Forest,Wetland,Water,Wetland,NULL,NULL,Wetland
733,Grassland,Forest,Wetland,Water,Wetland,NULL,NULL,Water
734,Grassland,Forest,Wetland,Water,Wetland,NULL,NULL,Forest
735,Grassland,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
736,Grassland,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
737,Grassland,Forest,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
738,Grassland,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
739,Grassland,Forest,Water,NULL,Water,NULL,NULL,Forest
740,Grassland,Forest,Water,Non_Water,Water,NULL,NULL,Grassland
741,Grassland,Forest,Water,Non_Water,Water,NULL,NULL,Wetland
742,Grassland,Forest,Water,Non_Water,Water,NULL,NULL,Water
743,Grassland,Forest,Water,Non_Water,Water,NULL,NULL,Forest
744,Grassland,Forest,Water,Water,Water,NULL,NULL,Grassland
745,Grassland,Forest,Water,Water,Water,NULL,NULL,Wetland
746,Grassland,Forest,Water,Water,Water,NULL,NULL,Water
747,Grassland,Forest,Water,Water,Water,NULL,NULL,Forest
748,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,NULL
749,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
750,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
751,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Water
752,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
753,Grassland,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,NULL
754,Grassland,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
755,Grassland,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
756,Grassland,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
757,Grassland,Forest,Forest,Water,Non_Wetland,NULL,NULL,Grassland
758,Grassland,Forest,Forest,Water,Non_Wetland,NULL,NULL,Water
759,Grassland,Forest,Forest,Water,Non_Wetland,NULL,NULL,Forest
760,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,NULL
761,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
762,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Forest
763,Cropland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
764,Cropland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
765,Cropland,NULL,NULL,Water,Non_Wetland,NULL,NULL,Grassland
766,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
767,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
768,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
769,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
770,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
771,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
772,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
773,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
774,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
775,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Wetland
776,Cropland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
777,Cropland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Water
778,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
779,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
780,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
781,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
782,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
783,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
784,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
785,Cropland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
786,Cropland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
787,Cropland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
788,Cropland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Water
789,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
790,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
791,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
792,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
793,Cropland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
794,Cropland,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
795,Cropland,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
796,Cropland,NULL,Wetland,NULL,Wetland,NULL,NULL,Cropland
797,Cropland,NULL,Wetland,NULL,Wetland,NULL,NULL,Wetland
798,Cropland,NULL,Wetland,NULL,Wetland,NULL,NULL,Bareland
799,Cropland,NULL,Wetland,NULL,Wetland,NULL,NULL,Water
800,Cropland,NULL,Wetland,NULL,Wetland,NULL,NULL,Forest
801,Cropland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
802,Cropland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
803,Cropland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Forest
804,Cropland,NULL,Wetland,Water,Wetland,NULL,NULL,Grassland
805,Cropland,NULL,Wetland,Water,Wetland,NULL,NULL,Wetland
806,Cropland,NULL,Wetland,Water,Wetland,NULL,NULL,Bareland
807,Cropland,NULL,Wetland,Water,Wetland,NULL,NULL,Water
808,Cropland,NULL,Wetland,Water,Wetland,NULL,NULL,Forest
809,Cropland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Grassland
810,Cropland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
811,Cropland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
812,Cropland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
813,Cropland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
814,Cropland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
815,Cropland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
816,Cropland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
817,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
818,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
819,Cropland,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
820,Cropland,NULL,Water,NULL,Water,NULL,NULL,Grassland
821,Cropland,NULL,Water,Water,Water,NULL,NULL,Water
822,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,NULL
823,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
824,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
825,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
826,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
827,Cropland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
828,Cropland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
829,Cropland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Grassland
830,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
831,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
832,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
833,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
834,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
835,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
836,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
837,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
838,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
839,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
840,Cropland,Cropland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
841,Cropland,Cropland,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
842,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
843,Cropland,Cropland,Wetland,NULL,Wetland,NULL,NULL,Grassland
844,Cropland,Cropland,Wetland,NULL,Wetland,NULL,NULL,Forest
845,Cropland,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
846,Cropland,Cropland,Wetland,Water,Wetland,NULL,NULL,Grassland
847,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
848,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
849,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,NULL
850,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
851,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
852,Cropland,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
853,Cropland,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
854,Cropland,Wetland,Wetland,NULL,Wetland,NULL,NULL,Grassland
855,Cropland,Wetland,Wetland,NULL,Wetland,NULL,NULL,Wetland
856,Cropland,Wetland,Wetland,NULL,Wetland,NULL,NULL,Forest
857,Cropland,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
858,Cropland,Wetland,Wetland,Water,Wetland,NULL,NULL,Grassland
859,Cropland,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,NULL
860,Cropland,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
861,Cropland,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Water
862,Cropland,Bareland,Wetland,Water,Wetland,NULL,NULL,Water
863,Cropland,Bareland,Wetland,Water,Wetland,NULL,NULL,Forest
864,Cropland,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Forest
865,Cropland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
866,Cropland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
867,Cropland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
868,Cropland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
869,Cropland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
870,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
871,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
872,Cropland,Built-up,Wetland,NULL,Wetland,NULL,NULL,Forest
873,Cropland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
874,Cropland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
875,Cropland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Forest
876,Cropland,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
877,Cropland,Water,Wetland,NULL,Wetland,NULL,NULL,Grassland
878,Cropland,Water,Wetland,NULL,Wetland,NULL,NULL,Water
879,Cropland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Water
880,Cropland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Forest
881,Cropland,Water,Wetland,Water,Wetland,NULL,NULL,Grassland
882,Cropland,Water,Wetland,Water,Wetland,NULL,NULL,Wetland
883,Cropland,Water,Wetland,Water,Wetland,NULL,NULL,Water
884,Cropland,Water,Wetland,Water,Wetland,NULL,NULL,Forest
885,Cropland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Forest
886,Cropland,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
887,Cropland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
888,Cropland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Forest
889,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
890,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
891,Cropland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
892,Cropland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
893,Cropland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
894,Cropland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
895,Cropland,Forest,Wetland,NULL,Wetland,NULL,NULL,Grassland
896,Cropland,Forest,Wetland,NULL,Wetland,NULL,NULL,Forest
897,Cropland,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
898,Cropland,Forest,Wetland,Water,Wetland,NULL,NULL,Wetland
899,Cropland,Forest,Wetland,Water,Wetland,NULL,NULL,Forest
900,Cropland,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
901,Cropland,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
902,Cropland,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
903,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
904,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
905,Cropland,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
906,Wetland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
907,Wetland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
908,Wetland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Water
909,Wetland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Forest
910,Wetland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,NULL
911,Wetland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
912,Wetland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Wetland
913,Wetland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
914,Wetland,NULL,NULL,Water,Non_Wetland,NULL,NULL,Grassland
915,Wetland,NULL,NULL,Water,Non_Wetland,NULL,NULL,Wetland
916,Wetland,NULL,NULL,Water,Non_Wetland,NULL,NULL,Bareland
917,Wetland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
918,Wetland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
919,Wetland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
920,Wetland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
921,Wetland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
922,Wetland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
923,Wetland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
924,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,NULL
925,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
926,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Wetland
927,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
928,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
929,Wetland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,NULL
930,Wetland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
931,Wetland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Wetland
932,Wetland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Water
933,Wetland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
934,Wetland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
935,Wetland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
936,Wetland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
937,Wetland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
938,Wetland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
939,Wetland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Water
940,Wetland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
941,Wetland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,NULL
942,Wetland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
943,Wetland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Wetland
944,Wetland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Water
945,Wetland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
946,Wetland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
947,Wetland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Wetland
948,Wetland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Bareland
949,Wetland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Water
950,Wetland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Forest
951,Wetland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
952,Wetland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
953,Wetland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
954,Wetland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Wetland
955,Wetland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Water
956,Wetland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
957,Wetland,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
958,Wetland,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Wetland
959,Wetland,NULL,Wetland,NULL,Wetland,NULL,NULL,NULL
960,Wetland,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
961,Wetland,NULL,Wetland,NULL,Wetland,NULL,NULL,Cropland
962,Wetland,NULL,Wetland,NULL,Wetland,NULL,NULL,Wetland
963,Wetland,NULL,Wetland,NULL,Wetland,NULL,NULL,Bareland
964,Wetland,NULL,Wetland,NULL,Wetland,NULL,NULL,Water
965,Wetland,NULL,Wetland,NULL,Wetland,NULL,NULL,Forest
966,Wetland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,NULL
967,Wetland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
968,Wetland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Cropland
969,Wetland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
970,Wetland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
971,Wetland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Built-up
972,Wetland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Water
973,Wetland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Forest
974,Wetland,NULL,Wetland,Water,Wetland,NULL,NULL,NULL
975,Wetland,NULL,Wetland,Water,Wetland,NULL,NULL,Grassland
976,Wetland,NULL,Wetland,Water,Wetland,NULL,NULL,Cropland
977,Wetland,NULL,Wetland,Water,Wetland,NULL,NULL,Wetland
978,Wetland,NULL,Wetland,Water,Wetland,NULL,NULL,Bareland
979,Wetland,NULL,Wetland,Water,Wetland,NULL,NULL,Water
980,Wetland,NULL,Wetland,Water,Wetland,NULL,NULL,Forest
981,Wetland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
982,Wetland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
983,Wetland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
984,Wetland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,NULL
985,Wetland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
986,Wetland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Wetland
987,Wetland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
988,Wetland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
989,Wetland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
990,Wetland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Water
991,Wetland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Forest
992,Wetland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
993,Wetland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
994,Wetland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Water
995,Wetland,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
996,Wetland,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Forest
997,Wetland,NULL,Built-up,Water,Non_Wetland,NULL,NULL,Water
998,Wetland,NULL,Water,NULL,Water,NULL,NULL,Grassland
999,Wetland,NULL,Water,NULL,Water,NULL,NULL,Wetland
1000,Wetland,NULL,Water,NULL,Water,NULL,NULL,Bareland
1001,Wetland,NULL,Water,NULL,Water,NULL,NULL,Water
1002,Wetland,NULL,Water,NULL,Water,NULL,NULL,Forest
1003,Wetland,NULL,Water,Non_Water,Water,NULL,NULL,NULL
1004,Wetland,NULL,Water,Non_Water,Water,NULL,NULL,Grassland
1005,Wetland,NULL,Water,Non_Water,Water,NULL,NULL,Wetland
1006,Wetland,NULL,Water,Non_Water,Water,NULL,NULL,Water
1007,Wetland,NULL,Water,Non_Water,Water,NULL,NULL,Forest
1008,Wetland,NULL,Water,Water,Water,NULL,NULL,NULL
1009,Wetland,NULL,Water,Water,Water,NULL,NULL,Grassland
1010,Wetland,NULL,Water,Water,Water,NULL,NULL,Cropland
1011,Wetland,NULL,Water,Water,Water,NULL,NULL,Wetland
1012,Wetland,NULL,Water,Water,Water,NULL,NULL,Bareland
1013,Wetland,NULL,Water,Water,Water,NULL,NULL,Water
1014,Wetland,NULL,Water,Water,Water,NULL,NULL,Forest
1015,Wetland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,NULL
1016,Wetland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1017,Wetland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
1018,Wetland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Water
1019,Wetland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1020,Wetland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,NULL
1021,Wetland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
1022,Wetland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
1023,Wetland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
1024,Wetland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
1025,Wetland,NULL,Forest,Water,Non_Wetland,NULL,NULL,NULL
1026,Wetland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Grassland
1027,Wetland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Wetland
1028,Wetland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Water
1029,Wetland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Forest
1030,Wetland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1031,Wetland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1032,Wetland,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1033,Wetland,Cropland,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
1034,Wetland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
