Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_23MRP_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23MRP_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23MRP_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_23MRP_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23MRP_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23MRP_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23MRP_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_23MRP_M_R
4820,Wetland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Cropland
4821,Wetland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Wetland
4822,Wetland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
4823,Wetland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Water,NULL
4824,Wetland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Water,Grassland
4825,Wetland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Water,Wetland
4826,Wetland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
4827,Wetland,NULL,Shrubland,NULL,Non_Wetland,Water,NULL,Grassland
4828,Wetland,NULL,Shrubland,NULL,Non_Wetland,Water,Water,Bareland
4829,Wetland,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,Wetland
4830,Wetland,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Grassland
4831,Wetland,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Wetland
4832,Wetland,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
4833,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
4834,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Wetland
4835,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,NULL,Wetland
4836,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,NULL
4837,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Wetland
4838,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Forest
4839,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Water,Grassland
4840,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,NULL,Grassland
4841,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,NULL,Wetland
4842,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Shrubland,Grassland
4843,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Shrubland,Wetland
4844,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
4845,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Grassland
4846,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Wetland
4847,Wetland,NULL,Shrubland,Water,Non_Wetland,Water,Water,Wetland
4848,Wetland,NULL,Shrubland,Water,Non_Wetland,Forest,NULL,Grassland
4849,Wetland,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Grassland
4850,Wetland,NULL,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
4851,Wetland,NULL,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
4852,Wetland,NULL,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
4853,Wetland,NULL,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
4854,Wetland,NULL,Grassland,NULL,Non_Wetland,Shrubland,Wetland,Grassland
4855,Wetland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
4856,Wetland,NULL,Grassland,NULL,Non_Wetland,Wetland,Shrubland,Grassland
4857,Wetland,NULL,Grassland,NULL,Non_Wetland,Wetland,Shrubland,Wetland
4858,Wetland,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Grassland
4859,Wetland,NULL,Grassland,NULL,Non_Wetland,Wetland,Water,Wetland
4860,Wetland,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
4861,Wetland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Wetland
4862,Wetland,NULL,Grassland,Non_Water,Non_Wetland,NULL,Shrubland,Wetland
4863,Wetland,NULL,Grassland,Non_Water,Non_Wetland,Shrubland,NULL,Wetland
4864,Wetland,NULL,Grassland,Non_Water,Non_Wetland,Shrubland,Wetland,Wetland
4865,Wetland,NULL,Grassland,Non_Water,Non_Wetland,Wetland,Shrubland,Wetland
4866,Wetland,NULL,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
4867,Wetland,NULL,Grassland,Non_Water,Non_Wetland,Wetland,Water,Grassland
4868,Wetland,NULL,Grassland,Non_Water,Non_Wetland,Wetland,Water,Wetland
4869,Wetland,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,NULL
4870,Wetland,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,Grassland
4871,Wetland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
4872,Wetland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
4873,Wetland,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
4874,Wetland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
4875,Wetland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
4876,Wetland,NULL,Cropland,NULL,Non_Wetland,Wetland,NULL,Grassland
4877,Wetland,NULL,Cropland,NULL,Non_Wetland,Wetland,Shrubland,Wetland
4878,Wetland,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,Grassland
4879,Wetland,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,Wetland
4880,Wetland,NULL,Cropland,NULL,Non_Wetland,Wetland,Wetland,Grassland
4881,Wetland,NULL,Cropland,NULL,Non_Wetland,Wetland,Wetland,Wetland
4882,Wetland,NULL,Cropland,NULL,Non_Wetland,Wetland,Water,Grassland
4883,Wetland,NULL,Cropland,NULL,Non_Wetland,Wetland,Water,Wetland
4884,Wetland,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,NULL
4885,Wetland,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
4886,Wetland,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
4887,Wetland,NULL,Cropland,Non_Water,Non_Wetland,Water,Forest,Wetland
4888,Wetland,NULL,Cropland,Non_Water,Non_Wetland,Forest,Shrubland,Grassland
4889,Wetland,NULL,Cropland,Water,Non_Wetland,Wetland,NULL,Water
4890,Wetland,NULL,Wetland,NULL,Wetland,NULL,Grassland,Cropland
4891,Wetland,NULL,Wetland,NULL,Wetland,NULL,Grassland,Water
4892,Wetland,NULL,Wetland,NULL,Wetland,NULL,Water,Wetland
4893,Wetland,NULL,Wetland,NULL,Wetland,NULL,Water,Water
4894,Wetland,NULL,Wetland,NULL,Wetland,Shrubland,NULL,Grassland
4895,Wetland,NULL,Wetland,NULL,Wetland,Shrubland,NULL,Wetland
4896,Wetland,NULL,Wetland,NULL,Wetland,Shrubland,Shrubland,NULL
4897,Wetland,NULL,Wetland,NULL,Wetland,Shrubland,Shrubland,Grassland
4898,Wetland,NULL,Wetland,NULL,Wetland,Shrubland,Shrubland,Wetland
4899,Wetland,NULL,Wetland,NULL,Wetland,Shrubland,Shrubland,Forest
4900,Wetland,NULL,Wetland,NULL,Wetland,Shrubland,Grassland,Grassland
4901,Wetland,NULL,Wetland,NULL,Wetland,Shrubland,Grassland,Wetland
4902,Wetland,NULL,Wetland,NULL,Wetland,Shrubland,Grassland,Forest
4903,Wetland,NULL,Wetland,NULL,Wetland,Shrubland,Water,Grassland
4904,Wetland,NULL,Wetland,NULL,Wetland,Shrubland,Water,Wetland
4905,Wetland,NULL,Wetland,NULL,Wetland,Shrubland,Water,Water
4906,Wetland,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
4907,Wetland,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Forest
4908,Wetland,NULL,Wetland,NULL,Wetland,Wetland,NULL,NULL
4909,Wetland,NULL,Wetland,NULL,Wetland,Wetland,NULL,Grassland
4910,Wetland,NULL,Wetland,NULL,Wetland,Wetland,NULL,Wetland
4911,Wetland,NULL,Wetland,NULL,Wetland,Wetland,Shrubland,NULL
4912,Wetland,NULL,Wetland,NULL,Wetland,Wetland,Shrubland,Grassland
4913,Wetland,NULL,Wetland,NULL,Wetland,Wetland,Shrubland,Wetland
4914,Wetland,NULL,Wetland,NULL,Wetland,Wetland,Shrubland,Water
4915,Wetland,NULL,Wetland,NULL,Wetland,Wetland,Shrubland,Forest
4916,Wetland,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Grassland
4917,Wetland,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Cropland
4918,Wetland,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Wetland
4919,Wetland,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
4920,Wetland,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
4921,Wetland,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Water
4922,Wetland,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Forest
4923,Wetland,NULL,Wetland,NULL,Wetland,Wetland,Water,Grassland
4924,Wetland,NULL,Wetland,NULL,Wetland,Wetland,Water,Wetland
4925,Wetland,NULL,Wetland,NULL,Wetland,Wetland,Water,Water
4926,Wetland,NULL,Wetland,NULL,Wetland,Wetland,Forest,NULL
4927,Wetland,NULL,Wetland,NULL,Wetland,Wetland,Forest,Grassland
4928,Wetland,NULL,Wetland,NULL,Wetland,Wetland,Forest,Forest
4929,Wetland,NULL,Wetland,NULL,Wetland,Water,Shrubland,Water
4930,Wetland,NULL,Wetland,NULL,Wetland,Water,Wetland,Wetland
4931,Wetland,NULL,Wetland,NULL,Wetland,Water,Water,Wetland
4932,Wetland,NULL,Wetland,NULL,Wetland,Water,Water,Bareland
4933,Wetland,NULL,Wetland,NULL,Wetland,Water,Water,Water
4934,Wetland,NULL,Wetland,NULL,Wetland,Water,Forest,Grassland
4935,Wetland,NULL,Wetland,NULL,Wetland,Forest,NULL,Wetland
4936,Wetland,NULL,Wetland,NULL,Wetland,Forest,Shrubland,NULL
4937,Wetland,NULL,Wetland,NULL,Wetland,Forest,Shrubland,Wetland
4938,Wetland,NULL,Wetland,NULL,Wetland,Forest,Shrubland,Forest
4939,Wetland,NULL,Wetland,NULL,Wetland,Forest,Forest,Wetland
4940,Wetland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
4941,Wetland,NULL,Wetland,Non_Water,Wetland,NULL,Shrubland,Grassland
4942,Wetland,NULL,Wetland,Non_Water,Wetland,NULL,Shrubland,Wetland
4943,Wetland,NULL,Wetland,Non_Water,Wetland,Shrubland,NULL,NULL
4944,Wetland,NULL,Wetland,Non_Water,Wetland,Shrubland,NULL,Grassland
4945,Wetland,NULL,Wetland,Non_Water,Wetland,Shrubland,NULL,Wetland
4946,Wetland,NULL,Wetland,Non_Water,Wetland,Shrubland,NULL,Water
4947,Wetland,NULL,Wetland,Non_Water,Wetland,Shrubland,Shrubland,NULL
4948,Wetland,NULL,Wetland,Non_Water,Wetland,Shrubland,Shrubland,Grassland
4949,Wetland,NULL,Wetland,Non_Water,Wetland,Shrubland,Shrubland,Wetland
4950,Wetland,NULL,Wetland,Non_Water,Wetland,Shrubland,Shrubland,Forest
4951,Wetland,NULL,Wetland,Non_Water,Wetland,Shrubland,Grassland,Grassland
4952,Wetland,NULL,Wetland,Non_Water,Wetland,Shrubland,Grassland,Wetland
4953,Wetland,NULL,Wetland,Non_Water,Wetland,Shrubland,Wetland,Wetland
4954,Wetland,NULL,Wetland,Non_Water,Wetland,Shrubland,Water,Grassland
4955,Wetland,NULL,Wetland,Non_Water,Wetland,Shrubland,Water,Wetland
4956,Wetland,NULL,Wetland,Non_Water,Wetland,Shrubland,Water,Water
4957,Wetland,NULL,Wetland,Non_Water,Wetland,Shrubland,Forest,Wetland
4958,Wetland,NULL,Wetland,Non_Water,Wetland,Grassland,NULL,Grassland
4959,Wetland,NULL,Wetland,Non_Water,Wetland,Grassland,Grassland,Grassland
4960,Wetland,NULL,Wetland,Non_Water,Wetland,Grassland,Water,Grassland
4961,Wetland,NULL,Wetland,Non_Water,Wetland,Wetland,NULL,NULL
4962,Wetland,NULL,Wetland,Non_Water,Wetland,Wetland,NULL,Grassland
4963,Wetland,NULL,Wetland,Non_Water,Wetland,Wetland,NULL,Cropland
4964,Wetland,NULL,Wetland,Non_Water,Wetland,Wetland,NULL,Wetland
4965,Wetland,NULL,Wetland,Non_Water,Wetland,Wetland,Shrubland,NULL
4966,Wetland,NULL,Wetland,Non_Water,Wetland,Wetland,Shrubland,Grassland
4967,Wetland,NULL,Wetland,Non_Water,Wetland,Wetland,Shrubland,Cropland
4968,Wetland,NULL,Wetland,Non_Water,Wetland,Wetland,Shrubland,Wetland
4969,Wetland,NULL,Wetland,Non_Water,Wetland,Wetland,Shrubland,Forest
4970,Wetland,NULL,Wetland,Non_Water,Wetland,Wetland,Grassland,NULL
4971,Wetland,NULL,Wetland,Non_Water,Wetland,Wetland,Grassland,Grassland
4972,Wetland,NULL,Wetland,Non_Water,Wetland,Wetland,Grassland,Cropland
4973,Wetland,NULL,Wetland,Non_Water,Wetland,Wetland,Grassland,Wetland
4974,Wetland,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,NULL
4975,Wetland,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
4976,Wetland,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Cropland
4977,Wetland,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Wetland
4978,Wetland,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Grassland
4979,Wetland,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Wetland
4980,Wetland,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Forest
4981,Wetland,NULL,Wetland,Non_Water,Wetland,Wetland,Forest,Grassland
4982,Wetland,NULL,Wetland,Non_Water,Wetland,Wetland,Forest,Wetland
4983,Wetland,NULL,Wetland,Non_Water,Wetland,Water,Shrubland,Wetland
4984,Wetland,NULL,Wetland,Non_Water,Wetland,Water,Water,Wetland
4985,Wetland,NULL,Wetland,Non_Water,Wetland,Forest,NULL,Wetland
4986,Wetland,NULL,Wetland,Non_Water,Wetland,Forest,Shrubland,Grassland
4987,Wetland,NULL,Wetland,Non_Water,Wetland,Forest,Shrubland,Wetland
4988,Wetland,NULL,Wetland,Non_Water,Wetland,Forest,Water,Grassland
4989,Wetland,NULL,Wetland,Non_Water,Wetland,Forest,Forest,Wetland
4990,Wetland,NULL,Wetland,Water,Wetland,NULL,Grassland,Grassland
4991,Wetland,NULL,Wetland,Water,Wetland,Shrubland,Shrubland,Grassland
4992,Wetland,NULL,Wetland,Water,Wetland,Shrubland,Grassland,Grassland
4993,Wetland,NULL,Wetland,Water,Wetland,Shrubland,Water,Grassland
4994,Wetland,NULL,Wetland,Water,Wetland,Shrubland,Water,Wetland
4995,Wetland,NULL,Wetland,Water,Wetland,Grassland,Water,Grassland
4996,Wetland,NULL,Wetland,Water,Wetland,Wetland,Shrubland,Grassland
4997,Wetland,NULL,Wetland,Water,Wetland,Wetland,Shrubland,Wetland
4998,Wetland,NULL,Wetland,Water,Wetland,Wetland,Shrubland,Water
4999,Wetland,NULL,Wetland,Water,Wetland,Wetland,Shrubland,Forest
5000,Wetland,NULL,Wetland,Water,Wetland,Wetland,Wetland,Grassland
5001,Wetland,NULL,Wetland,Water,Wetland,Wetland,Wetland,Wetland
5002,Wetland,NULL,Wetland,Water,Wetland,Wetland,Water,Grassland
5003,Wetland,NULL,Wetland,Water,Wetland,Wetland,Water,Wetland
5004,Wetland,NULL,Wetland,Water,Wetland,Wetland,Water,Bareland
5005,Wetland,NULL,Wetland,Water,Wetland,Wetland,Water,Water
5006,Wetland,NULL,Wetland,Water,Wetland,Wetland,Water,Forest
5007,Wetland,NULL,Wetland,Water,Wetland,Water,Wetland,Wetland
5008,Wetland,NULL,Wetland,Water,Wetland,Water,Water,Wetland
5009,Wetland,NULL,Wetland,Water,Wetland,Water,Water,Water
5010,Wetland,NULL,Wetland,Water,Wetland,Water,Forest,Wetland
5011,Wetland,NULL,Bareland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
5012,Wetland,NULL,Bareland,NULL,Non_Wetland,Grassland,NULL,NULL
5013,Wetland,NULL,Bareland,NULL,Non_Wetland,Wetland,Water,Forest
5014,Wetland,NULL,Bareland,Non_Water,Non_Wetland,Shrubland,NULL,Grassland
5015,Wetland,NULL,Bareland,Non_Water,Non_Wetland,Forest,Shrubland,Forest
5016,Wetland,NULL,Bareland,Water,Non_Wetland,Wetland,Water,Water
5017,Wetland,NULL,Built-up,NULL,Non_Wetland,Grassland,NULL,Grassland
5018,Wetland,NULL,Water,NULL,Water,Wetland,Water,Water
5019,Wetland,NULL,Water,Non_Water,Water,Wetland,Water,Wetland
5020,Wetland,NULL,Water,Water,Water,Shrubland,Water,Water
5021,Wetland,NULL,Water,Water,Water,Wetland,Shrubland,Wetland
5022,Wetland,NULL,Water,Water,Water,Wetland,Wetland,Grassland
5023,Wetland,NULL,Water,Water,Water,Wetland,Wetland,Wetland
5024,Wetland,NULL,Water,Water,Water,Wetland,Water,Grassland
5025,Wetland,NULL,Water,Water,Water,Wetland,Water,Wetland
5026,Wetland,NULL,Water,Water,Water,Wetland,Water,Water
5027,Wetland,NULL,Water,Water,Water,Water,Water,Wetland
5028,Wetland,NULL,Water,Water,Water,Water,Water,Water
5029,Wetland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
5030,Wetland,NULL,Forest,NULL,Non_Wetland,NULL,Shrubland,Grassland
5031,Wetland,NULL,Forest,NULL,Non_Wetland,NULL,Shrubland,Wetland
5032,Wetland,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Grassland
5033,Wetland,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Cropland
5034,Wetland,NULL,Forest,NULL,Non_Wetland,Shrubland,NULL,Grassland
5035,Wetland,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,NULL
5036,Wetland,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
5037,Wetland,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Water
5038,Wetland,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Forest
5039,Wetland,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,NULL
5040,Wetland,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,Grassland
5041,Wetland,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,Wetland
5042,Wetland,NULL,Forest,NULL,Non_Wetland,Shrubland,Wetland,Grassland
5043,Wetland,NULL,Forest,NULL,Non_Wetland,Shrubland,Forest,Grassland
5044,Wetland,NULL,Forest,NULL,Non_Wetland,Shrubland,Forest,Forest
5045,Wetland,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
5046,Wetland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
5047,Wetland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Wetland
5048,Wetland,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
5049,Wetland,NULL,Forest,NULL,Non_Wetland,Wetland,NULL,NULL
5050,Wetland,NULL,Forest,NULL,Non_Wetland,Wetland,NULL,Grassland
5051,Wetland,NULL,Forest,NULL,Non_Wetland,Wetland,NULL,Forest
5052,Wetland,NULL,Forest,NULL,Non_Wetland,Wetland,Shrubland,NULL
5053,Wetland,NULL,Forest,NULL,Non_Wetland,Wetland,Shrubland,Grassland
5054,Wetland,NULL,Forest,NULL,Non_Wetland,Wetland,Shrubland,Cropland
5055,Wetland,NULL,Forest,NULL,Non_Wetland,Wetland,Shrubland,Wetland
5056,Wetland,NULL,Forest,NULL,Non_Wetland,Wetland,Shrubland,Water
5057,Wetland,NULL,Forest,NULL,Non_Wetland,Wetland,Shrubland,Forest
5058,Wetland,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
5059,Wetland,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Cropland
5060,Wetland,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Wetland
5061,Wetland,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
5062,Wetland,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Wetland
5063,Wetland,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
5064,Wetland,NULL,Forest,NULL,Non_Wetland,Wetland,Water,Grassland
5065,Wetland,NULL,Forest,NULL,Non_Wetland,Wetland,Water,Wetland
5066,Wetland,NULL,Forest,NULL,Non_Wetland,Wetland,Water,Water
5067,Wetland,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
5068,Wetland,NULL,Forest,NULL,Non_Wetland,Forest,Shrubland,NULL
5069,Wetland,NULL,Forest,NULL,Non_Wetland,Forest,Shrubland,Grassland
5070,Wetland,NULL,Forest,NULL,Non_Wetland,Forest,Shrubland,Wetland
5071,Wetland,NULL,Forest,NULL,Non_Wetland,Forest,Shrubland,Forest
5072,Wetland,NULL,Forest,NULL,Non_Wetland,Forest,Water,Grassland
5073,Wetland,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Grassland
5074,Wetland,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Wetland
5075,Wetland,NULL,Forest,Non_Water,Non_Wetland,NULL,Shrubland,Grassland
5076,Wetland,NULL,Forest,Non_Water,Non_Wetland,Shrubland,NULL,Grassland
5077,Wetland,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
5078,Wetland,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Shrubland,Forest
5079,Wetland,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Forest,Grassland
5080,Wetland,NULL,Forest,Non_Water,Non_Wetland,Wetland,NULL,NULL
5081,Wetland,NULL,Forest,Non_Water,Non_Wetland,Wetland,NULL,Grassland
5082,Wetland,NULL,Forest,Non_Water,Non_Wetland,Wetland,NULL,Wetland
5083,Wetland,NULL,Forest,Non_Water,Non_Wetland,Wetland,Shrubland,NULL
5084,Wetland,NULL,Forest,Non_Water,Non_Wetland,Wetland,Shrubland,Grassland
5085,Wetland,NULL,Forest,Non_Water,Non_Wetland,Wetland,Shrubland,Wetland
5086,Wetland,NULL,Forest,Non_Water,Non_Wetland,Wetland,Shrubland,Forest
5087,Wetland,NULL,Forest,Non_Water,Non_Wetland,Wetland,Grassland,NULL
5088,Wetland,NULL,Forest,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
5089,Wetland,NULL,Forest,Non_Water,Non_Wetland,Wetland,Grassland,Cropland
5090,Wetland,NULL,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
5091,Wetland,NULL,Forest,Non_Water,Non_Wetland,Wetland,Water,Wetland
5092,Wetland,NULL,Forest,Non_Water,Non_Wetland,Water,Shrubland,Grassland
5093,Wetland,NULL,Forest,Non_Water,Non_Wetland,Water,Water,Wetland
5094,Wetland,NULL,Forest,Non_Water,Non_Wetland,Water,Forest,Grassland
5095,Wetland,NULL,Forest,Non_Water,Non_Wetland,Water,Forest,Wetland
5096,Wetland,NULL,Forest,Non_Water,Non_Wetland,Forest,Shrubland,NULL
5097,Wetland,NULL,Forest,Non_Water,Non_Wetland,Forest,Shrubland,Grassland
5098,Wetland,NULL,Forest,Non_Water,Non_Wetland,Forest,Shrubland,Wetland
5099,Wetland,NULL,Forest,Water,Non_Wetland,NULL,Water,Wetland
5100,Wetland,NULL,Forest,Water,Non_Wetland,Shrubland,Grassland,Grassland
5101,Wetland,NULL,Forest,Water,Non_Wetland,Wetland,Shrubland,Grassland
5102,Wetland,NULL,Forest,Water,Non_Wetland,Wetland,Water,Grassland
5103,Wetland,NULL,Forest,Water,Non_Wetland,Wetland,Water,Wetland
5104,Wetland,NULL,Forest,Water,Non_Wetland,Water,Water,Wetland
5105,Wetland,Wetland,NULL,NULL,Non_Wetland,Shrubland,Shrubland,NULL
5106,Wetland,Wetland,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
5107,Wetland,Wetland,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Forest
5108,Wetland,Wetland,NULL,NULL,Non_Wetland,Wetland,NULL,Wetland
5109,Wetland,Wetland,NULL,NULL,Non_Wetland,Wetland,Shrubland,Grassland
5110,Wetland,Wetland,NULL,NULL,Non_Wetland,Wetland,Shrubland,Wetland
5111,Wetland,Wetland,NULL,NULL,Non_Wetland,Wetland,Shrubland,Forest
5112,Wetland,Wetland,NULL,NULL,Non_Wetland,Wetland,Wetland,Wetland
5113,Wetland,Wetland,NULL,NULL,Non_Wetland,Wetland,Water,Forest
5114,Wetland,Wetland,NULL,NULL,Non_Wetland,Forest,Shrubland,Forest
5115,Wetland,Wetland,NULL,Non_Water,Non_Wetland,Shrubland,Shrubland,NULL
5116,Wetland,Wetland,NULL,Non_Water,Non_Wetland,Shrubland,Shrubland,Wetland
5117,Wetland,Wetland,NULL,Non_Water,Non_Wetland,Shrubland,Wetland,Grassland
5118,Wetland,Wetland,NULL,Non_Water,Non_Wetland,Shrubland,Water,Wetland
5119,Wetland,Wetland,NULL,Non_Water,Non_Wetland,Shrubland,Forest,Wetland
5120,Wetland,Wetland,NULL,Non_Water,Non_Wetland,Wetland,NULL,NULL
5121,Wetland,Wetland,NULL,Non_Water,Non_Wetland,Wetland,NULL,Wetland
5122,Wetland,Wetland,NULL,Non_Water,Non_Wetland,Wetland,Shrubland,NULL
5123,Wetland,Wetland,NULL,Non_Water,Non_Wetland,Wetland,Shrubland,Grassland
5124,Wetland,Wetland,NULL,Non_Water,Non_Wetland,Wetland,Shrubland,Wetland
5125,Wetland,Wetland,NULL,Non_Water,Non_Wetland,Wetland,Shrubland,Forest
5126,Wetland,Wetland,NULL,Non_Water,Non_Wetland,Wetland,Grassland,Wetland
5127,Wetland,Wetland,NULL,Non_Water,Non_Wetland,Wetland,Wetland,NULL
5128,Wetland,Wetland,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
5129,Wetland,Wetland,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Forest
5130,Wetland,Wetland,NULL,Non_Water,Non_Wetland,Wetland,Water,Grassland
5131,Wetland,Wetland,NULL,Non_Water,Non_Wetland,Wetland,Water,Wetland
5132,Wetland,Wetland,NULL,Non_Water,Non_Wetland,Wetland,Water,Forest
5133,Wetland,Wetland,NULL,Non_Water,Non_Wetland,Water,Water,Forest
5134,Wetland,Wetland,NULL,Non_Water,Non_Wetland,Forest,Shrubland,Forest
5135,Wetland,Wetland,NULL,Water,Non_Wetland,Forest,Shrubland,Wetland
5136,Wetland,Wetland,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
5137,Wetland,Wetland,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
5138,Wetland,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Wetland
5139,Wetland,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Wetland
5140,Wetland,Wetland,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Forest
5141,Wetland,Wetland,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Wetland
