Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_21LUD_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21LUD_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21LUD_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_21LUD_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21LUD_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21LUD_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21LUD_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_21LUD_M_R
7334,Water,Water,Shrubland,NULL,Non_Wetland,Water,Grassland,Grassland
7335,Water,Water,Shrubland,NULL,Non_Wetland,Water,Grassland,Wetland
7336,Water,Water,Shrubland,NULL,Non_Wetland,Water,Grassland,Built-up
7337,Water,Water,Shrubland,NULL,Non_Wetland,Water,Grassland,Water
7338,Water,Water,Shrubland,NULL,Non_Wetland,Water,Grassland,Forest
7339,Water,Water,Shrubland,NULL,Non_Wetland,Water,Wetland,Grassland
7340,Water,Water,Shrubland,NULL,Non_Wetland,Water,Wetland,Wetland
7341,Water,Water,Shrubland,NULL,Non_Wetland,Water,Wetland,Water
7342,Water,Water,Shrubland,NULL,Non_Wetland,Water,Wetland,Forest
7343,Water,Water,Shrubland,NULL,Non_Wetland,Water,Bareland,Grassland
7344,Water,Water,Shrubland,NULL,Non_Wetland,Water,Bareland,Water
7345,Water,Water,Shrubland,NULL,Non_Wetland,Water,Water,NULL
7346,Water,Water,Shrubland,NULL,Non_Wetland,Water,Water,Grassland
7347,Water,Water,Shrubland,NULL,Non_Wetland,Water,Water,Wetland
7348,Water,Water,Shrubland,NULL,Non_Wetland,Water,Water,Water
7349,Water,Water,Shrubland,NULL,Non_Wetland,Water,Water,Forest
7350,Water,Water,Shrubland,NULL,Non_Wetland,Water,Forest,Water
7351,Water,Water,Shrubland,NULL,Non_Wetland,Forest,Forest,Water
7352,Water,Water,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Water
7353,Water,Water,Shrubland,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
7354,Water,Water,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Water
7355,Water,Water,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Water
7356,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,Grassland,Water
7357,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,Wetland,Water
7358,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,Water,Water
7359,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,Water,Forest
7360,Water,Water,Shrubland,Water,Non_Wetland,NULL,Wetland,Forest
7361,Water,Water,Shrubland,Water,Non_Wetland,NULL,Water,Water
7362,Water,Water,Shrubland,Water,Non_Wetland,Grassland,Grassland,Grassland
7363,Water,Water,Shrubland,Water,Non_Wetland,Grassland,Wetland,Water
7364,Water,Water,Shrubland,Water,Non_Wetland,Grassland,Wetland,Forest
7365,Water,Water,Shrubland,Water,Non_Wetland,Grassland,Water,Grassland
7366,Water,Water,Shrubland,Water,Non_Wetland,Wetland,NULL,Forest
7367,Water,Water,Shrubland,Water,Non_Wetland,Wetland,Grassland,Grassland
7368,Water,Water,Shrubland,Water,Non_Wetland,Wetland,Grassland,Water
7369,Water,Water,Shrubland,Water,Non_Wetland,Wetland,Water,Grassland
7370,Water,Water,Shrubland,Water,Non_Wetland,Wetland,Water,Water
7371,Water,Water,Shrubland,Water,Non_Wetland,Water,NULL,Water
7372,Water,Water,Shrubland,Water,Non_Wetland,Water,Grassland,Grassland
7373,Water,Water,Shrubland,Water,Non_Wetland,Water,Grassland,Water
7374,Water,Water,Shrubland,Water,Non_Wetland,Water,Grassland,Forest
7375,Water,Water,Shrubland,Water,Non_Wetland,Water,Wetland,Water
7376,Water,Water,Shrubland,Water,Non_Wetland,Water,Wetland,Forest
7377,Water,Water,Shrubland,Water,Non_Wetland,Water,Water,Grassland
7378,Water,Water,Shrubland,Water,Non_Wetland,Water,Water,Water
7379,Water,Water,Shrubland,Water,Non_Wetland,Water,Water,Forest
7380,Water,Water,Grassland,NULL,Non_Wetland,Water,Grassland,Water
7381,Water,Water,Grassland,NULL,Non_Wetland,Water,Water,Water
7382,Water,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Water
7383,Water,Water,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
7384,Water,Water,Cropland,NULL,Non_Wetland,NULL,Grassland,Water
7385,Water,Water,Cropland,NULL,Non_Wetland,NULL,Grassland,Forest
7386,Water,Water,Cropland,NULL,Non_Wetland,NULL,Wetland,Water
7387,Water,Water,Cropland,NULL,Non_Wetland,NULL,Water,Water
7388,Water,Water,Cropland,NULL,Non_Wetland,NULL,Water,Forest
7389,Water,Water,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
7390,Water,Water,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Forest
7391,Water,Water,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
7392,Water,Water,Cropland,NULL,Non_Wetland,Grassland,Grassland,Wetland
7393,Water,Water,Cropland,NULL,Non_Wetland,Grassland,Grassland,Water
7394,Water,Water,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
7395,Water,Water,Cropland,NULL,Non_Wetland,Grassland,Wetland,Water
7396,Water,Water,Cropland,NULL,Non_Wetland,Grassland,Wetland,Forest
7397,Water,Water,Cropland,NULL,Non_Wetland,Grassland,Water,Grassland
7398,Water,Water,Cropland,NULL,Non_Wetland,Grassland,Water,Water
7399,Water,Water,Cropland,NULL,Non_Wetland,Grassland,Water,Forest
7400,Water,Water,Cropland,NULL,Non_Wetland,Cropland,Grassland,Water
7401,Water,Water,Cropland,NULL,Non_Wetland,Wetland,NULL,Water
7402,Water,Water,Cropland,NULL,Non_Wetland,Wetland,Grassland,Grassland
7403,Water,Water,Cropland,NULL,Non_Wetland,Wetland,Grassland,Wetland
7404,Water,Water,Cropland,NULL,Non_Wetland,Wetland,Grassland,Bareland
7405,Water,Water,Cropland,NULL,Non_Wetland,Wetland,Grassland,Water
7406,Water,Water,Cropland,NULL,Non_Wetland,Wetland,Grassland,Forest
7407,Water,Water,Cropland,NULL,Non_Wetland,Wetland,Wetland,Grassland
7408,Water,Water,Cropland,NULL,Non_Wetland,Wetland,Wetland,Water
7409,Water,Water,Cropland,NULL,Non_Wetland,Wetland,Wetland,Forest
7410,Water,Water,Cropland,NULL,Non_Wetland,Wetland,Water,Grassland
7411,Water,Water,Cropland,NULL,Non_Wetland,Wetland,Water,Water
7412,Water,Water,Cropland,NULL,Non_Wetland,Wetland,Water,Forest
7413,Water,Water,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
7414,Water,Water,Cropland,NULL,Non_Wetland,Bareland,Grassland,Bareland
7415,Water,Water,Cropland,NULL,Non_Wetland,Bareland,Grassland,Water
7416,Water,Water,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
7417,Water,Water,Cropland,NULL,Non_Wetland,Bareland,Water,Water
7418,Water,Water,Cropland,NULL,Non_Wetland,Bareland,Water,Forest
7419,Water,Water,Cropland,NULL,Non_Wetland,Built-up,Grassland,Water
7420,Water,Water,Cropland,NULL,Non_Wetland,Water,NULL,Water
7421,Water,Water,Cropland,NULL,Non_Wetland,Water,Grassland,Grassland
7422,Water,Water,Cropland,NULL,Non_Wetland,Water,Grassland,Cropland
7423,Water,Water,Cropland,NULL,Non_Wetland,Water,Grassland,Wetland
7424,Water,Water,Cropland,NULL,Non_Wetland,Water,Grassland,Bareland
7425,Water,Water,Cropland,NULL,Non_Wetland,Water,Grassland,Water
7426,Water,Water,Cropland,NULL,Non_Wetland,Water,Grassland,Forest
7427,Water,Water,Cropland,NULL,Non_Wetland,Water,Wetland,Water
7428,Water,Water,Cropland,NULL,Non_Wetland,Water,Bareland,Water
7429,Water,Water,Cropland,NULL,Non_Wetland,Water,Bareland,Forest
7430,Water,Water,Cropland,NULL,Non_Wetland,Water,Water,Grassland
7431,Water,Water,Cropland,NULL,Non_Wetland,Water,Water,Wetland
7432,Water,Water,Cropland,NULL,Non_Wetland,Water,Water,Bareland
7433,Water,Water,Cropland,NULL,Non_Wetland,Water,Water,Water
7434,Water,Water,Cropland,NULL,Non_Wetland,Water,Water,Forest
7435,Water,Water,Cropland,NULL,Non_Wetland,Forest,NULL,Forest
7436,Water,Water,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
7437,Water,Water,Cropland,Non_Water,Non_Wetland,Grassland,Water,Grassland
7438,Water,Water,Cropland,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
7439,Water,Water,Cropland,Non_Water,Non_Wetland,Wetland,Grassland,Water
7440,Water,Water,Cropland,Non_Water,Non_Wetland,Wetland,Water,Water
7441,Water,Water,Cropland,Non_Water,Non_Wetland,Bareland,Grassland,Water
7442,Water,Water,Cropland,Non_Water,Non_Wetland,Bareland,Water,Bareland
7443,Water,Water,Cropland,Non_Water,Non_Wetland,Water,NULL,Water
7444,Water,Water,Cropland,Non_Water,Non_Wetland,Water,Grassland,Grassland
7445,Water,Water,Cropland,Non_Water,Non_Wetland,Water,Grassland,Water
7446,Water,Water,Cropland,Non_Water,Non_Wetland,Water,Water,Water
7447,Water,Water,Cropland,Water,Non_Wetland,NULL,Grassland,Forest
7448,Water,Water,Cropland,Water,Non_Wetland,NULL,Water,Water
7449,Water,Water,Cropland,Water,Non_Wetland,Grassland,Grassland,Grassland
7450,Water,Water,Cropland,Water,Non_Wetland,Grassland,Water,Water
7451,Water,Water,Cropland,Water,Non_Wetland,Grassland,Water,Forest
7452,Water,Water,Cropland,Water,Non_Wetland,Wetland,NULL,Water
7453,Water,Water,Cropland,Water,Non_Wetland,Wetland,Grassland,Water
7454,Water,Water,Cropland,Water,Non_Wetland,Wetland,Water,Grassland
7455,Water,Water,Cropland,Water,Non_Wetland,Wetland,Water,Water
7456,Water,Water,Cropland,Water,Non_Wetland,Bareland,Water,Forest
7457,Water,Water,Cropland,Water,Non_Wetland,Water,NULL,Water
7458,Water,Water,Cropland,Water,Non_Wetland,Water,Grassland,Grassland
7459,Water,Water,Cropland,Water,Non_Wetland,Water,Grassland,Bareland
7460,Water,Water,Cropland,Water,Non_Wetland,Water,Grassland,Water
7461,Water,Water,Cropland,Water,Non_Wetland,Water,Grassland,Forest
7462,Water,Water,Cropland,Water,Non_Wetland,Water,Wetland,Water
7463,Water,Water,Cropland,Water,Non_Wetland,Water,Water,Grassland
7464,Water,Water,Cropland,Water,Non_Wetland,Water,Water,Water
7465,Water,Water,Cropland,Water,Non_Wetland,Forest,NULL,Forest
7466,Water,Water,Cropland,Water,Non_Wetland,Forest,Water,Water
7467,Water,Water,Wetland,NULL,Wetland,NULL,Grassland,Water
7468,Water,Water,Wetland,NULL,Wetland,NULL,Grassland,Forest
7469,Water,Water,Wetland,NULL,Wetland,NULL,Wetland,Water
7470,Water,Water,Wetland,NULL,Wetland,NULL,Wetland,Forest
7471,Water,Water,Wetland,NULL,Wetland,NULL,Bareland,Forest
7472,Water,Water,Wetland,NULL,Wetland,NULL,Water,Water
7473,Water,Water,Wetland,NULL,Wetland,NULL,Water,Forest
7474,Water,Water,Wetland,NULL,Wetland,NULL,Forest,Water
7475,Water,Water,Wetland,NULL,Wetland,Shrubland,Shrubland,Water
7476,Water,Water,Wetland,NULL,Wetland,Shrubland,Shrubland,Forest
7477,Water,Water,Wetland,NULL,Wetland,Shrubland,Grassland,Grassland
7478,Water,Water,Wetland,NULL,Wetland,Shrubland,Grassland,Water
7479,Water,Water,Wetland,NULL,Wetland,Shrubland,Grassland,Forest
7480,Water,Water,Wetland,NULL,Wetland,Shrubland,Water,Water
7481,Water,Water,Wetland,NULL,Wetland,Grassland,NULL,Water
7482,Water,Water,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
7483,Water,Water,Wetland,NULL,Wetland,Grassland,Grassland,Water
7484,Water,Water,Wetland,NULL,Wetland,Grassland,Grassland,Forest
7485,Water,Water,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
7486,Water,Water,Wetland,NULL,Wetland,Grassland,Wetland,Forest
7487,Water,Water,Wetland,NULL,Wetland,Grassland,Bareland,Water
7488,Water,Water,Wetland,NULL,Wetland,Grassland,Water,Grassland
7489,Water,Water,Wetland,NULL,Wetland,Grassland,Water,Water
7490,Water,Water,Wetland,NULL,Wetland,Grassland,Water,Forest
7491,Water,Water,Wetland,NULL,Wetland,Wetland,NULL,Forest
7492,Water,Water,Wetland,NULL,Wetland,Wetland,Shrubland,Water
7493,Water,Water,Wetland,NULL,Wetland,Wetland,Grassland,Grassland
7494,Water,Water,Wetland,NULL,Wetland,Wetland,Grassland,Water
7495,Water,Water,Wetland,NULL,Wetland,Wetland,Grassland,Forest
7496,Water,Water,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
7497,Water,Water,Wetland,NULL,Wetland,Wetland,Wetland,Water
7498,Water,Water,Wetland,NULL,Wetland,Wetland,Wetland,Forest
7499,Water,Water,Wetland,NULL,Wetland,Wetland,Water,Grassland
7500,Water,Water,Wetland,NULL,Wetland,Wetland,Water,Wetland
7501,Water,Water,Wetland,NULL,Wetland,Wetland,Water,Water
7502,Water,Water,Wetland,NULL,Wetland,Wetland,Water,Forest
7503,Water,Water,Wetland,NULL,Wetland,Wetland,Forest,Wetland
7504,Water,Water,Wetland,NULL,Wetland,Wetland,Forest,Water
7505,Water,Water,Wetland,NULL,Wetland,Wetland,Forest,Forest
7506,Water,Water,Wetland,NULL,Wetland,Bareland,NULL,Water
7507,Water,Water,Wetland,NULL,Wetland,Bareland,Shrubland,Forest
7508,Water,Water,Wetland,NULL,Wetland,Bareland,Grassland,Grassland
7509,Water,Water,Wetland,NULL,Wetland,Bareland,Grassland,Forest
7510,Water,Water,Wetland,NULL,Wetland,Bareland,Wetland,Forest
7511,Water,Water,Wetland,NULL,Wetland,Bareland,Water,Grassland
7512,Water,Water,Wetland,NULL,Wetland,Built-up,Grassland,Forest
7513,Water,Water,Wetland,NULL,Wetland,Built-up,Water,Water
7514,Water,Water,Wetland,NULL,Wetland,Water,NULL,Water
7515,Water,Water,Wetland,NULL,Wetland,Water,NULL,Forest
7516,Water,Water,Wetland,NULL,Wetland,Water,Shrubland,Wetland
7517,Water,Water,Wetland,NULL,Wetland,Water,Shrubland,Water
7518,Water,Water,Wetland,NULL,Wetland,Water,Shrubland,Forest
7519,Water,Water,Wetland,NULL,Wetland,Water,Grassland,Grassland
7520,Water,Water,Wetland,NULL,Wetland,Water,Grassland,Wetland
7521,Water,Water,Wetland,NULL,Wetland,Water,Grassland,Bareland
7522,Water,Water,Wetland,NULL,Wetland,Water,Grassland,Water
7523,Water,Water,Wetland,NULL,Wetland,Water,Grassland,Forest
7524,Water,Water,Wetland,NULL,Wetland,Water,Wetland,Grassland
7525,Water,Water,Wetland,NULL,Wetland,Water,Wetland,Wetland
7526,Water,Water,Wetland,NULL,Wetland,Water,Wetland,Water
7527,Water,Water,Wetland,NULL,Wetland,Water,Wetland,Forest
7528,Water,Water,Wetland,NULL,Wetland,Water,Bareland,Water
7529,Water,Water,Wetland,NULL,Wetland,Water,Water,Grassland
7530,Water,Water,Wetland,NULL,Wetland,Water,Water,Wetland
7531,Water,Water,Wetland,NULL,Wetland,Water,Water,Bareland
7532,Water,Water,Wetland,NULL,Wetland,Water,Water,Water
7533,Water,Water,Wetland,NULL,Wetland,Water,Water,Forest
7534,Water,Water,Wetland,NULL,Wetland,Water,Forest,Wetland
7535,Water,Water,Wetland,NULL,Wetland,Water,Forest,Bareland
7536,Water,Water,Wetland,NULL,Wetland,Water,Forest,Water
7537,Water,Water,Wetland,NULL,Wetland,Water,Forest,Forest
7538,Water,Water,Wetland,NULL,Wetland,Forest,Shrubland,Water
7539,Water,Water,Wetland,NULL,Wetland,Forest,Grassland,Water
7540,Water,Water,Wetland,NULL,Wetland,Forest,Grassland,Forest
7541,Water,Water,Wetland,NULL,Wetland,Forest,Wetland,Water
7542,Water,Water,Wetland,NULL,Wetland,Forest,Wetland,Forest
7543,Water,Water,Wetland,NULL,Wetland,Forest,Water,Wetland
7544,Water,Water,Wetland,NULL,Wetland,Forest,Water,Water
7545,Water,Water,Wetland,NULL,Wetland,Forest,Water,Forest
7546,Water,Water,Wetland,NULL,Wetland,Forest,Forest,Water
7547,Water,Water,Wetland,NULL,Wetland,Forest,Forest,Forest
7548,Water,Water,Wetland,Non_Water,Wetland,NULL,Wetland,Forest
7549,Water,Water,Wetland,Non_Water,Wetland,NULL,Water,Wetland
7550,Water,Water,Wetland,Non_Water,Wetland,Shrubland,Grassland,Forest
7551,Water,Water,Wetland,Non_Water,Wetland,Shrubland,Water,Wetland
7552,Water,Water,Wetland,Non_Water,Wetland,Grassland,Water,Forest
7553,Water,Water,Wetland,Non_Water,Wetland,Wetland,Grassland,Forest
7554,Water,Water,Wetland,Non_Water,Wetland,Wetland,Wetland,Water
7555,Water,Water,Wetland,Non_Water,Wetland,Wetland,Water,Wetland
7556,Water,Water,Wetland,Non_Water,Wetland,Wetland,Water,Water
7557,Water,Water,Wetland,Non_Water,Wetland,Wetland,Water,Forest
7558,Water,Water,Wetland,Non_Water,Wetland,Bareland,Water,Grassland
7559,Water,Water,Wetland,Non_Water,Wetland,Water,Grassland,Water
7560,Water,Water,Wetland,Non_Water,Wetland,Water,Grassland,Forest
7561,Water,Water,Wetland,Non_Water,Wetland,Water,Wetland,Wetland
7562,Water,Water,Wetland,Non_Water,Wetland,Water,Wetland,Water
7563,Water,Water,Wetland,Non_Water,Wetland,Water,Wetland,Forest
7564,Water,Water,Wetland,Non_Water,Wetland,Water,Water,Grassland
7565,Water,Water,Wetland,Non_Water,Wetland,Water,Water,Wetland
7566,Water,Water,Wetland,Non_Water,Wetland,Water,Water,Bareland
7567,Water,Water,Wetland,Non_Water,Wetland,Water,Water,Water
7568,Water,Water,Wetland,Non_Water,Wetland,Water,Water,Forest
7569,Water,Water,Wetland,Non_Water,Wetland,Water,Forest,Water
7570,Water,Water,Wetland,Non_Water,Wetland,Water,Forest,Forest
7571,Water,Water,Wetland,Non_Water,Wetland,Forest,Water,Forest
7572,Water,Water,Wetland,Water,Wetland,NULL,Grassland,Water
7573,Water,Water,Wetland,Water,Wetland,NULL,Grassland,Forest
7574,Water,Water,Wetland,Water,Wetland,NULL,Wetland,Forest
7575,Water,Water,Wetland,Water,Wetland,NULL,Water,Wetland
7576,Water,Water,Wetland,Water,Wetland,NULL,Water,Water
7577,Water,Water,Wetland,Water,Wetland,NULL,Water,Forest
7578,Water,Water,Wetland,Water,Wetland,Shrubland,Grassland,Water
7579,Water,Water,Wetland,Water,Wetland,Grassland,Grassland,Grassland
7580,Water,Water,Wetland,Water,Wetland,Grassland,Grassland,Forest
7581,Water,Water,Wetland,Water,Wetland,Grassland,Wetland,Water
7582,Water,Water,Wetland,Water,Wetland,Grassland,Water,Grassland
7583,Water,Water,Wetland,Water,Wetland,Grassland,Water,Water
7584,Water,Water,Wetland,Water,Wetland,Wetland,Grassland,Grassland
7585,Water,Water,Wetland,Water,Wetland,Wetland,Grassland,Water
7586,Water,Water,Wetland,Water,Wetland,Wetland,Grassland,Forest
7587,Water,Water,Wetland,Water,Wetland,Wetland,Wetland,Wetland
7588,Water,Water,Wetland,Water,Wetland,Wetland,Wetland,Water
7589,Water,Water,Wetland,Water,Wetland,Wetland,Wetland,Forest
7590,Water,Water,Wetland,Water,Wetland,Wetland,Water,Grassland
7591,Water,Water,Wetland,Water,Wetland,Wetland,Water,Wetland
7592,Water,Water,Wetland,Water,Wetland,Wetland,Water,Water
7593,Water,Water,Wetland,Water,Wetland,Wetland,Water,Forest
7594,Water,Water,Wetland,Water,Wetland,Bareland,Grassland,Forest
7595,Water,Water,Wetland,Water,Wetland,Bareland,Water,Water
7596,Water,Water,Wetland,Water,Wetland,Bareland,Water,Forest
7597,Water,Water,Wetland,Water,Wetland,Water,NULL,Water
7598,Water,Water,Wetland,Water,Wetland,Water,NULL,Forest
7599,Water,Water,Wetland,Water,Wetland,Water,Shrubland,Water
7600,Water,Water,Wetland,Water,Wetland,Water,Grassland,Grassland
7601,Water,Water,Wetland,Water,Wetland,Water,Grassland,Wetland
7602,Water,Water,Wetland,Water,Wetland,Water,Grassland,Water
7603,Water,Water,Wetland,Water,Wetland,Water,Grassland,Forest
7604,Water,Water,Wetland,Water,Wetland,Water,Wetland,Grassland
7605,Water,Water,Wetland,Water,Wetland,Water,Wetland,Wetland
7606,Water,Water,Wetland,Water,Wetland,Water,Wetland,Water
7607,Water,Water,Wetland,Water,Wetland,Water,Wetland,Forest
7608,Water,Water,Wetland,Water,Wetland,Water,Water,Grassland
7609,Water,Water,Wetland,Water,Wetland,Water,Water,Wetland
7610,Water,Water,Wetland,Water,Wetland,Water,Water,Water
7611,Water,Water,Wetland,Water,Wetland,Water,Water,Forest
7612,Water,Water,Wetland,Water,Wetland,Water,Forest,Water
7613,Water,Water,Wetland,Water,Wetland,Forest,Grassland,Forest
7614,Water,Water,Wetland,Water,Wetland,Forest,Wetland,Forest
7615,Water,Water,Wetland,Water,Wetland,Forest,Water,Wetland
7616,Water,Water,Wetland,Water,Wetland,Forest,Water,Water
7617,Water,Water,Wetland,Water,Wetland,Forest,Water,Forest
7618,Water,Water,Bareland,NULL,Non_Wetland,NULL,Grassland,Forest
7619,Water,Water,Bareland,NULL,Non_Wetland,NULL,Water,Water
7620,Water,Water,Bareland,NULL,Non_Wetland,Grassland,Grassland,Grassland
7621,Water,Water,Bareland,NULL,Non_Wetland,Wetland,Grassland,Grassland
7622,Water,Water,Bareland,NULL,Non_Wetland,Wetland,Grassland,Wetland
7623,Water,Water,Bareland,NULL,Non_Wetland,Wetland,Grassland,Forest
7624,Water,Water,Bareland,NULL,Non_Wetland,Wetland,Wetland,Water
7625,Water,Water,Bareland,NULL,Non_Wetland,Wetland,Water,Grassland
7626,Water,Water,Bareland,NULL,Non_Wetland,Wetland,Water,Water
7627,Water,Water,Bareland,NULL,Non_Wetland,Bareland,Wetland,Forest
7628,Water,Water,Bareland,NULL,Non_Wetland,Water,Grassland,Water
7629,Water,Water,Bareland,NULL,Non_Wetland,Water,Grassland,Forest
7630,Water,Water,Bareland,NULL,Non_Wetland,Water,Wetland,Wetland
7631,Water,Water,Bareland,NULL,Non_Wetland,Water,Wetland,Water
7632,Water,Water,Bareland,NULL,Non_Wetland,Water,Wetland,Forest
7633,Water,Water,Bareland,NULL,Non_Wetland,Water,Water,Water
7634,Water,Water,Bareland,NULL,Non_Wetland,Water,Forest,Water
7635,Water,Water,Bareland,Non_Water,Non_Wetland,Water,Wetland,Forest
7636,Water,Water,Bareland,Non_Water,Non_Wetland,Water,Water,Water
7637,Water,Water,Bareland,Water,Non_Wetland,Shrubland,Grassland,Forest
7638,Water,Water,Bareland,Water,Non_Wetland,Grassland,Water,Water
7639,Water,Water,Bareland,Water,Non_Wetland,Wetland,Water,Grassland
7640,Water,Water,Bareland,Water,Non_Wetland,Water,Grassland,Grassland
7641,Water,Water,Bareland,Water,Non_Wetland,Water,Grassland,Water
7642,Water,Water,Bareland,Water,Non_Wetland,Water,Water,Wetland
7643,Water,Water,Bareland,Water,Non_Wetland,Water,Water,Water
7644,Water,Water,Bareland,Water,Non_Wetland,Water,Water,Forest
7645,Water,Water,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
7646,Water,Water,Built-up,NULL,Non_Wetland,Wetland,NULL,Forest
7647,Water,Water,Built-up,NULL,Non_Wetland,Wetland,Grassland,Built-up
7648,Water,Water,Built-up,NULL,Non_Wetland,Wetland,Grassland,Forest
7649,Water,Water,Built-up,NULL,Non_Wetland,Wetland,Wetland,Built-up
7650,Water,Water,Built-up,NULL,Non_Wetland,Wetland,Wetland,Water
7651,Water,Water,Built-up,NULL,Non_Wetland,Wetland,Water,Forest
7652,Water,Water,Built-up,NULL,Non_Wetland,Bareland,Grassland,Water
7653,Water,Water,Built-up,NULL,Non_Wetland,Bareland,Grassland,Forest
7654,Water,Water,Built-up,NULL,Non_Wetland,Bareland,Wetland,Grassland
7655,Water,Water,Built-up,NULL,Non_Wetland,Bareland,Wetland,Forest
7656,Water,Water,Built-up,NULL,Non_Wetland,Bareland,Bareland,Water
7657,Water,Water,Built-up,NULL,Non_Wetland,Built-up,Grassland,Grassland
7658,Water,Water,Built-up,NULL,Non_Wetland,Water,NULL,Forest
7659,Water,Water,Built-up,NULL,Non_Wetland,Water,Grassland,Grassland
7660,Water,Water,Built-up,NULL,Non_Wetland,Water,Grassland,Built-up
7661,Water,Water,Built-up,NULL,Non_Wetland,Water,Grassland,Water
7662,Water,Water,Built-up,NULL,Non_Wetland,Water,Grassland,Forest
7663,Water,Water,Built-up,NULL,Non_Wetland,Water,Wetland,Water
7664,Water,Water,Built-up,NULL,Non_Wetland,Water,Wetland,Forest
7665,Water,Water,Built-up,NULL,Non_Wetland,Water,Bareland,Water
7666,Water,Water,Built-up,NULL,Non_Wetland,Water,Water,Water
7667,Water,Water,Built-up,Non_Water,Non_Wetland,Water,Grassland,Forest
7668,Water,Water,Built-up,Water,Non_Wetland,Grassland,Water,Bareland
7669,Water,Water,Built-up,Water,Non_Wetland,Wetland,Water,Grassland
7670,Water,Water,Built-up,Water,Non_Wetland,Water,Water,Water
7671,Water,Water,Water,NULL,Water,NULL,NULL,Water
7672,Water,Water,Water,NULL,Water,NULL,Grassland,Water
7673,Water,Water,Water,NULL,Water,NULL,Grassland,Forest
7674,Water,Water,Water,NULL,Water,NULL,Wetland,Water
7675,Water,Water,Water,NULL,Water,NULL,Wetland,Forest
7676,Water,Water,Water,NULL,Water,NULL,Bareland,Forest
7677,Water,Water,Water,NULL,Water,NULL,Water,Grassland
7678,Water,Water,Water,NULL,Water,NULL,Water,Wetland
7679,Water,Water,Water,NULL,Water,NULL,Water,Water
7680,Water,Water,Water,NULL,Water,NULL,Water,Forest
7681,Water,Water,Water,NULL,Water,NULL,Forest,Water
7682,Water,Water,Water,NULL,Water,Shrubland,Grassland,Water
7683,Water,Water,Water,NULL,Water,Shrubland,Wetland,Water
7684,Water,Water,Water,NULL,Water,Shrubland,Wetland,Forest
7685,Water,Water,Water,NULL,Water,Shrubland,Water,Forest
7686,Water,Water,Water,NULL,Water,Grassland,NULL,Grassland
7687,Water,Water,Water,NULL,Water,Grassland,NULL,Water
7688,Water,Water,Water,NULL,Water,Grassland,Grassland,Grassland
7689,Water,Water,Water,NULL,Water,Grassland,Grassland,Cropland
7690,Water,Water,Water,NULL,Water,Grassland,Grassland,Water
7691,Water,Water,Water,NULL,Water,Grassland,Grassland,Forest
7692,Water,Water,Water,NULL,Water,Grassland,Wetland,Water
7693,Water,Water,Water,NULL,Water,Grassland,Wetland,Forest
7694,Water,Water,Water,NULL,Water,Grassland,Bareland,Water
7695,Water,Water,Water,NULL,Water,Grassland,Bareland,Forest
7696,Water,Water,Water,NULL,Water,Grassland,Water,Grassland
7697,Water,Water,Water,NULL,Water,Grassland,Water,Water
7698,Water,Water,Water,NULL,Water,Grassland,Water,Forest
7699,Water,Water,Water,NULL,Water,Grassland,Forest,Wetland
7700,Water,Water,Water,NULL,Water,Wetland,NULL,Water
7701,Water,Water,Water,NULL,Water,Wetland,Grassland,Grassland
7702,Water,Water,Water,NULL,Water,Wetland,Grassland,Wetland
7703,Water,Water,Water,NULL,Water,Wetland,Grassland,Built-up
7704,Water,Water,Water,NULL,Water,Wetland,Grassland,Water
7705,Water,Water,Water,NULL,Water,Wetland,Grassland,Forest
7706,Water,Water,Water,NULL,Water,Wetland,Wetland,Grassland
7707,Water,Water,Water,NULL,Water,Wetland,Wetland,Wetland
