Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_23LPE_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23LPE_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23LPE_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_23LPE_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23LPE_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23LPE_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23LPE_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_23LPE_M_R
13979,Water,NULL,Wetland,Water,Wetland,Grassland,Water,Grassland
13980,Water,NULL,Wetland,Water,Wetland,Grassland,Water,Cropland
13981,Water,NULL,Wetland,Water,Wetland,Grassland,Water,Wetland
13982,Water,NULL,Wetland,Water,Wetland,Grassland,Water,Water
13983,Water,NULL,Wetland,Water,Wetland,Cropland,Shrubland,Water
13984,Water,NULL,Wetland,Water,Wetland,Bareland,Shrubland,Water
13985,Water,NULL,Wetland,Water,Wetland,Bareland,Bareland,Cropland
13986,Water,NULL,Wetland,Water,Wetland,Bareland,Bareland,Water
13987,Water,NULL,Wetland,Water,Wetland,Bareland,Water,Wetland
13988,Water,NULL,Wetland,Water,Wetland,Bareland,Water,Water
13989,Water,NULL,Wetland,Water,Wetland,Water,NULL,Water
13990,Water,NULL,Wetland,Water,Wetland,Water,NULL,Forest
13991,Water,NULL,Wetland,Water,Wetland,Water,Shrubland,Grassland
13992,Water,NULL,Wetland,Water,Wetland,Water,Shrubland,Wetland
13993,Water,NULL,Wetland,Water,Wetland,Water,Shrubland,Bareland
13994,Water,NULL,Wetland,Water,Wetland,Water,Shrubland,Water
13995,Water,NULL,Wetland,Water,Wetland,Water,Shrubland,Forest
13996,Water,NULL,Wetland,Water,Wetland,Water,Grassland,Water
13997,Water,NULL,Wetland,Water,Wetland,Water,Grassland,Forest
13998,Water,NULL,Wetland,Water,Wetland,Water,Bareland,Wetland
13999,Water,NULL,Wetland,Water,Wetland,Water,Bareland,Water
14000,Water,NULL,Wetland,Water,Wetland,Water,Water,Grassland
14001,Water,NULL,Wetland,Water,Wetland,Water,Water,Cropland
14002,Water,NULL,Wetland,Water,Wetland,Water,Water,Wetland
14003,Water,NULL,Wetland,Water,Wetland,Water,Water,Water
14004,Water,NULL,Wetland,Water,Wetland,Water,Water,Forest
14005,Water,NULL,Wetland,Water,Wetland,Forest,Shrubland,Water
14006,Water,NULL,Wetland,Water,Wetland,Forest,Water,Wetland
14007,Water,NULL,Wetland,Water,Wetland,Forest,Water,Water
14008,Water,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Water
14009,Water,NULL,Bareland,NULL,Non_Wetland,NULL,Shrubland,Forest
14010,Water,NULL,Bareland,NULL,Non_Wetland,NULL,Grassland,Bareland
14011,Water,NULL,Bareland,NULL,Non_Wetland,NULL,Grassland,Water
14012,Water,NULL,Bareland,NULL,Non_Wetland,NULL,Water,Grassland
14013,Water,NULL,Bareland,NULL,Non_Wetland,NULL,Water,Cropland
14014,Water,NULL,Bareland,NULL,Non_Wetland,NULL,Water,Bareland
14015,Water,NULL,Bareland,NULL,Non_Wetland,NULL,Water,Water
14016,Water,NULL,Bareland,NULL,Non_Wetland,Shrubland,Grassland,NULL
14017,Water,NULL,Bareland,NULL,Non_Wetland,Shrubland,Grassland,Bareland
14018,Water,NULL,Bareland,NULL,Non_Wetland,Shrubland,Water,Wetland
14019,Water,NULL,Bareland,NULL,Non_Wetland,Shrubland,Water,Forest
14020,Water,NULL,Bareland,NULL,Non_Wetland,Grassland,Shrubland,Bareland
14021,Water,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,NULL
14022,Water,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,Grassland
14023,Water,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,Cropland
14024,Water,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,Bareland
14025,Water,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,Water
14026,Water,NULL,Bareland,NULL,Non_Wetland,Grassland,Water,Cropland
14027,Water,NULL,Bareland,NULL,Non_Wetland,Grassland,Water,Water
14028,Water,NULL,Bareland,NULL,Non_Wetland,Bareland,Grassland,Cropland
14029,Water,NULL,Bareland,NULL,Non_Wetland,Bareland,Grassland,Wetland
14030,Water,NULL,Bareland,NULL,Non_Wetland,Bareland,Water,Water
14031,Water,NULL,Bareland,NULL,Non_Wetland,Water,Shrubland,Water
14032,Water,NULL,Bareland,NULL,Non_Wetland,Water,Shrubland,Forest
14033,Water,NULL,Bareland,NULL,Non_Wetland,Water,Water,Wetland
14034,Water,NULL,Bareland,NULL,Non_Wetland,Water,Water,Water
14035,Water,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Wetland
14036,Water,NULL,Bareland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
14037,Water,NULL,Bareland,Non_Water,Non_Wetland,NULL,Water,Wetland
14038,Water,NULL,Bareland,Non_Water,Non_Wetland,NULL,Forest,Forest
14039,Water,NULL,Bareland,Non_Water,Non_Wetland,Shrubland,Water,Cropland
14040,Water,NULL,Bareland,Non_Water,Non_Wetland,Grassland,Grassland,Cropland
14041,Water,NULL,Bareland,Non_Water,Non_Wetland,Grassland,Water,Grassland
14042,Water,NULL,Bareland,Non_Water,Non_Wetland,Grassland,Water,Cropland
14043,Water,NULL,Bareland,Non_Water,Non_Wetland,Bareland,Water,Cropland
14044,Water,NULL,Bareland,Non_Water,Non_Wetland,Bareland,Water,Water
14045,Water,NULL,Bareland,Non_Water,Non_Wetland,Water,Water,Grassland
14046,Water,NULL,Bareland,Non_Water,Non_Wetland,Water,Water,Wetland
14047,Water,NULL,Bareland,Non_Water,Non_Wetland,Water,Water,Bareland
14048,Water,NULL,Bareland,Non_Water,Non_Wetland,Water,Water,Water
14049,Water,NULL,Bareland,Non_Water,Non_Wetland,Water,Water,Forest
14050,Water,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Cropland
14051,Water,NULL,Bareland,Water,Non_Wetland,NULL,Grassland,Wetland
14052,Water,NULL,Bareland,Water,Non_Wetland,NULL,Water,Grassland
14053,Water,NULL,Bareland,Water,Non_Wetland,Shrubland,Shrubland,Water
14054,Water,NULL,Bareland,Water,Non_Wetland,Shrubland,Grassland,NULL
14055,Water,NULL,Bareland,Water,Non_Wetland,Grassland,Grassland,Cropland
14056,Water,NULL,Bareland,Water,Non_Wetland,Grassland,Grassland,Wetland
14057,Water,NULL,Bareland,Water,Non_Wetland,Grassland,Water,Cropland
14058,Water,NULL,Bareland,Water,Non_Wetland,Grassland,Water,Water
14059,Water,NULL,Bareland,Water,Non_Wetland,Bareland,Shrubland,Water
14060,Water,NULL,Bareland,Water,Non_Wetland,Bareland,Shrubland,Forest
14061,Water,NULL,Bareland,Water,Non_Wetland,Bareland,Grassland,Water
14062,Water,NULL,Bareland,Water,Non_Wetland,Bareland,Water,Water
14063,Water,NULL,Bareland,Water,Non_Wetland,Water,NULL,Wetland
14064,Water,NULL,Bareland,Water,Non_Wetland,Water,Shrubland,Wetland
14065,Water,NULL,Bareland,Water,Non_Wetland,Water,Shrubland,Water
14066,Water,NULL,Bareland,Water,Non_Wetland,Water,Water,NULL
14067,Water,NULL,Bareland,Water,Non_Wetland,Water,Water,Grassland
14068,Water,NULL,Bareland,Water,Non_Wetland,Water,Water,Wetland
14069,Water,NULL,Bareland,Water,Non_Wetland,Water,Water,Bareland
14070,Water,NULL,Bareland,Water,Non_Wetland,Water,Water,Water
14071,Water,NULL,Bareland,Water,Non_Wetland,Forest,Shrubland,Water
14072,Water,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
14073,Water,NULL,Built-up,NULL,Non_Wetland,NULL,Grassland,Built-up
14074,Water,NULL,Built-up,NULL,Non_Wetland,Shrubland,Water,Grassland
14075,Water,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,NULL
14076,Water,NULL,Built-up,NULL,Non_Wetland,Bareland,Water,Bareland
14077,Water,NULL,Built-up,NULL,Non_Wetland,Built-up,Grassland,Bareland
14078,Water,NULL,Built-up,NULL,Non_Wetland,Built-up,Built-up,Grassland
14079,Water,NULL,Built-up,NULL,Non_Wetland,Water,Grassland,Water
14080,Water,NULL,Built-up,Non_Water,Non_Wetland,Grassland,Built-up,Grassland
14081,Water,NULL,Built-up,Water,Non_Wetland,Water,Water,Water
14082,Water,NULL,Water,NULL,Water,NULL,NULL,NULL
14083,Water,NULL,Water,NULL,Water,NULL,NULL,Wetland
14084,Water,NULL,Water,NULL,Water,NULL,Shrubland,Water
14085,Water,NULL,Water,NULL,Water,NULL,Grassland,Water
14086,Water,NULL,Water,NULL,Water,NULL,Water,Cropland
14087,Water,NULL,Water,NULL,Water,Shrubland,Shrubland,Water
14088,Water,NULL,Water,NULL,Water,Shrubland,Water,Water
14089,Water,NULL,Water,NULL,Water,Grassland,NULL,Wetland
14090,Water,NULL,Water,NULL,Water,Grassland,Grassland,Grassland
14091,Water,NULL,Water,NULL,Water,Grassland,Grassland,Cropland
14092,Water,NULL,Water,NULL,Water,Grassland,Grassland,Water
14093,Water,NULL,Water,NULL,Water,Grassland,Water,Grassland
14094,Water,NULL,Water,NULL,Water,Grassland,Water,Cropland
14095,Water,NULL,Water,NULL,Water,Grassland,Water,Wetland
14096,Water,NULL,Water,NULL,Water,Grassland,Water,Water
14097,Water,NULL,Water,NULL,Water,Bareland,Shrubland,Water
14098,Water,NULL,Water,NULL,Water,Bareland,Grassland,Grassland
14099,Water,NULL,Water,NULL,Water,Water,Grassland,Bareland
14100,Water,NULL,Water,NULL,Water,Water,Bareland,Water
14101,Water,NULL,Water,NULL,Water,Water,Water,Grassland
14102,Water,NULL,Water,NULL,Water,Water,Water,Wetland
14103,Water,NULL,Water,NULL,Water,Water,Water,Water
14104,Water,NULL,Water,Non_Water,Water,NULL,Water,Water
14105,Water,NULL,Water,Non_Water,Water,Grassland,Water,Cropland
14106,Water,NULL,Water,Non_Water,Water,Water,Grassland,Forest
14107,Water,NULL,Water,Non_Water,Water,Water,Water,Wetland
14108,Water,NULL,Water,Non_Water,Water,Water,Water,Water
14109,Water,NULL,Water,Non_Water,Water,Forest,Shrubland,Water
14110,Water,NULL,Water,Water,Water,NULL,NULL,Wetland
14111,Water,NULL,Water,Water,Water,NULL,Grassland,Wetland
14112,Water,NULL,Water,Water,Water,NULL,Water,Cropland
14113,Water,NULL,Water,Water,Water,NULL,Water,Water
14114,Water,NULL,Water,Water,Water,Shrubland,NULL,Forest
14115,Water,NULL,Water,Water,Water,Shrubland,Shrubland,Wetland
14116,Water,NULL,Water,Water,Water,Shrubland,Shrubland,Water
14117,Water,NULL,Water,Water,Water,Shrubland,Water,Water
14118,Water,NULL,Water,Water,Water,Grassland,Grassland,Water
14119,Water,NULL,Water,Water,Water,Bareland,Grassland,Water
14120,Water,NULL,Water,Water,Water,Water,NULL,Wetland
14121,Water,NULL,Water,Water,Water,Water,NULL,Water
14122,Water,NULL,Water,Water,Water,Water,Shrubland,Wetland
14123,Water,NULL,Water,Water,Water,Water,Grassland,Grassland
14124,Water,NULL,Water,Water,Water,Water,Grassland,Wetland
14125,Water,NULL,Water,Water,Water,Water,Grassland,Water
14126,Water,NULL,Water,Water,Water,Water,Water,Grassland
14127,Water,NULL,Water,Water,Water,Water,Water,Cropland
14128,Water,NULL,Water,Water,Water,Water,Water,Wetland
14129,Water,NULL,Water,Water,Water,Water,Water,Water
14130,Water,NULL,Forest,NULL,Non_Wetland,NULL,NULL,NULL
14131,Water,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
14132,Water,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
14133,Water,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
14134,Water,NULL,Forest,NULL,Non_Wetland,NULL,Shrubland,NULL
14135,Water,NULL,Forest,NULL,Non_Wetland,NULL,Shrubland,Grassland
14136,Water,NULL,Forest,NULL,Non_Wetland,NULL,Shrubland,Cropland
14137,Water,NULL,Forest,NULL,Non_Wetland,NULL,Shrubland,Wetland
14138,Water,NULL,Forest,NULL,Non_Wetland,NULL,Shrubland,Water
14139,Water,NULL,Forest,NULL,Non_Wetland,NULL,Shrubland,Forest
14140,Water,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,NULL
14141,Water,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Grassland
14142,Water,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Cropland
14143,Water,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Water
14144,Water,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
14145,Water,NULL,Forest,NULL,Non_Wetland,NULL,Water,Grassland
14146,Water,NULL,Forest,NULL,Non_Wetland,NULL,Water,Water
14147,Water,NULL,Forest,NULL,Non_Wetland,NULL,Water,Forest
14148,Water,NULL,Forest,NULL,Non_Wetland,NULL,Forest,NULL
14149,Water,NULL,Forest,NULL,Non_Wetland,NULL,Forest,Wetland
14150,Water,NULL,Forest,NULL,Non_Wetland,NULL,Forest,Water
14151,Water,NULL,Forest,NULL,Non_Wetland,NULL,Forest,Forest
14152,Water,NULL,Forest,NULL,Non_Wetland,Shrubland,NULL,NULL
14153,Water,NULL,Forest,NULL,Non_Wetland,Shrubland,NULL,Wetland
14154,Water,NULL,Forest,NULL,Non_Wetland,Shrubland,NULL,Forest
14155,Water,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,NULL
14156,Water,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
14157,Water,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
14158,Water,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Water
14159,Water,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Forest
14160,Water,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,NULL
14161,Water,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,Grassland
14162,Water,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,Wetland
14163,Water,NULL,Forest,NULL,Non_Wetland,Shrubland,Water,NULL
14164,Water,NULL,Forest,NULL,Non_Wetland,Shrubland,Water,Grassland
14165,Water,NULL,Forest,NULL,Non_Wetland,Shrubland,Water,Wetland
14166,Water,NULL,Forest,NULL,Non_Wetland,Shrubland,Water,Forest
14167,Water,NULL,Forest,NULL,Non_Wetland,Shrubland,Forest,Grassland
14168,Water,NULL,Forest,NULL,Non_Wetland,Shrubland,Forest,Water
14169,Water,NULL,Forest,NULL,Non_Wetland,Shrubland,Forest,Forest
14170,Water,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
14171,Water,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,NULL
14172,Water,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,Grassland
14173,Water,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,Cropland
14174,Water,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,Water
14175,Water,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,NULL
14176,Water,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
14177,Water,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Cropland
14178,Water,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Wetland
14179,Water,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Water
14180,Water,NULL,Forest,NULL,Non_Wetland,Grassland,Water,Grassland
14181,Water,NULL,Forest,NULL,Non_Wetland,Grassland,Water,Cropland
14182,Water,NULL,Forest,NULL,Non_Wetland,Bareland,NULL,Grassland
14183,Water,NULL,Forest,NULL,Non_Wetland,Bareland,NULL,Wetland
14184,Water,NULL,Forest,NULL,Non_Wetland,Bareland,Shrubland,Wetland
14185,Water,NULL,Forest,NULL,Non_Wetland,Bareland,Shrubland,Water
14186,Water,NULL,Forest,NULL,Non_Wetland,Bareland,Shrubland,Forest
14187,Water,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Cropland
14188,Water,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Water
14189,Water,NULL,Forest,NULL,Non_Wetland,Water,NULL,Grassland
14190,Water,NULL,Forest,NULL,Non_Wetland,Water,NULL,Cropland
14191,Water,NULL,Forest,NULL,Non_Wetland,Water,NULL,Water
14192,Water,NULL,Forest,NULL,Non_Wetland,Water,NULL,Forest
14193,Water,NULL,Forest,NULL,Non_Wetland,Water,Shrubland,NULL
14194,Water,NULL,Forest,NULL,Non_Wetland,Water,Shrubland,Grassland
14195,Water,NULL,Forest,NULL,Non_Wetland,Water,Shrubland,Cropland
14196,Water,NULL,Forest,NULL,Non_Wetland,Water,Shrubland,Wetland
14197,Water,NULL,Forest,NULL,Non_Wetland,Water,Shrubland,Water
14198,Water,NULL,Forest,NULL,Non_Wetland,Water,Shrubland,Forest
14199,Water,NULL,Forest,NULL,Non_Wetland,Water,Grassland,NULL
14200,Water,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Water
14201,Water,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Forest
14202,Water,NULL,Forest,NULL,Non_Wetland,Water,Water,Grassland
14203,Water,NULL,Forest,NULL,Non_Wetland,Water,Water,Cropland
14204,Water,NULL,Forest,NULL,Non_Wetland,Water,Water,Wetland
14205,Water,NULL,Forest,NULL,Non_Wetland,Water,Water,Water
14206,Water,NULL,Forest,NULL,Non_Wetland,Water,Water,Forest
14207,Water,NULL,Forest,NULL,Non_Wetland,Water,Forest,Wetland
14208,Water,NULL,Forest,NULL,Non_Wetland,Water,Forest,Water
14209,Water,NULL,Forest,NULL,Non_Wetland,Water,Forest,Forest
14210,Water,NULL,Forest,NULL,Non_Wetland,Forest,NULL,Forest
14211,Water,NULL,Forest,NULL,Non_Wetland,Forest,Shrubland,NULL
14212,Water,NULL,Forest,NULL,Non_Wetland,Forest,Shrubland,Grassland
14213,Water,NULL,Forest,NULL,Non_Wetland,Forest,Shrubland,Cropland
14214,Water,NULL,Forest,NULL,Non_Wetland,Forest,Shrubland,Wetland
14215,Water,NULL,Forest,NULL,Non_Wetland,Forest,Shrubland,Forest
14216,Water,NULL,Forest,NULL,Non_Wetland,Forest,Water,Cropland
14217,Water,NULL,Forest,NULL,Non_Wetland,Forest,Water,Forest
14218,Water,NULL,Forest,NULL,Non_Wetland,Forest,Forest,NULL
14219,Water,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Wetland
14220,Water,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Water
14221,Water,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Forest
14222,Water,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
14223,Water,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
14224,Water,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
14225,Water,NULL,Forest,Non_Water,Non_Wetland,NULL,Shrubland,NULL
14226,Water,NULL,Forest,Non_Water,Non_Wetland,NULL,Shrubland,Grassland
14227,Water,NULL,Forest,Non_Water,Non_Wetland,NULL,Shrubland,Cropland
14228,Water,NULL,Forest,Non_Water,Non_Wetland,NULL,Shrubland,Wetland
14229,Water,NULL,Forest,Non_Water,Non_Wetland,NULL,Shrubland,Water
14230,Water,NULL,Forest,Non_Water,Non_Wetland,NULL,Shrubland,Forest
14231,Water,NULL,Forest,Non_Water,Non_Wetland,NULL,Grassland,Grassland
14232,Water,NULL,Forest,Non_Water,Non_Wetland,NULL,Grassland,Forest
14233,Water,NULL,Forest,Non_Water,Non_Wetland,NULL,Water,NULL
14234,Water,NULL,Forest,Non_Water,Non_Wetland,NULL,Water,Forest
14235,Water,NULL,Forest,Non_Water,Non_Wetland,NULL,Forest,Grassland
14236,Water,NULL,Forest,Non_Water,Non_Wetland,NULL,Forest,Cropland
14237,Water,NULL,Forest,Non_Water,Non_Wetland,NULL,Forest,Forest
14238,Water,NULL,Forest,Non_Water,Non_Wetland,Shrubland,NULL,Wetland
14239,Water,NULL,Forest,Non_Water,Non_Wetland,Shrubland,NULL,Forest
14240,Water,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Shrubland,NULL
14241,Water,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
14242,Water,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Shrubland,Wetland
14243,Water,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Shrubland,Forest
14244,Water,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Grassland,Grassland
14245,Water,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Grassland,Cropland
14246,Water,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Water,Grassland
14247,Water,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Water,Wetland
14248,Water,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Water,Water
14249,Water,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Water,Forest
14250,Water,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Forest,NULL
14251,Water,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Forest,Grassland
14252,Water,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Forest,Forest
14253,Water,NULL,Forest,Non_Water,Non_Wetland,Grassland,Shrubland,NULL
14254,Water,NULL,Forest,Non_Water,Non_Wetland,Grassland,Shrubland,Wetland
14255,Water,NULL,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
14256,Water,NULL,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Cropland
14257,Water,NULL,Forest,Non_Water,Non_Wetland,Water,NULL,Grassland
14258,Water,NULL,Forest,Non_Water,Non_Wetland,Water,NULL,Cropland
14259,Water,NULL,Forest,Non_Water,Non_Wetland,Water,NULL,Forest
14260,Water,NULL,Forest,Non_Water,Non_Wetland,Water,Shrubland,NULL
14261,Water,NULL,Forest,Non_Water,Non_Wetland,Water,Shrubland,Grassland
14262,Water,NULL,Forest,Non_Water,Non_Wetland,Water,Shrubland,Cropland
14263,Water,NULL,Forest,Non_Water,Non_Wetland,Water,Shrubland,Wetland
14264,Water,NULL,Forest,Non_Water,Non_Wetland,Water,Shrubland,Forest
14265,Water,NULL,Forest,Non_Water,Non_Wetland,Water,Water,NULL
14266,Water,NULL,Forest,Non_Water,Non_Wetland,Water,Water,Grassland
14267,Water,NULL,Forest,Non_Water,Non_Wetland,Water,Water,Cropland
14268,Water,NULL,Forest,Non_Water,Non_Wetland,Water,Water,Water
14269,Water,NULL,Forest,Non_Water,Non_Wetland,Water,Water,Forest
14270,Water,NULL,Forest,Non_Water,Non_Wetland,Water,Forest,Forest
14271,Water,NULL,Forest,Non_Water,Non_Wetland,Forest,NULL,Water
14272,Water,NULL,Forest,Non_Water,Non_Wetland,Forest,Shrubland,NULL
14273,Water,NULL,Forest,Non_Water,Non_Wetland,Forest,Shrubland,Grassland
14274,Water,NULL,Forest,Non_Water,Non_Wetland,Forest,Shrubland,Cropland
14275,Water,NULL,Forest,Non_Water,Non_Wetland,Forest,Shrubland,Forest
14276,Water,NULL,Forest,Non_Water,Non_Wetland,Forest,Water,NULL
14277,Water,NULL,Forest,Non_Water,Non_Wetland,Forest,Water,Grassland
14278,Water,NULL,Forest,Non_Water,Non_Wetland,Forest,Water,Cropland
14279,Water,NULL,Forest,Non_Water,Non_Wetland,Forest,Water,Wetland
14280,Water,NULL,Forest,Non_Water,Non_Wetland,Forest,Water,Forest
14281,Water,NULL,Forest,Non_Water,Non_Wetland,Forest,Forest,Wetland
14282,Water,NULL,Forest,Non_Water,Non_Wetland,Forest,Forest,Water
14283,Water,NULL,Forest,Non_Water,Non_Wetland,Forest,Forest,Forest
14284,Water,NULL,Forest,Water,Non_Wetland,NULL,NULL,Wetland
14285,Water,NULL,Forest,Water,Non_Wetland,NULL,Shrubland,Wetland
14286,Water,NULL,Forest,Water,Non_Wetland,NULL,Shrubland,Forest
14287,Water,NULL,Forest,Water,Non_Wetland,NULL,Grassland,Cropland
14288,Water,NULL,Forest,Water,Non_Wetland,NULL,Grassland,Wetland
14289,Water,NULL,Forest,Water,Non_Wetland,NULL,Water,Grassland
14290,Water,NULL,Forest,Water,Non_Wetland,Shrubland,NULL,Wetland
14291,Water,NULL,Forest,Water,Non_Wetland,Shrubland,Shrubland,NULL
14292,Water,NULL,Forest,Water,Non_Wetland,Shrubland,Shrubland,Cropland
14293,Water,NULL,Forest,Water,Non_Wetland,Shrubland,Shrubland,Wetland
14294,Water,NULL,Forest,Water,Non_Wetland,Shrubland,Shrubland,Water
14295,Water,NULL,Forest,Water,Non_Wetland,Shrubland,Shrubland,Forest
14296,Water,NULL,Forest,Water,Non_Wetland,Shrubland,Water,Grassland
14297,Water,NULL,Forest,Water,Non_Wetland,Shrubland,Water,Wetland
14298,Water,NULL,Forest,Water,Non_Wetland,Shrubland,Water,Forest
14299,Water,NULL,Forest,Water,Non_Wetland,Grassland,Shrubland,Cropland
14300,Water,NULL,Forest,Water,Non_Wetland,Grassland,Grassland,Cropland
14301,Water,NULL,Forest,Water,Non_Wetland,Water,Shrubland,Grassland
14302,Water,NULL,Forest,Water,Non_Wetland,Water,Shrubland,Wetland
14303,Water,NULL,Forest,Water,Non_Wetland,Water,Shrubland,Water
14304,Water,NULL,Forest,Water,Non_Wetland,Water,Shrubland,Forest
14305,Water,NULL,Forest,Water,Non_Wetland,Water,Grassland,Cropland
14306,Water,NULL,Forest,Water,Non_Wetland,Water,Water,Grassland
14307,Water,NULL,Forest,Water,Non_Wetland,Water,Water,Cropland
14308,Water,NULL,Forest,Water,Non_Wetland,Water,Water,Wetland
14309,Water,NULL,Forest,Water,Non_Wetland,Water,Water,Water
14310,Water,NULL,Forest,Water,Non_Wetland,Water,Water,Forest
14311,Water,NULL,Forest,Water,Non_Wetland,Forest,Shrubland,Grassland
14312,Water,NULL,Forest,Water,Non_Wetland,Forest,Shrubland,Forest
14313,Water,Cropland,NULL,NULL,Non_Wetland,NULL,Shrubland,Grassland
14314,Water,Cropland,NULL,NULL,Non_Wetland,NULL,Grassland,Water
14315,Water,Cropland,NULL,NULL,Non_Wetland,NULL,Grassland,Forest
14316,Water,Cropland,NULL,NULL,Non_Wetland,Shrubland,Grassland,Cropland
14317,Water,Cropland,NULL,NULL,Non_Wetland,Shrubland,Grassland,Wetland
14318,Water,Cropland,NULL,NULL,Non_Wetland,Shrubland,Grassland,Water
14319,Water,Cropland,NULL,NULL,Non_Wetland,Grassland,Shrubland,Grassland
14320,Water,Cropland,NULL,NULL,Non_Wetland,Grassland,Shrubland,Cropland
14321,Water,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,NULL
14322,Water,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
14323,Water,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Cropland
14324,Water,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Wetland
14325,Water,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Bareland
14326,Water,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Water
14327,Water,Cropland,NULL,NULL,Non_Wetland,Grassland,Water,Grassland
14328,Water,Cropland,NULL,NULL,Non_Wetland,Bareland,Grassland,Cropland
14329,Water,Cropland,NULL,NULL,Non_Wetland,Bareland,Grassland,Bareland
14330,Water,Cropland,NULL,NULL,Non_Wetland,Bareland,Water,Grassland
14331,Water,Cropland,NULL,NULL,Non_Wetland,Bareland,Water,Wetland
14332,Water,Cropland,NULL,NULL,Non_Wetland,Bareland,Water,Bareland
14333,Water,Cropland,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
