Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_19LBH_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_19LBH_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_19LBH_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_19LBH_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_19LBH_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_19LBH_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_19LBH_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_19LBH_M_R
703,Forest,Forest,Cropland,Water,Non_Wetland,NULL,NULL,Water
704,Forest,Forest,Cropland,Water,Non_Wetland,NULL,NULL,Forest
705,Forest,Forest,Wetland,NULL,Wetland,NULL,NULL,Grassland
706,Forest,Forest,Wetland,NULL,Wetland,NULL,NULL,Water
707,Forest,Forest,Wetland,NULL,Wetland,NULL,NULL,Forest
708,Forest,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
709,Forest,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Cropland
710,Forest,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
711,Forest,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Water
712,Forest,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Forest
713,Forest,Forest,Wetland,Water,Wetland,NULL,NULL,Grassland
714,Forest,Forest,Wetland,Water,Wetland,NULL,NULL,Bareland
715,Forest,Forest,Wetland,Water,Wetland,NULL,NULL,Water
716,Forest,Forest,Wetland,Water,Wetland,NULL,NULL,Forest
717,Forest,Forest,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Forest
718,Forest,Forest,Lichens_and_Mosses,Non_Water,Non_Wetland,NULL,NULL,Grassland
719,Forest,Forest,Lichens_and_Mosses,Non_Water,Non_Wetland,NULL,NULL,Bareland
720,Forest,Forest,Lichens_and_Mosses,Non_Water,Non_Wetland,NULL,NULL,Forest
721,Forest,Forest,Lichens_and_Mosses,Water,Non_Wetland,NULL,NULL,Water
722,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
723,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
724,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Water
725,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
726,Forest,Forest,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
727,Forest,Forest,Bareland,Non_Water,Non_Wetland,NULL,NULL,Cropland
728,Forest,Forest,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
729,Forest,Forest,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
730,Forest,Forest,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
731,Forest,Forest,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
732,Forest,Forest,Bareland,Water,Non_Wetland,NULL,NULL,Cropland
733,Forest,Forest,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
734,Forest,Forest,Bareland,Water,Non_Wetland,NULL,NULL,Water
735,Forest,Forest,Bareland,Water,Non_Wetland,NULL,NULL,Forest
736,Forest,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
737,Forest,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
738,Forest,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Water
739,Forest,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
740,Forest,Forest,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
741,Forest,Forest,Built-up,Non_Water,Non_Wetland,NULL,NULL,Bareland
742,Forest,Forest,Built-up,Non_Water,Non_Wetland,NULL,NULL,Water
743,Forest,Forest,Built-up,Non_Water,Non_Wetland,NULL,NULL,Forest
744,Forest,Forest,Built-up,Water,Non_Wetland,NULL,NULL,Grassland
745,Forest,Forest,Built-up,Water,Non_Wetland,NULL,NULL,Bareland
746,Forest,Forest,Built-up,Water,Non_Wetland,NULL,NULL,Forest
747,Forest,Forest,Water,NULL,Water,NULL,NULL,Water
748,Forest,Forest,Water,NULL,Water,NULL,NULL,Forest
749,Forest,Forest,Water,Non_Water,Water,NULL,NULL,Grassland
750,Forest,Forest,Water,Non_Water,Water,NULL,NULL,Bareland
751,Forest,Forest,Water,Non_Water,Water,NULL,NULL,Water
752,Forest,Forest,Water,Non_Water,Water,NULL,NULL,Forest
753,Forest,Forest,Water,Water,Water,NULL,NULL,Grassland
754,Forest,Forest,Water,Water,Water,NULL,NULL,Bareland
755,Forest,Forest,Water,Water,Water,NULL,NULL,Water
756,Forest,Forest,Water,Water,Water,NULL,NULL,Forest
757,Forest,Forest,Forest,NULL,Non_Wetland,NULL,NULL,NULL
758,Forest,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
759,Forest,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
760,Forest,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
761,Forest,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Water
762,Forest,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
763,Forest,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
764,Forest,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Cropland
765,Forest,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
766,Forest,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Bareland
767,Forest,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
768,Forest,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
769,Forest,Forest,Forest,Water,Non_Wetland,NULL,NULL,Grassland
770,Forest,Forest,Forest,Water,Non_Wetland,NULL,NULL,Bareland
771,Forest,Forest,Forest,Water,Non_Wetland,NULL,NULL,Water
772,Forest,Forest,Forest,Water,Non_Wetland,NULL,NULL,Forest
