Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_19MFQ_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_19MFQ_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_19MFQ_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_19MFQ_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_19MFQ_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_19MFQ_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_19MFQ_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_19MFQ_M_R
342,Grassland,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Water
343,Grassland,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
344,Grassland,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Grassland
345,Grassland,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Water
346,Grassland,NULL,Wetland,Non_Water,Wetland,Bareland,Wetland,Grassland
347,Grassland,NULL,Wetland,Non_Water,Wetland,Water,Wetland,Grassland
348,Grassland,NULL,Wetland,Non_Water,Wetland,Water,Wetland,Wetland
349,Grassland,NULL,Wetland,Non_Water,Wetland,Water,Wetland,Water
350,Grassland,NULL,Wetland,Non_Water,Wetland,Water,Wetland,Forest
351,Grassland,NULL,Wetland,Non_Water,Wetland,Water,Water,Grassland
352,Grassland,NULL,Wetland,Water,Wetland,NULL,Wetland,Grassland
353,Grassland,NULL,Wetland,Water,Wetland,NULL,Water,Grassland
354,Grassland,NULL,Wetland,Water,Wetland,Grassland,Grassland,Grassland
355,Grassland,NULL,Wetland,Water,Wetland,Grassland,Wetland,Grassland
356,Grassland,NULL,Wetland,Water,Wetland,Grassland,Wetland,Water
357,Grassland,NULL,Wetland,Water,Wetland,Grassland,Water,Grassland
358,Grassland,NULL,Wetland,Water,Wetland,Grassland,Water,Water
359,Grassland,NULL,Wetland,Water,Wetland,Wetland,Wetland,Grassland
360,Grassland,NULL,Wetland,Water,Wetland,Wetland,Wetland,Wetland
361,Grassland,NULL,Wetland,Water,Wetland,Wetland,Wetland,Water
362,Grassland,NULL,Wetland,Water,Wetland,Wetland,Wetland,Forest
363,Grassland,NULL,Wetland,Water,Wetland,Wetland,Water,Grassland
364,Grassland,NULL,Wetland,Water,Wetland,Wetland,Water,Wetland
365,Grassland,NULL,Wetland,Water,Wetland,Wetland,Water,Water
366,Grassland,NULL,Wetland,Water,Wetland,Bareland,Wetland,Forest
367,Grassland,NULL,Wetland,Water,Wetland,Water,Grassland,Grassland
368,Grassland,NULL,Wetland,Water,Wetland,Water,Wetland,Grassland
369,Grassland,NULL,Wetland,Water,Wetland,Water,Wetland,Wetland
370,Grassland,NULL,Wetland,Water,Wetland,Water,Wetland,Water
371,Grassland,NULL,Wetland,Water,Wetland,Water,Wetland,Forest
372,Grassland,NULL,Wetland,Water,Wetland,Water,Water,Grassland
373,Grassland,NULL,Wetland,Water,Wetland,Water,Water,Wetland
374,Grassland,NULL,Wetland,Water,Wetland,Water,Water,Water
375,Grassland,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,Grassland
376,Grassland,NULL,Bareland,NULL,Non_Wetland,Grassland,Wetland,Grassland
377,Grassland,NULL,Bareland,NULL,Non_Wetland,Wetland,Wetland,Grassland
378,Grassland,NULL,Bareland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
379,Grassland,NULL,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
380,Grassland,NULL,Bareland,Non_Water,Non_Wetland,Water,Wetland,Grassland
381,Grassland,NULL,Bareland,Non_Water,Non_Wetland,Water,Wetland,Forest
382,Grassland,NULL,Bareland,Water,Non_Wetland,Grassland,Wetland,Grassland
383,Grassland,NULL,Bareland,Water,Non_Wetland,Water,Wetland,Grassland
384,Grassland,NULL,Bareland,Water,Non_Wetland,Water,Water,Grassland
385,Grassland,NULL,Built-up,NULL,Non_Wetland,Grassland,Wetland,Grassland
386,Grassland,NULL,Water,NULL,Water,Wetland,Wetland,Grassland
387,Grassland,NULL,Water,NULL,Water,Wetland,Wetland,Water
388,Grassland,NULL,Water,NULL,Water,Water,Wetland,Grassland
389,Grassland,NULL,Water,NULL,Water,Water,Wetland,Water
390,Grassland,NULL,Water,NULL,Water,Water,Wetland,Forest
391,Grassland,NULL,Water,Non_Water,Water,Grassland,Wetland,Grassland
392,Grassland,NULL,Water,Non_Water,Water,Grassland,Wetland,Wetland
393,Grassland,NULL,Water,Non_Water,Water,Wetland,Wetland,Grassland
394,Grassland,NULL,Water,Non_Water,Water,Wetland,Wetland,Water
395,Grassland,NULL,Water,Non_Water,Water,Water,Wetland,Grassland
396,Grassland,NULL,Water,Non_Water,Water,Water,Wetland,Water
397,Grassland,NULL,Water,Non_Water,Water,Water,Water,Water
398,Grassland,NULL,Water,Water,Water,NULL,Water,Water
399,Grassland,NULL,Water,Water,Water,Grassland,Wetland,Grassland
400,Grassland,NULL,Water,Water,Water,Grassland,Wetland,Wetland
401,Grassland,NULL,Water,Water,Water,Grassland,Wetland,Water
402,Grassland,NULL,Water,Water,Water,Grassland,Water,Water
403,Grassland,NULL,Water,Water,Water,Wetland,Wetland,Grassland
404,Grassland,NULL,Water,Water,Water,Wetland,Wetland,Water
405,Grassland,NULL,Water,Water,Water,Wetland,Water,Grassland
406,Grassland,NULL,Water,Water,Water,Wetland,Water,Water
407,Grassland,NULL,Water,Water,Water,Water,Wetland,Grassland
408,Grassland,NULL,Water,Water,Water,Water,Wetland,Wetland
409,Grassland,NULL,Water,Water,Water,Water,Wetland,Water
410,Grassland,NULL,Water,Water,Water,Water,Water,Grassland
411,Grassland,NULL,Water,Water,Water,Water,Water,Water
412,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,Forest,Forest
413,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
414,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
415,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
416,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
417,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
418,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
419,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
420,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
421,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
422,Grassland,NULL,Forest,NULL,Non_Wetland,Bareland,Wetland,Grassland
423,Grassland,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Grassland
424,Grassland,NULL,Forest,NULL,Non_Wetland,Water,Wetland,Grassland
425,Grassland,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Forest
426,Grassland,NULL,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
427,Grassland,NULL,Forest,Non_Water,Non_Wetland,Grassland,Water,Grassland
428,Grassland,NULL,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
429,Grassland,NULL,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Forest
430,Grassland,NULL,Forest,Non_Water,Non_Wetland,Bareland,Wetland,Grassland
431,Grassland,NULL,Forest,Non_Water,Non_Wetland,Water,Wetland,Grassland
432,Grassland,NULL,Forest,Non_Water,Non_Wetland,Water,Wetland,Forest
433,Grassland,NULL,Forest,Water,Non_Wetland,Grassland,Wetland,Grassland
434,Grassland,NULL,Forest,Water,Non_Wetland,Grassland,Wetland,Water
435,Grassland,NULL,Forest,Water,Non_Wetland,Wetland,Wetland,Grassland
436,Grassland,NULL,Forest,Water,Non_Wetland,Wetland,Water,Water
437,Grassland,NULL,Forest,Water,Non_Wetland,Water,Wetland,Grassland
438,Grassland,NULL,Forest,Water,Non_Wetland,Water,Wetland,Water
439,Grassland,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
440,Grassland,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
441,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
442,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
443,Grassland,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
444,Grassland,Wetland,Wetland,NULL,Wetland,Water,Wetland,Grassland
445,Grassland,Wetland,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
446,Grassland,Wetland,Wetland,Non_Water,Wetland,Water,Wetland,Grassland
447,Grassland,Wetland,Wetland,Non_Water,Wetland,Water,Wetland,Forest
448,Grassland,Wetland,Wetland,Water,Wetland,Wetland,Wetland,Grassland
449,Grassland,Wetland,Wetland,Water,Wetland,Water,Wetland,Grassland
450,Grassland,Wetland,Water,Water,Water,Grassland,Wetland,Grassland
451,Grassland,Wetland,Water,Water,Water,Water,Wetland,Grassland
452,Grassland,Wetland,Water,Water,Water,Water,Wetland,Water
453,Grassland,Water,Wetland,NULL,Wetland,Water,Water,Grassland
454,Grassland,Water,Wetland,Water,Wetland,Grassland,Water,Grassland
455,Grassland,Water,Wetland,Water,Wetland,Wetland,Wetland,Grassland
456,Grassland,Water,Wetland,Water,Wetland,Wetland,Wetland,Water
457,Grassland,Water,Wetland,Water,Wetland,Wetland,Water,Grassland
458,Grassland,Water,Wetland,Water,Wetland,Wetland,Water,Water
459,Grassland,Water,Wetland,Water,Wetland,Water,Water,Grassland
460,Grassland,Water,Wetland,Water,Wetland,Water,Water,Wetland
461,Grassland,Water,Wetland,Water,Wetland,Water,Water,Water
462,Grassland,Water,Bareland,Water,Non_Wetland,Water,Water,Water
463,Grassland,Water,Water,Water,Water,Grassland,Wetland,Water
464,Grassland,Water,Water,Water,Water,Grassland,Water,Grassland
465,Grassland,Water,Water,Water,Water,Wetland,Wetland,Grassland
466,Grassland,Water,Water,Water,Water,Wetland,Wetland,Water
467,Grassland,Water,Water,Water,Water,Wetland,Water,Grassland
468,Grassland,Water,Water,Water,Water,Wetland,Water,Water
469,Grassland,Water,Water,Water,Water,Water,Wetland,Water
470,Grassland,Water,Water,Water,Water,Water,Water,Water
471,Grassland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
472,Grassland,Forest,Wetland,NULL,Wetland,Grassland,Wetland,Water
473,Grassland,Forest,Wetland,NULL,Wetland,Grassland,Wetland,Forest
474,Grassland,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
475,Grassland,Forest,Wetland,NULL,Wetland,Water,Wetland,Grassland
476,Grassland,Forest,Wetland,Non_Water,Wetland,Wetland,Water,Grassland
477,Grassland,Forest,Wetland,Non_Water,Wetland,Water,Wetland,Grassland
478,Grassland,Forest,Wetland,Water,Wetland,Grassland,Wetland,Grassland
479,Grassland,Forest,Wetland,Water,Wetland,Grassland,Wetland,Water
480,Grassland,Forest,Wetland,Water,Wetland,Grassland,Water,Grassland
481,Grassland,Forest,Wetland,Water,Wetland,Wetland,Wetland,Grassland
482,Grassland,Forest,Wetland,Water,Wetland,Wetland,Wetland,Water
483,Grassland,Forest,Wetland,Water,Wetland,Wetland,Wetland,Forest
484,Grassland,Forest,Wetland,Water,Wetland,Wetland,Water,Grassland
485,Grassland,Forest,Wetland,Water,Wetland,Water,Wetland,Grassland
486,Grassland,Forest,Wetland,Water,Wetland,Water,Wetland,Water
487,Grassland,Forest,Wetland,Water,Wetland,Water,Water,Water
488,Grassland,Forest,Bareland,NULL,Non_Wetland,Wetland,Wetland,Grassland
489,Grassland,Forest,Bareland,NULL,Non_Wetland,Water,Wetland,Forest
490,Grassland,Forest,Bareland,Water,Non_Wetland,Water,Water,Water
491,Grassland,Forest,Water,NULL,Water,Grassland,Wetland,Grassland
492,Grassland,Forest,Water,NULL,Water,Wetland,Wetland,Grassland
493,Grassland,Forest,Water,NULL,Water,Water,Wetland,Forest
494,Grassland,Forest,Water,Non_Water,Water,Water,Wetland,Water
495,Grassland,Forest,Water,Water,Water,NULL,Wetland,Water
496,Grassland,Forest,Water,Water,Water,Grassland,Wetland,Grassland
497,Grassland,Forest,Water,Water,Water,Wetland,Wetland,Grassland
498,Grassland,Forest,Water,Water,Water,Wetland,Wetland,Water
499,Grassland,Forest,Water,Water,Water,Wetland,Water,Water
500,Grassland,Forest,Water,Water,Water,Water,Wetland,Water
501,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
502,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
503,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
504,Grassland,Forest,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
505,Cropland,NULL,Shrubland,Water,Non_Wetland,Water,Wetland,Grassland
506,Cropland,NULL,Wetland,NULL,Wetland,Water,Wetland,Water
507,Cropland,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Grassland
508,Cropland,NULL,Wetland,Non_Water,Wetland,Water,Water,Grassland
509,Cropland,NULL,Wetland,Water,Wetland,Wetland,Wetland,Grassland
510,Cropland,NULL,Wetland,Water,Wetland,Wetland,Water,Grassland
511,Cropland,NULL,Wetland,Water,Wetland,Water,Wetland,Water
512,Cropland,NULL,Wetland,Water,Wetland,Water,Water,Grassland
513,Cropland,NULL,Wetland,Water,Wetland,Water,Water,Water
514,Cropland,NULL,Bareland,Water,Non_Wetland,Water,Wetland,Water
515,Cropland,NULL,Built-up,NULL,Non_Wetland,Grassland,Forest,Grassland
516,Cropland,NULL,Built-up,NULL,Non_Wetland,Water,Forest,Grassland
517,Cropland,NULL,Water,Water,Water,Wetland,Wetland,Grassland
518,Cropland,NULL,Water,Water,Water,Bareland,Wetland,Grassland
519,Cropland,NULL,Water,Water,Water,Water,Wetland,Water
520,Cropland,NULL,Water,Water,Water,Water,Water,Grassland
521,Cropland,NULL,Water,Water,Water,Water,Water,Water
522,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
523,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
524,Cropland,NULL,Forest,Water,Non_Wetland,Water,Wetland,Water
525,Cropland,Water,Wetland,Water,Wetland,Water,Wetland,Water
526,Cropland,Water,Wetland,Water,Wetland,Water,Water,Grassland
527,Cropland,Water,Wetland,Water,Wetland,Water,Water,Water
528,Cropland,Water,Water,Water,Water,Water,Water,Water
529,Cropland,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Forest
530,Cropland,Forest,Wetland,NULL,Wetland,Water,Water,Forest
531,Cropland,Forest,Wetland,Water,Wetland,Wetland,Wetland,Grassland
532,Cropland,Forest,Wetland,Water,Wetland,Wetland,Wetland,Water
533,Cropland,Forest,Wetland,Water,Wetland,Wetland,Wetland,Forest
534,Cropland,Forest,Wetland,Water,Wetland,Water,Wetland,Water
535,Cropland,Forest,Wetland,Water,Wetland,Water,Water,Water
536,Cropland,Forest,Water,Water,Water,Wetland,Wetland,Grassland
537,Cropland,Forest,Water,Water,Water,Water,Wetland,Water
538,Cropland,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
539,Wetland,NULL,Wetland,NULL,Wetland,NULL,Wetland,Grassland
540,Wetland,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
541,Wetland,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
542,Wetland,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Forest
543,Wetland,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
544,Wetland,NULL,Wetland,NULL,Wetland,Water,Wetland,Grassland
545,Wetland,NULL,Wetland,Non_Water,Wetland,Water,Wetland,Grassland
546,Wetland,NULL,Wetland,Water,Wetland,Grassland,Wetland,Grassland
547,Wetland,NULL,Wetland,Water,Wetland,Grassland,Wetland,Water
548,Wetland,NULL,Wetland,Water,Wetland,Wetland,Wetland,Water
549,Wetland,NULL,Wetland,Water,Wetland,Water,Wetland,Grassland
550,Wetland,NULL,Wetland,Water,Wetland,Water,Wetland,Water
551,Wetland,NULL,Wetland,Water,Wetland,Water,Water,Grassland
552,Wetland,NULL,Water,NULL,Water,Water,Wetland,Water
553,Wetland,NULL,Water,Water,Water,Grassland,Wetland,Grassland
554,Wetland,NULL,Water,Water,Water,Grassland,Wetland,Water
555,Wetland,NULL,Water,Water,Water,Grassland,Water,Grassland
556,Wetland,NULL,Water,Water,Water,Water,Wetland,Grassland
557,Wetland,NULL,Water,Water,Water,Water,Wetland,Water
558,Wetland,NULL,Water,Water,Water,Water,Water,Water
559,Wetland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
560,Wetland,Wetland,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
561,Wetland,Wetland,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
562,Wetland,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
563,Wetland,Wetland,Wetland,NULL,Wetland,Water,Wetland,Grassland
564,Wetland,Wetland,Wetland,Water,Wetland,Water,Wetland,Grassland
565,Wetland,Wetland,Wetland,Water,Wetland,Water,Wetland,Forest
566,Wetland,Wetland,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
567,Wetland,Wetland,Water,NULL,Water,Water,Wetland,Grassland
568,Wetland,Wetland,Water,Water,Water,Grassland,Wetland,Grassland
569,Wetland,Wetland,Water,Water,Water,Grassland,Water,Water
570,Wetland,Wetland,Water,Water,Water,Wetland,Wetland,Grassland
571,Wetland,Wetland,Water,Water,Water,Wetland,Water,Grassland
572,Wetland,Wetland,Water,Water,Water,Water,Wetland,Grassland
573,Wetland,Wetland,Water,Water,Water,Water,Wetland,Water
574,Wetland,Wetland,Water,Water,Water,Water,Water,Grassland
575,Wetland,Wetland,Water,Water,Water,Water,Water,Water
576,Wetland,Wetland,Forest,NULL,Non_Wetland,Water,Wetland,Grassland
577,Wetland,Wetland,Forest,NULL,Non_Wetland,Water,Wetland,Water
578,Wetland,Wetland,Forest,Non_Water,Non_Wetland,Water,Wetland,Grassland
579,Wetland,Water,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
580,Wetland,Water,Wetland,NULL,Wetland,Water,Wetland,Grassland
581,Wetland,Water,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
582,Wetland,Water,Wetland,Water,Wetland,Wetland,Wetland,Grassland
583,Wetland,Water,Wetland,Water,Wetland,Water,Water,Water
584,Wetland,Water,Water,Water,Water,Wetland,Water,Water
585,Wetland,Water,Water,Water,Water,Water,Water,Grassland
586,Wetland,Water,Water,Water,Water,Water,Water,Water
587,Wetland,Forest,Wetland,Water,Wetland,Water,Water,Water
588,Bareland,NULL,NULL,Water,Non_Wetland,Water,Water,Grassland
589,Bareland,NULL,Wetland,Water,Wetland,Water,Wetland,Water
590,Bareland,NULL,Wetland,Water,Wetland,Water,Water,Water
591,Bareland,NULL,Bareland,Water,Non_Wetland,Water,Water,Grassland
592,Bareland,NULL,Water,Water,Water,Water,Wetland,Grassland
593,Bareland,NULL,Water,Water,Water,Water,Water,Water
594,Bareland,NULL,Forest,Water,Non_Wetland,Water,Water,Water
595,Bareland,Bareland,NULL,Water,Non_Wetland,Water,Wetland,Water
596,Bareland,Bareland,NULL,Water,Non_Wetland,Water,Bareland,Forest
597,Bareland,Bareland,NULL,Water,Non_Wetland,Water,Water,Water
598,Bareland,Bareland,Shrubland,Non_Water,Non_Wetland,Water,Water,Water
599,Bareland,Bareland,Shrubland,Water,Non_Wetland,Water,Water,Water
600,Bareland,Bareland,Grassland,Water,Non_Wetland,Water,Water,Water
601,Bareland,Bareland,Cropland,NULL,Non_Wetland,Water,Water,Grassland
602,Bareland,Bareland,Cropland,Water,Non_Wetland,Water,Water,Grassland
603,Bareland,Bareland,Wetland,NULL,Wetland,Water,Water,Water
604,Bareland,Bareland,Wetland,Non_Water,Wetland,Water,Wetland,Water
605,Bareland,Bareland,Wetland,Non_Water,Wetland,Water,Water,Grassland
606,Bareland,Bareland,Wetland,Non_Water,Wetland,Water,Water,Water
607,Bareland,Bareland,Wetland,Water,Wetland,Water,NULL,Water
608,Bareland,Bareland,Wetland,Water,Wetland,Water,Grassland,Water
609,Bareland,Bareland,Wetland,Water,Wetland,Water,Wetland,Grassland
610,Bareland,Bareland,Wetland,Water,Wetland,Water,Wetland,Water
611,Bareland,Bareland,Wetland,Water,Wetland,Water,Water,Grassland
612,Bareland,Bareland,Wetland,Water,Wetland,Water,Water,Bareland
613,Bareland,Bareland,Wetland,Water,Wetland,Water,Water,Water
614,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,Water,Water,Water
615,Bareland,Bareland,Bareland,Water,Non_Wetland,Water,Wetland,Water
616,Bareland,Bareland,Bareland,Water,Non_Wetland,Water,Water,Water
617,Bareland,Bareland,Built-up,Water,Non_Wetland,Water,Water,Water
618,Bareland,Bareland,Water,Non_Water,Water,Water,Water,Water
619,Bareland,Bareland,Water,Water,Water,Bareland,Water,Water
620,Bareland,Bareland,Water,Water,Water,Water,Grassland,Water
621,Bareland,Bareland,Water,Water,Water,Water,Wetland,Water
622,Bareland,Bareland,Water,Water,Water,Water,Water,Water
623,Bareland,Bareland,Forest,NULL,Non_Wetland,Water,Wetland,Forest
624,Bareland,Bareland,Forest,NULL,Non_Wetland,Water,Water,Forest
625,Bareland,Bareland,Forest,NULL,Non_Wetland,Water,Forest,Forest
626,Bareland,Bareland,Forest,Water,Non_Wetland,Water,Wetland,Water
627,Bareland,Water,NULL,NULL,Non_Wetland,Water,Bareland,Forest
628,Bareland,Water,NULL,NULL,Non_Wetland,Water,Water,Grassland
629,Bareland,Water,NULL,NULL,Non_Wetland,Water,Water,Water
630,Bareland,Water,Shrubland,Non_Water,Non_Wetland,Water,Wetland,Water
631,Bareland,Water,Shrubland,Non_Water,Non_Wetland,Water,Water,Water
632,Bareland,Water,Shrubland,Water,Non_Wetland,Water,Wetland,Water
633,Bareland,Water,Shrubland,Water,Non_Wetland,Water,Water,Water
634,Bareland,Water,Grassland,NULL,Non_Wetland,Water,Water,Water
635,Bareland,Water,Grassland,Water,Non_Wetland,Water,Water,Water
636,Bareland,Water,Wetland,NULL,Wetland,NULL,Wetland,Forest
637,Bareland,Water,Wetland,NULL,Wetland,Water,Wetland,Forest
638,Bareland,Water,Wetland,NULL,Wetland,Water,Bareland,Forest
639,Bareland,Water,Wetland,NULL,Wetland,Water,Water,Water
640,Bareland,Water,Wetland,NULL,Wetland,Water,Water,Forest
641,Bareland,Water,Wetland,Non_Water,Wetland,Grassland,Water,Water
642,Bareland,Water,Wetland,Non_Water,Wetland,Bareland,Wetland,Water
643,Bareland,Water,Wetland,Non_Water,Wetland,Bareland,Wetland,Forest
644,Bareland,Water,Wetland,Non_Water,Wetland,Bareland,Water,Water
645,Bareland,Water,Wetland,Non_Water,Wetland,Water,Wetland,Grassland
646,Bareland,Water,Wetland,Non_Water,Wetland,Water,Wetland,Water
647,Bareland,Water,Wetland,Non_Water,Wetland,Water,Wetland,Forest
648,Bareland,Water,Wetland,Non_Water,Wetland,Water,Water,Water
649,Bareland,Water,Wetland,Non_Water,Wetland,Water,Water,Forest
650,Bareland,Water,Wetland,Water,Wetland,Water,NULL,Water
651,Bareland,Water,Wetland,Water,Wetland,Water,Grassland,Grassland
652,Bareland,Water,Wetland,Water,Wetland,Water,Grassland,Water
653,Bareland,Water,Wetland,Water,Wetland,Water,Wetland,Grassland
654,Bareland,Water,Wetland,Water,Wetland,Water,Wetland,Water
655,Bareland,Water,Wetland,Water,Wetland,Water,Water,Grassland
656,Bareland,Water,Wetland,Water,Wetland,Water,Water,Water
657,Bareland,Water,Wetland,Water,Wetland,Water,Water,Forest
658,Bareland,Water,Bareland,NULL,Non_Wetland,Water,Bareland,Forest
659,Bareland,Water,Bareland,Non_Water,Non_Wetland,Bareland,Water,Water
660,Bareland,Water,Bareland,Non_Water,Non_Wetland,Water,Wetland,Water
661,Bareland,Water,Bareland,Non_Water,Non_Wetland,Water,Water,Water
662,Bareland,Water,Bareland,Water,Non_Wetland,Water,Wetland,Grassland
663,Bareland,Water,Bareland,Water,Non_Wetland,Water,Wetland,Water
664,Bareland,Water,Bareland,Water,Non_Wetland,Water,Water,Water
665,Bareland,Water,Built-up,Non_Water,Non_Wetland,Bareland,Water,Forest
666,Bareland,Water,Built-up,Non_Water,Non_Wetland,Water,Water,Forest
667,Bareland,Water,Built-up,Water,Non_Wetland,Water,Water,Grassland
668,Bareland,Water,Built-up,Water,Non_Wetland,Water,Water,Water
669,Bareland,Water,Water,NULL,Water,Water,Water,Water
670,Bareland,Water,Water,Non_Water,Water,Water,Wetland,Grassland
671,Bareland,Water,Water,Non_Water,Water,Water,Water,Water
672,Bareland,Water,Water,Water,Water,Water,Wetland,Water
673,Bareland,Water,Water,Water,Water,Water,Wetland,Forest
674,Bareland,Water,Water,Water,Water,Water,Water,Water
675,Bareland,Water,Water,Water,Water,Water,Water,Forest
676,Bareland,Water,Forest,NULL,Non_Wetland,NULL,Water,Forest
677,Bareland,Water,Forest,NULL,Non_Wetland,NULL,Forest,Forest
678,Bareland,Water,Forest,NULL,Non_Wetland,Water,Wetland,Forest
679,Bareland,Water,Forest,NULL,Non_Wetland,Water,Water,Forest
680,Bareland,Water,Forest,NULL,Non_Wetland,Water,Forest,Forest
681,Bareland,Water,Forest,Non_Water,Non_Wetland,Water,Water,Water
682,Bareland,Water,Forest,Non_Water,Non_Wetland,Water,Water,Forest
683,Bareland,Water,Forest,Non_Water,Non_Wetland,Water,Forest,Water
684,Bareland,Water,Forest,Water,Non_Wetland,Bareland,Water,Water
685,Bareland,Water,Forest,Water,Non_Wetland,Water,Water,Water
686,Bareland,Forest,NULL,Water,Non_Wetland,Grassland,Bareland,Forest
687,Bareland,Forest,Wetland,NULL,Wetland,Water,Wetland,Forest
688,Bareland,Forest,Wetland,Non_Water,Wetland,Water,Wetland,Water
689,Bareland,Forest,Wetland,Non_Water,Wetland,Water,Water,Water
690,Bareland,Forest,Wetland,Water,Wetland,Water,Wetland,Water
691,Bareland,Forest,Wetland,Water,Wetland,Water,Water,Grassland
692,Bareland,Forest,Wetland,Water,Wetland,Water,Water,Water
693,Bareland,Forest,Wetland,Water,Wetland,Water,Water,Forest
694,Bareland,Forest,Water,Non_Water,Water,Water,Water,Water
695,Bareland,Forest,Water,Water,Water,Water,Water,Water
696,Bareland,Forest,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
697,Bareland,Forest,Forest,NULL,Non_Wetland,Water,Wetland,Forest
698,Bareland,Forest,Forest,NULL,Non_Wetland,Water,Water,Water
699,Bareland,Forest,Forest,NULL,Non_Wetland,Water,Water,Forest
700,Bareland,Forest,Forest,NULL,Non_Wetland,Water,Forest,Forest
701,Water,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
702,Water,NULL,Wetland,NULL,Wetland,Water,Wetland,Grassland
703,Water,NULL,Wetland,NULL,Wetland,Water,Water,Grassland
704,Water,NULL,Wetland,Non_Water,Wetland,Grassland,Wetland,Grassland
705,Water,NULL,Wetland,Non_Water,Wetland,Grassland,Water,Grassland
706,Water,NULL,Wetland,Non_Water,Wetland,Grassland,Water,Water
707,Water,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Grassland
708,Water,NULL,Wetland,Non_Water,Wetland,Water,Grassland,Forest
709,Water,NULL,Wetland,Non_Water,Wetland,Water,Wetland,Grassland
710,Water,NULL,Wetland,Non_Water,Wetland,Water,Water,Grassland
711,Water,NULL,Wetland,Water,Wetland,Grassland,Wetland,Grassland
712,Water,NULL,Wetland,Water,Wetland,Grassland,Water,Grassland
713,Water,NULL,Wetland,Water,Wetland,Water,Wetland,Grassland
