Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_24LTL_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_24LTL_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_24LTL_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_24LTL_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_24LTL_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_24LTL_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_24LTL_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_24LTL_M_R
12174,Water,Water,Shrubland,Water,Non_Wetland,Water,NULL,NULL
12175,Water,Water,Shrubland,Water,Non_Wetland,Water,NULL,Grassland
12176,Water,Water,Shrubland,Water,Non_Wetland,Water,NULL,Wetland
12177,Water,Water,Shrubland,Water,Non_Wetland,Water,NULL,Water
12178,Water,Water,Shrubland,Water,Non_Wetland,Water,Shrubland,NULL
12179,Water,Water,Shrubland,Water,Non_Wetland,Water,Shrubland,Grassland
12180,Water,Water,Shrubland,Water,Non_Wetland,Water,Shrubland,Bareland
12181,Water,Water,Shrubland,Water,Non_Wetland,Water,Shrubland,Water
12182,Water,Water,Shrubland,Water,Non_Wetland,Water,Shrubland,Forest
12183,Water,Water,Shrubland,Water,Non_Wetland,Water,Grassland,NULL
12184,Water,Water,Shrubland,Water,Non_Wetland,Water,Grassland,Grassland
12185,Water,Water,Shrubland,Water,Non_Wetland,Water,Bareland,Water
12186,Water,Water,Shrubland,Water,Non_Wetland,Water,Water,NULL
12187,Water,Water,Shrubland,Water,Non_Wetland,Water,Water,Grassland
12188,Water,Water,Shrubland,Water,Non_Wetland,Water,Water,Wetland
12189,Water,Water,Shrubland,Water,Non_Wetland,Water,Water,Bareland
12190,Water,Water,Shrubland,Water,Non_Wetland,Water,Water,Water
12191,Water,Water,Shrubland,Water,Non_Wetland,Water,Water,Forest
12192,Water,Water,Shrubland,Water,Non_Wetland,Water,Forest,NULL
12193,Water,Water,Shrubland,Water,Non_Wetland,Water,Forest,Grassland
12194,Water,Water,Shrubland,Water,Non_Wetland,Water,Forest,Water
12195,Water,Water,Shrubland,Water,Non_Wetland,Water,Forest,Forest
12196,Water,Water,Shrubland,Water,Non_Wetland,Forest,Shrubland,Grassland
12197,Water,Water,Shrubland,Water,Non_Wetland,Forest,Shrubland,Water
12198,Water,Water,Shrubland,Water,Non_Wetland,Forest,Bareland,Grassland
12199,Water,Water,Shrubland,Water,Non_Wetland,Forest,Water,Grassland
12200,Water,Water,Shrubland,Water,Non_Wetland,Forest,Water,Water
12201,Water,Water,Shrubland,Water,Non_Wetland,Forest,Water,Forest
12202,Water,Water,Shrubland,Water,Non_Wetland,Forest,Forest,Water
12203,Water,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
12204,Water,Water,Grassland,NULL,Non_Wetland,NULL,Shrubland,Water
12205,Water,Water,Grassland,NULL,Non_Wetland,NULL,Shrubland,Forest
12206,Water,Water,Grassland,NULL,Non_Wetland,Shrubland,NULL,Forest
12207,Water,Water,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
12208,Water,Water,Grassland,NULL,Non_Wetland,Water,NULL,Grassland
12209,Water,Water,Grassland,NULL,Non_Wetland,Water,NULL,Water
12210,Water,Water,Grassland,Non_Water,Non_Wetland,Shrubland,Water,Grassland
12211,Water,Water,Grassland,Non_Water,Non_Wetland,Shrubland,Forest,Forest
12212,Water,Water,Grassland,Non_Water,Non_Wetland,Bareland,Built-up,Forest
12213,Water,Water,Grassland,Non_Water,Non_Wetland,Water,Water,Grassland
12214,Water,Water,Grassland,Water,Non_Wetland,Shrubland,Shrubland,Grassland
12215,Water,Water,Grassland,Water,Non_Wetland,Shrubland,Grassland,Grassland
12216,Water,Water,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
12217,Water,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
12218,Water,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
12219,Water,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
12220,Water,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
12221,Water,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Water
12222,Water,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
12223,Water,Water,Cropland,NULL,Non_Wetland,NULL,Shrubland,NULL
12224,Water,Water,Cropland,NULL,Non_Wetland,NULL,Shrubland,Grassland
12225,Water,Water,Cropland,NULL,Non_Wetland,NULL,Shrubland,Wetland
12226,Water,Water,Cropland,NULL,Non_Wetland,NULL,Shrubland,Water
12227,Water,Water,Cropland,NULL,Non_Wetland,NULL,Shrubland,Forest
12228,Water,Water,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
12229,Water,Water,Cropland,NULL,Non_Wetland,NULL,Grassland,Cropland
12230,Water,Water,Cropland,NULL,Non_Wetland,NULL,Grassland,Wetland
12231,Water,Water,Cropland,NULL,Non_Wetland,NULL,Grassland,Water
12232,Water,Water,Cropland,NULL,Non_Wetland,NULL,Grassland,Forest
12233,Water,Water,Cropland,NULL,Non_Wetland,NULL,Water,NULL
12234,Water,Water,Cropland,NULL,Non_Wetland,NULL,Water,Grassland
12235,Water,Water,Cropland,NULL,Non_Wetland,NULL,Water,Cropland
12236,Water,Water,Cropland,NULL,Non_Wetland,NULL,Water,Wetland
12237,Water,Water,Cropland,NULL,Non_Wetland,NULL,Water,Bareland
12238,Water,Water,Cropland,NULL,Non_Wetland,NULL,Water,Water
12239,Water,Water,Cropland,NULL,Non_Wetland,NULL,Water,Forest
12240,Water,Water,Cropland,NULL,Non_Wetland,NULL,Forest,Grassland
12241,Water,Water,Cropland,NULL,Non_Wetland,NULL,Forest,Bareland
12242,Water,Water,Cropland,NULL,Non_Wetland,NULL,Forest,Water
12243,Water,Water,Cropland,NULL,Non_Wetland,Shrubland,NULL,NULL
12244,Water,Water,Cropland,NULL,Non_Wetland,Shrubland,NULL,Grassland
12245,Water,Water,Cropland,NULL,Non_Wetland,Shrubland,NULL,Cropland
12246,Water,Water,Cropland,NULL,Non_Wetland,Shrubland,NULL,Wetland
12247,Water,Water,Cropland,NULL,Non_Wetland,Shrubland,NULL,Bareland
12248,Water,Water,Cropland,NULL,Non_Wetland,Shrubland,NULL,Built-up
12249,Water,Water,Cropland,NULL,Non_Wetland,Shrubland,NULL,Water
12250,Water,Water,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
12251,Water,Water,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
12252,Water,Water,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
12253,Water,Water,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Bareland
12254,Water,Water,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Water
12255,Water,Water,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
12256,Water,Water,Cropland,NULL,Non_Wetland,Shrubland,Grassland,NULL
12257,Water,Water,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
12258,Water,Water,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Water
12259,Water,Water,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Forest
12260,Water,Water,Cropland,NULL,Non_Wetland,Shrubland,Bareland,Water
12261,Water,Water,Cropland,NULL,Non_Wetland,Shrubland,Water,NULL
12262,Water,Water,Cropland,NULL,Non_Wetland,Shrubland,Water,Grassland
12263,Water,Water,Cropland,NULL,Non_Wetland,Shrubland,Water,Wetland
12264,Water,Water,Cropland,NULL,Non_Wetland,Shrubland,Water,Bareland
12265,Water,Water,Cropland,NULL,Non_Wetland,Shrubland,Water,Water
12266,Water,Water,Cropland,NULL,Non_Wetland,Shrubland,Water,Forest
12267,Water,Water,Cropland,NULL,Non_Wetland,Shrubland,Forest,Grassland
12268,Water,Water,Cropland,NULL,Non_Wetland,Shrubland,Forest,Wetland
12269,Water,Water,Cropland,NULL,Non_Wetland,Shrubland,Forest,Bareland
12270,Water,Water,Cropland,NULL,Non_Wetland,Shrubland,Forest,Water
12271,Water,Water,Cropland,NULL,Non_Wetland,Shrubland,Forest,Forest
12272,Water,Water,Cropland,NULL,Non_Wetland,Grassland,NULL,NULL
12273,Water,Water,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
12274,Water,Water,Cropland,NULL,Non_Wetland,Grassland,NULL,Cropland
12275,Water,Water,Cropland,NULL,Non_Wetland,Grassland,NULL,Bareland
12276,Water,Water,Cropland,NULL,Non_Wetland,Grassland,NULL,Water
12277,Water,Water,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
12278,Water,Water,Cropland,NULL,Non_Wetland,Grassland,Shrubland,NULL
12279,Water,Water,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
12280,Water,Water,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Wetland
12281,Water,Water,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Water
12282,Water,Water,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Forest
12283,Water,Water,Cropland,NULL,Non_Wetland,Grassland,Grassland,NULL
12284,Water,Water,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
12285,Water,Water,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
12286,Water,Water,Cropland,NULL,Non_Wetland,Grassland,Grassland,Bareland
12287,Water,Water,Cropland,NULL,Non_Wetland,Grassland,Grassland,Water
12288,Water,Water,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
12289,Water,Water,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
12290,Water,Water,Cropland,NULL,Non_Wetland,Grassland,Built-up,Forest
12291,Water,Water,Cropland,NULL,Non_Wetland,Grassland,Water,Grassland
12292,Water,Water,Cropland,NULL,Non_Wetland,Grassland,Water,Cropland
12293,Water,Water,Cropland,NULL,Non_Wetland,Grassland,Water,Wetland
12294,Water,Water,Cropland,NULL,Non_Wetland,Grassland,Water,Bareland
12295,Water,Water,Cropland,NULL,Non_Wetland,Grassland,Water,Water
12296,Water,Water,Cropland,NULL,Non_Wetland,Grassland,Water,Forest
12297,Water,Water,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
12298,Water,Water,Cropland,NULL,Non_Wetland,Grassland,Forest,Wetland
12299,Water,Water,Cropland,NULL,Non_Wetland,Cropland,NULL,Grassland
12300,Water,Water,Cropland,NULL,Non_Wetland,Bareland,NULL,NULL
12301,Water,Water,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
12302,Water,Water,Cropland,NULL,Non_Wetland,Bareland,NULL,Cropland
12303,Water,Water,Cropland,NULL,Non_Wetland,Bareland,NULL,Bareland
12304,Water,Water,Cropland,NULL,Non_Wetland,Bareland,NULL,Water
12305,Water,Water,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
12306,Water,Water,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Water
12307,Water,Water,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Forest
12308,Water,Water,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
12309,Water,Water,Cropland,NULL,Non_Wetland,Bareland,Grassland,Cropland
12310,Water,Water,Cropland,NULL,Non_Wetland,Bareland,Grassland,Bareland
12311,Water,Water,Cropland,NULL,Non_Wetland,Bareland,Grassland,Water
12312,Water,Water,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
12313,Water,Water,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
12314,Water,Water,Cropland,NULL,Non_Wetland,Bareland,Bareland,Bareland
12315,Water,Water,Cropland,NULL,Non_Wetland,Bareland,Water,Grassland
12316,Water,Water,Cropland,NULL,Non_Wetland,Bareland,Water,Wetland
12317,Water,Water,Cropland,NULL,Non_Wetland,Bareland,Water,Bareland
12318,Water,Water,Cropland,NULL,Non_Wetland,Bareland,Water,Water
12319,Water,Water,Cropland,NULL,Non_Wetland,Bareland,Forest,Grassland
12320,Water,Water,Cropland,NULL,Non_Wetland,Bareland,Forest,Bareland
12321,Water,Water,Cropland,NULL,Non_Wetland,Bareland,Forest,Water
12322,Water,Water,Cropland,NULL,Non_Wetland,Water,NULL,NULL
12323,Water,Water,Cropland,NULL,Non_Wetland,Water,NULL,Grassland
12324,Water,Water,Cropland,NULL,Non_Wetland,Water,NULL,Wetland
12325,Water,Water,Cropland,NULL,Non_Wetland,Water,NULL,Bareland
12326,Water,Water,Cropland,NULL,Non_Wetland,Water,NULL,Water
12327,Water,Water,Cropland,NULL,Non_Wetland,Water,NULL,Forest
12328,Water,Water,Cropland,NULL,Non_Wetland,Water,Shrubland,NULL
12329,Water,Water,Cropland,NULL,Non_Wetland,Water,Shrubland,Grassland
12330,Water,Water,Cropland,NULL,Non_Wetland,Water,Shrubland,Wetland
12331,Water,Water,Cropland,NULL,Non_Wetland,Water,Shrubland,Bareland
12332,Water,Water,Cropland,NULL,Non_Wetland,Water,Shrubland,Water
12333,Water,Water,Cropland,NULL,Non_Wetland,Water,Shrubland,Forest
12334,Water,Water,Cropland,NULL,Non_Wetland,Water,Grassland,NULL
12335,Water,Water,Cropland,NULL,Non_Wetland,Water,Grassland,Grassland
12336,Water,Water,Cropland,NULL,Non_Wetland,Water,Grassland,Cropland
12337,Water,Water,Cropland,NULL,Non_Wetland,Water,Grassland,Bareland
12338,Water,Water,Cropland,NULL,Non_Wetland,Water,Grassland,Water
12339,Water,Water,Cropland,NULL,Non_Wetland,Water,Grassland,Forest
12340,Water,Water,Cropland,NULL,Non_Wetland,Water,Bareland,Grassland
12341,Water,Water,Cropland,NULL,Non_Wetland,Water,Built-up,Water
12342,Water,Water,Cropland,NULL,Non_Wetland,Water,Water,NULL
12343,Water,Water,Cropland,NULL,Non_Wetland,Water,Water,Grassland
12344,Water,Water,Cropland,NULL,Non_Wetland,Water,Water,Cropland
12345,Water,Water,Cropland,NULL,Non_Wetland,Water,Water,Wetland
12346,Water,Water,Cropland,NULL,Non_Wetland,Water,Water,Bareland
12347,Water,Water,Cropland,NULL,Non_Wetland,Water,Water,Water
12348,Water,Water,Cropland,NULL,Non_Wetland,Water,Water,Forest
12349,Water,Water,Cropland,NULL,Non_Wetland,Water,Forest,Wetland
12350,Water,Water,Cropland,NULL,Non_Wetland,Water,Forest,Water
12351,Water,Water,Cropland,NULL,Non_Wetland,Water,Forest,Forest
12352,Water,Water,Cropland,NULL,Non_Wetland,Forest,NULL,Water
12353,Water,Water,Cropland,NULL,Non_Wetland,Forest,Shrubland,Forest
12354,Water,Water,Cropland,NULL,Non_Wetland,Forest,Water,Grassland
12355,Water,Water,Cropland,NULL,Non_Wetland,Forest,Water,Wetland
12356,Water,Water,Cropland,NULL,Non_Wetland,Forest,Water,Water
12357,Water,Water,Cropland,NULL,Non_Wetland,Forest,Forest,Water
12358,Water,Water,Cropland,NULL,Non_Wetland,Forest,Forest,Forest
12359,Water,Water,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
12360,Water,Water,Cropland,Non_Water,Non_Wetland,NULL,NULL,Water
12361,Water,Water,Cropland,Non_Water,Non_Wetland,NULL,Shrubland,NULL
12362,Water,Water,Cropland,Non_Water,Non_Wetland,NULL,Grassland,NULL
12363,Water,Water,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
12364,Water,Water,Cropland,Non_Water,Non_Wetland,NULL,Bareland,Grassland
12365,Water,Water,Cropland,Non_Water,Non_Wetland,NULL,Water,NULL
12366,Water,Water,Cropland,Non_Water,Non_Wetland,NULL,Water,Grassland
12367,Water,Water,Cropland,Non_Water,Non_Wetland,NULL,Water,Bareland
12368,Water,Water,Cropland,Non_Water,Non_Wetland,Shrubland,NULL,Grassland
12369,Water,Water,Cropland,Non_Water,Non_Wetland,Shrubland,Shrubland,NULL
12370,Water,Water,Cropland,Non_Water,Non_Wetland,Shrubland,Shrubland,Forest
12371,Water,Water,Cropland,Non_Water,Non_Wetland,Shrubland,Water,NULL
12372,Water,Water,Cropland,Non_Water,Non_Wetland,Shrubland,Water,Grassland
12373,Water,Water,Cropland,Non_Water,Non_Wetland,Shrubland,Water,Wetland
12374,Water,Water,Cropland,Non_Water,Non_Wetland,Shrubland,Forest,Water
12375,Water,Water,Cropland,Non_Water,Non_Wetland,Shrubland,Forest,Forest
12376,Water,Water,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
12377,Water,Water,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Forest
12378,Water,Water,Cropland,Non_Water,Non_Wetland,Grassland,Shrubland,Grassland
12379,Water,Water,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
12380,Water,Water,Cropland,Non_Water,Non_Wetland,Grassland,Water,NULL
12381,Water,Water,Cropland,Non_Water,Non_Wetland,Grassland,Water,Grassland
12382,Water,Water,Cropland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
12383,Water,Water,Cropland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
12384,Water,Water,Cropland,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
12385,Water,Water,Cropland,Non_Water,Non_Wetland,Bareland,Bareland,Water
12386,Water,Water,Cropland,Non_Water,Non_Wetland,Bareland,Water,Grassland
12387,Water,Water,Cropland,Non_Water,Non_Wetland,Bareland,Water,Bareland
12388,Water,Water,Cropland,Non_Water,Non_Wetland,Bareland,Water,Water
12389,Water,Water,Cropland,Non_Water,Non_Wetland,Bareland,Forest,Grassland
12390,Water,Water,Cropland,Non_Water,Non_Wetland,Bareland,Forest,Cropland
12391,Water,Water,Cropland,Non_Water,Non_Wetland,Bareland,Forest,Forest
12392,Water,Water,Cropland,Non_Water,Non_Wetland,Water,NULL,NULL
12393,Water,Water,Cropland,Non_Water,Non_Wetland,Water,NULL,Grassland
12394,Water,Water,Cropland,Non_Water,Non_Wetland,Water,NULL,Bareland
12395,Water,Water,Cropland,Non_Water,Non_Wetland,Water,Shrubland,NULL
12396,Water,Water,Cropland,Non_Water,Non_Wetland,Water,Shrubland,Grassland
12397,Water,Water,Cropland,Non_Water,Non_Wetland,Water,Shrubland,Forest
12398,Water,Water,Cropland,Non_Water,Non_Wetland,Water,Grassland,Grassland
12399,Water,Water,Cropland,Non_Water,Non_Wetland,Water,Water,NULL
12400,Water,Water,Cropland,Non_Water,Non_Wetland,Water,Water,Grassland
12401,Water,Water,Cropland,Non_Water,Non_Wetland,Water,Water,Wetland
12402,Water,Water,Cropland,Non_Water,Non_Wetland,Water,Water,Bareland
12403,Water,Water,Cropland,Non_Water,Non_Wetland,Water,Water,Water
12404,Water,Water,Cropland,Non_Water,Non_Wetland,Water,Water,Forest
12405,Water,Water,Cropland,Non_Water,Non_Wetland,Water,Forest,Grassland
12406,Water,Water,Cropland,Non_Water,Non_Wetland,Forest,Shrubland,Grassland
12407,Water,Water,Cropland,Water,Non_Wetland,NULL,NULL,NULL
12408,Water,Water,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
12409,Water,Water,Cropland,Water,Non_Wetland,NULL,NULL,Cropland
12410,Water,Water,Cropland,Water,Non_Wetland,NULL,NULL,Wetland
12411,Water,Water,Cropland,Water,Non_Wetland,NULL,NULL,Bareland
12412,Water,Water,Cropland,Water,Non_Wetland,NULL,NULL,Water
12413,Water,Water,Cropland,Water,Non_Wetland,NULL,Shrubland,Grassland
12414,Water,Water,Cropland,Water,Non_Wetland,NULL,Shrubland,Water
12415,Water,Water,Cropland,Water,Non_Wetland,NULL,Shrubland,Forest
12416,Water,Water,Cropland,Water,Non_Wetland,NULL,Grassland,Grassland
12417,Water,Water,Cropland,Water,Non_Wetland,NULL,Grassland,Cropland
12418,Water,Water,Cropland,Water,Non_Wetland,NULL,Grassland,Bareland
12419,Water,Water,Cropland,Water,Non_Wetland,NULL,Grassland,Water
12420,Water,Water,Cropland,Water,Non_Wetland,NULL,Water,Grassland
12421,Water,Water,Cropland,Water,Non_Wetland,NULL,Water,Wetland
12422,Water,Water,Cropland,Water,Non_Wetland,NULL,Water,Water
12423,Water,Water,Cropland,Water,Non_Wetland,NULL,Forest,Grassland
12424,Water,Water,Cropland,Water,Non_Wetland,NULL,Forest,Water
12425,Water,Water,Cropland,Water,Non_Wetland,Shrubland,Shrubland,NULL
12426,Water,Water,Cropland,Water,Non_Wetland,Shrubland,Shrubland,Grassland
12427,Water,Water,Cropland,Water,Non_Wetland,Shrubland,Shrubland,Water
12428,Water,Water,Cropland,Water,Non_Wetland,Shrubland,Grassland,NULL
12429,Water,Water,Cropland,Water,Non_Wetland,Shrubland,Grassland,Grassland
12430,Water,Water,Cropland,Water,Non_Wetland,Shrubland,Grassland,Cropland
12431,Water,Water,Cropland,Water,Non_Wetland,Shrubland,Grassland,Wetland
12432,Water,Water,Cropland,Water,Non_Wetland,Shrubland,Water,Grassland
12433,Water,Water,Cropland,Water,Non_Wetland,Shrubland,Water,Cropland
12434,Water,Water,Cropland,Water,Non_Wetland,Shrubland,Water,Wetland
12435,Water,Water,Cropland,Water,Non_Wetland,Shrubland,Water,Bareland
12436,Water,Water,Cropland,Water,Non_Wetland,Shrubland,Water,Water
12437,Water,Water,Cropland,Water,Non_Wetland,Shrubland,Water,Forest
12438,Water,Water,Cropland,Water,Non_Wetland,Shrubland,Forest,Grassland
12439,Water,Water,Cropland,Water,Non_Wetland,Shrubland,Forest,Water
12440,Water,Water,Cropland,Water,Non_Wetland,Grassland,NULL,NULL
12441,Water,Water,Cropland,Water,Non_Wetland,Grassland,NULL,Grassland
12442,Water,Water,Cropland,Water,Non_Wetland,Grassland,NULL,Wetland
12443,Water,Water,Cropland,Water,Non_Wetland,Grassland,NULL,Water
12444,Water,Water,Cropland,Water,Non_Wetland,Grassland,Shrubland,Grassland
12445,Water,Water,Cropland,Water,Non_Wetland,Grassland,Shrubland,Cropland
12446,Water,Water,Cropland,Water,Non_Wetland,Grassland,Shrubland,Wetland
12447,Water,Water,Cropland,Water,Non_Wetland,Grassland,Shrubland,Water
12448,Water,Water,Cropland,Water,Non_Wetland,Grassland,Grassland,Grassland
12449,Water,Water,Cropland,Water,Non_Wetland,Grassland,Grassland,Bareland
12450,Water,Water,Cropland,Water,Non_Wetland,Grassland,Grassland,Water
12451,Water,Water,Cropland,Water,Non_Wetland,Grassland,Water,Grassland
12452,Water,Water,Cropland,Water,Non_Wetland,Grassland,Water,Cropland
12453,Water,Water,Cropland,Water,Non_Wetland,Grassland,Water,Wetland
12454,Water,Water,Cropland,Water,Non_Wetland,Grassland,Water,Water
12455,Water,Water,Cropland,Water,Non_Wetland,Bareland,NULL,Grassland
12456,Water,Water,Cropland,Water,Non_Wetland,Bareland,NULL,Bareland
12457,Water,Water,Cropland,Water,Non_Wetland,Bareland,NULL,Water
12458,Water,Water,Cropland,Water,Non_Wetland,Bareland,Shrubland,Grassland
12459,Water,Water,Cropland,Water,Non_Wetland,Bareland,Grassland,Water
12460,Water,Water,Cropland,Water,Non_Wetland,Bareland,Bareland,Grassland
12461,Water,Water,Cropland,Water,Non_Wetland,Bareland,Bareland,Cropland
12462,Water,Water,Cropland,Water,Non_Wetland,Bareland,Bareland,Bareland
12463,Water,Water,Cropland,Water,Non_Wetland,Bareland,Bareland,Water
12464,Water,Water,Cropland,Water,Non_Wetland,Bareland,Water,Grassland
12465,Water,Water,Cropland,Water,Non_Wetland,Bareland,Water,Bareland
12466,Water,Water,Cropland,Water,Non_Wetland,Bareland,Water,Water
12467,Water,Water,Cropland,Water,Non_Wetland,Bareland,Forest,Grassland
12468,Water,Water,Cropland,Water,Non_Wetland,Bareland,Forest,Cropland
12469,Water,Water,Cropland,Water,Non_Wetland,Bareland,Forest,Bareland
12470,Water,Water,Cropland,Water,Non_Wetland,Water,NULL,Grassland
12471,Water,Water,Cropland,Water,Non_Wetland,Water,NULL,Wetland
12472,Water,Water,Cropland,Water,Non_Wetland,Water,NULL,Bareland
12473,Water,Water,Cropland,Water,Non_Wetland,Water,NULL,Water
12474,Water,Water,Cropland,Water,Non_Wetland,Water,Shrubland,Grassland
12475,Water,Water,Cropland,Water,Non_Wetland,Water,Shrubland,Bareland
12476,Water,Water,Cropland,Water,Non_Wetland,Water,Shrubland,Water
12477,Water,Water,Cropland,Water,Non_Wetland,Water,Shrubland,Forest
12478,Water,Water,Cropland,Water,Non_Wetland,Water,Grassland,Grassland
12479,Water,Water,Cropland,Water,Non_Wetland,Water,Grassland,Water
12480,Water,Water,Cropland,Water,Non_Wetland,Water,Bareland,Grassland
12481,Water,Water,Cropland,Water,Non_Wetland,Water,Bareland,Bareland
12482,Water,Water,Cropland,Water,Non_Wetland,Water,Water,NULL
12483,Water,Water,Cropland,Water,Non_Wetland,Water,Water,Grassland
12484,Water,Water,Cropland,Water,Non_Wetland,Water,Water,Cropland
12485,Water,Water,Cropland,Water,Non_Wetland,Water,Water,Wetland
12486,Water,Water,Cropland,Water,Non_Wetland,Water,Water,Bareland
12487,Water,Water,Cropland,Water,Non_Wetland,Water,Water,Water
12488,Water,Water,Cropland,Water,Non_Wetland,Water,Water,Forest
12489,Water,Water,Cropland,Water,Non_Wetland,Water,Forest,Grassland
12490,Water,Water,Wetland,NULL,Wetland,NULL,NULL,Grassland
12491,Water,Water,Wetland,NULL,Wetland,NULL,NULL,Wetland
12492,Water,Water,Wetland,NULL,Wetland,NULL,NULL,Forest
12493,Water,Water,Wetland,NULL,Wetland,NULL,Shrubland,Grassland
12494,Water,Water,Wetland,NULL,Wetland,NULL,Shrubland,Wetland
12495,Water,Water,Wetland,NULL,Wetland,NULL,Shrubland,Water
12496,Water,Water,Wetland,NULL,Wetland,NULL,Shrubland,Forest
12497,Water,Water,Wetland,NULL,Wetland,NULL,Grassland,Grassland
12498,Water,Water,Wetland,NULL,Wetland,NULL,Water,NULL
12499,Water,Water,Wetland,NULL,Wetland,NULL,Water,Grassland
12500,Water,Water,Wetland,NULL,Wetland,NULL,Water,Wetland
12501,Water,Water,Wetland,NULL,Wetland,NULL,Water,Water
12502,Water,Water,Wetland,NULL,Wetland,NULL,Water,Forest
12503,Water,Water,Wetland,NULL,Wetland,NULL,Forest,Grassland
12504,Water,Water,Wetland,NULL,Wetland,NULL,Forest,Wetland
12505,Water,Water,Wetland,NULL,Wetland,NULL,Forest,Water
12506,Water,Water,Wetland,NULL,Wetland,NULL,Forest,Forest
12507,Water,Water,Wetland,NULL,Wetland,Shrubland,NULL,NULL
12508,Water,Water,Wetland,NULL,Wetland,Shrubland,NULL,Grassland
12509,Water,Water,Wetland,NULL,Wetland,Shrubland,NULL,Wetland
12510,Water,Water,Wetland,NULL,Wetland,Shrubland,Shrubland,NULL
12511,Water,Water,Wetland,NULL,Wetland,Shrubland,Shrubland,Grassland
12512,Water,Water,Wetland,NULL,Wetland,Shrubland,Shrubland,Wetland
12513,Water,Water,Wetland,NULL,Wetland,Shrubland,Shrubland,Water
12514,Water,Water,Wetland,NULL,Wetland,Shrubland,Shrubland,Forest
12515,Water,Water,Wetland,NULL,Wetland,Shrubland,Water,NULL
12516,Water,Water,Wetland,NULL,Wetland,Shrubland,Water,Grassland
12517,Water,Water,Wetland,NULL,Wetland,Shrubland,Water,Wetland
12518,Water,Water,Wetland,NULL,Wetland,Shrubland,Water,Bareland
12519,Water,Water,Wetland,NULL,Wetland,Shrubland,Water,Water
12520,Water,Water,Wetland,NULL,Wetland,Shrubland,Water,Forest
12521,Water,Water,Wetland,NULL,Wetland,Shrubland,Forest,Grassland
12522,Water,Water,Wetland,NULL,Wetland,Shrubland,Forest,Wetland
12523,Water,Water,Wetland,NULL,Wetland,Shrubland,Forest,Water
12524,Water,Water,Wetland,NULL,Wetland,Shrubland,Forest,Forest
12525,Water,Water,Wetland,NULL,Wetland,Grassland,NULL,Grassland
