Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_22LEP_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22LEP_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22LEP_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_22LEP_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22LEP_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22LEP_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22LEP_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_22LEP_M_R
10148,Water,Wetland,Water,NULL,Water,Shrubland,Forest,Forest
10149,Water,Wetland,Water,NULL,Water,Wetland,Shrubland,Wetland
10150,Water,Wetland,Water,NULL,Water,Wetland,Wetland,Wetland
10151,Water,Wetland,Water,NULL,Water,Wetland,Water,Wetland
10152,Water,Wetland,Water,NULL,Water,Wetland,Water,Water
10153,Water,Wetland,Water,NULL,Water,Wetland,Water,Forest
10154,Water,Wetland,Water,NULL,Water,Wetland,Forest,Water
10155,Water,Wetland,Water,NULL,Water,Wetland,Forest,Forest
10156,Water,Wetland,Water,NULL,Water,Bareland,Water,Forest
10157,Water,Wetland,Water,NULL,Water,Water,Shrubland,Wetland
10158,Water,Wetland,Water,NULL,Water,Water,Shrubland,Water
10159,Water,Wetland,Water,NULL,Water,Water,Water,Wetland
10160,Water,Wetland,Water,NULL,Water,Water,Water,Water
10161,Water,Wetland,Water,NULL,Water,Water,Water,Forest
10162,Water,Wetland,Water,NULL,Water,Water,Forest,Wetland
10163,Water,Wetland,Water,NULL,Water,Water,Forest,Water
10164,Water,Wetland,Water,NULL,Water,Water,Forest,Forest
10165,Water,Wetland,Water,NULL,Water,Forest,Water,Grassland
10166,Water,Wetland,Water,NULL,Water,Forest,Water,Water
10167,Water,Wetland,Water,NULL,Water,Forest,Water,Forest
10168,Water,Wetland,Water,NULL,Water,Forest,Forest,Water
10169,Water,Wetland,Water,NULL,Water,Forest,Forest,Forest
10170,Water,Wetland,Water,Non_Water,Water,Shrubland,Shrubland,Grassland
10171,Water,Wetland,Water,Non_Water,Water,Shrubland,Water,Water
10172,Water,Wetland,Water,Non_Water,Water,Shrubland,Forest,Water
10173,Water,Wetland,Water,Non_Water,Water,Shrubland,Forest,Forest
10174,Water,Wetland,Water,Non_Water,Water,Wetland,Shrubland,Water
10175,Water,Wetland,Water,Non_Water,Water,Wetland,Water,Wetland
10176,Water,Wetland,Water,Non_Water,Water,Wetland,Forest,Water
10177,Water,Wetland,Water,Non_Water,Water,Water,Shrubland,Water
10178,Water,Wetland,Water,Non_Water,Water,Water,Water,Grassland
10179,Water,Wetland,Water,Non_Water,Water,Water,Water,Wetland
10180,Water,Wetland,Water,Non_Water,Water,Water,Water,Water
10181,Water,Wetland,Water,Non_Water,Water,Water,Water,Forest
10182,Water,Wetland,Water,Non_Water,Water,Water,Forest,Wetland
10183,Water,Wetland,Water,Non_Water,Water,Water,Forest,Water
10184,Water,Wetland,Water,Non_Water,Water,Water,Forest,Forest
10185,Water,Wetland,Water,Non_Water,Water,Forest,Shrubland,Forest
10186,Water,Wetland,Water,Non_Water,Water,Forest,Wetland,Water
10187,Water,Wetland,Water,Non_Water,Water,Forest,Water,Wetland
10188,Water,Wetland,Water,Non_Water,Water,Forest,Water,Water
10189,Water,Wetland,Water,Non_Water,Water,Forest,Water,Forest
10190,Water,Wetland,Water,Non_Water,Water,Forest,Forest,Wetland
10191,Water,Wetland,Water,Non_Water,Water,Forest,Forest,Water
10192,Water,Wetland,Water,Non_Water,Water,Forest,Forest,Forest
10193,Water,Wetland,Water,Water,Water,Shrubland,Shrubland,Wetland
10194,Water,Wetland,Water,Water,Water,Shrubland,Shrubland,Water
10195,Water,Wetland,Water,Water,Water,Shrubland,Shrubland,Forest
10196,Water,Wetland,Water,Water,Water,Shrubland,Water,Grassland
10197,Water,Wetland,Water,Water,Water,Shrubland,Water,Wetland
10198,Water,Wetland,Water,Water,Water,Shrubland,Water,Water
10199,Water,Wetland,Water,Water,Water,Shrubland,Water,Forest
10200,Water,Wetland,Water,Water,Water,Shrubland,Forest,Wetland
10201,Water,Wetland,Water,Water,Water,Shrubland,Forest,Water
10202,Water,Wetland,Water,Water,Water,Wetland,Wetland,Water
10203,Water,Wetland,Water,Water,Water,Wetland,Water,Grassland
10204,Water,Wetland,Water,Water,Water,Wetland,Water,Wetland
10205,Water,Wetland,Water,Water,Water,Wetland,Water,Water
10206,Water,Wetland,Water,Water,Water,Wetland,Water,Forest
10207,Water,Wetland,Water,Water,Water,Wetland,Forest,Grassland
10208,Water,Wetland,Water,Water,Water,Wetland,Forest,Forest
10209,Water,Wetland,Water,Water,Water,Water,Shrubland,Wetland
10210,Water,Wetland,Water,Water,Water,Water,Shrubland,Water
10211,Water,Wetland,Water,Water,Water,Water,Grassland,Wetland
10212,Water,Wetland,Water,Water,Water,Water,Wetland,Wetland
10213,Water,Wetland,Water,Water,Water,Water,Wetland,Water
10214,Water,Wetland,Water,Water,Water,Water,Water,Grassland
10215,Water,Wetland,Water,Water,Water,Water,Water,Wetland
10216,Water,Wetland,Water,Water,Water,Water,Water,Water
10217,Water,Wetland,Water,Water,Water,Water,Water,Forest
10218,Water,Wetland,Water,Water,Water,Water,Forest,Wetland
10219,Water,Wetland,Water,Water,Water,Water,Forest,Water
10220,Water,Wetland,Water,Water,Water,Water,Forest,Forest
10221,Water,Wetland,Water,Water,Water,Forest,Shrubland,Grassland
10222,Water,Wetland,Water,Water,Water,Forest,Shrubland,Forest
10223,Water,Wetland,Water,Water,Water,Forest,Water,Grassland
10224,Water,Wetland,Water,Water,Water,Forest,Water,Wetland
10225,Water,Wetland,Water,Water,Water,Forest,Water,Water
10226,Water,Wetland,Water,Water,Water,Forest,Water,Forest
10227,Water,Wetland,Water,Water,Water,Forest,Forest,Wetland
10228,Water,Wetland,Water,Water,Water,Forest,Forest,Water
10229,Water,Wetland,Water,Water,Water,Forest,Forest,Forest
10230,Water,Wetland,Forest,NULL,Non_Wetland,NULL,Shrubland,Grassland
10231,Water,Wetland,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
10232,Water,Wetland,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
10233,Water,Wetland,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Forest
10234,Water,Wetland,Forest,NULL,Non_Wetland,Shrubland,Wetland,Forest
10235,Water,Wetland,Forest,NULL,Non_Wetland,Shrubland,Water,Grassland
10236,Water,Wetland,Forest,NULL,Non_Wetland,Shrubland,Water,Forest
10237,Water,Wetland,Forest,NULL,Non_Wetland,Shrubland,Forest,NULL
10238,Water,Wetland,Forest,NULL,Non_Wetland,Shrubland,Forest,Grassland
10239,Water,Wetland,Forest,NULL,Non_Wetland,Shrubland,Forest,Wetland
10240,Water,Wetland,Forest,NULL,Non_Wetland,Shrubland,Forest,Forest
10241,Water,Wetland,Forest,NULL,Non_Wetland,Wetland,Shrubland,Grassland
10242,Water,Wetland,Forest,NULL,Non_Wetland,Wetland,Shrubland,Water
10243,Water,Wetland,Forest,NULL,Non_Wetland,Wetland,Shrubland,Forest
10244,Water,Wetland,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
10245,Water,Wetland,Forest,NULL,Non_Wetland,Wetland,Wetland,Wetland
10246,Water,Wetland,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
10247,Water,Wetland,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
10248,Water,Wetland,Forest,NULL,Non_Wetland,Water,Shrubland,Grassland
10249,Water,Wetland,Forest,NULL,Non_Wetland,Water,Shrubland,Forest
10250,Water,Wetland,Forest,NULL,Non_Wetland,Water,Water,Grassland
10251,Water,Wetland,Forest,NULL,Non_Wetland,Water,Water,Wetland
10252,Water,Wetland,Forest,NULL,Non_Wetland,Water,Water,Water
10253,Water,Wetland,Forest,NULL,Non_Wetland,Water,Water,Forest
10254,Water,Wetland,Forest,NULL,Non_Wetland,Water,Forest,Water
10255,Water,Wetland,Forest,NULL,Non_Wetland,Water,Forest,Forest
10256,Water,Wetland,Forest,NULL,Non_Wetland,Forest,Shrubland,Grassland
10257,Water,Wetland,Forest,NULL,Non_Wetland,Forest,Shrubland,Wetland
10258,Water,Wetland,Forest,NULL,Non_Wetland,Forest,Shrubland,Water
10259,Water,Wetland,Forest,NULL,Non_Wetland,Forest,Shrubland,Forest
10260,Water,Wetland,Forest,NULL,Non_Wetland,Forest,Water,Grassland
10261,Water,Wetland,Forest,NULL,Non_Wetland,Forest,Water,Forest
10262,Water,Wetland,Forest,NULL,Non_Wetland,Forest,Forest,Grassland
10263,Water,Wetland,Forest,NULL,Non_Wetland,Forest,Forest,Forest
10264,Water,Wetland,Forest,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
10265,Water,Wetland,Forest,Non_Water,Non_Wetland,Shrubland,Shrubland,Wetland
10266,Water,Wetland,Forest,Non_Water,Non_Wetland,Shrubland,Forest,Forest
10267,Water,Wetland,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
10268,Water,Wetland,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
10269,Water,Wetland,Forest,Non_Water,Non_Wetland,Wetland,Water,Grassland
10270,Water,Wetland,Forest,Non_Water,Non_Wetland,Water,Shrubland,Grassland
10271,Water,Wetland,Forest,Non_Water,Non_Wetland,Water,Shrubland,Water
10272,Water,Wetland,Forest,Non_Water,Non_Wetland,Water,Shrubland,Forest
10273,Water,Wetland,Forest,Non_Water,Non_Wetland,Water,Water,Grassland
10274,Water,Wetland,Forest,Non_Water,Non_Wetland,Water,Water,Wetland
10275,Water,Wetland,Forest,Non_Water,Non_Wetland,Water,Water,Forest
10276,Water,Wetland,Forest,Non_Water,Non_Wetland,Water,Forest,Water
10277,Water,Wetland,Forest,Non_Water,Non_Wetland,Water,Forest,Forest
10278,Water,Wetland,Forest,Non_Water,Non_Wetland,Forest,Forest,Grassland
10279,Water,Wetland,Forest,Non_Water,Non_Wetland,Forest,Forest,Forest
10280,Water,Wetland,Forest,Water,Non_Wetland,Shrubland,Shrubland,Grassland
10281,Water,Wetland,Forest,Water,Non_Wetland,Shrubland,Shrubland,Wetland
10282,Water,Wetland,Forest,Water,Non_Wetland,Shrubland,Shrubland,Forest
10283,Water,Wetland,Forest,Water,Non_Wetland,Shrubland,Water,Grassland
10284,Water,Wetland,Forest,Water,Non_Wetland,Shrubland,Water,Water
10285,Water,Wetland,Forest,Water,Non_Wetland,Shrubland,Water,Forest
10286,Water,Wetland,Forest,Water,Non_Wetland,Shrubland,Forest,Grassland
10287,Water,Wetland,Forest,Water,Non_Wetland,Shrubland,Forest,Water
10288,Water,Wetland,Forest,Water,Non_Wetland,Shrubland,Forest,Forest
10289,Water,Wetland,Forest,Water,Non_Wetland,Wetland,Shrubland,Grassland
10290,Water,Wetland,Forest,Water,Non_Wetland,Wetland,Shrubland,Water
10291,Water,Wetland,Forest,Water,Non_Wetland,Wetland,Water,Grassland
10292,Water,Wetland,Forest,Water,Non_Wetland,Wetland,Water,Wetland
10293,Water,Wetland,Forest,Water,Non_Wetland,Wetland,Water,Water
10294,Water,Wetland,Forest,Water,Non_Wetland,Wetland,Water,Forest
10295,Water,Wetland,Forest,Water,Non_Wetland,Water,Shrubland,Grassland
10296,Water,Wetland,Forest,Water,Non_Wetland,Water,Shrubland,Water
10297,Water,Wetland,Forest,Water,Non_Wetland,Water,Water,Grassland
10298,Water,Wetland,Forest,Water,Non_Wetland,Water,Water,Wetland
10299,Water,Wetland,Forest,Water,Non_Wetland,Water,Water,Water
10300,Water,Wetland,Forest,Water,Non_Wetland,Water,Water,Forest
10301,Water,Wetland,Forest,Water,Non_Wetland,Water,Forest,Wetland
10302,Water,Wetland,Forest,Water,Non_Wetland,Water,Forest,Water
10303,Water,Wetland,Forest,Water,Non_Wetland,Water,Forest,Forest
10304,Water,Wetland,Forest,Water,Non_Wetland,Forest,Shrubland,Forest
10305,Water,Wetland,Forest,Water,Non_Wetland,Forest,Wetland,Grassland
10306,Water,Wetland,Forest,Water,Non_Wetland,Forest,Water,Grassland
10307,Water,Wetland,Forest,Water,Non_Wetland,Forest,Water,Water
10308,Water,Wetland,Forest,Water,Non_Wetland,Forest,Water,Forest
10309,Water,Wetland,Forest,Water,Non_Wetland,Forest,Forest,Grassland
10310,Water,Wetland,Forest,Water,Non_Wetland,Forest,Forest,Water
10311,Water,Wetland,Forest,Water,Non_Wetland,Forest,Forest,Forest
10312,Water,Bareland,NULL,Water,Non_Wetland,Water,Water,Water
10313,Water,Bareland,Shrubland,NULL,Non_Wetland,Water,Shrubland,Water
10314,Water,Bareland,Shrubland,NULL,Non_Wetland,Water,Forest,Water
10315,Water,Bareland,Shrubland,Water,Non_Wetland,Bareland,Water,Water
10316,Water,Bareland,Shrubland,Water,Non_Wetland,Water,Water,Water
10317,Water,Bareland,Cropland,NULL,Non_Wetland,Water,Water,Grassland
10318,Water,Bareland,Cropland,NULL,Non_Wetland,Water,Water,Water
10319,Water,Bareland,Cropland,Water,Non_Wetland,Water,Water,Bareland
10320,Water,Bareland,Cropland,Water,Non_Wetland,Water,Water,Water
10321,Water,Bareland,Cropland,Water,Non_Wetland,Water,Forest,Grassland
10322,Water,Bareland,Wetland,NULL,Wetland,NULL,NULL,Grassland
10323,Water,Bareland,Wetland,NULL,Wetland,Shrubland,Water,Water
10324,Water,Bareland,Wetland,NULL,Wetland,Shrubland,Water,Forest
10325,Water,Bareland,Wetland,NULL,Wetland,Bareland,NULL,Water
10326,Water,Bareland,Wetland,NULL,Wetland,Bareland,Shrubland,Water
10327,Water,Bareland,Wetland,NULL,Wetland,Bareland,Shrubland,Forest
10328,Water,Bareland,Wetland,NULL,Wetland,Bareland,Water,Grassland
10329,Water,Bareland,Wetland,NULL,Wetland,Bareland,Water,Water
10330,Water,Bareland,Wetland,NULL,Wetland,Water,Water,Bareland
10331,Water,Bareland,Wetland,NULL,Wetland,Water,Water,Water
10332,Water,Bareland,Wetland,NULL,Wetland,Water,Forest,Water
10333,Water,Bareland,Wetland,Non_Water,Wetland,NULL,Shrubland,Water
10334,Water,Bareland,Wetland,Non_Water,Wetland,NULL,Water,Cropland
10335,Water,Bareland,Wetland,Non_Water,Wetland,NULL,Water,Wetland
10336,Water,Bareland,Wetland,Non_Water,Wetland,Bareland,Water,Grassland
10337,Water,Bareland,Wetland,Non_Water,Wetland,Bareland,Water,Water
10338,Water,Bareland,Wetland,Non_Water,Wetland,Water,Water,Bareland
10339,Water,Bareland,Wetland,Non_Water,Wetland,Water,Water,Water
10340,Water,Bareland,Wetland,Water,Wetland,NULL,Water,Grassland
10341,Water,Bareland,Wetland,Water,Wetland,NULL,Water,Water
10342,Water,Bareland,Wetland,Water,Wetland,Shrubland,Water,Water
10343,Water,Bareland,Wetland,Water,Wetland,Bareland,NULL,Water
10344,Water,Bareland,Wetland,Water,Wetland,Bareland,Water,Grassland
10345,Water,Bareland,Wetland,Water,Wetland,Bareland,Water,Bareland
10346,Water,Bareland,Wetland,Water,Wetland,Bareland,Water,Water
10347,Water,Bareland,Wetland,Water,Wetland,Bareland,Water,Forest
10348,Water,Bareland,Wetland,Water,Wetland,Bareland,Forest,Water
10349,Water,Bareland,Wetland,Water,Wetland,Water,Water,Grassland
10350,Water,Bareland,Wetland,Water,Wetland,Water,Water,Cropland
10351,Water,Bareland,Wetland,Water,Wetland,Water,Water,Bareland
10352,Water,Bareland,Wetland,Water,Wetland,Water,Water,Water
10353,Water,Bareland,Wetland,Water,Wetland,Water,Water,Forest
10354,Water,Bareland,Wetland,Water,Wetland,Forest,Water,Grassland
10355,Water,Bareland,Wetland,Water,Wetland,Forest,Water,Water
10356,Water,Bareland,Bareland,Water,Non_Wetland,Water,Water,Water
10357,Water,Bareland,Water,NULL,Water,Shrubland,Water,Forest
10358,Water,Bareland,Water,NULL,Water,Water,Water,Water
10359,Water,Bareland,Water,Non_Water,Water,NULL,Water,Wetland
10360,Water,Bareland,Water,Non_Water,Water,Water,Water,Water
10361,Water,Bareland,Water,Non_Water,Water,Forest,Water,Wetland
10362,Water,Bareland,Water,Water,Water,NULL,Water,Water
10363,Water,Bareland,Water,Water,Water,Bareland,Water,Water
10364,Water,Bareland,Water,Water,Water,Water,Water,Wetland
10365,Water,Bareland,Water,Water,Water,Water,Water,Water
10366,Water,Bareland,Water,Water,Water,Water,Water,Forest
10367,Water,Bareland,Forest,NULL,Non_Wetland,Bareland,Water,Grassland
10368,Water,Bareland,Forest,Water,Non_Wetland,Water,Water,Grassland
10369,Water,Bareland,Forest,Water,Non_Wetland,Water,Water,Water
10370,Water,Bareland,Forest,Water,Non_Wetland,Water,Forest,Grassland
10371,Water,Built-up,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Wetland
10372,Water,Built-up,Shrubland,Water,Non_Wetland,Built-up,Built-up,Grassland
10373,Water,Built-up,Cropland,Water,Non_Wetland,Water,Built-up,Grassland
10374,Water,Built-up,Wetland,NULL,Wetland,Shrubland,Shrubland,Forest
10375,Water,Built-up,Built-up,Water,Non_Wetland,Forest,Forest,Grassland
10376,Water,Built-up,Water,NULL,Water,Bareland,Shrubland,Water
10377,Water,Built-up,Water,Water,Water,Water,Built-up,Grassland
10378,Water,Water,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
10379,Water,Water,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
10380,Water,Water,NULL,NULL,Non_Wetland,NULL,Shrubland,Forest
10381,Water,Water,NULL,NULL,Non_Wetland,NULL,Grassland,Water
10382,Water,Water,NULL,NULL,Non_Wetland,NULL,Grassland,Forest
10383,Water,Water,NULL,NULL,Non_Wetland,NULL,Wetland,Forest
10384,Water,Water,NULL,NULL,Non_Wetland,NULL,Water,Forest
10385,Water,Water,NULL,NULL,Non_Wetland,NULL,Forest,Water
10386,Water,Water,NULL,NULL,Non_Wetland,NULL,Forest,Forest
10387,Water,Water,NULL,NULL,Non_Wetland,Shrubland,NULL,Grassland
10388,Water,Water,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
10389,Water,Water,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
10390,Water,Water,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Water
10391,Water,Water,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Forest
10392,Water,Water,NULL,NULL,Non_Wetland,Shrubland,Grassland,Grassland
10393,Water,Water,NULL,NULL,Non_Wetland,Shrubland,Grassland,Water
10394,Water,Water,NULL,NULL,Non_Wetland,Shrubland,Grassland,Forest
10395,Water,Water,NULL,NULL,Non_Wetland,Shrubland,Wetland,Grassland
10396,Water,Water,NULL,NULL,Non_Wetland,Shrubland,Wetland,Wetland
10397,Water,Water,NULL,NULL,Non_Wetland,Shrubland,Wetland,Water
10398,Water,Water,NULL,NULL,Non_Wetland,Shrubland,Wetland,Forest
10399,Water,Water,NULL,NULL,Non_Wetland,Shrubland,Water,Wetland
10400,Water,Water,NULL,NULL,Non_Wetland,Shrubland,Water,Water
10401,Water,Water,NULL,NULL,Non_Wetland,Shrubland,Water,Forest
10402,Water,Water,NULL,NULL,Non_Wetland,Shrubland,Forest,Grassland
10403,Water,Water,NULL,NULL,Non_Wetland,Shrubland,Forest,Water
10404,Water,Water,NULL,NULL,Non_Wetland,Shrubland,Forest,Forest
10405,Water,Water,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
10406,Water,Water,NULL,NULL,Non_Wetland,Grassland,Grassland,Bareland
10407,Water,Water,NULL,NULL,Non_Wetland,Grassland,Grassland,Water
10408,Water,Water,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
10409,Water,Water,NULL,NULL,Non_Wetland,Grassland,Water,Grassland
10410,Water,Water,NULL,NULL,Non_Wetland,Grassland,Water,Water
10411,Water,Water,NULL,NULL,Non_Wetland,Grassland,Water,Forest
10412,Water,Water,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
10413,Water,Water,NULL,NULL,Non_Wetland,Cropland,Grassland,Forest
10414,Water,Water,NULL,NULL,Non_Wetland,Cropland,Forest,Forest
10415,Water,Water,NULL,NULL,Non_Wetland,Wetland,NULL,Grassland
10416,Water,Water,NULL,NULL,Non_Wetland,Wetland,NULL,Water
10417,Water,Water,NULL,NULL,Non_Wetland,Wetland,Shrubland,Grassland
10418,Water,Water,NULL,NULL,Non_Wetland,Wetland,Shrubland,Water
10419,Water,Water,NULL,NULL,Non_Wetland,Wetland,Shrubland,Forest
10420,Water,Water,NULL,NULL,Non_Wetland,Wetland,Grassland,Grassland
10421,Water,Water,NULL,NULL,Non_Wetland,Wetland,Grassland,Wetland
10422,Water,Water,NULL,NULL,Non_Wetland,Wetland,Grassland,Water
10423,Water,Water,NULL,NULL,Non_Wetland,Wetland,Grassland,Forest
10424,Water,Water,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
10425,Water,Water,NULL,NULL,Non_Wetland,Wetland,Wetland,Wetland
10426,Water,Water,NULL,NULL,Non_Wetland,Wetland,Wetland,Water
10427,Water,Water,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
10428,Water,Water,NULL,NULL,Non_Wetland,Wetland,Water,Grassland
10429,Water,Water,NULL,NULL,Non_Wetland,Wetland,Water,Wetland
10430,Water,Water,NULL,NULL,Non_Wetland,Wetland,Water,Water
10431,Water,Water,NULL,NULL,Non_Wetland,Wetland,Water,Forest
10432,Water,Water,NULL,NULL,Non_Wetland,Wetland,Forest,Wetland
10433,Water,Water,NULL,NULL,Non_Wetland,Wetland,Forest,Water
10434,Water,Water,NULL,NULL,Non_Wetland,Wetland,Forest,Forest
10435,Water,Water,NULL,NULL,Non_Wetland,Bareland,NULL,Forest
10436,Water,Water,NULL,NULL,Non_Wetland,Bareland,Shrubland,Forest
10437,Water,Water,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
10438,Water,Water,NULL,NULL,Non_Wetland,Bareland,Grassland,Water
10439,Water,Water,NULL,NULL,Non_Wetland,Bareland,Wetland,Forest
10440,Water,Water,NULL,NULL,Non_Wetland,Bareland,Water,Grassland
10441,Water,Water,NULL,NULL,Non_Wetland,Bareland,Water,Water
10442,Water,Water,NULL,NULL,Non_Wetland,Bareland,Water,Forest
10443,Water,Water,NULL,NULL,Non_Wetland,Bareland,Forest,Water
10444,Water,Water,NULL,NULL,Non_Wetland,Bareland,Forest,Forest
10445,Water,Water,NULL,NULL,Non_Wetland,Water,NULL,Grassland
10446,Water,Water,NULL,NULL,Non_Wetland,Water,Shrubland,Wetland
10447,Water,Water,NULL,NULL,Non_Wetland,Water,Shrubland,Water
10448,Water,Water,NULL,NULL,Non_Wetland,Water,Shrubland,Forest
10449,Water,Water,NULL,NULL,Non_Wetland,Water,Grassland,Grassland
10450,Water,Water,NULL,NULL,Non_Wetland,Water,Grassland,Wetland
10451,Water,Water,NULL,NULL,Non_Wetland,Water,Grassland,Bareland
10452,Water,Water,NULL,NULL,Non_Wetland,Water,Grassland,Water
10453,Water,Water,NULL,NULL,Non_Wetland,Water,Grassland,Forest
10454,Water,Water,NULL,NULL,Non_Wetland,Water,Wetland,Grassland
10455,Water,Water,NULL,NULL,Non_Wetland,Water,Wetland,Wetland
10456,Water,Water,NULL,NULL,Non_Wetland,Water,Wetland,Water
10457,Water,Water,NULL,NULL,Non_Wetland,Water,Wetland,Forest
10458,Water,Water,NULL,NULL,Non_Wetland,Water,Water,Grassland
10459,Water,Water,NULL,NULL,Non_Wetland,Water,Water,Wetland
10460,Water,Water,NULL,NULL,Non_Wetland,Water,Water,Water
10461,Water,Water,NULL,NULL,Non_Wetland,Water,Water,Forest
10462,Water,Water,NULL,NULL,Non_Wetland,Water,Forest,Grassland
10463,Water,Water,NULL,NULL,Non_Wetland,Water,Forest,Wetland
10464,Water,Water,NULL,NULL,Non_Wetland,Water,Forest,Water
10465,Water,Water,NULL,NULL,Non_Wetland,Water,Forest,Forest
10466,Water,Water,NULL,NULL,Non_Wetland,Forest,Shrubland,Water
10467,Water,Water,NULL,NULL,Non_Wetland,Forest,Shrubland,Forest
10468,Water,Water,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
10469,Water,Water,NULL,NULL,Non_Wetland,Forest,Wetland,Grassland
10470,Water,Water,NULL,NULL,Non_Wetland,Forest,Wetland,Wetland
10471,Water,Water,NULL,NULL,Non_Wetland,Forest,Wetland,Forest
10472,Water,Water,NULL,NULL,Non_Wetland,Forest,Water,Wetland
10473,Water,Water,NULL,NULL,Non_Wetland,Forest,Water,Water
10474,Water,Water,NULL,NULL,Non_Wetland,Forest,Water,Forest
10475,Water,Water,NULL,NULL,Non_Wetland,Forest,Forest,Wetland
10476,Water,Water,NULL,NULL,Non_Wetland,Forest,Forest,Water
10477,Water,Water,NULL,NULL,Non_Wetland,Forest,Forest,Forest
10478,Water,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
10479,Water,Water,NULL,Non_Water,Non_Wetland,NULL,Grassland,Grassland
10480,Water,Water,NULL,Non_Water,Non_Wetland,NULL,Water,Grassland
10481,Water,Water,NULL,Non_Water,Non_Wetland,NULL,Forest,Forest
10482,Water,Water,NULL,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
10483,Water,Water,NULL,Non_Water,Non_Wetland,Shrubland,Shrubland,Forest
10484,Water,Water,NULL,Non_Water,Non_Wetland,Shrubland,Grassland,Forest
10485,Water,Water,NULL,Non_Water,Non_Wetland,Shrubland,Wetland,Water
10486,Water,Water,NULL,Non_Water,Non_Wetland,Shrubland,Water,Wetland
10487,Water,Water,NULL,Non_Water,Non_Wetland,Grassland,NULL,Grassland
10488,Water,Water,NULL,Non_Water,Non_Wetland,Grassland,Water,Grassland
10489,Water,Water,NULL,Non_Water,Non_Wetland,Grassland,Water,Water
10490,Water,Water,NULL,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
10491,Water,Water,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
10492,Water,Water,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Water
10493,Water,Water,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Forest
10494,Water,Water,NULL,Non_Water,Non_Wetland,Wetland,Water,Grassland
10495,Water,Water,NULL,Non_Water,Non_Wetland,Wetland,Water,Water
10496,Water,Water,NULL,Non_Water,Non_Wetland,Wetland,Water,Forest
10497,Water,Water,NULL,Non_Water,Non_Wetland,Bareland,NULL,Grassland
10498,Water,Water,NULL,Non_Water,Non_Wetland,Bareland,Shrubland,Forest
10499,Water,Water,NULL,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
10500,Water,Water,NULL,Non_Water,Non_Wetland,Bareland,Water,Grassland
10501,Water,Water,NULL,Non_Water,Non_Wetland,Bareland,Water,Water
10502,Water,Water,NULL,Non_Water,Non_Wetland,Bareland,Water,Forest
10503,Water,Water,NULL,Non_Water,Non_Wetland,Bareland,Forest,Grassland
10504,Water,Water,NULL,Non_Water,Non_Wetland,Bareland,Forest,Forest
10505,Water,Water,NULL,Non_Water,Non_Wetland,Water,NULL,Water
10506,Water,Water,NULL,Non_Water,Non_Wetland,Water,Shrubland,Wetland
10507,Water,Water,NULL,Non_Water,Non_Wetland,Water,Shrubland,Forest
10508,Water,Water,NULL,Non_Water,Non_Wetland,Water,Grassland,Grassland
10509,Water,Water,NULL,Non_Water,Non_Wetland,Water,Grassland,Wetland
10510,Water,Water,NULL,Non_Water,Non_Wetland,Water,Grassland,Water
10511,Water,Water,NULL,Non_Water,Non_Wetland,Water,Wetland,Grassland
10512,Water,Water,NULL,Non_Water,Non_Wetland,Water,Wetland,Wetland
10513,Water,Water,NULL,Non_Water,Non_Wetland,Water,Wetland,Water
