Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_22NFG_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22NFG_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22NFG_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_22NFG_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22NFG_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22NFG_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22NFG_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_22NFG_M_R
1905,Cropland,NULL,Wetland,NULL,Wetland,Cropland,Wetland,Forest
1906,Cropland,NULL,Wetland,NULL,Wetland,Cropland,Water,Wetland
1907,Cropland,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Wetland
1908,Cropland,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
1909,Cropland,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Cropland
1910,Cropland,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
1911,Cropland,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Bareland
1912,Cropland,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Water
1913,Cropland,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Forest
1914,Cropland,NULL,Wetland,NULL,Wetland,Wetland,Water,Grassland
1915,Cropland,NULL,Wetland,NULL,Wetland,Wetland,Water,Cropland
1916,Cropland,NULL,Wetland,NULL,Wetland,Wetland,Water,Wetland
1917,Cropland,NULL,Wetland,NULL,Wetland,Wetland,Water,Bareland
1918,Cropland,NULL,Wetland,NULL,Wetland,Wetland,Water,Water
1919,Cropland,NULL,Wetland,NULL,Wetland,Wetland,Water,Forest
1920,Cropland,NULL,Wetland,NULL,Wetland,Bareland,Wetland,Grassland
1921,Cropland,NULL,Wetland,NULL,Wetland,Bareland,Wetland,Wetland
1922,Cropland,NULL,Wetland,NULL,Wetland,Bareland,Water,Grassland
1923,Cropland,NULL,Wetland,NULL,Wetland,Bareland,Water,Wetland
1924,Cropland,NULL,Wetland,NULL,Wetland,Water,Grassland,Wetland
1925,Cropland,NULL,Wetland,NULL,Wetland,Water,Wetland,Grassland
1926,Cropland,NULL,Wetland,NULL,Wetland,Water,Wetland,Wetland
1927,Cropland,NULL,Wetland,NULL,Wetland,Water,Wetland,Bareland
1928,Cropland,NULL,Wetland,NULL,Wetland,Water,Wetland,Water
1929,Cropland,NULL,Wetland,NULL,Wetland,Water,Wetland,Forest
1930,Cropland,NULL,Wetland,NULL,Wetland,Water,Water,Grassland
1931,Cropland,NULL,Wetland,NULL,Wetland,Water,Water,Wetland
1932,Cropland,NULL,Wetland,NULL,Wetland,Water,Water,Bareland
1933,Cropland,NULL,Wetland,NULL,Wetland,Water,Water,Water
1934,Cropland,NULL,Wetland,NULL,Wetland,Water,Water,Forest
1935,Cropland,NULL,Wetland,Non_Water,NULL,Grassland,Grassland,Grassland
1936,Cropland,NULL,Wetland,Non_Water,NULL,Grassland,Grassland,Wetland
1937,Cropland,NULL,Wetland,Non_Water,NULL,Grassland,Water,Wetland
1938,Cropland,NULL,Wetland,Non_Water,NULL,Wetland,Grassland,Grassland
1939,Cropland,NULL,Wetland,Non_Water,NULL,Wetland,Grassland,Wetland
1940,Cropland,NULL,Wetland,Non_Water,NULL,Wetland,Water,Wetland
1941,Cropland,NULL,Wetland,Non_Water,NULL,Wetland,Water,Water
1942,Cropland,NULL,Wetland,Non_Water,Wetland,NULL,Wetland,Grassland
1943,Cropland,NULL,Wetland,Non_Water,Wetland,NULL,Wetland,Wetland
1944,Cropland,NULL,Wetland,Non_Water,Wetland,NULL,Water,Wetland
1945,Cropland,NULL,Wetland,Non_Water,Wetland,Grassland,Grassland,Grassland
1946,Cropland,NULL,Wetland,Non_Water,Wetland,Grassland,Grassland,Wetland
1947,Cropland,NULL,Wetland,Non_Water,Wetland,Grassland,Grassland,Forest
1948,Cropland,NULL,Wetland,Non_Water,Wetland,Grassland,Wetland,Wetland
1949,Cropland,NULL,Wetland,Non_Water,Wetland,Grassland,Water,Grassland
1950,Cropland,NULL,Wetland,Non_Water,Wetland,Grassland,Water,Wetland
1951,Cropland,NULL,Wetland,Non_Water,Wetland,Grassland,Water,Water
1952,Cropland,NULL,Wetland,Non_Water,Wetland,Cropland,Wetland,Grassland
1953,Cropland,NULL,Wetland,Non_Water,Wetland,Cropland,Wetland,Cropland
1954,Cropland,NULL,Wetland,Non_Water,Wetland,Cropland,Wetland,Wetland
1955,Cropland,NULL,Wetland,Non_Water,Wetland,Cropland,Water,Grassland
1956,Cropland,NULL,Wetland,Non_Water,Wetland,Cropland,Water,Wetland
1957,Cropland,NULL,Wetland,Non_Water,Wetland,Cropland,Water,Water
1958,Cropland,NULL,Wetland,Non_Water,Wetland,Wetland,Grassland,Grassland
1959,Cropland,NULL,Wetland,Non_Water,Wetland,Wetland,Grassland,Wetland
1960,Cropland,NULL,Wetland,Non_Water,Wetland,Wetland,Grassland,Bareland
1961,Cropland,NULL,Wetland,Non_Water,Wetland,Wetland,Grassland,Forest
1962,Cropland,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
1963,Cropland,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Wetland
1964,Cropland,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Bareland
1965,Cropland,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Water
1966,Cropland,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
1967,Cropland,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Grassland
1968,Cropland,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Cropland
1969,Cropland,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Wetland
1970,Cropland,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Bareland
1971,Cropland,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Water
1972,Cropland,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Forest
1973,Cropland,NULL,Wetland,Non_Water,Wetland,Wetland,Forest,Forest
1974,Cropland,NULL,Wetland,Non_Water,Wetland,Bareland,Wetland,Wetland
1975,Cropland,NULL,Wetland,Non_Water,Wetland,Bareland,Water,Grassland
1976,Cropland,NULL,Wetland,Non_Water,Wetland,Bareland,Water,Wetland
1977,Cropland,NULL,Wetland,Non_Water,Wetland,Bareland,Water,Bareland
1978,Cropland,NULL,Wetland,Non_Water,Wetland,Bareland,Water,Water
1979,Cropland,NULL,Wetland,Non_Water,Wetland,Water,Grassland,Wetland
1980,Cropland,NULL,Wetland,Non_Water,Wetland,Water,Grassland,Forest
1981,Cropland,NULL,Wetland,Non_Water,Wetland,Water,Wetland,Grassland
1982,Cropland,NULL,Wetland,Non_Water,Wetland,Water,Wetland,Wetland
1983,Cropland,NULL,Wetland,Non_Water,Wetland,Water,Water,Grassland
1984,Cropland,NULL,Wetland,Non_Water,Wetland,Water,Water,Wetland
1985,Cropland,NULL,Wetland,Non_Water,Wetland,Water,Water,Bareland
1986,Cropland,NULL,Wetland,Non_Water,Wetland,Water,Water,Water
1987,Cropland,NULL,Wetland,Non_Water,Wetland,Water,Water,Forest
1988,Cropland,NULL,Wetland,Non_Water,Wetland,Water,Forest,Forest
1989,Cropland,NULL,Wetland,Non_Water,Wetland,Forest,Grassland,Forest
1990,Cropland,NULL,Wetland,Water,NULL,Grassland,Water,Wetland
1991,Cropland,NULL,Wetland,Water,NULL,Wetland,Water,Wetland
1992,Cropland,NULL,Wetland,Water,NULL,Water,Water,Wetland
1993,Cropland,NULL,Wetland,Water,Wetland,NULL,Water,Water
1994,Cropland,NULL,Wetland,Water,Wetland,Grassland,Grassland,Wetland
1995,Cropland,NULL,Wetland,Water,Wetland,Grassland,Water,Wetland
1996,Cropland,NULL,Wetland,Water,Wetland,Grassland,Water,Bareland
1997,Cropland,NULL,Wetland,Water,Wetland,Cropland,Water,Grassland
1998,Cropland,NULL,Wetland,Water,Wetland,Cropland,Water,Wetland
1999,Cropland,NULL,Wetland,Water,Wetland,Cropland,Water,Water
2000,Cropland,NULL,Wetland,Water,Wetland,Wetland,Grassland,Grassland
2001,Cropland,NULL,Wetland,Water,Wetland,Wetland,Grassland,Wetland
2002,Cropland,NULL,Wetland,Water,Wetland,Wetland,Grassland,Water
2003,Cropland,NULL,Wetland,Water,Wetland,Wetland,Grassland,Forest
2004,Cropland,NULL,Wetland,Water,Wetland,Wetland,Wetland,Grassland
2005,Cropland,NULL,Wetland,Water,Wetland,Wetland,Wetland,Wetland
2006,Cropland,NULL,Wetland,Water,Wetland,Wetland,Wetland,Bareland
2007,Cropland,NULL,Wetland,Water,Wetland,Wetland,Wetland,Water
2008,Cropland,NULL,Wetland,Water,Wetland,Wetland,Wetland,Forest
2009,Cropland,NULL,Wetland,Water,Wetland,Wetland,Water,Grassland
2010,Cropland,NULL,Wetland,Water,Wetland,Wetland,Water,Wetland
2011,Cropland,NULL,Wetland,Water,Wetland,Wetland,Water,Bareland
2012,Cropland,NULL,Wetland,Water,Wetland,Wetland,Water,Water
2013,Cropland,NULL,Wetland,Water,Wetland,Wetland,Water,Forest
2014,Cropland,NULL,Wetland,Water,Wetland,Wetland,Forest,Forest
2015,Cropland,NULL,Wetland,Water,Wetland,Bareland,Water,Grassland
2016,Cropland,NULL,Wetland,Water,Wetland,Bareland,Water,Wetland
2017,Cropland,NULL,Wetland,Water,Wetland,Bareland,Water,Water
2018,Cropland,NULL,Wetland,Water,Wetland,Water,Grassland,Wetland
2019,Cropland,NULL,Wetland,Water,Wetland,Water,Wetland,Grassland
2020,Cropland,NULL,Wetland,Water,Wetland,Water,Wetland,Wetland
2021,Cropland,NULL,Wetland,Water,Wetland,Water,Wetland,Bareland
2022,Cropland,NULL,Wetland,Water,Wetland,Water,Wetland,Water
2023,Cropland,NULL,Wetland,Water,Wetland,Water,Wetland,Forest
2024,Cropland,NULL,Wetland,Water,Wetland,Water,Water,Grassland
2025,Cropland,NULL,Wetland,Water,Wetland,Water,Water,Wetland
2026,Cropland,NULL,Wetland,Water,Wetland,Water,Water,Bareland
2027,Cropland,NULL,Wetland,Water,Wetland,Water,Water,Water
2028,Cropland,NULL,Wetland,Water,Wetland,Water,Water,Forest
2029,Cropland,NULL,Wetland,Water,Wetland,Water,Forest,Forest
2030,Cropland,NULL,Built-up,NULL,Non_Wetland,Wetland,Wetland,Wetland
2031,Cropland,NULL,Water,NULL,Water,Cropland,Wetland,Cropland
2032,Cropland,NULL,Water,NULL,Water,Cropland,Wetland,Wetland
2033,Cropland,NULL,Water,NULL,Water,Wetland,Wetland,Grassland
2034,Cropland,NULL,Water,NULL,Water,Wetland,Wetland,Wetland
2035,Cropland,NULL,Water,NULL,Water,Wetland,Wetland,Water
2036,Cropland,NULL,Water,NULL,Water,Wetland,Wetland,Forest
2037,Cropland,NULL,Water,NULL,Water,Wetland,Water,Grassland
2038,Cropland,NULL,Water,NULL,Water,Bareland,Wetland,Grassland
2039,Cropland,NULL,Water,Non_Water,Water,Cropland,Water,Grassland
2040,Cropland,NULL,Water,Non_Water,Water,Cropland,Water,Cropland
2041,Cropland,NULL,Water,Non_Water,Water,Cropland,Water,Wetland
2042,Cropland,NULL,Water,Non_Water,Water,Wetland,Wetland,Grassland
2043,Cropland,NULL,Water,Non_Water,Water,Wetland,Wetland,Wetland
2044,Cropland,NULL,Water,Non_Water,Water,Wetland,Water,Grassland
2045,Cropland,NULL,Water,Non_Water,Water,Wetland,Water,Wetland
2046,Cropland,NULL,Water,Non_Water,Water,Wetland,Water,Water
2047,Cropland,NULL,Water,Non_Water,Water,Bareland,Water,Grassland
2048,Cropland,NULL,Water,Non_Water,Water,Bareland,Water,Wetland
2049,Cropland,NULL,Water,Non_Water,Water,Water,Water,Wetland
2050,Cropland,NULL,Water,Water,Water,Cropland,Water,Wetland
2051,Cropland,NULL,Water,Water,Water,Cropland,Water,Water
2052,Cropland,NULL,Water,Water,Water,Wetland,Water,Grassland
2053,Cropland,NULL,Water,Water,Water,Wetland,Water,Wetland
2054,Cropland,NULL,Water,Water,Water,Wetland,Water,Water
2055,Cropland,NULL,Water,Water,Water,Bareland,Water,Wetland
2056,Cropland,NULL,Water,Water,Water,Bareland,Water,Water
2057,Cropland,NULL,Water,Water,Water,Water,Water,Wetland
2058,Cropland,NULL,Water,Water,Water,Water,Water,Water
2059,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,Grassland
2060,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,Wetland
2061,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
2062,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
2063,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
2064,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
2065,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
2066,Cropland,NULL,Forest,NULL,Non_Wetland,Cropland,Wetland,Grassland
2067,Cropland,NULL,Forest,NULL,Non_Wetland,Cropland,Wetland,Wetland
2068,Cropland,NULL,Forest,NULL,Non_Wetland,Cropland,Wetland,Forest
2069,Cropland,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
2070,Cropland,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Wetland
2071,Cropland,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
2072,Cropland,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
2073,Cropland,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Cropland
2074,Cropland,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Wetland
2075,Cropland,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Water
2076,Cropland,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
2077,Cropland,NULL,Forest,NULL,Non_Wetland,Wetland,Water,Grassland
2078,Cropland,NULL,Forest,NULL,Non_Wetland,Wetland,Water,Wetland
2079,Cropland,NULL,Forest,NULL,Non_Wetland,Wetland,Water,Bareland
2080,Cropland,NULL,Forest,NULL,Non_Wetland,Wetland,Water,Water
2081,Cropland,NULL,Forest,NULL,Non_Wetland,Wetland,Water,Forest
2082,Cropland,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Wetland
2083,Cropland,NULL,Forest,NULL,Non_Wetland,Bareland,Wetland,Grassland
2084,Cropland,NULL,Forest,NULL,Non_Wetland,Bareland,Wetland,Cropland
2085,Cropland,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Grassland
2086,Cropland,NULL,Forest,NULL,Non_Wetland,Water,Wetland,Wetland
2087,Cropland,NULL,Forest,NULL,Non_Wetland,Water,Water,Wetland
2088,Cropland,NULL,Forest,NULL,Non_Wetland,Water,Water,Bareland
2089,Cropland,NULL,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
2090,Cropland,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Forest
2091,Cropland,NULL,Forest,Non_Water,Non_Wetland,NULL,Wetland,Forest
2092,Cropland,NULL,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
2093,Cropland,NULL,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Wetland
2094,Cropland,NULL,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Forest
2095,Cropland,NULL,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Forest
2096,Cropland,NULL,Forest,Non_Water,Non_Wetland,Grassland,Forest,Forest
2097,Cropland,NULL,Forest,Non_Water,Non_Wetland,Cropland,Wetland,Grassland
2098,Cropland,NULL,Forest,Non_Water,Non_Wetland,Cropland,Wetland,Wetland
2099,Cropland,NULL,Forest,Non_Water,Non_Wetland,Cropland,Water,Wetland
2100,Cropland,NULL,Forest,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
2101,Cropland,NULL,Forest,Non_Water,Non_Wetland,Wetland,Grassland,Wetland
2102,Cropland,NULL,Forest,Non_Water,Non_Wetland,Wetland,Grassland,Forest
2103,Cropland,NULL,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
2104,Cropland,NULL,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
2105,Cropland,NULL,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Forest
2106,Cropland,NULL,Forest,Non_Water,Non_Wetland,Wetland,Water,Grassland
2107,Cropland,NULL,Forest,Non_Water,Non_Wetland,Wetland,Water,Wetland
2108,Cropland,NULL,Forest,Non_Water,Non_Wetland,Wetland,Water,Forest
2109,Cropland,NULL,Forest,Non_Water,Non_Wetland,Wetland,Forest,Forest
2110,Cropland,NULL,Forest,Non_Water,Non_Wetland,Water,Grassland,Forest
2111,Cropland,NULL,Forest,Non_Water,Non_Wetland,Water,Forest,Forest
2112,Cropland,NULL,Forest,Non_Water,Non_Wetland,Forest,Grassland,Forest
2113,Cropland,NULL,Forest,Water,Non_Wetland,Grassland,Grassland,Forest
2114,Cropland,NULL,Forest,Water,Non_Wetland,Cropland,Wetland,Wetland
2115,Cropland,NULL,Forest,Water,Non_Wetland,Cropland,Water,Wetland
2116,Cropland,NULL,Forest,Water,Non_Wetland,Wetland,Grassland,Wetland
2117,Cropland,NULL,Forest,Water,Non_Wetland,Wetland,Grassland,Forest
2118,Cropland,NULL,Forest,Water,Non_Wetland,Wetland,Water,Grassland
2119,Cropland,NULL,Forest,Water,Non_Wetland,Wetland,Water,Wetland
2120,Cropland,NULL,Forest,Water,Non_Wetland,Wetland,Water,Water
2121,Cropland,NULL,Forest,Water,Non_Wetland,Bareland,Water,Grassland
2122,Cropland,NULL,Forest,Water,Non_Wetland,Water,Grassland,Forest
2123,Cropland,Cropland,NULL,NULL,Non_Wetland,Cropland,Wetland,Wetland
2124,Cropland,Cropland,NULL,NULL,Non_Wetland,Cropland,Water,Wetland
2125,Cropland,Cropland,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
2126,Cropland,Cropland,NULL,NULL,Non_Wetland,Wetland,Wetland,Cropland
2127,Cropland,Cropland,NULL,NULL,Non_Wetland,Wetland,Wetland,Wetland
2128,Cropland,Cropland,NULL,NULL,Non_Wetland,Wetland,Water,Wetland
2129,Cropland,Cropland,NULL,NULL,Non_Wetland,Bareland,Water,Wetland
2130,Cropland,Cropland,NULL,Non_Water,Non_Wetland,Cropland,Wetland,Water
2131,Cropland,Cropland,NULL,Non_Water,Non_Wetland,Cropland,Water,Wetland
2132,Cropland,Cropland,NULL,Non_Water,Non_Wetland,Cropland,Water,Water
2133,Cropland,Cropland,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
2134,Cropland,Cropland,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
2135,Cropland,Cropland,NULL,Non_Water,Non_Wetland,Wetland,Water,Grassland
2136,Cropland,Cropland,NULL,Non_Water,Non_Wetland,Wetland,Water,Wetland
2137,Cropland,Cropland,NULL,Non_Water,Non_Wetland,Bareland,Water,Wetland
2138,Cropland,Cropland,NULL,Non_Water,Non_Wetland,Bareland,Water,Water
2139,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Wetland
2140,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Wetland,Grassland
2141,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Wetland,Cropland
2142,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Wetland,Wetland
2143,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Wetland,Bareland
2144,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Water,Grassland
2145,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Water,Bareland
2146,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
2147,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Cropland
2148,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Wetland
2149,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Bareland
2150,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
2151,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Grassland
2152,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Water,Grassland
2153,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Water,Wetland
2154,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
2155,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Cropland
2156,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Wetland
2157,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Water,Wetland
2158,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Water,Forest
2159,Cropland,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Wetland
2160,Cropland,Cropland,Shrubland,Non_Water,Non_Wetland,Cropland,Wetland,Grassland
2161,Cropland,Cropland,Shrubland,Non_Water,Non_Wetland,Cropland,Wetland,Wetland
2162,Cropland,Cropland,Shrubland,Non_Water,Non_Wetland,Cropland,Water,Grassland
2163,Cropland,Cropland,Shrubland,Non_Water,Non_Wetland,Cropland,Water,Cropland
2164,Cropland,Cropland,Shrubland,Non_Water,Non_Wetland,Cropland,Water,Wetland
2165,Cropland,Cropland,Shrubland,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
2166,Cropland,Cropland,Shrubland,Non_Water,Non_Wetland,Wetland,Grassland,Wetland
2167,Cropland,Cropland,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
2168,Cropland,Cropland,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
2169,Cropland,Cropland,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Water
2170,Cropland,Cropland,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Grassland
2171,Cropland,Cropland,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Cropland
2172,Cropland,Cropland,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Wetland
2173,Cropland,Cropland,Shrubland,Non_Water,Non_Wetland,Bareland,Wetland,Grassland
2174,Cropland,Cropland,Shrubland,Non_Water,Non_Wetland,Bareland,Wetland,Wetland
2175,Cropland,Cropland,Shrubland,Non_Water,Non_Wetland,Bareland,Water,Wetland
2176,Cropland,Cropland,Shrubland,Non_Water,Non_Wetland,Water,Grassland,Grassland
2177,Cropland,Cropland,Shrubland,Non_Water,Non_Wetland,Water,Grassland,Wetland
2178,Cropland,Cropland,Shrubland,Non_Water,Non_Wetland,Water,Water,Grassland
2179,Cropland,Cropland,Shrubland,Non_Water,Non_Wetland,Water,Water,Wetland
2180,Cropland,Cropland,Shrubland,Water,Non_Wetland,Wetland,Grassland,Grassland
2181,Cropland,Cropland,Shrubland,Water,Non_Wetland,Wetland,Grassland,Wetland
2182,Cropland,Cropland,Shrubland,Water,Non_Wetland,Wetland,Wetland,Wetland
2183,Cropland,Cropland,Shrubland,Water,Non_Wetland,Wetland,Water,Grassland
2184,Cropland,Cropland,Shrubland,Water,Non_Wetland,Wetland,Water,Wetland
2185,Cropland,Cropland,Shrubland,Water,Non_Wetland,Wetland,Water,Water
2186,Cropland,Cropland,Shrubland,Water,Non_Wetland,Water,Grassland,Grassland
2187,Cropland,Cropland,Shrubland,Water,Non_Wetland,Water,Grassland,Wetland
2188,Cropland,Cropland,Shrubland,Water,Non_Wetland,Water,Water,Wetland
2189,Cropland,Cropland,Grassland,NULL,Non_Wetland,Cropland,Wetland,Grassland
2190,Cropland,Cropland,Grassland,NULL,Non_Wetland,Wetland,Wetland,Grassland
2191,Cropland,Cropland,Grassland,NULL,Non_Wetland,Wetland,Wetland,Wetland
2192,Cropland,Cropland,Grassland,NULL,Non_Wetland,Wetland,Wetland,Forest
2193,Cropland,Cropland,Grassland,NULL,Non_Wetland,Wetland,Water,Wetland
2194,Cropland,Cropland,Grassland,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
2195,Cropland,Cropland,Grassland,Non_Water,Non_Wetland,Wetland,Grassland,Wetland
2196,Cropland,Cropland,Grassland,Non_Water,Non_Wetland,Wetland,Water,Grassland
2197,Cropland,Cropland,Grassland,Non_Water,Non_Wetland,Wetland,Water,Wetland
2198,Cropland,Cropland,Grassland,Non_Water,Non_Wetland,Water,Grassland,Wetland
2199,Cropland,Cropland,Grassland,Water,Non_Wetland,Water,Water,Wetland
2200,Cropland,Cropland,Wetland,NULL,Wetland,NULL,Wetland,Wetland
2201,Cropland,Cropland,Wetland,NULL,Wetland,NULL,Wetland,Forest
2202,Cropland,Cropland,Wetland,NULL,Wetland,Grassland,Wetland,Wetland
2203,Cropland,Cropland,Wetland,NULL,Wetland,Cropland,Wetland,Grassland
2204,Cropland,Cropland,Wetland,NULL,Wetland,Cropland,Wetland,Wetland
2205,Cropland,Cropland,Wetland,NULL,Wetland,Cropland,Water,Grassland
2206,Cropland,Cropland,Wetland,NULL,Wetland,Cropland,Water,Wetland
2207,Cropland,Cropland,Wetland,NULL,Wetland,Wetland,Grassland,Wetland
2208,Cropland,Cropland,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
2209,Cropland,Cropland,Wetland,NULL,Wetland,Wetland,Wetland,Cropland
2210,Cropland,Cropland,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
2211,Cropland,Cropland,Wetland,NULL,Wetland,Wetland,Wetland,Bareland
2212,Cropland,Cropland,Wetland,NULL,Wetland,Wetland,Wetland,Water
2213,Cropland,Cropland,Wetland,NULL,Wetland,Wetland,Wetland,Forest
2214,Cropland,Cropland,Wetland,NULL,Wetland,Wetland,Water,Grassland
2215,Cropland,Cropland,Wetland,NULL,Wetland,Wetland,Water,Wetland
2216,Cropland,Cropland,Wetland,NULL,Wetland,Wetland,Water,Bareland
2217,Cropland,Cropland,Wetland,NULL,Wetland,Wetland,Water,Forest
2218,Cropland,Cropland,Wetland,NULL,Wetland,Bareland,Wetland,Wetland
2219,Cropland,Cropland,Wetland,NULL,Wetland,Water,Grassland,Wetland
2220,Cropland,Cropland,Wetland,NULL,Wetland,Water,Wetland,Grassland
2221,Cropland,Cropland,Wetland,NULL,Wetland,Water,Wetland,Wetland
2222,Cropland,Cropland,Wetland,NULL,Wetland,Water,Wetland,Forest
2223,Cropland,Cropland,Wetland,NULL,Wetland,Water,Water,Grassland
2224,Cropland,Cropland,Wetland,NULL,Wetland,Water,Water,Wetland
2225,Cropland,Cropland,Wetland,NULL,Wetland,Water,Water,Water
2226,Cropland,Cropland,Wetland,NULL,Wetland,Forest,Grassland,Wetland
2227,Cropland,Cropland,Wetland,Non_Water,NULL,Wetland,Wetland,Grassland
2228,Cropland,Cropland,Wetland,Non_Water,NULL,Wetland,Wetland,Wetland
2229,Cropland,Cropland,Wetland,Non_Water,NULL,Wetland,Water,Grassland
2230,Cropland,Cropland,Wetland,Non_Water,NULL,Water,Wetland,Wetland
2231,Cropland,Cropland,Wetland,Non_Water,Wetland,NULL,Grassland,Wetland
2232,Cropland,Cropland,Wetland,Non_Water,Wetland,Grassland,Grassland,Wetland
2233,Cropland,Cropland,Wetland,Non_Water,Wetland,Cropland,Water,Wetland
2234,Cropland,Cropland,Wetland,Non_Water,Wetland,Wetland,Grassland,Grassland
2235,Cropland,Cropland,Wetland,Non_Water,Wetland,Wetland,Grassland,Wetland
2236,Cropland,Cropland,Wetland,Non_Water,Wetland,Wetland,Grassland,Forest
2237,Cropland,Cropland,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
