Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_22LEN_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22LEN_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22LEN_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_22LEN_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22LEN_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22LEN_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22LEN_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_22LEN_M_R
9184,Water,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Water
9185,Water,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
9186,Water,NULL,Cropland,NULL,Non_Wetland,Wetland,NULL,Grassland
9187,Water,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
9188,Water,NULL,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Forest
9189,Water,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
9190,Water,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
9191,Water,NULL,Cropland,Non_Water,Non_Wetland,NULL,Water,Grassland
9192,Water,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,Shrubland,Water
9193,Water,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Water,Grassland
9194,Water,NULL,Cropland,Non_Water,Non_Wetland,Water,NULL,Water
9195,Water,NULL,Cropland,Water,Non_Wetland,NULL,Water,Grassland
9196,Water,NULL,Cropland,Water,Non_Wetland,Shrubland,Grassland,Grassland
9197,Water,NULL,Cropland,Water,Non_Wetland,Grassland,Water,Grassland
9198,Water,NULL,Cropland,Water,Non_Wetland,Wetland,Wetland,Grassland
9199,Water,NULL,Cropland,Water,Non_Wetland,Bareland,Water,Grassland
9200,Water,NULL,Cropland,Water,Non_Wetland,Bareland,Water,Water
9201,Water,NULL,Cropland,Water,Non_Wetland,Water,NULL,Water
9202,Water,NULL,Cropland,Water,Non_Wetland,Water,Water,Water
9203,Water,NULL,Wetland,NULL,Wetland,NULL,Shrubland,Grassland
9204,Water,NULL,Wetland,NULL,Wetland,NULL,Shrubland,Forest
9205,Water,NULL,Wetland,NULL,Wetland,NULL,Grassland,Grassland
9206,Water,NULL,Wetland,NULL,Wetland,NULL,Wetland,Grassland
9207,Water,NULL,Wetland,NULL,Wetland,NULL,Water,Water
9208,Water,NULL,Wetland,NULL,Wetland,NULL,Water,Forest
9209,Water,NULL,Wetland,NULL,Wetland,NULL,Forest,Forest
9210,Water,NULL,Wetland,NULL,Wetland,Shrubland,NULL,Grassland
9211,Water,NULL,Wetland,NULL,Wetland,Shrubland,NULL,Forest
9212,Water,NULL,Wetland,NULL,Wetland,Shrubland,Shrubland,NULL
9213,Water,NULL,Wetland,NULL,Wetland,Shrubland,Shrubland,Grassland
9214,Water,NULL,Wetland,NULL,Wetland,Shrubland,Shrubland,Wetland
9215,Water,NULL,Wetland,NULL,Wetland,Shrubland,Shrubland,Water
9216,Water,NULL,Wetland,NULL,Wetland,Shrubland,Shrubland,Forest
9217,Water,NULL,Wetland,NULL,Wetland,Shrubland,Grassland,Grassland
9218,Water,NULL,Wetland,NULL,Wetland,Shrubland,Grassland,Wetland
9219,Water,NULL,Wetland,NULL,Wetland,Shrubland,Wetland,Grassland
9220,Water,NULL,Wetland,NULL,Wetland,Shrubland,Wetland,Wetland
9221,Water,NULL,Wetland,NULL,Wetland,Shrubland,Wetland,Forest
9222,Water,NULL,Wetland,NULL,Wetland,Shrubland,Water,NULL
9223,Water,NULL,Wetland,NULL,Wetland,Shrubland,Water,Grassland
9224,Water,NULL,Wetland,NULL,Wetland,Shrubland,Water,Wetland
9225,Water,NULL,Wetland,NULL,Wetland,Shrubland,Water,Water
9226,Water,NULL,Wetland,NULL,Wetland,Shrubland,Water,Forest
9227,Water,NULL,Wetland,NULL,Wetland,Shrubland,Forest,Grassland
9228,Water,NULL,Wetland,NULL,Wetland,Shrubland,Forest,Wetland
9229,Water,NULL,Wetland,NULL,Wetland,Shrubland,Forest,Water
9230,Water,NULL,Wetland,NULL,Wetland,Shrubland,Forest,Forest
9231,Water,NULL,Wetland,NULL,Wetland,Grassland,NULL,NULL
9232,Water,NULL,Wetland,NULL,Wetland,Grassland,Shrubland,Grassland
9233,Water,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
9234,Water,NULL,Wetland,NULL,Wetland,Grassland,Water,Grassland
9235,Water,NULL,Wetland,NULL,Wetland,Wetland,Shrubland,NULL
9236,Water,NULL,Wetland,NULL,Wetland,Wetland,Shrubland,Grassland
9237,Water,NULL,Wetland,NULL,Wetland,Wetland,Shrubland,Wetland
9238,Water,NULL,Wetland,NULL,Wetland,Wetland,Shrubland,Water
9239,Water,NULL,Wetland,NULL,Wetland,Wetland,Shrubland,Forest
9240,Water,NULL,Wetland,NULL,Wetland,Wetland,Wetland,NULL
9241,Water,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
9242,Water,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
9243,Water,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Water
9244,Water,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Forest
9245,Water,NULL,Wetland,NULL,Wetland,Wetland,Water,Grassland
9246,Water,NULL,Wetland,NULL,Wetland,Wetland,Water,Wetland
9247,Water,NULL,Wetland,NULL,Wetland,Wetland,Water,Water
9248,Water,NULL,Wetland,NULL,Wetland,Wetland,Water,Forest
9249,Water,NULL,Wetland,NULL,Wetland,Wetland,Forest,Grassland
9250,Water,NULL,Wetland,NULL,Wetland,Wetland,Forest,Wetland
9251,Water,NULL,Wetland,NULL,Wetland,Wetland,Forest,Forest
9252,Water,NULL,Wetland,NULL,Wetland,Bareland,NULL,Grassland
9253,Water,NULL,Wetland,NULL,Wetland,Bareland,Water,Grassland
9254,Water,NULL,Wetland,NULL,Wetland,Bareland,Water,Water
9255,Water,NULL,Wetland,NULL,Wetland,Bareland,Water,Forest
9256,Water,NULL,Wetland,NULL,Wetland,Water,Shrubland,Grassland
9257,Water,NULL,Wetland,NULL,Wetland,Water,Shrubland,Wetland
9258,Water,NULL,Wetland,NULL,Wetland,Water,Shrubland,Water
9259,Water,NULL,Wetland,NULL,Wetland,Water,Shrubland,Forest
9260,Water,NULL,Wetland,NULL,Wetland,Water,Grassland,Grassland
9261,Water,NULL,Wetland,NULL,Wetland,Water,Wetland,Grassland
9262,Water,NULL,Wetland,NULL,Wetland,Water,Wetland,Water
9263,Water,NULL,Wetland,NULL,Wetland,Water,Wetland,Forest
9264,Water,NULL,Wetland,NULL,Wetland,Water,Water,Grassland
9265,Water,NULL,Wetland,NULL,Wetland,Water,Water,Wetland
9266,Water,NULL,Wetland,NULL,Wetland,Water,Water,Bareland
9267,Water,NULL,Wetland,NULL,Wetland,Water,Water,Water
9268,Water,NULL,Wetland,NULL,Wetland,Water,Water,Forest
9269,Water,NULL,Wetland,NULL,Wetland,Water,Forest,Grassland
9270,Water,NULL,Wetland,NULL,Wetland,Water,Forest,Wetland
9271,Water,NULL,Wetland,NULL,Wetland,Water,Forest,Water
9272,Water,NULL,Wetland,NULL,Wetland,Water,Forest,Forest
9273,Water,NULL,Wetland,NULL,Wetland,Forest,Shrubland,Grassland
9274,Water,NULL,Wetland,NULL,Wetland,Forest,Shrubland,Wetland
9275,Water,NULL,Wetland,NULL,Wetland,Forest,Shrubland,Forest
9276,Water,NULL,Wetland,NULL,Wetland,Forest,Grassland,Grassland
9277,Water,NULL,Wetland,NULL,Wetland,Forest,Wetland,Grassland
9278,Water,NULL,Wetland,NULL,Wetland,Forest,Wetland,Wetland
9279,Water,NULL,Wetland,NULL,Wetland,Forest,Wetland,Forest
9280,Water,NULL,Wetland,NULL,Wetland,Forest,Water,Grassland
9281,Water,NULL,Wetland,NULL,Wetland,Forest,Water,Water
9282,Water,NULL,Wetland,NULL,Wetland,Forest,Water,Forest
9283,Water,NULL,Wetland,NULL,Wetland,Forest,Forest,Grassland
9284,Water,NULL,Wetland,NULL,Wetland,Forest,Forest,Wetland
9285,Water,NULL,Wetland,NULL,Wetland,Forest,Forest,Water
9286,Water,NULL,Wetland,NULL,Wetland,Forest,Forest,Forest
9287,Water,NULL,Wetland,Non_Water,Wetland,NULL,NULL,NULL
9288,Water,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
9289,Water,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Water
9290,Water,NULL,Wetland,Non_Water,Wetland,NULL,Shrubland,Grassland
9291,Water,NULL,Wetland,Non_Water,Wetland,NULL,Water,Grassland
9292,Water,NULL,Wetland,Non_Water,Wetland,NULL,Water,Water
9293,Water,NULL,Wetland,Non_Water,Wetland,NULL,Water,Forest
9294,Water,NULL,Wetland,Non_Water,Wetland,Shrubland,NULL,Grassland
9295,Water,NULL,Wetland,Non_Water,Wetland,Shrubland,Shrubland,NULL
9296,Water,NULL,Wetland,Non_Water,Wetland,Shrubland,Shrubland,Grassland
9297,Water,NULL,Wetland,Non_Water,Wetland,Shrubland,Shrubland,Wetland
9298,Water,NULL,Wetland,Non_Water,Wetland,Shrubland,Shrubland,Forest
9299,Water,NULL,Wetland,Non_Water,Wetland,Shrubland,Grassland,Water
9300,Water,NULL,Wetland,Non_Water,Wetland,Shrubland,Wetland,Wetland
9301,Water,NULL,Wetland,Non_Water,Wetland,Shrubland,Wetland,Forest
9302,Water,NULL,Wetland,Non_Water,Wetland,Shrubland,Water,NULL
9303,Water,NULL,Wetland,Non_Water,Wetland,Shrubland,Water,Grassland
9304,Water,NULL,Wetland,Non_Water,Wetland,Shrubland,Water,Wetland
9305,Water,NULL,Wetland,Non_Water,Wetland,Shrubland,Water,Water
9306,Water,NULL,Wetland,Non_Water,Wetland,Shrubland,Water,Forest
9307,Water,NULL,Wetland,Non_Water,Wetland,Shrubland,Forest,NULL
9308,Water,NULL,Wetland,Non_Water,Wetland,Shrubland,Forest,Wetland
9309,Water,NULL,Wetland,Non_Water,Wetland,Shrubland,Forest,Water
9310,Water,NULL,Wetland,Non_Water,Wetland,Shrubland,Forest,Forest
9311,Water,NULL,Wetland,Non_Water,Wetland,Grassland,NULL,Grassland
9312,Water,NULL,Wetland,Non_Water,Wetland,Grassland,Shrubland,Grassland
9313,Water,NULL,Wetland,Non_Water,Wetland,Grassland,Grassland,Grassland
9314,Water,NULL,Wetland,Non_Water,Wetland,Grassland,Water,Grassland
9315,Water,NULL,Wetland,Non_Water,Wetland,Grassland,Water,Forest
9316,Water,NULL,Wetland,Non_Water,Wetland,Wetland,NULL,Grassland
9317,Water,NULL,Wetland,Non_Water,Wetland,Wetland,NULL,Water
9318,Water,NULL,Wetland,Non_Water,Wetland,Wetland,Shrubland,NULL
9319,Water,NULL,Wetland,Non_Water,Wetland,Wetland,Shrubland,Grassland
9320,Water,NULL,Wetland,Non_Water,Wetland,Wetland,Shrubland,Wetland
9321,Water,NULL,Wetland,Non_Water,Wetland,Wetland,Shrubland,Forest
9322,Water,NULL,Wetland,Non_Water,Wetland,Wetland,Grassland,Forest
9323,Water,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
9324,Water,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Wetland
9325,Water,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
9326,Water,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Grassland
9327,Water,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Wetland
9328,Water,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Forest
9329,Water,NULL,Wetland,Non_Water,Wetland,Wetland,Forest,Grassland
9330,Water,NULL,Wetland,Non_Water,Wetland,Wetland,Forest,Wetland
9331,Water,NULL,Wetland,Non_Water,Wetland,Wetland,Forest,Water
9332,Water,NULL,Wetland,Non_Water,Wetland,Wetland,Forest,Forest
9333,Water,NULL,Wetland,Non_Water,Wetland,Bareland,NULL,Grassland
9334,Water,NULL,Wetland,Non_Water,Wetland,Bareland,NULL,Water
9335,Water,NULL,Wetland,Non_Water,Wetland,Bareland,NULL,Forest
9336,Water,NULL,Wetland,Non_Water,Wetland,Bareland,Shrubland,Grassland
9337,Water,NULL,Wetland,Non_Water,Wetland,Bareland,Grassland,Grassland
9338,Water,NULL,Wetland,Non_Water,Wetland,Bareland,Wetland,Grassland
9339,Water,NULL,Wetland,Non_Water,Wetland,Bareland,Bareland,Grassland
9340,Water,NULL,Wetland,Non_Water,Wetland,Bareland,Water,NULL
9341,Water,NULL,Wetland,Non_Water,Wetland,Bareland,Water,Grassland
9342,Water,NULL,Wetland,Non_Water,Wetland,Bareland,Water,Water
9343,Water,NULL,Wetland,Non_Water,Wetland,Bareland,Forest,Water
9344,Water,NULL,Wetland,Non_Water,Wetland,Water,NULL,Grassland
9345,Water,NULL,Wetland,Non_Water,Wetland,Water,NULL,Water
9346,Water,NULL,Wetland,Non_Water,Wetland,Water,Shrubland,Grassland
9347,Water,NULL,Wetland,Non_Water,Wetland,Water,Shrubland,Wetland
9348,Water,NULL,Wetland,Non_Water,Wetland,Water,Shrubland,Water
9349,Water,NULL,Wetland,Non_Water,Wetland,Water,Shrubland,Forest
9350,Water,NULL,Wetland,Non_Water,Wetland,Water,Grassland,Water
9351,Water,NULL,Wetland,Non_Water,Wetland,Water,Wetland,Wetland
9352,Water,NULL,Wetland,Non_Water,Wetland,Water,Wetland,Forest
9353,Water,NULL,Wetland,Non_Water,Wetland,Water,Water,NULL
9354,Water,NULL,Wetland,Non_Water,Wetland,Water,Water,Grassland
9355,Water,NULL,Wetland,Non_Water,Wetland,Water,Water,Wetland
9356,Water,NULL,Wetland,Non_Water,Wetland,Water,Water,Water
9357,Water,NULL,Wetland,Non_Water,Wetland,Water,Water,Forest
9358,Water,NULL,Wetland,Non_Water,Wetland,Water,Forest,Grassland
9359,Water,NULL,Wetland,Non_Water,Wetland,Water,Forest,Wetland
9360,Water,NULL,Wetland,Non_Water,Wetland,Water,Forest,Water
9361,Water,NULL,Wetland,Non_Water,Wetland,Water,Forest,Forest
9362,Water,NULL,Wetland,Non_Water,Wetland,Forest,Shrubland,Grassland
9363,Water,NULL,Wetland,Non_Water,Wetland,Forest,Shrubland,Wetland
9364,Water,NULL,Wetland,Non_Water,Wetland,Forest,Shrubland,Water
9365,Water,NULL,Wetland,Non_Water,Wetland,Forest,Shrubland,Forest
9366,Water,NULL,Wetland,Non_Water,Wetland,Forest,Grassland,Water
9367,Water,NULL,Wetland,Non_Water,Wetland,Forest,Wetland,Wetland
9368,Water,NULL,Wetland,Non_Water,Wetland,Forest,Wetland,Forest
9369,Water,NULL,Wetland,Non_Water,Wetland,Forest,Water,NULL
9370,Water,NULL,Wetland,Non_Water,Wetland,Forest,Water,Grassland
9371,Water,NULL,Wetland,Non_Water,Wetland,Forest,Water,Wetland
9372,Water,NULL,Wetland,Non_Water,Wetland,Forest,Water,Water
9373,Water,NULL,Wetland,Non_Water,Wetland,Forest,Water,Forest
9374,Water,NULL,Wetland,Non_Water,Wetland,Forest,Forest,Wetland
9375,Water,NULL,Wetland,Non_Water,Wetland,Forest,Forest,Forest
9376,Water,NULL,Wetland,Water,Wetland,NULL,NULL,Grassland
9377,Water,NULL,Wetland,Water,Wetland,NULL,Shrubland,Grassland
9378,Water,NULL,Wetland,Water,Wetland,NULL,Bareland,Grassland
9379,Water,NULL,Wetland,Water,Wetland,NULL,Water,Grassland
9380,Water,NULL,Wetland,Water,Wetland,NULL,Water,Water
9381,Water,NULL,Wetland,Water,Wetland,Shrubland,NULL,Grassland
9382,Water,NULL,Wetland,Water,Wetland,Shrubland,NULL,Water
9383,Water,NULL,Wetland,Water,Wetland,Shrubland,Shrubland,Grassland
9384,Water,NULL,Wetland,Water,Wetland,Shrubland,Shrubland,Wetland
9385,Water,NULL,Wetland,Water,Wetland,Shrubland,Grassland,Forest
9386,Water,NULL,Wetland,Water,Wetland,Shrubland,Wetland,Grassland
9387,Water,NULL,Wetland,Water,Wetland,Shrubland,Wetland,Wetland
9388,Water,NULL,Wetland,Water,Wetland,Shrubland,Wetland,Forest
9389,Water,NULL,Wetland,Water,Wetland,Shrubland,Water,Grassland
9390,Water,NULL,Wetland,Water,Wetland,Shrubland,Water,Wetland
9391,Water,NULL,Wetland,Water,Wetland,Shrubland,Water,Water
9392,Water,NULL,Wetland,Water,Wetland,Shrubland,Water,Forest
9393,Water,NULL,Wetland,Water,Wetland,Shrubland,Forest,Grassland
9394,Water,NULL,Wetland,Water,Wetland,Shrubland,Forest,Wetland
9395,Water,NULL,Wetland,Water,Wetland,Shrubland,Forest,Water
9396,Water,NULL,Wetland,Water,Wetland,Shrubland,Forest,Forest
9397,Water,NULL,Wetland,Water,Wetland,Grassland,NULL,Grassland
9398,Water,NULL,Wetland,Water,Wetland,Grassland,Wetland,Grassland
9399,Water,NULL,Wetland,Water,Wetland,Wetland,NULL,Grassland
9400,Water,NULL,Wetland,Water,Wetland,Wetland,Shrubland,Grassland
9401,Water,NULL,Wetland,Water,Wetland,Wetland,Shrubland,Wetland
9402,Water,NULL,Wetland,Water,Wetland,Wetland,Shrubland,Forest
9403,Water,NULL,Wetland,Water,Wetland,Wetland,Grassland,Grassland
9404,Water,NULL,Wetland,Water,Wetland,Wetland,Wetland,Grassland
9405,Water,NULL,Wetland,Water,Wetland,Wetland,Wetland,Wetland
9406,Water,NULL,Wetland,Water,Wetland,Wetland,Wetland,Forest
9407,Water,NULL,Wetland,Water,Wetland,Wetland,Water,Grassland
9408,Water,NULL,Wetland,Water,Wetland,Wetland,Water,Wetland
9409,Water,NULL,Wetland,Water,Wetland,Wetland,Water,Water
9410,Water,NULL,Wetland,Water,Wetland,Wetland,Water,Forest
9411,Water,NULL,Wetland,Water,Wetland,Wetland,Forest,Grassland
9412,Water,NULL,Wetland,Water,Wetland,Wetland,Forest,Wetland
9413,Water,NULL,Wetland,Water,Wetland,Bareland,NULL,Grassland
9414,Water,NULL,Wetland,Water,Wetland,Bareland,NULL,Cropland
9415,Water,NULL,Wetland,Water,Wetland,Bareland,NULL,Bareland
9416,Water,NULL,Wetland,Water,Wetland,Bareland,NULL,Water
9417,Water,NULL,Wetland,Water,Wetland,Bareland,Shrubland,Grassland
9418,Water,NULL,Wetland,Water,Wetland,Bareland,Grassland,Water
9419,Water,NULL,Wetland,Water,Wetland,Bareland,Wetland,Grassland
9420,Water,NULL,Wetland,Water,Wetland,Bareland,Wetland,Water
9421,Water,NULL,Wetland,Water,Wetland,Bareland,Water,Grassland
9422,Water,NULL,Wetland,Water,Wetland,Bareland,Water,Cropland
9423,Water,NULL,Wetland,Water,Wetland,Bareland,Water,Wetland
9424,Water,NULL,Wetland,Water,Wetland,Bareland,Water,Bareland
9425,Water,NULL,Wetland,Water,Wetland,Bareland,Water,Water
9426,Water,NULL,Wetland,Water,Wetland,Bareland,Water,Forest
9427,Water,NULL,Wetland,Water,Wetland,Water,NULL,Grassland
9428,Water,NULL,Wetland,Water,Wetland,Water,NULL,Water
9429,Water,NULL,Wetland,Water,Wetland,Water,NULL,Forest
9430,Water,NULL,Wetland,Water,Wetland,Water,Shrubland,Grassland
9431,Water,NULL,Wetland,Water,Wetland,Water,Shrubland,Wetland
9432,Water,NULL,Wetland,Water,Wetland,Water,Shrubland,Water
9433,Water,NULL,Wetland,Water,Wetland,Water,Shrubland,Forest
9434,Water,NULL,Wetland,Water,Wetland,Water,Grassland,Grassland
9435,Water,NULL,Wetland,Water,Wetland,Water,Wetland,Grassland
9436,Water,NULL,Wetland,Water,Wetland,Water,Wetland,Wetland
9437,Water,NULL,Wetland,Water,Wetland,Water,Wetland,Forest
9438,Water,NULL,Wetland,Water,Wetland,Water,Water,Grassland
9439,Water,NULL,Wetland,Water,Wetland,Water,Water,Wetland
9440,Water,NULL,Wetland,Water,Wetland,Water,Water,Water
9441,Water,NULL,Wetland,Water,Wetland,Water,Water,Forest
9442,Water,NULL,Wetland,Water,Wetland,Water,Forest,Grassland
9443,Water,NULL,Wetland,Water,Wetland,Water,Forest,Water
9444,Water,NULL,Wetland,Water,Wetland,Water,Forest,Forest
9445,Water,NULL,Wetland,Water,Wetland,Forest,Shrubland,Grassland
9446,Water,NULL,Wetland,Water,Wetland,Forest,Shrubland,Wetland
9447,Water,NULL,Wetland,Water,Wetland,Forest,Shrubland,Forest
9448,Water,NULL,Wetland,Water,Wetland,Forest,Wetland,Grassland
9449,Water,NULL,Wetland,Water,Wetland,Forest,Wetland,Forest
9450,Water,NULL,Wetland,Water,Wetland,Forest,Water,Grassland
9451,Water,NULL,Wetland,Water,Wetland,Forest,Water,Wetland
9452,Water,NULL,Wetland,Water,Wetland,Forest,Water,Water
9453,Water,NULL,Wetland,Water,Wetland,Forest,Water,Forest
9454,Water,NULL,Wetland,Water,Wetland,Forest,Forest,Grassland
9455,Water,NULL,Wetland,Water,Wetland,Forest,Forest,Wetland
9456,Water,NULL,Wetland,Water,Wetland,Forest,Forest,Forest
9457,Water,NULL,Bareland,Water,Non_Wetland,Shrubland,Shrubland,Forest
9458,Water,NULL,Bareland,Water,Non_Wetland,Shrubland,Water,Forest
9459,Water,NULL,Bareland,Water,Non_Wetland,Bareland,Water,Bareland
9460,Water,NULL,Bareland,Water,Non_Wetland,Water,Water,Water
9461,Water,NULL,Built-up,Non_Water,Non_Wetland,Bareland,NULL,Forest
9462,Water,NULL,Water,NULL,Water,NULL,NULL,Grassland
9463,Water,NULL,Water,NULL,Water,NULL,Water,Grassland
9464,Water,NULL,Water,NULL,Water,Shrubland,Shrubland,Wetland
9465,Water,NULL,Water,NULL,Water,Shrubland,Wetland,Grassland
9466,Water,NULL,Water,NULL,Water,Shrubland,Wetland,Wetland
9467,Water,NULL,Water,NULL,Water,Shrubland,Wetland,Forest
9468,Water,NULL,Water,NULL,Water,Shrubland,Water,Grassland
9469,Water,NULL,Water,NULL,Water,Shrubland,Water,Wetland
9470,Water,NULL,Water,NULL,Water,Shrubland,Water,Water
9471,Water,NULL,Water,NULL,Water,Shrubland,Forest,Grassland
9472,Water,NULL,Water,NULL,Water,Shrubland,Forest,Wetland
9473,Water,NULL,Water,NULL,Water,Shrubland,Forest,Water
9474,Water,NULL,Water,NULL,Water,Wetland,Shrubland,NULL
9475,Water,NULL,Water,NULL,Water,Wetland,Shrubland,Grassland
9476,Water,NULL,Water,NULL,Water,Wetland,Wetland,Grassland
9477,Water,NULL,Water,NULL,Water,Wetland,Wetland,Wetland
9478,Water,NULL,Water,NULL,Water,Wetland,Water,Water
9479,Water,NULL,Water,NULL,Water,Wetland,Water,Forest
9480,Water,NULL,Water,NULL,Water,Wetland,Forest,Water
9481,Water,NULL,Water,NULL,Water,Bareland,Wetland,Water
9482,Water,NULL,Water,NULL,Water,Bareland,Water,Bareland
9483,Water,NULL,Water,NULL,Water,Water,Shrubland,Grassland
9484,Water,NULL,Water,NULL,Water,Water,Shrubland,Water
9485,Water,NULL,Water,NULL,Water,Water,Water,Water
9486,Water,NULL,Water,NULL,Water,Water,Water,Forest
9487,Water,NULL,Water,NULL,Water,Water,Forest,Wetland
9488,Water,NULL,Water,NULL,Water,Water,Forest,Water
9489,Water,NULL,Water,NULL,Water,Forest,Shrubland,Grassland
9490,Water,NULL,Water,NULL,Water,Forest,Shrubland,Water
9491,Water,NULL,Water,NULL,Water,Forest,Shrubland,Forest
9492,Water,NULL,Water,NULL,Water,Forest,Wetland,Wetland
9493,Water,NULL,Water,NULL,Water,Forest,Water,Water
9494,Water,NULL,Water,NULL,Water,Forest,Water,Forest
9495,Water,NULL,Water,NULL,Water,Forest,Forest,Wetland
9496,Water,NULL,Water,NULL,Water,Forest,Forest,Forest
9497,Water,NULL,Water,Non_Water,Water,Shrubland,Shrubland,Wetland
9498,Water,NULL,Water,Non_Water,Water,Shrubland,Water,Water
9499,Water,NULL,Water,Non_Water,Water,Shrubland,Water,Forest
9500,Water,NULL,Water,Non_Water,Water,Grassland,NULL,Grassland
9501,Water,NULL,Water,Non_Water,Water,Wetland,Water,Grassland
9502,Water,NULL,Water,Non_Water,Water,Wetland,Water,Wetland
9503,Water,NULL,Water,Non_Water,Water,Wetland,Water,Water
9504,Water,NULL,Water,Non_Water,Water,Water,Water,Wetland
9505,Water,NULL,Water,Non_Water,Water,Water,Water,Water
9506,Water,NULL,Water,Non_Water,Water,Forest,Water,Wetland
9507,Water,NULL,Water,Non_Water,Water,Forest,Forest,Wetland
9508,Water,NULL,Water,Non_Water,Water,Forest,Forest,Water
9509,Water,NULL,Water,Non_Water,Water,Forest,Forest,Forest
9510,Water,NULL,Water,Water,Water,Shrubland,Shrubland,Wetland
9511,Water,NULL,Water,Water,Water,Shrubland,Wetland,Grassland
9512,Water,NULL,Water,Water,Water,Shrubland,Wetland,Wetland
9513,Water,NULL,Water,Water,Water,Shrubland,Wetland,Forest
9514,Water,NULL,Water,Water,Water,Shrubland,Water,Grassland
9515,Water,NULL,Water,Water,Water,Shrubland,Water,Wetland
9516,Water,NULL,Water,Water,Water,Shrubland,Water,Water
9517,Water,NULL,Water,Water,Water,Shrubland,Water,Forest
9518,Water,NULL,Water,Water,Water,Shrubland,Forest,Wetland
9519,Water,NULL,Water,Water,Water,Wetland,Shrubland,Grassland
9520,Water,NULL,Water,Water,Water,Wetland,Wetland,Grassland
9521,Water,NULL,Water,Water,Water,Wetland,Wetland,Wetland
9522,Water,NULL,Water,Water,Water,Wetland,Wetland,Forest
9523,Water,NULL,Water,Water,Water,Wetland,Water,Water
9524,Water,NULL,Water,Water,Water,Wetland,Water,Forest
9525,Water,NULL,Water,Water,Water,Bareland,Bareland,Grassland
9526,Water,NULL,Water,Water,Water,Bareland,Bareland,Water
9527,Water,NULL,Water,Water,Water,Bareland,Water,Water
9528,Water,NULL,Water,Water,Water,Water,Shrubland,Wetland
9529,Water,NULL,Water,Water,Water,Water,Shrubland,Water
9530,Water,NULL,Water,Water,Water,Water,Grassland,Water
9531,Water,NULL,Water,Water,Water,Water,Water,Wetland
9532,Water,NULL,Water,Water,Water,Water,Water,Water
9533,Water,NULL,Water,Water,Water,Water,Forest,Wetland
9534,Water,NULL,Water,Water,Water,Water,Forest,Water
9535,Water,NULL,Water,Water,Water,Forest,Shrubland,Wetland
9536,Water,NULL,Water,Water,Water,Forest,Wetland,Forest
9537,Water,NULL,Water,Water,Water,Forest,Water,Grassland
9538,Water,NULL,Water,Water,Water,Forest,Water,Wetland
9539,Water,NULL,Water,Water,Water,Forest,Water,Water
9540,Water,NULL,Water,Water,Water,Forest,Water,Forest
9541,Water,NULL,Water,Water,Water,Forest,Forest,Wetland
9542,Water,NULL,Water,Water,Water,Forest,Forest,Water
9543,Water,NULL,Forest,NULL,Non_Wetland,NULL,Shrubland,Grassland
9544,Water,NULL,Forest,NULL,Non_Wetland,NULL,Water,Forest
9545,Water,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
9546,Water,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Water
9547,Water,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Forest
9548,Water,NULL,Forest,NULL,Non_Wetland,Shrubland,Wetland,Grassland
9549,Water,NULL,Forest,NULL,Non_Wetland,Shrubland,Wetland,Wetland
9550,Water,NULL,Forest,NULL,Non_Wetland,Shrubland,Wetland,Forest
9551,Water,NULL,Forest,NULL,Non_Wetland,Shrubland,Water,Water
9552,Water,NULL,Forest,NULL,Non_Wetland,Shrubland,Water,Forest
9553,Water,NULL,Forest,NULL,Non_Wetland,Shrubland,Forest,Grassland
9554,Water,NULL,Forest,NULL,Non_Wetland,Shrubland,Forest,Wetland
