Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_21NTE_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21NTE_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21NTE_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_21NTE_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21NTE_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21NTE_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21NTE_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_21NTE_M_R
1536,Grassland,NULL,Shrubland,Water,Non_Wetland,Wetland,Water,Grassland
1537,Grassland,NULL,Shrubland,Water,Non_Wetland,Bareland,NULL,Grassland
1538,Grassland,NULL,Shrubland,Water,Non_Wetland,Bareland,Grassland,Grassland
1539,Grassland,NULL,Shrubland,Water,Non_Wetland,Bareland,Wetland,Grassland
1540,Grassland,NULL,Shrubland,Water,Non_Wetland,Water,Grassland,Grassland
1541,Grassland,NULL,Shrubland,Water,Non_Wetland,Water,Grassland,Wetland
1542,Grassland,NULL,Shrubland,Water,Non_Wetland,Water,Water,Wetland
1543,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
1544,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1545,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
1546,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1547,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
1548,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Bareland
1549,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1550,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Cropland
1551,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Bareland
1552,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
1553,Grassland,NULL,Grassland,NULL,Non_Wetland,Cropland,NULL,Grassland
1554,Grassland,NULL,Grassland,NULL,Non_Wetland,Cropland,NULL,Cropland
1555,Grassland,NULL,Grassland,NULL,Non_Wetland,Cropland,Grassland,Grassland
1556,Grassland,NULL,Grassland,NULL,Non_Wetland,Cropland,Grassland,Cropland
1557,Grassland,NULL,Grassland,NULL,Non_Wetland,Cropland,Wetland,Grassland
1558,Grassland,NULL,Grassland,NULL,Non_Wetland,Wetland,NULL,Grassland
1559,Grassland,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Grassland
1560,Grassland,NULL,Grassland,NULL,Non_Wetland,Wetland,Wetland,Grassland
1561,Grassland,NULL,Grassland,NULL,Non_Wetland,Bareland,NULL,Grassland
1562,Grassland,NULL,Grassland,NULL,Non_Wetland,Bareland,NULL,Forest
1563,Grassland,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1564,Grassland,NULL,Grassland,NULL,Non_Wetland,Bareland,Wetland,Grassland
1565,Grassland,NULL,Grassland,NULL,Non_Wetland,Built-up,Grassland,Grassland
1566,Grassland,NULL,Grassland,NULL,Non_Wetland,Water,Grassland,Grassland
1567,Grassland,NULL,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
1568,Grassland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1569,Grassland,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
1570,Grassland,NULL,Grassland,Non_Water,Non_Wetland,Cropland,Wetland,Grassland
1571,Grassland,NULL,Grassland,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
1572,Grassland,NULL,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
1573,Grassland,NULL,Grassland,Non_Water,Non_Wetland,Bareland,NULL,Grassland
1574,Grassland,NULL,Grassland,Water,Non_Wetland,Grassland,NULL,Grassland
1575,Grassland,NULL,Grassland,Water,Non_Wetland,Grassland,Wetland,Grassland
1576,Grassland,NULL,Grassland,Water,Non_Wetland,Cropland,NULL,Grassland
1577,Grassland,NULL,Grassland,Water,Non_Wetland,Cropland,Grassland,Grassland
1578,Grassland,NULL,Grassland,Water,Non_Wetland,Cropland,Wetland,Grassland
1579,Grassland,NULL,Grassland,Water,Non_Wetland,Wetland,Grassland,Grassland
1580,Grassland,NULL,Grassland,Water,Non_Wetland,Wetland,Wetland,Grassland
1581,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1582,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
1583,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
1584,Grassland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
1585,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
1586,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1587,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,Grassland
1588,Grassland,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Grassland
1589,Grassland,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Grassland
1590,Grassland,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Cropland
1591,Grassland,NULL,Cropland,NULL,Non_Wetland,Cropland,Wetland,Grassland
1592,Grassland,NULL,Cropland,NULL,Non_Wetland,Wetland,NULL,Grassland
1593,Grassland,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,Grassland
1594,Grassland,NULL,Cropland,NULL,Non_Wetland,Wetland,Wetland,Grassland
1595,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
1596,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Cropland
1597,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland,Wetland,Grassland
1598,Grassland,NULL,Cropland,NULL,Non_Wetland,Water,Grassland,Grassland
1599,Grassland,NULL,Cropland,NULL,Non_Wetland,Water,Wetland,Grassland
1600,Grassland,NULL,Cropland,NULL,Non_Wetland,Water,Wetland,Water
1601,Grassland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Wetland
1602,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
1603,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Wetland,Wetland
1604,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Cropland,NULL,Grassland
1605,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Cropland,Grassland,Grassland
1606,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Cropland,Grassland,Cropland
1607,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Cropland,Wetland,Grassland
1608,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Cropland,Wetland,Wetland
1609,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
1610,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Wetland,Grassland
1611,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Water,Wetland,Grassland
1612,Grassland,NULL,Cropland,Water,Non_Wetland,Grassland,Wetland,Grassland
1613,Grassland,NULL,Cropland,Water,Non_Wetland,Cropland,Wetland,Grassland
1614,Grassland,NULL,Cropland,Water,Non_Wetland,Wetland,Wetland,Grassland
1615,Grassland,NULL,Cropland,Water,Non_Wetland,Bareland,Wetland,Grassland
1616,Grassland,NULL,Cropland,Water,Non_Wetland,Bareland,Wetland,Wetland
1617,Grassland,NULL,Cropland,Water,Non_Wetland,Water,NULL,Wetland
1618,Grassland,NULL,Wetland,NULL,Wetland,NULL,NULL,NULL
1619,Grassland,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
1620,Grassland,NULL,Wetland,NULL,Wetland,NULL,NULL,Wetland
1621,Grassland,NULL,Wetland,NULL,Wetland,NULL,NULL,Water
1622,Grassland,NULL,Wetland,NULL,Wetland,NULL,NULL,Forest
1623,Grassland,NULL,Wetland,NULL,Wetland,Grassland,NULL,NULL
1624,Grassland,NULL,Wetland,NULL,Wetland,Grassland,NULL,Grassland
1625,Grassland,NULL,Wetland,NULL,Wetland,Grassland,NULL,Wetland
1626,Grassland,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
1627,Grassland,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Wetland
1628,Grassland,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
1629,Grassland,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Wetland
1630,Grassland,NULL,Wetland,NULL,Wetland,Cropland,NULL,Grassland
1631,Grassland,NULL,Wetland,NULL,Wetland,Cropland,Grassland,Grassland
1632,Grassland,NULL,Wetland,NULL,Wetland,Cropland,Wetland,Grassland
1633,Grassland,NULL,Wetland,NULL,Wetland,Cropland,Wetland,Wetland
1634,Grassland,NULL,Wetland,NULL,Wetland,Wetland,NULL,NULL
1635,Grassland,NULL,Wetland,NULL,Wetland,Wetland,NULL,Grassland
1636,Grassland,NULL,Wetland,NULL,Wetland,Wetland,NULL,Wetland
1637,Grassland,NULL,Wetland,NULL,Wetland,Wetland,NULL,Forest
1638,Grassland,NULL,Wetland,NULL,Wetland,Wetland,Grassland,NULL
1639,Grassland,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Grassland
1640,Grassland,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Wetland
1641,Grassland,NULL,Wetland,NULL,Wetland,Wetland,Wetland,NULL
1642,Grassland,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
1643,Grassland,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
1644,Grassland,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Forest
1645,Grassland,NULL,Wetland,NULL,Wetland,Wetland,Water,Grassland
1646,Grassland,NULL,Wetland,NULL,Wetland,Wetland,Water,Wetland
1647,Grassland,NULL,Wetland,NULL,Wetland,Wetland,Water,Forest
1648,Grassland,NULL,Wetland,NULL,Wetland,Bareland,NULL,Wetland
1649,Grassland,NULL,Wetland,NULL,Wetland,Bareland,Grassland,Grassland
1650,Grassland,NULL,Wetland,NULL,Wetland,Bareland,Wetland,Grassland
1651,Grassland,NULL,Wetland,NULL,Wetland,Water,NULL,Grassland
1652,Grassland,NULL,Wetland,NULL,Wetland,Water,Grassland,Wetland
1653,Grassland,NULL,Wetland,NULL,Wetland,Water,Wetland,Wetland
1654,Grassland,NULL,Wetland,NULL,Wetland,Water,Water,Wetland
1655,Grassland,NULL,Wetland,NULL,Wetland,Forest,Grassland,Forest
1656,Grassland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
1657,Grassland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
1658,Grassland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Forest
1659,Grassland,NULL,Wetland,Non_Water,Wetland,Grassland,NULL,Grassland
1660,Grassland,NULL,Wetland,Non_Water,Wetland,Grassland,NULL,Wetland
1661,Grassland,NULL,Wetland,Non_Water,Wetland,Grassland,Grassland,Grassland
1662,Grassland,NULL,Wetland,Non_Water,Wetland,Grassland,Wetland,Grassland
1663,Grassland,NULL,Wetland,Non_Water,Wetland,Grassland,Wetland,Wetland
1664,Grassland,NULL,Wetland,Non_Water,Wetland,Grassland,Water,Forest
1665,Grassland,NULL,Wetland,Non_Water,Wetland,Cropland,NULL,Grassland
1666,Grassland,NULL,Wetland,Non_Water,Wetland,Cropland,Grassland,Grassland
1667,Grassland,NULL,Wetland,Non_Water,Wetland,Cropland,Wetland,Grassland
1668,Grassland,NULL,Wetland,Non_Water,Wetland,Cropland,Wetland,Wetland
1669,Grassland,NULL,Wetland,Non_Water,Wetland,Wetland,NULL,Grassland
1670,Grassland,NULL,Wetland,Non_Water,Wetland,Wetland,NULL,Wetland
1671,Grassland,NULL,Wetland,Non_Water,Wetland,Wetland,NULL,Forest
1672,Grassland,NULL,Wetland,Non_Water,Wetland,Wetland,Grassland,Grassland
1673,Grassland,NULL,Wetland,Non_Water,Wetland,Wetland,Grassland,Wetland
1674,Grassland,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
1675,Grassland,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Wetland
1676,Grassland,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Grassland
1677,Grassland,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Wetland
1678,Grassland,NULL,Wetland,Non_Water,Wetland,Water,NULL,Grassland
1679,Grassland,NULL,Wetland,Non_Water,Wetland,Water,Grassland,Grassland
1680,Grassland,NULL,Wetland,Non_Water,Wetland,Water,Wetland,Wetland
1681,Grassland,NULL,Wetland,Non_Water,Wetland,Water,Water,Grassland
1682,Grassland,NULL,Wetland,Non_Water,Wetland,Water,Water,Wetland
1683,Grassland,NULL,Wetland,Non_Water,Wetland,Water,Water,Bareland
1684,Grassland,NULL,Wetland,Water,Wetland,NULL,NULL,Grassland
1685,Grassland,NULL,Wetland,Water,Wetland,NULL,NULL,Wetland
1686,Grassland,NULL,Wetland,Water,Wetland,NULL,NULL,Water
1687,Grassland,NULL,Wetland,Water,Wetland,NULL,NULL,Forest
1688,Grassland,NULL,Wetland,Water,Wetland,Grassland,NULL,Grassland
1689,Grassland,NULL,Wetland,Water,Wetland,Grassland,NULL,Wetland
1690,Grassland,NULL,Wetland,Water,Wetland,Grassland,Grassland,Grassland
1691,Grassland,NULL,Wetland,Water,Wetland,Grassland,Wetland,Grassland
1692,Grassland,NULL,Wetland,Water,Wetland,Grassland,Wetland,Wetland
1693,Grassland,NULL,Wetland,Water,Wetland,Cropland,Wetland,Wetland
1694,Grassland,NULL,Wetland,Water,Wetland,Wetland,NULL,Grassland
1695,Grassland,NULL,Wetland,Water,Wetland,Wetland,NULL,Wetland
1696,Grassland,NULL,Wetland,Water,Wetland,Wetland,Grassland,Grassland
1697,Grassland,NULL,Wetland,Water,Wetland,Wetland,Grassland,Wetland
1698,Grassland,NULL,Wetland,Water,Wetland,Wetland,Wetland,Grassland
1699,Grassland,NULL,Wetland,Water,Wetland,Wetland,Wetland,Wetland
1700,Grassland,NULL,Wetland,Water,Wetland,Wetland,Water,Grassland
1701,Grassland,NULL,Wetland,Water,Wetland,Wetland,Water,Wetland
1702,Grassland,NULL,Wetland,Water,Wetland,Water,NULL,Grassland
1703,Grassland,NULL,Wetland,Water,Wetland,Water,NULL,Wetland
1704,Grassland,NULL,Wetland,Water,Wetland,Water,Wetland,Grassland
1705,Grassland,NULL,Wetland,Water,Wetland,Water,Wetland,Wetland
1706,Grassland,NULL,Wetland,Water,Wetland,Water,Water,Grassland
1707,Grassland,NULL,Wetland,Water,Wetland,Water,Water,Wetland
1708,Grassland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
1709,Grassland,NULL,Built-up,NULL,Non_Wetland,Shrubland,Grassland,Grassland
1710,Grassland,NULL,Built-up,NULL,Non_Wetland,Grassland,NULL,Grassland
1711,Grassland,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
1712,Grassland,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Forest
1713,Grassland,NULL,Built-up,NULL,Non_Wetland,Grassland,Wetland,Grassland
1714,Grassland,NULL,Built-up,NULL,Non_Wetland,Grassland,Bareland,Grassland
1715,Grassland,NULL,Built-up,NULL,Non_Wetland,Grassland,Built-up,Grassland
1716,Grassland,NULL,Built-up,NULL,Non_Wetland,Cropland,NULL,Grassland
1717,Grassland,NULL,Built-up,NULL,Non_Wetland,Cropland,Grassland,Grassland
1718,Grassland,NULL,Built-up,NULL,Non_Wetland,Cropland,Wetland,Grassland
1719,Grassland,NULL,Built-up,NULL,Non_Wetland,Cropland,Bareland,Grassland
1720,Grassland,NULL,Built-up,NULL,Non_Wetland,Wetland,NULL,Grassland
1721,Grassland,NULL,Built-up,NULL,Non_Wetland,Wetland,Grassland,Grassland
1722,Grassland,NULL,Built-up,NULL,Non_Wetland,Wetland,Wetland,Grassland
1723,Grassland,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
1724,Grassland,NULL,Built-up,NULL,Non_Wetland,Bareland,Wetland,Grassland
1725,Grassland,NULL,Built-up,NULL,Non_Wetland,Built-up,Grassland,Grassland
1726,Grassland,NULL,Built-up,NULL,Non_Wetland,Built-up,Wetland,Grassland
1727,Grassland,NULL,Built-up,NULL,Non_Wetland,Built-up,Built-up,Grassland
1728,Grassland,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
1729,Grassland,NULL,Built-up,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
1730,Grassland,NULL,Built-up,Water,Non_Wetland,NULL,NULL,Grassland
1731,Grassland,NULL,Water,NULL,Water,NULL,NULL,Grassland
1732,Grassland,NULL,Water,NULL,Water,NULL,NULL,Wetland
1733,Grassland,NULL,Water,NULL,Water,NULL,NULL,Forest
1734,Grassland,NULL,Water,NULL,Water,Grassland,Wetland,Grassland
1735,Grassland,NULL,Water,NULL,Water,Wetland,Wetland,Grassland
1736,Grassland,NULL,Water,NULL,Water,Water,Water,Grassland
1737,Grassland,NULL,Water,Non_Water,Water,NULL,NULL,Grassland
1738,Grassland,NULL,Water,Non_Water,Water,NULL,NULL,Wetland
1739,Grassland,NULL,Water,Non_Water,Water,Grassland,Wetland,Grassland
1740,Grassland,NULL,Water,Non_Water,Water,Grassland,Wetland,Wetland
1741,Grassland,NULL,Water,Non_Water,Water,Cropland,Wetland,Grassland
1742,Grassland,NULL,Water,Non_Water,Water,Cropland,Wetland,Wetland
1743,Grassland,NULL,Water,Non_Water,Water,Wetland,NULL,Wetland
1744,Grassland,NULL,Water,Non_Water,Water,Wetland,Wetland,Grassland
1745,Grassland,NULL,Water,Non_Water,Water,Wetland,Wetland,Wetland
1746,Grassland,NULL,Water,Non_Water,Water,Wetland,Water,Wetland
1747,Grassland,NULL,Water,Non_Water,Water,Bareland,Wetland,Wetland
1748,Grassland,NULL,Water,Non_Water,Water,Water,NULL,Wetland
1749,Grassland,NULL,Water,Non_Water,Water,Water,Water,Grassland
1750,Grassland,NULL,Water,Non_Water,Water,Water,Water,Wetland
1751,Grassland,NULL,Water,Non_Water,Water,Forest,Water,Forest
1752,Grassland,NULL,Water,Water,Water,NULL,NULL,Grassland
1753,Grassland,NULL,Water,Water,Water,NULL,NULL,Wetland
1754,Grassland,NULL,Water,Water,Water,NULL,NULL,Water
1755,Grassland,NULL,Water,Water,Water,NULL,NULL,Forest
1756,Grassland,NULL,Water,Water,Water,Grassland,NULL,Grassland
1757,Grassland,NULL,Water,Water,Water,Grassland,Wetland,Grassland
1758,Grassland,NULL,Water,Water,Water,Grassland,Wetland,Wetland
1759,Grassland,NULL,Water,Water,Water,Cropland,Wetland,Grassland
1760,Grassland,NULL,Water,Water,Water,Cropland,Wetland,Wetland
1761,Grassland,NULL,Water,Water,Water,Wetland,NULL,Grassland
1762,Grassland,NULL,Water,Water,Water,Wetland,NULL,Wetland
1763,Grassland,NULL,Water,Water,Water,Wetland,NULL,Forest
1764,Grassland,NULL,Water,Water,Water,Wetland,Wetland,Wetland
1765,Grassland,NULL,Water,Water,Water,Wetland,Water,Grassland
1766,Grassland,NULL,Water,Water,Water,Wetland,Water,Wetland
1767,Grassland,NULL,Water,Water,Water,Bareland,Grassland,Grassland
1768,Grassland,NULL,Water,Water,Water,Water,NULL,Wetland
1769,Grassland,NULL,Water,Water,Water,Water,Wetland,Wetland
1770,Grassland,NULL,Water,Water,Water,Water,Water,Grassland
1771,Grassland,NULL,Water,Water,Water,Water,Water,Wetland
1772,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,NULL
1773,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1774,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
1775,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Water
1776,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1777,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
1778,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,Grassland
1779,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
1780,Grassland,NULL,Forest,NULL,Non_Wetland,Shrubland,NULL,Grassland
1781,Grassland,NULL,Forest,NULL,Non_Wetland,Shrubland,NULL,Forest
1782,Grassland,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,NULL
1783,Grassland,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,Grassland
1784,Grassland,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,Forest
1785,Grassland,NULL,Forest,NULL,Non_Wetland,Shrubland,Wetland,Grassland
1786,Grassland,NULL,Forest,NULL,Non_Wetland,Shrubland,Wetland,Forest
1787,Grassland,NULL,Forest,NULL,Non_Wetland,Shrubland,Water,Grassland
1788,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,NULL
1789,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
1790,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
1791,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,Grassland
1792,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,NULL
1793,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
1794,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Cropland
1795,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
1796,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
1797,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Wetland
1798,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
1799,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,NULL
1800,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
1801,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
1802,Grassland,NULL,Forest,NULL,Non_Wetland,Cropland,NULL,Grassland
1803,Grassland,NULL,Forest,NULL,Non_Wetland,Cropland,NULL,Cropland
1804,Grassland,NULL,Forest,NULL,Non_Wetland,Cropland,Grassland,Grassland
1805,Grassland,NULL,Forest,NULL,Non_Wetland,Cropland,Grassland,Cropland
1806,Grassland,NULL,Forest,NULL,Non_Wetland,Cropland,Grassland,Wetland
1807,Grassland,NULL,Forest,NULL,Non_Wetland,Cropland,Grassland,Forest
1808,Grassland,NULL,Forest,NULL,Non_Wetland,Cropland,Wetland,Grassland
1809,Grassland,NULL,Forest,NULL,Non_Wetland,Cropland,Wetland,Cropland
1810,Grassland,NULL,Forest,NULL,Non_Wetland,Cropland,Bareland,Grassland
1811,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,NULL,NULL
1812,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,NULL,Grassland
1813,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,NULL,Wetland
1814,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,NULL,Forest
1815,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,NULL
1816,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
1817,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Cropland
1818,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Wetland
1819,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
1820,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,NULL
1821,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
1822,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Wetland
1823,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
1824,Grassland,NULL,Forest,NULL,Non_Wetland,Bareland,NULL,Grassland
1825,Grassland,NULL,Forest,NULL,Non_Wetland,Bareland,NULL,Wetland
1826,Grassland,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
1827,Grassland,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Cropland
1828,Grassland,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
1829,Grassland,NULL,Forest,NULL,Non_Wetland,Bareland,Wetland,Grassland
1830,Grassland,NULL,Forest,NULL,Non_Wetland,Bareland,Wetland,Wetland
1831,Grassland,NULL,Forest,NULL,Non_Wetland,Built-up,Grassland,Grassland
1832,Grassland,NULL,Forest,NULL,Non_Wetland,Built-up,Bareland,Grassland
1833,Grassland,NULL,Forest,NULL,Non_Wetland,Built-up,Built-up,Grassland
1834,Grassland,NULL,Forest,NULL,Non_Wetland,Water,NULL,Grassland
1835,Grassland,NULL,Forest,NULL,Non_Wetland,Water,Wetland,Grassland
1836,Grassland,NULL,Forest,NULL,Non_Wetland,Water,Wetland,Wetland
1837,Grassland,NULL,Forest,NULL,Non_Wetland,Forest,NULL,Forest
1838,Grassland,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Grassland
1839,Grassland,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
1840,Grassland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
1841,Grassland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
1842,Grassland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
1843,Grassland,NULL,Forest,Non_Water,Non_Wetland,Grassland,NULL,Grassland
1844,Grassland,NULL,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
1845,Grassland,NULL,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
1846,Grassland,NULL,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Wetland
1847,Grassland,NULL,Forest,Non_Water,Non_Wetland,Cropland,NULL,Grassland
1848,Grassland,NULL,Forest,Non_Water,Non_Wetland,Cropland,Grassland,Grassland
1849,Grassland,NULL,Forest,Non_Water,Non_Wetland,Cropland,Grassland,Cropland
1850,Grassland,NULL,Forest,Non_Water,Non_Wetland,Cropland,Wetland,Grassland
1851,Grassland,NULL,Forest,Non_Water,Non_Wetland,Cropland,Wetland,Wetland
1852,Grassland,NULL,Forest,Non_Water,Non_Wetland,Wetland,NULL,Grassland
1853,Grassland,NULL,Forest,Non_Water,Non_Wetland,Wetland,NULL,Forest
1854,Grassland,NULL,Forest,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
1855,Grassland,NULL,Forest,Non_Water,Non_Wetland,Wetland,Grassland,Cropland
1856,Grassland,NULL,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
1857,Grassland,NULL,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
1858,Grassland,NULL,Forest,Non_Water,Non_Wetland,Wetland,Water,Grassland
1859,Grassland,NULL,Forest,Non_Water,Non_Wetland,Wetland,Water,Forest
1860,Grassland,NULL,Forest,Non_Water,Non_Wetland,Bareland,Wetland,Grassland
1861,Grassland,NULL,Forest,Non_Water,Non_Wetland,Forest,Water,Forest
1862,Grassland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Grassland
1863,Grassland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Wetland
1864,Grassland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Water
1865,Grassland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Forest
1866,Grassland,NULL,Forest,Water,Non_Wetland,Grassland,Wetland,Grassland
