Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_24MZV_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_24MZV_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_24MZV_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_24MZV_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_24MZV_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_24MZV_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_24MZV_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_24MZV_M_R
10508,Bareland,Water,Wetland,Water,NULL,Bareland,Water,Bareland
10509,Bareland,Water,Wetland,Water,NULL,Water,Bareland,Bareland
10510,Bareland,Water,Wetland,Water,NULL,Water,Bareland,Water
10511,Bareland,Water,Wetland,Water,NULL,Water,Built-up,Bareland
10512,Bareland,Water,Wetland,Water,NULL,Water,Water,Water
10513,Bareland,Water,Wetland,Water,Wetland,NULL,Bareland,Bareland
10514,Bareland,Water,Wetland,Water,Wetland,NULL,Bareland,Water
10515,Bareland,Water,Wetland,Water,Wetland,NULL,Water,Grassland
10516,Bareland,Water,Wetland,Water,Wetland,NULL,Water,Bareland
10517,Bareland,Water,Wetland,Water,Wetland,NULL,Water,Water
10518,Bareland,Water,Wetland,Water,Wetland,Shrubland,NULL,Grassland
10519,Bareland,Water,Wetland,Water,Wetland,Shrubland,NULL,Bareland
10520,Bareland,Water,Wetland,Water,Wetland,Shrubland,Bareland,Grassland
10521,Bareland,Water,Wetland,Water,Wetland,Shrubland,Bareland,Wetland
10522,Bareland,Water,Wetland,Water,Wetland,Shrubland,Bareland,Bareland
10523,Bareland,Water,Wetland,Water,Wetland,Shrubland,Bareland,Water
10524,Bareland,Water,Wetland,Water,Wetland,Shrubland,Water,Grassland
10525,Bareland,Water,Wetland,Water,Wetland,Shrubland,Water,Wetland
10526,Bareland,Water,Wetland,Water,Wetland,Shrubland,Water,Bareland
10527,Bareland,Water,Wetland,Water,Wetland,Shrubland,Water,Water
10528,Bareland,Water,Wetland,Water,Wetland,Grassland,Bareland,Grassland
10529,Bareland,Water,Wetland,Water,Wetland,Grassland,Bareland,Wetland
10530,Bareland,Water,Wetland,Water,Wetland,Grassland,Bareland,Bareland
10531,Bareland,Water,Wetland,Water,Wetland,Grassland,Bareland,Water
10532,Bareland,Water,Wetland,Water,Wetland,Grassland,Water,Bareland
10533,Bareland,Water,Wetland,Water,Wetland,Grassland,Water,Water
10534,Bareland,Water,Wetland,Water,Wetland,Bareland,NULL,Grassland
10535,Bareland,Water,Wetland,Water,Wetland,Bareland,NULL,Bareland
10536,Bareland,Water,Wetland,Water,Wetland,Bareland,Bareland,NULL
10537,Bareland,Water,Wetland,Water,Wetland,Bareland,Bareland,Grassland
10538,Bareland,Water,Wetland,Water,Wetland,Bareland,Bareland,Wetland
10539,Bareland,Water,Wetland,Water,Wetland,Bareland,Bareland,Bareland
10540,Bareland,Water,Wetland,Water,Wetland,Bareland,Bareland,Water
10541,Bareland,Water,Wetland,Water,Wetland,Bareland,Built-up,Bareland
10542,Bareland,Water,Wetland,Water,Wetland,Bareland,Built-up,Water
10543,Bareland,Water,Wetland,Water,Wetland,Bareland,Water,Grassland
10544,Bareland,Water,Wetland,Water,Wetland,Bareland,Water,Wetland
10545,Bareland,Water,Wetland,Water,Wetland,Bareland,Water,Bareland
10546,Bareland,Water,Wetland,Water,Wetland,Bareland,Water,Water
10547,Bareland,Water,Wetland,Water,Wetland,Water,NULL,Bareland
10548,Bareland,Water,Wetland,Water,Wetland,Water,NULL,Water
10549,Bareland,Water,Wetland,Water,Wetland,Water,Bareland,Grassland
10550,Bareland,Water,Wetland,Water,Wetland,Water,Bareland,Bareland
10551,Bareland,Water,Wetland,Water,Wetland,Water,Bareland,Water
10552,Bareland,Water,Wetland,Water,Wetland,Water,Built-up,Bareland
10553,Bareland,Water,Wetland,Water,Wetland,Water,Built-up,Water
10554,Bareland,Water,Wetland,Water,Wetland,Water,Water,Grassland
10555,Bareland,Water,Wetland,Water,Wetland,Water,Water,Wetland
10556,Bareland,Water,Wetland,Water,Wetland,Water,Water,Bareland
10557,Bareland,Water,Wetland,Water,Wetland,Water,Water,Water
10558,Bareland,Water,Wetland,Water,Wetland,Forest,Bareland,Grassland
10559,Bareland,Water,Bareland,NULL,Non_Wetland,NULL,Bareland,Bareland
10560,Bareland,Water,Bareland,NULL,Non_Wetland,Shrubland,Bareland,Bareland
10561,Bareland,Water,Bareland,NULL,Non_Wetland,Shrubland,Water,Bareland
10562,Bareland,Water,Bareland,NULL,Non_Wetland,Grassland,Bareland,Bareland
10563,Bareland,Water,Bareland,NULL,Non_Wetland,Bareland,Bareland,Bareland
10564,Bareland,Water,Bareland,NULL,Non_Wetland,Bareland,Bareland,Water
10565,Bareland,Water,Bareland,NULL,Non_Wetland,Bareland,Water,Grassland
10566,Bareland,Water,Bareland,NULL,Non_Wetland,Bareland,Water,Water
10567,Bareland,Water,Bareland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
10568,Bareland,Water,Bareland,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
10569,Bareland,Water,Bareland,Non_Water,Non_Wetland,Bareland,Water,Bareland
10570,Bareland,Water,Bareland,Water,Non_Wetland,NULL,Bareland,Bareland
10571,Bareland,Water,Bareland,Water,Non_Wetland,NULL,Water,Bareland
10572,Bareland,Water,Bareland,Water,Non_Wetland,Shrubland,Bareland,Water
10573,Bareland,Water,Bareland,Water,Non_Wetland,Shrubland,Water,Bareland
10574,Bareland,Water,Bareland,Water,Non_Wetland,Shrubland,Water,Water
10575,Bareland,Water,Bareland,Water,Non_Wetland,Grassland,Water,Grassland
10576,Bareland,Water,Bareland,Water,Non_Wetland,Bareland,NULL,Bareland
10577,Bareland,Water,Bareland,Water,Non_Wetland,Bareland,Bareland,Bareland
10578,Bareland,Water,Bareland,Water,Non_Wetland,Bareland,Bareland,Water
10579,Bareland,Water,Bareland,Water,Non_Wetland,Bareland,Built-up,Bareland
10580,Bareland,Water,Bareland,Water,Non_Wetland,Bareland,Built-up,Water
10581,Bareland,Water,Bareland,Water,Non_Wetland,Bareland,Water,Grassland
10582,Bareland,Water,Bareland,Water,Non_Wetland,Bareland,Water,Bareland
10583,Bareland,Water,Bareland,Water,Non_Wetland,Bareland,Water,Water
10584,Bareland,Water,Bareland,Water,Non_Wetland,Water,Water,Water
10585,Bareland,Water,Built-up,NULL,Non_Wetland,NULL,Bareland,Grassland
10586,Bareland,Water,Built-up,NULL,Non_Wetland,NULL,Water,Grassland
10587,Bareland,Water,Built-up,NULL,Non_Wetland,NULL,Water,Bareland
10588,Bareland,Water,Built-up,NULL,Non_Wetland,Shrubland,Bareland,Grassland
10589,Bareland,Water,Built-up,NULL,Non_Wetland,Shrubland,Bareland,Bareland
10590,Bareland,Water,Built-up,NULL,Non_Wetland,Shrubland,Water,Grassland
10591,Bareland,Water,Built-up,NULL,Non_Wetland,Shrubland,Water,Bareland
10592,Bareland,Water,Built-up,NULL,Non_Wetland,Grassland,Bareland,Bareland
10593,Bareland,Water,Built-up,NULL,Non_Wetland,Bareland,Bareland,Bareland
10594,Bareland,Water,Built-up,NULL,Non_Wetland,Bareland,Bareland,Water
10595,Bareland,Water,Built-up,NULL,Non_Wetland,Bareland,Built-up,Bareland
10596,Bareland,Water,Built-up,NULL,Non_Wetland,Water,Bareland,Bareland
10597,Bareland,Water,Built-up,NULL,Non_Wetland,Water,Water,Grassland
10598,Bareland,Water,Built-up,Non_Water,Non_Wetland,Shrubland,Water,Bareland
10599,Bareland,Water,Built-up,Non_Water,Non_Wetland,Grassland,Bareland,Wetland
10600,Bareland,Water,Built-up,Non_Water,Non_Wetland,Grassland,Bareland,Bareland
10601,Bareland,Water,Built-up,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
10602,Bareland,Water,Built-up,Water,Non_Wetland,NULL,NULL,Bareland
10603,Bareland,Water,Built-up,Water,Non_Wetland,Shrubland,NULL,Bareland
10604,Bareland,Water,Built-up,Water,Non_Wetland,Shrubland,Bareland,Grassland
10605,Bareland,Water,Built-up,Water,Non_Wetland,Shrubland,Bareland,Bareland
10606,Bareland,Water,Built-up,Water,Non_Wetland,Shrubland,Water,Bareland
10607,Bareland,Water,Built-up,Water,Non_Wetland,Shrubland,Water,Water
10608,Bareland,Water,Built-up,Water,Non_Wetland,Grassland,Bareland,Bareland
10609,Bareland,Water,Built-up,Water,Non_Wetland,Bareland,Bareland,Bareland
10610,Bareland,Water,Built-up,Water,Non_Wetland,Water,Water,Bareland
10611,Bareland,Water,Water,NULL,NULL,Bareland,Bareland,Water
10612,Bareland,Water,Water,NULL,Water,NULL,Water,Bareland
10613,Bareland,Water,Water,NULL,Water,Shrubland,Bareland,Bareland
10614,Bareland,Water,Water,NULL,Water,Water,Water,Bareland
10615,Bareland,Water,Water,Non_Water,Water,NULL,Water,Bareland
10616,Bareland,Water,Water,Non_Water,Water,Water,Bareland,Grassland
10617,Bareland,Water,Water,Water,NULL,Bareland,Bareland,Bareland
10618,Bareland,Water,Water,Water,NULL,Bareland,Bareland,Water
10619,Bareland,Water,Water,Water,NULL,Bareland,Water,Grassland
10620,Bareland,Water,Water,Water,NULL,Bareland,Water,Bareland
10621,Bareland,Water,Water,Water,NULL,Water,Bareland,Water
10622,Bareland,Water,Water,Water,NULL,Water,Water,Bareland
10623,Bareland,Water,Water,Water,NULL,Water,Water,Water
10624,Bareland,Water,Water,Water,Water,Shrubland,Bareland,Water
10625,Bareland,Water,Water,Water,Water,Shrubland,Water,Bareland
10626,Bareland,Water,Water,Water,Water,Grassland,Bareland,Water
10627,Bareland,Water,Water,Water,Water,Bareland,Water,Bareland
10628,Bareland,Water,Water,Water,Water,Water,Bareland,Bareland
10629,Bareland,Water,Water,Water,Water,Water,Bareland,Water
10630,Bareland,Water,Water,Water,Water,Water,Water,Wetland
10631,Bareland,Water,Water,Water,Water,Water,Water,Bareland
10632,Bareland,Water,Water,Water,Water,Water,Water,Water
10633,Bareland,Water,Forest,NULL,Non_Wetland,NULL,Water,Bareland
10634,Bareland,Water,Forest,NULL,Non_Wetland,Shrubland,Water,Grassland
10635,Bareland,Water,Forest,NULL,Non_Wetland,Shrubland,Water,Bareland
10636,Bareland,Water,Forest,NULL,Non_Wetland,Grassland,NULL,NULL
10637,Bareland,Water,Forest,NULL,Non_Wetland,Grassland,Bareland,Grassland
10638,Bareland,Water,Forest,NULL,Non_Wetland,Bareland,NULL,Grassland
10639,Bareland,Water,Forest,NULL,Non_Wetland,Bareland,Water,NULL
10640,Bareland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,NULL
10641,Bareland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
10642,Bareland,Forest,NULL,NULL,Non_Wetland,NULL,Shrubland,NULL
10643,Bareland,Forest,NULL,NULL,Non_Wetland,NULL,Bareland,NULL
10644,Bareland,Forest,NULL,NULL,Non_Wetland,NULL,Bareland,Forest
10645,Bareland,Forest,NULL,NULL,Non_Wetland,Shrubland,NULL,NULL
10646,Bareland,Forest,NULL,NULL,Non_Wetland,Shrubland,NULL,Forest
10647,Bareland,Forest,NULL,NULL,Non_Wetland,Shrubland,Shrubland,NULL
10648,Bareland,Forest,NULL,NULL,Non_Wetland,Grassland,NULL,Cropland
10649,Bareland,Forest,NULL,NULL,Non_Wetland,Bareland,NULL,NULL
10650,Bareland,Forest,NULL,NULL,Non_Wetland,Bareland,NULL,Grassland
10651,Bareland,Forest,NULL,NULL,Non_Wetland,Bareland,NULL,Bareland
10652,Bareland,Forest,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
10653,Bareland,Forest,NULL,NULL,Non_Wetland,Bareland,Bareland,Bareland
10654,Bareland,Forest,NULL,Non_Water,Non_Wetland,Water,Bareland,Grassland
10655,Bareland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
10656,Bareland,Forest,Shrubland,NULL,Non_Wetland,NULL,Bareland,NULL
10657,Bareland,Forest,Shrubland,NULL,Non_Wetland,NULL,Built-up,NULL
10658,Bareland,Forest,Shrubland,NULL,Non_Wetland,Shrubland,NULL,NULL
10659,Bareland,Forest,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Built-up
10660,Bareland,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
10661,Bareland,Forest,Shrubland,NULL,Non_Wetland,Bareland,NULL,NULL
10662,Bareland,Forest,Shrubland,NULL,Non_Wetland,Bareland,Bareland,NULL
10663,Bareland,Forest,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
10664,Bareland,Forest,Shrubland,Non_Water,Non_Wetland,Water,Bareland,Forest
10665,Bareland,Forest,Grassland,NULL,Non_Wetland,Shrubland,NULL,NULL
10666,Bareland,Forest,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
10667,Bareland,Forest,Grassland,NULL,Non_Wetland,Bareland,Bareland,Bareland
10668,Bareland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
10669,Bareland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
10670,Bareland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
10671,Bareland,Forest,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
10672,Bareland,Forest,Cropland,NULL,Non_Wetland,NULL,Bareland,NULL
10673,Bareland,Forest,Cropland,NULL,Non_Wetland,NULL,Bareland,Grassland
10674,Bareland,Forest,Cropland,NULL,Non_Wetland,NULL,Bareland,Forest
10675,Bareland,Forest,Cropland,NULL,Non_Wetland,Shrubland,NULL,NULL
10676,Bareland,Forest,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
10677,Bareland,Forest,Cropland,NULL,Non_Wetland,Shrubland,Grassland,NULL
10678,Bareland,Forest,Cropland,NULL,Non_Wetland,Grassland,NULL,NULL
10679,Bareland,Forest,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
10680,Bareland,Forest,Cropland,NULL,Non_Wetland,Grassland,NULL,Cropland
10681,Bareland,Forest,Cropland,NULL,Non_Wetland,Cropland,NULL,NULL
10682,Bareland,Forest,Cropland,NULL,Non_Wetland,Cropland,NULL,Grassland
10683,Bareland,Forest,Cropland,NULL,Non_Wetland,Bareland,NULL,NULL
10684,Bareland,Forest,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
10685,Bareland,Forest,Cropland,NULL,Non_Wetland,Bareland,NULL,Bareland
10686,Bareland,Forest,Cropland,NULL,Non_Wetland,Bareland,NULL,Built-up
10687,Bareland,Forest,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
10688,Bareland,Forest,Cropland,NULL,Non_Wetland,Bareland,Bareland,NULL
10689,Bareland,Forest,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
10690,Bareland,Forest,Cropland,NULL,Non_Wetland,Bareland,Bareland,Cropland
10691,Bareland,Forest,Cropland,NULL,Non_Wetland,Bareland,Bareland,Bareland
10692,Bareland,Forest,Cropland,NULL,Non_Wetland,Bareland,Bareland,Forest
10693,Bareland,Forest,Cropland,NULL,Non_Wetland,Bareland,Built-up,Grassland
10694,Bareland,Forest,Cropland,NULL,Non_Wetland,Forest,NULL,NULL
10695,Bareland,Forest,Cropland,Non_Water,Non_Wetland,NULL,Shrubland,Grassland
10696,Bareland,Forest,Cropland,Non_Water,Non_Wetland,Water,Wetland,Grassland
10697,Bareland,Forest,Bareland,NULL,Non_Wetland,NULL,Bareland,NULL
10698,Bareland,Forest,Bareland,NULL,Non_Wetland,NULL,Bareland,Grassland
10699,Bareland,Forest,Bareland,NULL,Non_Wetland,NULL,Bareland,Forest
10700,Bareland,Forest,Bareland,NULL,Non_Wetland,Bareland,Bareland,NULL
10701,Bareland,Forest,Bareland,NULL,Non_Wetland,Bareland,Bareland,Grassland
10702,Bareland,Forest,Bareland,NULL,Non_Wetland,Bareland,Bareland,Bareland
10703,Bareland,Forest,Bareland,NULL,Non_Wetland,Bareland,Bareland,Forest
10704,Bareland,Forest,Bareland,NULL,Non_Wetland,Forest,Bareland,Forest
10705,Bareland,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
10706,Bareland,Forest,Built-up,NULL,Non_Wetland,NULL,Bareland,Grassland
10707,Bareland,Forest,Built-up,NULL,Non_Wetland,Shrubland,NULL,Built-up
10708,Bareland,Forest,Built-up,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
10709,Bareland,Forest,Built-up,NULL,Non_Wetland,Bareland,NULL,NULL
10710,Bareland,Forest,Built-up,NULL,Non_Wetland,Bareland,NULL,Grassland
10711,Bareland,Forest,Built-up,NULL,Non_Wetland,Bareland,Bareland,NULL
10712,Bareland,Forest,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
10713,Bareland,Forest,Built-up,NULL,Non_Wetland,Bareland,Bareland,Bareland
10714,Bareland,Forest,Built-up,NULL,Non_Wetland,Bareland,Bareland,Forest
10715,Bareland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,NULL
10716,Bareland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
10717,Bareland,Forest,Forest,NULL,Non_Wetland,NULL,Shrubland,NULL
10718,Bareland,Forest,Forest,NULL,Non_Wetland,NULL,Grassland,Grassland
10719,Bareland,Forest,Forest,NULL,Non_Wetland,NULL,Bareland,NULL
10720,Bareland,Forest,Forest,NULL,Non_Wetland,Shrubland,NULL,NULL
10721,Bareland,Forest,Forest,NULL,Non_Wetland,Shrubland,NULL,Grassland
10722,Bareland,Forest,Forest,NULL,Non_Wetland,Shrubland,NULL,Forest
10723,Bareland,Forest,Forest,NULL,Non_Wetland,Shrubland,Shrubland,NULL
10724,Bareland,Forest,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Forest
10725,Bareland,Forest,Forest,NULL,Non_Wetland,Grassland,NULL,NULL
10726,Bareland,Forest,Forest,NULL,Non_Wetland,Grassland,Shrubland,NULL
10727,Bareland,Forest,Forest,NULL,Non_Wetland,Cropland,NULL,NULL
10728,Bareland,Forest,Forest,NULL,Non_Wetland,Bareland,NULL,NULL
10729,Bareland,Forest,Forest,NULL,Non_Wetland,Bareland,NULL,Grassland
10730,Bareland,Forest,Forest,NULL,Non_Wetland,Bareland,Bareland,NULL
10731,Bareland,Forest,Forest,NULL,Non_Wetland,Water,Bareland,Grassland
10732,Bareland,Forest,Forest,NULL,Non_Wetland,Forest,Shrubland,Forest
10733,Bareland,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
10734,Water,NULL,NULL,NULL,Non_Wetland,NULL,NULL,NULL
10735,Water,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
10736,Water,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
10737,Water,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
10738,Water,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
10739,Water,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
10740,Water,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Forest
10741,Water,NULL,NULL,NULL,Non_Wetland,NULL,Shrubland,NULL
10742,Water,NULL,NULL,NULL,Non_Wetland,NULL,Shrubland,Grassland
10743,Water,NULL,NULL,NULL,Non_Wetland,NULL,Grassland,NULL
10744,Water,NULL,NULL,NULL,Non_Wetland,NULL,Grassland,Grassland
10745,Water,NULL,NULL,NULL,Non_Wetland,NULL,Grassland,Cropland
10746,Water,NULL,NULL,NULL,Non_Wetland,NULL,Grassland,Forest
10747,Water,NULL,NULL,NULL,Non_Wetland,NULL,Wetland,Wetland
10748,Water,NULL,NULL,NULL,Non_Wetland,NULL,Bareland,Bareland
10749,Water,NULL,NULL,NULL,Non_Wetland,NULL,Built-up,NULL
10750,Water,NULL,NULL,NULL,Non_Wetland,NULL,Built-up,Grassland
10751,Water,NULL,NULL,NULL,Non_Wetland,NULL,Water,Grassland
10752,Water,NULL,NULL,NULL,Non_Wetland,NULL,Water,Bareland
10753,Water,NULL,NULL,NULL,Non_Wetland,NULL,Forest,NULL
10754,Water,NULL,NULL,NULL,Non_Wetland,NULL,Forest,Forest
10755,Water,NULL,NULL,NULL,Non_Wetland,Shrubland,NULL,NULL
10756,Water,NULL,NULL,NULL,Non_Wetland,Shrubland,NULL,Grassland
10757,Water,NULL,NULL,NULL,Non_Wetland,Shrubland,NULL,Cropland
10758,Water,NULL,NULL,NULL,Non_Wetland,Shrubland,NULL,Wetland
10759,Water,NULL,NULL,NULL,Non_Wetland,Shrubland,NULL,Bareland
10760,Water,NULL,NULL,NULL,Non_Wetland,Shrubland,NULL,Built-up
10761,Water,NULL,NULL,NULL,Non_Wetland,Shrubland,NULL,Water
10762,Water,NULL,NULL,NULL,Non_Wetland,Shrubland,NULL,Forest
10763,Water,NULL,NULL,NULL,Non_Wetland,Shrubland,Shrubland,NULL
10764,Water,NULL,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
10765,Water,NULL,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Bareland
10766,Water,NULL,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Forest
10767,Water,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,NULL
10768,Water,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,Grassland
10769,Water,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,Forest
10770,Water,NULL,NULL,NULL,Non_Wetland,Shrubland,Water,NULL
10771,Water,NULL,NULL,NULL,Non_Wetland,Shrubland,Water,Grassland
10772,Water,NULL,NULL,NULL,Non_Wetland,Shrubland,Water,Wetland
10773,Water,NULL,NULL,NULL,Non_Wetland,Shrubland,Water,Bareland
10774,Water,NULL,NULL,NULL,Non_Wetland,Shrubland,Forest,Grassland
10775,Water,NULL,NULL,NULL,Non_Wetland,Shrubland,Forest,Wetland
10776,Water,NULL,NULL,NULL,Non_Wetland,Shrubland,Forest,Water
10777,Water,NULL,NULL,NULL,Non_Wetland,Shrubland,Forest,Forest
10778,Water,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,NULL
10779,Water,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
10780,Water,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Cropland
10781,Water,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Forest
10782,Water,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,NULL
10783,Water,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,NULL
10784,Water,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
10785,Water,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Cropland
10786,Water,NULL,NULL,NULL,Non_Wetland,Grassland,Water,Grassland
10787,Water,NULL,NULL,NULL,Non_Wetland,Grassland,Water,Bareland
10788,Water,NULL,NULL,NULL,Non_Wetland,Cropland,NULL,NULL
10789,Water,NULL,NULL,NULL,Non_Wetland,Cropland,NULL,Grassland
10790,Water,NULL,NULL,NULL,Non_Wetland,Cropland,NULL,Cropland
10791,Water,NULL,NULL,NULL,Non_Wetland,Cropland,NULL,Bareland
10792,Water,NULL,NULL,NULL,Non_Wetland,Cropland,NULL,Built-up
10793,Water,NULL,NULL,NULL,Non_Wetland,Cropland,NULL,Forest
10794,Water,NULL,NULL,NULL,Non_Wetland,Cropland,Shrubland,NULL
10795,Water,NULL,NULL,NULL,Non_Wetland,Cropland,Shrubland,Cropland
10796,Water,NULL,NULL,NULL,Non_Wetland,Cropland,Built-up,NULL
10797,Water,NULL,NULL,NULL,Non_Wetland,Cropland,Built-up,Built-up
10798,Water,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,NULL
10799,Water,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,Grassland
10800,Water,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
10801,Water,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
10802,Water,NULL,NULL,NULL,Non_Wetland,Bareland,Water,Grassland
10803,Water,NULL,NULL,NULL,Non_Wetland,Built-up,NULL,NULL
10804,Water,NULL,NULL,NULL,Non_Wetland,Built-up,NULL,Grassland
10805,Water,NULL,NULL,NULL,Non_Wetland,Built-up,NULL,Cropland
10806,Water,NULL,NULL,NULL,Non_Wetland,Built-up,NULL,Bareland
10807,Water,NULL,NULL,NULL,Non_Wetland,Built-up,NULL,Forest
10808,Water,NULL,NULL,NULL,Non_Wetland,Built-up,Built-up,NULL
10809,Water,NULL,NULL,NULL,Non_Wetland,Built-up,Built-up,Grassland
10810,Water,NULL,NULL,NULL,Non_Wetland,Built-up,Built-up,Bareland
10811,Water,NULL,NULL,NULL,Non_Wetland,Built-up,Built-up,Built-up
10812,Water,NULL,NULL,NULL,Non_Wetland,Water,NULL,NULL
10813,Water,NULL,NULL,NULL,Non_Wetland,Water,NULL,Grassland
10814,Water,NULL,NULL,NULL,Non_Wetland,Water,NULL,Bareland
10815,Water,NULL,NULL,NULL,Non_Wetland,Water,Wetland,Wetland
10816,Water,NULL,NULL,NULL,Non_Wetland,Water,Bareland,NULL
10817,Water,NULL,NULL,NULL,Non_Wetland,Water,Bareland,Bareland
10818,Water,NULL,NULL,NULL,Non_Wetland,Water,Water,Grassland
10819,Water,NULL,NULL,NULL,Non_Wetland,Water,Water,Wetland
10820,Water,NULL,NULL,NULL,Non_Wetland,Forest,NULL,Cropland
10821,Water,NULL,NULL,NULL,Non_Wetland,Forest,NULL,Forest
10822,Water,NULL,NULL,NULL,Non_Wetland,Forest,Forest,Forest
10823,Water,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,NULL
10824,Water,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
10825,Water,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Wetland
10826,Water,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Water
10827,Water,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
10828,Water,NULL,NULL,Non_Water,Non_Wetland,NULL,Bareland,Grassland
10829,Water,NULL,NULL,Non_Water,Non_Wetland,NULL,Bareland,Bareland
10830,Water,NULL,NULL,Non_Water,Non_Wetland,NULL,Water,Grassland
10831,Water,NULL,NULL,Non_Water,Non_Wetland,NULL,Water,Wetland
10832,Water,NULL,NULL,Non_Water,Non_Wetland,NULL,Water,Bareland
10833,Water,NULL,NULL,Non_Water,Non_Wetland,Shrubland,NULL,NULL
10834,Water,NULL,NULL,Non_Water,Non_Wetland,Shrubland,NULL,Grassland
10835,Water,NULL,NULL,Non_Water,Non_Wetland,Shrubland,NULL,Wetland
10836,Water,NULL,NULL,Non_Water,Non_Wetland,Shrubland,NULL,Bareland
10837,Water,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Grassland,Grassland
10838,Water,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Bareland,Wetland
10839,Water,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Bareland,Bareland
10840,Water,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Water,Grassland
10841,Water,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Water,Wetland
10842,Water,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Water,Bareland
10843,Water,NULL,NULL,Non_Water,Non_Wetland,Grassland,NULL,Grassland
10844,Water,NULL,NULL,Non_Water,Non_Wetland,Grassland,NULL,Bareland
10845,Water,NULL,NULL,Non_Water,Non_Wetland,Grassland,Shrubland,Grassland
10846,Water,NULL,NULL,Non_Water,Non_Wetland,Grassland,Grassland,NULL
10847,Water,NULL,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
