Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_20LPP_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20LPP_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20LPP_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_20LPP_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20LPP_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20LPP_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20LPP_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_20LPP_M_R
4650,Water,Wetland,Cropland,NULL,Non_Wetland,Bareland,Wetland,Grassland
4651,Water,Wetland,Cropland,NULL,Non_Wetland,Bareland,Wetland,Cropland
4652,Water,Wetland,Cropland,NULL,Non_Wetland,Water,Grassland,Grassland
4653,Water,Wetland,Cropland,NULL,Non_Wetland,Water,Grassland,Cropland
4654,Water,Wetland,Cropland,NULL,Non_Wetland,Water,Wetland,Cropland
4655,Water,Wetland,Cropland,Non_Water,Non_Wetland,Water,Wetland,Grassland
4656,Water,Wetland,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
4657,Water,Wetland,Wetland,NULL,Wetland,Water,Grassland,Grassland
4658,Water,Wetland,Wetland,NULL,Wetland,Water,Grassland,Water
4659,Water,Wetland,Wetland,NULL,Wetland,Water,Water,Wetland
4660,Water,Wetland,Wetland,NULL,Wetland,Water,Water,Water
4661,Water,Wetland,Wetland,Water,Wetland,Water,Wetland,Water
4662,Water,Wetland,Wetland,Water,Wetland,Water,Water,Grassland
4663,Water,Wetland,Wetland,Water,Wetland,Water,Water,Water
4664,Water,Wetland,Water,NULL,Water,Water,Wetland,Grassland
4665,Water,Wetland,Water,NULL,Water,Water,Water,Grassland
4666,Water,Wetland,Forest,NULL,Non_Wetland,Grassland,Wetland,Cropland
4667,Water,Wetland,Forest,NULL,Non_Wetland,Water,Grassland,Grassland
4668,Water,Wetland,Forest,NULL,Non_Wetland,Water,Water,Water
4669,Water,Wetland,Forest,Water,Non_Wetland,Water,Wetland,Forest
4670,Water,Bareland,NULL,Non_Water,Non_Wetland,Bareland,Grassland,Forest
4671,Water,Bareland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
4672,Water,Bareland,Shrubland,Water,Non_Wetland,Bareland,Grassland,Bareland
4673,Water,Bareland,Shrubland,Water,Non_Wetland,Bareland,Bareland,Bareland
4674,Water,Bareland,Shrubland,Water,Non_Wetland,Water,Water,Water
4675,Water,Bareland,Grassland,NULL,Non_Wetland,Bareland,Grassland,Bareland
4676,Water,Bareland,Grassland,Water,Non_Wetland,Bareland,Water,Water
4677,Water,Bareland,Grassland,Water,Non_Wetland,Water,Bareland,Water
4678,Water,Bareland,Cropland,Water,Non_Wetland,Bareland,Grassland,Bareland
4679,Water,Bareland,Wetland,Water,Wetland,Bareland,Water,Water
4680,Water,Bareland,Wetland,Water,Wetland,Water,Water,Water
4681,Water,Bareland,Wetland,Water,Wetland,Water,Water,Forest
4682,Water,Bareland,Bareland,NULL,Non_Wetland,Bareland,Grassland,Forest
4683,Water,Bareland,Bareland,Water,Non_Wetland,Water,Grassland,Water
4684,Water,Bareland,Water,Water,Water,Bareland,Water,Water
4685,Water,Bareland,Water,Water,Water,Water,Water,Water
4686,Water,Bareland,Forest,Non_Water,Non_Wetland,Bareland,Grassland,Forest
4687,Water,Built-up,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
4688,Water,Built-up,NULL,NULL,Non_Wetland,Bareland,Water,Grassland
4689,Water,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
4690,Water,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Built-up
4691,Water,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Grassland
4692,Water,Built-up,Shrubland,NULL,Non_Wetland,Water,Shrubland,Grassland
4693,Water,Built-up,Shrubland,NULL,Non_Wetland,Water,Shrubland,Forest
4694,Water,Built-up,Shrubland,NULL,Non_Wetland,Water,Grassland,Grassland
4695,Water,Built-up,Shrubland,NULL,Non_Wetland,Water,Water,Grassland
4696,Water,Built-up,Shrubland,Non_Water,Non_Wetland,Grassland,Built-up,Forest
4697,Water,Built-up,Shrubland,Non_Water,Non_Wetland,Water,Grassland,Forest
4698,Water,Built-up,Shrubland,Water,Non_Wetland,Built-up,Built-up,Water
4699,Water,Built-up,Shrubland,Water,Non_Wetland,Built-up,Built-up,Forest
4700,Water,Built-up,Shrubland,Water,Non_Wetland,Built-up,Water,Built-up
4701,Water,Built-up,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
4702,Water,Built-up,Grassland,NULL,Non_Wetland,Grassland,Bareland,Grassland
4703,Water,Built-up,Grassland,NULL,Non_Wetland,Grassland,Built-up,Grassland
4704,Water,Built-up,Grassland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
4705,Water,Built-up,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
4706,Water,Built-up,Grassland,NULL,Non_Wetland,Bareland,Bareland,Water
4707,Water,Built-up,Grassland,NULL,Non_Wetland,Built-up,Built-up,Grassland
4708,Water,Built-up,Grassland,NULL,Non_Wetland,Built-up,Built-up,Bareland
4709,Water,Built-up,Grassland,NULL,Non_Wetland,Water,Shrubland,Grassland
4710,Water,Built-up,Grassland,NULL,Non_Wetland,Water,Shrubland,Forest
4711,Water,Built-up,Grassland,NULL,Non_Wetland,Water,Grassland,Grassland
4712,Water,Built-up,Grassland,NULL,Non_Wetland,Water,Grassland,Water
4713,Water,Built-up,Grassland,NULL,Non_Wetland,Water,Built-up,Forest
4714,Water,Built-up,Grassland,NULL,Non_Wetland,Water,Water,Forest
4715,Water,Built-up,Grassland,Non_Water,Non_Wetland,Water,Water,Bareland
4716,Water,Built-up,Grassland,Non_Water,Non_Wetland,Forest,Grassland,Forest
4717,Water,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
4718,Water,Built-up,Cropland,NULL,Non_Wetland,Grassland,Built-up,Grassland
4719,Water,Built-up,Cropland,NULL,Non_Wetland,Grassland,Built-up,Forest
4720,Water,Built-up,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
4721,Water,Built-up,Cropland,NULL,Non_Wetland,Water,Shrubland,Grassland
4722,Water,Built-up,Cropland,Non_Water,Non_Wetland,Grassland,Built-up,Grassland
4723,Water,Built-up,Wetland,NULL,Wetland,NULL,Water,Water
4724,Water,Built-up,Wetland,NULL,Wetland,Bareland,Grassland,Grassland
4725,Water,Built-up,Wetland,NULL,Wetland,Built-up,Grassland,Forest
4726,Water,Built-up,Wetland,NULL,Wetland,Built-up,Built-up,Grassland
4727,Water,Built-up,Wetland,NULL,Wetland,Built-up,Built-up,Water
4728,Water,Built-up,Wetland,NULL,Wetland,Built-up,Water,Forest
4729,Water,Built-up,Wetland,NULL,Wetland,Water,Shrubland,Grassland
4730,Water,Built-up,Wetland,NULL,Wetland,Water,Grassland,Forest
4731,Water,Built-up,Wetland,NULL,Wetland,Water,Bareland,Grassland
4732,Water,Built-up,Wetland,NULL,Wetland,Water,Water,Grassland
4733,Water,Built-up,Wetland,NULL,Wetland,Water,Water,Forest
4734,Water,Built-up,Wetland,Non_Water,Wetland,NULL,Water,Forest
4735,Water,Built-up,Wetland,Water,Wetland,Built-up,Built-up,Forest
4736,Water,Built-up,Wetland,Water,Wetland,Built-up,Water,Grassland
4737,Water,Built-up,Wetland,Water,Wetland,Water,Built-up,Water
4738,Water,Built-up,Built-up,NULL,Non_Wetland,Grassland,Bareland,Forest
4739,Water,Built-up,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
4740,Water,Built-up,Built-up,NULL,Non_Wetland,Bareland,Built-up,Forest
4741,Water,Built-up,Built-up,NULL,Non_Wetland,Bareland,Water,Grassland
4742,Water,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Water
4743,Water,Built-up,Built-up,NULL,Non_Wetland,Built-up,Water,Forest
4744,Water,Built-up,Built-up,NULL,Non_Wetland,Water,Grassland,Forest
4745,Water,Built-up,Built-up,NULL,Non_Wetland,Water,Built-up,Forest
4746,Water,Built-up,Built-up,NULL,Non_Wetland,Water,Water,Grassland
4747,Water,Built-up,Built-up,Non_Water,Non_Wetland,Built-up,Built-up,Built-up
4748,Water,Built-up,Water,NULL,Water,Grassland,Grassland,Forest
4749,Water,Built-up,Water,NULL,Water,Bareland,Built-up,Grassland
4750,Water,Built-up,Water,NULL,Water,Bareland,Water,Bareland
4751,Water,Built-up,Water,Non_Water,Water,Grassland,Built-up,Forest
4752,Water,Built-up,Water,Non_Water,Water,Grassland,Water,Forest
4753,Water,Built-up,Water,Water,Water,Grassland,Water,Forest
4754,Water,Built-up,Water,Water,Water,Bareland,Wetland,Water
4755,Water,Built-up,Water,Water,Water,Built-up,Built-up,Grassland
4756,Water,Built-up,Water,Water,Water,Built-up,Built-up,Water
4757,Water,Built-up,Water,Water,Water,Built-up,Water,Water
4758,Water,Built-up,Water,Water,Water,Built-up,Water,Forest
4759,Water,Built-up,Water,Water,Water,Water,Water,Water
4760,Water,Built-up,Water,Water,Water,Water,Water,Forest
4761,Water,Built-up,Forest,NULL,Non_Wetland,Grassland,Shrubland,Grassland
4762,Water,Built-up,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
4763,Water,Built-up,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
4764,Water,Built-up,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
4765,Water,Built-up,Forest,NULL,Non_Wetland,Water,Grassland,Forest
4766,Water,Built-up,Forest,NULL,Non_Wetland,Water,Built-up,Grassland
4767,Water,Built-up,Forest,NULL,Non_Wetland,Water,Built-up,Water
4768,Water,Built-up,Forest,NULL,Non_Wetland,Water,Built-up,Forest
4769,Water,Built-up,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
4770,Water,Water,NULL,NULL,Non_Wetland,NULL,Grassland,Forest
4771,Water,Water,NULL,NULL,Non_Wetland,NULL,Wetland,Water
4772,Water,Water,NULL,NULL,Non_Wetland,NULL,Water,Forest
4773,Water,Water,NULL,NULL,Non_Wetland,Shrubland,Grassland,Forest
4774,Water,Water,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
4775,Water,Water,NULL,NULL,Non_Wetland,Grassland,Grassland,Bareland
4776,Water,Water,NULL,NULL,Non_Wetland,Grassland,Grassland,Water
4777,Water,Water,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
4778,Water,Water,NULL,NULL,Non_Wetland,Grassland,Water,Grassland
4779,Water,Water,NULL,NULL,Non_Wetland,Grassland,Water,Water
4780,Water,Water,NULL,NULL,Non_Wetland,Grassland,Water,Forest
4781,Water,Water,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
4782,Water,Water,NULL,NULL,Non_Wetland,Bareland,Grassland,Bareland
4783,Water,Water,NULL,NULL,Non_Wetland,Bareland,Grassland,Water
4784,Water,Water,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
4785,Water,Water,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
4786,Water,Water,NULL,NULL,Non_Wetland,Bareland,Water,Grassland
4787,Water,Water,NULL,NULL,Non_Wetland,Bareland,Water,Bareland
4788,Water,Water,NULL,NULL,Non_Wetland,Bareland,Water,Water
4789,Water,Water,NULL,NULL,Non_Wetland,Bareland,Water,Forest
4790,Water,Water,NULL,NULL,Non_Wetland,Built-up,Grassland,Grassland
4791,Water,Water,NULL,NULL,Non_Wetland,Built-up,Built-up,Bareland
4792,Water,Water,NULL,NULL,Non_Wetland,Built-up,Built-up,Water
4793,Water,Water,NULL,NULL,Non_Wetland,Water,Grassland,Grassland
4794,Water,Water,NULL,NULL,Non_Wetland,Water,Grassland,Wetland
4795,Water,Water,NULL,NULL,Non_Wetland,Water,Grassland,Bareland
4796,Water,Water,NULL,NULL,Non_Wetland,Water,Grassland,Water
4797,Water,Water,NULL,NULL,Non_Wetland,Water,Grassland,Forest
4798,Water,Water,NULL,NULL,Non_Wetland,Water,Wetland,Grassland
4799,Water,Water,NULL,NULL,Non_Wetland,Water,Wetland,Water
4800,Water,Water,NULL,NULL,Non_Wetland,Water,Wetland,Forest
4801,Water,Water,NULL,NULL,Non_Wetland,Water,Bareland,Grassland
4802,Water,Water,NULL,NULL,Non_Wetland,Water,Water,Grassland
4803,Water,Water,NULL,NULL,Non_Wetland,Water,Water,Bareland
4804,Water,Water,NULL,NULL,Non_Wetland,Water,Water,Water
4805,Water,Water,NULL,NULL,Non_Wetland,Water,Water,Forest
4806,Water,Water,NULL,NULL,Non_Wetland,Water,Forest,Grassland
4807,Water,Water,NULL,NULL,Non_Wetland,Water,Forest,Water
4808,Water,Water,NULL,NULL,Non_Wetland,Water,Forest,Forest
4809,Water,Water,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
4810,Water,Water,NULL,NULL,Non_Wetland,Forest,Water,Forest
4811,Water,Water,NULL,NULL,Non_Wetland,Forest,Forest,Forest
4812,Water,Water,NULL,Non_Water,Non_Wetland,NULL,Water,Water
4813,Water,Water,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
4814,Water,Water,NULL,Non_Water,Non_Wetland,Grassland,Wetland,Water
4815,Water,Water,NULL,Non_Water,Non_Wetland,Grassland,Water,Grassland
4816,Water,Water,NULL,Non_Water,Non_Wetland,Grassland,Water,Water
4817,Water,Water,NULL,Non_Water,Non_Wetland,Grassland,Water,Forest
4818,Water,Water,NULL,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
4819,Water,Water,NULL,Non_Water,Non_Wetland,Bareland,Grassland,Bareland
4820,Water,Water,NULL,Non_Water,Non_Wetland,Bareland,Grassland,Water
4821,Water,Water,NULL,Non_Water,Non_Wetland,Bareland,Water,Grassland
4822,Water,Water,NULL,Non_Water,Non_Wetland,Bareland,Water,Water
4823,Water,Water,NULL,Non_Water,Non_Wetland,Built-up,Built-up,Water
4824,Water,Water,NULL,Non_Water,Non_Wetland,Water,Grassland,Grassland
4825,Water,Water,NULL,Non_Water,Non_Wetland,Water,Grassland,Water
4826,Water,Water,NULL,Non_Water,Non_Wetland,Water,Grassland,Forest
4827,Water,Water,NULL,Non_Water,Non_Wetland,Water,Wetland,Water
4828,Water,Water,NULL,Non_Water,Non_Wetland,Water,Wetland,Forest
4829,Water,Water,NULL,Non_Water,Non_Wetland,Water,Bareland,Forest
4830,Water,Water,NULL,Non_Water,Non_Wetland,Water,Built-up,Forest
4831,Water,Water,NULL,Non_Water,Non_Wetland,Water,Water,Grassland
4832,Water,Water,NULL,Non_Water,Non_Wetland,Water,Water,Bareland
4833,Water,Water,NULL,Non_Water,Non_Wetland,Water,Water,Water
4834,Water,Water,NULL,Non_Water,Non_Wetland,Water,Water,Forest
4835,Water,Water,NULL,Non_Water,Non_Wetland,Water,Forest,Water
4836,Water,Water,NULL,Non_Water,Non_Wetland,Water,Forest,Forest
4837,Water,Water,NULL,Water,Non_Wetland,Grassland,Grassland,Grassland
4838,Water,Water,NULL,Water,Non_Wetland,Grassland,Grassland,Bareland
4839,Water,Water,NULL,Water,Non_Wetland,Grassland,Grassland,Forest
4840,Water,Water,NULL,Water,Non_Wetland,Grassland,Water,Water
4841,Water,Water,NULL,Water,Non_Wetland,Bareland,NULL,Forest
4842,Water,Water,NULL,Water,Non_Wetland,Bareland,Grassland,Forest
4843,Water,Water,NULL,Water,Non_Wetland,Bareland,Water,Grassland
4844,Water,Water,NULL,Water,Non_Wetland,Bareland,Water,Water
4845,Water,Water,NULL,Water,Non_Wetland,Bareland,Water,Forest
4846,Water,Water,NULL,Water,Non_Wetland,Water,Grassland,Grassland
4847,Water,Water,NULL,Water,Non_Wetland,Water,Grassland,Water
4848,Water,Water,NULL,Water,Non_Wetland,Water,Grassland,Forest
4849,Water,Water,NULL,Water,Non_Wetland,Water,Wetland,Water
4850,Water,Water,NULL,Water,Non_Wetland,Water,Wetland,Forest
4851,Water,Water,NULL,Water,Non_Wetland,Water,Water,Grassland
4852,Water,Water,NULL,Water,Non_Wetland,Water,Water,Bareland
4853,Water,Water,NULL,Water,Non_Wetland,Water,Water,Water
4854,Water,Water,NULL,Water,Non_Wetland,Water,Water,Forest
4855,Water,Water,NULL,Water,Non_Wetland,Water,Forest,Water
4856,Water,Water,NULL,Water,Non_Wetland,Water,Forest,Forest
4857,Water,Water,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
4858,Water,Water,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
4859,Water,Water,Shrubland,NULL,Non_Wetland,Shrubland,Water,Grassland
4860,Water,Water,Shrubland,NULL,Non_Wetland,Shrubland,Water,Forest
4861,Water,Water,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
4862,Water,Water,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
4863,Water,Water,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
4864,Water,Water,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Bareland
4865,Water,Water,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Water
4866,Water,Water,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
4867,Water,Water,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
4868,Water,Water,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
4869,Water,Water,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
4870,Water,Water,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Grassland
4871,Water,Water,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Water
4872,Water,Water,Shrubland,NULL,Non_Wetland,Grassland,Water,Grassland
4873,Water,Water,Shrubland,NULL,Non_Wetland,Grassland,Water,Bareland
4874,Water,Water,Shrubland,NULL,Non_Wetland,Grassland,Water,Water
4875,Water,Water,Shrubland,NULL,Non_Wetland,Grassland,Water,Forest
4876,Water,Water,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
4877,Water,Water,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Grassland
4878,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
4879,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Bareland
4880,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Built-up
4881,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Water
4882,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
4883,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Water
4884,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
4885,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Water,Grassland
4886,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Water,Water
4887,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Water,Forest
4888,Water,Water,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Grassland
4889,Water,Water,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Bareland
4890,Water,Water,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Grassland
4891,Water,Water,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Water
4892,Water,Water,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Forest
4893,Water,Water,Shrubland,NULL,Non_Wetland,Built-up,Water,Grassland
4894,Water,Water,Shrubland,NULL,Non_Wetland,Built-up,Water,Water
4895,Water,Water,Shrubland,NULL,Non_Wetland,Built-up,Water,Forest
4896,Water,Water,Shrubland,NULL,Non_Wetland,Water,NULL,Grassland
4897,Water,Water,Shrubland,NULL,Non_Wetland,Water,Grassland,Grassland
4898,Water,Water,Shrubland,NULL,Non_Wetland,Water,Grassland,Wetland
4899,Water,Water,Shrubland,NULL,Non_Wetland,Water,Grassland,Bareland
4900,Water,Water,Shrubland,NULL,Non_Wetland,Water,Grassland,Water
4901,Water,Water,Shrubland,NULL,Non_Wetland,Water,Grassland,Forest
4902,Water,Water,Shrubland,NULL,Non_Wetland,Water,Wetland,Grassland
4903,Water,Water,Shrubland,NULL,Non_Wetland,Water,Wetland,Water
4904,Water,Water,Shrubland,NULL,Non_Wetland,Water,Wetland,Forest
4905,Water,Water,Shrubland,NULL,Non_Wetland,Water,Bareland,Grassland
4906,Water,Water,Shrubland,NULL,Non_Wetland,Water,Bareland,Water
4907,Water,Water,Shrubland,NULL,Non_Wetland,Water,Built-up,Water
4908,Water,Water,Shrubland,NULL,Non_Wetland,Water,Built-up,Forest
4909,Water,Water,Shrubland,NULL,Non_Wetland,Water,Water,Grassland
4910,Water,Water,Shrubland,NULL,Non_Wetland,Water,Water,Wetland
4911,Water,Water,Shrubland,NULL,Non_Wetland,Water,Water,Bareland
4912,Water,Water,Shrubland,NULL,Non_Wetland,Water,Water,Water
4913,Water,Water,Shrubland,NULL,Non_Wetland,Water,Water,Forest
4914,Water,Water,Shrubland,NULL,Non_Wetland,Water,Forest,Water
4915,Water,Water,Shrubland,NULL,Non_Wetland,Water,Forest,Forest
4916,Water,Water,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
4917,Water,Water,Shrubland,NULL,Non_Wetland,Forest,Water,Forest
4918,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
4919,Water,Water,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
4920,Water,Water,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Water
4921,Water,Water,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
4922,Water,Water,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
4923,Water,Water,Shrubland,Non_Water,Non_Wetland,Grassland,Bareland,Grassland
4924,Water,Water,Shrubland,Non_Water,Non_Wetland,Grassland,Water,Grassland
4925,Water,Water,Shrubland,Non_Water,Non_Wetland,Grassland,Water,Forest
4926,Water,Water,Shrubland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
4927,Water,Water,Shrubland,Non_Water,Non_Wetland,Bareland,Grassland,Built-up
4928,Water,Water,Shrubland,Non_Water,Non_Wetland,Bareland,Grassland,Water
4929,Water,Water,Shrubland,Non_Water,Non_Wetland,Bareland,Wetland,Grassland
4930,Water,Water,Shrubland,Non_Water,Non_Wetland,Bareland,Water,Grassland
4931,Water,Water,Shrubland,Non_Water,Non_Wetland,Bareland,Water,Water
4932,Water,Water,Shrubland,Non_Water,Non_Wetland,Bareland,Water,Forest
4933,Water,Water,Shrubland,Non_Water,Non_Wetland,Bareland,Forest,Bareland
4934,Water,Water,Shrubland,Non_Water,Non_Wetland,Built-up,Built-up,Grassland
4935,Water,Water,Shrubland,Non_Water,Non_Wetland,Built-up,Water,Water
4936,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,Grassland,Grassland
4937,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,Grassland,Bareland
4938,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,Grassland,Water
4939,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,Grassland,Forest
4940,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,Wetland,Grassland
4941,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,Wetland,Water
4942,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,Bareland,Grassland
4943,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,Bareland,Water
4944,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,Bareland,Forest
4945,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,Built-up,Forest
4946,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,Water,Grassland
4947,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,Water,Wetland
4948,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,Water,Bareland
4949,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,Water,Water
4950,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,Water,Forest
4951,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,Forest,Wetland
4952,Water,Water,Shrubland,Water,Non_Wetland,NULL,Wetland,Water
4953,Water,Water,Shrubland,Water,Non_Wetland,Shrubland,Grassland,Grassland
4954,Water,Water,Shrubland,Water,Non_Wetland,Shrubland,Water,Grassland
4955,Water,Water,Shrubland,Water,Non_Wetland,Grassland,NULL,Grassland
4956,Water,Water,Shrubland,Water,Non_Wetland,Grassland,Grassland,Grassland
4957,Water,Water,Shrubland,Water,Non_Wetland,Grassland,Grassland,Bareland
4958,Water,Water,Shrubland,Water,Non_Wetland,Grassland,Grassland,Water
4959,Water,Water,Shrubland,Water,Non_Wetland,Grassland,Grassland,Forest
4960,Water,Water,Shrubland,Water,Non_Wetland,Grassland,Wetland,Water
4961,Water,Water,Shrubland,Water,Non_Wetland,Grassland,Water,Grassland
4962,Water,Water,Shrubland,Water,Non_Wetland,Grassland,Water,Bareland
4963,Water,Water,Shrubland,Water,Non_Wetland,Grassland,Water,Water
4964,Water,Water,Shrubland,Water,Non_Wetland,Grassland,Water,Forest
4965,Water,Water,Shrubland,Water,Non_Wetland,Bareland,Grassland,Grassland
4966,Water,Water,Shrubland,Water,Non_Wetland,Bareland,Grassland,Bareland
4967,Water,Water,Shrubland,Water,Non_Wetland,Bareland,Grassland,Forest
4968,Water,Water,Shrubland,Water,Non_Wetland,Bareland,Water,Grassland
4969,Water,Water,Shrubland,Water,Non_Wetland,Bareland,Water,Bareland
4970,Water,Water,Shrubland,Water,Non_Wetland,Bareland,Water,Built-up
4971,Water,Water,Shrubland,Water,Non_Wetland,Bareland,Water,Water
4972,Water,Water,Shrubland,Water,Non_Wetland,Bareland,Water,Forest
4973,Water,Water,Shrubland,Water,Non_Wetland,Built-up,Built-up,Bareland
4974,Water,Water,Shrubland,Water,Non_Wetland,Built-up,Built-up,Water
4975,Water,Water,Shrubland,Water,Non_Wetland,Built-up,Water,Built-up
4976,Water,Water,Shrubland,Water,Non_Wetland,Built-up,Water,Water
4977,Water,Water,Shrubland,Water,Non_Wetland,Water,NULL,Grassland
4978,Water,Water,Shrubland,Water,Non_Wetland,Water,Grassland,Grassland
4979,Water,Water,Shrubland,Water,Non_Wetland,Water,Grassland,Bareland
4980,Water,Water,Shrubland,Water,Non_Wetland,Water,Grassland,Water
4981,Water,Water,Shrubland,Water,Non_Wetland,Water,Grassland,Forest
4982,Water,Water,Shrubland,Water,Non_Wetland,Water,Wetland,Water
4983,Water,Water,Shrubland,Water,Non_Wetland,Water,Wetland,Forest
4984,Water,Water,Shrubland,Water,Non_Wetland,Water,Bareland,Bareland
4985,Water,Water,Shrubland,Water,Non_Wetland,Water,Water,Grassland
4986,Water,Water,Shrubland,Water,Non_Wetland,Water,Water,Bareland
4987,Water,Water,Shrubland,Water,Non_Wetland,Water,Water,Water
4988,Water,Water,Shrubland,Water,Non_Wetland,Water,Water,Forest
4989,Water,Water,Shrubland,Water,Non_Wetland,Water,Forest,Water
4990,Water,Water,Shrubland,Water,Non_Wetland,Water,Forest,Forest
4991,Water,Water,Shrubland,Water,Non_Wetland,Forest,Water,Forest
4992,Water,Water,Grassland,NULL,Non_Wetland,NULL,Grassland,Forest
4993,Water,Water,Grassland,NULL,Non_Wetland,NULL,Forest,Forest
4994,Water,Water,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
4995,Water,Water,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Water
4996,Water,Water,Grassland,NULL,Non_Wetland,Shrubland,Water,Forest
4997,Water,Water,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
4998,Water,Water,Grassland,NULL,Non_Wetland,Grassland,NULL,Water
4999,Water,Water,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Water
