Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_21MWN_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21MWN_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21MWN_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_21MWN_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21MWN_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21MWN_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21MWN_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_21MWN_M_R
2986,Bareland,Water,Wetland,Water,Wetland,Bareland,Grassland,Water
2987,Bareland,Water,Wetland,Water,Wetland,Bareland,Grassland,Forest
2988,Bareland,Water,Wetland,Water,Wetland,Bareland,Wetland,Bareland
2989,Bareland,Water,Wetland,Water,Wetland,Bareland,Wetland,Water
2990,Bareland,Water,Wetland,Water,Wetland,Bareland,Bareland,Grassland
2991,Bareland,Water,Wetland,Water,Wetland,Bareland,Bareland,Bareland
2992,Bareland,Water,Wetland,Water,Wetland,Bareland,Bareland,Water
2993,Bareland,Water,Wetland,Water,Wetland,Bareland,Bareland,Forest
2994,Bareland,Water,Wetland,Water,Wetland,Bareland,Water,Grassland
2995,Bareland,Water,Wetland,Water,Wetland,Bareland,Water,Wetland
2996,Bareland,Water,Wetland,Water,Wetland,Bareland,Water,Bareland
2997,Bareland,Water,Wetland,Water,Wetland,Bareland,Water,Water
2998,Bareland,Water,Wetland,Water,Wetland,Bareland,Water,Forest
2999,Bareland,Water,Wetland,Water,Wetland,Built-up,Bareland,Water
3000,Bareland,Water,Wetland,Water,Wetland,Water,Bareland,Grassland
3001,Bareland,Water,Wetland,Water,Wetland,Water,Bareland,Bareland
3002,Bareland,Water,Wetland,Water,Wetland,Water,Bareland,Water
3003,Bareland,Water,Wetland,Water,Wetland,Water,Bareland,Forest
3004,Bareland,Water,Wetland,Water,Wetland,Water,Water,Water
3005,Bareland,Water,Wetland,Water,Wetland,Water,Water,Forest
3006,Bareland,Water,Lichens_and_Mosses,NULL,Non_Wetland,Bareland,Bareland,Grassland
3007,Bareland,Water,Lichens_and_Mosses,NULL,Non_Wetland,Bareland,Bareland,Bareland
3008,Bareland,Water,Lichens_and_Mosses,NULL,Non_Wetland,Bareland,Bareland,Water
3009,Bareland,Water,Lichens_and_Mosses,NULL,Non_Wetland,Bareland,Water,Water
3010,Bareland,Water,Bareland,NULL,Non_Wetland,Grassland,Bareland,Forest
3011,Bareland,Water,Bareland,NULL,Non_Wetland,Bareland,Wetland,Water
3012,Bareland,Water,Bareland,NULL,Non_Wetland,Bareland,Bareland,Grassland
3013,Bareland,Water,Bareland,NULL,Non_Wetland,Bareland,Bareland,Bareland
3014,Bareland,Water,Bareland,NULL,Non_Wetland,Bareland,Bareland,Water
3015,Bareland,Water,Bareland,NULL,Non_Wetland,Bareland,Bareland,Forest
3016,Bareland,Water,Bareland,NULL,Non_Wetland,Bareland,Water,Grassland
3017,Bareland,Water,Bareland,NULL,Non_Wetland,Bareland,Water,Forest
3018,Bareland,Water,Bareland,NULL,Non_Wetland,Bareland,Forest,Forest
3019,Bareland,Water,Bareland,NULL,Non_Wetland,Water,Bareland,Water
3020,Bareland,Water,Bareland,NULL,Non_Wetland,Water,Bareland,Forest
3021,Bareland,Water,Bareland,NULL,Non_Wetland,Water,Water,Water
3022,Bareland,Water,Bareland,NULL,Non_Wetland,Water,Forest,Water
3023,Bareland,Water,Bareland,NULL,Non_Wetland,Forest,Bareland,Forest
3024,Bareland,Water,Bareland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
3025,Bareland,Water,Bareland,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
3026,Bareland,Water,Bareland,Non_Water,Non_Wetland,Bareland,Bareland,Water
3027,Bareland,Water,Bareland,Non_Water,Non_Wetland,Bareland,Bareland,Forest
3028,Bareland,Water,Bareland,Non_Water,Non_Wetland,Water,Wetland,Water
3029,Bareland,Water,Bareland,Non_Water,Non_Wetland,Water,Bareland,Water
3030,Bareland,Water,Bareland,Non_Water,Non_Wetland,Water,Bareland,Forest
3031,Bareland,Water,Bareland,Water,Non_Wetland,Grassland,Bareland,Forest
3032,Bareland,Water,Bareland,Water,Non_Wetland,Bareland,Grassland,Water
3033,Bareland,Water,Bareland,Water,Non_Wetland,Bareland,Bareland,Grassland
3034,Bareland,Water,Bareland,Water,Non_Wetland,Bareland,Bareland,Bareland
3035,Bareland,Water,Bareland,Water,Non_Wetland,Bareland,Bareland,Water
3036,Bareland,Water,Bareland,Water,Non_Wetland,Bareland,Bareland,Forest
3037,Bareland,Water,Bareland,Water,Non_Wetland,Bareland,Water,Water
3038,Bareland,Water,Bareland,Water,Non_Wetland,Water,Bareland,Grassland
3039,Bareland,Water,Bareland,Water,Non_Wetland,Water,Bareland,Water
3040,Bareland,Water,Bareland,Water,Non_Wetland,Water,Bareland,Forest
3041,Bareland,Water,Built-up,NULL,Non_Wetland,Grassland,Bareland,Forest
3042,Bareland,Water,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
3043,Bareland,Water,Built-up,NULL,Non_Wetland,Bareland,Bareland,Bareland
3044,Bareland,Water,Built-up,NULL,Non_Wetland,Bareland,Bareland,Water
3045,Bareland,Water,Built-up,NULL,Non_Wetland,Bareland,Bareland,Forest
3046,Bareland,Water,Built-up,NULL,Non_Wetland,Forest,Bareland,Forest
3047,Bareland,Water,Built-up,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
3048,Bareland,Water,Built-up,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
3049,Bareland,Water,Built-up,Non_Water,Non_Wetland,Bareland,Bareland,Water
3050,Bareland,Water,Built-up,Non_Water,Non_Wetland,Bareland,Bareland,Forest
3051,Bareland,Water,Built-up,Water,Non_Wetland,Bareland,Bareland,Grassland
3052,Bareland,Water,Built-up,Water,Non_Wetland,Bareland,Bareland,Bareland
3053,Bareland,Water,Built-up,Water,Non_Wetland,Bareland,Bareland,Water
3054,Bareland,Water,Built-up,Water,Non_Wetland,Bareland,Bareland,Forest
3055,Bareland,Water,Built-up,Water,Non_Wetland,Water,Bareland,Water
3056,Bareland,Water,Water,NULL,Water,Bareland,Bareland,Grassland
3057,Bareland,Water,Water,NULL,Water,Bareland,Bareland,Bareland
3058,Bareland,Water,Water,NULL,Water,Bareland,Bareland,Water
3059,Bareland,Water,Water,NULL,Water,Bareland,Bareland,Forest
3060,Bareland,Water,Water,NULL,Water,Bareland,Water,Grassland
3061,Bareland,Water,Water,NULL,Water,Bareland,Water,Water
3062,Bareland,Water,Water,NULL,Water,Bareland,Water,Forest
3063,Bareland,Water,Water,NULL,Water,Water,Bareland,Water
3064,Bareland,Water,Water,NULL,Water,Water,Bareland,Forest
3065,Bareland,Water,Water,NULL,Water,Water,Water,Water
3066,Bareland,Water,Water,Non_Water,Water,Bareland,Bareland,Grassland
3067,Bareland,Water,Water,Non_Water,Water,Bareland,Bareland,Water
3068,Bareland,Water,Water,Non_Water,Water,Bareland,Bareland,Forest
3069,Bareland,Water,Water,Non_Water,Water,Water,Bareland,Water
3070,Bareland,Water,Water,Non_Water,Water,Water,Bareland,Forest
3071,Bareland,Water,Water,Non_Water,Water,Water,Water,Water
3072,Bareland,Water,Water,Water,Water,NULL,Bareland,Forest
3073,Bareland,Water,Water,Water,Water,Bareland,Bareland,Grassland
3074,Bareland,Water,Water,Water,Water,Bareland,Bareland,Bareland
3075,Bareland,Water,Water,Water,Water,Bareland,Bareland,Water
3076,Bareland,Water,Water,Water,Water,Bareland,Bareland,Forest
3077,Bareland,Water,Water,Water,Water,Bareland,Water,Grassland
3078,Bareland,Water,Water,Water,Water,Bareland,Water,Bareland
3079,Bareland,Water,Water,Water,Water,Bareland,Water,Water
3080,Bareland,Water,Water,Water,Water,Bareland,Water,Forest
3081,Bareland,Water,Water,Water,Water,Built-up,Bareland,Water
3082,Bareland,Water,Water,Water,Water,Water,Bareland,Grassland
3083,Bareland,Water,Water,Water,Water,Water,Bareland,Bareland
3084,Bareland,Water,Water,Water,Water,Water,Bareland,Water
3085,Bareland,Water,Water,Water,Water,Water,Bareland,Forest
3086,Bareland,Water,Water,Water,Water,Water,Water,Water
3087,Bareland,Water,Water,Water,Water,Water,Water,Forest
3088,Bareland,Water,Forest,NULL,Non_Wetland,NULL,Bareland,Forest
3089,Bareland,Water,Forest,NULL,Non_Wetland,NULL,Forest,Forest
3090,Bareland,Water,Forest,NULL,Non_Wetland,Shrubland,Bareland,Forest
3091,Bareland,Water,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
3092,Bareland,Water,Forest,NULL,Non_Wetland,Grassland,Bareland,Grassland
3093,Bareland,Water,Forest,NULL,Non_Wetland,Grassland,Bareland,Bareland
3094,Bareland,Water,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
3095,Bareland,Water,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
3096,Bareland,Water,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
3097,Bareland,Water,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
3098,Bareland,Water,Forest,NULL,Non_Wetland,Bareland,Wetland,Water
3099,Bareland,Water,Forest,NULL,Non_Wetland,Bareland,Wetland,Forest
3100,Bareland,Water,Forest,NULL,Non_Wetland,Bareland,Bareland,Grassland
3101,Bareland,Water,Forest,NULL,Non_Wetland,Bareland,Bareland,Bareland
3102,Bareland,Water,Forest,NULL,Non_Wetland,Bareland,Bareland,Water
3103,Bareland,Water,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
3104,Bareland,Water,Forest,NULL,Non_Wetland,Bareland,Forest,Water
3105,Bareland,Water,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
3106,Bareland,Water,Forest,NULL,Non_Wetland,Water,Bareland,Water
3107,Bareland,Water,Forest,NULL,Non_Wetland,Water,Bareland,Forest
3108,Bareland,Water,Forest,NULL,Non_Wetland,Forest,Bareland,Forest
3109,Bareland,Water,Forest,NULL,Non_Wetland,Forest,Forest,Forest
3110,Bareland,Water,Forest,Non_Water,Non_Wetland,NULL,Bareland,Forest
3111,Bareland,Water,Forest,Non_Water,Non_Wetland,Grassland,Bareland,Forest
3112,Bareland,Water,Forest,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
3113,Bareland,Water,Forest,Non_Water,Non_Wetland,Bareland,Bareland,Forest
3114,Bareland,Water,Forest,Non_Water,Non_Wetland,Water,Bareland,Water
3115,Bareland,Water,Forest,Non_Water,Non_Wetland,Water,Bareland,Forest
3116,Bareland,Water,Forest,Water,Non_Wetland,Bareland,Bareland,Grassland
3117,Bareland,Water,Forest,Water,Non_Wetland,Bareland,Bareland,Bareland
3118,Bareland,Water,Forest,Water,Non_Wetland,Bareland,Bareland,Water
3119,Bareland,Water,Forest,Water,Non_Wetland,Bareland,Bareland,Forest
3120,Bareland,Water,Forest,Water,Non_Wetland,Water,Bareland,Water
3121,Bareland,Water,Forest,Water,Non_Wetland,Water,Bareland,Forest
3122,Bareland,Forest,NULL,NULL,Non_Wetland,NULL,Wetland,Forest
3123,Bareland,Forest,NULL,NULL,Non_Wetland,NULL,Bareland,Forest
3124,Bareland,Forest,NULL,NULL,Non_Wetland,Shrubland,Bareland,Forest
3125,Bareland,Forest,NULL,NULL,Non_Wetland,Grassland,Bareland,Grassland
3126,Bareland,Forest,NULL,NULL,Non_Wetland,Grassland,Bareland,Bareland
3127,Bareland,Forest,NULL,NULL,Non_Wetland,Grassland,Bareland,Forest
3128,Bareland,Forest,NULL,NULL,Non_Wetland,Cropland,Bareland,Grassland
3129,Bareland,Forest,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
3130,Bareland,Forest,NULL,NULL,Non_Wetland,Bareland,Wetland,Grassland
3131,Bareland,Forest,NULL,NULL,Non_Wetland,Bareland,Wetland,Forest
3132,Bareland,Forest,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
3133,Bareland,Forest,NULL,NULL,Non_Wetland,Bareland,Bareland,Bareland
3134,Bareland,Forest,NULL,NULL,Non_Wetland,Bareland,Bareland,Water
3135,Bareland,Forest,NULL,NULL,Non_Wetland,Bareland,Bareland,Forest
3136,Bareland,Forest,NULL,NULL,Non_Wetland,Bareland,Forest,Forest
3137,Bareland,Forest,NULL,NULL,Non_Wetland,Water,Bareland,Forest
3138,Bareland,Forest,NULL,NULL,Non_Wetland,Forest,Bareland,Forest
3139,Bareland,Forest,NULL,Non_Water,Non_Wetland,NULL,Bareland,Forest
3140,Bareland,Forest,NULL,Non_Water,Non_Wetland,Grassland,Bareland,Forest
3141,Bareland,Forest,NULL,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
3142,Bareland,Forest,NULL,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
3143,Bareland,Forest,NULL,Non_Water,Non_Wetland,Bareland,Bareland,Forest
3144,Bareland,Forest,NULL,Non_Water,Non_Wetland,Water,Bareland,Forest
3145,Bareland,Forest,NULL,Non_Water,Non_Wetland,Forest,Bareland,Forest
3146,Bareland,Forest,NULL,Water,Non_Wetland,Bareland,Wetland,Water
3147,Bareland,Forest,NULL,Water,Non_Wetland,Bareland,Bareland,Grassland
3148,Bareland,Forest,NULL,Water,Non_Wetland,Bareland,Bareland,Bareland
3149,Bareland,Forest,NULL,Water,Non_Wetland,Bareland,Bareland,Water
3150,Bareland,Forest,NULL,Water,Non_Wetland,Bareland,Bareland,Forest
3151,Bareland,Forest,NULL,Water,Non_Wetland,Water,Bareland,Water
3152,Bareland,Forest,Shrubland,NULL,Non_Wetland,NULL,Bareland,Forest
3153,Bareland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
3154,Bareland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Forest
3155,Bareland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
3156,Bareland,Forest,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
3157,Bareland,Forest,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
3158,Bareland,Forest,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Water
3159,Bareland,Forest,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
3160,Bareland,Forest,Shrubland,NULL,Non_Wetland,Bareland,Forest,Forest
3161,Bareland,Forest,Shrubland,NULL,Non_Wetland,Water,Bareland,Forest
3162,Bareland,Forest,Shrubland,NULL,Non_Wetland,Forest,Bareland,Forest
3163,Bareland,Forest,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Forest
3164,Bareland,Forest,Shrubland,Water,Non_Wetland,Bareland,Bareland,Bareland
3165,Bareland,Forest,Shrubland,Water,Non_Wetland,Bareland,Bareland,Water
3166,Bareland,Forest,Grassland,NULL,Non_Wetland,NULL,Bareland,Forest
3167,Bareland,Forest,Grassland,NULL,Non_Wetland,Grassland,Bareland,Forest
3168,Bareland,Forest,Grassland,NULL,Non_Wetland,Bareland,Wetland,Bareland
3169,Bareland,Forest,Grassland,NULL,Non_Wetland,Bareland,Wetland,Forest
3170,Bareland,Forest,Grassland,NULL,Non_Wetland,Bareland,Bareland,Grassland
3171,Bareland,Forest,Grassland,NULL,Non_Wetland,Bareland,Bareland,Bareland
3172,Bareland,Forest,Grassland,NULL,Non_Wetland,Bareland,Bareland,Forest
3173,Bareland,Forest,Grassland,NULL,Non_Wetland,Forest,Bareland,Forest
3174,Bareland,Forest,Grassland,Non_Water,Non_Wetland,Grassland,Bareland,Forest
3175,Bareland,Forest,Grassland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
3176,Bareland,Forest,Grassland,Non_Water,Non_Wetland,Bareland,Bareland,Forest
3177,Bareland,Forest,Grassland,Non_Water,Non_Wetland,Bareland,Forest,Forest
3178,Bareland,Forest,Grassland,Non_Water,Non_Wetland,Water,Bareland,Forest
3179,Bareland,Forest,Grassland,Water,Non_Wetland,Bareland,Bareland,Grassland
3180,Bareland,Forest,Grassland,Water,Non_Wetland,Bareland,Bareland,Bareland
3181,Bareland,Forest,Grassland,Water,Non_Wetland,Bareland,Bareland,Water
3182,Bareland,Forest,Grassland,Water,Non_Wetland,Bareland,Bareland,Forest
3183,Bareland,Forest,Cropland,NULL,Non_Wetland,NULL,Bareland,Forest
3184,Bareland,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
3185,Bareland,Forest,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
3186,Bareland,Forest,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
3187,Bareland,Forest,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
3188,Bareland,Forest,Cropland,NULL,Non_Wetland,Bareland,Bareland,Bareland
3189,Bareland,Forest,Cropland,NULL,Non_Wetland,Bareland,Bareland,Water
3190,Bareland,Forest,Cropland,NULL,Non_Wetland,Bareland,Bareland,Forest
3191,Bareland,Forest,Cropland,NULL,Non_Wetland,Bareland,Forest,Forest
3192,Bareland,Forest,Cropland,NULL,Non_Wetland,Water,Bareland,Forest
3193,Bareland,Forest,Cropland,NULL,Non_Wetland,Forest,Bareland,Grassland
3194,Bareland,Forest,Cropland,NULL,Non_Wetland,Forest,Bareland,Forest
3195,Bareland,Forest,Cropland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
3196,Bareland,Forest,Cropland,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
3197,Bareland,Forest,Cropland,Non_Water,Non_Wetland,Bareland,Bareland,Forest
3198,Bareland,Forest,Cropland,Water,Non_Wetland,Bareland,Bareland,Grassland
3199,Bareland,Forest,Cropland,Water,Non_Wetland,Bareland,Bareland,Bareland
3200,Bareland,Forest,Cropland,Water,Non_Wetland,Bareland,Bareland,Water
3201,Bareland,Forest,Cropland,Water,Non_Wetland,Bareland,Bareland,Forest
3202,Bareland,Forest,Cropland,Water,Non_Wetland,Forest,Bareland,Forest
3203,Bareland,Forest,Wetland,NULL,Wetland,NULL,Wetland,Forest
3204,Bareland,Forest,Wetland,NULL,Wetland,NULL,Bareland,Forest
3205,Bareland,Forest,Wetland,NULL,Wetland,Grassland,Bareland,Forest
3206,Bareland,Forest,Wetland,NULL,Wetland,Bareland,Wetland,Grassland
3207,Bareland,Forest,Wetland,NULL,Wetland,Bareland,Wetland,Forest
3208,Bareland,Forest,Wetland,NULL,Wetland,Bareland,Bareland,NULL
3209,Bareland,Forest,Wetland,NULL,Wetland,Bareland,Bareland,Grassland
3210,Bareland,Forest,Wetland,NULL,Wetland,Bareland,Bareland,Bareland
3211,Bareland,Forest,Wetland,NULL,Wetland,Bareland,Bareland,Water
3212,Bareland,Forest,Wetland,NULL,Wetland,Bareland,Bareland,Forest
3213,Bareland,Forest,Wetland,NULL,Wetland,Bareland,Forest,Forest
3214,Bareland,Forest,Wetland,NULL,Wetland,Water,Bareland,Grassland
3215,Bareland,Forest,Wetland,NULL,Wetland,Water,Bareland,Water
3216,Bareland,Forest,Wetland,NULL,Wetland,Water,Bareland,Forest
3217,Bareland,Forest,Wetland,NULL,Wetland,Forest,Bareland,Forest
3218,Bareland,Forest,Wetland,Non_Water,Wetland,NULL,Bareland,Forest
3219,Bareland,Forest,Wetland,Non_Water,Wetland,Grassland,Bareland,Forest
3220,Bareland,Forest,Wetland,Non_Water,Wetland,Bareland,Wetland,Forest
3221,Bareland,Forest,Wetland,Non_Water,Wetland,Bareland,Bareland,Grassland
3222,Bareland,Forest,Wetland,Non_Water,Wetland,Bareland,Bareland,Bareland
3223,Bareland,Forest,Wetland,Non_Water,Wetland,Bareland,Bareland,Forest
3224,Bareland,Forest,Wetland,Non_Water,Wetland,Water,Bareland,Forest
3225,Bareland,Forest,Wetland,Non_Water,Wetland,Forest,Bareland,Forest
3226,Bareland,Forest,Wetland,Water,Wetland,NULL,Bareland,Forest
3227,Bareland,Forest,Wetland,Water,Wetland,Bareland,Wetland,Water
3228,Bareland,Forest,Wetland,Water,Wetland,Bareland,Wetland,Forest
3229,Bareland,Forest,Wetland,Water,Wetland,Bareland,Bareland,Grassland
3230,Bareland,Forest,Wetland,Water,Wetland,Bareland,Bareland,Bareland
3231,Bareland,Forest,Wetland,Water,Wetland,Bareland,Bareland,Water
3232,Bareland,Forest,Wetland,Water,Wetland,Bareland,Bareland,Forest
3233,Bareland,Forest,Wetland,Water,Wetland,Water,Bareland,Forest
3234,Bareland,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Bareland,Bareland,Bareland
3235,Bareland,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Bareland,Bareland,Forest
3236,Bareland,Forest,Lichens_and_Mosses,Water,Non_Wetland,Bareland,Bareland,Grassland
3237,Bareland,Forest,Lichens_and_Mosses,Water,Non_Wetland,Bareland,Bareland,Bareland
3238,Bareland,Forest,Bareland,NULL,Non_Wetland,NULL,Bareland,Forest
3239,Bareland,Forest,Bareland,NULL,Non_Wetland,Grassland,Bareland,Forest
3240,Bareland,Forest,Bareland,NULL,Non_Wetland,Bareland,Bareland,Grassland
3241,Bareland,Forest,Bareland,NULL,Non_Wetland,Bareland,Bareland,Bareland
3242,Bareland,Forest,Bareland,NULL,Non_Wetland,Bareland,Bareland,Water
3243,Bareland,Forest,Bareland,NULL,Non_Wetland,Bareland,Bareland,Forest
3244,Bareland,Forest,Bareland,NULL,Non_Wetland,Bareland,Forest,Forest
3245,Bareland,Forest,Bareland,NULL,Non_Wetland,Water,Bareland,Forest
3246,Bareland,Forest,Bareland,NULL,Non_Wetland,Forest,Bareland,Forest
3247,Bareland,Forest,Bareland,Non_Water,Non_Wetland,Bareland,Bareland,Forest
3248,Bareland,Forest,Bareland,Non_Water,Non_Wetland,Forest,Bareland,Forest
3249,Bareland,Forest,Bareland,Water,Non_Wetland,Bareland,Bareland,Grassland
3250,Bareland,Forest,Bareland,Water,Non_Wetland,Bareland,Bareland,Bareland
3251,Bareland,Forest,Bareland,Water,Non_Wetland,Bareland,Bareland,Water
3252,Bareland,Forest,Bareland,Water,Non_Wetland,Bareland,Bareland,Forest
3253,Bareland,Forest,Built-up,NULL,Non_Wetland,Grassland,Bareland,Grassland
3254,Bareland,Forest,Built-up,NULL,Non_Wetland,Grassland,Bareland,Forest
3255,Bareland,Forest,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
3256,Bareland,Forest,Built-up,NULL,Non_Wetland,Bareland,Bareland,Bareland
3257,Bareland,Forest,Built-up,NULL,Non_Wetland,Bareland,Bareland,Water
3258,Bareland,Forest,Built-up,NULL,Non_Wetland,Bareland,Bareland,Forest
3259,Bareland,Forest,Built-up,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
3260,Bareland,Forest,Built-up,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
3261,Bareland,Forest,Built-up,Non_Water,Non_Wetland,Bareland,Bareland,Forest
3262,Bareland,Forest,Built-up,Water,Non_Wetland,Bareland,Bareland,Grassland
3263,Bareland,Forest,Built-up,Water,Non_Wetland,Bareland,Bareland,Bareland
3264,Bareland,Forest,Built-up,Water,Non_Wetland,Bareland,Bareland,Water
3265,Bareland,Forest,Built-up,Water,Non_Wetland,Water,Bareland,Forest
3266,Bareland,Forest,Water,NULL,Water,Bareland,Bareland,Grassland
3267,Bareland,Forest,Water,NULL,Water,Bareland,Bareland,Bareland
3268,Bareland,Forest,Water,NULL,Water,Bareland,Bareland,Water
3269,Bareland,Forest,Water,NULL,Water,Bareland,Bareland,Forest
3270,Bareland,Forest,Water,Non_Water,Water,NULL,Bareland,Water
3271,Bareland,Forest,Water,Non_Water,Water,Bareland,Bareland,Grassland
3272,Bareland,Forest,Water,Non_Water,Water,Bareland,Bareland,Water
3273,Bareland,Forest,Water,Non_Water,Water,Bareland,Bareland,Forest
3274,Bareland,Forest,Water,Water,Water,Bareland,Wetland,Bareland
3275,Bareland,Forest,Water,Water,Water,Bareland,Bareland,Grassland
3276,Bareland,Forest,Water,Water,Water,Bareland,Bareland,Bareland
3277,Bareland,Forest,Water,Water,Water,Bareland,Bareland,Water
3278,Bareland,Forest,Water,Water,Water,Bareland,Bareland,Forest
3279,Bareland,Forest,Water,Water,Water,Water,Bareland,Water
3280,Bareland,Forest,Water,Water,Water,Water,Bareland,Forest
3281,Bareland,Forest,Water,Water,Water,Forest,Bareland,Water
3282,Bareland,Forest,Forest,NULL,Non_Wetland,NULL,Bareland,Forest
3283,Bareland,Forest,Forest,NULL,Non_Wetland,NULL,Forest,Forest
3284,Bareland,Forest,Forest,NULL,Non_Wetland,Shrubland,Bareland,Forest
3285,Bareland,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
3286,Bareland,Forest,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
3287,Bareland,Forest,Forest,NULL,Non_Wetland,Grassland,Bareland,Grassland
3288,Bareland,Forest,Forest,NULL,Non_Wetland,Grassland,Bareland,Bareland
3289,Bareland,Forest,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
3290,Bareland,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
3291,Bareland,Forest,Forest,NULL,Non_Wetland,Cropland,Bareland,Grassland
3292,Bareland,Forest,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
3293,Bareland,Forest,Forest,NULL,Non_Wetland,Bareland,Wetland,Forest
3294,Bareland,Forest,Forest,NULL,Non_Wetland,Bareland,Bareland,Grassland
3295,Bareland,Forest,Forest,NULL,Non_Wetland,Bareland,Bareland,Bareland
3296,Bareland,Forest,Forest,NULL,Non_Wetland,Bareland,Bareland,Water
3297,Bareland,Forest,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
3298,Bareland,Forest,Forest,NULL,Non_Wetland,Bareland,Water,Forest
3299,Bareland,Forest,Forest,NULL,Non_Wetland,Bareland,Forest,Grassland
3300,Bareland,Forest,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
3301,Bareland,Forest,Forest,NULL,Non_Wetland,Water,Bareland,Forest
3302,Bareland,Forest,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
3303,Bareland,Forest,Forest,NULL,Non_Wetland,Forest,Bareland,Forest
3304,Bareland,Forest,Forest,NULL,Non_Wetland,Forest,Forest,Forest
3305,Bareland,Forest,Forest,Non_Water,Non_Wetland,NULL,Bareland,Forest
3306,Bareland,Forest,Forest,Non_Water,Non_Wetland,Grassland,Bareland,Forest
3307,Bareland,Forest,Forest,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
3308,Bareland,Forest,Forest,Non_Water,Non_Wetland,Bareland,Bareland,Forest
3309,Bareland,Forest,Forest,Non_Water,Non_Wetland,Forest,Bareland,Grassland
3310,Bareland,Forest,Forest,Non_Water,Non_Wetland,Forest,Bareland,Forest
3311,Bareland,Forest,Forest,Water,Non_Wetland,Bareland,Bareland,Grassland
3312,Bareland,Forest,Forest,Water,Non_Wetland,Bareland,Bareland,Bareland
3313,Bareland,Forest,Forest,Water,Non_Wetland,Bareland,Bareland,Water
3314,Bareland,Forest,Forest,Water,Non_Wetland,Bareland,Bareland,Forest
3315,Water,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Forest
3316,Water,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
3317,Water,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
3318,Water,NULL,NULL,NULL,Non_Wetland,Grassland,Bareland,Grassland
3319,Water,NULL,NULL,NULL,Non_Wetland,Grassland,Bareland,Forest
3320,Water,NULL,NULL,NULL,Non_Wetland,Grassland,Water,Forest
3321,Water,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
3322,Water,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Bareland
