Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_20PPR_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20PPR_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20PPR_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_20PPR_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20PPR_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_20PPR_M_R
437,Grassland,Forest,Cropland,Non_Water,Non_Wetland,Grassland
438,Grassland,Forest,Cropland,Non_Water,Non_Wetland,Wetland
439,Grassland,Forest,Cropland,Water,Non_Wetland,Wetland
440,Grassland,Forest,Wetland,NULL,Wetland,NULL
441,Grassland,Forest,Wetland,NULL,Wetland,Grassland
442,Grassland,Forest,Wetland,NULL,Wetland,Cropland
443,Grassland,Forest,Wetland,NULL,Wetland,Wetland
444,Grassland,Forest,Wetland,NULL,Wetland,Bareland
445,Grassland,Forest,Wetland,NULL,Wetland,Water
446,Grassland,Forest,Wetland,NULL,Wetland,Forest
447,Grassland,Forest,Wetland,Non_Water,Wetland,NULL
448,Grassland,Forest,Wetland,Non_Water,Wetland,Grassland
449,Grassland,Forest,Wetland,Non_Water,Wetland,Wetland
450,Grassland,Forest,Wetland,Non_Water,Wetland,Water
451,Grassland,Forest,Wetland,Non_Water,Wetland,Forest
452,Grassland,Forest,Wetland,Water,Wetland,Grassland
453,Grassland,Forest,Wetland,Water,Wetland,Wetland
454,Grassland,Forest,Wetland,Water,Wetland,Water
455,Grassland,Forest,Wetland,Water,Wetland,Forest
456,Grassland,Forest,Built-up,NULL,Non_Wetland,Grassland
457,Grassland,Forest,Built-up,NULL,Non_Wetland,Forest
458,Grassland,Forest,Water,NULL,Water,Grassland
459,Grassland,Forest,Water,NULL,Water,Wetland
460,Grassland,Forest,Water,Non_Water,NULL,Wetland
461,Grassland,Forest,Water,Non_Water,Water,Grassland
462,Grassland,Forest,Water,Non_Water,Water,Wetland
463,Grassland,Forest,Water,Non_Water,Water,Forest
464,Grassland,Forest,Water,Water,NULL,Grassland
465,Grassland,Forest,Water,Water,Water,Grassland
466,Grassland,Forest,Water,Water,Water,Wetland
467,Grassland,Forest,Water,Water,Water,Water
468,Grassland,Forest,Water,Water,Water,Forest
469,Grassland,Forest,Forest,NULL,Non_Wetland,NULL
470,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland
471,Grassland,Forest,Forest,NULL,Non_Wetland,Wetland
472,Grassland,Forest,Forest,NULL,Non_Wetland,Forest
473,Grassland,Forest,Forest,Non_Water,Non_Wetland,Grassland
474,Grassland,Forest,Forest,Non_Water,Non_Wetland,Wetland
475,Grassland,Forest,Forest,Non_Water,Non_Wetland,Forest
476,Grassland,Forest,Forest,Water,Non_Wetland,Grassland
477,Grassland,Forest,Forest,Water,Non_Wetland,Wetland
478,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland
479,Cropland,NULL,Shrubland,NULL,Non_Wetland,Wetland
480,Cropland,NULL,Shrubland,NULL,Non_Wetland,Built-up
481,Cropland,NULL,Shrubland,NULL,Non_Wetland,Forest
482,Cropland,NULL,Shrubland,Water,Non_Wetland,Grassland
483,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland
484,Cropland,NULL,Grassland,NULL,Non_Wetland,Wetland
485,Cropland,NULL,Grassland,NULL,Non_Wetland,Forest
486,Cropland,NULL,Grassland,Non_Water,Non_Wetland,Wetland
487,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland
488,Cropland,NULL,Cropland,NULL,Non_Wetland,Wetland
489,Cropland,NULL,Cropland,NULL,Non_Wetland,Built-up
490,Cropland,NULL,Cropland,NULL,Non_Wetland,Forest
491,Cropland,NULL,Wetland,NULL,Wetland,NULL
492,Cropland,NULL,Wetland,NULL,Wetland,Grassland
493,Cropland,NULL,Wetland,NULL,Wetland,Wetland
494,Cropland,NULL,Wetland,NULL,Wetland,Water
495,Cropland,NULL,Wetland,NULL,Wetland,Forest
496,Cropland,NULL,Wetland,Non_Water,Wetland,Grassland
497,Cropland,NULL,Wetland,Non_Water,Wetland,Wetland
498,Cropland,NULL,Wetland,Non_Water,Wetland,Forest
499,Cropland,NULL,Wetland,Water,Wetland,Grassland
500,Cropland,NULL,Wetland,Water,Wetland,Wetland
501,Cropland,NULL,Built-up,NULL,Non_Wetland,Grassland
502,Cropland,NULL,Built-up,NULL,Non_Wetland,Wetland
503,Cropland,NULL,Built-up,NULL,Non_Wetland,Built-up
504,Cropland,NULL,Water,NULL,Water,Wetland
505,Cropland,NULL,Water,NULL,Water,Forest
506,Cropland,NULL,Water,Non_Water,Water,Wetland
507,Cropland,NULL,Water,Water,Water,Wetland
508,Cropland,NULL,Water,Water,Water,Water
509,Cropland,NULL,Forest,NULL,Non_Wetland,NULL
510,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland
511,Cropland,NULL,Forest,NULL,Non_Wetland,Wetland
512,Cropland,NULL,Forest,NULL,Non_Wetland,Built-up
513,Cropland,NULL,Forest,NULL,Non_Wetland,Forest
514,Cropland,NULL,Forest,Non_Water,Non_Wetland,Grassland
515,Cropland,NULL,Forest,Non_Water,Non_Wetland,Wetland
516,Cropland,NULL,Forest,Water,Non_Wetland,Wetland
517,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Grassland
518,Cropland,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland
519,Cropland,Cropland,Grassland,NULL,Non_Wetland,Grassland
520,Cropland,Cropland,Grassland,NULL,Non_Wetland,Wetland
521,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland
522,Cropland,Cropland,Wetland,NULL,Wetland,Grassland
523,Cropland,Cropland,Wetland,NULL,Wetland,Wetland
524,Cropland,Cropland,Wetland,NULL,Wetland,Forest
525,Cropland,Cropland,Wetland,Non_Water,Wetland,Wetland
526,Cropland,Cropland,Built-up,NULL,Non_Wetland,Grassland
527,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland
528,Cropland,Cropland,Forest,NULL,Non_Wetland,Wetland
529,Cropland,Cropland,Forest,Non_Water,Non_Wetland,Grassland
530,Cropland,Cropland,Forest,Non_Water,Non_Wetland,Wetland
531,Cropland,Wetland,Wetland,NULL,Wetland,Grassland
532,Cropland,Wetland,Wetland,NULL,Wetland,Wetland
533,Cropland,Wetland,Wetland,NULL,Wetland,Forest
534,Cropland,Wetland,Wetland,Non_Water,Wetland,Grassland
535,Cropland,Wetland,Wetland,Non_Water,Wetland,Wetland
536,Cropland,Wetland,Wetland,Non_Water,Wetland,Water
537,Cropland,Wetland,Wetland,Water,Wetland,Grassland
538,Cropland,Wetland,Wetland,Water,Wetland,Wetland
539,Cropland,Wetland,Water,NULL,Water,Wetland
540,Cropland,Wetland,Water,Water,Water,Wetland
541,Cropland,Wetland,Water,Water,Water,Water
542,Cropland,Wetland,Forest,NULL,Non_Wetland,Wetland
543,Cropland,Wetland,Forest,Water,Non_Wetland,Grassland
544,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Grassland
545,Cropland,Built-up,Grassland,NULL,Non_Wetland,Grassland
546,Cropland,Built-up,Wetland,NULL,Wetland,Grassland
547,Cropland,Built-up,Wetland,NULL,Wetland,Forest
548,Cropland,Built-up,Built-up,NULL,Non_Wetland,Forest
549,Cropland,Built-up,Forest,NULL,Non_Wetland,Grassland
550,Cropland,Built-up,Forest,NULL,Non_Wetland,Forest
551,Cropland,Water,Wetland,NULL,Wetland,Grassland
552,Cropland,Water,Wetland,NULL,Wetland,Wetland
553,Cropland,Water,Wetland,NULL,Wetland,Water
554,Cropland,Water,Wetland,NULL,Wetland,Forest
555,Cropland,Water,Wetland,Non_Water,Wetland,Grassland
556,Cropland,Water,Wetland,Non_Water,Wetland,Wetland
557,Cropland,Water,Wetland,Non_Water,Wetland,Water
558,Cropland,Water,Wetland,Non_Water,Wetland,Forest
559,Cropland,Water,Wetland,Water,Wetland,Grassland
560,Cropland,Water,Wetland,Water,Wetland,Wetland
561,Cropland,Water,Wetland,Water,Wetland,Water
562,Cropland,Water,Wetland,Water,Wetland,Forest
563,Cropland,Water,Water,NULL,Water,Water
564,Cropland,Water,Water,NULL,Water,Forest
565,Cropland,Water,Water,Non_Water,Water,Wetland
566,Cropland,Water,Water,Non_Water,Water,Forest
567,Cropland,Water,Water,Water,Water,Grassland
568,Cropland,Water,Water,Water,Water,Wetland
569,Cropland,Water,Water,Water,Water,Water
570,Cropland,Water,Water,Water,Water,Forest
571,Cropland,Water,Forest,NULL,Non_Wetland,Water
572,Cropland,Water,Forest,NULL,Non_Wetland,Forest
573,Cropland,Water,Forest,Non_Water,Non_Wetland,Water
574,Cropland,Water,Forest,Water,Non_Wetland,Water
575,Cropland,Forest,Shrubland,NULL,Non_Wetland,Grassland
576,Cropland,Forest,Shrubland,NULL,Non_Wetland,Wetland
577,Cropland,Forest,Shrubland,NULL,Non_Wetland,Forest
578,Cropland,Forest,Grassland,NULL,Non_Wetland,Grassland
579,Cropland,Forest,Grassland,NULL,Non_Wetland,Wetland
580,Cropland,Forest,Grassland,NULL,Non_Wetland,Forest
581,Cropland,Forest,Cropland,NULL,Non_Wetland,Grassland
582,Cropland,Forest,Cropland,NULL,Non_Wetland,Wetland
583,Cropland,Forest,Cropland,NULL,Non_Wetland,Forest
584,Cropland,Forest,Wetland,NULL,Wetland,NULL
585,Cropland,Forest,Wetland,NULL,Wetland,Grassland
586,Cropland,Forest,Wetland,NULL,Wetland,Wetland
587,Cropland,Forest,Wetland,NULL,Wetland,Bareland
588,Cropland,Forest,Wetland,NULL,Wetland,Water
589,Cropland,Forest,Wetland,NULL,Wetland,Forest
590,Cropland,Forest,Wetland,Non_Water,Wetland,NULL
591,Cropland,Forest,Wetland,Non_Water,Wetland,Grassland
592,Cropland,Forest,Wetland,Non_Water,Wetland,Wetland
593,Cropland,Forest,Wetland,Non_Water,Wetland,Water
594,Cropland,Forest,Wetland,Non_Water,Wetland,Forest
595,Cropland,Forest,Wetland,Water,Wetland,Grassland
596,Cropland,Forest,Wetland,Water,Wetland,Wetland
597,Cropland,Forest,Wetland,Water,Wetland,Water
598,Cropland,Forest,Wetland,Water,Wetland,Forest
599,Cropland,Forest,Built-up,NULL,Non_Wetland,Forest
600,Cropland,Forest,Water,NULL,Water,Wetland
601,Cropland,Forest,Water,NULL,Water,Forest
602,Cropland,Forest,Water,Non_Water,Water,Wetland
603,Cropland,Forest,Water,Water,Water,Wetland
604,Cropland,Forest,Water,Water,Water,Water
605,Cropland,Forest,Forest,NULL,Non_Wetland,NULL
606,Cropland,Forest,Forest,NULL,Non_Wetland,Grassland
607,Cropland,Forest,Forest,NULL,Non_Wetland,Wetland
608,Cropland,Forest,Forest,NULL,Non_Wetland,Forest
609,Cropland,Forest,Forest,Non_Water,Non_Wetland,NULL
610,Cropland,Forest,Forest,Non_Water,Non_Wetland,Wetland
611,Cropland,Forest,Forest,Non_Water,Non_Wetland,Water
612,Cropland,Forest,Forest,Non_Water,Non_Wetland,Forest
613,Cropland,Forest,Forest,Water,Non_Wetland,Wetland
614,Wetland,NULL,NULL,NULL,Non_Wetland,Wetland
615,Wetland,NULL,Shrubland,NULL,Non_Wetland,Grassland
616,Wetland,NULL,Shrubland,NULL,Non_Wetland,Cropland
617,Wetland,NULL,Shrubland,NULL,Non_Wetland,Wetland
618,Wetland,NULL,Shrubland,NULL,Non_Wetland,Forest
619,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland
620,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,Wetland
621,Wetland,NULL,Shrubland,Water,Non_Wetland,Grassland
622,Wetland,NULL,Shrubland,Water,Non_Wetland,Wetland
623,Wetland,NULL,Grassland,NULL,Non_Wetland,Grassland
624,Wetland,NULL,Grassland,NULL,Non_Wetland,Wetland
625,Wetland,NULL,Grassland,NULL,Non_Wetland,Forest
626,Wetland,NULL,Grassland,Non_Water,Non_Wetland,Grassland
627,Wetland,NULL,Grassland,Non_Water,Non_Wetland,Wetland
628,Wetland,NULL,Grassland,Water,Non_Wetland,Grassland
629,Wetland,NULL,Grassland,Water,Non_Wetland,Wetland
630,Wetland,NULL,Cropland,NULL,Non_Wetland,Grassland
631,Wetland,NULL,Cropland,NULL,Non_Wetland,Wetland
632,Wetland,NULL,Cropland,Non_Water,Non_Wetland,Grassland
633,Wetland,NULL,Cropland,Non_Water,Non_Wetland,Wetland
634,Wetland,NULL,Cropland,Water,Non_Wetland,Grassland
635,Wetland,NULL,Cropland,Water,Non_Wetland,Wetland
636,Wetland,NULL,Wetland,NULL,Wetland,NULL
637,Wetland,NULL,Wetland,NULL,Wetland,Grassland
638,Wetland,NULL,Wetland,NULL,Wetland,Wetland
639,Wetland,NULL,Wetland,NULL,Wetland,Water
640,Wetland,NULL,Wetland,NULL,Wetland,Forest
641,Wetland,NULL,Wetland,Non_Water,Wetland,NULL
642,Wetland,NULL,Wetland,Non_Water,Wetland,Grassland
643,Wetland,NULL,Wetland,Non_Water,Wetland,Wetland
644,Wetland,NULL,Wetland,Non_Water,Wetland,Water
645,Wetland,NULL,Wetland,Non_Water,Wetland,Forest
646,Wetland,NULL,Wetland,Water,Wetland,NULL
647,Wetland,NULL,Wetland,Water,Wetland,Grassland
648,Wetland,NULL,Wetland,Water,Wetland,Wetland
649,Wetland,NULL,Wetland,Water,Wetland,Water
650,Wetland,NULL,Wetland,Water,Wetland,Forest
651,Wetland,NULL,Built-up,NULL,Non_Wetland,Grassland
652,Wetland,NULL,Built-up,NULL,Non_Wetland,Wetland
653,Wetland,NULL,Water,NULL,Water,Grassland
654,Wetland,NULL,Water,NULL,Water,Wetland
655,Wetland,NULL,Water,NULL,Water,Water
656,Wetland,NULL,Water,NULL,Water,Forest
657,Wetland,NULL,Water,Non_Water,Water,Grassland
658,Wetland,NULL,Water,Non_Water,Water,Wetland
659,Wetland,NULL,Water,Non_Water,Water,Water
660,Wetland,NULL,Water,Water,Water,Grassland
661,Wetland,NULL,Water,Water,Water,Wetland
662,Wetland,NULL,Water,Water,Water,Water
663,Wetland,NULL,Water,Water,Water,Forest
664,Wetland,NULL,Forest,NULL,Non_Wetland,Grassland
665,Wetland,NULL,Forest,NULL,Non_Wetland,Wetland
666,Wetland,NULL,Forest,NULL,Non_Wetland,Forest
667,Wetland,NULL,Forest,Non_Water,Non_Wetland,Grassland
668,Wetland,NULL,Forest,Non_Water,Non_Wetland,Wetland
669,Wetland,NULL,Forest,Non_Water,Non_Wetland,Forest
670,Wetland,NULL,Forest,Water,Non_Wetland,Grassland
671,Wetland,NULL,Forest,Water,Non_Wetland,Wetland
672,Wetland,Cropland,Grassland,NULL,Non_Wetland,Wetland
673,Wetland,Cropland,Wetland,NULL,Wetland,Grassland
674,Wetland,Cropland,Wetland,NULL,Wetland,Wetland
675,Wetland,Cropland,Wetland,Non_Water,Wetland,Wetland
676,Wetland,Cropland,Wetland,Water,Wetland,Grassland
677,Wetland,Cropland,Wetland,Water,Wetland,Wetland
678,Wetland,Cropland,Water,NULL,Water,Wetland
679,Wetland,Cropland,Forest,NULL,Non_Wetland,Grassland
680,Wetland,Cropland,Forest,NULL,Non_Wetland,Wetland
681,Wetland,Wetland,Shrubland,NULL,Non_Wetland,Grassland
682,Wetland,Wetland,Shrubland,NULL,Non_Wetland,Wetland
683,Wetland,Wetland,Shrubland,Non_Water,Non_Wetland,Wetland
684,Wetland,Wetland,Shrubland,Water,Non_Wetland,Wetland
685,Wetland,Wetland,Grassland,NULL,Non_Wetland,Grassland
686,Wetland,Wetland,Grassland,NULL,Non_Wetland,Wetland
687,Wetland,Wetland,Grassland,Non_Water,Non_Wetland,Grassland
688,Wetland,Wetland,Grassland,Non_Water,Non_Wetland,Wetland
689,Wetland,Wetland,Grassland,Water,Non_Wetland,Grassland
690,Wetland,Wetland,Grassland,Water,Non_Wetland,Wetland
691,Wetland,Wetland,Cropland,NULL,Non_Wetland,Grassland
692,Wetland,Wetland,Cropland,NULL,Non_Wetland,Wetland
693,Wetland,Wetland,Cropland,NULL,Non_Wetland,Forest
694,Wetland,Wetland,Cropland,Non_Water,Non_Wetland,Grassland
695,Wetland,Wetland,Cropland,Non_Water,Non_Wetland,Wetland
696,Wetland,Wetland,Wetland,NULL,Wetland,NULL
697,Wetland,Wetland,Wetland,NULL,Wetland,Grassland
698,Wetland,Wetland,Wetland,NULL,Wetland,Wetland
699,Wetland,Wetland,Wetland,NULL,Wetland,Water
700,Wetland,Wetland,Wetland,NULL,Wetland,Forest
701,Wetland,Wetland,Wetland,Non_Water,Wetland,NULL
702,Wetland,Wetland,Wetland,Non_Water,Wetland,Grassland
703,Wetland,Wetland,Wetland,Non_Water,Wetland,Wetland
704,Wetland,Wetland,Wetland,Non_Water,Wetland,Water
705,Wetland,Wetland,Wetland,Non_Water,Wetland,Forest
706,Wetland,Wetland,Wetland,Water,Wetland,Grassland
707,Wetland,Wetland,Wetland,Water,Wetland,Wetland
708,Wetland,Wetland,Wetland,Water,Wetland,Water
709,Wetland,Wetland,Wetland,Water,Wetland,Forest
710,Wetland,Wetland,Water,NULL,Water,Grassland
711,Wetland,Wetland,Water,NULL,Water,Wetland
712,Wetland,Wetland,Water,NULL,Water,Water
713,Wetland,Wetland,Water,NULL,Water,Forest
714,Wetland,Wetland,Water,Non_Water,Water,Wetland
715,Wetland,Wetland,Water,Non_Water,Water,Water
716,Wetland,Wetland,Water,Non_Water,Water,Forest
717,Wetland,Wetland,Water,Water,Water,Grassland
718,Wetland,Wetland,Water,Water,Water,Wetland
719,Wetland,Wetland,Water,Water,Water,Water
720,Wetland,Wetland,Water,Water,Water,Forest
721,Wetland,Wetland,Forest,NULL,Non_Wetland,Grassland
722,Wetland,Wetland,Forest,NULL,Non_Wetland,Wetland
723,Wetland,Wetland,Forest,NULL,Non_Wetland,Forest
724,Wetland,Wetland,Forest,Non_Water,Non_Wetland,Grassland
725,Wetland,Wetland,Forest,Non_Water,Non_Wetland,Wetland
726,Wetland,Wetland,Forest,Non_Water,Non_Wetland,Forest
727,Wetland,Wetland,Forest,Water,Non_Wetland,Grassland
728,Wetland,Wetland,Forest,Water,Non_Wetland,Wetland
729,Wetland,Bareland,Wetland,Water,Wetland,Wetland
730,Wetland,Bareland,Water,Water,Water,Wetland
731,Wetland,Bareland,Water,Water,Water,Water
732,Wetland,Built-up,Grassland,NULL,Non_Wetland,Grassland
733,Wetland,Built-up,Cropland,NULL,Non_Wetland,Grassland
734,Wetland,Built-up,Wetland,NULL,Wetland,Grassland
735,Wetland,Built-up,Wetland,NULL,Wetland,Built-up
736,Wetland,Built-up,Wetland,NULL,Wetland,Forest
737,Wetland,Built-up,Wetland,Non_Water,Wetland,Grassland
738,Wetland,Water,Shrubland,NULL,Non_Wetland,Wetland
739,Wetland,Water,Grassland,Non_Water,Non_Wetland,Grassland
740,Wetland,Water,Grassland,Non_Water,Non_Wetland,Wetland
741,Wetland,Water,Grassland,Water,Non_Wetland,Wetland
742,Wetland,Water,Cropland,Non_Water,Non_Wetland,Grassland
743,Wetland,Water,Cropland,Non_Water,Non_Wetland,Wetland
744,Wetland,Water,Wetland,NULL,NULL,Wetland
745,Wetland,Water,Wetland,NULL,Wetland,Grassland
746,Wetland,Water,Wetland,NULL,Wetland,Wetland
747,Wetland,Water,Wetland,NULL,Wetland,Water
748,Wetland,Water,Wetland,NULL,Wetland,Forest
749,Wetland,Water,Wetland,Non_Water,NULL,Wetland
750,Wetland,Water,Wetland,Non_Water,Wetland,Grassland
751,Wetland,Water,Wetland,Non_Water,Wetland,Wetland
752,Wetland,Water,Wetland,Non_Water,Wetland,Water
753,Wetland,Water,Wetland,Non_Water,Wetland,Forest
754,Wetland,Water,Wetland,Water,Wetland,Grassland
755,Wetland,Water,Wetland,Water,Wetland,Wetland
756,Wetland,Water,Wetland,Water,Wetland,Water
757,Wetland,Water,Wetland,Water,Wetland,Forest
758,Wetland,Water,Water,NULL,Water,Grassland
759,Wetland,Water,Water,NULL,Water,Wetland
760,Wetland,Water,Water,NULL,Water,Water
761,Wetland,Water,Water,NULL,Water,Forest
762,Wetland,Water,Water,Non_Water,Water,Wetland
763,Wetland,Water,Water,Non_Water,Water,Water
764,Wetland,Water,Water,Water,NULL,Water
765,Wetland,Water,Water,Water,Water,Grassland
766,Wetland,Water,Water,Water,Water,Wetland
767,Wetland,Water,Water,Water,Water,Water
768,Wetland,Water,Water,Water,Water,Forest
769,Wetland,Water,Forest,NULL,Non_Wetland,Grassland
770,Wetland,Water,Forest,NULL,Non_Wetland,Wetland
771,Wetland,Water,Forest,NULL,Non_Wetland,Water
772,Wetland,Water,Forest,NULL,Non_Wetland,Forest
773,Wetland,Water,Forest,Non_Water,Non_Wetland,Grassland
774,Wetland,Water,Forest,Non_Water,Non_Wetland,Wetland
775,Wetland,Water,Forest,Non_Water,Non_Wetland,Forest
776,Wetland,Water,Forest,Water,Non_Wetland,Wetland
777,Wetland,Forest,Shrubland,NULL,Non_Wetland,Grassland
778,Wetland,Forest,Shrubland,NULL,Non_Wetland,Wetland
779,Wetland,Forest,Shrubland,NULL,Non_Wetland,Forest
780,Wetland,Forest,Shrubland,Non_Water,Non_Wetland,Grassland
781,Wetland,Forest,Shrubland,Non_Water,Non_Wetland,Wetland
782,Wetland,Forest,Grassland,NULL,Non_Wetland,Grassland
783,Wetland,Forest,Grassland,NULL,Non_Wetland,Wetland
784,Wetland,Forest,Grassland,Non_Water,Non_Wetland,Grassland
785,Wetland,Forest,Grassland,Non_Water,Non_Wetland,Wetland
786,Wetland,Forest,Grassland,Water,Non_Wetland,Wetland
787,Wetland,Forest,Cropland,NULL,Non_Wetland,Grassland
788,Wetland,Forest,Cropland,NULL,Non_Wetland,Wetland
789,Wetland,Forest,Cropland,Non_Water,Non_Wetland,Grassland
790,Wetland,Forest,Cropland,Non_Water,Non_Wetland,Wetland
791,Wetland,Forest,Cropland,Water,Non_Wetland,Grassland
792,Wetland,Forest,Cropland,Water,Non_Wetland,Wetland
793,Wetland,Forest,Wetland,NULL,Wetland,NULL
794,Wetland,Forest,Wetland,NULL,Wetland,Grassland
795,Wetland,Forest,Wetland,NULL,Wetland,Wetland
796,Wetland,Forest,Wetland,NULL,Wetland,Forest
797,Wetland,Forest,Wetland,Non_Water,Wetland,NULL
798,Wetland,Forest,Wetland,Non_Water,Wetland,Grassland
799,Wetland,Forest,Wetland,Non_Water,Wetland,Wetland
800,Wetland,Forest,Wetland,Non_Water,Wetland,Water
801,Wetland,Forest,Wetland,Non_Water,Wetland,Forest
802,Wetland,Forest,Wetland,Water,Wetland,Grassland
803,Wetland,Forest,Wetland,Water,Wetland,Wetland
804,Wetland,Forest,Wetland,Water,Wetland,Water
805,Wetland,Forest,Wetland,Water,Wetland,Forest
806,Wetland,Forest,Built-up,NULL,Non_Wetland,Forest
807,Wetland,Forest,Water,NULL,Water,Grassland
808,Wetland,Forest,Water,NULL,Water,Wetland
809,Wetland,Forest,Water,NULL,Water,Forest
810,Wetland,Forest,Water,Non_Water,Water,Wetland
811,Wetland,Forest,Water,Non_Water,Water,Water
812,Wetland,Forest,Water,Non_Water,Water,Forest
813,Wetland,Forest,Water,Water,Water,Grassland
814,Wetland,Forest,Water,Water,Water,Wetland
815,Wetland,Forest,Water,Water,Water,Water
816,Wetland,Forest,Water,Water,Water,Forest
817,Wetland,Forest,Forest,NULL,Non_Wetland,NULL
818,Wetland,Forest,Forest,NULL,Non_Wetland,Grassland
819,Wetland,Forest,Forest,NULL,Non_Wetland,Wetland
820,Wetland,Forest,Forest,NULL,Non_Wetland,Forest
821,Wetland,Forest,Forest,Non_Water,Non_Wetland,Grassland
822,Wetland,Forest,Forest,Non_Water,Non_Wetland,Wetland
823,Wetland,Forest,Forest,Non_Water,Non_Wetland,Forest
824,Wetland,Forest,Forest,Water,Non_Wetland,Grassland
825,Wetland,Forest,Forest,Water,Non_Wetland,Wetland
826,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland
827,Bareland,NULL,Shrubland,NULL,Non_Wetland,Wetland
828,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland
829,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Wetland
830,Bareland,NULL,Shrubland,Water,Non_Wetland,Wetland
831,Bareland,NULL,Grassland,NULL,Non_Wetland,Grassland
832,Bareland,NULL,Grassland,NULL,Non_Wetland,Wetland
833,Bareland,NULL,Grassland,Non_Water,Non_Wetland,Grassland
834,Bareland,NULL,Grassland,Non_Water,Non_Wetland,Wetland
835,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland
836,Bareland,NULL,Cropland,NULL,Non_Wetland,Wetland
837,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Grassland
838,Bareland,NULL,Wetland,NULL,Wetland,Grassland
839,Bareland,NULL,Wetland,NULL,Wetland,Wetland
840,Bareland,NULL,Wetland,NULL,Wetland,Forest
841,Bareland,NULL,Wetland,Non_Water,Wetland,Grassland
842,Bareland,NULL,Wetland,Non_Water,Wetland,Wetland
843,Bareland,NULL,Wetland,Water,Wetland,Grassland
844,Bareland,NULL,Wetland,Water,Wetland,Wetland
845,Bareland,NULL,Bareland,NULL,Non_Wetland,Forest
846,Bareland,NULL,Built-up,NULL,Non_Wetland,Grassland
847,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland
848,Bareland,NULL,Water,Water,Water,Grassland
849,Bareland,NULL,Water,Water,Water,Wetland
850,Bareland,NULL,Forest,NULL,Non_Wetland,Grassland
851,Bareland,NULL,Forest,NULL,Non_Wetland,Wetland
852,Bareland,NULL,Forest,NULL,Non_Wetland,Forest
853,Bareland,NULL,Forest,Non_Water,Non_Wetland,Grassland
854,Bareland,NULL,Forest,Non_Water,Non_Wetland,Wetland
855,Bareland,NULL,Forest,Water,Non_Wetland,Grassland
856,Bareland,NULL,Forest,Water,Non_Wetland,Wetland
857,Bareland,Cropland,Wetland,NULL,Wetland,Wetland
858,Bareland,Wetland,Shrubland,NULL,Non_Wetland,Grassland
859,Bareland,Wetland,Shrubland,NULL,Non_Wetland,Built-up
860,Bareland,Wetland,Wetland,NULL,Wetland,Grassland
861,Bareland,Wetland,Wetland,NULL,Wetland,Wetland
862,Bareland,Wetland,Wetland,Non_Water,Wetland,Grassland
863,Bareland,Wetland,Wetland,Non_Water,Wetland,Wetland
864,Bareland,Wetland,Wetland,Water,Wetland,Grassland
865,Bareland,Wetland,Wetland,Water,Wetland,Wetland
866,Bareland,Wetland,Wetland,Water,Wetland,Water
867,Bareland,Wetland,Built-up,NULL,Non_Wetland,Built-up
868,Bareland,Wetland,Water,Non_Water,Water,Wetland
869,Bareland,Wetland,Water,Water,Water,Wetland
870,Bareland,Wetland,Forest,NULL,Non_Wetland,Wetland
871,Bareland,Wetland,Forest,NULL,Non_Wetland,Built-up
872,Bareland,Wetland,Forest,Water,Non_Wetland,Wetland
873,Bareland,Bareland,Wetland,Water,Wetland,Water
874,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Grassland
875,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Built-up
876,Bareland,Built-up,Shrubland,Non_Water,Non_Wetland,Grassland
877,Bareland,Built-up,Grassland,NULL,Non_Wetland,Bareland
878,Bareland,Built-up,Cropland,NULL,Non_Wetland,Grassland
879,Bareland,Built-up,Cropland,NULL,Non_Wetland,Built-up
880,Bareland,Built-up,Wetland,NULL,Wetland,Grassland
881,Bareland,Built-up,Wetland,NULL,Wetland,Built-up
882,Bareland,Built-up,Bareland,NULL,Non_Wetland,Bareland
883,Bareland,Built-up,Built-up,NULL,Non_Wetland,Grassland
884,Bareland,Built-up,Built-up,NULL,Non_Wetland,Bareland
885,Bareland,Built-up,Built-up,NULL,Non_Wetland,Built-up
