Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_24LTH_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_24LTH_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_24LTH_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_24LTH_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_24LTH_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_24LTH_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_24LTH_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_24LTH_M_R
6132,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
6133,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Water,Grassland
6134,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Water,Forest
6135,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,Water,Water,Grassland
6136,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,Water,Water,Cropland
6137,Wetland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Water
6138,Wetland,NULL,Shrubland,Water,Non_Wetland,NULL,Grassland,Forest
6139,Wetland,NULL,Shrubland,Water,Non_Wetland,NULL,Water,Grassland
6140,Wetland,NULL,Shrubland,Water,Non_Wetland,NULL,Water,Wetland
6141,Wetland,NULL,Shrubland,Water,Non_Wetland,NULL,Water,Water
6142,Wetland,NULL,Shrubland,Water,Non_Wetland,Grassland,Water,Grassland
6143,Wetland,NULL,Shrubland,Water,Non_Wetland,Grassland,Water,Wetland
6144,Wetland,NULL,Shrubland,Water,Non_Wetland,Water,Grassland,Water
6145,Wetland,NULL,Shrubland,Water,Non_Wetland,Water,Water,Water
6146,Wetland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
6147,Wetland,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
6148,Wetland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
6149,Wetland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
6150,Wetland,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,Grassland
6151,Wetland,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,Forest
6152,Wetland,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
6153,Wetland,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Cropland
6154,Wetland,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Wetland
6155,Wetland,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Bareland
6156,Wetland,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Water
6157,Wetland,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Forest
6158,Wetland,NULL,Cropland,NULL,Non_Wetland,NULL,Water,Grassland
6159,Wetland,NULL,Cropland,NULL,Non_Wetland,NULL,Water,Cropland
6160,Wetland,NULL,Cropland,NULL,Non_Wetland,NULL,Water,Forest
6161,Wetland,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,Grassland
6162,Wetland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
6163,Wetland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Water,Grassland
6164,Wetland,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
6165,Wetland,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Cropland
6166,Wetland,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
6167,Wetland,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
6168,Wetland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
6169,Wetland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
6170,Wetland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
6171,Wetland,NULL,Cropland,NULL,Non_Wetland,Grassland,Water,Grassland
6172,Wetland,NULL,Cropland,NULL,Non_Wetland,Grassland,Water,Cropland
6173,Wetland,NULL,Cropland,NULL,Non_Wetland,Grassland,Water,Forest
6174,Wetland,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
6175,Wetland,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
6176,Wetland,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
6177,Wetland,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
6178,Wetland,NULL,Cropland,NULL,Non_Wetland,Water,Grassland,Grassland
6179,Wetland,NULL,Cropland,NULL,Non_Wetland,Water,Grassland,Cropland
6180,Wetland,NULL,Cropland,NULL,Non_Wetland,Water,Grassland,Wetland
6181,Wetland,NULL,Cropland,NULL,Non_Wetland,Water,Grassland,Forest
6182,Wetland,NULL,Cropland,NULL,Non_Wetland,Water,Water,NULL
6183,Wetland,NULL,Cropland,NULL,Non_Wetland,Water,Water,Grassland
6184,Wetland,NULL,Cropland,NULL,Non_Wetland,Water,Water,Wetland
6185,Wetland,NULL,Cropland,NULL,Non_Wetland,Water,Water,Forest
6186,Wetland,NULL,Cropland,NULL,Non_Wetland,Forest,Water,Grassland
6187,Wetland,NULL,Cropland,NULL,Non_Wetland,Forest,Water,Water
6188,Wetland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
6189,Wetland,NULL,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
6190,Wetland,NULL,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Water
6191,Wetland,NULL,Cropland,Non_Water,Non_Wetland,NULL,Water,Grassland
6192,Wetland,NULL,Cropland,Non_Water,Non_Wetland,NULL,Water,Wetland
6193,Wetland,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,NULL,Grassland
6194,Wetland,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,Grassland,NULL
6195,Wetland,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,Grassland,Grassland
6196,Wetland,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,Grassland,Forest
6197,Wetland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,NULL
6198,Wetland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
6199,Wetland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
6200,Wetland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Water,Grassland
6201,Wetland,NULL,Cropland,Non_Water,Non_Wetland,Water,Grassland,Bareland
6202,Wetland,NULL,Cropland,Non_Water,Non_Wetland,Water,Water,Grassland
6203,Wetland,NULL,Cropland,Non_Water,Non_Wetland,Water,Water,Cropland
6204,Wetland,NULL,Cropland,Non_Water,Non_Wetland,Water,Water,Forest
6205,Wetland,NULL,Cropland,Water,Non_Wetland,NULL,Grassland,Grassland
6206,Wetland,NULL,Cropland,Water,Non_Wetland,NULL,Water,Wetland
6207,Wetland,NULL,Cropland,Water,Non_Wetland,NULL,Water,Water
6208,Wetland,NULL,Cropland,Water,Non_Wetland,Grassland,Grassland,Grassland
6209,Wetland,NULL,Cropland,Water,Non_Wetland,Grassland,Water,Grassland
6210,Wetland,NULL,Cropland,Water,Non_Wetland,Grassland,Water,Cropland
6211,Wetland,NULL,Cropland,Water,Non_Wetland,Grassland,Water,Wetland
6212,Wetland,NULL,Cropland,Water,Non_Wetland,Water,Water,Grassland
6213,Wetland,NULL,Cropland,Water,Non_Wetland,Water,Water,Wetland
6214,Wetland,NULL,Wetland,NULL,Wetland,NULL,Water,Forest
6215,Wetland,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
6216,Wetland,NULL,Wetland,Non_Water,Wetland,NULL,Water,NULL
6217,Wetland,NULL,Wetland,Non_Water,Wetland,NULL,Water,Grassland
6218,Wetland,NULL,Wetland,Non_Water,Wetland,NULL,Water,Cropland
6219,Wetland,NULL,Wetland,Non_Water,Wetland,Shrubland,Water,Forest
6220,Wetland,NULL,Wetland,Non_Water,Wetland,Water,Water,Grassland
6221,Wetland,NULL,Wetland,Non_Water,Wetland,Water,Water,Wetland
6222,Wetland,NULL,Wetland,Water,Wetland,NULL,Water,Wetland
6223,Wetland,NULL,Wetland,Water,Wetland,Grassland,NULL,Water
6224,Wetland,NULL,Wetland,Water,Wetland,Grassland,Water,Grassland
6225,Wetland,NULL,Wetland,Water,Wetland,Water,Water,Wetland
6226,Wetland,NULL,Bareland,NULL,Non_Wetland,NULL,Grassland,Grassland
6227,Wetland,NULL,Bareland,NULL,Non_Wetland,Grassland,NULL,Grassland
6228,Wetland,NULL,Built-up,Water,Non_Wetland,NULL,Grassland,Grassland
6229,Wetland,NULL,Water,NULL,Water,Water,Grassland,Forest
6230,Wetland,NULL,Water,Water,Water,NULL,NULL,Water
6231,Wetland,NULL,Water,Water,Water,Water,Water,Cropland
6232,Wetland,NULL,Water,Water,Water,Water,Water,Forest
6233,Wetland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
6234,Wetland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
6235,Wetland,NULL,Forest,NULL,Non_Wetland,NULL,Shrubland,Grassland
6236,Wetland,NULL,Forest,NULL,Non_Wetland,NULL,Shrubland,Forest
6237,Wetland,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Grassland
6238,Wetland,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
6239,Wetland,NULL,Forest,NULL,Non_Wetland,NULL,Water,Grassland
6240,Wetland,NULL,Forest,NULL,Non_Wetland,NULL,Water,Water
6241,Wetland,NULL,Forest,NULL,Non_Wetland,NULL,Water,Forest
6242,Wetland,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,Grassland
6243,Wetland,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,Forest
6244,Wetland,NULL,Forest,NULL,Non_Wetland,Shrubland,Water,Grassland
6245,Wetland,NULL,Forest,NULL,Non_Wetland,Shrubland,Water,Forest
6246,Wetland,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
6247,Wetland,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,Grassland
6248,Wetland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
6249,Wetland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Cropland
6250,Wetland,NULL,Forest,NULL,Non_Wetland,Grassland,Water,Grassland
6251,Wetland,NULL,Forest,NULL,Non_Wetland,Grassland,Water,Forest
6252,Wetland,NULL,Forest,NULL,Non_Wetland,Bareland,NULL,Grassland
6253,Wetland,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
6254,Wetland,NULL,Forest,NULL,Non_Wetland,Water,NULL,Grassland
6255,Wetland,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Grassland
6256,Wetland,NULL,Forest,NULL,Non_Wetland,Water,Water,Grassland
6257,Wetland,NULL,Forest,NULL,Non_Wetland,Water,Water,Water
6258,Wetland,NULL,Forest,NULL,Non_Wetland,Water,Water,Forest
6259,Wetland,NULL,Forest,NULL,Non_Wetland,Forest,NULL,Grassland
6260,Wetland,NULL,Forest,NULL,Non_Wetland,Forest,NULL,Forest
6261,Wetland,NULL,Forest,NULL,Non_Wetland,Forest,Water,Grassland
6262,Wetland,NULL,Forest,NULL,Non_Wetland,Forest,Water,Wetland
6263,Wetland,NULL,Forest,NULL,Non_Wetland,Forest,Water,Forest
6264,Wetland,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Grassland
6265,Wetland,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Forest
6266,Wetland,NULL,Forest,Non_Water,Non_Wetland,NULL,Water,Grassland
6267,Wetland,NULL,Forest,Non_Water,Non_Wetland,Grassland,NULL,Cropland
6268,Wetland,NULL,Forest,Non_Water,Non_Wetland,Forest,Water,Forest
6269,Wetland,NULL,Forest,Water,Non_Wetland,Grassland,Water,Grassland
6270,Wetland,NULL,Forest,Water,Non_Wetland,Water,Water,Grassland
6271,Wetland,NULL,Forest,Water,Non_Wetland,Water,Water,Wetland
6272,Wetland,Cropland,NULL,NULL,Non_Wetland,NULL,Water,Grassland
6273,Wetland,Cropland,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
6274,Wetland,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
6275,Wetland,Cropland,NULL,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
6276,Wetland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Grassland
6277,Wetland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Water,Grassland
6278,Wetland,Cropland,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
6279,Wetland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
6280,Wetland,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
6281,Wetland,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
6282,Wetland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
6283,Wetland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Water,Grassland
6284,Wetland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
6285,Wetland,Cropland,Forest,NULL,Non_Wetland,NULL,Grassland,Grassland
6286,Wetland,Cropland,Forest,NULL,Non_Wetland,NULL,Water,Grassland
6287,Wetland,Cropland,Forest,NULL,Non_Wetland,Shrubland,Water,Grassland
6288,Wetland,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
6289,Wetland,Cropland,Forest,NULL,Non_Wetland,Forest,Water,Grassland
6290,Wetland,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
6291,Wetland,Wetland,NULL,NULL,Non_Wetland,NULL,Grassland,Grassland
6292,Wetland,Wetland,NULL,NULL,Non_Wetland,NULL,Water,Forest
6293,Wetland,Wetland,NULL,NULL,Non_Wetland,Grassland,Water,Grassland
6294,Wetland,Wetland,NULL,NULL,Non_Wetland,Water,Water,Grassland
6295,Wetland,Wetland,NULL,NULL,Non_Wetland,Forest,Water,Forest
6296,Wetland,Wetland,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
6297,Wetland,Wetland,NULL,Water,Non_Wetland,NULL,Water,Grassland
6298,Wetland,Wetland,NULL,Water,Non_Wetland,NULL,Water,Wetland
6299,Wetland,Wetland,NULL,Water,Non_Wetland,Grassland,Water,Grassland
6300,Wetland,Wetland,Shrubland,NULL,Non_Wetland,NULL,Bareland,Grassland
6301,Wetland,Wetland,Shrubland,NULL,Non_Wetland,NULL,Water,Forest
6302,Wetland,Wetland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
6303,Wetland,Wetland,Shrubland,NULL,Non_Wetland,Water,Shrubland,Forest
6304,Wetland,Wetland,Shrubland,NULL,Non_Wetland,Water,Water,Grassland
6305,Wetland,Wetland,Shrubland,NULL,Non_Wetland,Forest,Water,Grassland
6306,Wetland,Wetland,Shrubland,NULL,Non_Wetland,Forest,Water,Forest
6307,Wetland,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,Water,Grassland
6308,Wetland,Wetland,Shrubland,Non_Water,Non_Wetland,Grassland,Water,Grassland
6309,Wetland,Wetland,Shrubland,Non_Water,Non_Wetland,Water,Water,Grassland
6310,Wetland,Wetland,Shrubland,Non_Water,Non_Wetland,Water,Water,Wetland
6311,Wetland,Wetland,Shrubland,Non_Water,Non_Wetland,Water,Water,Forest
6312,Wetland,Wetland,Shrubland,Non_Water,Non_Wetland,Water,Forest,Grassland
6313,Wetland,Wetland,Shrubland,Water,Non_Wetland,NULL,Water,Grassland
6314,Wetland,Wetland,Shrubland,Water,Non_Wetland,NULL,Water,Wetland
6315,Wetland,Wetland,Shrubland,Water,Non_Wetland,Shrubland,Water,Grassland
6316,Wetland,Wetland,Shrubland,Water,Non_Wetland,Shrubland,Water,Wetland
6317,Wetland,Wetland,Cropland,NULL,Non_Wetland,NULL,Water,Grassland
6318,Wetland,Wetland,Cropland,NULL,Non_Wetland,NULL,Water,Cropland
6319,Wetland,Wetland,Cropland,NULL,Non_Wetland,NULL,Water,Forest
6320,Wetland,Wetland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
6321,Wetland,Wetland,Cropland,NULL,Non_Wetland,Grassland,Water,Grassland
6322,Wetland,Wetland,Cropland,NULL,Non_Wetland,Water,Water,Grassland
6323,Wetland,Wetland,Cropland,NULL,Non_Wetland,Forest,Water,Grassland
6324,Wetland,Wetland,Cropland,Non_Water,Non_Wetland,NULL,Water,Forest
6325,Wetland,Wetland,Cropland,Non_Water,Non_Wetland,Grassland,Water,Grassland
6326,Wetland,Wetland,Cropland,Non_Water,Non_Wetland,Water,Water,Grassland
6327,Wetland,Wetland,Cropland,Water,Non_Wetland,NULL,Water,Grassland
6328,Wetland,Wetland,Cropland,Water,Non_Wetland,NULL,Water,Wetland
6329,Wetland,Wetland,Cropland,Water,Non_Wetland,NULL,Water,Water
6330,Wetland,Wetland,Cropland,Water,Non_Wetland,Shrubland,Water,Grassland
6331,Wetland,Wetland,Cropland,Water,Non_Wetland,Grassland,Water,Grassland
6332,Wetland,Wetland,Cropland,Water,Non_Wetland,Grassland,Water,Wetland
6333,Wetland,Wetland,Wetland,Non_Water,Wetland,NULL,Water,NULL
6334,Wetland,Wetland,Wetland,Non_Water,Wetland,NULL,Water,Grassland
6335,Wetland,Wetland,Wetland,Non_Water,Wetland,NULL,Water,Cropland
6336,Wetland,Wetland,Wetland,Non_Water,Wetland,NULL,Water,Wetland
6337,Wetland,Wetland,Wetland,Non_Water,Wetland,NULL,Forest,Grassland
6338,Wetland,Wetland,Wetland,Non_Water,Wetland,NULL,Forest,Wetland
6339,Wetland,Wetland,Wetland,Non_Water,Wetland,Grassland,Built-up,Forest
6340,Wetland,Wetland,Wetland,Non_Water,Wetland,Grassland,Water,Grassland
6341,Wetland,Wetland,Wetland,Non_Water,Wetland,Grassland,Water,Wetland
6342,Wetland,Wetland,Wetland,Non_Water,Wetland,Water,Built-up,Wetland
6343,Wetland,Wetland,Wetland,Non_Water,Wetland,Water,Built-up,Forest
6344,Wetland,Wetland,Wetland,Non_Water,Wetland,Water,Water,NULL
6345,Wetland,Wetland,Wetland,Non_Water,Wetland,Water,Water,Grassland
6346,Wetland,Wetland,Wetland,Non_Water,Wetland,Water,Water,Wetland
6347,Wetland,Wetland,Wetland,Non_Water,Wetland,Water,Water,Water
6348,Wetland,Wetland,Wetland,Water,Wetland,NULL,Water,Grassland
6349,Wetland,Wetland,Wetland,Water,Wetland,NULL,Water,Wetland
6350,Wetland,Wetland,Built-up,NULL,Non_Wetland,Water,Water,Grassland
6351,Wetland,Wetland,Water,NULL,Water,Water,Shrubland,Water
6352,Wetland,Wetland,Water,Water,Water,Water,Water,Water
6353,Wetland,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
6354,Wetland,Wetland,Forest,NULL,Non_Wetland,NULL,Water,Grassland
6355,Wetland,Wetland,Forest,NULL,Non_Wetland,NULL,Water,Forest
6356,Wetland,Wetland,Forest,NULL,Non_Wetland,Water,Grassland,Forest
6357,Wetland,Wetland,Forest,NULL,Non_Wetland,Water,Water,Grassland
6358,Wetland,Wetland,Forest,NULL,Non_Wetland,Water,Water,Wetland
6359,Wetland,Wetland,Forest,NULL,Non_Wetland,Forest,Water,Forest
6360,Wetland,Wetland,Forest,Water,Non_Wetland,NULL,Water,Grassland
6361,Wetland,Wetland,Forest,Water,Non_Wetland,NULL,Water,Wetland
6362,Wetland,Wetland,Forest,Water,Non_Wetland,Shrubland,Water,Wetland
6363,Wetland,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
6364,Wetland,Water,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
6365,Wetland,Water,NULL,NULL,Non_Wetland,NULL,Grassland,Grassland
6366,Wetland,Water,NULL,NULL,Non_Wetland,NULL,Water,Grassland
6367,Wetland,Water,NULL,NULL,Non_Wetland,NULL,Water,Cropland
6368,Wetland,Water,NULL,NULL,Non_Wetland,NULL,Water,Wetland
6369,Wetland,Water,NULL,NULL,Non_Wetland,Shrubland,Water,Grassland
6370,Wetland,Water,NULL,NULL,Non_Wetland,Shrubland,Forest,Forest
6371,Wetland,Water,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
6372,Wetland,Water,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
6373,Wetland,Water,NULL,NULL,Non_Wetland,Grassland,Water,Grassland
6374,Wetland,Water,NULL,NULL,Non_Wetland,Water,NULL,Cropland
6375,Wetland,Water,NULL,NULL,Non_Wetland,Water,Shrubland,Grassland
6376,Wetland,Water,NULL,NULL,Non_Wetland,Water,Water,Grassland
6377,Wetland,Water,NULL,NULL,Non_Wetland,Water,Water,Forest
6378,Wetland,Water,NULL,NULL,Non_Wetland,Forest,Water,Grassland
6379,Wetland,Water,NULL,Non_Water,Non_Wetland,Water,Water,Grassland
6380,Wetland,Water,NULL,Non_Water,Non_Wetland,Water,Water,Wetland
6381,Wetland,Water,NULL,Non_Water,Non_Wetland,Water,Water,Forest
6382,Wetland,Water,NULL,Water,Non_Wetland,NULL,Water,Grassland
6383,Wetland,Water,NULL,Water,Non_Wetland,Grassland,Water,Wetland
6384,Wetland,Water,NULL,Water,Non_Wetland,Water,Water,Grassland
6385,Wetland,Water,NULL,Water,Non_Wetland,Water,Water,Wetland
6386,Wetland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
6387,Wetland,Water,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Grassland
6388,Wetland,Water,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
6389,Wetland,Water,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
6390,Wetland,Water,Shrubland,NULL,Non_Wetland,NULL,Water,Grassland
6391,Wetland,Water,Shrubland,NULL,Non_Wetland,NULL,Water,Forest
6392,Wetland,Water,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Grassland
6393,Wetland,Water,Shrubland,NULL,Non_Wetland,Shrubland,Water,Grassland
6394,Wetland,Water,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
6395,Wetland,Water,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
6396,Wetland,Water,Shrubland,NULL,Non_Wetland,Grassland,Water,Grassland
6397,Wetland,Water,Shrubland,NULL,Non_Wetland,Water,NULL,Grassland
6398,Wetland,Water,Shrubland,NULL,Non_Wetland,Water,Grassland,Grassland
6399,Wetland,Water,Shrubland,NULL,Non_Wetland,Water,Water,Grassland
6400,Wetland,Water,Shrubland,NULL,Non_Wetland,Water,Water,Cropland
6401,Wetland,Water,Shrubland,NULL,Non_Wetland,Water,Water,Water
6402,Wetland,Water,Shrubland,NULL,Non_Wetland,Water,Water,Forest
6403,Wetland,Water,Shrubland,NULL,Non_Wetland,Forest,Water,Grassland
6404,Wetland,Water,Shrubland,NULL,Non_Wetland,Forest,Water,Forest
6405,Wetland,Water,Shrubland,Non_Water,Non_Wetland,NULL,Water,NULL
6406,Wetland,Water,Shrubland,Non_Water,Non_Wetland,NULL,Water,Grassland
6407,Wetland,Water,Shrubland,Non_Water,Non_Wetland,Water,NULL,Grassland
6408,Wetland,Water,Shrubland,Non_Water,Non_Wetland,Water,Water,Grassland
6409,Wetland,Water,Shrubland,Non_Water,Non_Wetland,Water,Water,Wetland
6410,Wetland,Water,Shrubland,Non_Water,Non_Wetland,Water,Water,Forest
6411,Wetland,Water,Shrubland,Non_Water,Non_Wetland,Forest,Water,Forest
6412,Wetland,Water,Shrubland,Water,Non_Wetland,NULL,Water,Grassland
6413,Wetland,Water,Shrubland,Water,Non_Wetland,NULL,Water,Water
6414,Wetland,Water,Shrubland,Water,Non_Wetland,Grassland,NULL,Grassland
6415,Wetland,Water,Shrubland,Water,Non_Wetland,Water,Water,Grassland
6416,Wetland,Water,Shrubland,Water,Non_Wetland,Water,Water,Wetland
6417,Wetland,Water,Shrubland,Water,Non_Wetland,Water,Water,Water
6418,Wetland,Water,Shrubland,Water,Non_Wetland,Water,Water,Forest
6419,Wetland,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
6420,Wetland,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
6421,Wetland,Water,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
6422,Wetland,Water,Cropland,NULL,Non_Wetland,NULL,Grassland,Water
6423,Wetland,Water,Cropland,NULL,Non_Wetland,NULL,Grassland,Forest
6424,Wetland,Water,Cropland,NULL,Non_Wetland,NULL,Water,Grassland
6425,Wetland,Water,Cropland,NULL,Non_Wetland,NULL,Water,Cropland
6426,Wetland,Water,Cropland,NULL,Non_Wetland,NULL,Water,Forest
6427,Wetland,Water,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
6428,Wetland,Water,Cropland,NULL,Non_Wetland,Grassland,NULL,Cropland
6429,Wetland,Water,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
6430,Wetland,Water,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
6431,Wetland,Water,Cropland,NULL,Non_Wetland,Grassland,Grassland,Water
6432,Wetland,Water,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
6433,Wetland,Water,Cropland,NULL,Non_Wetland,Grassland,Water,Grassland
6434,Wetland,Water,Cropland,NULL,Non_Wetland,Water,NULL,Grassland
6435,Wetland,Water,Cropland,NULL,Non_Wetland,Water,Grassland,Grassland
6436,Wetland,Water,Cropland,NULL,Non_Wetland,Water,Water,Grassland
6437,Wetland,Water,Cropland,NULL,Non_Wetland,Water,Water,Cropland
6438,Wetland,Water,Cropland,NULL,Non_Wetland,Water,Water,Water
6439,Wetland,Water,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
6440,Wetland,Water,Cropland,Non_Water,Non_Wetland,NULL,Water,Grassland
6441,Wetland,Water,Cropland,Non_Water,Non_Wetland,NULL,Water,Forest
6442,Wetland,Water,Cropland,Non_Water,Non_Wetland,Shrubland,Water,Grassland
6443,Wetland,Water,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
6444,Wetland,Water,Cropland,Non_Water,Non_Wetland,Grassland,Water,Grassland
6445,Wetland,Water,Cropland,Non_Water,Non_Wetland,Grassland,Water,Water
6446,Wetland,Water,Cropland,Non_Water,Non_Wetland,Grassland,Water,Forest
6447,Wetland,Water,Cropland,Non_Water,Non_Wetland,Water,Water,Grassland
6448,Wetland,Water,Cropland,Non_Water,Non_Wetland,Water,Water,Wetland
6449,Wetland,Water,Cropland,Water,Non_Wetland,NULL,Water,Grassland
6450,Wetland,Water,Cropland,Water,Non_Wetland,NULL,Water,Wetland
6451,Wetland,Water,Cropland,Water,Non_Wetland,Water,Water,Grassland
6452,Wetland,Water,Cropland,Water,Non_Wetland,Water,Water,Forest
6453,Wetland,Water,Wetland,NULL,Wetland,Water,NULL,Forest
6454,Wetland,Water,Wetland,NULL,Wetland,Water,Water,Grassland
6455,Wetland,Water,Wetland,Non_Water,Wetland,NULL,Water,NULL
6456,Wetland,Water,Wetland,Non_Water,Wetland,NULL,Water,Grassland
6457,Wetland,Water,Wetland,Non_Water,Wetland,NULL,Water,Forest
6458,Wetland,Water,Wetland,Non_Water,Wetland,NULL,Forest,Wetland
6459,Wetland,Water,Wetland,Non_Water,Wetland,Water,Water,NULL
6460,Wetland,Water,Wetland,Non_Water,Wetland,Water,Water,Grassland
6461,Wetland,Water,Wetland,Non_Water,Wetland,Water,Water,Wetland
6462,Wetland,Water,Wetland,Non_Water,Wetland,Water,Water,Water
6463,Wetland,Water,Wetland,Non_Water,Wetland,Water,Water,Forest
