Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_20MRT_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20MRT_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20MRT_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_20MRT_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20MRT_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20MRT_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20MRT_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_20MRT_M_R
1250,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1251,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Bareland
1252,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Built-up
1253,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
1254,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
1255,Grassland,Cropland,Cropland,NULL,Non_Wetland,Wetland,Grassland,Grassland
1256,Grassland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1257,Grassland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
1258,Grassland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Forest,Grassland
1259,Grassland,Cropland,Cropland,NULL,Non_Wetland,Built-up,Grassland,Grassland
1260,Grassland,Cropland,Cropland,NULL,Non_Wetland,Built-up,Bareland,Grassland
1261,Grassland,Cropland,Wetland,NULL,Wetland,Shrubland,Grassland,Forest
1262,Grassland,Cropland,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
1263,Grassland,Cropland,Wetland,NULL,Wetland,Grassland,Grassland,Forest
1264,Grassland,Cropland,Wetland,NULL,Wetland,Grassland,Forest,Forest
1265,Grassland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,Grassland,Forest
1266,Grassland,Cropland,Bareland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1267,Grassland,Cropland,Bareland,NULL,Non_Wetland,Grassland,Grassland,Forest
1268,Grassland,Cropland,Bareland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1269,Grassland,Cropland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
1270,Grassland,Cropland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Built-up
1271,Grassland,Cropland,Built-up,NULL,Non_Wetland,Grassland,Bareland,Grassland
1272,Grassland,Cropland,Built-up,NULL,Non_Wetland,Grassland,Bareland,Forest
1273,Grassland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
1274,Grassland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Grassland,Forest
1275,Grassland,Cropland,Water,NULL,Water,Grassland,Grassland,Forest
1276,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
1277,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
1278,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
1279,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
1280,Grassland,Cropland,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
1281,Grassland,Cropland,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
1282,Grassland,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
1283,Grassland,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
1284,Grassland,Cropland,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
1285,Grassland,Bareland,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
1286,Grassland,Built-up,NULL,NULL,Non_Wetland,Grassland,Bareland,Grassland
1287,Grassland,Built-up,NULL,NULL,Non_Wetland,Built-up,Built-up,Grassland
1288,Grassland,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1289,Grassland,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Grassland
1290,Grassland,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Bareland,Grassland
1291,Grassland,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Grassland
1292,Grassland,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
1293,Grassland,Built-up,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1294,Grassland,Built-up,Cropland,NULL,Non_Wetland,Built-up,Bareland,Grassland
1295,Grassland,Built-up,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
1296,Grassland,Built-up,Built-up,NULL,Non_Wetland,Grassland,Grassland,Forest
1297,Grassland,Built-up,Built-up,NULL,Non_Wetland,Grassland,Bareland,Forest
1298,Grassland,Built-up,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
1299,Grassland,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Grassland
1300,Grassland,Built-up,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
1301,Grassland,Water,NULL,NULL,Non_Wetland,Shrubland,Grassland,Grassland
1302,Grassland,Water,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
1303,Grassland,Water,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
1304,Grassland,Water,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
1305,Grassland,Water,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
1306,Grassland,Water,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
1307,Grassland,Water,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1308,Grassland,Water,Shrubland,NULL,Non_Wetland,Grassland,Water,Grassland
1309,Grassland,Water,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1310,Grassland,Water,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1311,Grassland,Water,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
1312,Grassland,Water,Grassland,NULL,Non_Wetland,Grassland,Wetland,Forest
1313,Grassland,Water,Grassland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
1314,Grassland,Water,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
1315,Grassland,Water,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1316,Grassland,Water,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
1317,Grassland,Water,Cropland,NULL,Non_Wetland,Grassland,Water,Grassland
1318,Grassland,Water,Cropland,NULL,Non_Wetland,Wetland,Grassland,Grassland
1319,Grassland,Water,Cropland,NULL,Non_Wetland,Water,Grassland,Forest
1320,Grassland,Water,Cropland,NULL,Non_Wetland,Forest,Forest,Forest
1321,Grassland,Water,Wetland,NULL,Wetland,NULL,Water,Grassland
1322,Grassland,Water,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
1323,Grassland,Water,Wetland,NULL,Wetland,Grassland,Grassland,Forest
1324,Grassland,Water,Wetland,NULL,Wetland,Grassland,Wetland,Forest
1325,Grassland,Water,Wetland,NULL,Wetland,Grassland,Water,Grassland
1326,Grassland,Water,Wetland,NULL,Wetland,Bareland,Grassland,Grassland
1327,Grassland,Water,Wetland,NULL,Wetland,Bareland,Grassland,Forest
1328,Grassland,Water,Wetland,Non_Water,Wetland,Grassland,Wetland,Grassland
1329,Grassland,Water,Wetland,Water,Wetland,Grassland,Grassland,Grassland
1330,Grassland,Water,Bareland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1331,Grassland,Water,Bareland,NULL,Non_Wetland,Grassland,Water,Grassland
1332,Grassland,Water,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
1333,Grassland,Water,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
1334,Grassland,Water,Forest,NULL,Non_Wetland,Grassland,Water,Grassland
1335,Grassland,Water,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
1336,Grassland,Water,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
1337,Grassland,Water,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
1338,Grassland,Water,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
1339,Grassland,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
1340,Grassland,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
1341,Grassland,Forest,NULL,NULL,Non_Wetland,Grassland,Bareland,Forest
1342,Grassland,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
1343,Grassland,Forest,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
1344,Grassland,Forest,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
1345,Grassland,Forest,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
1346,Grassland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1347,Grassland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
1348,Grassland,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1349,Grassland,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
1350,Grassland,Forest,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
1351,Grassland,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1352,Grassland,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
1353,Grassland,Forest,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1354,Grassland,Forest,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
1355,Grassland,Forest,Wetland,NULL,Wetland,Grassland,Wetland,Forest
1356,Grassland,Forest,Bareland,NULL,Non_Wetland,Grassland,Grassland,Forest
1357,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
1358,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
1359,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
1360,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
1361,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
1362,Grassland,Forest,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
1363,Grassland,Forest,Forest,NULL,Non_Wetland,Forest,Forest,Forest
1364,Grassland,Forest,Forest,Water,Non_Wetland,Grassland,Grassland,Forest
1365,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
1366,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Bareland
1367,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Built-up
1368,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
1369,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Bareland,Grassland
1370,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Bareland,Forest
1371,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
1372,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
1373,Cropland,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,Grassland
1374,Cropland,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,Forest
1375,Cropland,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
1376,Cropland,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Built-up
1377,Cropland,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
1378,Cropland,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
1379,Cropland,NULL,NULL,NULL,Non_Wetland,Bareland,Forest,Grassland
1380,Cropland,NULL,NULL,NULL,Non_Wetland,Built-up,Grassland,Grassland
1381,Cropland,NULL,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
1382,Cropland,NULL,NULL,NULL,Non_Wetland,Forest,Forest,Forest
1383,Cropland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Forest
1384,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
1385,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1386,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Built-up
1387,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
1388,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
1389,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Forest
1390,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
1391,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
1392,Cropland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
1393,Cropland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
1394,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1395,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
1396,Cropland,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
1397,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1398,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Built-up
1399,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
1400,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland,Bareland,Grassland
1401,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland,Bareland,Forest
1402,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
1403,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
1404,Cropland,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Grassland
1405,Cropland,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Forest
1406,Cropland,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1407,Cropland,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
1408,Cropland,NULL,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
1409,Cropland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
1410,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1411,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Built-up
1412,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
1413,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
1414,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Forest
1415,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
1416,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Forest
1417,Cropland,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1418,Cropland,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
1419,Cropland,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
1420,Cropland,NULL,Cropland,NULL,Non_Wetland,Built-up,Grassland,Grassland
1421,Cropland,NULL,Cropland,NULL,Non_Wetland,Built-up,Bareland,Grassland
1422,Cropland,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
1423,Cropland,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Forest
1424,Cropland,NULL,Wetland,NULL,Wetland,Grassland,Forest,Forest
1425,Cropland,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1426,Cropland,NULL,Bareland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1427,Cropland,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
1428,Cropland,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Bareland
1429,Cropland,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Built-up
1430,Cropland,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Forest
1431,Cropland,NULL,Built-up,NULL,Non_Wetland,Grassland,Bareland,Forest
1432,Cropland,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
1433,Cropland,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Built-up
1434,Cropland,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Forest
1435,Cropland,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
1436,Cropland,NULL,Built-up,NULL,Non_Wetland,Built-up,Grassland,Grassland
1437,Cropland,NULL,Water,NULL,Water,Grassland,Grassland,Forest
1438,Cropland,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,Forest
1439,Cropland,NULL,Forest,NULL,Non_Wetland,Shrubland,Forest,Grassland
1440,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
1441,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,NULL
1442,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
1443,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Bareland
1444,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
1445,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,Grassland
1446,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
1447,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
1448,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
1449,Cropland,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
1450,Cropland,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
1451,Cropland,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
1452,Cropland,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
1453,Cropland,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
1454,Cropland,NULL,Forest,NULL,Non_Wetland,Built-up,Grassland,Grassland
1455,Cropland,NULL,Forest,NULL,Non_Wetland,Built-up,Bareland,Grassland
1456,Cropland,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
1457,Cropland,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Forest
1458,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,NULL
1459,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
1460,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
1461,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland,Bareland,Grassland
1462,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
1463,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
1464,Cropland,Cropland,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
1465,Cropland,Cropland,NULL,NULL,Non_Wetland,Bareland,Grassland,Bareland
1466,Cropland,Cropland,NULL,NULL,Non_Wetland,Bareland,Grassland,Built-up
1467,Cropland,Cropland,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
1468,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1469,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Built-up
1470,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
1471,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Forest
1472,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1473,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
1474,Cropland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1475,Cropland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
1476,Cropland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
1477,Cropland,Cropland,Grassland,NULL,Non_Wetland,Wetland,Grassland,Grassland
1478,Cropland,Cropland,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1479,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1480,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Built-up
1481,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
1482,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
1483,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Bareland,Forest
1484,Cropland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1485,Cropland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
1486,Cropland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
1487,Cropland,Cropland,Bareland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1488,Cropland,Cropland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
1489,Cropland,Cropland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Forest
1490,Cropland,Cropland,Built-up,NULL,Non_Wetland,Grassland,Bareland,Grassland
1491,Cropland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
1492,Cropland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Grassland,Built-up
1493,Cropland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Bareland,Forest
1494,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
1495,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
1496,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
1497,Cropland,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
1498,Cropland,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
1499,Cropland,Cropland,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
1500,Cropland,Cropland,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
1501,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
1502,Cropland,Built-up,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
1503,Cropland,Built-up,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
1504,Cropland,Built-up,Built-up,NULL,Non_Wetland,Grassland,Grassland,Forest
1505,Cropland,Built-up,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
1506,Cropland,Water,Wetland,NULL,Wetland,Water,Grassland,Grassland
1507,Cropland,Water,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
1508,Cropland,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
1509,Cropland,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
1510,Cropland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1511,Cropland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Built-up
1512,Cropland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
1513,Cropland,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1514,Cropland,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
1515,Cropland,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1516,Cropland,Forest,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
1517,Cropland,Forest,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
1518,Cropland,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
1519,Cropland,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
1520,Cropland,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
1521,Cropland,Forest,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
1522,Cropland,Forest,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
1523,Wetland,NULL,NULL,NULL,Non_Wetland,NULL,Grassland,Wetland
1524,Wetland,NULL,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
1525,Wetland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
1526,Wetland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1527,Wetland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
1528,Wetland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1529,Wetland,NULL,Wetland,NULL,Wetland,Shrubland,Grassland,Grassland
1530,Wetland,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Forest
1531,Wetland,NULL,Wetland,NULL,Wetland,Water,Grassland,Wetland
1532,Wetland,NULL,Wetland,NULL,Wetland,Water,Water,Forest
1533,Wetland,NULL,Wetland,NULL,Wetland,Forest,Grassland,Grassland
1534,Wetland,NULL,Wetland,Non_Water,Wetland,Water,Grassland,Forest
1535,Wetland,NULL,Water,NULL,Water,Water,Wetland,Grassland
1536,Wetland,NULL,Water,NULL,Water,Water,Water,Grassland
1537,Wetland,NULL,Water,Water,Water,Water,Water,Grassland
1538,Wetland,NULL,Water,Water,Water,Water,Water,Water
1539,Wetland,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,Grassland
1540,Wetland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
1541,Wetland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
1542,Wetland,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
1543,Wetland,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Grassland
1544,Wetland,Wetland,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
1545,Wetland,Wetland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1546,Wetland,Wetland,Wetland,NULL,Wetland,Grassland,Water,Forest
1547,Wetland,Wetland,Wetland,NULL,Wetland,Water,Water,Wetland
1548,Wetland,Water,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
1549,Wetland,Water,NULL,NULL,Non_Wetland,Water,Grassland,Forest
1550,Wetland,Water,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
1551,Wetland,Water,Shrubland,NULL,Non_Wetland,Water,Grassland,Grassland
1552,Wetland,Water,Grassland,NULL,Non_Wetland,Water,Water,Wetland
1553,Wetland,Water,Grassland,NULL,Non_Wetland,Water,Water,Water
1554,Wetland,Water,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
1555,Wetland,Water,Wetland,NULL,Wetland,Grassland,Grassland,Forest
1556,Wetland,Water,Wetland,NULL,Wetland,Grassland,Water,Grassland
1557,Wetland,Water,Wetland,NULL,Wetland,Water,Grassland,Wetland
1558,Wetland,Water,Wetland,NULL,Wetland,Water,Grassland,Forest
1559,Wetland,Water,Wetland,NULL,Wetland,Water,Water,Wetland
1560,Wetland,Water,Wetland,NULL,Wetland,Water,Water,Bareland
1561,Wetland,Water,Wetland,NULL,Wetland,Water,Water,Water
1562,Wetland,Water,Wetland,NULL,Wetland,Water,Water,Forest
1563,Wetland,Water,Wetland,Water,Wetland,Grassland,Water,Grassland
1564,Wetland,Water,Wetland,Water,Wetland,Wetland,Water,Water
1565,Wetland,Water,Wetland,Water,Wetland,Water,Water,Forest
1566,Wetland,Water,Bareland,NULL,Non_Wetland,Water,Water,Wetland
1567,Wetland,Water,Bareland,NULL,Non_Wetland,Water,Water,Water
1568,Wetland,Water,Bareland,Water,Non_Wetland,Water,Water,Water
1569,Wetland,Water,Water,Water,Water,Grassland,Water,Grassland
1570,Wetland,Water,Water,Water,Water,Water,Grassland,Water
1571,Wetland,Water,Water,Water,Water,Water,Water,Wetland
