Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_21NYD_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21NYD_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21NYD_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_21NYD_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21NYD_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21NYD_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21NYD_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_21NYD_M_R
357,Permanent_ice_and_snow,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
358,Permanent_ice_and_snow,Forest,Forest,Water,Non_Wetland,NULL,NULL,Forest
359,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
360,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
361,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Water
362,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Forest
363,Forest,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
364,Forest,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
365,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
366,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
367,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
368,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
369,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
370,Forest,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Water
371,Forest,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
372,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
373,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
374,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
375,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,Water
376,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,Forest
377,Forest,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Forest
378,Forest,NULL,Wetland,Water,Wetland,NULL,NULL,Water
379,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
380,Forest,NULL,Water,NULL,Water,NULL,NULL,Grassland
381,Forest,NULL,Water,NULL,Water,NULL,NULL,Water
382,Forest,NULL,Water,NULL,Water,NULL,NULL,Forest
383,Forest,NULL,Water,Water,Water,NULL,NULL,Grassland
384,Forest,NULL,Water,Water,Water,NULL,NULL,Bareland
385,Forest,NULL,Water,Water,Water,NULL,NULL,Water
386,Forest,NULL,Water,Water,Water,NULL,NULL,Forest
387,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
388,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
389,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Water
390,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
391,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
392,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
393,Forest,NULL,Forest,Water,Non_Wetland,NULL,NULL,Grassland
394,Forest,NULL,Forest,Water,Non_Wetland,NULL,NULL,Bareland
395,Forest,NULL,Forest,Water,Non_Wetland,NULL,NULL,Water
396,Forest,NULL,Forest,Water,Non_Wetland,NULL,NULL,Forest
397,Forest,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
398,Forest,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
399,Forest,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
400,Forest,Wetland,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
401,Forest,Wetland,Water,NULL,Water,NULL,NULL,Forest
402,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
403,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
404,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Water
405,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
406,Forest,Wetland,Forest,Water,Non_Wetland,NULL,NULL,Grassland
407,Forest,Wetland,Forest,Water,Non_Wetland,NULL,NULL,Forest
408,Forest,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
409,Forest,Bareland,Wetland,NULL,Wetland,NULL,NULL,Forest
410,Forest,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
411,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
412,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Forest
413,Forest,Water,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
414,Forest,Water,NULL,NULL,Non_Wetland,NULL,NULL,Water
415,Forest,Water,NULL,NULL,Non_Wetland,NULL,NULL,Forest
416,Forest,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Water
417,Forest,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
418,Forest,Water,NULL,Water,Non_Wetland,NULL,NULL,Water
419,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
420,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
421,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
422,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
423,Forest,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
424,Forest,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
425,Forest,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
426,Forest,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Water
427,Forest,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
428,Forest,Water,Wetland,NULL,Wetland,NULL,NULL,Grassland
429,Forest,Water,Wetland,NULL,Wetland,NULL,NULL,Wetland
430,Forest,Water,Wetland,NULL,Wetland,NULL,NULL,Bareland
431,Forest,Water,Wetland,NULL,Wetland,NULL,NULL,Water
432,Forest,Water,Wetland,NULL,Wetland,NULL,NULL,Forest
433,Forest,Water,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
434,Forest,Water,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
435,Forest,Water,Wetland,Non_Water,Wetland,NULL,NULL,Water
436,Forest,Water,Wetland,Non_Water,Wetland,NULL,NULL,Forest
437,Forest,Water,Wetland,Water,Wetland,NULL,NULL,Grassland
438,Forest,Water,Wetland,Water,Wetland,NULL,NULL,Bareland
439,Forest,Water,Wetland,Water,Wetland,NULL,NULL,Water
440,Forest,Water,Wetland,Water,Wetland,NULL,NULL,Forest
441,Forest,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
442,Forest,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
443,Forest,Water,Built-up,Non_Water,Non_Wetland,NULL,NULL,Forest
444,Forest,Water,Built-up,Water,Non_Wetland,NULL,NULL,Forest
445,Forest,Water,Water,NULL,Water,NULL,NULL,Grassland
446,Forest,Water,Water,NULL,Water,NULL,NULL,Bareland
447,Forest,Water,Water,NULL,Water,NULL,NULL,Water
448,Forest,Water,Water,NULL,Water,NULL,NULL,Forest
449,Forest,Water,Water,Non_Water,Water,NULL,NULL,Water
450,Forest,Water,Water,Non_Water,Water,NULL,NULL,Forest
451,Forest,Water,Water,Water,Water,NULL,NULL,Grassland
452,Forest,Water,Water,Water,Water,NULL,NULL,Wetland
453,Forest,Water,Water,Water,Water,NULL,NULL,Bareland
454,Forest,Water,Water,Water,Water,NULL,NULL,Water
455,Forest,Water,Water,Water,Water,NULL,NULL,Forest
456,Forest,Water,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
457,Forest,Water,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
458,Forest,Water,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
459,Forest,Water,Forest,NULL,Non_Wetland,NULL,NULL,Water
460,Forest,Water,Forest,NULL,Non_Wetland,NULL,NULL,Forest
461,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
462,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Bareland
463,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
464,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
465,Forest,Water,Forest,Water,Non_Wetland,NULL,NULL,Grassland
466,Forest,Water,Forest,Water,Non_Wetland,NULL,NULL,Bareland
467,Forest,Water,Forest,Water,Non_Wetland,NULL,NULL,Water
468,Forest,Water,Forest,Water,Non_Wetland,NULL,NULL,Forest
469,Forest,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
470,Forest,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
471,Forest,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Water
472,Forest,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Forest
473,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
474,Forest,Forest,NULL,Water,Non_Wetland,NULL,NULL,Grassland
475,Forest,Forest,NULL,Water,Non_Wetland,NULL,NULL,Bareland
476,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
477,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
478,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
479,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
480,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
481,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,NULL,Forest
482,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
483,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
484,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
485,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
486,Forest,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
487,Forest,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Water
488,Forest,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
489,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
490,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
491,Forest,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
492,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
493,Forest,Forest,Wetland,NULL,Wetland,NULL,NULL,Grassland
494,Forest,Forest,Wetland,NULL,Wetland,NULL,NULL,Bareland
495,Forest,Forest,Wetland,NULL,Wetland,NULL,NULL,Water
496,Forest,Forest,Wetland,NULL,Wetland,NULL,NULL,Forest
497,Forest,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
498,Forest,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Forest
499,Forest,Forest,Wetland,Water,Wetland,NULL,NULL,Grassland
500,Forest,Forest,Wetland,Water,Wetland,NULL,NULL,Forest
501,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
502,Forest,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
503,Forest,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
504,Forest,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
505,Forest,Forest,Built-up,Non_Water,Non_Wetland,NULL,NULL,Forest
506,Forest,Forest,Water,NULL,Water,NULL,NULL,Grassland
507,Forest,Forest,Water,NULL,Water,NULL,NULL,Water
508,Forest,Forest,Water,NULL,Water,NULL,NULL,Forest
509,Forest,Forest,Water,Non_Water,Water,NULL,NULL,Grassland
510,Forest,Forest,Water,Non_Water,Water,NULL,NULL,Water
511,Forest,Forest,Water,Non_Water,Water,NULL,NULL,Forest
512,Forest,Forest,Water,Water,Water,NULL,NULL,Grassland
513,Forest,Forest,Water,Water,Water,NULL,NULL,Water
514,Forest,Forest,Water,Water,Water,NULL,NULL,Forest
515,Forest,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
516,Forest,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
517,Forest,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Water
518,Forest,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
519,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
520,Forest,Forest,Forest,NULL,Non_Wetland,Forest,NULL,Forest
521,Forest,Forest,Forest,NULL,Non_Wetland,Forest,Forest,Forest
522,Forest,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
523,Forest,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Bareland
524,Forest,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
525,Forest,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
526,Forest,Forest,Forest,Water,Non_Wetland,NULL,NULL,Grassland
527,Forest,Forest,Forest,Water,Non_Wetland,NULL,NULL,Bareland
528,Forest,Forest,Forest,Water,Non_Wetland,NULL,NULL,Water
529,Forest,Forest,Forest,Water,Non_Wetland,NULL,NULL,Forest
