Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_21LUG_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21LUG_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21LUG_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_21LUG_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21LUG_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21LUG_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21LUG_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_21LUG_M_R
4820,Cropland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,Built-up
4821,Cropland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
4822,Cropland,Forest,Shrubland,NULL,Non_Wetland,Cropland,NULL,Grassland
4823,Cropland,Forest,Shrubland,NULL,Non_Wetland,Cropland,NULL,Cropland
4824,Cropland,Forest,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,NULL
4825,Cropland,Forest,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,Grassland
4826,Cropland,Forest,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,Cropland
4827,Cropland,Forest,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Grassland
4828,Cropland,Forest,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Cropland
4829,Cropland,Forest,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Forest
4830,Cropland,Forest,Shrubland,NULL,Non_Wetland,Cropland,Forest,Grassland
4831,Cropland,Forest,Shrubland,NULL,Non_Wetland,Bareland,NULL,NULL
4832,Cropland,Forest,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
4833,Cropland,Forest,Shrubland,NULL,Non_Wetland,Bareland,NULL,Forest
4834,Cropland,Forest,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,NULL
4835,Cropland,Forest,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
4836,Cropland,Forest,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Built-up
4837,Cropland,Forest,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Forest
4838,Cropland,Forest,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
4839,Cropland,Forest,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Built-up
4840,Cropland,Forest,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
4841,Cropland,Forest,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Built-up
4842,Cropland,Forest,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
4843,Cropland,Forest,Shrubland,NULL,Non_Wetland,Bareland,Forest,NULL
4844,Cropland,Forest,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
4845,Cropland,Forest,Shrubland,NULL,Non_Wetland,Bareland,Forest,Built-up
4846,Cropland,Forest,Shrubland,NULL,Non_Wetland,Bareland,Forest,Forest
4847,Cropland,Forest,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Grassland
4848,Cropland,Forest,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Forest
4849,Cropland,Forest,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
4850,Cropland,Forest,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
4851,Cropland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
4852,Cropland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
4853,Cropland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
4854,Cropland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
4855,Cropland,Forest,Cropland,NULL,Non_Wetland,NULL,Shrubland,Cropland
4856,Cropland,Forest,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
4857,Cropland,Forest,Cropland,NULL,Non_Wetland,NULL,Forest,Forest
4858,Cropland,Forest,Cropland,NULL,Non_Wetland,Shrubland,NULL,NULL
4859,Cropland,Forest,Cropland,NULL,Non_Wetland,Shrubland,NULL,Forest
4860,Cropland,Forest,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Forest
4861,Cropland,Forest,Cropland,NULL,Non_Wetland,Grassland,NULL,NULL
4862,Cropland,Forest,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
4863,Cropland,Forest,Cropland,NULL,Non_Wetland,Grassland,NULL,Cropland
4864,Cropland,Forest,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
4865,Cropland,Forest,Cropland,NULL,Non_Wetland,Grassland,Shrubland,NULL
4866,Cropland,Forest,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
4867,Cropland,Forest,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
4868,Cropland,Forest,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Built-up
4869,Cropland,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,NULL
4870,Cropland,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
4871,Cropland,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
4872,Cropland,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
4873,Cropland,Forest,Cropland,NULL,Non_Wetland,Grassland,Wetland,Grassland
4874,Cropland,Forest,Cropland,NULL,Non_Wetland,Grassland,Wetland,Forest
4875,Cropland,Forest,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
4876,Cropland,Forest,Cropland,NULL,Non_Wetland,Grassland,Forest,Cropland
4877,Cropland,Forest,Cropland,NULL,Non_Wetland,Grassland,Forest,Forest
4878,Cropland,Forest,Cropland,NULL,Non_Wetland,Cropland,NULL,Grassland
4879,Cropland,Forest,Cropland,NULL,Non_Wetland,Cropland,NULL,Cropland
4880,Cropland,Forest,Cropland,NULL,Non_Wetland,Cropland,NULL,Forest
4881,Cropland,Forest,Cropland,NULL,Non_Wetland,Cropland,Shrubland,Cropland
4882,Cropland,Forest,Cropland,NULL,Non_Wetland,Cropland,Grassland,Grassland
4883,Cropland,Forest,Cropland,NULL,Non_Wetland,Cropland,Grassland,Cropland
4884,Cropland,Forest,Cropland,NULL,Non_Wetland,Cropland,Grassland,Forest
4885,Cropland,Forest,Cropland,NULL,Non_Wetland,Cropland,Forest,Grassland
4886,Cropland,Forest,Cropland,NULL,Non_Wetland,Cropland,Forest,Cropland
4887,Cropland,Forest,Cropland,NULL,Non_Wetland,Cropland,Forest,Forest
4888,Cropland,Forest,Cropland,NULL,Non_Wetland,Bareland,NULL,NULL
4889,Cropland,Forest,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
4890,Cropland,Forest,Cropland,NULL,Non_Wetland,Bareland,NULL,Cropland
4891,Cropland,Forest,Cropland,NULL,Non_Wetland,Bareland,NULL,Bareland
4892,Cropland,Forest,Cropland,NULL,Non_Wetland,Bareland,NULL,Forest
4893,Cropland,Forest,Cropland,NULL,Non_Wetland,Bareland,Shrubland,NULL
4894,Cropland,Forest,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
4895,Cropland,Forest,Cropland,NULL,Non_Wetland,Bareland,Grassland,NULL
4896,Cropland,Forest,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
4897,Cropland,Forest,Cropland,NULL,Non_Wetland,Bareland,Grassland,Cropland
4898,Cropland,Forest,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
4899,Cropland,Forest,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
4900,Cropland,Forest,Cropland,NULL,Non_Wetland,Bareland,Bareland,Forest
4901,Cropland,Forest,Cropland,NULL,Non_Wetland,Bareland,Forest,Grassland
4902,Cropland,Forest,Cropland,NULL,Non_Wetland,Bareland,Forest,Forest
4903,Cropland,Forest,Cropland,NULL,Non_Wetland,Forest,Grassland,Forest
4904,Cropland,Forest,Built-up,NULL,Non_Wetland,Shrubland,Shrubland,Forest
4905,Cropland,Forest,Built-up,NULL,Non_Wetland,Grassland,Shrubland,NULL
4906,Cropland,Forest,Built-up,NULL,Non_Wetland,Grassland,Shrubland,Grassland
4907,Cropland,Forest,Built-up,NULL,Non_Wetland,Grassland,Grassland,Forest
4908,Cropland,Forest,Built-up,NULL,Non_Wetland,Bareland,Shrubland,Built-up
4909,Cropland,Forest,Built-up,NULL,Non_Wetland,Bareland,Bareland,Built-up
4910,Cropland,Forest,Water,NULL,Water,Bareland,Forest,Bareland
4911,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
4912,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,Shrubland,Forest
4913,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,Grassland,NULL
4914,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
4915,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,Forest,NULL
4916,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,Forest,Forest
4917,Cropland,Forest,Forest,NULL,Non_Wetland,Shrubland,NULL,Forest
4918,Cropland,Forest,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Forest
4919,Cropland,Forest,Forest,NULL,Non_Wetland,Shrubland,Grassland,Forest
4920,Cropland,Forest,Forest,NULL,Non_Wetland,Shrubland,Forest,NULL
4921,Cropland,Forest,Forest,NULL,Non_Wetland,Shrubland,Forest,Forest
4922,Cropland,Forest,Forest,NULL,Non_Wetland,Grassland,NULL,NULL
4923,Cropland,Forest,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
4924,Cropland,Forest,Forest,NULL,Non_Wetland,Grassland,NULL,Cropland
4925,Cropland,Forest,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
4926,Cropland,Forest,Forest,NULL,Non_Wetland,Grassland,Shrubland,Built-up
4927,Cropland,Forest,Forest,NULL,Non_Wetland,Grassland,Shrubland,Forest
4928,Cropland,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
4929,Cropland,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
4930,Cropland,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,NULL
4931,Cropland,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
4932,Cropland,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,Cropland
4933,Cropland,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,Built-up
4934,Cropland,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
4935,Cropland,Forest,Forest,NULL,Non_Wetland,Cropland,NULL,Grassland
4936,Cropland,Forest,Forest,NULL,Non_Wetland,Cropland,NULL,Forest
4937,Cropland,Forest,Forest,NULL,Non_Wetland,Cropland,Grassland,Forest
4938,Cropland,Forest,Forest,NULL,Non_Wetland,Cropland,Forest,Grassland
4939,Cropland,Forest,Forest,NULL,Non_Wetland,Cropland,Forest,Cropland
4940,Cropland,Forest,Forest,NULL,Non_Wetland,Cropland,Forest,Forest
4941,Cropland,Forest,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
4942,Cropland,Forest,Forest,NULL,Non_Wetland,Bareland,NULL,NULL
4943,Cropland,Forest,Forest,NULL,Non_Wetland,Bareland,NULL,Forest
4944,Cropland,Forest,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
4945,Cropland,Forest,Forest,NULL,Non_Wetland,Bareland,Grassland,Built-up
4946,Cropland,Forest,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
4947,Cropland,Forest,Forest,NULL,Non_Wetland,Bareland,Wetland,Grassland
4948,Cropland,Forest,Forest,NULL,Non_Wetland,Bareland,Forest,NULL
4949,Cropland,Forest,Forest,NULL,Non_Wetland,Bareland,Forest,Grassland
4950,Cropland,Forest,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
4951,Cropland,Forest,Forest,NULL,Non_Wetland,Forest,NULL,Forest
4952,Cropland,Forest,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
4953,Cropland,Forest,Forest,NULL,Non_Wetland,Forest,Forest,Forest
4954,Wetland,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,Grassland
4955,Wetland,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Wetland
4956,Wetland,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
4957,Wetland,NULL,Wetland,NULL,Wetland,Wetland,Forest,Wetland
4958,Wetland,NULL,Wetland,NULL,Wetland,Water,Wetland,Wetland
4959,Wetland,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Wetland
4960,Wetland,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Wetland
4961,Wetland,NULL,Wetland,Non_Water,Wetland,Water,Wetland,Wetland
4962,Wetland,NULL,Wetland,Non_Water,Wetland,Water,Water,Wetland
4963,Wetland,NULL,Water,NULL,Water,Wetland,Water,Wetland
4964,Wetland,NULL,Water,Water,Water,NULL,Wetland,Wetland
4965,Wetland,NULL,Water,Water,Water,Water,Wetland,Wetland
4966,Wetland,NULL,Water,Water,Water,Water,Water,Wetland
4967,Wetland,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,Forest
4968,Wetland,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Wetland
4969,Wetland,Cropland,NULL,NULL,Non_Wetland,Shrubland,Grassland,Wetland
4970,Wetland,Cropland,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
4971,Wetland,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
4972,Wetland,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
4973,Wetland,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
4974,Wetland,Cropland,Shrubland,NULL,Non_Wetland,Water,Grassland,Forest
4975,Wetland,Cropland,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
4976,Wetland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
4977,Wetland,Cropland,Wetland,NULL,Wetland,Wetland,Grassland,Wetland
4978,Wetland,Cropland,Wetland,NULL,Wetland,Wetland,Grassland,Forest
4979,Wetland,Cropland,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
4980,Wetland,Cropland,Wetland,NULL,Wetland,Water,Grassland,Wetland
4981,Wetland,Cropland,Wetland,NULL,Wetland,Water,Grassland,Forest
4982,Wetland,Cropland,Water,NULL,Water,Wetland,Wetland,Wetland
4983,Wetland,Cropland,Forest,NULL,Non_Wetland,Wetland,Grassland,Wetland
4984,Wetland,Cropland,Forest,NULL,Non_Wetland,Water,Grassland,Forest
4985,Wetland,Wetland,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
4986,Wetland,Wetland,NULL,NULL,Non_Wetland,Wetland,Water,Wetland
4987,Wetland,Wetland,NULL,NULL,Non_Wetland,Water,Wetland,Wetland
4988,Wetland,Wetland,NULL,NULL,Non_Wetland,Water,Water,Wetland
4989,Wetland,Wetland,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
4990,Wetland,Wetland,NULL,Non_Water,Non_Wetland,Wetland,Water,Wetland
4991,Wetland,Wetland,NULL,Non_Water,Non_Wetland,Water,Water,Wetland
4992,Wetland,Wetland,NULL,Water,Non_Wetland,Wetland,Water,Wetland
4993,Wetland,Wetland,NULL,Water,Non_Wetland,Water,Water,Wetland
4994,Wetland,Wetland,Wetland,NULL,Wetland,NULL,Wetland,Forest
4995,Wetland,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
4996,Wetland,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Forest
4997,Wetland,Wetland,Wetland,NULL,Wetland,Wetland,Water,Wetland
4998,Wetland,Wetland,Wetland,NULL,Wetland,Wetland,Water,Forest
4999,Wetland,Wetland,Wetland,NULL,Wetland,Water,Wetland,Wetland
5000,Wetland,Wetland,Wetland,NULL,Wetland,Water,Water,Wetland
5001,Wetland,Wetland,Wetland,NULL,Wetland,Water,Water,Water
5002,Wetland,Wetland,Wetland,NULL,Wetland,Water,Water,Forest
5003,Wetland,Wetland,Wetland,Non_Water,Wetland,NULL,Wetland,Wetland
5004,Wetland,Wetland,Wetland,Non_Water,Wetland,NULL,Wetland,Forest
5005,Wetland,Wetland,Wetland,Non_Water,Wetland,NULL,Water,Wetland
5006,Wetland,Wetland,Wetland,Non_Water,Wetland,Wetland,Wetland,Wetland
5007,Wetland,Wetland,Wetland,Non_Water,Wetland,Wetland,Water,Wetland
5008,Wetland,Wetland,Wetland,Non_Water,Wetland,Wetland,Water,Forest
5009,Wetland,Wetland,Wetland,Non_Water,Wetland,Water,Wetland,Wetland
5010,Wetland,Wetland,Wetland,Non_Water,Wetland,Water,Wetland,Forest
5011,Wetland,Wetland,Wetland,Non_Water,Wetland,Water,Water,Wetland
5012,Wetland,Wetland,Wetland,Non_Water,Wetland,Water,Water,Water
5013,Wetland,Wetland,Wetland,Water,Wetland,Wetland,Water,Wetland
5014,Wetland,Wetland,Wetland,Water,Wetland,Water,Water,Wetland
5015,Wetland,Wetland,Wetland,Water,Wetland,Water,Water,Water
5016,Wetland,Wetland,Water,NULL,Water,Wetland,Wetland,Wetland
5017,Wetland,Wetland,Water,NULL,Water,Wetland,Water,Forest
5018,Wetland,Wetland,Water,NULL,Water,Water,Wetland,Wetland
5019,Wetland,Wetland,Water,NULL,Water,Water,Water,Wetland
5020,Wetland,Wetland,Water,Non_Water,Water,Wetland,Wetland,Wetland
5021,Wetland,Wetland,Water,Non_Water,Water,Wetland,Water,Wetland
5022,Wetland,Wetland,Water,Non_Water,Water,Water,Water,Wetland
5023,Wetland,Wetland,Water,Non_Water,Water,Water,Water,Water
5024,Wetland,Wetland,Water,Water,Water,Wetland,Water,Wetland
5025,Wetland,Wetland,Water,Water,Water,Water,Wetland,Wetland
5026,Wetland,Wetland,Water,Water,Water,Water,Water,Wetland
5027,Wetland,Wetland,Water,Water,Water,Water,Water,Water
5028,Wetland,Wetland,Forest,NULL,Non_Wetland,Water,Water,Wetland
5029,Wetland,Wetland,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
5030,Wetland,Wetland,Forest,Non_Water,Non_Wetland,Water,Wetland,Wetland
5031,Wetland,Wetland,Forest,Non_Water,Non_Wetland,Water,Water,Wetland
5032,Wetland,Water,NULL,NULL,Non_Wetland,Bareland,Grassland,Wetland
5033,Wetland,Water,NULL,NULL,Non_Wetland,Water,Wetland,Wetland
5034,Wetland,Water,NULL,NULL,Non_Wetland,Water,Water,Grassland
5035,Wetland,Water,NULL,NULL,Non_Wetland,Water,Water,Wetland
5036,Wetland,Water,NULL,NULL,Non_Wetland,Water,Water,Water
5037,Wetland,Water,NULL,Non_Water,Non_Wetland,Water,Water,Wetland
5038,Wetland,Water,NULL,Non_Water,Non_Wetland,Water,Water,Forest
5039,Wetland,Water,NULL,Water,Non_Wetland,Water,Water,Wetland
5040,Wetland,Water,Shrubland,NULL,Non_Wetland,Water,Wetland,Wetland
5041,Wetland,Water,Cropland,NULL,Non_Wetland,Wetland,Grassland,Forest
5042,Wetland,Water,Cropland,NULL,Non_Wetland,Wetland,Wetland,Wetland
5043,Wetland,Water,Cropland,NULL,Non_Wetland,Wetland,Water,Forest
5044,Wetland,Water,Cropland,Non_Water,Non_Wetland,Bareland,Water,Grassland
5045,Wetland,Water,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
5046,Wetland,Water,Wetland,NULL,Wetland,Wetland,Water,Wetland
5047,Wetland,Water,Wetland,NULL,Wetland,Water,Grassland,Wetland
5048,Wetland,Water,Wetland,NULL,Wetland,Water,Wetland,Wetland
5049,Wetland,Water,Wetland,NULL,Wetland,Water,Water,Wetland
5050,Wetland,Water,Wetland,NULL,Wetland,Water,Water,Water
5051,Wetland,Water,Wetland,Non_Water,Wetland,Water,Bareland,Wetland
5052,Wetland,Water,Wetland,Non_Water,Wetland,Water,Water,Wetland
5053,Wetland,Water,Wetland,Water,Wetland,Water,Water,Wetland
5054,Wetland,Water,Wetland,Water,Wetland,Water,Water,Water
5055,Wetland,Water,Water,NULL,Water,Grassland,Grassland,Forest
5056,Wetland,Water,Water,NULL,Water,Water,Wetland,Water
5057,Wetland,Water,Water,NULL,Water,Water,Water,Wetland
5058,Wetland,Water,Water,NULL,Water,Water,Water,Water
5059,Wetland,Water,Water,NULL,Water,Water,Water,Forest
5060,Wetland,Water,Water,Non_Water,Water,Water,Water,Wetland
5061,Wetland,Water,Water,Water,Water,Water,Grassland,Forest
5062,Wetland,Water,Water,Water,Water,Water,Wetland,Wetland
5063,Wetland,Water,Water,Water,Water,Water,Water,Wetland
5064,Wetland,Water,Water,Water,Water,Water,Water,Water
5065,Wetland,Water,Forest,NULL,Non_Wetland,Grassland,Grassland,Water
5066,Wetland,Water,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
5067,Wetland,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,Wetland
5068,Wetland,Water,Forest,NULL,Non_Wetland,Water,Grassland,Wetland
5069,Wetland,Water,Forest,NULL,Non_Wetland,Water,Grassland,Forest
5070,Wetland,Water,Forest,NULL,Non_Wetland,Water,Wetland,Wetland
5071,Wetland,Water,Forest,NULL,Non_Wetland,Water,Wetland,Forest
5072,Wetland,Water,Forest,NULL,Non_Wetland,Water,Water,Wetland
5073,Wetland,Water,Forest,NULL,Non_Wetland,Water,Water,Water
5074,Wetland,Water,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
5075,Wetland,Water,Forest,Non_Water,Non_Wetland,Water,Water,Water
5076,Wetland,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
5077,Wetland,Forest,Water,Non_Water,Water,Water,Water,Wetland
5078,Wetland,Forest,Water,Water,Water,Water,Water,Water
5079,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
5080,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
5081,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Forest
5082,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,Shrubland,Cropland
5083,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,Grassland,Grassland
5084,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,Grassland,Cropland
5085,Bareland,NULL,NULL,NULL,Non_Wetland,Shrubland,NULL,NULL
5086,Bareland,NULL,NULL,NULL,Non_Wetland,Shrubland,NULL,Forest
5087,Bareland,NULL,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Forest
5088,Bareland,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,NULL
5089,Bareland,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,Forest
5090,Bareland,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
5091,Bareland,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Cropland
5092,Bareland,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,Grassland
5093,Bareland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,NULL
5094,Bareland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
5095,Bareland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Cropland
5096,Bareland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
5097,Bareland,NULL,NULL,NULL,Non_Wetland,Cropland,NULL,Grassland
5098,Bareland,NULL,NULL,NULL,Non_Wetland,Cropland,NULL,Cropland
5099,Bareland,NULL,NULL,NULL,Non_Wetland,Cropland,Shrubland,Grassland
5100,Bareland,NULL,NULL,NULL,Non_Wetland,Cropland,Grassland,Grassland
5101,Bareland,NULL,NULL,NULL,Non_Wetland,Cropland,Grassland,Cropland
5102,Bareland,NULL,NULL,NULL,Non_Wetland,Cropland,Grassland,Forest
5103,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,Grassland
5104,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,Forest
5105,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
5106,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
5107,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland,Water,Bareland
5108,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland,Water,Forest
5109,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland,Forest,Forest
5110,Bareland,NULL,NULL,NULL,Non_Wetland,Forest,NULL,Forest
5111,Bareland,NULL,NULL,NULL,Non_Wetland,Forest,Shrubland,Forest
5112,Bareland,NULL,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
5113,Bareland,NULL,NULL,NULL,Non_Wetland,Forest,Forest,Forest
5114,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
5115,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
5116,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
5117,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Forest
5118,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
5119,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Cropland
5120,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
5121,Bareland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,NULL
5122,Bareland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Forest
5123,Bareland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
5124,Bareland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,NULL
5125,Bareland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Forest
5126,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
5127,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Cropland
5128,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
5129,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
5130,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Bareland
5131,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Forest
5132,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
5133,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
5134,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Cropland
5135,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Bareland
5136,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
5137,Bareland,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Grassland
5138,Bareland,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Cropland
5139,Bareland,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Forest
5140,Bareland,NULL,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,Grassland
5141,Bareland,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Grassland
5142,Bareland,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Cropland
5143,Bareland,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Forest
5144,Bareland,NULL,Shrubland,NULL,Non_Wetland,Cropland,Bareland,Grassland
5145,Bareland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
5146,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
5147,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Cropland
5148,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
