Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_17MRQ_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_17MRQ_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_17MRQ_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_17MRQ_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_17MRQ_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_17MRQ_M_R
439,Cropland,Wetland,Forest,NULL,Non_Wetland,Forest
440,Cropland,Wetland,Forest,Non_Water,Non_Wetland,Forest
441,Cropland,Bareland,Shrubland,NULL,Non_Wetland,Grassland
442,Cropland,Bareland,Grassland,Water,Non_Wetland,Water
443,Cropland,Bareland,Cropland,NULL,Non_Wetland,Water
444,Cropland,Bareland,Cropland,NULL,Non_Wetland,Forest
445,Cropland,Bareland,Cropland,Water,Non_Wetland,Water
446,Cropland,Bareland,Wetland,NULL,Wetland,Water
447,Cropland,Bareland,Wetland,Water,Wetland,Water
448,Cropland,Bareland,Bareland,Water,Non_Wetland,Grassland
449,Cropland,Bareland,Bareland,Water,Non_Wetland,Water
450,Cropland,Bareland,Water,Water,Water,Bareland
451,Cropland,Bareland,Water,Water,Water,Water
452,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Grassland
453,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Built-up
454,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Forest
455,Cropland,Built-up,Shrubland,Non_Water,Non_Wetland,Grassland
456,Cropland,Built-up,Shrubland,Water,Non_Wetland,Bareland
457,Cropland,Built-up,Grassland,NULL,Non_Wetland,Grassland
458,Cropland,Built-up,Grassland,NULL,Non_Wetland,Built-up
459,Cropland,Built-up,Grassland,NULL,Non_Wetland,Forest
460,Cropland,Built-up,Cropland,NULL,Non_Wetland,Grassland
461,Cropland,Built-up,Cropland,Non_Water,Non_Wetland,Grassland
462,Cropland,Built-up,Cropland,Non_Water,Non_Wetland,Forest
463,Cropland,Built-up,Wetland,NULL,Wetland,Forest
464,Cropland,Built-up,Wetland,Water,Wetland,Water
465,Cropland,Built-up,Built-up,NULL,Non_Wetland,Grassland
466,Cropland,Built-up,Built-up,NULL,Non_Wetland,Built-up
467,Cropland,Built-up,Forest,NULL,Non_Wetland,Grassland
468,Cropland,Built-up,Forest,NULL,Non_Wetland,Built-up
469,Cropland,Built-up,Forest,NULL,Non_Wetland,Forest
470,Cropland,Water,Shrubland,NULL,Non_Wetland,Grassland
471,Cropland,Water,Shrubland,NULL,Non_Wetland,Built-up
472,Cropland,Water,Shrubland,NULL,Non_Wetland,Water
473,Cropland,Water,Shrubland,NULL,Non_Wetland,Forest
474,Cropland,Water,Shrubland,Non_Water,Non_Wetland,Grassland
475,Cropland,Water,Shrubland,Non_Water,Non_Wetland,Water
476,Cropland,Water,Shrubland,Non_Water,Non_Wetland,Forest
477,Cropland,Water,Shrubland,Water,Non_Wetland,Grassland
478,Cropland,Water,Shrubland,Water,Non_Wetland,Bareland
479,Cropland,Water,Shrubland,Water,Non_Wetland,Water
480,Cropland,Water,Shrubland,Water,Non_Wetland,Forest
481,Cropland,Water,Grassland,NULL,Non_Wetland,Grassland
482,Cropland,Water,Grassland,NULL,Non_Wetland,Built-up
483,Cropland,Water,Grassland,NULL,Non_Wetland,Forest
484,Cropland,Water,Grassland,Non_Water,Non_Wetland,Water
485,Cropland,Water,Grassland,Water,Non_Wetland,Water
486,Cropland,Water,Cropland,NULL,Non_Wetland,Grassland
487,Cropland,Water,Cropland,NULL,Non_Wetland,Forest
488,Cropland,Water,Cropland,Non_Water,Non_Wetland,Water
489,Cropland,Water,Cropland,Non_Water,Non_Wetland,Forest
490,Cropland,Water,Cropland,Water,Non_Wetland,Water
491,Cropland,Water,Wetland,NULL,Wetland,Grassland
492,Cropland,Water,Wetland,NULL,Wetland,Forest
493,Cropland,Water,Wetland,Non_Water,Wetland,Water
494,Cropland,Water,Wetland,Water,Wetland,Grassland
495,Cropland,Water,Wetland,Water,Wetland,Water
496,Cropland,Water,Bareland,NULL,Non_Wetland,Grassland
497,Cropland,Water,Bareland,NULL,Non_Wetland,Forest
498,Cropland,Water,Water,NULL,Water,Water
499,Cropland,Water,Water,NULL,Water,Forest
500,Cropland,Water,Water,Non_Water,Water,Grassland
501,Cropland,Water,Water,Non_Water,Water,Water
502,Cropland,Water,Water,Water,Water,Water
503,Cropland,Water,Forest,NULL,Non_Wetland,Grassland
504,Cropland,Water,Forest,NULL,Non_Wetland,Water
505,Cropland,Water,Forest,NULL,Non_Wetland,Forest
506,Cropland,Water,Forest,Non_Water,Non_Wetland,Water
507,Cropland,Water,Forest,Non_Water,Non_Wetland,Forest
508,Cropland,Water,Forest,Water,Non_Wetland,Water
509,Cropland,Water,Forest,Water,Non_Wetland,Forest
510,Cropland,Forest,Shrubland,NULL,Non_Wetland,Grassland
511,Cropland,Forest,Shrubland,NULL,Non_Wetland,Bareland
512,Cropland,Forest,Shrubland,NULL,Non_Wetland,Built-up
513,Cropland,Forest,Shrubland,NULL,Non_Wetland,Forest
514,Cropland,Forest,Shrubland,Non_Water,Non_Wetland,Grassland
515,Cropland,Forest,Shrubland,Non_Water,Non_Wetland,Water
516,Cropland,Forest,Shrubland,Non_Water,Non_Wetland,Forest
517,Cropland,Forest,Grassland,NULL,Non_Wetland,Grassland
518,Cropland,Forest,Grassland,Non_Water,Non_Wetland,Water
519,Cropland,Forest,Cropland,NULL,Non_Wetland,Grassland
520,Cropland,Forest,Cropland,Non_Water,Non_Wetland,Grassland
521,Cropland,Forest,Cropland,Non_Water,Non_Wetland,Bareland
522,Cropland,Forest,Cropland,Non_Water,Non_Wetland,Water
523,Cropland,Forest,Cropland,Water,Non_Wetland,Grassland
524,Cropland,Forest,Wetland,Non_Water,Wetland,Bareland
525,Cropland,Forest,Wetland,Non_Water,Wetland,Water
526,Cropland,Forest,Wetland,Non_Water,Wetland,Forest
527,Cropland,Forest,Wetland,Water,Wetland,Water
528,Cropland,Forest,Bareland,Non_Water,Non_Wetland,Grassland
529,Cropland,Forest,Bareland,Non_Water,Non_Wetland,Forest
530,Cropland,Forest,Water,NULL,Water,Water
531,Cropland,Forest,Water,Water,Water,Water
532,Cropland,Forest,Forest,NULL,Non_Wetland,NULL
533,Cropland,Forest,Forest,NULL,Non_Wetland,Grassland
534,Cropland,Forest,Forest,NULL,Non_Wetland,Water
535,Cropland,Forest,Forest,NULL,Non_Wetland,Forest
536,Cropland,Forest,Forest,Non_Water,Non_Wetland,Grassland
537,Cropland,Forest,Forest,Non_Water,Non_Wetland,Forest
538,Cropland,Forest,Forest,Water,Non_Wetland,Grassland
539,Cropland,Forest,Forest,Water,Non_Wetland,Water
540,Cropland,Forest,Forest,Water,Non_Wetland,Forest
541,Wetland,NULL,Shrubland,NULL,Non_Wetland,Grassland
542,Wetland,NULL,Shrubland,NULL,Non_Wetland,Forest
543,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland
544,Wetland,NULL,Shrubland,Water,Non_Wetland,Grassland
545,Wetland,NULL,Shrubland,Water,Non_Wetland,Water
546,Wetland,NULL,Grassland,Non_Water,Non_Wetland,Water
547,Wetland,NULL,Grassland,Water,Non_Wetland,Grassland
548,Wetland,NULL,Cropland,NULL,Non_Wetland,Forest
549,Wetland,NULL,Cropland,Non_Water,Non_Wetland,Grassland
550,Wetland,NULL,Cropland,Non_Water,Non_Wetland,Bareland
551,Wetland,NULL,Cropland,Non_Water,Non_Wetland,Water
552,Wetland,NULL,Cropland,Non_Water,Non_Wetland,Forest
553,Wetland,NULL,Cropland,Water,Non_Wetland,Bareland
554,Wetland,NULL,Cropland,Water,Non_Wetland,Water
555,Wetland,NULL,Wetland,NULL,Wetland,Forest
556,Wetland,NULL,Wetland,Non_Water,Wetland,Bareland
557,Wetland,NULL,Wetland,Non_Water,Wetland,Water
558,Wetland,NULL,Wetland,Water,Wetland,Bareland
559,Wetland,NULL,Wetland,Water,Wetland,Water
560,Wetland,NULL,Bareland,Non_Water,Non_Wetland,Grassland
561,Wetland,NULL,Bareland,Non_Water,Non_Wetland,Water
562,Wetland,NULL,Bareland,Water,Non_Wetland,Bareland
563,Wetland,NULL,Bareland,Water,Non_Wetland,Water
564,Wetland,NULL,Water,Water,Water,Bareland
565,Wetland,NULL,Water,Water,Water,Water
566,Wetland,NULL,Water,Water,Water,Forest
567,Wetland,NULL,Forest,NULL,Non_Wetland,Grassland
568,Wetland,NULL,Forest,NULL,Non_Wetland,Water
569,Wetland,NULL,Forest,NULL,Non_Wetland,Forest
570,Wetland,NULL,Forest,Non_Water,Non_Wetland,Grassland
571,Wetland,NULL,Forest,Non_Water,Non_Wetland,Forest
572,Wetland,NULL,Forest,Water,Non_Wetland,Bareland
573,Wetland,NULL,Forest,Water,Non_Wetland,Water
574,Wetland,Wetland,Forest,NULL,Non_Wetland,Forest
575,Wetland,Bareland,Wetland,NULL,Wetland,Forest
576,Wetland,Bareland,Wetland,Water,Wetland,Water
577,Wetland,Bareland,Bareland,Non_Water,Non_Wetland,Bareland
578,Wetland,Bareland,Water,Water,Water,Water
579,Wetland,Built-up,Cropland,NULL,Non_Wetland,Forest
580,Wetland,Water,Shrubland,NULL,Non_Wetland,Grassland
581,Wetland,Water,Shrubland,NULL,Non_Wetland,Water
582,Wetland,Water,Shrubland,NULL,Non_Wetland,Forest
583,Wetland,Water,Shrubland,Non_Water,Non_Wetland,Grassland
584,Wetland,Water,Shrubland,Non_Water,Non_Wetland,Water
585,Wetland,Water,Shrubland,Water,Non_Wetland,Water
586,Wetland,Water,Shrubland,Water,Non_Wetland,Forest
587,Wetland,Water,Cropland,NULL,Non_Wetland,Water
588,Wetland,Water,Cropland,NULL,Non_Wetland,Forest
589,Wetland,Water,Cropland,Non_Water,Non_Wetland,Grassland
590,Wetland,Water,Cropland,Non_Water,Non_Wetland,Forest
591,Wetland,Water,Wetland,NULL,Wetland,Water
592,Wetland,Water,Wetland,NULL,Wetland,Forest
593,Wetland,Water,Wetland,Non_Water,Wetland,Bareland
594,Wetland,Water,Wetland,Non_Water,Wetland,Water
595,Wetland,Water,Wetland,Non_Water,Wetland,Forest
596,Wetland,Water,Wetland,Water,Wetland,Bareland
597,Wetland,Water,Wetland,Water,Wetland,Water
598,Wetland,Water,Bareland,Non_Water,Non_Wetland,Bareland
599,Wetland,Water,Bareland,Water,Non_Wetland,Water
600,Wetland,Water,Water,NULL,Water,Water
601,Wetland,Water,Water,NULL,Water,Forest
602,Wetland,Water,Water,Non_Water,Water,Water
603,Wetland,Water,Water,Non_Water,Water,Forest
604,Wetland,Water,Water,Water,Water,Grassland
605,Wetland,Water,Water,Water,Water,Water
606,Wetland,Water,Forest,NULL,Non_Wetland,Grassland
607,Wetland,Water,Forest,NULL,Non_Wetland,Water
608,Wetland,Water,Forest,NULL,Non_Wetland,Forest
609,Wetland,Water,Forest,Non_Water,Non_Wetland,Water
610,Wetland,Water,Forest,Non_Water,Non_Wetland,Forest
611,Wetland,Water,Forest,Water,Non_Wetland,Grassland
612,Wetland,Water,Forest,Water,Non_Wetland,Water
613,Wetland,Water,Forest,Water,Non_Wetland,Forest
614,Wetland,Forest,Shrubland,NULL,Non_Wetland,Grassland
615,Wetland,Forest,Shrubland,NULL,Non_Wetland,Forest
616,Wetland,Forest,Cropland,Water,Non_Wetland,Water
617,Wetland,Forest,Cropland,Water,Non_Wetland,Forest
618,Wetland,Forest,Wetland,NULL,Wetland,Forest
619,Wetland,Forest,Wetland,Non_Water,Wetland,Water
620,Wetland,Forest,Wetland,Non_Water,Wetland,Forest
621,Wetland,Forest,Wetland,Water,Wetland,Water
622,Wetland,Forest,Wetland,Water,Wetland,Forest
623,Wetland,Forest,Water,Water,Water,Water
624,Wetland,Forest,Forest,NULL,Non_Wetland,Grassland
625,Wetland,Forest,Forest,NULL,Non_Wetland,Forest
626,Wetland,Forest,Forest,Non_Water,Non_Wetland,Grassland
627,Wetland,Forest,Forest,Non_Water,Non_Wetland,Water
628,Wetland,Forest,Forest,Non_Water,Non_Wetland,Forest
629,Bareland,NULL,NULL,NULL,Non_Wetland,Grassland
630,Bareland,NULL,NULL,NULL,Non_Wetland,Forest
631,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland
632,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland
633,Bareland,NULL,Shrubland,NULL,Non_Wetland,Water
634,Bareland,NULL,Shrubland,NULL,Non_Wetland,Forest
635,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland
636,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Forest
637,Bareland,NULL,Shrubland,Water,Non_Wetland,Grassland
638,Bareland,NULL,Shrubland,Water,Non_Wetland,Bareland
639,Bareland,NULL,Grassland,NULL,Non_Wetland,Grassland
640,Bareland,NULL,Grassland,NULL,Non_Wetland,Bareland
641,Bareland,NULL,Grassland,Non_Water,Non_Wetland,Grassland
642,Bareland,NULL,Grassland,Non_Water,Non_Wetland,Water
643,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland
644,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland
645,Bareland,NULL,Cropland,NULL,Non_Wetland,Water
646,Bareland,NULL,Cropland,NULL,Non_Wetland,Forest
647,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Grassland
648,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Bareland
649,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Water
650,Bareland,NULL,Cropland,Water,Non_Wetland,Grassland
651,Bareland,NULL,Cropland,Water,Non_Wetland,Bareland
652,Bareland,NULL,Cropland,Water,Non_Wetland,Water
653,Bareland,NULL,Wetland,NULL,Wetland,Bareland
654,Bareland,NULL,Wetland,NULL,Wetland,Water
655,Bareland,NULL,Wetland,Non_Water,Wetland,Bareland
656,Bareland,NULL,Wetland,Non_Water,Wetland,Water
657,Bareland,NULL,Wetland,Non_Water,Wetland,Forest
658,Bareland,NULL,Wetland,Water,Wetland,Bareland
659,Bareland,NULL,Wetland,Water,Wetland,Water
660,Bareland,NULL,Wetland,Water,Wetland,Forest
661,Bareland,NULL,Bareland,NULL,Non_Wetland,Grassland
662,Bareland,NULL,Bareland,NULL,Non_Wetland,Bareland
663,Bareland,NULL,Bareland,Non_Water,Non_Wetland,Grassland
664,Bareland,NULL,Bareland,Non_Water,Non_Wetland,Bareland
665,Bareland,NULL,Bareland,Non_Water,Non_Wetland,Water
666,Bareland,NULL,Bareland,Water,Non_Wetland,Bareland
667,Bareland,NULL,Bareland,Water,Non_Wetland,Water
668,Bareland,NULL,Water,Non_Water,Water,Water
669,Bareland,NULL,Water,Water,Water,Bareland
670,Bareland,NULL,Water,Water,Water,Water
671,Bareland,NULL,Forest,NULL,Non_Wetland,Grassland
672,Bareland,NULL,Forest,NULL,Non_Wetland,Bareland
673,Bareland,NULL,Forest,NULL,Non_Wetland,Forest
674,Bareland,NULL,Forest,Non_Water,Non_Wetland,Grassland
675,Bareland,NULL,Forest,Non_Water,Non_Wetland,Bareland
676,Bareland,NULL,Forest,Non_Water,Non_Wetland,Forest
677,Bareland,NULL,Forest,Water,Non_Wetland,Bareland
678,Bareland,Wetland,Wetland,Non_Water,Wetland,Water
679,Bareland,Wetland,Forest,Non_Water,Non_Wetland,Forest
680,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Grassland
681,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Bareland
682,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Water
683,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Forest
684,Bareland,Bareland,Shrubland,Non_Water,Non_Wetland,Grassland
685,Bareland,Bareland,Shrubland,Non_Water,Non_Wetland,Bareland
686,Bareland,Bareland,Shrubland,Non_Water,Non_Wetland,Water
687,Bareland,Bareland,Shrubland,Non_Water,Non_Wetland,Forest
688,Bareland,Bareland,Shrubland,Water,Non_Wetland,Grassland
689,Bareland,Bareland,Shrubland,Water,Non_Wetland,Water
690,Bareland,Bareland,Grassland,NULL,Non_Wetland,Grassland
691,Bareland,Bareland,Grassland,NULL,Non_Wetland,Bareland
692,Bareland,Bareland,Grassland,NULL,Non_Wetland,Water
693,Bareland,Bareland,Grassland,NULL,Non_Wetland,Forest
694,Bareland,Bareland,Grassland,Non_Water,Non_Wetland,Grassland
695,Bareland,Bareland,Grassland,Non_Water,Non_Wetland,Bareland
696,Bareland,Bareland,Grassland,Non_Water,Non_Wetland,Water
697,Bareland,Bareland,Grassland,Water,Non_Wetland,Grassland
698,Bareland,Bareland,Grassland,Water,Non_Wetland,Bareland
699,Bareland,Bareland,Grassland,Water,Non_Wetland,Water
700,Bareland,Bareland,Grassland,Water,Non_Wetland,Forest
701,Bareland,Bareland,Cropland,NULL,Non_Wetland,Grassland
702,Bareland,Bareland,Cropland,NULL,Non_Wetland,Bareland
703,Bareland,Bareland,Cropland,NULL,Non_Wetland,Water
704,Bareland,Bareland,Cropland,NULL,Non_Wetland,Forest
705,Bareland,Bareland,Cropland,Non_Water,Non_Wetland,Grassland
706,Bareland,Bareland,Cropland,Non_Water,Non_Wetland,Bareland
707,Bareland,Bareland,Cropland,Non_Water,Non_Wetland,Water
708,Bareland,Bareland,Cropland,Non_Water,Non_Wetland,Forest
709,Bareland,Bareland,Cropland,Water,Non_Wetland,Grassland
710,Bareland,Bareland,Cropland,Water,Non_Wetland,Bareland
711,Bareland,Bareland,Cropland,Water,Non_Wetland,Water
712,Bareland,Bareland,Cropland,Water,Non_Wetland,Forest
713,Bareland,Bareland,Wetland,NULL,Wetland,Grassland
714,Bareland,Bareland,Wetland,NULL,Wetland,Bareland
715,Bareland,Bareland,Wetland,NULL,Wetland,Water
716,Bareland,Bareland,Wetland,NULL,Wetland,Forest
717,Bareland,Bareland,Wetland,Non_Water,Wetland,Grassland
718,Bareland,Bareland,Wetland,Non_Water,Wetland,Bareland
719,Bareland,Bareland,Wetland,Non_Water,Wetland,Water
720,Bareland,Bareland,Wetland,Non_Water,Wetland,Forest
721,Bareland,Bareland,Wetland,Water,Wetland,Grassland
722,Bareland,Bareland,Wetland,Water,Wetland,Bareland
723,Bareland,Bareland,Wetland,Water,Wetland,Water
724,Bareland,Bareland,Wetland,Water,Wetland,Forest
725,Bareland,Bareland,Bareland,NULL,Non_Wetland,Grassland
726,Bareland,Bareland,Bareland,NULL,Non_Wetland,Bareland
727,Bareland,Bareland,Bareland,NULL,Non_Wetland,Water
728,Bareland,Bareland,Bareland,NULL,Non_Wetland,Forest
729,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,Grassland
730,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,Bareland
731,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,Water
732,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,Forest
733,Bareland,Bareland,Bareland,Water,Non_Wetland,Grassland
734,Bareland,Bareland,Bareland,Water,Non_Wetland,Bareland
735,Bareland,Bareland,Bareland,Water,Non_Wetland,Water
736,Bareland,Bareland,Bareland,Water,Non_Wetland,Forest
737,Bareland,Bareland,Built-up,Water,Non_Wetland,Water
738,Bareland,Bareland,Water,NULL,Water,Bareland
739,Bareland,Bareland,Water,NULL,Water,Water
740,Bareland,Bareland,Water,NULL,Water,Forest
741,Bareland,Bareland,Water,Non_Water,Water,Grassland
742,Bareland,Bareland,Water,Non_Water,Water,Cropland
743,Bareland,Bareland,Water,Non_Water,Water,Bareland
744,Bareland,Bareland,Water,Non_Water,Water,Water
745,Bareland,Bareland,Water,Non_Water,Water,Forest
746,Bareland,Bareland,Water,Water,Water,Grassland
747,Bareland,Bareland,Water,Water,Water,Bareland
748,Bareland,Bareland,Water,Water,Water,Water
749,Bareland,Bareland,Water,Water,Water,Forest
750,Bareland,Bareland,Forest,NULL,Non_Wetland,Bareland
751,Bareland,Bareland,Forest,NULL,Non_Wetland,Water
752,Bareland,Bareland,Forest,NULL,Non_Wetland,Forest
753,Bareland,Bareland,Forest,Non_Water,Non_Wetland,Grassland
754,Bareland,Bareland,Forest,Non_Water,Non_Wetland,Cropland
755,Bareland,Bareland,Forest,Non_Water,Non_Wetland,Bareland
756,Bareland,Bareland,Forest,Non_Water,Non_Wetland,Water
757,Bareland,Bareland,Forest,Non_Water,Non_Wetland,Forest
758,Bareland,Bareland,Forest,Water,Non_Wetland,Grassland
759,Bareland,Bareland,Forest,Water,Non_Wetland,Bareland
760,Bareland,Bareland,Forest,Water,Non_Wetland,Water
761,Bareland,Bareland,Forest,Water,Non_Wetland,Forest
762,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Bareland
763,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Forest
764,Bareland,Built-up,Grassland,NULL,Non_Wetland,Grassland
765,Bareland,Built-up,Grassland,NULL,Non_Wetland,Bareland
766,Bareland,Built-up,Grassland,NULL,Non_Wetland,Forest
767,Bareland,Built-up,Cropland,NULL,Non_Wetland,Grassland
768,Bareland,Built-up,Cropland,NULL,Non_Wetland,Forest
769,Bareland,Built-up,Bareland,NULL,Non_Wetland,Grassland
770,Bareland,Built-up,Bareland,NULL,Non_Wetland,Bareland
771,Bareland,Built-up,Water,NULL,Water,Water
772,Bareland,Built-up,Water,NULL,Water,Forest
773,Bareland,Built-up,Forest,NULL,Non_Wetland,Grassland
774,Bareland,Built-up,Forest,NULL,Non_Wetland,Bareland
775,Bareland,Built-up,Forest,NULL,Non_Wetland,Forest
776,Bareland,Water,NULL,Water,Non_Wetland,Water
777,Bareland,Water,Shrubland,NULL,Non_Wetland,Grassland
778,Bareland,Water,Shrubland,NULL,Non_Wetland,Bareland
779,Bareland,Water,Shrubland,NULL,Non_Wetland,Water
780,Bareland,Water,Shrubland,NULL,Non_Wetland,Forest
781,Bareland,Water,Shrubland,Non_Water,Non_Wetland,Grassland
782,Bareland,Water,Shrubland,Non_Water,Non_Wetland,Bareland
783,Bareland,Water,Shrubland,Non_Water,Non_Wetland,Water
784,Bareland,Water,Shrubland,Non_Water,Non_Wetland,Forest
785,Bareland,Water,Shrubland,Water,Non_Wetland,Grassland
786,Bareland,Water,Shrubland,Water,Non_Wetland,Bareland
787,Bareland,Water,Shrubland,Water,Non_Wetland,Water
788,Bareland,Water,Shrubland,Water,Non_Wetland,Forest
789,Bareland,Water,Grassland,NULL,Non_Wetland,Grassland
790,Bareland,Water,Grassland,NULL,Non_Wetland,Bareland
791,Bareland,Water,Grassland,NULL,Non_Wetland,Forest
792,Bareland,Water,Grassland,Non_Water,Non_Wetland,Grassland
793,Bareland,Water,Grassland,Non_Water,Non_Wetland,Bareland
794,Bareland,Water,Grassland,Non_Water,Non_Wetland,Water
795,Bareland,Water,Grassland,Water,Non_Wetland,Grassland
796,Bareland,Water,Grassland,Water,Non_Wetland,Bareland
797,Bareland,Water,Grassland,Water,Non_Wetland,Water
798,Bareland,Water,Grassland,Water,Non_Wetland,Forest
799,Bareland,Water,Cropland,NULL,Non_Wetland,Grassland
800,Bareland,Water,Cropland,NULL,Non_Wetland,Cropland
801,Bareland,Water,Cropland,NULL,Non_Wetland,Bareland
802,Bareland,Water,Cropland,NULL,Non_Wetland,Water
803,Bareland,Water,Cropland,NULL,Non_Wetland,Forest
804,Bareland,Water,Cropland,Non_Water,Non_Wetland,Grassland
805,Bareland,Water,Cropland,Non_Water,Non_Wetland,Bareland
806,Bareland,Water,Cropland,Non_Water,Non_Wetland,Water
807,Bareland,Water,Cropland,Non_Water,Non_Wetland,Forest
808,Bareland,Water,Cropland,Water,Non_Wetland,Grassland
809,Bareland,Water,Cropland,Water,Non_Wetland,Bareland
810,Bareland,Water,Cropland,Water,Non_Wetland,Water
811,Bareland,Water,Cropland,Water,Non_Wetland,Forest
812,Bareland,Water,Wetland,NULL,Wetland,Bareland
813,Bareland,Water,Wetland,NULL,Wetland,Water
814,Bareland,Water,Wetland,NULL,Wetland,Forest
815,Bareland,Water,Wetland,Non_Water,Wetland,Grassland
816,Bareland,Water,Wetland,Non_Water,Wetland,Bareland
817,Bareland,Water,Wetland,Non_Water,Wetland,Water
818,Bareland,Water,Wetland,Non_Water,Wetland,Forest
819,Bareland,Water,Wetland,Water,Wetland,Grassland
820,Bareland,Water,Wetland,Water,Wetland,Bareland
821,Bareland,Water,Wetland,Water,Wetland,Water
822,Bareland,Water,Wetland,Water,Wetland,Forest
823,Bareland,Water,Bareland,NULL,Non_Wetland,Grassland
824,Bareland,Water,Bareland,NULL,Non_Wetland,Bareland
825,Bareland,Water,Bareland,NULL,Non_Wetland,Water
826,Bareland,Water,Bareland,NULL,Non_Wetland,Forest
827,Bareland,Water,Bareland,Non_Water,Non_Wetland,Grassland
828,Bareland,Water,Bareland,Non_Water,Non_Wetland,Bareland
829,Bareland,Water,Bareland,Non_Water,Non_Wetland,Water
830,Bareland,Water,Bareland,Non_Water,Non_Wetland,Forest
831,Bareland,Water,Bareland,Water,Non_Wetland,Grassland
832,Bareland,Water,Bareland,Water,Non_Wetland,Bareland
833,Bareland,Water,Bareland,Water,Non_Wetland,Water
834,Bareland,Water,Water,NULL,Water,Grassland
835,Bareland,Water,Water,NULL,Water,Bareland
836,Bareland,Water,Water,NULL,Water,Water
837,Bareland,Water,Water,NULL,Water,Forest
838,Bareland,Water,Water,Non_Water,Water,Grassland
839,Bareland,Water,Water,Non_Water,Water,Bareland
840,Bareland,Water,Water,Non_Water,Water,Water
841,Bareland,Water,Water,Non_Water,Water,Forest
842,Bareland,Water,Water,Water,Water,Grassland
843,Bareland,Water,Water,Water,Water,Bareland
844,Bareland,Water,Water,Water,Water,Water
845,Bareland,Water,Water,Water,Water,Forest
846,Bareland,Water,Forest,NULL,Non_Wetland,Grassland
847,Bareland,Water,Forest,NULL,Non_Wetland,Bareland
848,Bareland,Water,Forest,NULL,Non_Wetland,Water
849,Bareland,Water,Forest,NULL,Non_Wetland,Forest
850,Bareland,Water,Forest,Non_Water,Non_Wetland,Grassland
851,Bareland,Water,Forest,Non_Water,Non_Wetland,Bareland
852,Bareland,Water,Forest,Non_Water,Non_Wetland,Water
853,Bareland,Water,Forest,Non_Water,Non_Wetland,Forest
854,Bareland,Water,Forest,Water,Non_Wetland,Grassland
855,Bareland,Water,Forest,Water,Non_Wetland,Bareland
856,Bareland,Water,Forest,Water,Non_Wetland,Water
857,Bareland,Water,Forest,Water,Non_Wetland,Forest
858,Bareland,Forest,NULL,NULL,Non_Wetland,Forest
859,Bareland,Forest,Shrubland,NULL,Non_Wetland,Grassland
860,Bareland,Forest,Shrubland,NULL,Non_Wetland,Forest
861,Bareland,Forest,Shrubland,Non_Water,Non_Wetland,Grassland
862,Bareland,Forest,Shrubland,Non_Water,Non_Wetland,Water
863,Bareland,Forest,Shrubland,Non_Water,Non_Wetland,Forest
864,Bareland,Forest,Shrubland,Water,Non_Wetland,Grassland
865,Bareland,Forest,Shrubland,Water,Non_Wetland,Water
866,Bareland,Forest,Shrubland,Water,Non_Wetland,Forest
867,Bareland,Forest,Grassland,NULL,Non_Wetland,Grassland
868,Bareland,Forest,Grassland,Non_Water,Non_Wetland,Grassland
869,Bareland,Forest,Cropland,NULL,Non_Wetland,Grassland
870,Bareland,Forest,Cropland,NULL,Non_Wetland,Bareland
871,Bareland,Forest,Cropland,NULL,Non_Wetland,Forest
872,Bareland,Forest,Cropland,Non_Water,Non_Wetland,Grassland
873,Bareland,Forest,Cropland,Non_Water,Non_Wetland,Water
874,Bareland,Forest,Cropland,Non_Water,Non_Wetland,Forest
875,Bareland,Forest,Cropland,Water,Non_Wetland,Grassland
876,Bareland,Forest,Cropland,Water,Non_Wetland,Bareland
877,Bareland,Forest,Cropland,Water,Non_Wetland,Water
878,Bareland,Forest,Wetland,NULL,Wetland,Forest
