Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_20KPA_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20KPA_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20KPA_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_20KPA_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20KPA_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20KPA_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20KPA_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_20KPA_M_R
673,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
674,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
675,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
676,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
677,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
678,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
679,Bareland,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,NULL
680,Bareland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
681,Bareland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
682,Bareland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
683,Bareland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
684,Bareland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
685,Bareland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
686,Bareland,Cropland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
687,Bareland,Cropland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Cropland
688,Bareland,Cropland,Grassland,Water,Non_Wetland,NULL,NULL,Water
689,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
690,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
691,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
692,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
693,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
694,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
695,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Water
696,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
697,Bareland,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Cropland
698,Bareland,Cropland,Cropland,Water,Non_Wetland,NULL,NULL,Bareland
699,Bareland,Cropland,Cropland,Water,Non_Wetland,NULL,NULL,Water
700,Bareland,Cropland,Cropland,Water,Non_Wetland,NULL,NULL,Forest
701,Bareland,Cropland,Wetland,NULL,Wetland,NULL,NULL,Grassland
702,Bareland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,NULL
703,Bareland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Grassland
704,Bareland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Bareland
705,Bareland,Cropland,Lichens_and_Mosses,Water,Non_Wetland,NULL,NULL,Bareland
706,Bareland,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
707,Bareland,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
708,Bareland,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Cropland
709,Bareland,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
710,Bareland,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Built-up
711,Bareland,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
712,Bareland,Cropland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
713,Bareland,Cropland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
714,Bareland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
715,Bareland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
716,Bareland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
717,Bareland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
718,Bareland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
719,Bareland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
720,Bareland,Cropland,Built-up,Non_Water,Non_Wetland,NULL,NULL,Bareland
721,Bareland,Cropland,Water,NULL,Water,NULL,NULL,Grassland
722,Bareland,Cropland,Water,NULL,Water,NULL,NULL,Cropland
723,Bareland,Cropland,Water,NULL,Water,NULL,NULL,Bareland
724,Bareland,Cropland,Water,NULL,Water,NULL,NULL,Built-up
725,Bareland,Cropland,Water,NULL,Water,NULL,NULL,Water
726,Bareland,Cropland,Water,NULL,Water,NULL,NULL,Forest
727,Bareland,Cropland,Water,Water,Water,NULL,NULL,Grassland
728,Bareland,Cropland,Water,Water,Water,NULL,NULL,Bareland
729,Bareland,Cropland,Water,Water,Water,NULL,NULL,Water
730,Bareland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,NULL
731,Bareland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
732,Bareland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
733,Bareland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
734,Bareland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
735,Bareland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
736,Bareland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
737,Bareland,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
738,Bareland,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
739,Bareland,Bareland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
740,Bareland,Bareland,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
741,Bareland,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
742,Bareland,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
743,Bareland,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
744,Bareland,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
745,Bareland,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
746,Bareland,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
747,Bareland,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
748,Bareland,Built-up,NULL,Water,Non_Wetland,NULL,NULL,Bareland
749,Bareland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
750,Bareland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
751,Bareland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
752,Bareland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
753,Bareland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
754,Bareland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
755,Bareland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
756,Bareland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
757,Bareland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
758,Bareland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
759,Bareland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
760,Bareland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
761,Bareland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
762,Bareland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
763,Bareland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
764,Bareland,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
765,Bareland,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
766,Bareland,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Cropland
767,Bareland,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
768,Bareland,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Built-up
769,Bareland,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
770,Bareland,Built-up,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
771,Bareland,Built-up,Bareland,Water,Non_Wetland,NULL,NULL,Water
772,Bareland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
773,Bareland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
774,Bareland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
775,Bareland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
776,Bareland,Built-up,Water,NULL,Water,NULL,NULL,Cropland
777,Bareland,Built-up,Water,NULL,Water,NULL,NULL,Bareland
778,Bareland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,NULL
779,Bareland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Forest
780,Bareland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
781,Bareland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
782,Bareland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
783,Bareland,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
784,Bareland,Water,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
785,Bareland,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
786,Bareland,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
787,Bareland,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
788,Bareland,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
789,Bareland,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
790,Bareland,Water,Cropland,Water,Non_Wetland,NULL,NULL,Bareland
791,Bareland,Water,Lichens_and_Mosses,Water,Non_Wetland,NULL,NULL,Bareland
792,Bareland,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
793,Bareland,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
794,Bareland,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
795,Bareland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
796,Bareland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Forest
797,Bareland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,NULL
798,Bareland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
799,Bareland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
800,Bareland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
801,Bareland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Forest
802,Bareland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
803,Bareland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
804,Bareland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
805,Bareland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
806,Bareland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
807,Bareland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
808,Bareland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
809,Bareland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
810,Bareland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
811,Bareland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
812,Bareland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
813,Bareland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
814,Bareland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
815,Bareland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
816,Bareland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
817,Bareland,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
818,Bareland,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
819,Bareland,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
820,Bareland,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Built-up
821,Bareland,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
822,Bareland,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
823,Bareland,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
824,Bareland,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
825,Bareland,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
826,Bareland,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
827,Bareland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,NULL
828,Bareland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
829,Bareland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
830,Bareland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
831,Bareland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
832,Water,NULL,NULL,NULL,Non_Wetland,NULL,NULL,NULL
833,Water,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
834,Water,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
835,Water,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Forest
836,Water,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
837,Water,NULL,NULL,Water,Non_Wetland,NULL,NULL,Water
838,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
839,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
840,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
841,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
842,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
843,Water,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,NULL
844,Water,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
845,Water,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
846,Water,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Water
847,Water,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
848,Water,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
849,Water,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
850,Water,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
851,Water,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
852,Water,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
853,Water,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
854,Water,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
855,Water,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
856,Water,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Water
857,Water,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
858,Water,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,NULL
859,Water,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
860,Water,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Water
861,Water,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Water
862,Water,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
863,Water,NULL,Wetland,NULL,Wetland,NULL,NULL,Bareland
864,Water,NULL,Wetland,NULL,Wetland,NULL,NULL,Forest
865,Water,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
866,Water,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Water
867,Water,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Forest
868,Water,NULL,Wetland,Water,Wetland,NULL,NULL,NULL
869,Water,NULL,Wetland,Water,Wetland,NULL,NULL,Grassland
870,Water,NULL,Wetland,Water,Wetland,NULL,NULL,Bareland
871,Water,NULL,Wetland,Water,Wetland,NULL,NULL,Water
872,Water,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,NULL
873,Water,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Forest
874,Water,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
875,Water,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
876,Water,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Cropland
877,Water,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
878,Water,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Water
879,Water,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
880,Water,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,NULL
881,Water,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
882,Water,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
883,Water,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
884,Water,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Water
885,Water,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Forest
886,Water,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
887,Water,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
888,Water,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
889,Water,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
890,Water,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Water
891,Water,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
892,Water,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,NULL
893,Water,NULL,Water,NULL,Water,NULL,NULL,NULL
894,Water,NULL,Water,NULL,Water,NULL,NULL,Grassland
895,Water,NULL,Water,NULL,Water,NULL,NULL,Cropland
896,Water,NULL,Water,NULL,Water,NULL,NULL,Bareland
897,Water,NULL,Water,NULL,Water,NULL,NULL,Forest
898,Water,NULL,Water,Non_Water,Water,NULL,NULL,Grassland
899,Water,NULL,Water,Non_Water,Water,NULL,NULL,Forest
900,Water,NULL,Water,Water,Water,NULL,NULL,Water
901,Water,NULL,Water,Water,Water,NULL,NULL,Forest
902,Water,NULL,Forest,NULL,Non_Wetland,NULL,NULL,NULL
903,Water,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
904,Water,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
905,Water,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
906,Water,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
907,Water,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
908,Water,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
909,Water,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Water
910,Water,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
911,Water,Cropland,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
912,Water,Cropland,NULL,Non_Water,Non_Wetland,NULL,NULL,Water
913,Water,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
914,Water,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
915,Water,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
916,Water,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
917,Water,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
918,Water,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
919,Water,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
920,Water,Cropland,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
921,Water,Cropland,Shrubland,Water,Non_Wetland,NULL,NULL,Water
922,Water,Cropland,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
923,Water,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
924,Water,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
925,Water,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
926,Water,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
927,Water,Cropland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
928,Water,Cropland,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
929,Water,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
930,Water,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
931,Water,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
932,Water,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
933,Water,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Water
934,Water,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
935,Water,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
936,Water,Cropland,Cropland,Water,Non_Wetland,NULL,NULL,Forest
937,Water,Cropland,Wetland,Water,Wetland,NULL,NULL,Grassland
938,Water,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Grassland
939,Water,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Bareland
940,Water,Cropland,Lichens_and_Mosses,Non_Water,Non_Wetland,NULL,NULL,Forest
941,Water,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
942,Water,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
943,Water,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
944,Water,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Water
945,Water,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
946,Water,Cropland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
947,Water,Cropland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
948,Water,Cropland,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
949,Water,Cropland,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
950,Water,Cropland,Bareland,Water,Non_Wetland,NULL,NULL,Water
951,Water,Cropland,Bareland,Water,Non_Wetland,NULL,NULL,Forest
952,Water,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
953,Water,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
954,Water,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
955,Water,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
956,Water,Cropland,Water,NULL,Water,NULL,NULL,Grassland
957,Water,Cropland,Water,NULL,Water,NULL,NULL,Cropland
958,Water,Cropland,Water,NULL,Water,NULL,NULL,Bareland
959,Water,Cropland,Water,NULL,Water,NULL,NULL,Water
960,Water,Cropland,Water,NULL,Water,NULL,NULL,Forest
961,Water,Cropland,Water,Non_Water,Water,NULL,NULL,NULL
962,Water,Cropland,Water,Non_Water,Water,NULL,NULL,Grassland
963,Water,Cropland,Water,Non_Water,Water,NULL,NULL,Bareland
964,Water,Cropland,Water,Water,Water,NULL,NULL,Grassland
965,Water,Cropland,Water,Water,Water,NULL,NULL,Water
966,Water,Cropland,Water,Water,Water,NULL,NULL,Forest
967,Water,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,NULL
968,Water,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
969,Water,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
970,Water,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
971,Water,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
972,Water,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
973,Water,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
974,Water,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
975,Water,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
976,Water,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
977,Water,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
978,Water,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
979,Water,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
980,Water,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
981,Water,Built-up,Water,NULL,Water,NULL,NULL,Cropland
982,Water,Water,NULL,NULL,Non_Wetland,NULL,NULL,NULL
983,Water,Water,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
984,Water,Water,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
985,Water,Water,NULL,NULL,Non_Wetland,NULL,NULL,Water
986,Water,Water,NULL,NULL,Non_Wetland,NULL,NULL,Forest
987,Water,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
988,Water,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Bareland
989,Water,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Water
990,Water,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
991,Water,Water,NULL,Water,Non_Wetland,NULL,NULL,Grassland
992,Water,Water,NULL,Water,Non_Wetland,NULL,NULL,Water
993,Water,Water,NULL,Water,Non_Wetland,NULL,NULL,Forest
994,Water,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
995,Water,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
996,Water,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
997,Water,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
998,Water,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
999,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,NULL
1000,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1001,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1002,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
1003,Water,Water,Shrubland,Water,Non_Wetland,NULL,NULL,NULL
1004,Water,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
1005,Water,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
1006,Water,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Water
1007,Water,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
1008,Water,Water,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
1009,Water,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1010,Water,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
1011,Water,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Water
1012,Water,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1013,Water,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1014,Water,Water,Grassland,Water,Non_Wetland,NULL,NULL,Water
1015,Water,Water,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
1016,Water,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1017,Water,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
1018,Water,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Water
1019,Water,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
