Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_21LXG_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21LXG_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21LXG_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_21LXG_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21LXG_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21LXG_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21LXG_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_21LXG_M_R
7800,Bareland,Bareland,Built-up,NULL,Non_Wetland,Bareland,Built-up,Grassland
7801,Bareland,Bareland,Built-up,NULL,Non_Wetland,Bareland,Built-up,Bareland
7802,Bareland,Bareland,Built-up,NULL,Non_Wetland,Bareland,Forest,Bareland
7803,Bareland,Bareland,Built-up,NULL,Non_Wetland,Built-up,Grassland,Grassland
7804,Bareland,Bareland,Built-up,NULL,Non_Wetland,Built-up,Grassland,Bareland
7805,Bareland,Bareland,Built-up,NULL,Non_Wetland,Built-up,Bareland,Built-up
7806,Bareland,Bareland,Built-up,NULL,Non_Wetland,Built-up,Built-up,Grassland
7807,Bareland,Bareland,Built-up,NULL,Non_Wetland,Built-up,Built-up,Cropland
7808,Bareland,Bareland,Built-up,NULL,Non_Wetland,Built-up,Built-up,Bareland
7809,Bareland,Bareland,Built-up,NULL,Non_Wetland,Built-up,Built-up,Built-up
7810,Bareland,Bareland,Built-up,NULL,Non_Wetland,Built-up,Built-up,Forest
7811,Bareland,Bareland,Water,NULL,Water,Cropland,Bareland,Grassland
7812,Bareland,Bareland,Water,NULL,Water,Bareland,NULL,Bareland
7813,Bareland,Bareland,Water,NULL,Water,Bareland,NULL,Built-up
7814,Bareland,Bareland,Water,NULL,Water,Bareland,Bareland,Bareland
7815,Bareland,Bareland,Water,NULL,Water,Bareland,Built-up,Grassland
7816,Bareland,Bareland,Water,NULL,Water,Bareland,Built-up,Bareland
7817,Bareland,Bareland,Water,NULL,Water,Built-up,Built-up,Grassland
7818,Bareland,Bareland,Water,NULL,Water,Built-up,Built-up,Bareland
7819,Bareland,Bareland,Forest,NULL,Non_Wetland,Cropland,NULL,Cropland
7820,Bareland,Bareland,Forest,NULL,Non_Wetland,Bareland,Shrubland,Forest
7821,Bareland,Bareland,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
7822,Bareland,Bareland,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
7823,Bareland,Bareland,Forest,NULL,Non_Wetland,Bareland,Water,Forest
7824,Bareland,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
7825,Bareland,Built-up,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
7826,Bareland,Built-up,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
7827,Bareland,Built-up,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
7828,Bareland,Built-up,NULL,NULL,Non_Wetland,Cropland,NULL,Cropland
7829,Bareland,Built-up,NULL,NULL,Non_Wetland,Cropland,NULL,Bareland
7830,Bareland,Built-up,NULL,NULL,Non_Wetland,Cropland,NULL,Forest
7831,Bareland,Built-up,NULL,NULL,Non_Wetland,Cropland,Shrubland,NULL
7832,Bareland,Built-up,NULL,NULL,Non_Wetland,Cropland,Grassland,Forest
7833,Bareland,Built-up,NULL,NULL,Non_Wetland,Cropland,Built-up,Bareland
7834,Bareland,Built-up,NULL,NULL,Non_Wetland,Cropland,Built-up,Built-up
7835,Bareland,Built-up,NULL,NULL,Non_Wetland,Cropland,Forest,Cropland
7836,Bareland,Built-up,NULL,NULL,Non_Wetland,Bareland,NULL,Grassland
7837,Bareland,Built-up,NULL,NULL,Non_Wetland,Bareland,NULL,Cropland
7838,Bareland,Built-up,NULL,NULL,Non_Wetland,Bareland,NULL,Bareland
7839,Bareland,Built-up,NULL,NULL,Non_Wetland,Bareland,NULL,Built-up
7840,Bareland,Built-up,NULL,NULL,Non_Wetland,Bareland,NULL,Forest
7841,Bareland,Built-up,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
7842,Bareland,Built-up,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
7843,Bareland,Built-up,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
7844,Bareland,Built-up,NULL,NULL,Non_Wetland,Bareland,Bareland,Forest
7845,Bareland,Built-up,NULL,NULL,Non_Wetland,Bareland,Built-up,Grassland
7846,Bareland,Built-up,NULL,NULL,Non_Wetland,Bareland,Built-up,Bareland
7847,Bareland,Built-up,NULL,NULL,Non_Wetland,Bareland,Forest,Grassland
7848,Bareland,Built-up,NULL,NULL,Non_Wetland,Built-up,NULL,Cropland
7849,Bareland,Built-up,NULL,NULL,Non_Wetland,Built-up,Grassland,Forest
7850,Bareland,Built-up,NULL,NULL,Non_Wetland,Built-up,Built-up,Bareland
7851,Bareland,Built-up,NULL,NULL,Non_Wetland,Built-up,Built-up,Built-up
7852,Bareland,Built-up,NULL,NULL,Non_Wetland,Built-up,Built-up,Forest
7853,Bareland,Built-up,NULL,NULL,Non_Wetland,Built-up,Forest,Forest
7854,Bareland,Built-up,NULL,Water,Non_Wetland,Bareland,Water,Grassland
7855,Bareland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
7856,Bareland,Built-up,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Wetland
7857,Bareland,Built-up,Shrubland,NULL,Non_Wetland,NULL,Bareland,Grassland
7858,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Forest
7859,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
7860,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Grassland,NULL,Cropland
7861,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
7862,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
7863,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Forest
7864,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Grassland
7865,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Cropland,NULL,Grassland
7866,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Cropland,NULL,Cropland
7867,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Cropland,NULL,Bareland
7868,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Cropland,NULL,Built-up
7869,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Cropland,NULL,Forest
7870,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,NULL
7871,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Grassland
7872,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Cropland,Bareland,Grassland
7873,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Cropland,Bareland,Forest
7874,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Cropland,Built-up,Cropland
7875,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
7876,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Bareland,NULL,Cropland
7877,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Bareland,NULL,Bareland
7878,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Bareland,NULL,Built-up
7879,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Bareland,NULL,Forest
7880,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
7881,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Built-up
7882,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
7883,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Cropland
7884,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
7885,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Cropland
7886,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Built-up
7887,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
7888,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Grassland
7889,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Cropland
7890,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Bareland
7891,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Built-up
7892,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Water,Forest
7893,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Built-up,NULL,Grassland
7894,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Built-up,NULL,Cropland
7895,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Built-up,NULL,Bareland
7896,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Built-up,NULL,Built-up
7897,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,Grassland
7898,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Grassland
7899,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Cropland
7900,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Forest
7901,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Bareland,Grassland
7902,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Bareland,Cropland
7903,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Bareland,Forest
7904,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Grassland
7905,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Cropland
7906,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Bareland
7907,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Built-up
7908,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Forest
7909,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Forest,Grassland
7910,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Forest,Forest
7911,Bareland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
7912,Bareland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
7913,Bareland,Built-up,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
7914,Bareland,Built-up,Cropland,NULL,Non_Wetland,NULL,Grassland,Cropland
7915,Bareland,Built-up,Cropland,NULL,Non_Wetland,NULL,Built-up,Grassland
7916,Bareland,Built-up,Cropland,NULL,Non_Wetland,NULL,Built-up,Cropland
7917,Bareland,Built-up,Cropland,NULL,Non_Wetland,NULL,Built-up,Bareland
7918,Bareland,Built-up,Cropland,NULL,Non_Wetland,NULL,Forest,Grassland
7919,Bareland,Built-up,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
7920,Bareland,Built-up,Cropland,NULL,Non_Wetland,Grassland,NULL,Cropland
7921,Bareland,Built-up,Cropland,NULL,Non_Wetland,Grassland,NULL,Bareland
7922,Bareland,Built-up,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
7923,Bareland,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
7924,Bareland,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
7925,Bareland,Built-up,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
7926,Bareland,Built-up,Cropland,NULL,Non_Wetland,Grassland,Bareland,Forest
7927,Bareland,Built-up,Cropland,NULL,Non_Wetland,Grassland,Built-up,Grassland
7928,Bareland,Built-up,Cropland,NULL,Non_Wetland,Grassland,Built-up,Cropland
7929,Bareland,Built-up,Cropland,NULL,Non_Wetland,Grassland,Built-up,Bareland
7930,Bareland,Built-up,Cropland,NULL,Non_Wetland,Grassland,Built-up,Built-up
7931,Bareland,Built-up,Cropland,NULL,Non_Wetland,Grassland,Built-up,Forest
7932,Bareland,Built-up,Cropland,NULL,Non_Wetland,Cropland,NULL,Grassland
7933,Bareland,Built-up,Cropland,NULL,Non_Wetland,Cropland,NULL,Cropland
7934,Bareland,Built-up,Cropland,NULL,Non_Wetland,Cropland,NULL,Bareland
7935,Bareland,Built-up,Cropland,NULL,Non_Wetland,Cropland,NULL,Built-up
7936,Bareland,Built-up,Cropland,NULL,Non_Wetland,Cropland,Grassland,Grassland
7937,Bareland,Built-up,Cropland,NULL,Non_Wetland,Cropland,Grassland,Cropland
7938,Bareland,Built-up,Cropland,NULL,Non_Wetland,Cropland,Grassland,Bareland
7939,Bareland,Built-up,Cropland,NULL,Non_Wetland,Cropland,Bareland,Grassland
7940,Bareland,Built-up,Cropland,NULL,Non_Wetland,Cropland,Bareland,Cropland
7941,Bareland,Built-up,Cropland,NULL,Non_Wetland,Cropland,Bareland,Forest
7942,Bareland,Built-up,Cropland,NULL,Non_Wetland,Cropland,Built-up,Grassland
7943,Bareland,Built-up,Cropland,NULL,Non_Wetland,Cropland,Built-up,Cropland
7944,Bareland,Built-up,Cropland,NULL,Non_Wetland,Cropland,Built-up,Bareland
7945,Bareland,Built-up,Cropland,NULL,Non_Wetland,Cropland,Built-up,Built-up
7946,Bareland,Built-up,Cropland,NULL,Non_Wetland,Cropland,Built-up,Forest
7947,Bareland,Built-up,Cropland,NULL,Non_Wetland,Cropland,Forest,Grassland
7948,Bareland,Built-up,Cropland,NULL,Non_Wetland,Cropland,Forest,Cropland
7949,Bareland,Built-up,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
7950,Bareland,Built-up,Cropland,NULL,Non_Wetland,Bareland,NULL,Cropland
7951,Bareland,Built-up,Cropland,NULL,Non_Wetland,Bareland,NULL,Bareland
7952,Bareland,Built-up,Cropland,NULL,Non_Wetland,Bareland,NULL,Built-up
7953,Bareland,Built-up,Cropland,NULL,Non_Wetland,Bareland,NULL,Forest
7954,Bareland,Built-up,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
7955,Bareland,Built-up,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Forest
7956,Bareland,Built-up,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
7957,Bareland,Built-up,Cropland,NULL,Non_Wetland,Bareland,Grassland,Cropland
7958,Bareland,Built-up,Cropland,NULL,Non_Wetland,Bareland,Grassland,Bareland
7959,Bareland,Built-up,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
7960,Bareland,Built-up,Cropland,NULL,Non_Wetland,Bareland,Wetland,Bareland
7961,Bareland,Built-up,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
7962,Bareland,Built-up,Cropland,NULL,Non_Wetland,Bareland,Bareland,Cropland
7963,Bareland,Built-up,Cropland,NULL,Non_Wetland,Bareland,Bareland,Bareland
7964,Bareland,Built-up,Cropland,NULL,Non_Wetland,Bareland,Bareland,Built-up
7965,Bareland,Built-up,Cropland,NULL,Non_Wetland,Bareland,Bareland,Forest
7966,Bareland,Built-up,Cropland,NULL,Non_Wetland,Bareland,Built-up,Grassland
7967,Bareland,Built-up,Cropland,NULL,Non_Wetland,Bareland,Built-up,Cropland
7968,Bareland,Built-up,Cropland,NULL,Non_Wetland,Bareland,Built-up,Bareland
7969,Bareland,Built-up,Cropland,NULL,Non_Wetland,Bareland,Built-up,Built-up
7970,Bareland,Built-up,Cropland,NULL,Non_Wetland,Bareland,Built-up,Forest
7971,Bareland,Built-up,Cropland,NULL,Non_Wetland,Bareland,Forest,Bareland
7972,Bareland,Built-up,Cropland,NULL,Non_Wetland,Bareland,Forest,Built-up
7973,Bareland,Built-up,Cropland,NULL,Non_Wetland,Bareland,Forest,Forest
7974,Bareland,Built-up,Cropland,NULL,Non_Wetland,Built-up,NULL,Grassland
7975,Bareland,Built-up,Cropland,NULL,Non_Wetland,Built-up,NULL,Cropland
7976,Bareland,Built-up,Cropland,NULL,Non_Wetland,Built-up,NULL,Bareland
7977,Bareland,Built-up,Cropland,NULL,Non_Wetland,Built-up,NULL,Built-up
7978,Bareland,Built-up,Cropland,NULL,Non_Wetland,Built-up,NULL,Forest
7979,Bareland,Built-up,Cropland,NULL,Non_Wetland,Built-up,Shrubland,Grassland
7980,Bareland,Built-up,Cropland,NULL,Non_Wetland,Built-up,Shrubland,Forest
7981,Bareland,Built-up,Cropland,NULL,Non_Wetland,Built-up,Grassland,Grassland
7982,Bareland,Built-up,Cropland,NULL,Non_Wetland,Built-up,Grassland,Cropland
7983,Bareland,Built-up,Cropland,NULL,Non_Wetland,Built-up,Bareland,Grassland
7984,Bareland,Built-up,Cropland,NULL,Non_Wetland,Built-up,Bareland,Cropland
7985,Bareland,Built-up,Cropland,NULL,Non_Wetland,Built-up,Bareland,Forest
7986,Bareland,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,Grassland
7987,Bareland,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,Cropland
7988,Bareland,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,Bareland
7989,Bareland,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,Built-up
7990,Bareland,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,Forest
7991,Bareland,Built-up,Cropland,NULL,Non_Wetland,Built-up,Forest,Bareland
7992,Bareland,Built-up,Cropland,NULL,Non_Wetland,Built-up,Forest,Built-up
7993,Bareland,Built-up,Cropland,NULL,Non_Wetland,Water,NULL,Grassland
7994,Bareland,Built-up,Cropland,Water,Non_Wetland,Built-up,Built-up,Cropland
7995,Bareland,Built-up,Wetland,Water,Wetland,Built-up,Water,Water
7996,Bareland,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Bareland,NULL,Grassland
7997,Bareland,Built-up,Bareland,Water,Non_Wetland,Built-up,Water,Forest
7998,Bareland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
7999,Bareland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
8000,Bareland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
8001,Bareland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
8002,Bareland,Built-up,Built-up,NULL,Non_Wetland,NULL,Built-up,Bareland
8003,Bareland,Built-up,Built-up,NULL,Non_Wetland,Grassland,NULL,Grassland
8004,Bareland,Built-up,Built-up,NULL,Non_Wetland,Grassland,NULL,Cropland
8005,Bareland,Built-up,Built-up,NULL,Non_Wetland,Grassland,NULL,Built-up
8006,Bareland,Built-up,Built-up,NULL,Non_Wetland,Grassland,NULL,Forest
8007,Bareland,Built-up,Built-up,NULL,Non_Wetland,Grassland,Wetland,Forest
8008,Bareland,Built-up,Built-up,NULL,Non_Wetland,Grassland,Bareland,Cropland
8009,Bareland,Built-up,Built-up,NULL,Non_Wetland,Grassland,Bareland,Forest
8010,Bareland,Built-up,Built-up,NULL,Non_Wetland,Grassland,Built-up,Grassland
8011,Bareland,Built-up,Built-up,NULL,Non_Wetland,Grassland,Built-up,Cropland
8012,Bareland,Built-up,Built-up,NULL,Non_Wetland,Grassland,Built-up,Bareland
8013,Bareland,Built-up,Built-up,NULL,Non_Wetland,Grassland,Built-up,Built-up
8014,Bareland,Built-up,Built-up,NULL,Non_Wetland,Grassland,Built-up,Forest
8015,Bareland,Built-up,Built-up,NULL,Non_Wetland,Cropland,NULL,Grassland
8016,Bareland,Built-up,Built-up,NULL,Non_Wetland,Cropland,NULL,Cropland
8017,Bareland,Built-up,Built-up,NULL,Non_Wetland,Cropland,NULL,Bareland
8018,Bareland,Built-up,Built-up,NULL,Non_Wetland,Cropland,NULL,Built-up
8019,Bareland,Built-up,Built-up,NULL,Non_Wetland,Cropland,Bareland,Cropland
8020,Bareland,Built-up,Built-up,NULL,Non_Wetland,Cropland,Built-up,Grassland
8021,Bareland,Built-up,Built-up,NULL,Non_Wetland,Cropland,Built-up,Cropland
8022,Bareland,Built-up,Built-up,NULL,Non_Wetland,Cropland,Built-up,Bareland
8023,Bareland,Built-up,Built-up,NULL,Non_Wetland,Cropland,Built-up,Built-up
8024,Bareland,Built-up,Built-up,NULL,Non_Wetland,Bareland,NULL,Grassland
8025,Bareland,Built-up,Built-up,NULL,Non_Wetland,Bareland,NULL,Cropland
8026,Bareland,Built-up,Built-up,NULL,Non_Wetland,Bareland,NULL,Bareland
8027,Bareland,Built-up,Built-up,NULL,Non_Wetland,Bareland,NULL,Built-up
8028,Bareland,Built-up,Built-up,NULL,Non_Wetland,Bareland,NULL,Forest
8029,Bareland,Built-up,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
8030,Bareland,Built-up,Built-up,NULL,Non_Wetland,Bareland,Grassland,Cropland
8031,Bareland,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
8032,Bareland,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,Cropland
8033,Bareland,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,Bareland
8034,Bareland,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,Built-up
8035,Bareland,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,Forest
8036,Bareland,Built-up,Built-up,NULL,Non_Wetland,Bareland,Built-up,Grassland
8037,Bareland,Built-up,Built-up,NULL,Non_Wetland,Bareland,Built-up,Cropland
8038,Bareland,Built-up,Built-up,NULL,Non_Wetland,Bareland,Built-up,Bareland
8039,Bareland,Built-up,Built-up,NULL,Non_Wetland,Bareland,Built-up,Built-up
8040,Bareland,Built-up,Built-up,NULL,Non_Wetland,Bareland,Built-up,Forest
8041,Bareland,Built-up,Built-up,NULL,Non_Wetland,Built-up,NULL,Grassland
8042,Bareland,Built-up,Built-up,NULL,Non_Wetland,Built-up,NULL,Cropland
8043,Bareland,Built-up,Built-up,NULL,Non_Wetland,Built-up,NULL,Bareland
8044,Bareland,Built-up,Built-up,NULL,Non_Wetland,Built-up,NULL,Built-up
8045,Bareland,Built-up,Built-up,NULL,Non_Wetland,Built-up,NULL,Forest
8046,Bareland,Built-up,Built-up,NULL,Non_Wetland,Built-up,Grassland,Grassland
8047,Bareland,Built-up,Built-up,NULL,Non_Wetland,Built-up,Bareland,Grassland
8048,Bareland,Built-up,Built-up,NULL,Non_Wetland,Built-up,Bareland,Cropland
8049,Bareland,Built-up,Built-up,NULL,Non_Wetland,Built-up,Bareland,Built-up
8050,Bareland,Built-up,Built-up,NULL,Non_Wetland,Built-up,Bareland,Forest
8051,Bareland,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Grassland
8052,Bareland,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Cropland
8053,Bareland,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Bareland
8054,Bareland,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Built-up
8055,Bareland,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Forest
8056,Bareland,Built-up,Built-up,NULL,Non_Wetland,Built-up,Forest,Built-up
8057,Bareland,Built-up,Water,NULL,Water,Cropland,NULL,Grassland
8058,Bareland,Built-up,Water,NULL,Water,Cropland,NULL,Cropland
8059,Bareland,Built-up,Water,NULL,Water,Cropland,NULL,Bareland
8060,Bareland,Built-up,Water,NULL,Water,Cropland,Bareland,Forest
8061,Bareland,Built-up,Water,NULL,Water,Cropland,Built-up,Grassland
8062,Bareland,Built-up,Water,NULL,Water,Bareland,NULL,Grassland
8063,Bareland,Built-up,Water,NULL,Water,Bareland,NULL,Cropland
8064,Bareland,Built-up,Water,NULL,Water,Bareland,NULL,Bareland
8065,Bareland,Built-up,Water,NULL,Water,Bareland,NULL,Built-up
8066,Bareland,Built-up,Water,NULL,Water,Bareland,Bareland,Forest
8067,Bareland,Built-up,Water,NULL,Water,Bareland,Built-up,Grassland
8068,Bareland,Built-up,Water,NULL,Water,Bareland,Built-up,Bareland
8069,Bareland,Built-up,Water,NULL,Water,Bareland,Forest,Forest
8070,Bareland,Built-up,Water,NULL,Water,Built-up,Wetland,Water
8071,Bareland,Built-up,Water,NULL,Water,Built-up,Built-up,Grassland
8072,Bareland,Built-up,Water,NULL,Water,Built-up,Built-up,Cropland
8073,Bareland,Built-up,Water,NULL,Water,Built-up,Built-up,Wetland
8074,Bareland,Built-up,Water,NULL,Water,Built-up,Built-up,Bareland
8075,Bareland,Built-up,Water,NULL,Water,Built-up,Built-up,Built-up
8076,Bareland,Built-up,Water,NULL,Water,Built-up,Built-up,Forest
8077,Bareland,Built-up,Water,NULL,Water,Water,Built-up,Water
8078,Bareland,Built-up,Water,Water,Water,Bareland,NULL,Cropland
8079,Bareland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Forest
8080,Bareland,Built-up,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
8081,Bareland,Built-up,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
8082,Bareland,Built-up,Forest,NULL,Non_Wetland,Cropland,NULL,Forest
8083,Bareland,Built-up,Forest,NULL,Non_Wetland,Cropland,Grassland,Grassland
8084,Bareland,Built-up,Forest,NULL,Non_Wetland,Cropland,Grassland,Forest
8085,Bareland,Built-up,Forest,NULL,Non_Wetland,Bareland,NULL,Grassland
8086,Bareland,Built-up,Forest,NULL,Non_Wetland,Bareland,NULL,Forest
8087,Bareland,Built-up,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
8088,Bareland,Built-up,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
8089,Bareland,Built-up,Forest,NULL,Non_Wetland,Built-up,NULL,Grassland
8090,Bareland,Built-up,Forest,NULL,Non_Wetland,Built-up,NULL,Forest
8091,Bareland,Built-up,Forest,NULL,Non_Wetland,Built-up,Grassland,Forest
8092,Bareland,Built-up,Forest,NULL,Non_Wetland,Built-up,Wetland,Forest
8093,Bareland,Built-up,Forest,NULL,Non_Wetland,Built-up,Built-up,Grassland
8094,Bareland,Built-up,Forest,NULL,Non_Wetland,Built-up,Built-up,Bareland
8095,Bareland,Built-up,Forest,NULL,Non_Wetland,Built-up,Built-up,Forest
8096,Bareland,Built-up,Forest,NULL,Non_Wetland,Built-up,Forest,Forest
8097,Bareland,Built-up,Forest,Water,Non_Wetland,Built-up,Built-up,Wetland
8098,Bareland,Water,NULL,NULL,Non_Wetland,Bareland,NULL,Grassland
8099,Bareland,Water,NULL,NULL,Non_Wetland,Bareland,NULL,Bareland
8100,Bareland,Water,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
8101,Bareland,Water,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
8102,Bareland,Water,NULL,NULL,Non_Wetland,Bareland,Wetland,NULL
8103,Bareland,Water,NULL,NULL,Non_Wetland,Bareland,Wetland,Bareland
8104,Bareland,Water,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
8105,Bareland,Water,NULL,NULL,Non_Wetland,Bareland,Water,Grassland
8106,Bareland,Water,NULL,Non_Water,Non_Wetland,Bareland,Bareland,Water
8107,Bareland,Water,NULL,Water,Non_Wetland,Bareland,NULL,Water
8108,Bareland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
8109,Bareland,Water,Shrubland,NULL,Non_Wetland,NULL,Bareland,Forest
8110,Bareland,Water,Shrubland,NULL,Non_Wetland,NULL,Water,Grassland
8111,Bareland,Water,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
8112,Bareland,Water,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Grassland
8113,Bareland,Water,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Bareland
