Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_20MLT_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20MLT_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20MLT_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_20MLT_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20MLT_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20MLT_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20MLT_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_20MLT_M_R
3522,Forest,NULL,Water,Water,Water,Water,Water,Water
3523,Forest,NULL,Water,Water,Water,Water,Water,Forest
3524,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
3525,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
3526,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,Grassland
3527,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
3528,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Water,Forest
3529,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Forest,Forest
3530,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
3531,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
3532,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,NULL
3533,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
3534,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
3535,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,NULL
3536,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
3537,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
3538,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,Grassland
3539,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
3540,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Built-up,Grassland
3541,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Water,Grassland
3542,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Water,Forest
3543,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
3544,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
3545,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,NULL,Forest
3546,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
3547,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
3548,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,NULL
3549,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
3550,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
3551,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Bareland,Grassland
3552,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Water,Forest
3553,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Grassland
3554,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
3555,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
3556,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
3557,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Wetland,Grassland
3558,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Wetland,Forest
3559,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,Grassland
3560,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Water,Grassland
3561,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Water,Forest
3562,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Grassland
3563,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
3564,Forest,NULL,Forest,NULL,Non_Wetland,Built-up,Grassland,Grassland
3565,Forest,NULL,Forest,NULL,Non_Wetland,Built-up,Wetland,Grassland
3566,Forest,NULL,Forest,NULL,Non_Wetland,Built-up,Bareland,Forest
3567,Forest,NULL,Forest,NULL,Non_Wetland,Water,NULL,Forest
3568,Forest,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Forest
3569,Forest,NULL,Forest,NULL,Non_Wetland,Water,Wetland,Grassland
3570,Forest,NULL,Forest,NULL,Non_Wetland,Water,Wetland,Wetland
3571,Forest,NULL,Forest,NULL,Non_Wetland,Water,Wetland,Forest
3572,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Grassland
3573,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
3574,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
3575,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Forest
3576,Forest,NULL,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
3577,Forest,NULL,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Forest
3578,Forest,NULL,Forest,Non_Water,Non_Wetland,Grassland,Bareland,Grassland
3579,Forest,NULL,Forest,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
3580,Forest,NULL,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
3581,Forest,NULL,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Forest
3582,Forest,NULL,Forest,Non_Water,Non_Wetland,Bareland,Wetland,Grassland
3583,Forest,NULL,Forest,Non_Water,Non_Wetland,Built-up,Bareland,Grassland
3584,Forest,NULL,Forest,Non_Water,Non_Wetland,Water,Wetland,Forest
3585,Forest,NULL,Forest,Water,Non_Wetland,NULL,Wetland,Forest
3586,Forest,NULL,Forest,Water,Non_Wetland,Grassland,Grassland,Grassland
3587,Forest,NULL,Forest,Water,Non_Wetland,Grassland,Wetland,Grassland
3588,Forest,NULL,Forest,Water,Non_Wetland,Grassland,Wetland,Water
3589,Forest,NULL,Forest,Water,Non_Wetland,Grassland,Bareland,Grassland
3590,Forest,NULL,Forest,Water,Non_Wetland,Wetland,Grassland,Grassland
3591,Forest,NULL,Forest,Water,Non_Wetland,Wetland,Wetland,NULL
3592,Forest,NULL,Forest,Water,Non_Wetland,Wetland,Wetland,Grassland
3593,Forest,NULL,Forest,Water,Non_Wetland,Wetland,Wetland,Wetland
3594,Forest,NULL,Forest,Water,Non_Wetland,Wetland,Wetland,Forest
3595,Forest,NULL,Forest,Water,Non_Wetland,Wetland,Bareland,Grassland
3596,Forest,NULL,Forest,Water,Non_Wetland,Wetland,Forest,Grassland
3597,Forest,NULL,Forest,Water,Non_Wetland,Bareland,Wetland,Grassland
3598,Forest,NULL,Forest,Water,Non_Wetland,Bareland,Wetland,Forest
3599,Forest,NULL,Forest,Water,Non_Wetland,Built-up,Wetland,Grassland
3600,Forest,NULL,Forest,Water,Non_Wetland,Built-up,Bareland,Grassland
3601,Forest,NULL,Forest,Water,Non_Wetland,Water,Wetland,Grassland
3602,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
3603,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
3604,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
3605,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland,Bareland,Grassland
3606,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
3607,Forest,Cropland,NULL,NULL,Non_Wetland,Wetland,Grassland,Grassland
3608,Forest,Cropland,NULL,NULL,Non_Wetland,Wetland,Grassland,Forest
3609,Forest,Cropland,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
3610,Forest,Cropland,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
3611,Forest,Cropland,NULL,NULL,Non_Wetland,Bareland,Wetland,Grassland
3612,Forest,Cropland,NULL,NULL,Non_Wetland,Built-up,Grassland,Grassland
3613,Forest,Cropland,NULL,NULL,Non_Wetland,Built-up,Wetland,Grassland
3614,Forest,Cropland,NULL,Water,Non_Wetland,Grassland,Wetland,Grassland
3615,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
3616,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
3617,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
3618,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
3619,Forest,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
3620,Forest,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
3621,Forest,Cropland,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Grassland
3622,Forest,Cropland,Shrubland,NULL,Non_Wetland,Water,Grassland,Forest
3623,Forest,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
3624,Forest,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
3625,Forest,Cropland,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
3626,Forest,Cropland,Grassland,NULL,Non_Wetland,Wetland,Grassland,Forest
3627,Forest,Cropland,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
3628,Forest,Cropland,Grassland,NULL,Non_Wetland,Built-up,Wetland,Grassland
3629,Forest,Cropland,Grassland,NULL,Non_Wetland,Water,Grassland,Grassland
3630,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
3631,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
3632,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,Wetland,Grassland
3633,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
3634,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,Bareland,Forest
3635,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
3636,Forest,Cropland,Cropland,NULL,Non_Wetland,Wetland,Grassland,Forest
3637,Forest,Cropland,Cropland,NULL,Non_Wetland,Wetland,Bareland,Forest
3638,Forest,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
3639,Forest,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
3640,Forest,Cropland,Cropland,NULL,Non_Wetland,Built-up,Grassland,Grassland
3641,Forest,Cropland,Cropland,NULL,Non_Wetland,Built-up,Grassland,Built-up
3642,Forest,Cropland,Cropland,NULL,Non_Wetland,Built-up,Wetland,Grassland
3643,Forest,Cropland,Cropland,Water,Non_Wetland,Grassland,Wetland,Grassland
3644,Forest,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,Grassland,Grassland
3645,Forest,Cropland,Bareland,NULL,Non_Wetland,Grassland,Grassland,Grassland
3646,Forest,Cropland,Bareland,NULL,Non_Wetland,Wetland,Grassland,Forest
3647,Forest,Cropland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
3648,Forest,Cropland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Built-up
3649,Forest,Cropland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Forest
3650,Forest,Cropland,Built-up,NULL,Non_Wetland,Grassland,Wetland,Grassland
3651,Forest,Cropland,Built-up,NULL,Non_Wetland,Grassland,Wetland,Forest
3652,Forest,Cropland,Built-up,NULL,Non_Wetland,Grassland,Bareland,Grassland
3653,Forest,Cropland,Built-up,NULL,Non_Wetland,Grassland,Bareland,Forest
3654,Forest,Cropland,Built-up,NULL,Non_Wetland,Wetland,Grassland,Grassland
3655,Forest,Cropland,Built-up,NULL,Non_Wetland,Wetland,Grassland,Forest
3656,Forest,Cropland,Built-up,NULL,Non_Wetland,Wetland,Bareland,Grassland
3657,Forest,Cropland,Built-up,NULL,Non_Wetland,Wetland,Bareland,Forest
3658,Forest,Cropland,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
3659,Forest,Cropland,Built-up,NULL,Non_Wetland,Bareland,Grassland,Built-up
3660,Forest,Cropland,Built-up,NULL,Non_Wetland,Bareland,Grassland,Forest
3661,Forest,Cropland,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
3662,Forest,Cropland,Built-up,NULL,Non_Wetland,Bareland,Bareland,Forest
3663,Forest,Cropland,Built-up,NULL,Non_Wetland,Built-up,Grassland,Grassland
3664,Forest,Cropland,Built-up,NULL,Non_Wetland,Built-up,Grassland,Built-up
3665,Forest,Cropland,Built-up,NULL,Non_Wetland,Built-up,Grassland,Forest
3666,Forest,Cropland,Built-up,NULL,Non_Wetland,Water,Grassland,Forest
3667,Forest,Cropland,Built-up,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
3668,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
3669,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Built-up
3670,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
3671,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
3672,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
3673,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,Bareland,Grassland
3674,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
3675,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
3676,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
3677,Forest,Cropland,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
3678,Forest,Cropland,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
3679,Forest,Cropland,Forest,NULL,Non_Wetland,Wetland,Bareland,Grassland
3680,Forest,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
3681,Forest,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,Built-up
3682,Forest,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
3683,Forest,Cropland,Forest,NULL,Non_Wetland,Bareland,Wetland,Grassland
3684,Forest,Cropland,Forest,NULL,Non_Wetland,Built-up,Grassland,Forest
3685,Forest,Cropland,Forest,NULL,Non_Wetland,Built-up,Wetland,Grassland
3686,Forest,Cropland,Forest,NULL,Non_Wetland,Built-up,Bareland,Grassland
3687,Forest,Cropland,Forest,NULL,Non_Wetland,Forest,Forest,Forest
3688,Forest,Wetland,NULL,NULL,Non_Wetland,NULL,Wetland,Forest
3689,Forest,Wetland,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
3690,Forest,Wetland,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
3691,Forest,Wetland,NULL,NULL,Non_Wetland,Grassland,Wetland,Forest
3692,Forest,Wetland,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
3693,Forest,Wetland,NULL,NULL,Non_Wetland,Wetland,Grassland,Grassland
3694,Forest,Wetland,NULL,NULL,Non_Wetland,Wetland,Grassland,Forest
3695,Forest,Wetland,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
3696,Forest,Wetland,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
3697,Forest,Wetland,NULL,NULL,Non_Wetland,Wetland,Water,Forest
3698,Forest,Wetland,NULL,NULL,Non_Wetland,Wetland,Forest,Forest
3699,Forest,Wetland,NULL,NULL,Non_Wetland,Bareland,Wetland,Grassland
3700,Forest,Wetland,NULL,NULL,Non_Wetland,Water,Wetland,Forest
3701,Forest,Wetland,NULL,NULL,Non_Wetland,Water,Water,Grassland
3702,Forest,Wetland,NULL,NULL,Non_Wetland,Forest,Wetland,Water
3703,Forest,Wetland,NULL,NULL,Non_Wetland,Forest,Wetland,Forest
3704,Forest,Wetland,NULL,NULL,Non_Wetland,Forest,Forest,Forest
3705,Forest,Wetland,NULL,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
3706,Forest,Wetland,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
3707,Forest,Wetland,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Forest
3708,Forest,Wetland,NULL,Non_Water,Non_Wetland,Wetland,Water,Forest
3709,Forest,Wetland,NULL,Water,Non_Wetland,Wetland,Wetland,Grassland
3710,Forest,Wetland,NULL,Water,Non_Wetland,Wetland,Wetland,Forest
3711,Forest,Wetland,NULL,Water,Non_Wetland,Wetland,Water,Grassland
3712,Forest,Wetland,NULL,Water,Non_Wetland,Bareland,Bareland,Grassland
3713,Forest,Wetland,NULL,Water,Non_Wetland,Water,Wetland,Grassland
3714,Forest,Wetland,NULL,Water,Non_Wetland,Water,Wetland,Forest
3715,Forest,Wetland,Shrubland,NULL,Non_Wetland,NULL,Wetland,Forest
3716,Forest,Wetland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
3717,Forest,Wetland,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
3718,Forest,Wetland,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
3719,Forest,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
3720,Forest,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
3721,Forest,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
3722,Forest,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Grassland
3723,Forest,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Water,Forest
3724,Forest,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Forest,Forest
3725,Forest,Wetland,Shrubland,NULL,Non_Wetland,Water,Grassland,Forest
3726,Forest,Wetland,Shrubland,NULL,Non_Wetland,Water,Wetland,Forest
3727,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Forest
3728,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,Bareland,Wetland,Grassland
3729,Forest,Wetland,Shrubland,Water,Non_Wetland,Wetland,Wetland,Grassland
3730,Forest,Wetland,Shrubland,Water,Non_Wetland,Wetland,Wetland,Forest
3731,Forest,Wetland,Shrubland,Water,Non_Wetland,Bareland,Wetland,Grassland
3732,Forest,Wetland,Shrubland,Water,Non_Wetland,Built-up,Wetland,Grassland
3733,Forest,Wetland,Grassland,NULL,Non_Wetland,NULL,Wetland,Forest
3734,Forest,Wetland,Grassland,NULL,Non_Wetland,NULL,Water,Forest
3735,Forest,Wetland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
3736,Forest,Wetland,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
3737,Forest,Wetland,Grassland,NULL,Non_Wetland,Grassland,Wetland,Forest
3738,Forest,Wetland,Grassland,NULL,Non_Wetland,Grassland,Water,Forest
3739,Forest,Wetland,Grassland,NULL,Non_Wetland,Wetland,Grassland,Grassland
3740,Forest,Wetland,Grassland,NULL,Non_Wetland,Wetland,Grassland,Forest
3741,Forest,Wetland,Grassland,NULL,Non_Wetland,Wetland,Wetland,Grassland
3742,Forest,Wetland,Grassland,NULL,Non_Wetland,Wetland,Wetland,Water
3743,Forest,Wetland,Grassland,NULL,Non_Wetland,Wetland,Wetland,Forest
3744,Forest,Wetland,Grassland,NULL,Non_Wetland,Wetland,Bareland,Grassland
3745,Forest,Wetland,Grassland,NULL,Non_Wetland,Wetland,Water,Grassland
3746,Forest,Wetland,Grassland,NULL,Non_Wetland,Wetland,Water,Forest
3747,Forest,Wetland,Grassland,NULL,Non_Wetland,Wetland,Forest,Forest
3748,Forest,Wetland,Grassland,NULL,Non_Wetland,Bareland,Wetland,Grassland
3749,Forest,Wetland,Grassland,NULL,Non_Wetland,Bareland,Bareland,Grassland
3750,Forest,Wetland,Grassland,NULL,Non_Wetland,Water,Grassland,Forest
3751,Forest,Wetland,Grassland,NULL,Non_Wetland,Water,Wetland,Grassland
3752,Forest,Wetland,Grassland,NULL,Non_Wetland,Water,Wetland,Water
3753,Forest,Wetland,Grassland,NULL,Non_Wetland,Water,Wetland,Forest
3754,Forest,Wetland,Grassland,NULL,Non_Wetland,Water,Water,Grassland
3755,Forest,Wetland,Grassland,NULL,Non_Wetland,Water,Water,Forest
3756,Forest,Wetland,Grassland,NULL,Non_Wetland,Forest,Wetland,Forest
3757,Forest,Wetland,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
3758,Forest,Wetland,Grassland,Non_Water,Non_Wetland,Wetland,Water,Forest
3759,Forest,Wetland,Grassland,Non_Water,Non_Wetland,Water,Water,Water
3760,Forest,Wetland,Grassland,Non_Water,Non_Wetland,Water,Water,Forest
3761,Forest,Wetland,Grassland,Water,Non_Wetland,Grassland,Bareland,Grassland
3762,Forest,Wetland,Grassland,Water,Non_Wetland,Wetland,Wetland,Grassland
3763,Forest,Wetland,Grassland,Water,Non_Wetland,Wetland,Wetland,Forest
3764,Forest,Wetland,Grassland,Water,Non_Wetland,Bareland,Wetland,Grassland
3765,Forest,Wetland,Grassland,Water,Non_Wetland,Built-up,Wetland,Grassland
3766,Forest,Wetland,Grassland,Water,Non_Wetland,Water,Wetland,Grassland
3767,Forest,Wetland,Grassland,Water,Non_Wetland,Water,Water,Water
3768,Forest,Wetland,Cropland,NULL,Non_Wetland,Grassland,Wetland,Grassland
3769,Forest,Wetland,Cropland,NULL,Non_Wetland,Bareland,Wetland,Grassland
3770,Forest,Wetland,Cropland,Non_Water,Non_Wetland,Bareland,Wetland,Grassland
3771,Forest,Wetland,Wetland,NULL,Wetland,NULL,Wetland,Grassland
3772,Forest,Wetland,Wetland,NULL,Wetland,NULL,Wetland,Water
3773,Forest,Wetland,Wetland,NULL,Wetland,NULL,Wetland,Forest
3774,Forest,Wetland,Wetland,NULL,Wetland,NULL,Water,Forest
3775,Forest,Wetland,Wetland,NULL,Wetland,NULL,Forest,Forest
3776,Forest,Wetland,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
3777,Forest,Wetland,Wetland,NULL,Wetland,Grassland,Wetland,Forest
3778,Forest,Wetland,Wetland,NULL,Wetland,Grassland,Water,Grassland
3779,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Grassland,Grassland
3780,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Grassland,Forest
3781,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
3782,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Water
3783,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Forest
3784,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Water,Grassland
3785,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Water,Water
3786,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Water,Forest
3787,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Forest,Grassland
3788,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Forest,Forest
3789,Forest,Wetland,Wetland,NULL,Wetland,Bareland,Wetland,Grassland
3790,Forest,Wetland,Wetland,NULL,Wetland,Bareland,Bareland,Grassland
3791,Forest,Wetland,Wetland,NULL,Wetland,Water,Grassland,Forest
3792,Forest,Wetland,Wetland,NULL,Wetland,Water,Wetland,Grassland
3793,Forest,Wetland,Wetland,NULL,Wetland,Water,Wetland,Water
3794,Forest,Wetland,Wetland,NULL,Wetland,Water,Wetland,Forest
3795,Forest,Wetland,Wetland,NULL,Wetland,Water,Water,Grassland
3796,Forest,Wetland,Wetland,NULL,Wetland,Water,Water,Water
3797,Forest,Wetland,Wetland,NULL,Wetland,Water,Water,Forest
3798,Forest,Wetland,Wetland,NULL,Wetland,Water,Forest,Forest
3799,Forest,Wetland,Wetland,NULL,Wetland,Forest,Wetland,Forest
3800,Forest,Wetland,Wetland,NULL,Wetland,Forest,Water,Forest
3801,Forest,Wetland,Wetland,NULL,Wetland,Forest,Forest,Forest
3802,Forest,Wetland,Wetland,Non_Water,Wetland,NULL,Wetland,Grassland
3803,Forest,Wetland,Wetland,Non_Water,Wetland,NULL,Wetland,Forest
3804,Forest,Wetland,Wetland,Non_Water,Wetland,Grassland,Wetland,Grassland
3805,Forest,Wetland,Wetland,Non_Water,Wetland,Grassland,Wetland,Forest
3806,Forest,Wetland,Wetland,Non_Water,Wetland,Grassland,Water,Forest
3807,Forest,Wetland,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
3808,Forest,Wetland,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
3809,Forest,Wetland,Wetland,Non_Water,Wetland,Wetland,Water,Grassland
3810,Forest,Wetland,Wetland,Non_Water,Wetland,Wetland,Water,Forest
3811,Forest,Wetland,Wetland,Non_Water,Wetland,Bareland,Wetland,Grassland
3812,Forest,Wetland,Wetland,Non_Water,Wetland,Water,Wetland,Grassland
3813,Forest,Wetland,Wetland,Non_Water,Wetland,Water,Wetland,Water
3814,Forest,Wetland,Wetland,Non_Water,Wetland,Water,Wetland,Forest
3815,Forest,Wetland,Wetland,Non_Water,Wetland,Water,Water,Grassland
3816,Forest,Wetland,Wetland,Non_Water,Wetland,Water,Water,Water
3817,Forest,Wetland,Wetland,Non_Water,Wetland,Water,Water,Forest
3818,Forest,Wetland,Wetland,Water,Wetland,NULL,Wetland,Forest
3819,Forest,Wetland,Wetland,Water,Wetland,NULL,Water,Water
3820,Forest,Wetland,Wetland,Water,Wetland,NULL,Water,Forest
3821,Forest,Wetland,Wetland,Water,Wetland,Grassland,Wetland,Grassland
3822,Forest,Wetland,Wetland,Water,Wetland,Grassland,Wetland,Forest
3823,Forest,Wetland,Wetland,Water,Wetland,Wetland,Wetland,Grassland
3824,Forest,Wetland,Wetland,Water,Wetland,Wetland,Wetland,Wetland
3825,Forest,Wetland,Wetland,Water,Wetland,Wetland,Wetland,Water
3826,Forest,Wetland,Wetland,Water,Wetland,Wetland,Wetland,Forest
3827,Forest,Wetland,Wetland,Water,Wetland,Wetland,Water,Grassland
3828,Forest,Wetland,Wetland,Water,Wetland,Wetland,Water,Water
3829,Forest,Wetland,Wetland,Water,Wetland,Wetland,Water,Forest
3830,Forest,Wetland,Wetland,Water,Wetland,Bareland,Wetland,Grassland
3831,Forest,Wetland,Wetland,Water,Wetland,Water,Wetland,Grassland
3832,Forest,Wetland,Wetland,Water,Wetland,Water,Wetland,Water
3833,Forest,Wetland,Wetland,Water,Wetland,Water,Wetland,Forest
3834,Forest,Wetland,Wetland,Water,Wetland,Water,Water,Grassland
3835,Forest,Wetland,Wetland,Water,Wetland,Water,Water,Water
3836,Forest,Wetland,Wetland,Water,Wetland,Water,Water,Forest
3837,Forest,Wetland,Wetland,Water,Wetland,Forest,Wetland,Forest
3838,Forest,Wetland,Bareland,NULL,Non_Wetland,NULL,Grassland,Forest
3839,Forest,Wetland,Bareland,NULL,Non_Wetland,NULL,Wetland,Forest
3840,Forest,Wetland,Bareland,NULL,Non_Wetland,Wetland,Wetland,Grassland
3841,Forest,Wetland,Bareland,NULL,Non_Wetland,Wetland,Wetland,Water
3842,Forest,Wetland,Bareland,NULL,Non_Wetland,Wetland,Wetland,Forest
3843,Forest,Wetland,Bareland,NULL,Non_Wetland,Water,Wetland,Forest
3844,Forest,Wetland,Bareland,NULL,Non_Wetland,Water,Water,Grassland
3845,Forest,Wetland,Bareland,NULL,Non_Wetland,Water,Water,Forest
3846,Forest,Wetland,Bareland,Non_Water,Non_Wetland,Water,Wetland,Grassland
3847,Forest,Wetland,Bareland,Non_Water,Non_Wetland,Water,Water,Grassland
3848,Forest,Wetland,Bareland,Water,Non_Wetland,NULL,Water,Water
3849,Forest,Wetland,Bareland,Water,Non_Wetland,Wetland,Wetland,Grassland
3850,Forest,Wetland,Bareland,Water,Non_Wetland,Wetland,Wetland,Forest
3851,Forest,Wetland,Bareland,Water,Non_Wetland,Water,Water,Forest
