Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_22MEV_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22MEV_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22MEV_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_22MEV_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22MEV_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22MEV_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22MEV_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_22MEV_M_R
907,Grassland,NULL,Grassland,NULL,Non_Wetland,Bareland,Forest,Wetland
908,Grassland,NULL,Grassland,NULL,Non_Wetland,Bareland,Forest,Bareland
909,Grassland,NULL,Grassland,NULL,Non_Wetland,Bareland,Forest,Forest
910,Grassland,NULL,Grassland,NULL,Non_Wetland,Built-up,Grassland,Grassland
911,Grassland,NULL,Grassland,NULL,Non_Wetland,Built-up,Built-up,Grassland
912,Grassland,NULL,Grassland,NULL,Non_Wetland,Built-up,Built-up,Built-up
913,Grassland,NULL,Grassland,NULL,Non_Wetland,Built-up,Built-up,Forest
914,Grassland,NULL,Grassland,NULL,Non_Wetland,Water,Grassland,Grassland
915,Grassland,NULL,Grassland,NULL,Non_Wetland,Water,Grassland,Forest
916,Grassland,NULL,Grassland,NULL,Non_Wetland,Water,Forest,Grassland
917,Grassland,NULL,Grassland,NULL,Non_Wetland,Forest,Grassland,NULL
918,Grassland,NULL,Grassland,NULL,Non_Wetland,Forest,Grassland,Grassland
919,Grassland,NULL,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
920,Grassland,NULL,Grassland,NULL,Non_Wetland,Forest,Wetland,Forest
921,Grassland,NULL,Grassland,NULL,Non_Wetland,Forest,Forest,Grassland
922,Grassland,NULL,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
923,Grassland,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
924,Grassland,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
925,Grassland,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
926,Grassland,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Water,Grassland
927,Grassland,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Forest,Grassland
928,Grassland,NULL,Grassland,Non_Water,Non_Wetland,Wetland,Forest,Water
929,Grassland,NULL,Grassland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
930,Grassland,NULL,Grassland,Non_Water,Non_Wetland,Bareland,Grassland,Forest
931,Grassland,NULL,Grassland,Non_Water,Non_Wetland,Bareland,Water,Grassland
932,Grassland,NULL,Grassland,Non_Water,Non_Wetland,Bareland,Water,Wetland
933,Grassland,NULL,Grassland,Non_Water,Non_Wetland,Bareland,Forest,Grassland
934,Grassland,NULL,Grassland,Non_Water,Non_Wetland,Bareland,Forest,Wetland
935,Grassland,NULL,Grassland,Water,Non_Wetland,Grassland,Grassland,Grassland
936,Grassland,NULL,Grassland,Water,Non_Wetland,Grassland,Grassland,Forest
937,Grassland,NULL,Grassland,Water,Non_Wetland,Grassland,Water,Grassland
938,Grassland,NULL,Grassland,Water,Non_Wetland,Wetland,Grassland,Grassland
939,Grassland,NULL,Grassland,Water,Non_Wetland,Bareland,Grassland,Grassland
940,Grassland,NULL,Grassland,Water,Non_Wetland,Bareland,Grassland,Water
941,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
942,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
943,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Bareland
944,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Built-up
945,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
946,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,Grassland
947,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
948,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Built-up
949,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Forest
950,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,Grassland
951,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,Forest
952,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
953,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Forest
954,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
955,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Cropland
956,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Bareland
957,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Built-up
958,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
959,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
960,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Bareland
961,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Built-up
962,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Forest
963,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland,Forest,Grassland
964,Grassland,NULL,Cropland,NULL,Non_Wetland,Built-up,Grassland,Grassland
965,Grassland,NULL,Cropland,NULL,Non_Wetland,Built-up,Grassland,Built-up
966,Grassland,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Grassland
967,Grassland,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Built-up
968,Grassland,NULL,Cropland,NULL,Non_Wetland,Forest,Grassland,Forest
969,Grassland,NULL,Cropland,Water,Non_Wetland,Grassland,Grassland,Grassland
970,Grassland,NULL,Wetland,NULL,Wetland,Grassland,Grassland,NULL
971,Grassland,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
972,Grassland,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Wetland
973,Grassland,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Bareland
974,Grassland,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Water
975,Grassland,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Forest
976,Grassland,NULL,Wetland,NULL,Wetland,Grassland,Water,Grassland
977,Grassland,NULL,Wetland,NULL,Wetland,Grassland,Water,Forest
978,Grassland,NULL,Wetland,NULL,Wetland,Grassland,Forest,Grassland
979,Grassland,NULL,Wetland,NULL,Wetland,Grassland,Forest,Wetland
980,Grassland,NULL,Wetland,NULL,Wetland,Grassland,Forest,Forest
981,Grassland,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Grassland
982,Grassland,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Forest
983,Grassland,NULL,Wetland,NULL,Wetland,Wetland,Forest,Grassland
984,Grassland,NULL,Wetland,NULL,Wetland,Wetland,Forest,Forest
985,Grassland,NULL,Wetland,NULL,Wetland,Bareland,Grassland,Grassland
986,Grassland,NULL,Wetland,NULL,Wetland,Bareland,Grassland,Wetland
987,Grassland,NULL,Wetland,NULL,Wetland,Bareland,Grassland,Bareland
988,Grassland,NULL,Wetland,NULL,Wetland,Bareland,Grassland,Forest
989,Grassland,NULL,Wetland,NULL,Wetland,Bareland,Bareland,Grassland
990,Grassland,NULL,Wetland,NULL,Wetland,Bareland,Water,Grassland
991,Grassland,NULL,Wetland,NULL,Wetland,Bareland,Water,Bareland
992,Grassland,NULL,Wetland,NULL,Wetland,Bareland,Water,Forest
993,Grassland,NULL,Wetland,NULL,Wetland,Bareland,Forest,Grassland
994,Grassland,NULL,Wetland,NULL,Wetland,Bareland,Forest,Bareland
995,Grassland,NULL,Wetland,NULL,Wetland,Bareland,Forest,Forest
996,Grassland,NULL,Wetland,NULL,Wetland,Water,Grassland,Bareland
997,Grassland,NULL,Wetland,NULL,Wetland,Water,Forest,Grassland
998,Grassland,NULL,Wetland,NULL,Wetland,Water,Forest,Bareland
999,Grassland,NULL,Wetland,NULL,Wetland,Water,Forest,Water
1000,Grassland,NULL,Wetland,NULL,Wetland,Water,Forest,Forest
1001,Grassland,NULL,Wetland,NULL,Wetland,Forest,Grassland,Forest
1002,Grassland,NULL,Wetland,NULL,Wetland,Forest,Forest,Forest
1003,Grassland,NULL,Wetland,Non_Water,Wetland,Grassland,Grassland,Grassland
1004,Grassland,NULL,Wetland,Non_Water,Wetland,Grassland,Forest,Wetland
1005,Grassland,NULL,Wetland,Non_Water,Wetland,Wetland,Grassland,Grassland
1006,Grassland,NULL,Wetland,Non_Water,Wetland,Wetland,Grassland,Wetland
1007,Grassland,NULL,Wetland,Non_Water,Wetland,Bareland,Grassland,Grassland
1008,Grassland,NULL,Wetland,Non_Water,Wetland,Bareland,Grassland,Forest
1009,Grassland,NULL,Wetland,Non_Water,Wetland,Bareland,Bareland,Grassland
1010,Grassland,NULL,Wetland,Non_Water,Wetland,Bareland,Bareland,Forest
1011,Grassland,NULL,Wetland,Non_Water,Wetland,Bareland,Water,Grassland
1012,Grassland,NULL,Wetland,Non_Water,Wetland,Bareland,Forest,Grassland
1013,Grassland,NULL,Wetland,Non_Water,Wetland,Bareland,Forest,Wetland
1014,Grassland,NULL,Wetland,Water,Wetland,Grassland,Grassland,Grassland
1015,Grassland,NULL,Wetland,Water,Wetland,Grassland,Grassland,Water
1016,Grassland,NULL,Wetland,Water,Wetland,Bareland,Grassland,Grassland
1017,Grassland,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1018,Grassland,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,Wetland
1019,Grassland,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,Forest
1020,Grassland,NULL,Bareland,NULL,Non_Wetland,Grassland,Water,Grassland
1021,Grassland,NULL,Bareland,NULL,Non_Wetland,Grassland,Forest,Grassland
1022,Grassland,NULL,Bareland,NULL,Non_Wetland,Grassland,Forest,Wetland
1023,Grassland,NULL,Bareland,NULL,Non_Wetland,Grassland,Forest,Forest
1024,Grassland,NULL,Bareland,NULL,Non_Wetland,Wetland,Grassland,Grassland
1025,Grassland,NULL,Bareland,NULL,Non_Wetland,Wetland,Grassland,Bareland
1026,Grassland,NULL,Bareland,NULL,Non_Wetland,Wetland,Grassland,Forest
1027,Grassland,NULL,Bareland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1028,Grassland,NULL,Bareland,NULL,Non_Wetland,Bareland,Grassland,Forest
1029,Grassland,NULL,Bareland,NULL,Non_Wetland,Bareland,Forest,Grassland
1030,Grassland,NULL,Bareland,NULL,Non_Wetland,Forest,Grassland,Grassland
1031,Grassland,NULL,Bareland,NULL,Non_Wetland,Forest,Grassland,Forest
1032,Grassland,NULL,Bareland,NULL,Non_Wetland,Forest,Forest,Grassland
1033,Grassland,NULL,Bareland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
1034,Grassland,NULL,Bareland,Non_Water,Non_Wetland,Grassland,Grassland,Bareland
1035,Grassland,NULL,Bareland,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
1036,Grassland,NULL,Bareland,Non_Water,Non_Wetland,Bareland,Water,Grassland
1037,Grassland,NULL,Bareland,Non_Water,Non_Wetland,Bareland,Forest,Grassland
1038,Grassland,NULL,Bareland,Non_Water,Non_Wetland,Bareland,Forest,Wetland
1039,Grassland,NULL,Bareland,Water,Non_Wetland,Grassland,Grassland,Water
1040,Grassland,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
1041,Grassland,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Built-up
1042,Grassland,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Forest
1043,Grassland,NULL,Built-up,NULL,Non_Wetland,Grassland,Bareland,Grassland
1044,Grassland,NULL,Built-up,NULL,Non_Wetland,Grassland,Bareland,Forest
1045,Grassland,NULL,Built-up,NULL,Non_Wetland,Grassland,Built-up,Grassland
1046,Grassland,NULL,Built-up,NULL,Non_Wetland,Grassland,Forest,Grassland
1047,Grassland,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
1048,Grassland,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Bareland
1049,Grassland,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Built-up
1050,Grassland,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Forest
1051,Grassland,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
1052,Grassland,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Bareland
1053,Grassland,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Forest
1054,Grassland,NULL,Built-up,NULL,Non_Wetland,Bareland,Built-up,Grassland
1055,Grassland,NULL,Built-up,NULL,Non_Wetland,Bareland,Forest,Grassland
1056,Grassland,NULL,Built-up,NULL,Non_Wetland,Built-up,Grassland,Grassland
1057,Grassland,NULL,Built-up,NULL,Non_Wetland,Built-up,Built-up,Grassland
1058,Grassland,NULL,Built-up,NULL,Non_Wetland,Built-up,Built-up,Forest
1059,Grassland,NULL,Water,NULL,Water,Grassland,Grassland,Grassland
1060,Grassland,NULL,Water,NULL,Water,Grassland,Grassland,Forest
1061,Grassland,NULL,Water,NULL,Water,Grassland,Wetland,Grassland
1062,Grassland,NULL,Water,NULL,Water,Grassland,Water,Grassland
1063,Grassland,NULL,Water,NULL,Water,Grassland,Forest,Grassland
1064,Grassland,NULL,Water,NULL,Water,Wetland,Grassland,Grassland
1065,Grassland,NULL,Water,NULL,Water,Bareland,Grassland,Grassland
1066,Grassland,NULL,Water,NULL,Water,Bareland,Grassland,Bareland
1067,Grassland,NULL,Water,NULL,Water,Bareland,Grassland,Forest
1068,Grassland,NULL,Water,NULL,Water,Bareland,Water,Grassland
1069,Grassland,NULL,Water,NULL,Water,Bareland,Water,Bareland
1070,Grassland,NULL,Water,NULL,Water,Bareland,Forest,Grassland
1071,Grassland,NULL,Water,NULL,Water,Bareland,Forest,Bareland
1072,Grassland,NULL,Water,NULL,Water,Bareland,Forest,Water
1073,Grassland,NULL,Water,NULL,Water,Bareland,Forest,Forest
1074,Grassland,NULL,Water,NULL,Water,Water,Forest,Grassland
1075,Grassland,NULL,Water,NULL,Water,Water,Forest,Water
1076,Grassland,NULL,Water,NULL,Water,Water,Forest,Forest
1077,Grassland,NULL,Water,Non_Water,Water,Grassland,Grassland,Grassland
1078,Grassland,NULL,Water,Non_Water,Water,Grassland,Grassland,Bareland
1079,Grassland,NULL,Water,Non_Water,Water,Bareland,Grassland,Grassland
1080,Grassland,NULL,Water,Non_Water,Water,Bareland,Bareland,Grassland
1081,Grassland,NULL,Water,Non_Water,Water,Bareland,Bareland,Forest
1082,Grassland,NULL,Water,Water,Water,Grassland,Grassland,Grassland
1083,Grassland,NULL,Water,Water,Water,Wetland,Grassland,Water
1084,Grassland,NULL,Water,Water,Water,Bareland,Grassland,Grassland
1085,Grassland,NULL,Water,Water,Water,Bareland,Water,Grassland
1086,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Grassland
1087,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
1088,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,Grassland
1089,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
1090,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,Forest,Grassland
1091,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,Forest,Forest
1092,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
1093,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
1094,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,NULL
1095,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
1096,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Cropland
1097,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Built-up
1098,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
1099,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
1100,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
1101,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,Grassland
1102,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
1103,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Water,Grassland
1104,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Water,Forest
1105,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
1106,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
1107,Grassland,NULL,Forest,NULL,Non_Wetland,Cropland,Grassland,Forest
1108,Grassland,NULL,Forest,NULL,Non_Wetland,Cropland,Forest,Forest
1109,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
1110,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
1111,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
1112,Grassland,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,NULL
1113,Grassland,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
1114,Grassland,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Wetland
1115,Grassland,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Bareland
1116,Grassland,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Built-up
1117,Grassland,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Water
1118,Grassland,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
1119,Grassland,NULL,Forest,NULL,Non_Wetland,Bareland,Wetland,Grassland
1120,Grassland,NULL,Forest,NULL,Non_Wetland,Bareland,Wetland,Forest
1121,Grassland,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,Grassland
1122,Grassland,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
1123,Grassland,NULL,Forest,NULL,Non_Wetland,Bareland,Water,Grassland
1124,Grassland,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Grassland
1125,Grassland,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Bareland
1126,Grassland,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
1127,Grassland,NULL,Forest,NULL,Non_Wetland,Built-up,Built-up,Grassland
1128,Grassland,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Grassland
1129,Grassland,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Forest
1130,Grassland,NULL,Forest,NULL,Non_Wetland,Water,Forest,Grassland
1131,Grassland,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Grassland
1132,Grassland,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
1133,Grassland,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Grassland
1134,Grassland,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Forest
1135,Grassland,NULL,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
1136,Grassland,NULL,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Forest
1137,Grassland,NULL,Forest,Non_Water,Non_Wetland,Grassland,Bareland,Grassland
1138,Grassland,NULL,Forest,Non_Water,Non_Wetland,Grassland,Bareland,Forest
1139,Grassland,NULL,Forest,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
1140,Grassland,NULL,Forest,Non_Water,Non_Wetland,Bareland,Grassland,Forest
1141,Grassland,NULL,Forest,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
1142,Grassland,NULL,Forest,Non_Water,Non_Wetland,Bareland,Forest,Grassland
1143,Grassland,NULL,Forest,Water,Non_Wetland,Grassland,Grassland,Grassland
1144,Grassland,NULL,Forest,Water,Non_Wetland,Grassland,Grassland,Forest
1145,Grassland,NULL,Forest,Water,Non_Wetland,Grassland,Wetland,Grassland
1146,Grassland,NULL,Forest,Water,Non_Wetland,Wetland,Grassland,Grassland
1147,Grassland,NULL,Forest,Water,Non_Wetland,Bareland,Grassland,Grassland
1148,Grassland,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
1149,Grassland,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Built-up
1150,Grassland,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
1151,Grassland,Cropland,NULL,NULL,Non_Wetland,Grassland,Bareland,Grassland
1152,Grassland,Cropland,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
1153,Grassland,Cropland,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
1154,Grassland,Cropland,NULL,NULL,Non_Wetland,Wetland,Grassland,Grassland
1155,Grassland,Cropland,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
1156,Grassland,Cropland,NULL,NULL,Non_Wetland,Bareland,Grassland,Bareland
1157,Grassland,Cropland,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
1158,Grassland,Cropland,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
1159,Grassland,Cropland,NULL,NULL,Non_Wetland,Bareland,Forest,Grassland
1160,Grassland,Cropland,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
1161,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
1162,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1163,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Built-up
1164,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
1165,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Grassland
1166,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
1167,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
1168,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
1169,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1170,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Bareland
1171,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Built-up
1172,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
1173,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
1174,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
1175,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
1176,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Grassland
1177,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Water,Grassland,Bareland
1178,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Forest,Grassland,Grassland
1179,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
1180,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
1181,Grassland,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
1182,Grassland,Cropland,Shrubland,Water,Non_Wetland,Bareland,Grassland,Grassland
1183,Grassland,Cropland,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
1184,Grassland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1185,Grassland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Bareland
1186,Grassland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Built-up
1187,Grassland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
1188,Grassland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
1189,Grassland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Bareland,Grassland
1190,Grassland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Bareland,Forest
1191,Grassland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
1192,Grassland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
1193,Grassland,Cropland,Grassland,NULL,Non_Wetland,Wetland,Grassland,Grassland
1194,Grassland,Cropland,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1195,Grassland,Cropland,Grassland,NULL,Non_Wetland,Bareland,Grassland,Bareland
1196,Grassland,Cropland,Grassland,NULL,Non_Wetland,Bareland,Grassland,Built-up
1197,Grassland,Cropland,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
1198,Grassland,Cropland,Grassland,NULL,Non_Wetland,Bareland,Bareland,Grassland
1199,Grassland,Cropland,Grassland,NULL,Non_Wetland,Bareland,Bareland,Built-up
1200,Grassland,Cropland,Grassland,NULL,Non_Wetland,Bareland,Bareland,Forest
1201,Grassland,Cropland,Grassland,NULL,Non_Wetland,Bareland,Forest,Grassland
1202,Grassland,Cropland,Grassland,NULL,Non_Wetland,Built-up,Grassland,Grassland
1203,Grassland,Cropland,Grassland,NULL,Non_Wetland,Built-up,Built-up,Grassland
1204,Grassland,Cropland,Grassland,NULL,Non_Wetland,Water,Grassland,Grassland
1205,Grassland,Cropland,Grassland,NULL,Non_Wetland,Forest,Grassland,Grassland
1206,Grassland,Cropland,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
1207,Grassland,Cropland,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
1208,Grassland,Cropland,Grassland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
1209,Grassland,Cropland,Grassland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
1210,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1211,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Built-up
1212,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
1213,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
1214,Grassland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1215,Grassland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Bareland
1216,Grassland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Built-up
1217,Grassland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
1218,Grassland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
1219,Grassland,Cropland,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
1220,Grassland,Cropland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
1221,Grassland,Cropland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Bareland
1222,Grassland,Cropland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Built-up
1223,Grassland,Cropland,Built-up,NULL,Non_Wetland,Grassland,Bareland,Grassland
1224,Grassland,Cropland,Built-up,NULL,Non_Wetland,Grassland,Bareland,Bareland
1225,Grassland,Cropland,Built-up,NULL,Non_Wetland,Grassland,Forest,Grassland
1226,Grassland,Cropland,Built-up,NULL,Non_Wetland,Wetland,Grassland,Grassland
1227,Grassland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
1228,Grassland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Grassland,Built-up
1229,Grassland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
1230,Grassland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Bareland,Bareland
1231,Grassland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Bareland,Built-up
