Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_23KNU_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23KNU_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23KNU_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_23KNU_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23KNU_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23KNU_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23KNU_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_23KNU_M_R
19381,Water,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
19382,Water,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
19383,Water,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
19384,Water,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Water
19385,Water,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Forest
19386,Water,NULL,NULL,NULL,Non_Wetland,NULL,Grassland,NULL
19387,Water,NULL,NULL,NULL,Non_Wetland,NULL,Grassland,Grassland
19388,Water,NULL,NULL,NULL,Non_Wetland,NULL,Grassland,Wetland
19389,Water,NULL,NULL,NULL,Non_Wetland,NULL,Grassland,Bareland
19390,Water,NULL,NULL,NULL,Non_Wetland,NULL,Grassland,Water
19391,Water,NULL,NULL,NULL,Non_Wetland,NULL,Grassland,Forest
19392,Water,NULL,NULL,NULL,Non_Wetland,NULL,Wetland,Forest
19393,Water,NULL,NULL,NULL,Non_Wetland,NULL,Bareland,Water
19394,Water,NULL,NULL,NULL,Non_Wetland,NULL,Water,Grassland
19395,Water,NULL,NULL,NULL,Non_Wetland,NULL,Water,Cropland
19396,Water,NULL,NULL,NULL,Non_Wetland,NULL,Water,Wetland
19397,Water,NULL,NULL,NULL,Non_Wetland,NULL,Water,Bareland
19398,Water,NULL,NULL,NULL,Non_Wetland,NULL,Water,Built-up
19399,Water,NULL,NULL,NULL,Non_Wetland,NULL,Water,Water
19400,Water,NULL,NULL,NULL,Non_Wetland,NULL,Water,Forest
19401,Water,NULL,NULL,NULL,Non_Wetland,NULL,Forest,Grassland
19402,Water,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,Grassland
19403,Water,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,Forest
19404,Water,NULL,NULL,NULL,Non_Wetland,Shrubland,Water,Bareland
19405,Water,NULL,NULL,NULL,Non_Wetland,Shrubland,Water,Forest
19406,Water,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,NULL
19407,Water,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
19408,Water,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Built-up
19409,Water,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Forest
19410,Water,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
19411,Water,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Bareland
19412,Water,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Water
19413,Water,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
19414,Water,NULL,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
19415,Water,NULL,NULL,NULL,Non_Wetland,Grassland,Water,Grassland
19416,Water,NULL,NULL,NULL,Non_Wetland,Grassland,Water,Water
19417,Water,NULL,NULL,NULL,Non_Wetland,Grassland,Water,Forest
19418,Water,NULL,NULL,NULL,Non_Wetland,Cropland,Wetland,Cropland
19419,Water,NULL,NULL,NULL,Non_Wetland,Wetland,NULL,Grassland
19420,Water,NULL,NULL,NULL,Non_Wetland,Wetland,NULL,Wetland
19421,Water,NULL,NULL,NULL,Non_Wetland,Wetland,NULL,Bareland
19422,Water,NULL,NULL,NULL,Non_Wetland,Wetland,NULL,Water
19423,Water,NULL,NULL,NULL,Non_Wetland,Wetland,NULL,Forest
19424,Water,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,Grassland
19425,Water,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,Wetland
19426,Water,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,Bareland
19427,Water,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,Water
19428,Water,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,Forest
19429,Water,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
19430,Water,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Wetland
19431,Water,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
19432,Water,NULL,NULL,NULL,Non_Wetland,Wetland,Bareland,Grassland
19433,Water,NULL,NULL,NULL,Non_Wetland,Wetland,Bareland,Forest
19434,Water,NULL,NULL,NULL,Non_Wetland,Wetland,Water,NULL
19435,Water,NULL,NULL,NULL,Non_Wetland,Wetland,Water,Grassland
19436,Water,NULL,NULL,NULL,Non_Wetland,Wetland,Water,Wetland
19437,Water,NULL,NULL,NULL,Non_Wetland,Wetland,Water,Bareland
19438,Water,NULL,NULL,NULL,Non_Wetland,Wetland,Water,Water
19439,Water,NULL,NULL,NULL,Non_Wetland,Wetland,Water,Forest
19440,Water,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,NULL
19441,Water,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,Grassland
19442,Water,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,Cropland
19443,Water,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,Bareland
19444,Water,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,Built-up
19445,Water,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,Water
19446,Water,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,Forest
19447,Water,NULL,NULL,NULL,Non_Wetland,Bareland,Shrubland,Grassland
19448,Water,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
19449,Water,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Wetland
19450,Water,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Bareland
19451,Water,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Water
19452,Water,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
19453,Water,NULL,NULL,NULL,Non_Wetland,Bareland,Wetland,Bareland
19454,Water,NULL,NULL,NULL,Non_Wetland,Bareland,Wetland,Forest
19455,Water,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
19456,Water,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Wetland
19457,Water,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Bareland
19458,Water,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Water
19459,Water,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Forest
19460,Water,NULL,NULL,NULL,Non_Wetland,Bareland,Built-up,Built-up
19461,Water,NULL,NULL,NULL,Non_Wetland,Bareland,Built-up,Water
19462,Water,NULL,NULL,NULL,Non_Wetland,Bareland,Water,NULL
19463,Water,NULL,NULL,NULL,Non_Wetland,Bareland,Water,Grassland
19464,Water,NULL,NULL,NULL,Non_Wetland,Bareland,Water,Bareland
19465,Water,NULL,NULL,NULL,Non_Wetland,Bareland,Water,Built-up
19466,Water,NULL,NULL,NULL,Non_Wetland,Bareland,Water,Water
19467,Water,NULL,NULL,NULL,Non_Wetland,Bareland,Water,Forest
19468,Water,NULL,NULL,NULL,Non_Wetland,Bareland,Forest,Forest
19469,Water,NULL,NULL,NULL,Non_Wetland,Built-up,NULL,Bareland
19470,Water,NULL,NULL,NULL,Non_Wetland,Built-up,Grassland,Grassland
19471,Water,NULL,NULL,NULL,Non_Wetland,Built-up,Grassland,Bareland
19472,Water,NULL,NULL,NULL,Non_Wetland,Built-up,Grassland,Forest
19473,Water,NULL,NULL,NULL,Non_Wetland,Built-up,Built-up,Grassland
19474,Water,NULL,NULL,NULL,Non_Wetland,Built-up,Built-up,Built-up
19475,Water,NULL,NULL,NULL,Non_Wetland,Built-up,Built-up,Water
19476,Water,NULL,NULL,NULL,Non_Wetland,Built-up,Built-up,Forest
19477,Water,NULL,NULL,NULL,Non_Wetland,Built-up,Water,Grassland
19478,Water,NULL,NULL,NULL,Non_Wetland,Built-up,Water,Bareland
19479,Water,NULL,NULL,NULL,Non_Wetland,Water,NULL,NULL
19480,Water,NULL,NULL,NULL,Non_Wetland,Water,NULL,Grassland
19481,Water,NULL,NULL,NULL,Non_Wetland,Water,NULL,Cropland
19482,Water,NULL,NULL,NULL,Non_Wetland,Water,NULL,Wetland
19483,Water,NULL,NULL,NULL,Non_Wetland,Water,NULL,Bareland
19484,Water,NULL,NULL,NULL,Non_Wetland,Water,NULL,Water
19485,Water,NULL,NULL,NULL,Non_Wetland,Water,NULL,Forest
19486,Water,NULL,NULL,NULL,Non_Wetland,Water,Shrubland,Water
19487,Water,NULL,NULL,NULL,Non_Wetland,Water,Grassland,NULL
19488,Water,NULL,NULL,NULL,Non_Wetland,Water,Grassland,Grassland
19489,Water,NULL,NULL,NULL,Non_Wetland,Water,Grassland,Cropland
19490,Water,NULL,NULL,NULL,Non_Wetland,Water,Grassland,Wetland
19491,Water,NULL,NULL,NULL,Non_Wetland,Water,Grassland,Bareland
19492,Water,NULL,NULL,NULL,Non_Wetland,Water,Grassland,Water
19493,Water,NULL,NULL,NULL,Non_Wetland,Water,Grassland,Forest
19494,Water,NULL,NULL,NULL,Non_Wetland,Water,Wetland,Wetland
19495,Water,NULL,NULL,NULL,Non_Wetland,Water,Wetland,Bareland
19496,Water,NULL,NULL,NULL,Non_Wetland,Water,Bareland,Water
19497,Water,NULL,NULL,NULL,Non_Wetland,Water,Bareland,Forest
19498,Water,NULL,NULL,NULL,Non_Wetland,Water,Built-up,Forest
19499,Water,NULL,NULL,NULL,Non_Wetland,Water,Water,Grassland
19500,Water,NULL,NULL,NULL,Non_Wetland,Water,Water,Cropland
19501,Water,NULL,NULL,NULL,Non_Wetland,Water,Water,Wetland
19502,Water,NULL,NULL,NULL,Non_Wetland,Water,Water,Bareland
19503,Water,NULL,NULL,NULL,Non_Wetland,Water,Water,Water
19504,Water,NULL,NULL,NULL,Non_Wetland,Water,Water,Forest
19505,Water,NULL,NULL,NULL,Non_Wetland,Water,Forest,Bareland
19506,Water,NULL,NULL,NULL,Non_Wetland,Water,Forest,Water
19507,Water,NULL,NULL,NULL,Non_Wetland,Water,Forest,Forest
19508,Water,NULL,NULL,NULL,Non_Wetland,Forest,NULL,Forest
19509,Water,NULL,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
19510,Water,NULL,NULL,NULL,Non_Wetland,Forest,Water,Grassland
19511,Water,NULL,NULL,NULL,Non_Wetland,Forest,Water,Water
19512,Water,NULL,NULL,NULL,Non_Wetland,Forest,Water,Forest
19513,Water,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
19514,Water,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
19515,Water,NULL,NULL,Non_Water,Non_Wetland,NULL,Grassland,Grassland
19516,Water,NULL,NULL,Non_Water,Non_Wetland,NULL,Grassland,Cropland
19517,Water,NULL,NULL,Non_Water,Non_Wetland,NULL,Grassland,Wetland
19518,Water,NULL,NULL,Non_Water,Non_Wetland,NULL,Grassland,Forest
19519,Water,NULL,NULL,Non_Water,Non_Wetland,NULL,Water,Grassland
19520,Water,NULL,NULL,Non_Water,Non_Wetland,NULL,Water,Bareland
19521,Water,NULL,NULL,Non_Water,Non_Wetland,NULL,Water,Water
19522,Water,NULL,NULL,Non_Water,Non_Wetland,NULL,Water,Forest
19523,Water,NULL,NULL,Non_Water,Non_Wetland,NULL,Forest,Forest
19524,Water,NULL,NULL,Non_Water,Non_Wetland,Shrubland,NULL,Water
19525,Water,NULL,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
19526,Water,NULL,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Cropland
19527,Water,NULL,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Water
19528,Water,NULL,NULL,Non_Water,Non_Wetland,Grassland,Water,Grassland
19529,Water,NULL,NULL,Non_Water,Non_Wetland,Wetland,NULL,Wetland
19530,Water,NULL,NULL,Non_Water,Non_Wetland,Wetland,NULL,Bareland
19531,Water,NULL,NULL,Non_Water,Non_Wetland,Wetland,NULL,Water
19532,Water,NULL,NULL,Non_Water,Non_Wetland,Wetland,NULL,Forest
19533,Water,NULL,NULL,Non_Water,Non_Wetland,Wetland,Grassland,Water
19534,Water,NULL,NULL,Non_Water,Non_Wetland,Wetland,Grassland,Forest
19535,Water,NULL,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
19536,Water,NULL,NULL,Non_Water,Non_Wetland,Wetland,Bareland,Grassland
19537,Water,NULL,NULL,Non_Water,Non_Wetland,Wetland,Water,Grassland
19538,Water,NULL,NULL,Non_Water,Non_Wetland,Wetland,Water,Wetland
19539,Water,NULL,NULL,Non_Water,Non_Wetland,Wetland,Water,Water
19540,Water,NULL,NULL,Non_Water,Non_Wetland,Bareland,NULL,Grassland
19541,Water,NULL,NULL,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
19542,Water,NULL,NULL,Non_Water,Non_Wetland,Bareland,Water,Wetland
19543,Water,NULL,NULL,Non_Water,Non_Wetland,Bareland,Water,Water
19544,Water,NULL,NULL,Non_Water,Non_Wetland,Built-up,Grassland,Water
19545,Water,NULL,NULL,Non_Water,Non_Wetland,Water,NULL,Grassland
19546,Water,NULL,NULL,Non_Water,Non_Wetland,Water,NULL,Wetland
19547,Water,NULL,NULL,Non_Water,Non_Wetland,Water,NULL,Water
19548,Water,NULL,NULL,Non_Water,Non_Wetland,Water,NULL,Forest
19549,Water,NULL,NULL,Non_Water,Non_Wetland,Water,Grassland,Grassland
19550,Water,NULL,NULL,Non_Water,Non_Wetland,Water,Grassland,Wetland
19551,Water,NULL,NULL,Non_Water,Non_Wetland,Water,Grassland,Water
19552,Water,NULL,NULL,Non_Water,Non_Wetland,Water,Grassland,Forest
19553,Water,NULL,NULL,Non_Water,Non_Wetland,Water,Bareland,Forest
19554,Water,NULL,NULL,Non_Water,Non_Wetland,Water,Water,NULL
19555,Water,NULL,NULL,Non_Water,Non_Wetland,Water,Water,Grassland
19556,Water,NULL,NULL,Non_Water,Non_Wetland,Water,Water,Cropland
19557,Water,NULL,NULL,Non_Water,Non_Wetland,Water,Water,Wetland
19558,Water,NULL,NULL,Non_Water,Non_Wetland,Water,Water,Bareland
19559,Water,NULL,NULL,Non_Water,Non_Wetland,Water,Water,Water
19560,Water,NULL,NULL,Non_Water,Non_Wetland,Water,Water,Forest
19561,Water,NULL,NULL,Non_Water,Non_Wetland,Water,Forest,Forest
19562,Water,NULL,NULL,Non_Water,Non_Wetland,Forest,NULL,Wetland
19563,Water,NULL,NULL,Non_Water,Non_Wetland,Forest,Grassland,Water
19564,Water,NULL,NULL,Non_Water,Non_Wetland,Forest,Wetland,Forest
19565,Water,NULL,NULL,Water,Non_Wetland,NULL,NULL,Grassland
19566,Water,NULL,NULL,Water,Non_Wetland,NULL,NULL,Bareland
19567,Water,NULL,NULL,Water,Non_Wetland,NULL,NULL,Water
19568,Water,NULL,NULL,Water,Non_Wetland,NULL,NULL,Forest
19569,Water,NULL,NULL,Water,Non_Wetland,NULL,Grassland,Grassland
19570,Water,NULL,NULL,Water,Non_Wetland,NULL,Grassland,Bareland
19571,Water,NULL,NULL,Water,Non_Wetland,NULL,Grassland,Forest
19572,Water,NULL,NULL,Water,Non_Wetland,NULL,Water,Grassland
19573,Water,NULL,NULL,Water,Non_Wetland,NULL,Water,Bareland
19574,Water,NULL,NULL,Water,Non_Wetland,NULL,Water,Water
19575,Water,NULL,NULL,Water,Non_Wetland,NULL,Forest,Water
19576,Water,NULL,NULL,Water,Non_Wetland,Shrubland,NULL,Grassland
19577,Water,NULL,NULL,Water,Non_Wetland,Shrubland,Water,Water
19578,Water,NULL,NULL,Water,Non_Wetland,Grassland,NULL,Grassland
19579,Water,NULL,NULL,Water,Non_Wetland,Grassland,Grassland,Grassland
19580,Water,NULL,NULL,Water,Non_Wetland,Grassland,Bareland,Water
19581,Water,NULL,NULL,Water,Non_Wetland,Grassland,Water,Grassland
19582,Water,NULL,NULL,Water,Non_Wetland,Grassland,Water,Bareland
19583,Water,NULL,NULL,Water,Non_Wetland,Wetland,NULL,Grassland
19584,Water,NULL,NULL,Water,Non_Wetland,Wetland,NULL,Water
19585,Water,NULL,NULL,Water,Non_Wetland,Wetland,Grassland,Water
19586,Water,NULL,NULL,Water,Non_Wetland,Wetland,Wetland,Water
19587,Water,NULL,NULL,Water,Non_Wetland,Wetland,Bareland,Grassland
19588,Water,NULL,NULL,Water,Non_Wetland,Wetland,Bareland,Forest
19589,Water,NULL,NULL,Water,Non_Wetland,Wetland,Water,Water
19590,Water,NULL,NULL,Water,Non_Wetland,Bareland,NULL,Water
19591,Water,NULL,NULL,Water,Non_Wetland,Bareland,Bareland,Grassland
19592,Water,NULL,NULL,Water,Non_Wetland,Bareland,Water,Bareland
19593,Water,NULL,NULL,Water,Non_Wetland,Bareland,Water,Water
19594,Water,NULL,NULL,Water,Non_Wetland,Built-up,Water,Grassland
19595,Water,NULL,NULL,Water,Non_Wetland,Water,NULL,Bareland
19596,Water,NULL,NULL,Water,Non_Wetland,Water,NULL,Water
19597,Water,NULL,NULL,Water,Non_Wetland,Water,Grassland,Grassland
19598,Water,NULL,NULL,Water,Non_Wetland,Water,Grassland,Bareland
19599,Water,NULL,NULL,Water,Non_Wetland,Water,Grassland,Water
19600,Water,NULL,NULL,Water,Non_Wetland,Water,Grassland,Forest
19601,Water,NULL,NULL,Water,Non_Wetland,Water,Wetland,Water
19602,Water,NULL,NULL,Water,Non_Wetland,Water,Water,Grassland
19603,Water,NULL,NULL,Water,Non_Wetland,Water,Water,Cropland
19604,Water,NULL,NULL,Water,Non_Wetland,Water,Water,Wetland
19605,Water,NULL,NULL,Water,Non_Wetland,Water,Water,Bareland
19606,Water,NULL,NULL,Water,Non_Wetland,Water,Water,Water
19607,Water,NULL,NULL,Water,Non_Wetland,Water,Water,Forest
19608,Water,NULL,NULL,Water,Non_Wetland,Forest,Water,Forest
19609,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
19610,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
19611,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
19612,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
19613,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
19614,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
19615,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
19616,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,NULL
19617,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
19618,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Cropland
19619,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Wetland
19620,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Bareland
19621,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Built-up
19622,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Water
19623,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
19624,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,Wetland,Grassland
19625,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,Wetland,Cropland
19626,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,Wetland,Wetland
19627,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,Wetland,Forest
19628,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,Grassland
19629,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,Bareland
19630,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,Water,Grassland
19631,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,Water,Bareland
19632,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,Water,Water
19633,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,Water,Forest
19634,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,Grassland
19635,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,Bareland
19636,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,Water
19637,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,Forest
19638,Water,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,NULL
19639,Water,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Grassland
19640,Water,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Bareland
19641,Water,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Water
19642,Water,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Forest
19643,Water,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
19644,Water,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
19645,Water,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Bareland
19646,Water,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Water
19647,Water,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Forest
19648,Water,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Grassland
19649,Water,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Forest
19650,Water,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Water,Grassland
19651,Water,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Water,Bareland
19652,Water,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Water,Water
19653,Water,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Water,Forest
19654,Water,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Grassland
19655,Water,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
19656,Water,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Cropland
19657,Water,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Bareland
19658,Water,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Water
19659,Water,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
19660,Water,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
19661,Water,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Cropland
19662,Water,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
19663,Water,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,NULL
19664,Water,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Grassland
19665,Water,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Cropland
19666,Water,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Built-up
19667,Water,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Water
19668,Water,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Forest
19669,Water,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
19670,Water,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,NULL
19671,Water,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Grassland
19672,Water,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Cropland
19673,Water,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Wetland
19674,Water,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Bareland
19675,Water,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Water
19676,Water,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Forest
19677,Water,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Grassland
19678,Water,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,NULL
19679,Water,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
19680,Water,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Wetland
19681,Water,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Bareland
19682,Water,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Water
19683,Water,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
19684,Water,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,NULL
19685,Water,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
19686,Water,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Wetland
19687,Water,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Water
19688,Water,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
19689,Water,NULL,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Forest
19690,Water,NULL,Shrubland,NULL,Non_Wetland,Wetland,Water,NULL
19691,Water,NULL,Shrubland,NULL,Non_Wetland,Wetland,Water,Grassland
19692,Water,NULL,Shrubland,NULL,Non_Wetland,Wetland,Water,Wetland
19693,Water,NULL,Shrubland,NULL,Non_Wetland,Wetland,Water,Bareland
19694,Water,NULL,Shrubland,NULL,Non_Wetland,Wetland,Water,Water
19695,Water,NULL,Shrubland,NULL,Non_Wetland,Wetland,Water,Forest
19696,Water,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,NULL
19697,Water,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Grassland
19698,Water,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Water
19699,Water,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Forest
19700,Water,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,NULL
19701,Water,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
19702,Water,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Cropland
19703,Water,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Bareland
19704,Water,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Built-up
19705,Water,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Water
19706,Water,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Forest
19707,Water,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,NULL
19708,Water,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
19709,Water,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Bareland
19710,Water,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Built-up
19711,Water,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Water
19712,Water,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
19713,Water,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,NULL
19714,Water,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Water
19715,Water,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Forest
19716,Water,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
19717,Water,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
19718,Water,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Built-up
19719,Water,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Water
19720,Water,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
19721,Water,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Grassland
19722,Water,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Built-up
19723,Water,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Forest
