Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_18NXH_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_18NXH_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_18NXH_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_18NXH_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_18NXH_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_18NXH_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_18NXH_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_18NXH_M_R
340,Wetland,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
341,Wetland,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
342,Wetland,Wetland,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
343,Wetland,Wetland,Wetland,NULL,Wetland,NULL,NULL,NULL
344,Wetland,Wetland,Wetland,NULL,Wetland,NULL,NULL,Grassland
345,Wetland,Wetland,Wetland,Water,Wetland,NULL,NULL,Wetland
346,Wetland,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
347,Wetland,Wetland,Forest,Water,Non_Wetland,NULL,NULL,Grassland
348,Wetland,Water,Wetland,NULL,Wetland,NULL,NULL,Grassland
349,Wetland,Water,Wetland,NULL,Wetland,NULL,NULL,Wetland
350,Wetland,Water,Wetland,NULL,Wetland,NULL,NULL,Forest
351,Wetland,Water,Bareland,Water,Non_Wetland,NULL,NULL,Water
352,Wetland,Water,Water,NULL,Water,NULL,NULL,Water
353,Wetland,Water,Water,NULL,Water,NULL,NULL,Forest
354,Wetland,Water,Water,Water,Water,NULL,NULL,Water
355,Wetland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
356,Wetland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Forest
357,Wetland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
358,Wetland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
359,Wetland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
360,Wetland,Forest,Wetland,NULL,Wetland,NULL,NULL,Forest
361,Wetland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
362,Wetland,Forest,Forest,Water,Non_Wetland,NULL,NULL,Forest
363,Bareland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
364,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
365,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
366,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
367,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
368,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
369,Bareland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
370,Bareland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
371,Bareland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Bareland
372,Bareland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Water
373,Bareland,NULL,Wetland,Water,Wetland,NULL,NULL,Grassland
374,Bareland,NULL,Wetland,Water,Wetland,NULL,NULL,Bareland
375,Bareland,NULL,Wetland,Water,Wetland,NULL,NULL,Water
376,Bareland,NULL,Wetland,Water,Wetland,NULL,NULL,Forest
377,Bareland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
378,Bareland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
379,Bareland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
380,Bareland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
381,Bareland,NULL,Water,NULL,Water,NULL,NULL,Grassland
382,Bareland,NULL,Water,Water,Water,NULL,NULL,Bareland
383,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
384,Bareland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Bareland
385,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
386,Bareland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
387,Bareland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
388,Bareland,Bareland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
389,Bareland,Bareland,NULL,Water,Non_Wetland,NULL,NULL,Grassland
390,Bareland,Bareland,NULL,Water,Non_Wetland,NULL,NULL,Bareland
391,Bareland,Bareland,NULL,Water,Non_Wetland,NULL,NULL,Water
392,Bareland,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
393,Bareland,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
394,Bareland,Bareland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
395,Bareland,Bareland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
396,Bareland,Bareland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
397,Bareland,Bareland,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
398,Bareland,Bareland,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
399,Bareland,Bareland,Shrubland,Water,Non_Wetland,NULL,NULL,Water
400,Bareland,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
401,Bareland,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
402,Bareland,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
403,Bareland,Bareland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
404,Bareland,Bareland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Water
405,Bareland,Bareland,Grassland,Water,Non_Wetland,NULL,NULL,Bareland
406,Bareland,Bareland,Grassland,Water,Non_Wetland,NULL,NULL,Water
407,Bareland,Bareland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
408,Bareland,Bareland,Wetland,NULL,Wetland,NULL,NULL,Grassland
409,Bareland,Bareland,Wetland,NULL,Wetland,NULL,NULL,Bareland
410,Bareland,Bareland,Wetland,NULL,Wetland,NULL,NULL,Forest
411,Bareland,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
412,Bareland,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
413,Bareland,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Water
414,Bareland,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Forest
415,Bareland,Bareland,Wetland,Water,Wetland,NULL,NULL,Grassland
416,Bareland,Bareland,Wetland,Water,Wetland,NULL,NULL,Bareland
417,Bareland,Bareland,Wetland,Water,Wetland,NULL,NULL,Water
418,Bareland,Bareland,Wetland,Water,Wetland,NULL,NULL,Forest
419,Bareland,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
420,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
421,Bareland,Bareland,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
422,Bareland,Bareland,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
423,Bareland,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
424,Bareland,Bareland,Built-up,Non_Water,Non_Wetland,NULL,NULL,Bareland
425,Bareland,Bareland,Built-up,Non_Water,Non_Wetland,NULL,NULL,Water
426,Bareland,Bareland,Built-up,Water,Non_Wetland,NULL,NULL,Grassland
427,Bareland,Bareland,Built-up,Water,Non_Wetland,NULL,NULL,Bareland
428,Bareland,Bareland,Built-up,Water,Non_Wetland,NULL,NULL,Water
429,Bareland,Bareland,Water,NULL,Water,NULL,NULL,Grassland
430,Bareland,Bareland,Water,NULL,Water,NULL,NULL,Bareland
431,Bareland,Bareland,Water,NULL,Water,NULL,NULL,Water
432,Bareland,Bareland,Water,Non_Water,Water,NULL,NULL,Grassland
433,Bareland,Bareland,Water,Non_Water,Water,NULL,NULL,Bareland
434,Bareland,Bareland,Water,Water,Water,NULL,NULL,Grassland
435,Bareland,Bareland,Water,Water,Water,NULL,NULL,Bareland
436,Bareland,Bareland,Water,Water,Water,NULL,NULL,Water
437,Bareland,Bareland,Water,Water,Water,NULL,NULL,Forest
438,Bareland,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
439,Bareland,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Water
440,Bareland,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
441,Bareland,Bareland,Forest,Non_Water,Non_Wetland,NULL,NULL,Bareland
442,Bareland,Bareland,Forest,Water,Non_Wetland,NULL,NULL,Grassland
443,Bareland,Bareland,Forest,Water,Non_Wetland,NULL,NULL,Bareland
444,Bareland,Bareland,Forest,Water,Non_Wetland,NULL,NULL,Water
445,Bareland,Water,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
446,Bareland,Water,NULL,NULL,Non_Wetland,NULL,NULL,Forest
447,Bareland,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Bareland
448,Bareland,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Water
449,Bareland,Water,NULL,Water,Non_Wetland,NULL,NULL,Water
450,Bareland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
451,Bareland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
452,Bareland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
453,Bareland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
454,Bareland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
455,Bareland,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
456,Bareland,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
457,Bareland,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
458,Bareland,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
459,Bareland,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
460,Bareland,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Water
461,Bareland,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
462,Bareland,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
463,Bareland,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Water
464,Bareland,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
465,Bareland,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
466,Bareland,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Bareland
467,Bareland,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Water
468,Bareland,Water,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
469,Bareland,Water,Grassland,Water,Non_Wetland,NULL,NULL,Bareland
470,Bareland,Water,Grassland,Water,Non_Wetland,NULL,NULL,Water
471,Bareland,Water,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
472,Bareland,Water,Cropland,Non_Water,Non_Wetland,NULL,NULL,Bareland
473,Bareland,Water,Cropland,Water,Non_Wetland,NULL,NULL,Water
474,Bareland,Water,Wetland,NULL,Wetland,NULL,NULL,Grassland
475,Bareland,Water,Wetland,NULL,Wetland,NULL,NULL,Bareland
476,Bareland,Water,Wetland,NULL,Wetland,NULL,NULL,Water
477,Bareland,Water,Wetland,NULL,Wetland,NULL,NULL,Forest
478,Bareland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
479,Bareland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
480,Bareland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Water
481,Bareland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Forest
482,Bareland,Water,Wetland,Water,Wetland,NULL,NULL,Grassland
483,Bareland,Water,Wetland,Water,Wetland,NULL,NULL,Bareland
484,Bareland,Water,Wetland,Water,Wetland,NULL,NULL,Water
485,Bareland,Water,Wetland,Water,Wetland,NULL,NULL,Forest
486,Bareland,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
487,Bareland,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
488,Bareland,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
489,Bareland,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
490,Bareland,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
491,Bareland,Water,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
492,Bareland,Water,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
493,Bareland,Water,Bareland,Water,Non_Wetland,NULL,NULL,Water
494,Bareland,Water,Bareland,Water,Non_Wetland,NULL,NULL,Forest
495,Bareland,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
496,Bareland,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Water
497,Bareland,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
498,Bareland,Water,Built-up,Non_Water,Non_Wetland,NULL,NULL,Bareland
499,Bareland,Water,Built-up,Water,Non_Wetland,NULL,NULL,Bareland
500,Bareland,Water,Built-up,Water,Non_Wetland,NULL,NULL,Water
501,Bareland,Water,Water,NULL,Water,NULL,NULL,Grassland
502,Bareland,Water,Water,NULL,Water,NULL,NULL,Bareland
503,Bareland,Water,Water,NULL,Water,NULL,NULL,Water
504,Bareland,Water,Water,NULL,Water,NULL,NULL,Forest
505,Bareland,Water,Water,Non_Water,Water,NULL,NULL,Grassland
506,Bareland,Water,Water,Non_Water,Water,NULL,NULL,Bareland
507,Bareland,Water,Water,Non_Water,Water,NULL,NULL,Water
508,Bareland,Water,Water,Non_Water,Water,NULL,NULL,Forest
509,Bareland,Water,Water,Water,Water,NULL,NULL,Grassland
510,Bareland,Water,Water,Water,Water,NULL,NULL,Cropland
511,Bareland,Water,Water,Water,Water,NULL,NULL,Bareland
512,Bareland,Water,Water,Water,Water,NULL,NULL,Water
513,Bareland,Water,Water,Water,Water,NULL,NULL,Forest
514,Bareland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
515,Bareland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
516,Bareland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Water
517,Bareland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Forest
518,Bareland,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
519,Bareland,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
520,Bareland,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
521,Bareland,Water,Forest,Water,Non_Wetland,NULL,NULL,Grassland
522,Bareland,Water,Forest,Water,Non_Wetland,NULL,NULL,Bareland
523,Bareland,Water,Forest,Water,Non_Wetland,NULL,NULL,Water
524,Bareland,Water,Forest,Water,Non_Wetland,NULL,NULL,Forest
525,Bareland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
526,Bareland,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
527,Bareland,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
528,Bareland,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Water
529,Bareland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
530,Bareland,Forest,Grassland,Water,Non_Wetland,NULL,NULL,Bareland
531,Bareland,Forest,Grassland,Water,Non_Wetland,NULL,NULL,Forest
532,Bareland,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
533,Bareland,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Water
534,Bareland,Forest,Wetland,Water,Wetland,NULL,NULL,Grassland
535,Bareland,Forest,Wetland,Water,Wetland,NULL,NULL,Bareland
536,Bareland,Forest,Wetland,Water,Wetland,NULL,NULL,Water
537,Bareland,Forest,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
538,Bareland,Forest,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
539,Bareland,Forest,Water,Water,Water,NULL,NULL,Grassland
540,Bareland,Forest,Water,Water,Water,NULL,NULL,Bareland
541,Bareland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
542,Bareland,Forest,Forest,Water,Non_Wetland,NULL,NULL,Grassland
543,Bareland,Forest,Forest,Water,Non_Wetland,NULL,NULL,Water
544,Bareland,Forest,Forest,Water,Non_Wetland,NULL,NULL,Forest
545,Water,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
546,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
547,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
548,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
549,Water,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
550,Water,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
551,Water,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
552,Water,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
553,Water,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
554,Water,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
555,Water,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Bareland
556,Water,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
557,Water,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
558,Water,NULL,Wetland,NULL,Wetland,NULL,NULL,Wetland
559,Water,NULL,Wetland,NULL,Wetland,NULL,NULL,Bareland
560,Water,NULL,Wetland,NULL,Wetland,NULL,NULL,Water
561,Water,NULL,Wetland,NULL,Wetland,NULL,NULL,Forest
562,Water,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
563,Water,NULL,Wetland,Water,Wetland,NULL,NULL,Grassland
564,Water,NULL,Wetland,Water,Wetland,NULL,NULL,Bareland
565,Water,NULL,Wetland,Water,Wetland,NULL,NULL,Water
566,Water,NULL,Wetland,Water,Wetland,NULL,NULL,Forest
567,Water,NULL,Water,NULL,Water,NULL,NULL,Grassland
568,Water,NULL,Water,NULL,Water,NULL,NULL,Bareland
569,Water,NULL,Water,NULL,Water,NULL,NULL,Water
570,Water,NULL,Water,NULL,Water,NULL,NULL,Forest
571,Water,NULL,Water,Water,Water,NULL,NULL,Grassland
572,Water,NULL,Water,Water,Water,NULL,NULL,Water
573,Water,NULL,Water,Water,Water,NULL,NULL,Forest
574,Water,NULL,Forest,NULL,Non_Wetland,NULL,NULL,NULL
575,Water,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
576,Water,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
577,Water,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
578,Water,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Water
579,Water,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
580,Water,NULL,Forest,Water,Non_Wetland,NULL,NULL,Grassland
581,Water,NULL,Forest,Water,Non_Wetland,NULL,NULL,Forest
582,Water,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
583,Water,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
584,Water,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
585,Water,Cropland,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
586,Water,Cropland,Wetland,NULL,Wetland,NULL,NULL,Forest
587,Water,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
588,Water,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
589,Water,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
590,Water,Wetland,Wetland,NULL,Wetland,NULL,NULL,Forest
591,Water,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
592,Water,Wetland,Water,NULL,Water,NULL,NULL,Forest
593,Water,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,NULL
594,Water,Bareland,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
595,Water,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
596,Water,Bareland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
597,Water,Bareland,Wetland,NULL,Wetland,NULL,NULL,Grassland
598,Water,Bareland,Wetland,NULL,Wetland,NULL,NULL,Water
599,Water,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
600,Water,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Water
601,Water,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Forest
602,Water,Bareland,Wetland,Water,Wetland,NULL,NULL,Grassland
603,Water,Bareland,Wetland,Water,Wetland,NULL,NULL,Bareland
604,Water,Bareland,Wetland,Water,Wetland,NULL,NULL,Water
605,Water,Bareland,Wetland,Water,Wetland,NULL,NULL,Forest
606,Water,Bareland,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
607,Water,Bareland,Built-up,Non_Water,Non_Wetland,NULL,NULL,Water
608,Water,Bareland,Water,Water,Water,NULL,NULL,Bareland
609,Water,Bareland,Water,Water,Water,NULL,NULL,Water
610,Water,Bareland,Water,Water,Water,NULL,NULL,Forest
611,Water,Bareland,Forest,Non_Water,Non_Wetland,NULL,NULL,Bareland
612,Water,Bareland,Forest,Water,Non_Wetland,NULL,NULL,Bareland
613,Water,Bareland,Forest,Water,Non_Wetland,NULL,NULL,Water
614,Water,Bareland,Forest,Water,Non_Wetland,NULL,NULL,Forest
615,Water,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
616,Water,Built-up,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
617,Water,Built-up,Wetland,NULL,Wetland,NULL,NULL,Forest
618,Water,Built-up,Wetland,Water,Wetland,NULL,NULL,Forest
619,Water,Built-up,Built-up,Water,Non_Wetland,NULL,NULL,Water
620,Water,Built-up,Forest,Water,Non_Wetland,NULL,NULL,Water
621,Water,Water,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
622,Water,Water,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
623,Water,Water,NULL,NULL,Non_Wetland,NULL,NULL,Water
624,Water,Water,NULL,NULL,Non_Wetland,NULL,NULL,Forest
625,Water,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
626,Water,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Water
627,Water,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
628,Water,Water,NULL,Water,Non_Wetland,NULL,NULL,Bareland
629,Water,Water,NULL,Water,Non_Wetland,NULL,NULL,Water
630,Water,Water,NULL,Water,Non_Wetland,NULL,NULL,Forest
631,Water,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
632,Water,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
633,Water,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
634,Water,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
635,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
636,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
637,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
638,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
639,Water,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
640,Water,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
641,Water,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Water
642,Water,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
643,Water,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
644,Water,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
645,Water,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Water
646,Water,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
647,Water,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
648,Water,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Bareland
649,Water,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Water
650,Water,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
651,Water,Water,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
652,Water,Water,Grassland,Water,Non_Wetland,NULL,NULL,Bareland
653,Water,Water,Grassland,Water,Non_Wetland,NULL,NULL,Water
654,Water,Water,Grassland,Water,Non_Wetland,NULL,NULL,Forest
655,Water,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
656,Water,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Water
657,Water,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
658,Water,Water,Cropland,Non_Water,Non_Wetland,NULL,NULL,Water
659,Water,Water,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
660,Water,Water,Cropland,Water,Non_Wetland,NULL,NULL,Bareland
661,Water,Water,Cropland,Water,Non_Wetland,NULL,NULL,Water
662,Water,Water,Cropland,Water,Non_Wetland,NULL,NULL,Forest
663,Water,Water,Wetland,NULL,Wetland,NULL,NULL,Grassland
664,Water,Water,Wetland,NULL,Wetland,NULL,NULL,Wetland
665,Water,Water,Wetland,NULL,Wetland,NULL,NULL,Bareland
666,Water,Water,Wetland,NULL,Wetland,NULL,NULL,Water
667,Water,Water,Wetland,NULL,Wetland,NULL,NULL,Forest
668,Water,Water,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
669,Water,Water,Wetland,Non_Water,Wetland,NULL,NULL,Cropland
670,Water,Water,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
671,Water,Water,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
672,Water,Water,Wetland,Non_Water,Wetland,NULL,NULL,Water
673,Water,Water,Wetland,Non_Water,Wetland,NULL,NULL,Forest
674,Water,Water,Wetland,Water,Wetland,NULL,NULL,Grassland
675,Water,Water,Wetland,Water,Wetland,NULL,NULL,Cropland
676,Water,Water,Wetland,Water,Wetland,NULL,NULL,Wetland
677,Water,Water,Wetland,Water,Wetland,NULL,NULL,Bareland
678,Water,Water,Wetland,Water,Wetland,NULL,NULL,Water
679,Water,Water,Wetland,Water,Wetland,NULL,NULL,Forest
680,Water,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
681,Water,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
682,Water,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
683,Water,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
684,Water,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
685,Water,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
686,Water,Water,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
687,Water,Water,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
688,Water,Water,Bareland,Water,Non_Wetland,NULL,NULL,Water
689,Water,Water,Bareland,Water,Non_Wetland,NULL,NULL,Forest
690,Water,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
691,Water,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Water
692,Water,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
693,Water,Water,Built-up,Non_Water,Non_Wetland,NULL,NULL,Water
694,Water,Water,Built-up,Water,Non_Wetland,NULL,NULL,Grassland
695,Water,Water,Built-up,Water,Non_Wetland,NULL,NULL,Water
696,Water,Water,Built-up,Water,Non_Wetland,NULL,NULL,Forest
697,Water,Water,Water,NULL,Water,NULL,NULL,Grassland
698,Water,Water,Water,NULL,Water,NULL,NULL,Wetland
699,Water,Water,Water,NULL,Water,NULL,NULL,Bareland
700,Water,Water,Water,NULL,Water,NULL,NULL,Water
701,Water,Water,Water,NULL,Water,NULL,NULL,Forest
