Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_20NNP_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20NNP_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20NNP_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_20NNP_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20NNP_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20NNP_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_20NNP_M_R
389,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,Bareland
390,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,Built-up
391,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,Forest
392,Grassland,NULL,NULL,Non_Water,Non_Wetland,NULL,Grassland
393,Grassland,NULL,NULL,Water,Non_Wetland,NULL,Grassland
394,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL
395,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland
396,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,Cropland
397,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,Wetland
398,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland
399,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,Built-up
400,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,Water
401,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest
402,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL
403,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland
404,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Wetland
405,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Bareland
406,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Built-up
407,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Water
408,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Forest
409,Grassland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL
410,Grassland,NULL,Shrubland,Water,Non_Wetland,NULL,Grassland
411,Grassland,NULL,Shrubland,Water,Non_Wetland,NULL,Cropland
412,Grassland,NULL,Shrubland,Water,Non_Wetland,NULL,Wetland
413,Grassland,NULL,Shrubland,Water,Non_Wetland,NULL,Bareland
414,Grassland,NULL,Shrubland,Water,Non_Wetland,NULL,Water
415,Grassland,NULL,Shrubland,Water,Non_Wetland,NULL,Forest
416,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL
417,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland
418,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,Cropland
419,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,Wetland
420,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,Bareland
421,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,Built-up
422,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,Water
423,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,Forest
424,Grassland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL
425,Grassland,NULL,Grassland,Non_Water,Non_Wetland,NULL,Grassland
426,Grassland,NULL,Grassland,Non_Water,Non_Wetland,NULL,Wetland
427,Grassland,NULL,Grassland,Non_Water,Non_Wetland,NULL,Water
428,Grassland,NULL,Grassland,Non_Water,Non_Wetland,NULL,Forest
429,Grassland,NULL,Grassland,Water,Non_Wetland,NULL,NULL
430,Grassland,NULL,Grassland,Water,Non_Wetland,NULL,Grassland
431,Grassland,NULL,Grassland,Water,Non_Wetland,NULL,Wetland
432,Grassland,NULL,Grassland,Water,Non_Wetland,NULL,Bareland
433,Grassland,NULL,Grassland,Water,Non_Wetland,NULL,Water
434,Grassland,NULL,Grassland,Water,Non_Wetland,NULL,Forest
435,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL
436,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland
437,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,Cropland
438,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,Wetland
439,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland
440,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,Built-up
441,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,Forest
442,Grassland,NULL,Cropland,Non_Water,Non_Wetland,NULL,Grassland
443,Grassland,NULL,Cropland,Non_Water,Non_Wetland,NULL,Wetland
444,Grassland,NULL,Cropland,Non_Water,Non_Wetland,NULL,Forest
445,Grassland,NULL,Cropland,Water,Non_Wetland,NULL,Grassland
446,Grassland,NULL,Cropland,Water,Non_Wetland,NULL,Forest
447,Grassland,NULL,Wetland,NULL,Wetland,NULL,NULL
448,Grassland,NULL,Wetland,NULL,Wetland,NULL,Grassland
449,Grassland,NULL,Wetland,NULL,Wetland,NULL,Wetland
450,Grassland,NULL,Wetland,NULL,Wetland,NULL,Bareland
451,Grassland,NULL,Wetland,NULL,Wetland,NULL,Water
452,Grassland,NULL,Wetland,NULL,Wetland,NULL,Forest
453,Grassland,NULL,Wetland,Non_Water,Wetland,NULL,NULL
454,Grassland,NULL,Wetland,Non_Water,Wetland,NULL,Grassland
455,Grassland,NULL,Wetland,Non_Water,Wetland,NULL,Wetland
456,Grassland,NULL,Wetland,Non_Water,Wetland,NULL,Forest
457,Grassland,NULL,Wetland,Water,Wetland,NULL,NULL
458,Grassland,NULL,Wetland,Water,Wetland,NULL,Grassland
459,Grassland,NULL,Wetland,Water,Wetland,NULL,Wetland
460,Grassland,NULL,Wetland,Water,Wetland,NULL,Bareland
461,Grassland,NULL,Wetland,Water,Wetland,NULL,Water
462,Grassland,NULL,Wetland,Water,Wetland,NULL,Forest
463,Grassland,NULL,Bareland,NULL,Non_Wetland,NULL,Grassland
464,Grassland,NULL,Bareland,NULL,Non_Wetland,NULL,Bareland
465,Grassland,NULL,Bareland,NULL,Non_Wetland,NULL,Built-up
466,Grassland,NULL,Bareland,NULL,Non_Wetland,NULL,Forest
467,Grassland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL
468,Grassland,NULL,Built-up,NULL,Non_Wetland,NULL,Grassland
469,Grassland,NULL,Built-up,NULL,Non_Wetland,NULL,Bareland
470,Grassland,NULL,Built-up,NULL,Non_Wetland,NULL,Built-up
471,Grassland,NULL,Built-up,NULL,Non_Wetland,NULL,Forest
472,Grassland,NULL,Built-up,Non_Water,Non_Wetland,NULL,Forest
473,Grassland,NULL,Water,NULL,Water,NULL,Grassland
474,Grassland,NULL,Water,NULL,Water,NULL,Wetland
475,Grassland,NULL,Water,NULL,Water,NULL,Bareland
476,Grassland,NULL,Water,NULL,Water,NULL,Forest
477,Grassland,NULL,Water,Non_Water,Water,NULL,Grassland
478,Grassland,NULL,Water,Non_Water,Water,NULL,Wetland
479,Grassland,NULL,Water,Non_Water,Water,NULL,Water
480,Grassland,NULL,Water,Non_Water,Water,NULL,Forest
481,Grassland,NULL,Water,Water,Water,NULL,Grassland
482,Grassland,NULL,Water,Water,Water,NULL,Wetland
483,Grassland,NULL,Water,Water,Water,NULL,Water
484,Grassland,NULL,Water,Water,Water,NULL,Forest
485,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,NULL
486,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,Grassland
487,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,Cropland
488,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,Wetland
489,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,Bareland
490,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,Built-up
491,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,Water
492,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,Forest
493,Grassland,NULL,Forest,Non_Water,Non_Wetland,NULL,Grassland
494,Grassland,NULL,Forest,Non_Water,Non_Wetland,NULL,Wetland
495,Grassland,NULL,Forest,Non_Water,Non_Wetland,NULL,Forest
496,Grassland,NULL,Forest,Water,Non_Wetland,NULL,Grassland
497,Grassland,NULL,Forest,Water,Non_Wetland,NULL,Wetland
498,Grassland,NULL,Forest,Water,Non_Wetland,NULL,Water
499,Grassland,NULL,Forest,Water,Non_Wetland,NULL,Forest
500,Grassland,Cropland,NULL,NULL,Non_Wetland,NULL,Grassland
501,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Grassland
502,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Wetland
503,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Bareland
504,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Built-up
505,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Forest
506,Grassland,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,Grassland
507,Grassland,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,Forest
508,Grassland,Cropland,Grassland,NULL,Non_Wetland,NULL,Grassland
509,Grassland,Cropland,Grassland,NULL,Non_Wetland,NULL,Wetland
510,Grassland,Cropland,Grassland,NULL,Non_Wetland,NULL,Forest
511,Grassland,Cropland,Grassland,Non_Water,Non_Wetland,NULL,Grassland
512,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland
513,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,Forest
514,Grassland,Cropland,Wetland,NULL,Wetland,NULL,Grassland
515,Grassland,Cropland,Wetland,NULL,Wetland,NULL,Forest
516,Grassland,Cropland,Wetland,Non_Water,Wetland,NULL,Grassland
517,Grassland,Cropland,Wetland,Water,Wetland,NULL,Grassland
518,Grassland,Cropland,Wetland,Water,Wetland,NULL,Wetland
519,Grassland,Cropland,Bareland,NULL,Non_Wetland,NULL,Grassland
520,Grassland,Cropland,Built-up,NULL,Non_Wetland,NULL,Grassland
521,Grassland,Cropland,Built-up,NULL,Non_Wetland,NULL,Built-up
522,Grassland,Cropland,Water,NULL,Water,NULL,Grassland
523,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL,Grassland
524,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL,Wetland
525,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL,Forest
526,Grassland,Cropland,Forest,Non_Water,Non_Wetland,NULL,Grassland
527,Grassland,Cropland,Forest,Non_Water,Non_Wetland,NULL,Forest
528,Grassland,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL
529,Grassland,Wetland,Shrubland,NULL,Non_Wetland,NULL,Grassland
530,Grassland,Wetland,Shrubland,NULL,Non_Wetland,NULL,Wetland
531,Grassland,Wetland,Shrubland,NULL,Non_Wetland,NULL,Bareland
532,Grassland,Wetland,Shrubland,NULL,Non_Wetland,NULL,Forest
533,Grassland,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,Grassland
534,Grassland,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,Wetland
535,Grassland,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,Forest
536,Grassland,Wetland,Shrubland,Water,Non_Wetland,NULL,Grassland
537,Grassland,Wetland,Shrubland,Water,Non_Wetland,NULL,Wetland
538,Grassland,Wetland,Shrubland,Water,Non_Wetland,NULL,Forest
539,Grassland,Wetland,Grassland,NULL,Non_Wetland,NULL,Grassland
540,Grassland,Wetland,Grassland,NULL,Non_Wetland,NULL,Wetland
541,Grassland,Wetland,Grassland,NULL,Non_Wetland,NULL,Forest
542,Grassland,Wetland,Grassland,Non_Water,Non_Wetland,NULL,Grassland
543,Grassland,Wetland,Grassland,Non_Water,Non_Wetland,NULL,Forest
544,Grassland,Wetland,Grassland,Water,Non_Wetland,NULL,Grassland
545,Grassland,Wetland,Grassland,Water,Non_Wetland,NULL,Wetland
546,Grassland,Wetland,Grassland,Water,Non_Wetland,NULL,Forest
547,Grassland,Wetland,Cropland,NULL,Non_Wetland,NULL,Grassland
548,Grassland,Wetland,Cropland,NULL,Non_Wetland,NULL,Forest
549,Grassland,Wetland,Cropland,Non_Water,Non_Wetland,NULL,Grassland
550,Grassland,Wetland,Wetland,NULL,Wetland,NULL,Grassland
551,Grassland,Wetland,Wetland,NULL,Wetland,NULL,Wetland
552,Grassland,Wetland,Wetland,NULL,Wetland,NULL,Forest
553,Grassland,Wetland,Wetland,Non_Water,Wetland,NULL,Grassland
554,Grassland,Wetland,Wetland,Non_Water,Wetland,NULL,Wetland
555,Grassland,Wetland,Wetland,Non_Water,Wetland,NULL,Forest
556,Grassland,Wetland,Wetland,Water,Wetland,NULL,Grassland
557,Grassland,Wetland,Wetland,Water,Wetland,NULL,Wetland
558,Grassland,Wetland,Wetland,Water,Wetland,NULL,Forest
559,Grassland,Wetland,Water,NULL,Water,NULL,Grassland
560,Grassland,Wetland,Water,NULL,Water,NULL,Forest
561,Grassland,Wetland,Water,Non_Water,Water,NULL,Grassland
562,Grassland,Wetland,Water,Non_Water,Water,NULL,Wetland
563,Grassland,Wetland,Water,Non_Water,Water,NULL,Forest
564,Grassland,Wetland,Water,Water,Water,NULL,Grassland
565,Grassland,Wetland,Water,Water,Water,NULL,Wetland
566,Grassland,Wetland,Water,Water,Water,NULL,Forest
567,Grassland,Wetland,Forest,NULL,Non_Wetland,NULL,Grassland
568,Grassland,Wetland,Forest,NULL,Non_Wetland,NULL,Wetland
569,Grassland,Wetland,Forest,NULL,Non_Wetland,NULL,Forest
570,Grassland,Wetland,Forest,Non_Water,Non_Wetland,NULL,Grassland
571,Grassland,Wetland,Forest,Non_Water,Non_Wetland,NULL,Wetland
572,Grassland,Wetland,Forest,Non_Water,Non_Wetland,NULL,Forest
573,Grassland,Wetland,Forest,Water,Non_Wetland,NULL,Grassland
574,Grassland,Wetland,Forest,Water,Non_Wetland,NULL,Wetland
575,Grassland,Wetland,Forest,Water,Non_Wetland,NULL,Forest
576,Grassland,Bareland,Shrubland,NULL,Non_Wetland,NULL,Grassland
577,Grassland,Bareland,Shrubland,Water,Non_Wetland,NULL,Grassland
578,Grassland,Bareland,Shrubland,Water,Non_Wetland,NULL,Wetland
579,Grassland,Bareland,Grassland,NULL,Non_Wetland,NULL,Grassland
580,Grassland,Built-up,NULL,NULL,Non_Wetland,NULL,Grassland
581,Grassland,Built-up,Shrubland,NULL,Non_Wetland,NULL,Grassland
582,Grassland,Built-up,Shrubland,NULL,Non_Wetland,NULL,Bareland
583,Grassland,Built-up,Shrubland,NULL,Non_Wetland,NULL,Built-up
584,Grassland,Built-up,Shrubland,NULL,Non_Wetland,NULL,Forest
585,Grassland,Built-up,Shrubland,Non_Water,Non_Wetland,NULL,Grassland
586,Grassland,Built-up,Grassland,NULL,Non_Wetland,NULL,Grassland
587,Grassland,Built-up,Grassland,NULL,Non_Wetland,NULL,Forest
588,Grassland,Built-up,Cropland,NULL,Non_Wetland,NULL,Grassland
589,Grassland,Built-up,Cropland,NULL,Non_Wetland,NULL,Forest
590,Grassland,Built-up,Bareland,NULL,Non_Wetland,NULL,Grassland
591,Grassland,Built-up,Built-up,NULL,Non_Wetland,NULL,Grassland
592,Grassland,Built-up,Built-up,NULL,Non_Wetland,NULL,Built-up
593,Grassland,Built-up,Built-up,NULL,Non_Wetland,NULL,Forest
594,Grassland,Built-up,Forest,NULL,Non_Wetland,NULL,Grassland
595,Grassland,Built-up,Forest,NULL,Non_Wetland,NULL,Built-up
596,Grassland,Built-up,Forest,NULL,Non_Wetland,NULL,Forest
597,Grassland,Built-up,Forest,Non_Water,Non_Wetland,NULL,Grassland
598,Grassland,Water,Shrubland,NULL,Non_Wetland,NULL,Grassland
599,Grassland,Water,Shrubland,NULL,Non_Wetland,NULL,Wetland
600,Grassland,Water,Shrubland,NULL,Non_Wetland,NULL,Bareland
601,Grassland,Water,Shrubland,NULL,Non_Wetland,NULL,Forest
602,Grassland,Water,Shrubland,Non_Water,Non_Wetland,NULL,Grassland
603,Grassland,Water,Shrubland,Non_Water,Non_Wetland,NULL,Forest
604,Grassland,Water,Shrubland,Water,Non_Wetland,NULL,Grassland
605,Grassland,Water,Shrubland,Water,Non_Wetland,NULL,Wetland
606,Grassland,Water,Grassland,NULL,Non_Wetland,NULL,Grassland
607,Grassland,Water,Grassland,NULL,Non_Wetland,NULL,Wetland
608,Grassland,Water,Grassland,NULL,Non_Wetland,NULL,Forest
609,Grassland,Water,Grassland,Non_Water,Non_Wetland,NULL,Grassland
610,Grassland,Water,Grassland,Water,Non_Wetland,NULL,Grassland
611,Grassland,Water,Cropland,NULL,Non_Wetland,NULL,Grassland
612,Grassland,Water,Cropland,NULL,Non_Wetland,NULL,Wetland
613,Grassland,Water,Cropland,NULL,Non_Wetland,NULL,Forest
614,Grassland,Water,Wetland,NULL,Wetland,NULL,Grassland
615,Grassland,Water,Wetland,NULL,Wetland,NULL,Forest
616,Grassland,Water,Wetland,Non_Water,Wetland,NULL,Grassland
617,Grassland,Water,Wetland,Non_Water,Wetland,NULL,Wetland
618,Grassland,Water,Wetland,Non_Water,Wetland,NULL,Forest
619,Grassland,Water,Wetland,Water,Wetland,NULL,Grassland
620,Grassland,Water,Water,NULL,Water,NULL,Grassland
621,Grassland,Water,Water,NULL,Water,NULL,Wetland
622,Grassland,Water,Water,NULL,Water,NULL,Forest
623,Grassland,Water,Water,Water,Water,NULL,Grassland
624,Grassland,Water,Water,Water,Water,NULL,Wetland
625,Grassland,Water,Water,Water,Water,NULL,Forest
626,Grassland,Water,Forest,NULL,Non_Wetland,NULL,Grassland
627,Grassland,Water,Forest,NULL,Non_Wetland,NULL,Wetland
628,Grassland,Water,Forest,NULL,Non_Wetland,NULL,Forest
629,Grassland,Water,Forest,Non_Water,Non_Wetland,NULL,Grassland
630,Grassland,Water,Forest,Non_Water,Non_Wetland,NULL,Forest
631,Grassland,Water,Forest,Water,Non_Wetland,NULL,Grassland
632,Grassland,Water,Forest,Water,Non_Wetland,NULL,Wetland
633,Grassland,Water,Forest,Water,Non_Wetland,NULL,Forest
634,Grassland,Forest,NULL,NULL,Non_Wetland,NULL,Grassland
635,Grassland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL
636,Grassland,Forest,Shrubland,NULL,Non_Wetland,NULL,Grassland
637,Grassland,Forest,Shrubland,NULL,Non_Wetland,NULL,Wetland
638,Grassland,Forest,Shrubland,NULL,Non_Wetland,NULL,Forest
639,Grassland,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL
640,Grassland,Forest,Shrubland,Non_Water,Non_Wetland,NULL,Grassland
641,Grassland,Forest,Shrubland,Non_Water,Non_Wetland,NULL,Forest
642,Grassland,Forest,Shrubland,Water,Non_Wetland,NULL,Forest
643,Grassland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL
644,Grassland,Forest,Grassland,NULL,Non_Wetland,NULL,Grassland
645,Grassland,Forest,Grassland,NULL,Non_Wetland,NULL,Forest
646,Grassland,Forest,Grassland,Non_Water,Non_Wetland,NULL,Grassland
647,Grassland,Forest,Grassland,Water,Non_Wetland,NULL,Grassland
648,Grassland,Forest,Cropland,NULL,Non_Wetland,NULL,Grassland
649,Grassland,Forest,Cropland,NULL,Non_Wetland,NULL,Forest
650,Grassland,Forest,Wetland,NULL,Wetland,NULL,Grassland
651,Grassland,Forest,Wetland,NULL,Wetland,NULL,Wetland
652,Grassland,Forest,Wetland,NULL,Wetland,NULL,Forest
653,Grassland,Forest,Wetland,Non_Water,Wetland,NULL,Wetland
654,Grassland,Forest,Wetland,Non_Water,Wetland,NULL,Forest
655,Grassland,Forest,Wetland,Water,Wetland,NULL,Grassland
656,Grassland,Forest,Wetland,Water,Wetland,NULL,Wetland
657,Grassland,Forest,Water,Water,Water,NULL,Grassland
658,Grassland,Forest,Water,Water,Water,NULL,Forest
659,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,NULL
660,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,Grassland
661,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,Wetland
662,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,Forest
663,Grassland,Forest,Forest,Non_Water,Non_Wetland,NULL,Grassland
664,Grassland,Forest,Forest,Non_Water,Non_Wetland,NULL,Wetland
665,Grassland,Forest,Forest,Non_Water,Non_Wetland,NULL,Forest
666,Grassland,Forest,Forest,Water,Non_Wetland,NULL,Grassland
667,Grassland,Forest,Forest,Water,Non_Wetland,NULL,Wetland
668,Grassland,Forest,Forest,Water,Non_Wetland,NULL,Forest
669,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL
670,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland
671,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,Wetland
672,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland
673,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,Built-up
674,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest
675,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland
676,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Wetland
677,Cropland,NULL,Shrubland,Water,Non_Wetland,NULL,Grassland
678,Cropland,NULL,Shrubland,Water,Non_Wetland,NULL,Wetland
679,Cropland,NULL,Shrubland,Water,Non_Wetland,NULL,Forest
680,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL
681,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland
682,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,Cropland
683,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,Bareland
684,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,Forest
685,Cropland,NULL,Grassland,Non_Water,Non_Wetland,NULL,Grassland
686,Cropland,NULL,Grassland,Water,Non_Wetland,NULL,Grassland
687,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland
688,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,Forest
689,Cropland,NULL,Wetland,NULL,Wetland,NULL,Grassland
690,Cropland,NULL,Wetland,Non_Water,Wetland,NULL,Forest
691,Cropland,NULL,Wetland,Water,Wetland,NULL,Wetland
692,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,Grassland
693,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,Bareland
694,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,Built-up
695,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,Forest
696,Cropland,NULL,Water,Water,Water,NULL,Wetland
697,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL
698,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,Grassland
699,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,Wetland
700,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,Forest
701,Cropland,NULL,Forest,Water,Non_Wetland,NULL,Wetland
702,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Grassland
703,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Forest
704,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL,Grassland
705,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL,Forest
706,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland
707,Cropland,Cropland,Bareland,NULL,Non_Wetland,NULL,Grassland
708,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,Grassland
709,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,Forest
710,Cropland,Wetland,Grassland,Water,Non_Wetland,NULL,Forest
711,Cropland,Built-up,NULL,NULL,Non_Wetland,NULL,Grassland
712,Cropland,Built-up,Shrubland,NULL,Non_Wetland,NULL,Grassland
713,Cropland,Built-up,Shrubland,NULL,Non_Wetland,NULL,Bareland
714,Cropland,Built-up,Shrubland,NULL,Non_Wetland,NULL,Built-up
715,Cropland,Built-up,Shrubland,NULL,Non_Wetland,NULL,Forest
716,Cropland,Built-up,Grassland,NULL,Non_Wetland,NULL,Grassland
717,Cropland,Built-up,Grassland,NULL,Non_Wetland,NULL,Forest
718,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL,Grassland
719,Cropland,Built-up,Bareland,NULL,Non_Wetland,NULL,Grassland
720,Cropland,Built-up,Bareland,NULL,Non_Wetland,NULL,Bareland
721,Cropland,Built-up,Built-up,NULL,Non_Wetland,NULL,Grassland
722,Cropland,Built-up,Built-up,NULL,Non_Wetland,NULL,Built-up
723,Cropland,Built-up,Forest,NULL,Non_Wetland,NULL,Grassland
724,Cropland,Built-up,Forest,NULL,Non_Wetland,NULL,Forest
725,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL,Grassland
726,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL,Forest
727,Cropland,Forest,Grassland,NULL,Non_Wetland,NULL,Grassland
728,Cropland,Forest,Grassland,NULL,Non_Wetland,NULL,Forest
729,Cropland,Forest,Cropland,NULL,Non_Wetland,NULL,Forest
730,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,Grassland
731,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,Forest
732,Wetland,NULL,NULL,NULL,Non_Wetland,NULL,Grassland
733,Wetland,NULL,NULL,Non_Water,Non_Wetland,NULL,Grassland
734,Wetland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL
735,Wetland,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland
736,Wetland,NULL,Shrubland,NULL,Non_Wetland,NULL,Wetland
737,Wetland,NULL,Shrubland,NULL,Non_Wetland,NULL,Built-up
738,Wetland,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest
739,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL
740,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland
741,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Wetland
742,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Forest
743,Wetland,NULL,Shrubland,Water,Non_Wetland,NULL,Grassland
744,Wetland,NULL,Shrubland,Water,Non_Wetland,NULL,Wetland
745,Wetland,NULL,Shrubland,Water,Non_Wetland,NULL,Water
746,Wetland,NULL,Shrubland,Water,Non_Wetland,NULL,Forest
747,Wetland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL
748,Wetland,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland
749,Wetland,NULL,Grassland,NULL,Non_Wetland,NULL,Wetland
750,Wetland,NULL,Grassland,NULL,Non_Wetland,NULL,Bareland
751,Wetland,NULL,Grassland,NULL,Non_Wetland,NULL,Forest
752,Wetland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL
753,Wetland,NULL,Grassland,Non_Water,Non_Wetland,NULL,Grassland
754,Wetland,NULL,Grassland,Non_Water,Non_Wetland,NULL,Wetland
755,Wetland,NULL,Grassland,Non_Water,Non_Wetland,NULL,Forest
756,Wetland,NULL,Grassland,Water,Non_Wetland,NULL,Grassland
757,Wetland,NULL,Grassland,Water,Non_Wetland,NULL,Wetland
758,Wetland,NULL,Grassland,Water,Non_Wetland,NULL,Forest
759,Wetland,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland
760,Wetland,NULL,Cropland,NULL,Non_Wetland,NULL,Wetland
761,Wetland,NULL,Cropland,NULL,Non_Wetland,NULL,Forest
762,Wetland,NULL,Wetland,NULL,Wetland,NULL,NULL
763,Wetland,NULL,Wetland,NULL,Wetland,NULL,Grassland
764,Wetland,NULL,Wetland,NULL,Wetland,NULL,Wetland
765,Wetland,NULL,Wetland,NULL,Wetland,NULL,Water
766,Wetland,NULL,Wetland,NULL,Wetland,NULL,Forest
767,Wetland,NULL,Wetland,Non_Water,Wetland,NULL,Grassland
768,Wetland,NULL,Wetland,Non_Water,Wetland,NULL,Wetland
