Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_24LTJ_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_24LTJ_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_24LTJ_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_24LTJ_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_24LTJ_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_24LTJ_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_24LTJ_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_24LTJ_M_R
8318,Wetland,Water,Cropland,Non_Water,Non_Wetland,Water,Water,Forest
8319,Wetland,Water,Cropland,Non_Water,Non_Wetland,Forest,Water,Cropland
8320,Wetland,Water,Cropland,Water,Non_Wetland,NULL,Built-up,Bareland
8321,Wetland,Water,Cropland,Water,Non_Wetland,NULL,Water,Grassland
8322,Wetland,Water,Cropland,Water,Non_Wetland,NULL,Water,Cropland
8323,Wetland,Water,Cropland,Water,Non_Wetland,Grassland,NULL,Grassland
8324,Wetland,Water,Cropland,Water,Non_Wetland,Grassland,Grassland,Grassland
8325,Wetland,Water,Cropland,Water,Non_Wetland,Built-up,Built-up,Grassland
8326,Wetland,Water,Cropland,Water,Non_Wetland,Water,NULL,Grassland
8327,Wetland,Water,Cropland,Water,Non_Wetland,Water,Water,Grassland
8328,Wetland,Water,Cropland,Water,Non_Wetland,Water,Water,Cropland
8329,Wetland,Water,Cropland,Water,Non_Wetland,Water,Water,Bareland
8330,Wetland,Water,Cropland,Water,Non_Wetland,Water,Water,Water
8331,Wetland,Water,Cropland,Water,Non_Wetland,Forest,Water,Cropland
8332,Wetland,Water,Wetland,NULL,Wetland,Water,Grassland,Bareland
8333,Wetland,Water,Wetland,Non_Water,Wetland,NULL,Shrubland,NULL
8334,Wetland,Water,Wetland,Non_Water,Wetland,NULL,Built-up,Wetland
8335,Wetland,Water,Wetland,Non_Water,Wetland,NULL,Water,NULL
8336,Wetland,Water,Wetland,Non_Water,Wetland,NULL,Water,Grassland
8337,Wetland,Water,Wetland,Non_Water,Wetland,NULL,Water,Wetland
8338,Wetland,Water,Wetland,Non_Water,Wetland,NULL,Water,Bareland
8339,Wetland,Water,Wetland,Non_Water,Wetland,NULL,Water,Forest
8340,Wetland,Water,Wetland,Non_Water,Wetland,Shrubland,Bareland,Grassland
8341,Wetland,Water,Wetland,Non_Water,Wetland,Shrubland,Water,Grassland
8342,Wetland,Water,Wetland,Non_Water,Wetland,Bareland,Water,Wetland
8343,Wetland,Water,Wetland,Non_Water,Wetland,Water,NULL,Grassland
8344,Wetland,Water,Wetland,Non_Water,Wetland,Water,NULL,Wetland
8345,Wetland,Water,Wetland,Non_Water,Wetland,Water,Built-up,Wetland
8346,Wetland,Water,Wetland,Non_Water,Wetland,Water,Water,NULL
8347,Wetland,Water,Wetland,Non_Water,Wetland,Water,Water,Grassland
8348,Wetland,Water,Wetland,Non_Water,Wetland,Water,Water,Wetland
8349,Wetland,Water,Wetland,Non_Water,Wetland,Water,Water,Forest
8350,Wetland,Water,Wetland,Non_Water,Wetland,Forest,Water,NULL
8351,Wetland,Water,Wetland,Non_Water,Wetland,Forest,Water,Forest
8352,Wetland,Water,Wetland,Water,Wetland,NULL,NULL,Grassland
8353,Wetland,Water,Wetland,Water,Wetland,Shrubland,Water,Grassland
8354,Wetland,Water,Wetland,Water,Wetland,Grassland,Water,Bareland
8355,Wetland,Water,Wetland,Water,Wetland,Water,NULL,Grassland
8356,Wetland,Water,Wetland,Water,Wetland,Water,NULL,Wetland
8357,Wetland,Water,Wetland,Water,Wetland,Water,Shrubland,Grassland
8358,Wetland,Water,Wetland,Water,Wetland,Water,Water,Grassland
8359,Wetland,Water,Wetland,Water,Wetland,Water,Water,Wetland
8360,Wetland,Water,Wetland,Water,Wetland,Water,Water,Bareland
8361,Wetland,Water,Wetland,Water,Wetland,Water,Water,Water
8362,Wetland,Water,Wetland,Water,Wetland,Forest,Water,Grassland
8363,Wetland,Water,Bareland,NULL,Non_Wetland,Water,Water,Grassland
8364,Wetland,Water,Built-up,NULL,Non_Wetland,NULL,Water,Grassland
8365,Wetland,Water,Built-up,NULL,Non_Wetland,Grassland,NULL,Grassland
8366,Wetland,Water,Built-up,NULL,Non_Wetland,Grassland,Built-up,Grassland
8367,Wetland,Water,Built-up,NULL,Non_Wetland,Grassland,Water,Grassland
8368,Wetland,Water,Built-up,NULL,Non_Wetland,Built-up,Built-up,Bareland
8369,Wetland,Water,Built-up,NULL,Non_Wetland,Water,Water,Grassland
8370,Wetland,Water,Built-up,NULL,Non_Wetland,Water,Water,Bareland
8371,Wetland,Water,Built-up,Non_Water,Non_Wetland,NULL,Built-up,Grassland
8372,Wetland,Water,Built-up,Non_Water,Non_Wetland,Grassland,Shrubland,Bareland
8373,Wetland,Water,Built-up,Non_Water,Non_Wetland,Grassland,Water,Bareland
8374,Wetland,Water,Built-up,Water,Non_Wetland,Bareland,Water,Bareland
8375,Wetland,Water,Built-up,Water,Non_Wetland,Water,Water,Grassland
8376,Wetland,Water,Built-up,Water,Non_Wetland,Water,Water,Bareland
8377,Wetland,Water,Water,NULL,Water,NULL,Water,Grassland
8378,Wetland,Water,Water,NULL,Water,Shrubland,Shrubland,NULL
8379,Wetland,Water,Water,NULL,Water,Water,Water,Wetland
8380,Wetland,Water,Water,NULL,Water,Water,Water,Forest
8381,Wetland,Water,Water,Non_Water,Water,Water,Water,Grassland
8382,Wetland,Water,Water,Non_Water,Water,Water,Water,Wetland
8383,Wetland,Water,Water,Water,Water,Water,Water,Grassland
8384,Wetland,Water,Water,Water,Water,Water,Water,Wetland
8385,Wetland,Water,Water,Water,Water,Water,Water,Water
8386,Wetland,Water,Water,Water,Water,Water,Water,Forest
8387,Wetland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
8388,Wetland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Forest
8389,Wetland,Water,Forest,NULL,Non_Wetland,NULL,Shrubland,Grassland
8390,Wetland,Water,Forest,NULL,Non_Wetland,NULL,Shrubland,Cropland
8391,Wetland,Water,Forest,NULL,Non_Wetland,NULL,Shrubland,Forest
8392,Wetland,Water,Forest,NULL,Non_Wetland,NULL,Water,NULL
8393,Wetland,Water,Forest,NULL,Non_Wetland,NULL,Water,Grassland
8394,Wetland,Water,Forest,NULL,Non_Wetland,Shrubland,NULL,Grassland
8395,Wetland,Water,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
8396,Wetland,Water,Forest,NULL,Non_Wetland,Shrubland,Water,Grassland
8397,Wetland,Water,Forest,NULL,Non_Wetland,Shrubland,Water,Cropland
8398,Wetland,Water,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
8399,Wetland,Water,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
8400,Wetland,Water,Forest,NULL,Non_Wetland,Grassland,Water,Grassland
8401,Wetland,Water,Forest,NULL,Non_Wetland,Grassland,Water,Cropland
8402,Wetland,Water,Forest,NULL,Non_Wetland,Water,Water,Grassland
8403,Wetland,Water,Forest,NULL,Non_Wetland,Forest,Shrubland,Forest
8404,Wetland,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
8405,Wetland,Water,Forest,Non_Water,Non_Wetland,NULL,Shrubland,Forest
8406,Wetland,Water,Forest,Non_Water,Non_Wetland,NULL,Water,Grassland
8407,Wetland,Water,Forest,Non_Water,Non_Wetland,NULL,Water,Forest
8408,Wetland,Water,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
8409,Wetland,Water,Forest,Non_Water,Non_Wetland,Grassland,Water,Grassland
8410,Wetland,Water,Forest,Non_Water,Non_Wetland,Water,NULL,NULL
8411,Wetland,Water,Forest,Non_Water,Non_Wetland,Water,Shrubland,Grassland
8412,Wetland,Water,Forest,Non_Water,Non_Wetland,Water,Water,Grassland
8413,Wetland,Water,Forest,Non_Water,Non_Wetland,Forest,Water,Forest
8414,Wetland,Water,Forest,Water,Non_Wetland,NULL,Grassland,Grassland
8415,Wetland,Water,Forest,Water,Non_Wetland,NULL,Water,NULL
8416,Wetland,Water,Forest,Water,Non_Wetland,NULL,Water,Grassland
8417,Wetland,Water,Forest,Water,Non_Wetland,NULL,Water,Forest
8418,Wetland,Water,Forest,Water,Non_Wetland,Water,Water,Grassland
8419,Wetland,Water,Forest,Water,Non_Wetland,Water,Water,Cropland
8420,Wetland,Water,Forest,Water,Non_Wetland,Water,Water,Forest
8421,Wetland,Water,Forest,Water,Non_Wetland,Forest,Shrubland,Grassland
8422,Wetland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
8423,Wetland,Forest,NULL,NULL,Non_Wetland,NULL,Shrubland,Grassland
8424,Wetland,Forest,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
8425,Wetland,Forest,NULL,NULL,Non_Wetland,Grassland,NULL,Cropland
8426,Wetland,Forest,NULL,NULL,Non_Wetland,Grassland,Shrubland,Grassland
8427,Wetland,Forest,NULL,NULL,Non_Wetland,Grassland,Shrubland,Cropland
8428,Wetland,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
8429,Wetland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
8430,Wetland,Forest,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Grassland
8431,Wetland,Forest,Shrubland,NULL,Non_Wetland,NULL,Water,Grassland
8432,Wetland,Forest,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Grassland
8433,Wetland,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
8434,Wetland,Forest,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
8435,Wetland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
8436,Wetland,Forest,Shrubland,Non_Water,Non_Wetland,NULL,Shrubland,Grassland
8437,Wetland,Forest,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
8438,Wetland,Forest,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
8439,Wetland,Forest,Shrubland,Non_Water,Non_Wetland,Grassland,Shrubland,Grassland
8440,Wetland,Forest,Shrubland,Non_Water,Non_Wetland,Forest,NULL,Grassland
8441,Wetland,Forest,Shrubland,Non_Water,Non_Wetland,Forest,Shrubland,Grassland
8442,Wetland,Forest,Shrubland,Water,Non_Wetland,Shrubland,Water,Grassland
8443,Wetland,Forest,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
8444,Wetland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
8445,Wetland,Forest,Cropland,NULL,Non_Wetland,NULL,Shrubland,Grassland
8446,Wetland,Forest,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
8447,Wetland,Forest,Cropland,NULL,Non_Wetland,NULL,Built-up,Grassland
8448,Wetland,Forest,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
8449,Wetland,Forest,Wetland,Non_Water,Wetland,Forest,NULL,Grassland
8450,Wetland,Forest,Wetland,Water,Wetland,Forest,NULL,Grassland
8451,Wetland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
8452,Wetland,Forest,Forest,NULL,Non_Wetland,NULL,Shrubland,Grassland
8453,Wetland,Forest,Forest,NULL,Non_Wetland,Shrubland,NULL,Grassland
8454,Wetland,Forest,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
8455,Wetland,Forest,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
8456,Wetland,Forest,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Forest
8457,Wetland,Forest,Forest,NULL,Non_Wetland,Grassland,Shrubland,Cropland
8458,Wetland,Forest,Forest,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
8459,Wetland,Forest,Forest,Non_Water,Non_Wetland,Grassland,Shrubland,NULL
8460,Wetland,Forest,Forest,Non_Water,Non_Wetland,Grassland,Shrubland,Grassland
8461,Wetland,Forest,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
8462,Wetland,Forest,Forest,Non_Water,Non_Wetland,Forest,Shrubland,Grassland
8463,Wetland,Forest,Forest,Water,Non_Wetland,Grassland,Shrubland,Grassland
8464,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,NULL
8465,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
8466,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
8467,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Forest
8468,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,Shrubland,NULL
8469,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,Shrubland,Grassland
8470,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,Shrubland,Wetland
8471,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,Shrubland,Forest
8472,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,Grassland,NULL
8473,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,Grassland,Grassland
8474,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,Grassland,Cropland
8475,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,Grassland,Wetland
8476,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,Grassland,Bareland
8477,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,Grassland,Forest
8478,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,Bareland,NULL
8479,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,Bareland,Grassland
8480,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,Bareland,Bareland
8481,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,Bareland,Forest
8482,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,Built-up,Grassland
8483,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,Water,Grassland
8484,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,Water,Bareland
8485,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,Water,Water
8486,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,Forest,Grassland
8487,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,Forest,Forest
8488,Bareland,NULL,NULL,NULL,Non_Wetland,Shrubland,NULL,NULL
8489,Bareland,NULL,NULL,NULL,Non_Wetland,Shrubland,NULL,Grassland
8490,Bareland,NULL,NULL,NULL,Non_Wetland,Shrubland,NULL,Forest
8491,Bareland,NULL,NULL,NULL,Non_Wetland,Shrubland,Shrubland,NULL
8492,Bareland,NULL,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
8493,Bareland,NULL,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Forest
8494,Bareland,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,NULL
8495,Bareland,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,Grassland
8496,Bareland,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,Cropland
8497,Bareland,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,Forest
8498,Bareland,NULL,NULL,NULL,Non_Wetland,Shrubland,Bareland,Grassland
8499,Bareland,NULL,NULL,NULL,Non_Wetland,Shrubland,Bareland,Cropland
8500,Bareland,NULL,NULL,NULL,Non_Wetland,Shrubland,Bareland,Forest
8501,Bareland,NULL,NULL,NULL,Non_Wetland,Shrubland,Forest,Grassland
8502,Bareland,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,NULL
8503,Bareland,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
8504,Bareland,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Bareland
8505,Bareland,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Built-up
8506,Bareland,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,NULL
8507,Bareland,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,Grassland
8508,Bareland,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,Cropland
8509,Bareland,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,Bareland
8510,Bareland,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,Built-up
8511,Bareland,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,Forest
8512,Bareland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,NULL
8513,Bareland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
8514,Bareland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Cropland
8515,Bareland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Wetland
8516,Bareland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Bareland
8517,Bareland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
8518,Bareland,NULL,NULL,NULL,Non_Wetland,Grassland,Bareland,NULL
8519,Bareland,NULL,NULL,NULL,Non_Wetland,Grassland,Bareland,Grassland
8520,Bareland,NULL,NULL,NULL,Non_Wetland,Grassland,Bareland,Cropland
8521,Bareland,NULL,NULL,NULL,Non_Wetland,Grassland,Bareland,Bareland
8522,Bareland,NULL,NULL,NULL,Non_Wetland,Grassland,Bareland,Forest
8523,Bareland,NULL,NULL,NULL,Non_Wetland,Grassland,Built-up,Grassland
8524,Bareland,NULL,NULL,NULL,Non_Wetland,Grassland,Built-up,Cropland
8525,Bareland,NULL,NULL,NULL,Non_Wetland,Grassland,Built-up,Built-up
8526,Bareland,NULL,NULL,NULL,Non_Wetland,Grassland,Water,Grassland
8527,Bareland,NULL,NULL,NULL,Non_Wetland,Grassland,Water,Bareland
8528,Bareland,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
8529,Bareland,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Bareland
8530,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,Grassland
8531,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland,Shrubland,Grassland
8532,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland,Shrubland,Bareland
8533,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
8534,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Cropland
8535,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Bareland
8536,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,NULL
8537,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
8538,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Cropland
8539,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Bareland
8540,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland,Built-up,Bareland
8541,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland,Water,Grassland
8542,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland,Water,Bareland
8543,Bareland,NULL,NULL,NULL,Non_Wetland,Built-up,Grassland,Grassland
8544,Bareland,NULL,NULL,NULL,Non_Wetland,Built-up,Grassland,Cropland
8545,Bareland,NULL,NULL,NULL,Non_Wetland,Built-up,Bareland,Grassland
8546,Bareland,NULL,NULL,NULL,Non_Wetland,Built-up,Built-up,Grassland
8547,Bareland,NULL,NULL,NULL,Non_Wetland,Built-up,Built-up,Cropland
8548,Bareland,NULL,NULL,NULL,Non_Wetland,Built-up,Built-up,Bareland
8549,Bareland,NULL,NULL,NULL,Non_Wetland,Built-up,Built-up,Built-up
8550,Bareland,NULL,NULL,NULL,Non_Wetland,Built-up,Built-up,Forest
8551,Bareland,NULL,NULL,NULL,Non_Wetland,Water,Water,Bareland
8552,Bareland,NULL,NULL,NULL,Non_Wetland,Forest,NULL,Grassland
8553,Bareland,NULL,NULL,NULL,Non_Wetland,Forest,NULL,Cropland
8554,Bareland,NULL,NULL,NULL,Non_Wetland,Forest,NULL,Forest
8555,Bareland,NULL,NULL,NULL,Non_Wetland,Forest,Shrubland,Grassland
8556,Bareland,NULL,NULL,NULL,Non_Wetland,Forest,Shrubland,Forest
8557,Bareland,NULL,NULL,NULL,Non_Wetland,Forest,Grassland,Grassland
8558,Bareland,NULL,NULL,NULL,Non_Wetland,Forest,Grassland,Cropland
8559,Bareland,NULL,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
8560,Bareland,NULL,NULL,NULL,Non_Wetland,Forest,Bareland,Forest
8561,Bareland,NULL,NULL,NULL,Non_Wetland,Forest,Forest,Grassland
8562,Bareland,NULL,NULL,NULL,Non_Wetland,Forest,Forest,Forest
8563,Bareland,NULL,NULL,Non_Water,Non_Wetland,NULL,Shrubland,Grassland
8564,Bareland,NULL,NULL,Non_Water,Non_Wetland,NULL,Grassland,Bareland
8565,Bareland,NULL,NULL,Non_Water,Non_Wetland,NULL,Water,Bareland
8566,Bareland,NULL,NULL,Non_Water,Non_Wetland,NULL,Water,Water
8567,Bareland,NULL,NULL,Non_Water,Non_Wetland,NULL,Forest,Grassland
8568,Bareland,NULL,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
8569,Bareland,NULL,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Cropland
8570,Bareland,NULL,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Wetland
8571,Bareland,NULL,NULL,Non_Water,Non_Wetland,Grassland,Water,Bareland
8572,Bareland,NULL,NULL,Water,Non_Wetland,NULL,Grassland,Grassland
8573,Bareland,NULL,NULL,Water,Non_Wetland,NULL,Water,Grassland
8574,Bareland,NULL,NULL,Water,Non_Wetland,Grassland,Grassland,Grassland
8575,Bareland,NULL,NULL,Water,Non_Wetland,Grassland,Grassland,Cropland
8576,Bareland,NULL,NULL,Water,Non_Wetland,Grassland,Grassland,Bareland
8577,Bareland,NULL,NULL,Water,Non_Wetland,Bareland,Grassland,Grassland
8578,Bareland,NULL,NULL,Water,Non_Wetland,Bareland,Built-up,Grassland
8579,Bareland,NULL,NULL,Water,Non_Wetland,Water,Grassland,Grassland
8580,Bareland,NULL,NULL,Water,Non_Wetland,Water,Water,Bareland
8581,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
8582,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
8583,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
8584,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
8585,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,NULL
8586,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Grassland
8587,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Bareland
8588,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Built-up
8589,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Forest
8590,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,NULL
8591,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
8592,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Cropland
8593,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Bareland
8594,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Built-up
8595,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
8596,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,NULL
8597,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,Grassland
8598,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,Bareland
8599,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,Forest
8600,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,Built-up,Grassland
8601,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,Built-up,Cropland
8602,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,Built-up,Bareland
8603,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,Built-up,Built-up
8604,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,Water,Grassland
8605,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,Water,Bareland
8606,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,Grassland
8607,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,Forest
8608,Bareland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,NULL
8609,Bareland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Grassland
8610,Bareland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Built-up
8611,Bareland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Forest
8612,Bareland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
8613,Bareland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
8614,Bareland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
8615,Bareland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
8616,Bareland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
8617,Bareland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,NULL
8618,Bareland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
8619,Bareland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Cropland
8620,Bareland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Forest
8621,Bareland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,NULL
8622,Bareland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Grassland
8623,Bareland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,Cropland
8624,Bareland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Water,Bareland
8625,Bareland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,NULL
8626,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,NULL
8627,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
8628,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Cropland
8629,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Bareland
8630,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Built-up
8631,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
8632,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,NULL
8633,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
8634,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
8635,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Bareland
8636,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Forest
8637,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
8638,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
8639,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Cropland
8640,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Wetland
8641,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Bareland
8642,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Built-up
8643,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
8644,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,NULL
