Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_20PNR_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20PNR_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20PNR_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_20PNR_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20PNR_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_20PNR_M_R
722,Grassland,Forest,Forest,NULL,Non_Wetland,Cropland
723,Grassland,Forest,Forest,NULL,Non_Wetland,Wetland
724,Grassland,Forest,Forest,NULL,Non_Wetland,Forest
725,Grassland,Forest,Forest,Non_Water,Non_Wetland,Grassland
726,Grassland,Forest,Forest,Non_Water,Non_Wetland,Wetland
727,Grassland,Forest,Forest,Non_Water,Non_Wetland,Forest
728,Grassland,Forest,Forest,Water,Non_Wetland,Wetland
729,Grassland,Forest,Forest,Water,Non_Wetland,Forest
730,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland
731,Cropland,NULL,NULL,NULL,Non_Wetland,Wetland
732,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL
733,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland
734,Cropland,NULL,Shrubland,NULL,Non_Wetland,Cropland
735,Cropland,NULL,Shrubland,NULL,Non_Wetland,Wetland
736,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland
737,Cropland,NULL,Shrubland,NULL,Non_Wetland,Built-up
738,Cropland,NULL,Shrubland,NULL,Non_Wetland,Forest
739,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland
740,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,Wetland
741,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,Forest
742,Cropland,NULL,Shrubland,Water,Non_Wetland,Grassland
743,Cropland,NULL,Shrubland,Water,Non_Wetland,Wetland
744,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL
745,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland
746,Cropland,NULL,Grassland,NULL,Non_Wetland,Cropland
747,Cropland,NULL,Grassland,NULL,Non_Wetland,Wetland
748,Cropland,NULL,Grassland,NULL,Non_Wetland,Bareland
749,Cropland,NULL,Grassland,NULL,Non_Wetland,Built-up
750,Cropland,NULL,Grassland,NULL,Non_Wetland,Forest
751,Cropland,NULL,Grassland,Non_Water,Non_Wetland,Grassland
752,Cropland,NULL,Grassland,Non_Water,Non_Wetland,Wetland
753,Cropland,NULL,Grassland,Non_Water,Non_Wetland,Forest
754,Cropland,NULL,Grassland,Water,Non_Wetland,Grassland
755,Cropland,NULL,Grassland,Water,Non_Wetland,Wetland
756,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland
757,Cropland,NULL,Cropland,NULL,Non_Wetland,Cropland
758,Cropland,NULL,Cropland,NULL,Non_Wetland,Wetland
759,Cropland,NULL,Cropland,NULL,Non_Wetland,Built-up
760,Cropland,NULL,Cropland,NULL,Non_Wetland,Forest
761,Cropland,NULL,Cropland,Non_Water,Non_Wetland,Grassland
762,Cropland,NULL,Cropland,Non_Water,Non_Wetland,Wetland
763,Cropland,NULL,Cropland,Water,Non_Wetland,Wetland
764,Cropland,NULL,Wetland,NULL,Wetland,Grassland
765,Cropland,NULL,Wetland,NULL,Wetland,Wetland
766,Cropland,NULL,Wetland,NULL,Wetland,Water
767,Cropland,NULL,Wetland,NULL,Wetland,Forest
768,Cropland,NULL,Wetland,Non_Water,Wetland,Grassland
769,Cropland,NULL,Wetland,Non_Water,Wetland,Wetland
770,Cropland,NULL,Wetland,Non_Water,Wetland,Built-up
771,Cropland,NULL,Wetland,Non_Water,Wetland,Forest
772,Cropland,NULL,Wetland,Water,Wetland,Grassland
773,Cropland,NULL,Wetland,Water,Wetland,Wetland
774,Cropland,NULL,Bareland,NULL,Non_Wetland,Grassland
775,Cropland,NULL,Bareland,NULL,Non_Wetland,Wetland
776,Cropland,NULL,Bareland,NULL,Non_Wetland,Bareland
777,Cropland,NULL,Built-up,NULL,Non_Wetland,Grassland
778,Cropland,NULL,Built-up,NULL,Non_Wetland,Wetland
779,Cropland,NULL,Built-up,NULL,Non_Wetland,Built-up
780,Cropland,NULL,Built-up,Non_Water,Non_Wetland,Grassland
781,Cropland,NULL,Built-up,Water,Non_Wetland,Grassland
782,Cropland,NULL,Water,NULL,Water,Wetland
783,Cropland,NULL,Water,Water,Water,Water
784,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland
785,Cropland,NULL,Forest,NULL,Non_Wetland,Cropland
786,Cropland,NULL,Forest,NULL,Non_Wetland,Wetland
787,Cropland,NULL,Forest,NULL,Non_Wetland,Bareland
788,Cropland,NULL,Forest,NULL,Non_Wetland,Built-up
789,Cropland,NULL,Forest,NULL,Non_Wetland,Forest
790,Cropland,NULL,Forest,Non_Water,Non_Wetland,Grassland
791,Cropland,NULL,Forest,Non_Water,Non_Wetland,Wetland
792,Cropland,NULL,Forest,Non_Water,Non_Wetland,Forest
793,Cropland,NULL,Forest,Water,Non_Wetland,Wetland
794,Cropland,NULL,Forest,Water,Non_Wetland,Water
795,Cropland,Cropland,NULL,NULL,Non_Wetland,Wetland
796,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Grassland
797,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Wetland
798,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Forest
799,Cropland,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland
800,Cropland,Cropland,Grassland,NULL,Non_Wetland,Grassland
801,Cropland,Cropland,Grassland,NULL,Non_Wetland,Cropland
802,Cropland,Cropland,Grassland,NULL,Non_Wetland,Wetland
803,Cropland,Cropland,Grassland,NULL,Non_Wetland,Forest
804,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland
805,Cropland,Cropland,Cropland,NULL,Non_Wetland,Wetland
806,Cropland,Cropland,Cropland,NULL,Non_Wetland,Forest
807,Cropland,Cropland,Wetland,NULL,Wetland,Grassland
808,Cropland,Cropland,Wetland,NULL,Wetland,Wetland
809,Cropland,Cropland,Wetland,NULL,Wetland,Forest
810,Cropland,Cropland,Wetland,Non_Water,Wetland,Wetland
811,Cropland,Cropland,Bareland,NULL,Non_Wetland,Grassland
812,Cropland,Cropland,Built-up,NULL,Non_Wetland,Grassland
813,Cropland,Cropland,Built-up,NULL,Non_Wetland,Wetland
814,Cropland,Cropland,Built-up,NULL,Non_Wetland,Built-up
815,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland
816,Cropland,Cropland,Forest,NULL,Non_Wetland,Wetland
817,Cropland,Cropland,Forest,NULL,Non_Wetland,Forest
818,Cropland,Cropland,Forest,Non_Water,Non_Wetland,Grassland
819,Cropland,Cropland,Forest,Non_Water,Non_Wetland,Wetland
820,Cropland,Wetland,Grassland,NULL,Non_Wetland,Grassland
821,Cropland,Wetland,Grassland,Non_Water,Non_Wetland,Grassland
822,Cropland,Wetland,Wetland,NULL,Wetland,Wetland
823,Cropland,Wetland,Forest,NULL,Non_Wetland,Grassland
824,Cropland,Bareland,NULL,Water,Non_Wetland,Bareland
825,Cropland,Bareland,Wetland,NULL,Wetland,Grassland
826,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Grassland
827,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Wetland
828,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Bareland
829,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Built-up
830,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Forest
831,Cropland,Built-up,Grassland,NULL,Non_Wetland,Grassland
832,Cropland,Built-up,Grassland,NULL,Non_Wetland,Forest
833,Cropland,Built-up,Cropland,NULL,Non_Wetland,Grassland
834,Cropland,Built-up,Cropland,NULL,Non_Wetland,Forest
835,Cropland,Built-up,Wetland,NULL,Wetland,Grassland
836,Cropland,Built-up,Wetland,NULL,Wetland,Wetland
837,Cropland,Built-up,Wetland,NULL,Wetland,Forest
838,Cropland,Built-up,Built-up,NULL,Non_Wetland,Grassland
839,Cropland,Built-up,Built-up,NULL,Non_Wetland,Built-up
840,Cropland,Built-up,Built-up,NULL,Non_Wetland,Forest
841,Cropland,Built-up,Forest,NULL,Non_Wetland,Grassland
842,Cropland,Built-up,Forest,NULL,Non_Wetland,Wetland
843,Cropland,Built-up,Forest,NULL,Non_Wetland,Forest
844,Cropland,Water,Wetland,NULL,Wetland,Water
845,Cropland,Water,Wetland,NULL,Wetland,Forest
846,Cropland,Water,Wetland,Non_Water,Wetland,Water
847,Cropland,Water,Wetland,Non_Water,Wetland,Forest
848,Cropland,Water,Wetland,Water,Wetland,Water
849,Cropland,Water,Wetland,Water,Wetland,Forest
850,Cropland,Water,Water,NULL,Water,Water
851,Cropland,Water,Water,NULL,Water,Forest
852,Cropland,Water,Water,Non_Water,Water,Water
853,Cropland,Water,Water,Water,Water,Wetland
854,Cropland,Water,Water,Water,Water,Water
855,Cropland,Water,Forest,NULL,Non_Wetland,Water
856,Cropland,Water,Forest,NULL,Non_Wetland,Forest
857,Cropland,Forest,NULL,NULL,Non_Wetland,Wetland
858,Cropland,Forest,Shrubland,NULL,Non_Wetland,Grassland
859,Cropland,Forest,Shrubland,NULL,Non_Wetland,Wetland
860,Cropland,Forest,Shrubland,NULL,Non_Wetland,Forest
861,Cropland,Forest,Grassland,NULL,Non_Wetland,Grassland
862,Cropland,Forest,Grassland,NULL,Non_Wetland,Wetland
863,Cropland,Forest,Grassland,NULL,Non_Wetland,Forest
864,Cropland,Forest,Grassland,Non_Water,Non_Wetland,Wetland
865,Cropland,Forest,Cropland,NULL,Non_Wetland,Grassland
866,Cropland,Forest,Cropland,NULL,Non_Wetland,Wetland
867,Cropland,Forest,Cropland,NULL,Non_Wetland,Forest
868,Cropland,Forest,Wetland,NULL,Wetland,NULL
869,Cropland,Forest,Wetland,NULL,Wetland,Grassland
870,Cropland,Forest,Wetland,NULL,Wetland,Wetland
871,Cropland,Forest,Wetland,NULL,Wetland,Bareland
872,Cropland,Forest,Wetland,NULL,Wetland,Water
873,Cropland,Forest,Wetland,NULL,Wetland,Forest
874,Cropland,Forest,Wetland,Non_Water,Wetland,Grassland
875,Cropland,Forest,Wetland,Non_Water,Wetland,Wetland
876,Cropland,Forest,Wetland,Non_Water,Wetland,Water
877,Cropland,Forest,Wetland,Non_Water,Wetland,Forest
878,Cropland,Forest,Wetland,Water,Wetland,Water
879,Cropland,Forest,Wetland,Water,Wetland,Forest
880,Cropland,Forest,Built-up,NULL,Non_Wetland,Grassland
881,Cropland,Forest,Built-up,NULL,Non_Wetland,Wetland
882,Cropland,Forest,Built-up,NULL,Non_Wetland,Forest
883,Cropland,Forest,Water,NULL,Water,Forest
884,Cropland,Forest,Water,Water,Water,Water
885,Cropland,Forest,Water,Water,Water,Forest
886,Cropland,Forest,Forest,NULL,Non_Wetland,Grassland
887,Cropland,Forest,Forest,NULL,Non_Wetland,Wetland
888,Cropland,Forest,Forest,NULL,Non_Wetland,Bareland
889,Cropland,Forest,Forest,NULL,Non_Wetland,Forest
890,Cropland,Forest,Forest,Non_Water,Non_Wetland,Wetland
891,Cropland,Forest,Forest,Non_Water,Non_Wetland,Forest
892,Cropland,Forest,Forest,Water,Non_Wetland,Wetland
893,Wetland,NULL,NULL,NULL,Non_Wetland,Grassland
894,Wetland,NULL,NULL,NULL,Non_Wetland,Wetland
895,Wetland,NULL,NULL,Non_Water,Non_Wetland,Grassland
896,Wetland,NULL,Shrubland,NULL,Non_Wetland,NULL
897,Wetland,NULL,Shrubland,NULL,Non_Wetland,Grassland
898,Wetland,NULL,Shrubland,NULL,Non_Wetland,Wetland
899,Wetland,NULL,Shrubland,NULL,Non_Wetland,Bareland
900,Wetland,NULL,Shrubland,NULL,Non_Wetland,Built-up
901,Wetland,NULL,Shrubland,NULL,Non_Wetland,Forest
902,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland
903,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,Wetland
904,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,Built-up
905,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,Forest
906,Wetland,NULL,Shrubland,Water,Non_Wetland,Grassland
907,Wetland,NULL,Shrubland,Water,Non_Wetland,Wetland
908,Wetland,NULL,Shrubland,Water,Non_Wetland,Forest
909,Wetland,NULL,Grassland,NULL,Non_Wetland,Grassland
910,Wetland,NULL,Grassland,NULL,Non_Wetland,Wetland
911,Wetland,NULL,Grassland,NULL,Non_Wetland,Built-up
912,Wetland,NULL,Grassland,NULL,Non_Wetland,Forest
913,Wetland,NULL,Grassland,Non_Water,Non_Wetland,Grassland
914,Wetland,NULL,Grassland,Non_Water,Non_Wetland,Wetland
915,Wetland,NULL,Grassland,Non_Water,Non_Wetland,Forest
916,Wetland,NULL,Grassland,Water,Non_Wetland,Grassland
917,Wetland,NULL,Grassland,Water,Non_Wetland,Wetland
918,Wetland,NULL,Cropland,NULL,Non_Wetland,Grassland
919,Wetland,NULL,Cropland,NULL,Non_Wetland,Wetland
920,Wetland,NULL,Cropland,NULL,Non_Wetland,Bareland
921,Wetland,NULL,Cropland,NULL,Non_Wetland,Forest
922,Wetland,NULL,Cropland,Non_Water,Non_Wetland,Grassland
923,Wetland,NULL,Cropland,Non_Water,Non_Wetland,Wetland
924,Wetland,NULL,Wetland,NULL,Wetland,Grassland
925,Wetland,NULL,Wetland,NULL,Wetland,Cropland
926,Wetland,NULL,Wetland,NULL,Wetland,Wetland
927,Wetland,NULL,Wetland,NULL,Wetland,Bareland
928,Wetland,NULL,Wetland,NULL,Wetland,Built-up
929,Wetland,NULL,Wetland,NULL,Wetland,Water
930,Wetland,NULL,Wetland,NULL,Wetland,Forest
931,Wetland,NULL,Wetland,Non_Water,Wetland,Grassland
932,Wetland,NULL,Wetland,Non_Water,Wetland,Cropland
933,Wetland,NULL,Wetland,Non_Water,Wetland,Wetland
934,Wetland,NULL,Wetland,Non_Water,Wetland,Built-up
935,Wetland,NULL,Wetland,Non_Water,Wetland,Water
936,Wetland,NULL,Wetland,Non_Water,Wetland,Forest
937,Wetland,NULL,Wetland,Water,Wetland,Grassland
938,Wetland,NULL,Wetland,Water,Wetland,Wetland
939,Wetland,NULL,Wetland,Water,Wetland,Water
940,Wetland,NULL,Wetland,Water,Wetland,Forest
941,Wetland,NULL,Bareland,NULL,Non_Wetland,Grassland
942,Wetland,NULL,Bareland,Water,Non_Wetland,Grassland
943,Wetland,NULL,Built-up,NULL,Non_Wetland,Grassland
944,Wetland,NULL,Built-up,NULL,Non_Wetland,Wetland
945,Wetland,NULL,Built-up,NULL,Non_Wetland,Bareland
946,Wetland,NULL,Built-up,NULL,Non_Wetland,Built-up
947,Wetland,NULL,Built-up,NULL,Non_Wetland,Water
948,Wetland,NULL,Built-up,Non_Water,Non_Wetland,Grassland
949,Wetland,NULL,Water,NULL,Water,Grassland
950,Wetland,NULL,Water,NULL,Water,Wetland
951,Wetland,NULL,Water,NULL,Water,Water
952,Wetland,NULL,Water,Non_Water,Water,Grassland
953,Wetland,NULL,Water,Non_Water,Water,Wetland
954,Wetland,NULL,Water,Non_Water,Water,Water
955,Wetland,NULL,Water,Water,Water,Grassland
956,Wetland,NULL,Water,Water,Water,Wetland
957,Wetland,NULL,Water,Water,Water,Water
958,Wetland,NULL,Forest,NULL,Non_Wetland,Grassland
959,Wetland,NULL,Forest,NULL,Non_Wetland,Wetland
960,Wetland,NULL,Forest,NULL,Non_Wetland,Bareland
961,Wetland,NULL,Forest,NULL,Non_Wetland,Forest
962,Wetland,NULL,Forest,Non_Water,Non_Wetland,Grassland
963,Wetland,NULL,Forest,Non_Water,Non_Wetland,Wetland
964,Wetland,NULL,Forest,Non_Water,Non_Wetland,Forest
965,Wetland,NULL,Forest,Water,Non_Wetland,Grassland
966,Wetland,NULL,Forest,Water,Non_Wetland,Wetland
967,Wetland,NULL,Forest,Water,Non_Wetland,Forest
968,Wetland,Cropland,NULL,NULL,Non_Wetland,Grassland
969,Wetland,Cropland,Shrubland,NULL,Non_Wetland,Grassland
970,Wetland,Cropland,Shrubland,NULL,Non_Wetland,Wetland
971,Wetland,Cropland,Shrubland,NULL,Non_Wetland,Forest
972,Wetland,Cropland,Shrubland,Non_Water,Non_Wetland,Wetland
973,Wetland,Cropland,Shrubland,Water,Non_Wetland,Wetland
974,Wetland,Cropland,Grassland,NULL,Non_Wetland,Grassland
975,Wetland,Cropland,Grassland,NULL,Non_Wetland,Wetland
976,Wetland,Cropland,Grassland,NULL,Non_Wetland,Forest
977,Wetland,Cropland,Grassland,Non_Water,Non_Wetland,Grassland
978,Wetland,Cropland,Grassland,Non_Water,Non_Wetland,Wetland
979,Wetland,Cropland,Cropland,NULL,Non_Wetland,Grassland
980,Wetland,Cropland,Cropland,NULL,Non_Wetland,Wetland
981,Wetland,Cropland,Wetland,NULL,Wetland,Grassland
982,Wetland,Cropland,Wetland,NULL,Wetland,Cropland
983,Wetland,Cropland,Wetland,NULL,Wetland,Wetland
984,Wetland,Cropland,Wetland,NULL,Wetland,Built-up
985,Wetland,Cropland,Wetland,NULL,Wetland,Water
986,Wetland,Cropland,Wetland,NULL,Wetland,Forest
987,Wetland,Cropland,Wetland,Non_Water,Wetland,Grassland
988,Wetland,Cropland,Wetland,Non_Water,Wetland,Wetland
989,Wetland,Cropland,Wetland,Water,Wetland,Grassland
990,Wetland,Cropland,Wetland,Water,Wetland,Wetland
991,Wetland,Cropland,Wetland,Water,Wetland,Water
992,Wetland,Cropland,Built-up,NULL,Non_Wetland,Grassland
993,Wetland,Cropland,Built-up,NULL,Non_Wetland,Wetland
994,Wetland,Cropland,Built-up,NULL,Non_Wetland,Built-up
995,Wetland,Cropland,Water,NULL,Water,Grassland
996,Wetland,Cropland,Water,NULL,Water,Wetland
997,Wetland,Cropland,Water,NULL,Water,Water
998,Wetland,Cropland,Water,Non_Water,Water,Wetland
999,Wetland,Cropland,Water,Water,Water,Grassland
1000,Wetland,Cropland,Water,Water,Water,Wetland
1001,Wetland,Cropland,Water,Water,Water,Water
1002,Wetland,Cropland,Forest,NULL,Non_Wetland,Grassland
1003,Wetland,Cropland,Forest,NULL,Non_Wetland,Wetland
1004,Wetland,Cropland,Forest,NULL,Non_Wetland,Forest
1005,Wetland,Cropland,Forest,Non_Water,Non_Wetland,Grassland
1006,Wetland,Cropland,Forest,Non_Water,Non_Wetland,Wetland
1007,Wetland,Wetland,Shrubland,NULL,Non_Wetland,Grassland
1008,Wetland,Wetland,Shrubland,NULL,Non_Wetland,Wetland
1009,Wetland,Wetland,Shrubland,NULL,Non_Wetland,Forest
1010,Wetland,Wetland,Shrubland,Non_Water,Non_Wetland,Grassland
1011,Wetland,Wetland,Shrubland,Non_Water,Non_Wetland,Wetland
1012,Wetland,Wetland,Shrubland,Water,Non_Wetland,Grassland
1013,Wetland,Wetland,Shrubland,Water,Non_Wetland,Wetland
1014,Wetland,Wetland,Grassland,NULL,Non_Wetland,Grassland
1015,Wetland,Wetland,Grassland,NULL,Non_Wetland,Wetland
1016,Wetland,Wetland,Grassland,Non_Water,Non_Wetland,Grassland
1017,Wetland,Wetland,Grassland,Water,Non_Wetland,Grassland
1018,Wetland,Wetland,Grassland,Water,Non_Wetland,Wetland
1019,Wetland,Wetland,Cropland,NULL,Non_Wetland,Grassland
1020,Wetland,Wetland,Cropland,NULL,Non_Wetland,Wetland
1021,Wetland,Wetland,Cropland,NULL,Non_Wetland,Forest
1022,Wetland,Wetland,Cropland,Non_Water,Non_Wetland,Grassland
1023,Wetland,Wetland,Cropland,Non_Water,Non_Wetland,Wetland
1024,Wetland,Wetland,Wetland,NULL,Wetland,Grassland
1025,Wetland,Wetland,Wetland,NULL,Wetland,Cropland
1026,Wetland,Wetland,Wetland,NULL,Wetland,Wetland
1027,Wetland,Wetland,Wetland,NULL,Wetland,Water
1028,Wetland,Wetland,Wetland,NULL,Wetland,Forest
1029,Wetland,Wetland,Wetland,Non_Water,Wetland,Grassland
1030,Wetland,Wetland,Wetland,Non_Water,Wetland,Wetland
1031,Wetland,Wetland,Wetland,Non_Water,Wetland,Water
1032,Wetland,Wetland,Wetland,Non_Water,Wetland,Forest
1033,Wetland,Wetland,Wetland,Water,Wetland,Grassland
1034,Wetland,Wetland,Wetland,Water,Wetland,Wetland
1035,Wetland,Wetland,Wetland,Water,Wetland,Water
1036,Wetland,Wetland,Water,NULL,Water,Wetland
1037,Wetland,Wetland,Water,Non_Water,Water,Grassland
1038,Wetland,Wetland,Water,Non_Water,Water,Wetland
1039,Wetland,Wetland,Water,Non_Water,Water,Water
1040,Wetland,Wetland,Water,Water,Water,Grassland
1041,Wetland,Wetland,Water,Water,Water,Wetland
1042,Wetland,Wetland,Water,Water,Water,Water
1043,Wetland,Wetland,Forest,NULL,Non_Wetland,Grassland
1044,Wetland,Wetland,Forest,NULL,Non_Wetland,Wetland
1045,Wetland,Wetland,Forest,NULL,Non_Wetland,Forest
1046,Wetland,Wetland,Forest,Non_Water,Non_Wetland,Grassland
1047,Wetland,Wetland,Forest,Non_Water,Non_Wetland,Wetland
1048,Wetland,Wetland,Forest,Water,Non_Wetland,Wetland
1049,Wetland,Built-up,Shrubland,NULL,Non_Wetland,Grassland
1050,Wetland,Built-up,Grassland,NULL,Non_Wetland,Grassland
1051,Wetland,Built-up,Cropland,NULL,Non_Wetland,Grassland
1052,Wetland,Built-up,Wetland,NULL,Wetland,Grassland
1053,Wetland,Built-up,Wetland,NULL,Wetland,Wetland
1054,Wetland,Built-up,Wetland,NULL,Wetland,Built-up
1055,Wetland,Built-up,Wetland,NULL,Wetland,Forest
1056,Wetland,Built-up,Wetland,Non_Water,Wetland,Grassland
1057,Wetland,Built-up,Built-up,NULL,Non_Wetland,Grassland
1058,Wetland,Built-up,Forest,NULL,Non_Wetland,Grassland
1059,Wetland,Built-up,Forest,NULL,Non_Wetland,Built-up
1060,Wetland,Water,Shrubland,NULL,Non_Wetland,Grassland
1061,Wetland,Water,Shrubland,NULL,Non_Wetland,Wetland
1062,Wetland,Water,Shrubland,Non_Water,Non_Wetland,Grassland
1063,Wetland,Water,Shrubland,Non_Water,Non_Wetland,Wetland
1064,Wetland,Water,Grassland,NULL,Non_Wetland,Wetland
1065,Wetland,Water,Wetland,NULL,Wetland,Grassland
1066,Wetland,Water,Wetland,NULL,Wetland,Wetland
1067,Wetland,Water,Wetland,NULL,Wetland,Water
1068,Wetland,Water,Wetland,NULL,Wetland,Forest
1069,Wetland,Water,Wetland,Non_Water,Wetland,Grassland
1070,Wetland,Water,Wetland,Non_Water,Wetland,Wetland
1071,Wetland,Water,Wetland,Non_Water,Wetland,Water
1072,Wetland,Water,Wetland,Non_Water,Wetland,Forest
1073,Wetland,Water,Wetland,Water,Wetland,Grassland
1074,Wetland,Water,Wetland,Water,Wetland,Wetland
1075,Wetland,Water,Wetland,Water,Wetland,Water
1076,Wetland,Water,Wetland,Water,Wetland,Forest
1077,Wetland,Water,Water,NULL,Water,Wetland
1078,Wetland,Water,Water,NULL,Water,Water
1079,Wetland,Water,Water,Non_Water,Water,Wetland
1080,Wetland,Water,Water,Non_Water,Water,Water
1081,Wetland,Water,Water,Water,NULL,Water
1082,Wetland,Water,Water,Water,Water,Grassland
1083,Wetland,Water,Water,Water,Water,Wetland
1084,Wetland,Water,Water,Water,Water,Water
1085,Wetland,Water,Forest,NULL,Non_Wetland,Grassland
1086,Wetland,Water,Forest,NULL,Non_Wetland,Wetland
1087,Wetland,Water,Forest,NULL,Non_Wetland,Water
1088,Wetland,Water,Forest,NULL,Non_Wetland,Forest
1089,Wetland,Water,Forest,Non_Water,Non_Wetland,Grassland
1090,Wetland,Water,Forest,Non_Water,Non_Wetland,Wetland
1091,Wetland,Water,Forest,Non_Water,Non_Wetland,Forest
1092,Wetland,Water,Forest,Water,Non_Wetland,Forest
1093,Wetland,Forest,Shrubland,NULL,Non_Wetland,Grassland
1094,Wetland,Forest,Shrubland,NULL,Non_Wetland,Wetland
1095,Wetland,Forest,Shrubland,NULL,Non_Wetland,Forest
1096,Wetland,Forest,Shrubland,Non_Water,Non_Wetland,Grassland
1097,Wetland,Forest,Shrubland,Non_Water,Non_Wetland,Wetland
1098,Wetland,Forest,Grassland,NULL,Non_Wetland,Grassland
1099,Wetland,Forest,Grassland,NULL,Non_Wetland,Wetland
1100,Wetland,Forest,Grassland,NULL,Non_Wetland,Forest
1101,Wetland,Forest,Grassland,Non_Water,Non_Wetland,Wetland
1102,Wetland,Forest,Cropland,NULL,Non_Wetland,Grassland
1103,Wetland,Forest,Cropland,NULL,Non_Wetland,Wetland
1104,Wetland,Forest,Cropland,NULL,Non_Wetland,Forest
1105,Wetland,Forest,Wetland,NULL,Wetland,Grassland
1106,Wetland,Forest,Wetland,NULL,Wetland,Wetland
1107,Wetland,Forest,Wetland,NULL,Wetland,Bareland
1108,Wetland,Forest,Wetland,NULL,Wetland,Water
1109,Wetland,Forest,Wetland,NULL,Wetland,Forest
1110,Wetland,Forest,Wetland,Non_Water,Wetland,Grassland
1111,Wetland,Forest,Wetland,Non_Water,Wetland,Wetland
1112,Wetland,Forest,Wetland,Non_Water,Wetland,Water
1113,Wetland,Forest,Wetland,Non_Water,Wetland,Forest
1114,Wetland,Forest,Wetland,Water,Wetland,Grassland
1115,Wetland,Forest,Wetland,Water,Wetland,Wetland
1116,Wetland,Forest,Wetland,Water,Wetland,Water
1117,Wetland,Forest,Wetland,Water,Wetland,Forest
1118,Wetland,Forest,Bareland,NULL,Non_Wetland,Wetland
1119,Wetland,Forest,Built-up,NULL,Non_Wetland,Grassland
1120,Wetland,Forest,Built-up,NULL,Non_Wetland,Forest
1121,Wetland,Forest,Water,NULL,Water,Wetland
1122,Wetland,Forest,Water,NULL,Water,Forest
1123,Wetland,Forest,Water,Non_Water,Water,Wetland
1124,Wetland,Forest,Water,Non_Water,Water,Water
1125,Wetland,Forest,Water,Water,Water,Grassland
1126,Wetland,Forest,Water,Water,Water,Wetland
1127,Wetland,Forest,Water,Water,Water,Water
1128,Wetland,Forest,Water,Water,Water,Forest
1129,Wetland,Forest,Forest,NULL,Non_Wetland,Grassland
1130,Wetland,Forest,Forest,NULL,Non_Wetland,Wetland
1131,Wetland,Forest,Forest,NULL,Non_Wetland,Forest
1132,Wetland,Forest,Forest,Non_Water,Non_Wetland,Wetland
1133,Wetland,Forest,Forest,Non_Water,Non_Wetland,Forest
1134,Bareland,NULL,NULL,NULL,Non_Wetland,Grassland
1135,Bareland,NULL,NULL,NULL,Non_Wetland,Wetland
1136,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland
1137,Bareland,NULL,NULL,NULL,Non_Wetland,Water
1138,Bareland,NULL,NULL,Non_Water,Non_Wetland,Grassland
1139,Bareland,NULL,NULL,Non_Water,Non_Wetland,Wetland
1140,Bareland,NULL,NULL,Non_Water,Non_Wetland,Bareland
1141,Bareland,NULL,NULL,Water,Non_Wetland,Grassland
1142,Bareland,NULL,NULL,Water,Non_Wetland,Wetland
1143,Bareland,NULL,NULL,Water,Non_Wetland,Bareland
1144,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL
1145,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland
1146,Bareland,NULL,Shrubland,NULL,Non_Wetland,Cropland
1147,Bareland,NULL,Shrubland,NULL,Non_Wetland,Wetland
1148,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland
1149,Bareland,NULL,Shrubland,NULL,Non_Wetland,Built-up
1150,Bareland,NULL,Shrubland,NULL,Non_Wetland,Water
1151,Bareland,NULL,Shrubland,NULL,Non_Wetland,Forest
1152,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland
