Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_22LGN_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22LGN_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22LGN_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_22LGN_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22LGN_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22LGN_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22LGN_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_22LGN_M_R
11372,Bareland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
11373,Bareland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Cropland
11374,Bareland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Bareland
11375,Bareland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Built-up
11376,Bareland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
11377,Bareland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Bareland,NULL
11378,Bareland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
11379,Bareland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Cropland
11380,Bareland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Built-up
11381,Bareland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Forest
11382,Bareland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Forest,NULL
11383,Bareland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Forest,Grassland
11384,Bareland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Forest,Cropland
11385,Bareland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Forest,Forest
11386,Bareland,Cropland,Cropland,NULL,Non_Wetland,Built-up,NULL,Cropland
11387,Bareland,Cropland,Cropland,NULL,Non_Wetland,Built-up,Grassland,Grassland
11388,Bareland,Cropland,Cropland,NULL,Non_Wetland,Built-up,Grassland,Cropland
11389,Bareland,Cropland,Cropland,NULL,Non_Wetland,Built-up,Built-up,Grassland
11390,Bareland,Cropland,Cropland,NULL,Non_Wetland,Built-up,Built-up,Cropland
11391,Bareland,Cropland,Cropland,NULL,Non_Wetland,Built-up,Built-up,Bareland
11392,Bareland,Cropland,Cropland,NULL,Non_Wetland,Built-up,Built-up,Built-up
11393,Bareland,Cropland,Cropland,NULL,Non_Wetland,Forest,NULL,Grassland
11394,Bareland,Cropland,Cropland,NULL,Non_Wetland,Forest,Shrubland,Grassland
11395,Bareland,Cropland,Cropland,NULL,Non_Wetland,Forest,Grassland,Grassland
11396,Bareland,Cropland,Cropland,NULL,Non_Wetland,Forest,Forest,Grassland
11397,Bareland,Cropland,Cropland,NULL,Non_Wetland,Forest,Forest,Cropland
11398,Bareland,Cropland,Cropland,NULL,Non_Wetland,Forest,Forest,Bareland
11399,Bareland,Cropland,Cropland,Non_Water,Non_Wetland,NULL,Water,Grassland
11400,Bareland,Cropland,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
11401,Bareland,Cropland,Cropland,Non_Water,Non_Wetland,Cropland,NULL,Cropland
11402,Bareland,Cropland,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
11403,Bareland,Cropland,Cropland,Water,Non_Wetland,Grassland,Grassland,Grassland
11404,Bareland,Cropland,Wetland,NULL,Wetland,NULL,NULL,Grassland
11405,Bareland,Cropland,Wetland,NULL,Wetland,Grassland,NULL,Grassland
11406,Bareland,Cropland,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
11407,Bareland,Cropland,Bareland,NULL,Non_Wetland,NULL,Shrubland,Bareland
11408,Bareland,Cropland,Bareland,NULL,Non_Wetland,Cropland,NULL,Grassland
11409,Bareland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
11410,Bareland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
11411,Bareland,Cropland,Built-up,NULL,Non_Wetland,NULL,Grassland,Grassland
11412,Bareland,Cropland,Built-up,NULL,Non_Wetland,NULL,Grassland,Built-up
11413,Bareland,Cropland,Built-up,NULL,Non_Wetland,NULL,Bareland,Grassland
11414,Bareland,Cropland,Built-up,NULL,Non_Wetland,NULL,Bareland,Bareland
11415,Bareland,Cropland,Built-up,NULL,Non_Wetland,Grassland,NULL,Grassland
11416,Bareland,Cropland,Built-up,NULL,Non_Wetland,Grassland,NULL,Cropland
11417,Bareland,Cropland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
11418,Bareland,Cropland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Cropland
11419,Bareland,Cropland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Built-up
11420,Bareland,Cropland,Built-up,NULL,Non_Wetland,Grassland,Bareland,Built-up
11421,Bareland,Cropland,Built-up,NULL,Non_Wetland,Cropland,NULL,Cropland
11422,Bareland,Cropland,Built-up,NULL,Non_Wetland,Cropland,NULL,Built-up
11423,Bareland,Cropland,Built-up,NULL,Non_Wetland,Cropland,Grassland,Grassland
11424,Bareland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Grassland,Built-up
11425,Bareland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Bareland,Bareland
11426,Bareland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Bareland,Built-up
11427,Bareland,Cropland,Built-up,NULL,Non_Wetland,Built-up,Grassland,Grassland
11428,Bareland,Cropland,Built-up,NULL,Non_Wetland,Built-up,Built-up,Grassland
11429,Bareland,Cropland,Built-up,NULL,Non_Wetland,Built-up,Built-up,Bareland
11430,Bareland,Cropland,Built-up,NULL,Non_Wetland,Built-up,Built-up,Built-up
11431,Bareland,Cropland,Water,NULL,Water,NULL,NULL,Bareland
11432,Bareland,Cropland,Water,NULL,Water,Cropland,NULL,Grassland
11433,Bareland,Cropland,Water,NULL,Water,Cropland,NULL,Cropland
11434,Bareland,Cropland,Water,NULL,Water,Bareland,Grassland,Bareland
11435,Bareland,Cropland,Water,NULL,Water,Bareland,Wetland,Bareland
11436,Bareland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,NULL
11437,Bareland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
11438,Bareland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
11439,Bareland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
11440,Bareland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
11441,Bareland,Cropland,Forest,NULL,Non_Wetland,NULL,Shrubland,NULL
11442,Bareland,Cropland,Forest,NULL,Non_Wetland,NULL,Shrubland,Forest
11443,Bareland,Cropland,Forest,NULL,Non_Wetland,NULL,Grassland,NULL
11444,Bareland,Cropland,Forest,NULL,Non_Wetland,NULL,Grassland,Grassland
11445,Bareland,Cropland,Forest,NULL,Non_Wetland,NULL,Grassland,Cropland
11446,Bareland,Cropland,Forest,NULL,Non_Wetland,NULL,Grassland,Bareland
11447,Bareland,Cropland,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
11448,Bareland,Cropland,Forest,NULL,Non_Wetland,NULL,Bareland,NULL
11449,Bareland,Cropland,Forest,NULL,Non_Wetland,NULL,Bareland,Grassland
11450,Bareland,Cropland,Forest,NULL,Non_Wetland,NULL,Bareland,Forest
11451,Bareland,Cropland,Forest,NULL,Non_Wetland,NULL,Forest,Grassland
11452,Bareland,Cropland,Forest,NULL,Non_Wetland,NULL,Forest,Forest
11453,Bareland,Cropland,Forest,NULL,Non_Wetland,Shrubland,NULL,NULL
11454,Bareland,Cropland,Forest,NULL,Non_Wetland,Shrubland,NULL,Grassland
11455,Bareland,Cropland,Forest,NULL,Non_Wetland,Shrubland,NULL,Forest
11456,Bareland,Cropland,Forest,NULL,Non_Wetland,Shrubland,Shrubland,NULL
11457,Bareland,Cropland,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
11458,Bareland,Cropland,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Forest
11459,Bareland,Cropland,Forest,NULL,Non_Wetland,Shrubland,Grassland,NULL
11460,Bareland,Cropland,Forest,NULL,Non_Wetland,Shrubland,Grassland,Grassland
11461,Bareland,Cropland,Forest,NULL,Non_Wetland,Shrubland,Grassland,Forest
11462,Bareland,Cropland,Forest,NULL,Non_Wetland,Shrubland,Forest,NULL
11463,Bareland,Cropland,Forest,NULL,Non_Wetland,Shrubland,Forest,Grassland
11464,Bareland,Cropland,Forest,NULL,Non_Wetland,Shrubland,Forest,Forest
11465,Bareland,Cropland,Forest,NULL,Non_Wetland,Grassland,NULL,NULL
11466,Bareland,Cropland,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
11467,Bareland,Cropland,Forest,NULL,Non_Wetland,Grassland,NULL,Cropland
11468,Bareland,Cropland,Forest,NULL,Non_Wetland,Grassland,NULL,Bareland
11469,Bareland,Cropland,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
11470,Bareland,Cropland,Forest,NULL,Non_Wetland,Grassland,Shrubland,NULL
11471,Bareland,Cropland,Forest,NULL,Non_Wetland,Grassland,Shrubland,Grassland
11472,Bareland,Cropland,Forest,NULL,Non_Wetland,Grassland,Shrubland,Cropland
11473,Bareland,Cropland,Forest,NULL,Non_Wetland,Grassland,Shrubland,Forest
11474,Bareland,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,NULL
11475,Bareland,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
11476,Bareland,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Cropland
11477,Bareland,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Bareland
11478,Bareland,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Built-up
11479,Bareland,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
11480,Bareland,Cropland,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
11481,Bareland,Cropland,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
11482,Bareland,Cropland,Forest,NULL,Non_Wetland,Grassland,Bareland,Grassland
11483,Bareland,Cropland,Forest,NULL,Non_Wetland,Grassland,Forest,NULL
11484,Bareland,Cropland,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
11485,Bareland,Cropland,Forest,NULL,Non_Wetland,Grassland,Forest,Cropland
11486,Bareland,Cropland,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
11487,Bareland,Cropland,Forest,NULL,Non_Wetland,Cropland,NULL,NULL
11488,Bareland,Cropland,Forest,NULL,Non_Wetland,Cropland,NULL,Grassland
11489,Bareland,Cropland,Forest,NULL,Non_Wetland,Cropland,NULL,Cropland
11490,Bareland,Cropland,Forest,NULL,Non_Wetland,Cropland,NULL,Bareland
11491,Bareland,Cropland,Forest,NULL,Non_Wetland,Cropland,NULL,Forest
11492,Bareland,Cropland,Forest,NULL,Non_Wetland,Cropland,Shrubland,Grassland
11493,Bareland,Cropland,Forest,NULL,Non_Wetland,Cropland,Shrubland,Cropland
11494,Bareland,Cropland,Forest,NULL,Non_Wetland,Cropland,Shrubland,Forest
11495,Bareland,Cropland,Forest,NULL,Non_Wetland,Cropland,Grassland,NULL
11496,Bareland,Cropland,Forest,NULL,Non_Wetland,Cropland,Grassland,Grassland
11497,Bareland,Cropland,Forest,NULL,Non_Wetland,Cropland,Grassland,Cropland
11498,Bareland,Cropland,Forest,NULL,Non_Wetland,Cropland,Grassland,Bareland
11499,Bareland,Cropland,Forest,NULL,Non_Wetland,Cropland,Grassland,Forest
11500,Bareland,Cropland,Forest,NULL,Non_Wetland,Cropland,Bareland,Grassland
11501,Bareland,Cropland,Forest,NULL,Non_Wetland,Cropland,Bareland,Forest
11502,Bareland,Cropland,Forest,NULL,Non_Wetland,Cropland,Forest,Grassland
11503,Bareland,Cropland,Forest,NULL,Non_Wetland,Cropland,Forest,Cropland
11504,Bareland,Cropland,Forest,NULL,Non_Wetland,Cropland,Forest,Forest
11505,Bareland,Cropland,Forest,NULL,Non_Wetland,Wetland,NULL,Forest
11506,Bareland,Cropland,Forest,NULL,Non_Wetland,Wetland,Forest,Grassland
11507,Bareland,Cropland,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
11508,Bareland,Cropland,Forest,NULL,Non_Wetland,Bareland,NULL,NULL
11509,Bareland,Cropland,Forest,NULL,Non_Wetland,Bareland,NULL,Grassland
11510,Bareland,Cropland,Forest,NULL,Non_Wetland,Bareland,NULL,Cropland
11511,Bareland,Cropland,Forest,NULL,Non_Wetland,Bareland,NULL,Forest
11512,Bareland,Cropland,Forest,NULL,Non_Wetland,Bareland,Shrubland,NULL
11513,Bareland,Cropland,Forest,NULL,Non_Wetland,Bareland,Shrubland,Grassland
11514,Bareland,Cropland,Forest,NULL,Non_Wetland,Bareland,Shrubland,Cropland
11515,Bareland,Cropland,Forest,NULL,Non_Wetland,Bareland,Shrubland,Built-up
11516,Bareland,Cropland,Forest,NULL,Non_Wetland,Bareland,Shrubland,Forest
11517,Bareland,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,NULL
11518,Bareland,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
11519,Bareland,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,Cropland
11520,Bareland,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
11521,Bareland,Cropland,Forest,NULL,Non_Wetland,Bareland,Bareland,Grassland
11522,Bareland,Cropland,Forest,NULL,Non_Wetland,Bareland,Bareland,Cropland
11523,Bareland,Cropland,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
11524,Bareland,Cropland,Forest,NULL,Non_Wetland,Bareland,Forest,NULL
11525,Bareland,Cropland,Forest,NULL,Non_Wetland,Bareland,Forest,Grassland
11526,Bareland,Cropland,Forest,NULL,Non_Wetland,Bareland,Forest,Cropland
11527,Bareland,Cropland,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
11528,Bareland,Cropland,Forest,NULL,Non_Wetland,Forest,NULL,Forest
11529,Bareland,Cropland,Forest,NULL,Non_Wetland,Forest,Shrubland,Grassland
11530,Bareland,Cropland,Forest,NULL,Non_Wetland,Forest,Shrubland,Forest
11531,Bareland,Cropland,Forest,NULL,Non_Wetland,Forest,Grassland,Grassland
11532,Bareland,Cropland,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
11533,Bareland,Cropland,Forest,NULL,Non_Wetland,Forest,Forest,NULL
11534,Bareland,Cropland,Forest,NULL,Non_Wetland,Forest,Forest,Grassland
11535,Bareland,Cropland,Forest,NULL,Non_Wetland,Forest,Forest,Cropland
11536,Bareland,Cropland,Forest,NULL,Non_Wetland,Forest,Forest,Forest
11537,Bareland,Bareland,NULL,NULL,Non_Wetland,Shrubland,Grassland,Grassland
11538,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
11539,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
11540,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Cropland,Bareland,Bareland
11541,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
11542,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Built-up
11543,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Grassland
11544,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Bareland
11545,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Built-up
11546,Bareland,Bareland,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
11547,Bareland,Bareland,Shrubland,Water,Non_Wetland,Cropland,Bareland,Bareland
11548,Bareland,Bareland,Shrubland,Water,Non_Wetland,Bareland,Bareland,Grassland
11549,Bareland,Bareland,Shrubland,Water,Non_Wetland,Bareland,Bareland,Bareland
11550,Bareland,Bareland,Cropland,NULL,Non_Wetland,NULL,Grassland,Bareland
11551,Bareland,Bareland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
11552,Bareland,Bareland,Cropland,NULL,Non_Wetland,Cropland,NULL,Cropland
11553,Bareland,Bareland,Cropland,NULL,Non_Wetland,Cropland,Shrubland,Cropland
11554,Bareland,Bareland,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
11555,Bareland,Bareland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
11556,Bareland,Bareland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Bareland
11557,Bareland,Bareland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
11558,Bareland,Bareland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Bareland
11559,Bareland,Bareland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Forest
11560,Bareland,Bareland,Cropland,NULL,Non_Wetland,Built-up,Built-up,Grassland
11561,Bareland,Bareland,Cropland,NULL,Non_Wetland,Built-up,Built-up,Bareland
11562,Bareland,Bareland,Cropland,NULL,Non_Wetland,Built-up,Built-up,Built-up
11563,Bareland,Bareland,Cropland,Non_Water,Non_Wetland,Cropland,Bareland,Bareland
11564,Bareland,Bareland,Cropland,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
11565,Bareland,Bareland,Cropland,Non_Water,Non_Wetland,Bareland,Bareland,Forest
11566,Bareland,Bareland,Cropland,Non_Water,Non_Wetland,Bareland,Water,Bareland
11567,Bareland,Bareland,Cropland,Water,Non_Wetland,Cropland,Bareland,Grassland
11568,Bareland,Bareland,Cropland,Water,Non_Wetland,Cropland,Bareland,Bareland
11569,Bareland,Bareland,Cropland,Water,Non_Wetland,Bareland,Bareland,Grassland
11570,Bareland,Bareland,Cropland,Water,Non_Wetland,Bareland,Bareland,Bareland
11571,Bareland,Bareland,Cropland,Water,Non_Wetland,Bareland,Bareland,Water
11572,Bareland,Bareland,Cropland,Water,Non_Wetland,Bareland,Water,Bareland
11573,Bareland,Bareland,Cropland,Water,Non_Wetland,Bareland,Water,Water
11574,Bareland,Bareland,Wetland,NULL,Wetland,Cropland,Water,Water
11575,Bareland,Bareland,Wetland,NULL,Wetland,Bareland,Bareland,Bareland
11576,Bareland,Bareland,Wetland,NULL,Wetland,Bareland,Water,Bareland
11577,Bareland,Bareland,Wetland,NULL,Wetland,Bareland,Water,Water
11578,Bareland,Bareland,Wetland,NULL,Wetland,Water,Water,Water
11579,Bareland,Bareland,Wetland,Non_Water,Wetland,Cropland,Bareland,Bareland
11580,Bareland,Bareland,Wetland,Non_Water,Wetland,Cropland,Bareland,Water
11581,Bareland,Bareland,Wetland,Non_Water,Wetland,Cropland,Water,Bareland
11582,Bareland,Bareland,Wetland,Non_Water,Wetland,Bareland,Bareland,Bareland
11583,Bareland,Bareland,Wetland,Non_Water,Wetland,Bareland,Water,Bareland
11584,Bareland,Bareland,Wetland,Non_Water,Wetland,Bareland,Water,Water
11585,Bareland,Bareland,Wetland,Water,Wetland,Cropland,Bareland,Bareland
11586,Bareland,Bareland,Wetland,Water,Wetland,Cropland,Bareland,Water
11587,Bareland,Bareland,Wetland,Water,Wetland,Cropland,Water,Bareland
11588,Bareland,Bareland,Wetland,Water,Wetland,Cropland,Water,Water
11589,Bareland,Bareland,Wetland,Water,Wetland,Bareland,Bareland,Grassland
11590,Bareland,Bareland,Wetland,Water,Wetland,Bareland,Bareland,Wetland
11591,Bareland,Bareland,Wetland,Water,Wetland,Bareland,Bareland,Bareland
11592,Bareland,Bareland,Wetland,Water,Wetland,Bareland,Bareland,Water
11593,Bareland,Bareland,Wetland,Water,Wetland,Bareland,Water,Grassland
11594,Bareland,Bareland,Wetland,Water,Wetland,Bareland,Water,Cropland
11595,Bareland,Bareland,Wetland,Water,Wetland,Bareland,Water,Bareland
11596,Bareland,Bareland,Wetland,Water,Wetland,Bareland,Water,Water
11597,Bareland,Bareland,Wetland,Water,Wetland,Water,Water,Water
11598,Bareland,Bareland,Bareland,NULL,Non_Wetland,Bareland,Bareland,Forest
11599,Bareland,Bareland,Bareland,Water,Non_Wetland,Bareland,Bareland,Water
11600,Bareland,Bareland,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
11601,Bareland,Bareland,Built-up,NULL,Non_Wetland,Bareland,Bareland,Built-up
11602,Bareland,Bareland,Built-up,NULL,Non_Wetland,Built-up,Built-up,Grassland
11603,Bareland,Bareland,Built-up,NULL,Non_Wetland,Built-up,Built-up,Built-up
11604,Bareland,Bareland,Water,NULL,Water,Bareland,NULL,Bareland
11605,Bareland,Bareland,Water,NULL,Water,Bareland,Bareland,Bareland
11606,Bareland,Bareland,Water,NULL,Water,Built-up,Built-up,Bareland
11607,Bareland,Bareland,Water,Non_Water,Water,Cropland,Water,Bareland
11608,Bareland,Bareland,Water,Water,Water,Cropland,Water,Bareland
11609,Bareland,Bareland,Water,Water,Water,Cropland,Water,Water
11610,Bareland,Bareland,Water,Water,Water,Bareland,Bareland,Bareland
11611,Bareland,Bareland,Water,Water,Water,Bareland,Water,Grassland
11612,Bareland,Bareland,Water,Water,Water,Bareland,Water,Water
11613,Bareland,Bareland,Water,Water,Water,Water,Water,Water
11614,Bareland,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
11615,Bareland,Built-up,NULL,NULL,Non_Wetland,NULL,Bareland,Grassland
11616,Bareland,Built-up,NULL,NULL,Non_Wetland,NULL,Bareland,Bareland
11617,Bareland,Built-up,NULL,NULL,Non_Wetland,NULL,Built-up,Bareland
11618,Bareland,Built-up,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
11619,Bareland,Built-up,NULL,NULL,Non_Wetland,Grassland,Shrubland,Forest
11620,Bareland,Built-up,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
11621,Bareland,Built-up,NULL,NULL,Non_Wetland,Grassland,Bareland,Cropland
11622,Bareland,Built-up,NULL,NULL,Non_Wetland,Grassland,Built-up,Grassland
11623,Bareland,Built-up,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
11624,Bareland,Built-up,NULL,NULL,Non_Wetland,Cropland,Built-up,Bareland
11625,Bareland,Built-up,NULL,NULL,Non_Wetland,Bareland,NULL,Built-up
11626,Bareland,Built-up,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
11627,Bareland,Built-up,NULL,NULL,Non_Wetland,Bareland,Bareland,Built-up
11628,Bareland,Built-up,NULL,NULL,Non_Wetland,Built-up,Grassland,Grassland
11629,Bareland,Built-up,NULL,NULL,Non_Wetland,Built-up,Built-up,Grassland
11630,Bareland,Built-up,NULL,NULL,Non_Wetland,Forest,NULL,Forest
11631,Bareland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
11632,Bareland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
11633,Bareland,Built-up,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Forest
11634,Bareland,Built-up,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
11635,Bareland,Built-up,Shrubland,NULL,Non_Wetland,NULL,Grassland,Bareland
11636,Bareland,Built-up,Shrubland,NULL,Non_Wetland,NULL,Bareland,Grassland
11637,Bareland,Built-up,Shrubland,NULL,Non_Wetland,NULL,Bareland,Bareland
11638,Bareland,Built-up,Shrubland,NULL,Non_Wetland,NULL,Built-up,Grassland
11639,Bareland,Built-up,Shrubland,NULL,Non_Wetland,NULL,Built-up,Bareland
11640,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Forest
11641,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
11642,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,Built-up
11643,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
11644,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
11645,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
11646,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Forest
11647,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
11648,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
11649,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Built-up
11650,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
11651,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
11652,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Grassland
11653,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Cropland
11654,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Cropland,NULL,Grassland
11655,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Grassland
11656,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
11657,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Bareland,NULL,Built-up
11658,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Built-up
11659,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Built-up
11660,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
11661,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
11662,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Built-up
11663,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Grassland
11664,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Bareland
11665,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Built-up
11666,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Forest
11667,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Built-up,NULL,Grassland
11668,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Grassland
11669,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Forest
11670,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Grassland
11671,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Bareland
11672,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Built-up
11673,Bareland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
11674,Bareland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
11675,Bareland,Built-up,Cropland,NULL,Non_Wetland,NULL,Shrubland,Forest
11676,Bareland,Built-up,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
11677,Bareland,Built-up,Cropland,NULL,Non_Wetland,NULL,Grassland,Cropland
11678,Bareland,Built-up,Cropland,NULL,Non_Wetland,NULL,Grassland,Bareland
11679,Bareland,Built-up,Cropland,NULL,Non_Wetland,NULL,Bareland,Grassland
11680,Bareland,Built-up,Cropland,NULL,Non_Wetland,NULL,Bareland,Bareland
11681,Bareland,Built-up,Cropland,NULL,Non_Wetland,NULL,Built-up,Grassland
11682,Bareland,Built-up,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
11683,Bareland,Built-up,Cropland,NULL,Non_Wetland,Grassland,NULL,Cropland
11684,Bareland,Built-up,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
11685,Bareland,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
11686,Bareland,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
