Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_22MFE_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22MFE_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22MFE_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_22MFE_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22MFE_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22MFE_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22MFE_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_22MFE_M_R
818,Grassland,Wetland,Wetland,NULL,Wetland,Grassland,Water,NULL
819,Grassland,Wetland,Wetland,NULL,Wetland,Cropland,Wetland,NULL
820,Grassland,Wetland,Wetland,NULL,Wetland,Wetland,Grassland,NULL
821,Grassland,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,NULL
822,Grassland,Wetland,Wetland,NULL,Wetland,Wetland,Bareland,NULL
823,Grassland,Wetland,Wetland,NULL,Wetland,Wetland,Water,NULL
824,Grassland,Wetland,Wetland,NULL,Wetland,Wetland,Forest,NULL
825,Grassland,Wetland,Wetland,NULL,Wetland,Bareland,Wetland,NULL
826,Grassland,Wetland,Wetland,NULL,Wetland,Bareland,Bareland,NULL
827,Grassland,Wetland,Wetland,NULL,Wetland,Bareland,Water,NULL
828,Grassland,Wetland,Wetland,NULL,Wetland,Water,Wetland,NULL
829,Grassland,Wetland,Wetland,NULL,Wetland,Water,Water,NULL
830,Grassland,Wetland,Lichens_and_Mosses,NULL,Non_Wetland,Wetland,Wetland,NULL
831,Grassland,Wetland,Bareland,NULL,Non_Wetland,Grassland,Wetland,NULL
832,Grassland,Wetland,Bareland,NULL,Non_Wetland,Wetland,Wetland,NULL
833,Grassland,Wetland,Bareland,NULL,Non_Wetland,Wetland,Water,NULL
834,Grassland,Wetland,Bareland,NULL,Non_Wetland,Water,Wetland,NULL
835,Grassland,Wetland,Bareland,NULL,Non_Wetland,Water,Water,NULL
836,Grassland,Wetland,Water,NULL,Water,Grassland,Wetland,NULL
837,Grassland,Wetland,Water,NULL,Water,Wetland,Wetland,NULL
838,Grassland,Wetland,Water,NULL,Water,Wetland,Water,NULL
839,Grassland,Wetland,Water,NULL,Water,Water,Wetland,NULL
840,Grassland,Wetland,Water,NULL,Water,Water,Water,NULL
841,Grassland,Wetland,Forest,NULL,Non_Wetland,Grassland,Wetland,NULL
842,Grassland,Wetland,Forest,NULL,Non_Wetland,Wetland,Wetland,NULL
843,Grassland,Wetland,Forest,NULL,Non_Wetland,Wetland,Water,NULL
844,Grassland,Wetland,Forest,NULL,Non_Wetland,Bareland,Wetland,NULL
845,Grassland,Bareland,Wetland,NULL,Wetland,Wetland,Wetland,NULL
846,Grassland,Bareland,Wetland,NULL,Wetland,Wetland,Water,NULL
847,Grassland,Bareland,Wetland,NULL,Wetland,Water,Wetland,NULL
848,Grassland,Bareland,Water,NULL,Water,Wetland,Wetland,NULL
849,Grassland,Bareland,Water,NULL,Water,Wetland,Water,NULL
850,Grassland,Bareland,Water,NULL,Water,Water,Wetland,NULL
851,Grassland,Built-up,Grassland,NULL,Non_Wetland,Bareland,Wetland,NULL
852,Grassland,Built-up,Grassland,NULL,Non_Wetland,Built-up,Built-up,NULL
853,Grassland,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,NULL
854,Grassland,Water,NULL,NULL,Non_Wetland,Wetland,Wetland,NULL
855,Grassland,Water,NULL,NULL,Non_Wetland,Wetland,Water,NULL
856,Grassland,Water,NULL,NULL,Non_Wetland,Water,Water,NULL
857,Grassland,Water,Shrubland,NULL,Non_Wetland,Wetland,Wetland,NULL
858,Grassland,Water,Shrubland,NULL,Non_Wetland,Wetland,Water,NULL
859,Grassland,Water,Shrubland,NULL,Non_Wetland,Water,Water,NULL
860,Grassland,Water,Grassland,NULL,Non_Wetland,NULL,Wetland,NULL
861,Grassland,Water,Grassland,NULL,Non_Wetland,Grassland,Wetland,NULL
862,Grassland,Water,Grassland,NULL,Non_Wetland,Wetland,Grassland,NULL
863,Grassland,Water,Grassland,NULL,Non_Wetland,Wetland,Wetland,NULL
864,Grassland,Water,Grassland,NULL,Non_Wetland,Wetland,Bareland,NULL
865,Grassland,Water,Grassland,NULL,Non_Wetland,Wetland,Water,NULL
866,Grassland,Water,Grassland,NULL,Non_Wetland,Water,Wetland,NULL
867,Grassland,Water,Grassland,NULL,Non_Wetland,Water,Water,NULL
868,Grassland,Water,Wetland,NULL,Wetland,Grassland,Wetland,NULL
869,Grassland,Water,Wetland,NULL,Wetland,Grassland,Water,NULL
870,Grassland,Water,Wetland,NULL,Wetland,Wetland,Grassland,NULL
871,Grassland,Water,Wetland,NULL,Wetland,Wetland,Wetland,NULL
872,Grassland,Water,Wetland,NULL,Wetland,Wetland,Water,NULL
873,Grassland,Water,Wetland,NULL,Wetland,Wetland,Forest,NULL
874,Grassland,Water,Wetland,NULL,Wetland,Bareland,Wetland,NULL
875,Grassland,Water,Wetland,NULL,Wetland,Bareland,Water,NULL
876,Grassland,Water,Wetland,NULL,Wetland,Water,Wetland,NULL
877,Grassland,Water,Wetland,NULL,Wetland,Water,Water,NULL
878,Grassland,Water,Bareland,NULL,Non_Wetland,Wetland,Wetland,NULL
879,Grassland,Water,Bareland,NULL,Non_Wetland,Wetland,Water,NULL
880,Grassland,Water,Bareland,NULL,Non_Wetland,Water,Water,NULL
881,Grassland,Water,Built-up,NULL,Non_Wetland,Bareland,Wetland,NULL
882,Grassland,Water,Water,NULL,Water,Grassland,Wetland,NULL
883,Grassland,Water,Water,NULL,Water,Wetland,Wetland,NULL
884,Grassland,Water,Water,NULL,Water,Wetland,Water,NULL
885,Grassland,Water,Water,NULL,Water,Water,Wetland,NULL
886,Grassland,Water,Water,NULL,Water,Water,Water,NULL
887,Grassland,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,NULL
888,Grassland,Water,Forest,NULL,Non_Wetland,Water,Water,NULL
889,Grassland,Forest,NULL,NULL,Non_Wetland,NULL,Wetland,NULL
890,Grassland,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,NULL
891,Grassland,Forest,NULL,NULL,Non_Wetland,Grassland,Wetland,NULL
892,Grassland,Forest,NULL,NULL,Non_Wetland,Wetland,Grassland,NULL
893,Grassland,Forest,NULL,NULL,Non_Wetland,Wetland,Wetland,NULL
894,Grassland,Forest,NULL,NULL,Non_Wetland,Wetland,Bareland,NULL
895,Grassland,Forest,NULL,NULL,Non_Wetland,Wetland,Forest,NULL
896,Grassland,Forest,NULL,NULL,Non_Wetland,Bareland,Wetland,NULL
897,Grassland,Forest,NULL,NULL,Non_Wetland,Bareland,Forest,NULL
898,Grassland,Forest,Shrubland,NULL,Non_Wetland,NULL,Wetland,NULL
899,Grassland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
900,Grassland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Wetland,NULL
901,Grassland,Forest,Shrubland,NULL,Non_Wetland,Wetland,Grassland,NULL
902,Grassland,Forest,Shrubland,NULL,Non_Wetland,Wetland,Wetland,NULL
903,Grassland,Forest,Shrubland,NULL,Non_Wetland,Wetland,Forest,NULL
904,Grassland,Forest,Shrubland,NULL,Non_Wetland,Bareland,Wetland,NULL
905,Grassland,Forest,Grassland,NULL,Non_Wetland,NULL,Grassland,NULL
906,Grassland,Forest,Grassland,NULL,Non_Wetland,NULL,Wetland,NULL
907,Grassland,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,NULL
908,Grassland,Forest,Grassland,NULL,Non_Wetland,Grassland,Wetland,NULL
909,Grassland,Forest,Grassland,NULL,Non_Wetland,Grassland,Bareland,NULL
910,Grassland,Forest,Grassland,NULL,Non_Wetland,Grassland,Water,NULL
911,Grassland,Forest,Grassland,NULL,Non_Wetland,Grassland,Forest,NULL
912,Grassland,Forest,Grassland,NULL,Non_Wetland,Wetland,Grassland,NULL
913,Grassland,Forest,Grassland,NULL,Non_Wetland,Wetland,Wetland,NULL
914,Grassland,Forest,Grassland,NULL,Non_Wetland,Wetland,Bareland,NULL
915,Grassland,Forest,Grassland,NULL,Non_Wetland,Wetland,Water,NULL
916,Grassland,Forest,Grassland,NULL,Non_Wetland,Wetland,Forest,NULL
917,Grassland,Forest,Grassland,NULL,Non_Wetland,Bareland,Grassland,NULL
918,Grassland,Forest,Grassland,NULL,Non_Wetland,Bareland,Wetland,NULL
919,Grassland,Forest,Grassland,NULL,Non_Wetland,Bareland,Bareland,NULL
920,Grassland,Forest,Grassland,NULL,Non_Wetland,Bareland,Forest,NULL
921,Grassland,Forest,Grassland,NULL,Non_Wetland,Forest,Grassland,NULL
922,Grassland,Forest,Grassland,NULL,Non_Wetland,Forest,Wetland,NULL
923,Grassland,Forest,Wetland,NULL,NULL,Bareland,Water,NULL
924,Grassland,Forest,Wetland,NULL,Wetland,NULL,Wetland,NULL
925,Grassland,Forest,Wetland,NULL,Wetland,Grassland,Grassland,NULL
926,Grassland,Forest,Wetland,NULL,Wetland,Grassland,Wetland,NULL
927,Grassland,Forest,Wetland,NULL,Wetland,Grassland,Water,NULL
928,Grassland,Forest,Wetland,NULL,Wetland,Grassland,Forest,NULL
929,Grassland,Forest,Wetland,NULL,Wetland,Wetland,Shrubland,NULL
930,Grassland,Forest,Wetland,NULL,Wetland,Wetland,Grassland,NULL
931,Grassland,Forest,Wetland,NULL,Wetland,Wetland,Wetland,NULL
932,Grassland,Forest,Wetland,NULL,Wetland,Wetland,Water,NULL
933,Grassland,Forest,Wetland,NULL,Wetland,Wetland,Forest,NULL
934,Grassland,Forest,Wetland,NULL,Wetland,Bareland,Wetland,NULL
935,Grassland,Forest,Wetland,NULL,Wetland,Bareland,Water,NULL
936,Grassland,Forest,Wetland,NULL,Wetland,Water,Wetland,NULL
937,Grassland,Forest,Wetland,NULL,Wetland,Forest,Grassland,NULL
938,Grassland,Forest,Wetland,NULL,Wetland,Forest,Wetland,NULL
939,Grassland,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,Wetland,NULL
940,Grassland,Forest,Bareland,NULL,Non_Wetland,Grassland,Wetland,NULL
941,Grassland,Forest,Bareland,NULL,Non_Wetland,Wetland,Grassland,NULL
942,Grassland,Forest,Bareland,NULL,Non_Wetland,Wetland,Wetland,NULL
943,Grassland,Forest,Built-up,NULL,Non_Wetland,Wetland,Grassland,NULL
944,Grassland,Forest,Water,NULL,Water,Wetland,Wetland,NULL
945,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,Wetland,NULL
946,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,NULL
947,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland,Wetland,NULL
948,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland,Water,NULL
949,Grassland,Forest,Forest,NULL,Non_Wetland,Wetland,Grassland,NULL
950,Grassland,Forest,Forest,NULL,Non_Wetland,Wetland,Wetland,NULL
951,Grassland,Forest,Forest,NULL,Non_Wetland,Wetland,Forest,NULL
952,Grassland,Forest,Forest,NULL,Non_Wetland,Bareland,Grassland,NULL
953,Grassland,Forest,Forest,NULL,Non_Wetland,Bareland,Wetland,NULL
954,Grassland,Forest,Forest,NULL,Non_Wetland,Forest,Forest,NULL
955,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,Grassland,NULL
956,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,Wetland,NULL
957,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,NULL
958,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,NULL
959,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Wetland,NULL
960,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Water,NULL
961,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,NULL
962,Cropland,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,NULL
963,Cropland,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,NULL
964,Cropland,NULL,NULL,NULL,Non_Wetland,Wetland,Bareland,NULL
965,Cropland,NULL,NULL,NULL,Non_Wetland,Wetland,Water,NULL
966,Cropland,NULL,NULL,NULL,Non_Wetland,Wetland,Forest,NULL
967,Cropland,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,NULL
968,Cropland,NULL,NULL,NULL,Non_Wetland,Bareland,Wetland,NULL
969,Cropland,NULL,NULL,NULL,Non_Wetland,Bareland,Water,NULL
970,Cropland,NULL,NULL,NULL,Non_Wetland,Water,Wetland,NULL
971,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
972,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,NULL
973,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,NULL
974,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,NULL
975,Cropland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,NULL
976,Cropland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,NULL
977,Cropland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,NULL
978,Cropland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Bareland,NULL
979,Cropland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Water,NULL
980,Cropland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,NULL
981,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,NULL
982,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,NULL
983,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,NULL
984,Cropland,NULL,Shrubland,NULL,Non_Wetland,Water,Wetland,NULL
985,Cropland,NULL,Shrubland,NULL,Non_Wetland,Water,Water,NULL
986,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,Wetland,NULL
987,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland,Shrubland,NULL
988,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,NULL
989,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,NULL
990,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland,Bareland,NULL
991,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland,Water,NULL
992,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,NULL
993,Cropland,NULL,Grassland,NULL,Non_Wetland,Cropland,Wetland,NULL
994,Cropland,NULL,Grassland,NULL,Non_Wetland,Wetland,Shrubland,NULL
995,Cropland,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,NULL
996,Cropland,NULL,Grassland,NULL,Non_Wetland,Wetland,Wetland,NULL
997,Cropland,NULL,Grassland,NULL,Non_Wetland,Wetland,Bareland,NULL
998,Cropland,NULL,Grassland,NULL,Non_Wetland,Wetland,Water,NULL
999,Cropland,NULL,Grassland,NULL,Non_Wetland,Wetland,Forest,NULL
1000,Cropland,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,NULL
1001,Cropland,NULL,Grassland,NULL,Non_Wetland,Bareland,Wetland,NULL
1002,Cropland,NULL,Grassland,NULL,Non_Wetland,Bareland,Bareland,NULL
1003,Cropland,NULL,Grassland,NULL,Non_Wetland,Bareland,Water,NULL
1004,Cropland,NULL,Grassland,NULL,Non_Wetland,Bareland,Forest,NULL
1005,Cropland,NULL,Grassland,NULL,Non_Wetland,Built-up,Wetland,NULL
1006,Cropland,NULL,Grassland,NULL,Non_Wetland,Built-up,Built-up,NULL
1007,Cropland,NULL,Grassland,NULL,Non_Wetland,Water,Wetland,NULL
1008,Cropland,NULL,Grassland,NULL,Non_Wetland,Water,Water,NULL
1009,Cropland,NULL,Grassland,NULL,Non_Wetland,Forest,Grassland,NULL
1010,Cropland,NULL,Grassland,NULL,Non_Wetland,Forest,Wetland,NULL
1011,Cropland,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,NULL
1012,Cropland,NULL,Cropland,NULL,Non_Wetland,Wetland,Wetland,NULL
1013,Cropland,NULL,Wetland,NULL,NULL,Wetland,Water,NULL
1014,Cropland,NULL,Wetland,NULL,NULL,Bareland,Wetland,NULL
1015,Cropland,NULL,Wetland,NULL,NULL,Bareland,Water,NULL
1016,Cropland,NULL,Wetland,NULL,Wetland,NULL,Wetland,NULL
1017,Cropland,NULL,Wetland,NULL,Wetland,NULL,Water,NULL
1018,Cropland,NULL,Wetland,NULL,Wetland,Grassland,Grassland,NULL
1019,Cropland,NULL,Wetland,NULL,Wetland,Grassland,Wetland,NULL
1020,Cropland,NULL,Wetland,NULL,Wetland,Grassland,Bareland,NULL
1021,Cropland,NULL,Wetland,NULL,Wetland,Grassland,Water,NULL
1022,Cropland,NULL,Wetland,NULL,Wetland,Cropland,Wetland,NULL
1023,Cropland,NULL,Wetland,NULL,Wetland,Cropland,Water,NULL
1024,Cropland,NULL,Wetland,NULL,Wetland,Wetland,Grassland,NULL
1025,Cropland,NULL,Wetland,NULL,Wetland,Wetland,Wetland,NULL
1026,Cropland,NULL,Wetland,NULL,Wetland,Wetland,Bareland,NULL
1027,Cropland,NULL,Wetland,NULL,Wetland,Wetland,Built-up,NULL
1028,Cropland,NULL,Wetland,NULL,Wetland,Wetland,Water,NULL
1029,Cropland,NULL,Wetland,NULL,Wetland,Wetland,Forest,NULL
1030,Cropland,NULL,Wetland,NULL,Wetland,Bareland,Grassland,NULL
1031,Cropland,NULL,Wetland,NULL,Wetland,Bareland,Wetland,NULL
1032,Cropland,NULL,Wetland,NULL,Wetland,Bareland,Bareland,NULL
1033,Cropland,NULL,Wetland,NULL,Wetland,Bareland,Water,NULL
1034,Cropland,NULL,Wetland,NULL,Wetland,Bareland,Forest,NULL
1035,Cropland,NULL,Wetland,NULL,Wetland,Built-up,Wetland,NULL
1036,Cropland,NULL,Wetland,NULL,Wetland,Built-up,Built-up,NULL
1037,Cropland,NULL,Wetland,NULL,Wetland,Water,Wetland,NULL
1038,Cropland,NULL,Wetland,NULL,Wetland,Water,Water,NULL
1039,Cropland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Wetland,Grassland,NULL
1040,Cropland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Wetland,Wetland,NULL
1041,Cropland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Wetland,Water,NULL
1042,Cropland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Bareland,Wetland,NULL
1043,Cropland,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,NULL
1044,Cropland,NULL,Bareland,NULL,Non_Wetland,Grassland,Wetland,NULL
1045,Cropland,NULL,Bareland,NULL,Non_Wetland,Wetland,Grassland,NULL
1046,Cropland,NULL,Bareland,NULL,Non_Wetland,Wetland,Wetland,NULL
1047,Cropland,NULL,Bareland,NULL,Non_Wetland,Wetland,Bareland,NULL
1048,Cropland,NULL,Bareland,NULL,Non_Wetland,Wetland,Water,NULL
1049,Cropland,NULL,Bareland,NULL,Non_Wetland,Bareland,Wetland,NULL
1050,Cropland,NULL,Bareland,NULL,Non_Wetland,Bareland,Water,NULL
1051,Cropland,NULL,Bareland,NULL,Non_Wetland,Water,Wetland,NULL
1052,Cropland,NULL,Bareland,NULL,Non_Wetland,Water,Water,NULL
1053,Cropland,NULL,Built-up,NULL,Non_Wetland,Wetland,Grassland,NULL
1054,Cropland,NULL,Built-up,NULL,Non_Wetland,Wetland,Wetland,NULL
1055,Cropland,NULL,Built-up,NULL,Non_Wetland,Wetland,Water,NULL
1056,Cropland,NULL,Built-up,NULL,Non_Wetland,Bareland,Water,NULL
1057,Cropland,NULL,Water,NULL,Water,NULL,Wetland,NULL
1058,Cropland,NULL,Water,NULL,Water,Grassland,Wetland,NULL
1059,Cropland,NULL,Water,NULL,Water,Grassland,Water,NULL
1060,Cropland,NULL,Water,NULL,Water,Wetland,Grassland,NULL
1061,Cropland,NULL,Water,NULL,Water,Wetland,Wetland,NULL
1062,Cropland,NULL,Water,NULL,Water,Wetland,Water,NULL
1063,Cropland,NULL,Water,NULL,Water,Bareland,Wetland,NULL
1064,Cropland,NULL,Water,NULL,Water,Bareland,Water,NULL
1065,Cropland,NULL,Water,NULL,Water,Water,Grassland,NULL
1066,Cropland,NULL,Water,NULL,Water,Water,Wetland,NULL
1067,Cropland,NULL,Water,NULL,Water,Water,Water,NULL
1068,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,NULL
1069,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,NULL
1070,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,NULL
1071,Cropland,NULL,Forest,NULL,Non_Wetland,Wetland,NULL,NULL
1072,Cropland,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,NULL
1073,Cropland,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,NULL
1074,Cropland,NULL,Forest,NULL,Non_Wetland,Wetland,Bareland,NULL
1075,Cropland,NULL,Forest,NULL,Non_Wetland,Wetland,Water,NULL
1076,Cropland,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,NULL
1077,Cropland,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,NULL
1078,Cropland,NULL,Forest,NULL,Non_Wetland,Bareland,Wetland,NULL
1079,Cropland,NULL,Forest,NULL,Non_Wetland,Bareland,Water,NULL
1080,Cropland,NULL,Forest,NULL,Non_Wetland,Water,Wetland,NULL
1081,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,NULL
1082,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland,Wetland,NULL
1083,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland,Forest,NULL
1084,Cropland,Cropland,NULL,NULL,Non_Wetland,Wetland,Grassland,NULL
1085,Cropland,Cropland,NULL,NULL,Non_Wetland,Wetland,Wetland,NULL
1086,Cropland,Cropland,NULL,NULL,Non_Wetland,Wetland,Bareland,NULL
1087,Cropland,Cropland,NULL,NULL,Non_Wetland,Wetland,Water,NULL
1088,Cropland,Cropland,NULL,NULL,Non_Wetland,Bareland,Grassland,NULL
1089,Cropland,Cropland,NULL,NULL,Non_Wetland,Bareland,Wetland,NULL
1090,Cropland,Cropland,NULL,NULL,Non_Wetland,Built-up,Wetland,NULL
1091,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
1092,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Wetland,NULL
1093,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Grassland,NULL
1094,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,NULL
1095,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Water,NULL
1096,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,NULL
1097,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Wetland,NULL
1098,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Built-up,Wetland,NULL
1099,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Built-up,Built-up,NULL
1100,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Water,Wetland,NULL
1101,Cropland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,NULL
1102,Cropland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Wetland,NULL
1103,Cropland,Cropland,Grassland,NULL,Non_Wetland,Wetland,Shrubland,NULL
1104,Cropland,Cropland,Grassland,NULL,Non_Wetland,Wetland,Grassland,NULL
1105,Cropland,Cropland,Grassland,NULL,Non_Wetland,Wetland,Wetland,NULL
1106,Cropland,Cropland,Grassland,NULL,Non_Wetland,Wetland,Water,NULL
1107,Cropland,Cropland,Grassland,NULL,Non_Wetland,Wetland,Forest,NULL
1108,Cropland,Cropland,Grassland,NULL,Non_Wetland,Bareland,Grassland,NULL
1109,Cropland,Cropland,Grassland,NULL,Non_Wetland,Bareland,Wetland,NULL
1110,Cropland,Cropland,Grassland,NULL,Non_Wetland,Built-up,Wetland,NULL
1111,Cropland,Cropland,Grassland,NULL,Non_Wetland,Built-up,Built-up,NULL
1112,Cropland,Cropland,Grassland,NULL,Non_Wetland,Water,Wetland,NULL
1113,Cropland,Cropland,Wetland,NULL,Wetland,Grassland,Grassland,NULL
1114,Cropland,Cropland,Wetland,NULL,Wetland,Grassland,Wetland,NULL
1115,Cropland,Cropland,Wetland,NULL,Wetland,Grassland,Water,NULL
1116,Cropland,Cropland,Wetland,NULL,Wetland,Wetland,Grassland,NULL
1117,Cropland,Cropland,Wetland,NULL,Wetland,Wetland,Wetland,NULL
1118,Cropland,Cropland,Wetland,NULL,Wetland,Wetland,Built-up,NULL
1119,Cropland,Cropland,Wetland,NULL,Wetland,Wetland,Water,NULL
1120,Cropland,Cropland,Wetland,NULL,Wetland,Wetland,Forest,NULL
1121,Cropland,Cropland,Wetland,NULL,Wetland,Bareland,Wetland,NULL
1122,Cropland,Cropland,Wetland,NULL,Wetland,Bareland,Built-up,NULL
1123,Cropland,Cropland,Wetland,NULL,Wetland,Bareland,Water,NULL
1124,Cropland,Cropland,Wetland,NULL,Wetland,Bareland,Forest,NULL
1125,Cropland,Cropland,Wetland,NULL,Wetland,Built-up,Wetland,NULL
1126,Cropland,Cropland,Wetland,NULL,Wetland,Built-up,Built-up,NULL
1127,Cropland,Cropland,Wetland,NULL,Wetland,Water,Wetland,NULL
1128,Cropland,Cropland,Wetland,NULL,Wetland,Water,Water,NULL
1129,Cropland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Wetland,Wetland,NULL
1130,Cropland,Cropland,Bareland,NULL,Non_Wetland,Grassland,Wetland,NULL
1131,Cropland,Cropland,Bareland,NULL,Non_Wetland,Wetland,Wetland,NULL
1132,Cropland,Cropland,Bareland,NULL,Non_Wetland,Bareland,Wetland,NULL
1133,Cropland,Cropland,Bareland,NULL,Non_Wetland,Built-up,Built-up,NULL
1134,Cropland,Cropland,Water,NULL,Water,Wetland,Wetland,NULL
1135,Cropland,Cropland,Water,NULL,Water,Wetland,Water,NULL
1136,Cropland,Cropland,Water,NULL,Water,Bareland,Wetland,NULL
1137,Cropland,Cropland,Water,NULL,Water,Water,Wetland,NULL
1138,Cropland,Cropland,Water,NULL,Water,Water,Water,NULL
1139,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,NULL
1140,Cropland,Cropland,Forest,NULL,Non_Wetland,Wetland,Grassland,NULL
1141,Cropland,Cropland,Forest,NULL,Non_Wetland,Wetland,Wetland,NULL
1142,Cropland,Cropland,Forest,NULL,Non_Wetland,Wetland,Water,NULL
1143,Cropland,Cropland,Forest,NULL,Non_Wetland,Wetland,Forest,NULL
1144,Cropland,Cropland,Forest,NULL,Non_Wetland,Bareland,Wetland,NULL
1145,Cropland,Cropland,Forest,NULL,Non_Wetland,Built-up,Wetland,NULL
1146,Cropland,Wetland,NULL,NULL,Non_Wetland,Wetland,Wetland,NULL
1147,Cropland,Wetland,NULL,NULL,Non_Wetland,Wetland,Water,NULL
1148,Cropland,Wetland,NULL,NULL,Non_Wetland,Bareland,Wetland,NULL
1149,Cropland,Wetland,Shrubland,NULL,Non_Wetland,Grassland,Wetland,NULL
1150,Cropland,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,NULL
1151,Cropland,Wetland,Shrubland,NULL,Non_Wetland,Bareland,Water,NULL
1152,Cropland,Wetland,Grassland,NULL,Non_Wetland,Grassland,Wetland,NULL
1153,Cropland,Wetland,Grassland,NULL,Non_Wetland,Wetland,Wetland,NULL
1154,Cropland,Wetland,Grassland,NULL,Non_Wetland,Wetland,Water,NULL
