Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_23LPH_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23LPH_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23LPH_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_23LPH_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23LPH_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23LPH_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23LPH_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_23LPH_M_R
12752,Bareland,Bareland,Cropland,Non_Water,Non_Wetland,Bareland,Water,Grassland
12753,Bareland,Bareland,Cropland,Non_Water,Non_Wetland,Bareland,Water,Bareland
12754,Bareland,Bareland,Cropland,Non_Water,Non_Wetland,Built-up,Built-up,Grassland
12755,Bareland,Bareland,Cropland,Non_Water,Non_Wetland,Water,NULL,Grassland
12756,Bareland,Bareland,Cropland,Non_Water,Non_Wetland,Water,NULL,Bareland
12757,Bareland,Bareland,Cropland,Non_Water,Non_Wetland,Water,Bareland,Grassland
12758,Bareland,Bareland,Cropland,Non_Water,Non_Wetland,Water,Bareland,Bareland
12759,Bareland,Bareland,Cropland,Non_Water,Non_Wetland,Water,Bareland,Water
12760,Bareland,Bareland,Cropland,Non_Water,Non_Wetland,Water,Water,Bareland
12761,Bareland,Bareland,Cropland,Water,Non_Wetland,NULL,Bareland,Grassland
12762,Bareland,Bareland,Cropland,Water,Non_Wetland,NULL,Water,Wetland
12763,Bareland,Bareland,Cropland,Water,Non_Wetland,Shrubland,Water,Water
12764,Bareland,Bareland,Cropland,Water,Non_Wetland,Bareland,Shrubland,Bareland
12765,Bareland,Bareland,Cropland,Water,Non_Wetland,Bareland,Bareland,Grassland
12766,Bareland,Bareland,Cropland,Water,Non_Wetland,Bareland,Bareland,Bareland
12767,Bareland,Bareland,Cropland,Water,Non_Wetland,Bareland,Bareland,Water
12768,Bareland,Bareland,Cropland,Water,Non_Wetland,Bareland,Water,Bareland
12769,Bareland,Bareland,Cropland,Water,Non_Wetland,Bareland,Water,Water
12770,Bareland,Bareland,Cropland,Water,Non_Wetland,Water,NULL,Wetland
12771,Bareland,Bareland,Cropland,Water,Non_Wetland,Water,Bareland,Bareland
12772,Bareland,Bareland,Cropland,Water,Non_Wetland,Water,Bareland,Water
12773,Bareland,Bareland,Cropland,Water,Non_Wetland,Water,Water,Wetland
12774,Bareland,Bareland,Cropland,Water,Non_Wetland,Water,Water,Bareland
12775,Bareland,Bareland,Cropland,Water,Non_Wetland,Water,Water,Water
12776,Bareland,Bareland,Wetland,NULL,Wetland,NULL,Water,Wetland
12777,Bareland,Bareland,Wetland,NULL,Wetland,Water,Shrubland,Water
12778,Bareland,Bareland,Wetland,NULL,Wetland,Water,Bareland,Bareland
12779,Bareland,Bareland,Wetland,NULL,Wetland,Water,Water,Water
12780,Bareland,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
12781,Bareland,Bareland,Wetland,Non_Water,Wetland,NULL,Water,Wetland
12782,Bareland,Bareland,Wetland,Non_Water,Wetland,Shrubland,NULL,Wetland
12783,Bareland,Bareland,Wetland,Non_Water,Wetland,Shrubland,Forest,Wetland
12784,Bareland,Bareland,Wetland,Non_Water,Wetland,Bareland,NULL,Grassland
12785,Bareland,Bareland,Wetland,Non_Water,Wetland,Bareland,NULL,Cropland
12786,Bareland,Bareland,Wetland,Non_Water,Wetland,Bareland,NULL,Bareland
12787,Bareland,Bareland,Wetland,Non_Water,Wetland,Bareland,Bareland,Grassland
12788,Bareland,Bareland,Wetland,Non_Water,Wetland,Bareland,Bareland,Cropland
12789,Bareland,Bareland,Wetland,Non_Water,Wetland,Bareland,Bareland,Bareland
12790,Bareland,Bareland,Wetland,Non_Water,Wetland,Bareland,Bareland,Forest
12791,Bareland,Bareland,Wetland,Non_Water,Wetland,Bareland,Water,NULL
12792,Bareland,Bareland,Wetland,Non_Water,Wetland,Bareland,Water,Grassland
12793,Bareland,Bareland,Wetland,Non_Water,Wetland,Bareland,Water,Wetland
12794,Bareland,Bareland,Wetland,Non_Water,Wetland,Bareland,Water,Bareland
12795,Bareland,Bareland,Wetland,Non_Water,Wetland,Water,NULL,Bareland
12796,Bareland,Bareland,Wetland,Non_Water,Wetland,Water,NULL,Water
12797,Bareland,Bareland,Wetland,Non_Water,Wetland,Water,Bareland,Grassland
12798,Bareland,Bareland,Wetland,Non_Water,Wetland,Water,Bareland,Bareland
12799,Bareland,Bareland,Wetland,Non_Water,Wetland,Water,Water,Grassland
12800,Bareland,Bareland,Wetland,Non_Water,Wetland,Water,Water,Wetland
12801,Bareland,Bareland,Wetland,Non_Water,Wetland,Water,Water,Bareland
12802,Bareland,Bareland,Wetland,Non_Water,Wetland,Water,Water,Water
12803,Bareland,Bareland,Wetland,Non_Water,Wetland,Water,Water,Forest
12804,Bareland,Bareland,Wetland,Non_Water,Wetland,Water,Forest,Wetland
12805,Bareland,Bareland,Wetland,Water,Wetland,NULL,Bareland,Water
12806,Bareland,Bareland,Wetland,Water,Wetland,NULL,Water,Wetland
12807,Bareland,Bareland,Wetland,Water,Wetland,NULL,Water,Water
12808,Bareland,Bareland,Wetland,Water,Wetland,NULL,Forest,Bareland
12809,Bareland,Bareland,Wetland,Water,Wetland,Shrubland,Water,Wetland
12810,Bareland,Bareland,Wetland,Water,Wetland,Shrubland,Water,Water
12811,Bareland,Bareland,Wetland,Water,Wetland,Wetland,Water,Water
12812,Bareland,Bareland,Wetland,Water,Wetland,Bareland,NULL,Wetland
12813,Bareland,Bareland,Wetland,Water,Wetland,Bareland,NULL,Bareland
12814,Bareland,Bareland,Wetland,Water,Wetland,Bareland,NULL,Water
12815,Bareland,Bareland,Wetland,Water,Wetland,Bareland,Bareland,Grassland
12816,Bareland,Bareland,Wetland,Water,Wetland,Bareland,Bareland,Cropland
12817,Bareland,Bareland,Wetland,Water,Wetland,Bareland,Bareland,Wetland
12818,Bareland,Bareland,Wetland,Water,Wetland,Bareland,Bareland,Bareland
12819,Bareland,Bareland,Wetland,Water,Wetland,Bareland,Bareland,Water
12820,Bareland,Bareland,Wetland,Water,Wetland,Bareland,Water,Grassland
12821,Bareland,Bareland,Wetland,Water,Wetland,Bareland,Water,Wetland
12822,Bareland,Bareland,Wetland,Water,Wetland,Bareland,Water,Bareland
12823,Bareland,Bareland,Wetland,Water,Wetland,Bareland,Water,Water
12824,Bareland,Bareland,Wetland,Water,Wetland,Water,NULL,Grassland
12825,Bareland,Bareland,Wetland,Water,Wetland,Water,NULL,Wetland
12826,Bareland,Bareland,Wetland,Water,Wetland,Water,NULL,Water
12827,Bareland,Bareland,Wetland,Water,Wetland,Water,Shrubland,Wetland
12828,Bareland,Bareland,Wetland,Water,Wetland,Water,Shrubland,Water
12829,Bareland,Bareland,Wetland,Water,Wetland,Water,Bareland,Grassland
12830,Bareland,Bareland,Wetland,Water,Wetland,Water,Bareland,Wetland
12831,Bareland,Bareland,Wetland,Water,Wetland,Water,Bareland,Bareland
12832,Bareland,Bareland,Wetland,Water,Wetland,Water,Bareland,Water
12833,Bareland,Bareland,Wetland,Water,Wetland,Water,Bareland,Forest
12834,Bareland,Bareland,Wetland,Water,Wetland,Water,Water,NULL
12835,Bareland,Bareland,Wetland,Water,Wetland,Water,Water,Grassland
12836,Bareland,Bareland,Wetland,Water,Wetland,Water,Water,Cropland
12837,Bareland,Bareland,Wetland,Water,Wetland,Water,Water,Wetland
12838,Bareland,Bareland,Wetland,Water,Wetland,Water,Water,Bareland
12839,Bareland,Bareland,Wetland,Water,Wetland,Water,Water,Water
12840,Bareland,Bareland,Wetland,Water,Wetland,Water,Water,Forest
12841,Bareland,Bareland,Wetland,Water,Wetland,Water,Forest,Water
12842,Bareland,Bareland,Bareland,NULL,Non_Wetland,NULL,Bareland,Grassland
12843,Bareland,Bareland,Bareland,NULL,Non_Wetland,Bareland,NULL,Bareland
12844,Bareland,Bareland,Bareland,NULL,Non_Wetland,Bareland,Bareland,NULL
12845,Bareland,Bareland,Bareland,NULL,Non_Wetland,Bareland,Bareland,Grassland
12846,Bareland,Bareland,Bareland,NULL,Non_Wetland,Bareland,Bareland,Bareland
12847,Bareland,Bareland,Bareland,NULL,Non_Wetland,Bareland,Water,Bareland
12848,Bareland,Bareland,Bareland,NULL,Non_Wetland,Water,Shrubland,Water
12849,Bareland,Bareland,Bareland,NULL,Non_Wetland,Water,Water,Water
12850,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
12851,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
12852,Bareland,Bareland,Bareland,Water,Non_Wetland,Bareland,Bareland,Grassland
12853,Bareland,Bareland,Bareland,Water,Non_Wetland,Bareland,Bareland,Wetland
12854,Bareland,Bareland,Bareland,Water,Non_Wetland,Bareland,Bareland,Bareland
12855,Bareland,Bareland,Bareland,Water,Non_Wetland,Bareland,Bareland,Water
12856,Bareland,Bareland,Bareland,Water,Non_Wetland,Water,NULL,Wetland
12857,Bareland,Bareland,Bareland,Water,Non_Wetland,Water,NULL,Water
12858,Bareland,Bareland,Bareland,Water,Non_Wetland,Water,Water,Wetland
12859,Bareland,Bareland,Bareland,Water,Non_Wetland,Water,Water,Bareland
12860,Bareland,Bareland,Bareland,Water,Non_Wetland,Water,Water,Water
12861,Bareland,Bareland,Built-up,NULL,Non_Wetland,Bareland,NULL,Built-up
12862,Bareland,Bareland,Built-up,NULL,Non_Wetland,Built-up,Built-up,Grassland
12863,Bareland,Bareland,Built-up,Non_Water,Non_Wetland,Built-up,Built-up,Grassland
12864,Bareland,Bareland,Water,NULL,Water,Water,Water,Wetland
12865,Bareland,Bareland,Water,NULL,Water,Water,Water,Water
12866,Bareland,Bareland,Water,Non_Water,Water,Bareland,Bareland,Bareland
12867,Bareland,Bareland,Water,Non_Water,Water,Water,Water,Wetland
12868,Bareland,Bareland,Water,Non_Water,Water,Water,Water,Bareland
12869,Bareland,Bareland,Water,Non_Water,Water,Water,Water,Water
12870,Bareland,Bareland,Water,Non_Water,Water,Water,Water,Forest
12871,Bareland,Bareland,Water,Water,Water,NULL,Water,Water
12872,Bareland,Bareland,Water,Water,Water,Wetland,Water,Water
12873,Bareland,Bareland,Water,Water,Water,Bareland,Bareland,Bareland
12874,Bareland,Bareland,Water,Water,Water,Bareland,Bareland,Water
12875,Bareland,Bareland,Water,Water,Water,Water,NULL,Wetland
12876,Bareland,Bareland,Water,Water,Water,Water,NULL,Water
12877,Bareland,Bareland,Water,Water,Water,Water,Bareland,Bareland
12878,Bareland,Bareland,Water,Water,Water,Water,Bareland,Water
12879,Bareland,Bareland,Water,Water,Water,Water,Water,Wetland
12880,Bareland,Bareland,Water,Water,Water,Water,Water,Bareland
12881,Bareland,Bareland,Water,Water,Water,Water,Water,Water
12882,Bareland,Bareland,Forest,NULL,Non_Wetland,Water,Shrubland,Water
12883,Bareland,Bareland,Forest,Non_Water,Non_Wetland,NULL,Water,Wetland
12884,Bareland,Bareland,Forest,Water,Non_Wetland,Cropland,NULL,Wetland
12885,Bareland,Bareland,Forest,Water,Non_Wetland,Water,Water,Wetland
12886,Bareland,Built-up,NULL,NULL,Non_Wetland,Bareland,NULL,NULL
12887,Bareland,Built-up,NULL,NULL,Non_Wetland,Bareland,NULL,Cropland
12888,Bareland,Built-up,NULL,NULL,Non_Wetland,Bareland,NULL,Bareland
12889,Bareland,Built-up,NULL,NULL,Non_Wetland,Bareland,Bareland,Bareland
12890,Bareland,Built-up,NULL,NULL,Non_Wetland,Built-up,Built-up,Grassland
12891,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,NULL,NULL
12892,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Bareland,NULL,NULL
12893,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
12894,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Bareland,NULL,Cropland
12895,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
12896,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Grassland
12897,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Forest
12898,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,NULL
12899,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Grassland
12900,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Cropland
12901,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Bareland
12902,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Built-up
12903,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Water,Built-up,Forest
12904,Bareland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
12905,Bareland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
12906,Bareland,Built-up,Cropland,NULL,Non_Wetland,NULL,Built-up,Grassland
12907,Bareland,Built-up,Cropland,NULL,Non_Wetland,Grassland,NULL,NULL
12908,Bareland,Built-up,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
12909,Bareland,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,NULL
12910,Bareland,Built-up,Cropland,NULL,Non_Wetland,Grassland,Water,Cropland
12911,Bareland,Built-up,Cropland,NULL,Non_Wetland,Bareland,NULL,NULL
12912,Bareland,Built-up,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
12913,Bareland,Built-up,Cropland,NULL,Non_Wetland,Bareland,NULL,Cropland
12914,Bareland,Built-up,Cropland,NULL,Non_Wetland,Bareland,NULL,Bareland
12915,Bareland,Built-up,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
12916,Bareland,Built-up,Cropland,NULL,Non_Wetland,Bareland,Grassland,Cropland
12917,Bareland,Built-up,Cropland,NULL,Non_Wetland,Bareland,Bareland,NULL
12918,Bareland,Built-up,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
12919,Bareland,Built-up,Cropland,NULL,Non_Wetland,Bareland,Bareland,Bareland
12920,Bareland,Built-up,Cropland,NULL,Non_Wetland,Bareland,Built-up,NULL
12921,Bareland,Built-up,Cropland,NULL,Non_Wetland,Bareland,Built-up,Grassland
12922,Bareland,Built-up,Cropland,NULL,Non_Wetland,Bareland,Built-up,Bareland
12923,Bareland,Built-up,Cropland,NULL,Non_Wetland,Bareland,Built-up,Forest
12924,Bareland,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,NULL
12925,Bareland,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,Grassland
12926,Bareland,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,Cropland
12927,Bareland,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,Bareland
12928,Bareland,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,Built-up
12929,Bareland,Built-up,Cropland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
12930,Bareland,Built-up,Cropland,Non_Water,Non_Wetland,Built-up,Built-up,Grassland
12931,Bareland,Built-up,Cropland,Non_Water,Non_Wetland,Built-up,Built-up,Bareland
12932,Bareland,Built-up,Cropland,Water,Non_Wetland,Grassland,NULL,Grassland
12933,Bareland,Built-up,Cropland,Water,Non_Wetland,Grassland,Water,Grassland
12934,Bareland,Built-up,Cropland,Water,Non_Wetland,Grassland,Water,Cropland
12935,Bareland,Built-up,Cropland,Water,Non_Wetland,Bareland,Built-up,Grassland
12936,Bareland,Built-up,Wetland,NULL,Wetland,Grassland,NULL,Grassland
12937,Bareland,Built-up,Wetland,Water,Wetland,Water,Bareland,Water
12938,Bareland,Built-up,Bareland,NULL,Non_Wetland,Bareland,NULL,NULL
12939,Bareland,Built-up,Bareland,NULL,Non_Wetland,Bareland,NULL,Grassland
12940,Bareland,Built-up,Bareland,NULL,Non_Wetland,Bareland,Bareland,Bareland
12941,Bareland,Built-up,Bareland,NULL,Non_Wetland,Bareland,Built-up,Grassland
12942,Bareland,Built-up,Bareland,NULL,Non_Wetland,Bareland,Built-up,Bareland
12943,Bareland,Built-up,Bareland,NULL,Non_Wetland,Bareland,Built-up,Built-up
12944,Bareland,Built-up,Bareland,NULL,Non_Wetland,Built-up,Built-up,Grassland
12945,Bareland,Built-up,Bareland,NULL,Non_Wetland,Built-up,Built-up,Cropland
12946,Bareland,Built-up,Bareland,NULL,Non_Wetland,Built-up,Built-up,Bareland
12947,Bareland,Built-up,Built-up,NULL,Non_Wetland,NULL,Built-up,Built-up
12948,Bareland,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
12949,Bareland,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,Bareland
12950,Bareland,Built-up,Built-up,NULL,Non_Wetland,Bareland,Built-up,Grassland
12951,Bareland,Built-up,Built-up,NULL,Non_Wetland,Bareland,Built-up,Bareland
12952,Bareland,Built-up,Built-up,NULL,Non_Wetland,Bareland,Built-up,Built-up
12953,Bareland,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,NULL
12954,Bareland,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Grassland
12955,Bareland,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Cropland
12956,Bareland,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Bareland
12957,Bareland,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Built-up
12958,Bareland,Built-up,Built-up,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
12959,Bareland,Built-up,Built-up,Non_Water,Non_Wetland,Bareland,Built-up,Bareland
12960,Bareland,Built-up,Built-up,Non_Water,Non_Wetland,Built-up,Built-up,Built-up
12961,Bareland,Built-up,Built-up,Non_Water,Non_Wetland,Water,NULL,Grassland
12962,Bareland,Built-up,Built-up,Water,Non_Wetland,Bareland,Built-up,Bareland
12963,Bareland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,NULL
12964,Bareland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Forest
12965,Bareland,Built-up,Forest,NULL,Non_Wetland,NULL,Bareland,Forest
12966,Bareland,Built-up,Forest,NULL,Non_Wetland,Shrubland,NULL,NULL
12967,Bareland,Built-up,Forest,NULL,Non_Wetland,Shrubland,NULL,Forest
12968,Bareland,Built-up,Forest,NULL,Non_Wetland,Shrubland,Shrubland,NULL
12969,Bareland,Built-up,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Forest
12970,Bareland,Built-up,Forest,NULL,Non_Wetland,Shrubland,Bareland,Forest
12971,Bareland,Built-up,Forest,NULL,Non_Wetland,Grassland,NULL,NULL
12972,Bareland,Built-up,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
12973,Bareland,Built-up,Forest,NULL,Non_Wetland,Grassland,Grassland,NULL
12974,Bareland,Built-up,Forest,NULL,Non_Wetland,Bareland,NULL,NULL
12975,Bareland,Built-up,Forest,NULL,Non_Wetland,Bareland,NULL,Cropland
12976,Bareland,Built-up,Forest,NULL,Non_Wetland,Bareland,NULL,Forest
12977,Bareland,Built-up,Forest,NULL,Non_Wetland,Bareland,Grassland,NULL
12978,Bareland,Water,NULL,NULL,Non_Wetland,NULL,NULL,Water
12979,Bareland,Water,NULL,NULL,Non_Wetland,NULL,Shrubland,Grassland
12980,Bareland,Water,NULL,NULL,Non_Wetland,NULL,Water,Wetland
12981,Bareland,Water,NULL,NULL,Non_Wetland,NULL,Water,Water
12982,Bareland,Water,NULL,NULL,Non_Wetland,Shrubland,NULL,Grassland
12983,Bareland,Water,NULL,NULL,Non_Wetland,Grassland,Water,Cropland
12984,Bareland,Water,NULL,NULL,Non_Wetland,Bareland,Bareland,Bareland
12985,Bareland,Water,NULL,NULL,Non_Wetland,Water,NULL,Bareland
12986,Bareland,Water,NULL,NULL,Non_Wetland,Water,Shrubland,Wetland
12987,Bareland,Water,NULL,NULL,Non_Wetland,Water,Shrubland,Water
12988,Bareland,Water,NULL,NULL,Non_Wetland,Water,Water,Wetland
12989,Bareland,Water,NULL,NULL,Non_Wetland,Water,Water,Bareland
12990,Bareland,Water,NULL,NULL,Non_Wetland,Water,Water,Water
12991,Bareland,Water,NULL,NULL,Non_Wetland,Water,Water,Forest
12992,Bareland,Water,NULL,Non_Water,Non_Wetland,NULL,Water,Bareland
12993,Bareland,Water,NULL,Non_Water,Non_Wetland,Shrubland,NULL,NULL
12994,Bareland,Water,NULL,Non_Water,Non_Wetland,Shrubland,Water,Grassland
12995,Bareland,Water,NULL,Non_Water,Non_Wetland,Shrubland,Water,Wetland
12996,Bareland,Water,NULL,Non_Water,Non_Wetland,Bareland,Water,Grassland
12997,Bareland,Water,NULL,Non_Water,Non_Wetland,Water,Grassland,Bareland
12998,Bareland,Water,NULL,Non_Water,Non_Wetland,Water,Water,Grassland
12999,Bareland,Water,NULL,Non_Water,Non_Wetland,Water,Water,Wetland
13000,Bareland,Water,NULL,Water,Non_Wetland,NULL,NULL,Wetland
13001,Bareland,Water,NULL,Water,Non_Wetland,NULL,Bareland,Grassland
13002,Bareland,Water,NULL,Water,Non_Wetland,NULL,Water,Cropland
13003,Bareland,Water,NULL,Water,Non_Wetland,NULL,Water,Wetland
13004,Bareland,Water,NULL,Water,Non_Wetland,NULL,Water,Water
13005,Bareland,Water,NULL,Water,Non_Wetland,Shrubland,Water,Grassland
13006,Bareland,Water,NULL,Water,Non_Wetland,Bareland,NULL,Wetland
13007,Bareland,Water,NULL,Water,Non_Wetland,Bareland,Water,Wetland
13008,Bareland,Water,NULL,Water,Non_Wetland,Water,Bareland,Wetland
13009,Bareland,Water,NULL,Water,Non_Wetland,Water,Water,Grassland
13010,Bareland,Water,NULL,Water,Non_Wetland,Water,Water,Wetland
13011,Bareland,Water,NULL,Water,Non_Wetland,Water,Water,Bareland
13012,Bareland,Water,NULL,Water,Non_Wetland,Water,Water,Water
13013,Bareland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
13014,Bareland,Water,Shrubland,NULL,Non_Wetland,NULL,Bareland,Grassland
13015,Bareland,Water,Shrubland,NULL,Non_Wetland,NULL,Water,Grassland
13016,Bareland,Water,Shrubland,NULL,Non_Wetland,Shrubland,NULL,NULL
13017,Bareland,Water,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
13018,Bareland,Water,Shrubland,NULL,Non_Wetland,Shrubland,Water,Wetland
13019,Bareland,Water,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
13020,Bareland,Water,Shrubland,NULL,Non_Wetland,Bareland,NULL,Wetland
13021,Bareland,Water,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
13022,Bareland,Water,Shrubland,NULL,Non_Wetland,Water,Water,Wetland
13023,Bareland,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
13024,Bareland,Water,Shrubland,Non_Water,Non_Wetland,Shrubland,Water,Wetland
13025,Bareland,Water,Shrubland,Non_Water,Non_Wetland,Water,Water,Grassland
13026,Bareland,Water,Shrubland,Non_Water,Non_Wetland,Water,Water,Wetland
13027,Bareland,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Wetland
13028,Bareland,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Water
13029,Bareland,Water,Shrubland,Water,Non_Wetland,NULL,Water,Wetland
13030,Bareland,Water,Shrubland,Water,Non_Wetland,Shrubland,Water,Wetland
13031,Bareland,Water,Shrubland,Water,Non_Wetland,Bareland,NULL,Wetland
13032,Bareland,Water,Shrubland,Water,Non_Wetland,Bareland,Bareland,Water
13033,Bareland,Water,Shrubland,Water,Non_Wetland,Water,Shrubland,Water
13034,Bareland,Water,Shrubland,Water,Non_Wetland,Water,Water,Grassland
13035,Bareland,Water,Shrubland,Water,Non_Wetland,Water,Water,Wetland
13036,Bareland,Water,Shrubland,Water,Non_Wetland,Water,Water,Bareland
13037,Bareland,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
13038,Bareland,Water,Cropland,NULL,Non_Wetland,NULL,Shrubland,Grassland
13039,Bareland,Water,Cropland,NULL,Non_Wetland,NULL,Water,NULL
13040,Bareland,Water,Cropland,NULL,Non_Wetland,NULL,Water,Grassland
13041,Bareland,Water,Cropland,NULL,Non_Wetland,NULL,Water,Wetland
13042,Bareland,Water,Cropland,NULL,Non_Wetland,Shrubland,NULL,Grassland
13043,Bareland,Water,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
13044,Bareland,Water,Cropland,NULL,Non_Wetland,Bareland,NULL,Cropland
13045,Bareland,Water,Cropland,NULL,Non_Wetland,Bareland,NULL,Bareland
13046,Bareland,Water,Cropland,NULL,Non_Wetland,Bareland,NULL,Forest
13047,Bareland,Water,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
13048,Bareland,Water,Cropland,NULL,Non_Wetland,Bareland,Bareland,Bareland
13049,Bareland,Water,Cropland,NULL,Non_Wetland,Bareland,Built-up,Bareland
13050,Bareland,Water,Cropland,NULL,Non_Wetland,Bareland,Water,Grassland
13051,Bareland,Water,Cropland,NULL,Non_Wetland,Water,NULL,Grassland
13052,Bareland,Water,Cropland,NULL,Non_Wetland,Water,NULL,Bareland
13053,Bareland,Water,Cropland,NULL,Non_Wetland,Water,Shrubland,Water
13054,Bareland,Water,Cropland,NULL,Non_Wetland,Water,Bareland,Wetland
13055,Bareland,Water,Cropland,NULL,Non_Wetland,Water,Bareland,Bareland
13056,Bareland,Water,Cropland,NULL,Non_Wetland,Water,Water,Grassland
13057,Bareland,Water,Cropland,NULL,Non_Wetland,Water,Water,Wetland
13058,Bareland,Water,Cropland,NULL,Non_Wetland,Water,Water,Bareland
13059,Bareland,Water,Cropland,NULL,Non_Wetland,Water,Water,Water
13060,Bareland,Water,Cropland,Non_Water,Non_Wetland,NULL,Bareland,Grassland
13061,Bareland,Water,Cropland,Non_Water,Non_Wetland,NULL,Bareland,Wetland
13062,Bareland,Water,Cropland,Non_Water,Non_Wetland,NULL,Bareland,Bareland
13063,Bareland,Water,Cropland,Non_Water,Non_Wetland,NULL,Water,Grassland
13064,Bareland,Water,Cropland,Non_Water,Non_Wetland,Shrubland,NULL,NULL
13065,Bareland,Water,Cropland,Non_Water,Non_Wetland,Shrubland,Forest,Wetland
13066,Bareland,Water,Cropland,Non_Water,Non_Wetland,Bareland,NULL,Grassland
13067,Bareland,Water,Cropland,Non_Water,Non_Wetland,Bareland,NULL,Bareland
13068,Bareland,Water,Cropland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
13069,Bareland,Water,Cropland,Non_Water,Non_Wetland,Bareland,Bareland,Wetland
13070,Bareland,Water,Cropland,Non_Water,Non_Wetland,Bareland,Water,Grassland
13071,Bareland,Water,Cropland,Non_Water,Non_Wetland,Bareland,Water,Bareland
13072,Bareland,Water,Cropland,Non_Water,Non_Wetland,Water,NULL,Water
13073,Bareland,Water,Cropland,Non_Water,Non_Wetland,Water,Shrubland,Wetland
13074,Bareland,Water,Cropland,Non_Water,Non_Wetland,Water,Bareland,Grassland
13075,Bareland,Water,Cropland,Non_Water,Non_Wetland,Water,Bareland,Wetland
13076,Bareland,Water,Cropland,Non_Water,Non_Wetland,Water,Water,Grassland
13077,Bareland,Water,Cropland,Non_Water,Non_Wetland,Water,Water,Wetland
13078,Bareland,Water,Cropland,Non_Water,Non_Wetland,Water,Water,Bareland
13079,Bareland,Water,Cropland,Water,Non_Wetland,NULL,NULL,Wetland
13080,Bareland,Water,Cropland,Water,Non_Wetland,NULL,Bareland,Grassland
13081,Bareland,Water,Cropland,Water,Non_Wetland,NULL,Bareland,Wetland
