Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_24LYN_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_24LYN_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_24LYN_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_24LYN_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_24LYN_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_24LYN_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_24LYN_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_24LYN_M_R
4186,Wetland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
4187,Wetland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
4188,Wetland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
4189,Wetland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
4190,Wetland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
4191,Wetland,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
4192,Wetland,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Bareland
4193,Wetland,NULL,Cropland,NULL,Non_Wetland,NULL,Wetland,Grassland
4194,Wetland,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Grassland
4195,Wetland,NULL,Cropland,NULL,Non_Wetland,NULL,Built-up,Grassland
4196,Wetland,NULL,Cropland,NULL,Non_Wetland,NULL,Built-up,Wetland
4197,Wetland,NULL,Cropland,NULL,Non_Wetland,NULL,Water,Grassland
4198,Wetland,NULL,Cropland,NULL,Non_Wetland,NULL,Water,Wetland
4199,Wetland,NULL,Cropland,NULL,Non_Wetland,NULL,Water,Bareland
4200,Wetland,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
4201,Wetland,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Wetland
4202,Wetland,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
4203,Wetland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
4204,Wetland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Wetland
4205,Wetland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Built-up
4206,Wetland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
4207,Wetland,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,Grassland
4208,Wetland,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Wetland
4209,Wetland,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,Grassland
4210,Wetland,NULL,Cropland,NULL,Non_Wetland,Grassland,Water,Wetland
4211,Wetland,NULL,Cropland,NULL,Non_Wetland,Wetland,NULL,Grassland
4212,Wetland,NULL,Cropland,NULL,Non_Wetland,Wetland,NULL,Wetland
4213,Wetland,NULL,Cropland,NULL,Non_Wetland,Wetland,NULL,Forest
4214,Wetland,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
4215,Wetland,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Wetland
4216,Wetland,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Bareland
4217,Wetland,NULL,Cropland,NULL,Non_Wetland,Bareland,Water,Grassland
4218,Wetland,NULL,Cropland,NULL,Non_Wetland,Bareland,Water,Wetland
4219,Wetland,NULL,Cropland,NULL,Non_Wetland,Bareland,Water,Bareland
4220,Wetland,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Grassland
4221,Wetland,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Bareland
4222,Wetland,NULL,Cropland,Non_Water,Non_Wetland,NULL,Water,Grassland
4223,Wetland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
4224,Wetland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Bareland,Wetland
4225,Wetland,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Bareland,Wetland
4226,Wetland,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Water,Grassland
4227,Wetland,NULL,Cropland,Water,Non_Wetland,NULL,Water,Grassland
4228,Wetland,NULL,Cropland,Water,Non_Wetland,Grassland,Built-up,Grassland
4229,Wetland,NULL,Cropland,Water,Non_Wetland,Bareland,Bareland,Wetland
4230,Wetland,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
4231,Wetland,NULL,Wetland,NULL,Wetland,NULL,NULL,Wetland
4232,Wetland,NULL,Wetland,NULL,Wetland,NULL,NULL,Forest
4233,Wetland,NULL,Wetland,NULL,Wetland,NULL,Grassland,Wetland
4234,Wetland,NULL,Wetland,NULL,Wetland,NULL,Wetland,Grassland
4235,Wetland,NULL,Wetland,NULL,Wetland,NULL,Wetland,Wetland
4236,Wetland,NULL,Wetland,NULL,Wetland,NULL,Wetland,Forest
4237,Wetland,NULL,Wetland,NULL,Wetland,NULL,Bareland,Grassland
4238,Wetland,NULL,Wetland,NULL,Wetland,NULL,Bareland,Wetland
4239,Wetland,NULL,Wetland,NULL,Wetland,NULL,Water,Grassland
4240,Wetland,NULL,Wetland,NULL,Wetland,NULL,Water,Wetland
4241,Wetland,NULL,Wetland,NULL,Wetland,NULL,Water,Bareland
4242,Wetland,NULL,Wetland,NULL,Wetland,Grassland,NULL,Grassland
4243,Wetland,NULL,Wetland,NULL,Wetland,Grassland,NULL,Wetland
4244,Wetland,NULL,Wetland,NULL,Wetland,Grassland,NULL,Forest
4245,Wetland,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
4246,Wetland,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
4247,Wetland,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Wetland
4248,Wetland,NULL,Wetland,NULL,Wetland,Grassland,Bareland,Grassland
4249,Wetland,NULL,Wetland,NULL,Wetland,Grassland,Bareland,Wetland
4250,Wetland,NULL,Wetland,NULL,Wetland,Grassland,Water,Grassland
4251,Wetland,NULL,Wetland,NULL,Wetland,Grassland,Water,Wetland
4252,Wetland,NULL,Wetland,NULL,Wetland,Grassland,Water,Forest
4253,Wetland,NULL,Wetland,NULL,Wetland,Wetland,NULL,Grassland
4254,Wetland,NULL,Wetland,NULL,Wetland,Wetland,NULL,Wetland
4255,Wetland,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
4256,Wetland,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Forest
4257,Wetland,NULL,Wetland,NULL,Wetland,Wetland,Bareland,Wetland
4258,Wetland,NULL,Wetland,NULL,Wetland,Wetland,Bareland,Forest
4259,Wetland,NULL,Wetland,NULL,Wetland,Wetland,Water,Wetland
4260,Wetland,NULL,Wetland,NULL,Wetland,Bareland,NULL,Wetland
4261,Wetland,NULL,Wetland,NULL,Wetland,Bareland,NULL,Bareland
4262,Wetland,NULL,Wetland,NULL,Wetland,Bareland,Wetland,Wetland
4263,Wetland,NULL,Wetland,NULL,Wetland,Bareland,Bareland,Grassland
4264,Wetland,NULL,Wetland,NULL,Wetland,Bareland,Bareland,Wetland
4265,Wetland,NULL,Wetland,NULL,Wetland,Bareland,Bareland,Bareland
4266,Wetland,NULL,Wetland,NULL,Wetland,Bareland,Bareland,Water
4267,Wetland,NULL,Wetland,NULL,Wetland,Bareland,Built-up,Wetland
4268,Wetland,NULL,Wetland,NULL,Wetland,Bareland,Water,Grassland
4269,Wetland,NULL,Wetland,NULL,Wetland,Bareland,Water,Wetland
4270,Wetland,NULL,Wetland,NULL,Wetland,Bareland,Water,Bareland
4271,Wetland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
4272,Wetland,NULL,Wetland,Non_Water,Wetland,NULL,Wetland,Wetland
4273,Wetland,NULL,Wetland,Non_Water,Wetland,NULL,Bareland,Wetland
4274,Wetland,NULL,Wetland,Non_Water,Wetland,NULL,Water,Grassland
4275,Wetland,NULL,Wetland,Non_Water,Wetland,NULL,Water,Wetland
4276,Wetland,NULL,Wetland,Non_Water,Wetland,NULL,Water,Bareland
4277,Wetland,NULL,Wetland,Non_Water,Wetland,Grassland,NULL,Grassland
4278,Wetland,NULL,Wetland,Non_Water,Wetland,Grassland,NULL,Wetland
4279,Wetland,NULL,Wetland,Non_Water,Wetland,Grassland,Wetland,Wetland
4280,Wetland,NULL,Wetland,Non_Water,Wetland,Grassland,Water,Wetland
4281,Wetland,NULL,Wetland,Non_Water,Wetland,Wetland,NULL,Wetland
4282,Wetland,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Wetland
4283,Wetland,NULL,Wetland,Non_Water,Wetland,Wetland,Bareland,Wetland
4284,Wetland,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Wetland
4285,Wetland,NULL,Wetland,Non_Water,Wetland,Bareland,NULL,Grassland
4286,Wetland,NULL,Wetland,Non_Water,Wetland,Bareland,Wetland,Wetland
4287,Wetland,NULL,Wetland,Non_Water,Wetland,Bareland,Bareland,Grassland
4288,Wetland,NULL,Wetland,Non_Water,Wetland,Bareland,Bareland,Wetland
4289,Wetland,NULL,Wetland,Non_Water,Wetland,Bareland,Bareland,Bareland
4290,Wetland,NULL,Wetland,Non_Water,Wetland,Bareland,Water,Grassland
4291,Wetland,NULL,Wetland,Non_Water,Wetland,Bareland,Water,Wetland
4292,Wetland,NULL,Wetland,Non_Water,Wetland,Water,Water,Wetland
4293,Wetland,NULL,Wetland,Water,Wetland,NULL,NULL,Grassland
4294,Wetland,NULL,Wetland,Water,Wetland,NULL,Wetland,Grassland
4295,Wetland,NULL,Wetland,Water,Wetland,NULL,Wetland,Wetland
4296,Wetland,NULL,Wetland,Water,Wetland,NULL,Wetland,Water
4297,Wetland,NULL,Wetland,Water,Wetland,NULL,Water,Grassland
4298,Wetland,NULL,Wetland,Water,Wetland,NULL,Water,Wetland
4299,Wetland,NULL,Wetland,Water,Wetland,NULL,Water,Water
4300,Wetland,NULL,Wetland,Water,Wetland,Wetland,NULL,Wetland
4301,Wetland,NULL,Wetland,Water,Wetland,Wetland,Wetland,Wetland
4302,Wetland,NULL,Wetland,Water,Wetland,Wetland,Bareland,Wetland
4303,Wetland,NULL,Wetland,Water,Wetland,Wetland,Water,Wetland
4304,Wetland,NULL,Wetland,Water,Wetland,Bareland,Bareland,Wetland
4305,Wetland,NULL,Wetland,Water,Wetland,Bareland,Bareland,Bareland
4306,Wetland,NULL,Wetland,Water,Wetland,Bareland,Water,Wetland
4307,Wetland,NULL,Wetland,Water,Wetland,Water,Water,Wetland
4308,Wetland,NULL,Wetland,Water,Wetland,Water,Water,Water
4309,Wetland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Wetland
4310,Wetland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Built-up
4311,Wetland,NULL,Bareland,NULL,Non_Wetland,NULL,Wetland,Wetland
4312,Wetland,NULL,Bareland,NULL,Non_Wetland,NULL,Wetland,Forest
4313,Wetland,NULL,Bareland,NULL,Non_Wetland,NULL,Built-up,Wetland
4314,Wetland,NULL,Bareland,NULL,Non_Wetland,Grassland,NULL,Built-up
4315,Wetland,NULL,Bareland,NULL,Non_Wetland,Wetland,Wetland,Wetland
4316,Wetland,NULL,Bareland,NULL,Non_Wetland,Bareland,Bareland,Wetland
4317,Wetland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Wetland
4318,Wetland,NULL,Bareland,Non_Water,Non_Wetland,Bareland,Bareland,Wetland
4319,Wetland,NULL,Bareland,Non_Water,Non_Wetland,Bareland,Water,Wetland
4320,Wetland,NULL,Bareland,Non_Water,Non_Wetland,Bareland,Water,Bareland
4321,Wetland,NULL,Bareland,Water,Non_Wetland,NULL,Water,Bareland
4322,Wetland,NULL,Bareland,Water,Non_Wetland,Bareland,Bareland,Wetland
4323,Wetland,NULL,Bareland,Water,Non_Wetland,Water,Water,Wetland
4324,Wetland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
4325,Wetland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
4326,Wetland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Wetland
4327,Wetland,NULL,Built-up,NULL,Non_Wetland,NULL,Wetland,Grassland
4328,Wetland,NULL,Built-up,NULL,Non_Wetland,NULL,Wetland,Forest
4329,Wetland,NULL,Built-up,NULL,Non_Wetland,NULL,Bareland,Grassland
4330,Wetland,NULL,Built-up,NULL,Non_Wetland,NULL,Bareland,Wetland
4331,Wetland,NULL,Built-up,NULL,Non_Wetland,NULL,Bareland,Bareland
4332,Wetland,NULL,Built-up,NULL,Non_Wetland,NULL,Water,Grassland
4333,Wetland,NULL,Built-up,NULL,Non_Wetland,NULL,Water,Wetland
4334,Wetland,NULL,Built-up,NULL,Non_Wetland,NULL,Water,Bareland
4335,Wetland,NULL,Built-up,NULL,Non_Wetland,Grassland,NULL,Grassland
4336,Wetland,NULL,Built-up,NULL,Non_Wetland,Grassland,NULL,Wetland
4337,Wetland,NULL,Built-up,NULL,Non_Wetland,Grassland,Wetland,Grassland
4338,Wetland,NULL,Built-up,NULL,Non_Wetland,Grassland,Wetland,Wetland
4339,Wetland,NULL,Built-up,NULL,Non_Wetland,Grassland,Bareland,Wetland
4340,Wetland,NULL,Built-up,NULL,Non_Wetland,Grassland,Built-up,Cropland
4341,Wetland,NULL,Built-up,NULL,Non_Wetland,Grassland,Water,Grassland
4342,Wetland,NULL,Built-up,NULL,Non_Wetland,Grassland,Water,Wetland
4343,Wetland,NULL,Built-up,NULL,Non_Wetland,Grassland,Water,Bareland
4344,Wetland,NULL,Built-up,NULL,Non_Wetland,Grassland,Water,Built-up
4345,Wetland,NULL,Built-up,NULL,Non_Wetland,Bareland,NULL,Grassland
4346,Wetland,NULL,Built-up,NULL,Non_Wetland,Bareland,NULL,Wetland
4347,Wetland,NULL,Built-up,NULL,Non_Wetland,Bareland,Wetland,Bareland
4348,Wetland,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,NULL
4349,Wetland,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
4350,Wetland,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Wetland
4351,Wetland,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Bareland
4352,Wetland,NULL,Built-up,NULL,Non_Wetland,Bareland,Water,Grassland
4353,Wetland,NULL,Built-up,NULL,Non_Wetland,Bareland,Water,Wetland
4354,Wetland,NULL,Built-up,NULL,Non_Wetland,Bareland,Water,Bareland
4355,Wetland,NULL,Built-up,NULL,Non_Wetland,Built-up,Built-up,Built-up
4356,Wetland,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
4357,Wetland,NULL,Built-up,Non_Water,Non_Wetland,NULL,Built-up,Wetland
4358,Wetland,NULL,Built-up,Non_Water,Non_Wetland,NULL,Water,Wetland
4359,Wetland,NULL,Built-up,Non_Water,Non_Wetland,Grassland,NULL,Wetland
4360,Wetland,NULL,Built-up,Non_Water,Non_Wetland,Grassland,Bareland,Bareland
4361,Wetland,NULL,Built-up,Non_Water,Non_Wetland,Wetland,NULL,Wetland
4362,Wetland,NULL,Built-up,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
4363,Wetland,NULL,Built-up,Non_Water,Non_Wetland,Bareland,Bareland,Wetland
4364,Wetland,NULL,Built-up,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
4365,Wetland,NULL,Built-up,Non_Water,Non_Wetland,Bareland,Water,Grassland
4366,Wetland,NULL,Built-up,Non_Water,Non_Wetland,Bareland,Water,Wetland
4367,Wetland,NULL,Built-up,Water,Non_Wetland,NULL,NULL,Grassland
4368,Wetland,NULL,Built-up,Water,Non_Wetland,NULL,NULL,Wetland
4369,Wetland,NULL,Built-up,Water,Non_Wetland,NULL,Water,Wetland
4370,Wetland,NULL,Built-up,Water,Non_Wetland,Grassland,NULL,Wetland
4371,Wetland,NULL,Built-up,Water,Non_Wetland,Grassland,Wetland,Grassland
4372,Wetland,NULL,Built-up,Water,Non_Wetland,Bareland,Bareland,Wetland
4373,Wetland,NULL,Built-up,Water,Non_Wetland,Bareland,Bareland,Bareland
4374,Wetland,NULL,Built-up,Water,Non_Wetland,Bareland,Water,Grassland
4375,Wetland,NULL,Built-up,Water,Non_Wetland,Water,Water,Wetland
4376,Wetland,NULL,Water,NULL,Water,Bareland,Bareland,Wetland
4377,Wetland,NULL,Water,Non_Water,Water,Wetland,Wetland,Wetland
4378,Wetland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
4379,Wetland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
4380,Wetland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
4381,Wetland,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Wetland
4382,Wetland,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,Grassland
4383,Wetland,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,Wetland
4384,Wetland,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
4385,Wetland,NULL,Forest,NULL,Non_Wetland,NULL,Built-up,Wetland
4386,Wetland,NULL,Forest,NULL,Non_Wetland,NULL,Water,Wetland
4387,Wetland,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
4388,Wetland,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Wetland
4389,Wetland,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
4390,Wetland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
4391,Wetland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Wetland
4392,Wetland,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
4393,Wetland,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Wetland
4394,Wetland,NULL,Forest,NULL,Non_Wetland,Grassland,Water,Grassland
4395,Wetland,NULL,Forest,NULL,Non_Wetland,Wetland,NULL,Wetland
4396,Wetland,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
4397,Wetland,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Wetland
4398,Wetland,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
4399,Wetland,NULL,Forest,NULL,Non_Wetland,Forest,NULL,Wetland
4400,Wetland,NULL,Forest,Non_Water,Non_Wetland,NULL,Wetland,Wetland
4401,Wetland,NULL,Forest,Non_Water,Non_Wetland,NULL,Water,Wetland
4402,Wetland,NULL,Forest,Non_Water,Non_Wetland,Grassland,NULL,Grassland
4403,Wetland,NULL,Forest,Non_Water,Non_Wetland,Grassland,NULL,Wetland
4404,Wetland,NULL,Forest,Non_Water,Non_Wetland,Grassland,Water,Grassland
4405,Wetland,NULL,Forest,Non_Water,Non_Wetland,Grassland,Water,Cropland
4406,Wetland,NULL,Forest,Non_Water,Non_Wetland,Grassland,Water,Wetland
4407,Wetland,NULL,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
4408,Wetland,NULL,Forest,Non_Water,Non_Wetland,Bareland,Bareland,Wetland
4409,Wetland,NULL,Forest,Non_Water,Non_Wetland,Water,Water,Wetland
4410,Wetland,NULL,Forest,Water,Non_Wetland,Grassland,NULL,Wetland
4411,Wetland,NULL,Forest,Water,Non_Wetland,Water,Wetland,Wetland
4412,Wetland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
4413,Wetland,Cropland,NULL,NULL,Non_Wetland,NULL,Wetland,Wetland
4414,Wetland,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
4415,Wetland,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Wetland
4416,Wetland,Cropland,NULL,NULL,Non_Wetland,Grassland,Wetland,Wetland
4417,Wetland,Cropland,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
4418,Wetland,Cropland,NULL,Non_Water,Non_Wetland,NULL,Built-up,Wetland
4419,Wetland,Cropland,NULL,Non_Water,Non_Wetland,Grassland,NULL,Wetland
4420,Wetland,Cropland,NULL,Non_Water,Non_Wetland,Wetland,Water,Forest
4421,Wetland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
4422,Wetland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
4423,Wetland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Wetland
4424,Wetland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
4425,Wetland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Wetland
4426,Wetland,Cropland,Shrubland,NULL,Non_Wetland,Wetland,NULL,Wetland
4427,Wetland,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Wetland
4428,Wetland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
4429,Wetland,Cropland,Grassland,NULL,Non_Wetland,NULL,Wetland,Wetland
4430,Wetland,Cropland,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
4431,Wetland,Cropland,Grassland,NULL,Non_Wetland,Grassland,NULL,Wetland
4432,Wetland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
4433,Wetland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Wetland
4434,Wetland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Wetland,Wetland
4435,Wetland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Water,Grassland
4436,Wetland,Cropland,Grassland,Non_Water,Non_Wetland,Grassland,Wetland,Wetland
4437,Wetland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
4438,Wetland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Water,Grassland
4439,Wetland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Water,Grassland
4440,Wetland,Cropland,Wetland,NULL,Wetland,NULL,NULL,Wetland
4441,Wetland,Cropland,Wetland,NULL,Wetland,NULL,Grassland,Grassland
4442,Wetland,Cropland,Wetland,NULL,Wetland,NULL,Wetland,Wetland
4443,Wetland,Cropland,Wetland,NULL,Wetland,NULL,Water,Wetland
4444,Wetland,Cropland,Wetland,NULL,Wetland,Grassland,NULL,Grassland
4445,Wetland,Cropland,Wetland,NULL,Wetland,Grassland,NULL,Wetland
4446,Wetland,Cropland,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
4447,Wetland,Cropland,Wetland,NULL,Wetland,Grassland,Wetland,Wetland
4448,Wetland,Cropland,Wetland,NULL,Wetland,Grassland,Water,Grassland
4449,Wetland,Cropland,Wetland,NULL,Wetland,Grassland,Water,Wetland
4450,Wetland,Cropland,Wetland,NULL,Wetland,Wetland,NULL,Wetland
4451,Wetland,Cropland,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
4452,Wetland,Cropland,Wetland,NULL,Wetland,Wetland,Water,Wetland
4453,Wetland,Cropland,Wetland,NULL,Wetland,Forest,Water,Wetland
4454,Wetland,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
4455,Wetland,Cropland,Wetland,Non_Water,Wetland,NULL,Wetland,Wetland
4456,Wetland,Cropland,Wetland,Non_Water,Wetland,NULL,Wetland,Forest
4457,Wetland,Cropland,Wetland,Non_Water,Wetland,NULL,Water,Grassland
4458,Wetland,Cropland,Wetland,Non_Water,Wetland,NULL,Water,Wetland
4459,Wetland,Cropland,Wetland,Non_Water,Wetland,Grassland,NULL,Wetland
4460,Wetland,Cropland,Wetland,Non_Water,Wetland,Grassland,Grassland,Wetland
4461,Wetland,Cropland,Wetland,Non_Water,Wetland,Grassland,Wetland,Wetland
4462,Wetland,Cropland,Wetland,Non_Water,Wetland,Wetland,NULL,Wetland
4463,Wetland,Cropland,Wetland,Non_Water,Wetland,Wetland,Wetland,Wetland
4464,Wetland,Cropland,Wetland,Non_Water,Wetland,Wetland,Wetland,Water
4465,Wetland,Cropland,Wetland,Non_Water,Wetland,Wetland,Built-up,Wetland
4466,Wetland,Cropland,Wetland,Non_Water,Wetland,Wetland,Water,Wetland
4467,Wetland,Cropland,Wetland,Non_Water,Wetland,Water,Water,Wetland
4468,Wetland,Cropland,Wetland,Non_Water,Wetland,Forest,Built-up,Wetland
4469,Wetland,Cropland,Wetland,Non_Water,Wetland,Forest,Built-up,Forest
4470,Wetland,Cropland,Wetland,Water,Wetland,NULL,NULL,Wetland
4471,Wetland,Cropland,Wetland,Water,Wetland,NULL,Wetland,Wetland
4472,Wetland,Cropland,Wetland,Water,Wetland,NULL,Wetland,Water
4473,Wetland,Cropland,Wetland,Water,Wetland,NULL,Water,Wetland
4474,Wetland,Cropland,Wetland,Water,Wetland,Wetland,Water,Wetland
4475,Wetland,Cropland,Wetland,Water,Wetland,Water,NULL,Wetland
4476,Wetland,Cropland,Wetland,Water,Wetland,Water,Wetland,Wetland
4477,Wetland,Cropland,Bareland,NULL,Non_Wetland,NULL,Wetland,Wetland
4478,Wetland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Wetland
4479,Wetland,Cropland,Built-up,NULL,Non_Wetland,NULL,Bareland,Grassland
4480,Wetland,Cropland,Built-up,NULL,Non_Wetland,NULL,Water,Wetland
4481,Wetland,Cropland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Wetland
4482,Wetland,Cropland,Built-up,NULL,Non_Wetland,Wetland,Wetland,Wetland
4483,Wetland,Cropland,Built-up,NULL,Non_Wetland,Wetland,Water,Wetland
4484,Wetland,Cropland,Water,NULL,Water,Water,NULL,Wetland
4485,Wetland,Cropland,Water,Water,Water,NULL,Wetland,Wetland
4486,Wetland,Cropland,Water,Water,Water,Water,Water,Water
4487,Wetland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
4488,Wetland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
4489,Wetland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
4490,Wetland,Cropland,Forest,NULL,Non_Wetland,NULL,Wetland,Wetland
4491,Wetland,Cropland,Forest,NULL,Non_Wetland,NULL,Water,Wetland
4492,Wetland,Cropland,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
4493,Wetland,Cropland,Forest,NULL,Non_Wetland,Grassland,NULL,Wetland
4494,Wetland,Cropland,Forest,NULL,Non_Wetland,Grassland,NULL,Built-up
4495,Wetland,Cropland,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
4496,Wetland,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
4497,Wetland,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Wetland
4498,Wetland,Cropland,Forest,NULL,Non_Wetland,Grassland,Wetland,Wetland
4499,Wetland,Cropland,Forest,NULL,Non_Wetland,Grassland,Built-up,Forest
4500,Wetland,Cropland,Forest,NULL,Non_Wetland,Wetland,NULL,Wetland
4501,Wetland,Cropland,Forest,NULL,Non_Wetland,Wetland,Wetland,Wetland
4502,Wetland,Cropland,Forest,NULL,Non_Wetland,Wetland,Water,Wetland
4503,Wetland,Cropland,Forest,Non_Water,Non_Wetland,NULL,Wetland,Wetland
4504,Wetland,Cropland,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
4505,Wetland,Cropland,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Wetland
4506,Wetland,Cropland,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
4507,Wetland,Cropland,Forest,Water,Non_Wetland,NULL,Wetland,Wetland
4508,Wetland,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
4509,Wetland,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
4510,Wetland,Wetland,NULL,NULL,Non_Wetland,NULL,Wetland,Wetland
4511,Wetland,Wetland,NULL,NULL,Non_Wetland,NULL,Water,Wetland
