Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_19LDL_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_19LDL_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_19LDL_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_19LDL_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_19LDL_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_19LDL_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_19LDL_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_19LDL_M_R
1137,Grassland,Forest,Wetland,NULL,Wetland,Grassland,Wetland,Forest
1138,Grassland,Forest,Wetland,NULL,Wetland,Grassland,Water,Forest
1139,Grassland,Forest,Wetland,Non_Water,Wetland,Grassland,Water,Water
1140,Grassland,Forest,Wetland,Water,Wetland,Grassland,Water,Water
1141,Grassland,Forest,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
1142,Grassland,Forest,Built-up,NULL,Non_Wetland,Grassland,Water,Grassland
1143,Grassland,Forest,Water,NULL,Water,Grassland,Grassland,Grassland
1144,Grassland,Forest,Water,NULL,Water,Grassland,Grassland,Forest
1145,Grassland,Forest,Water,NULL,Water,Grassland,Forest,Grassland
1146,Grassland,Forest,Water,Non_Water,Water,Grassland,Forest,Grassland
1147,Grassland,Forest,Water,Water,Water,Grassland,Grassland,Water
1148,Grassland,Forest,Water,Water,Water,Water,Wetland,Grassland
1149,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
1150,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Water
1151,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
1152,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
1153,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland,Bareland,Grassland
1154,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
1155,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland,Water,Grassland
1156,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland,Water,Forest
1157,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
1158,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
1159,Grassland,Forest,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
1160,Grassland,Forest,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
1161,Grassland,Forest,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
1162,Grassland,Forest,Forest,NULL,Non_Wetland,Water,Grassland,Grassland
1163,Grassland,Forest,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
1164,Grassland,Forest,Forest,NULL,Non_Wetland,Forest,Forest,Forest
1165,Grassland,Forest,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
1166,Grassland,Forest,Forest,Non_Water,Non_Wetland,Grassland,Water,Forest
1167,Grassland,Forest,Forest,Water,Non_Wetland,Grassland,Water,Grassland
1168,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,Grassland,Forest
1169,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
1170,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
1171,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Bareland,Grassland
1172,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Bareland,Forest
1173,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
1174,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
1175,Cropland,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
1176,Cropland,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
1177,Cropland,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Forest
1178,Cropland,NULL,NULL,NULL,Non_Wetland,Water,Grassland,Forest
1179,Cropland,NULL,NULL,NULL,Non_Wetland,Water,Bareland,Grassland
1180,Cropland,NULL,NULL,NULL,Non_Wetland,Water,Bareland,Forest
1181,Cropland,NULL,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
1182,Cropland,NULL,NULL,NULL,Non_Wetland,Forest,Forest,Forest
1183,Cropland,NULL,NULL,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
1184,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1185,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
1186,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Grassland
1187,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1188,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
1189,Cropland,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1190,Cropland,NULL,Grassland,NULL,Non_Wetland,Built-up,Grassland,Grassland
1191,Cropland,NULL,Grassland,NULL,Non_Wetland,Built-up,Built-up,Grassland
1192,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1193,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Bareland
1194,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Built-up
1195,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Water
1196,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
1197,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,Forest
1198,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
1199,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Built-up
1200,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Forest
1201,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
1202,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Forest
1203,Cropland,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1204,Cropland,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Bareland
1205,Cropland,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
1206,Cropland,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
1207,Cropland,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Bareland
1208,Cropland,NULL,Cropland,NULL,Non_Wetland,Built-up,Grassland,Grassland
1209,Cropland,NULL,Cropland,NULL,Non_Wetland,Water,Grassland,Grassland
1210,Cropland,NULL,Cropland,NULL,Non_Wetland,Water,Grassland,Bareland
1211,Cropland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
1212,Cropland,NULL,Cropland,Water,Non_Wetland,Grassland,Wetland,Grassland
1213,Cropland,NULL,Cropland,Water,Non_Wetland,Bareland,Wetland,Grassland
1214,Cropland,NULL,Cropland,Water,Non_Wetland,Bareland,Wetland,Water
1215,Cropland,NULL,Cropland,Water,Non_Wetland,Bareland,Water,Water
1216,Cropland,NULL,Cropland,Water,Non_Wetland,Water,Wetland,Bareland
1217,Cropland,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
1218,Cropland,NULL,Wetland,Non_Water,Wetland,Grassland,Wetland,Grassland
1219,Cropland,NULL,Wetland,Non_Water,Wetland,Grassland,Water,Bareland
1220,Cropland,NULL,Wetland,Non_Water,Wetland,Bareland,Water,Bareland
1221,Cropland,NULL,Wetland,Non_Water,Wetland,Water,Grassland,Water
1222,Cropland,NULL,Wetland,Non_Water,Wetland,Water,Wetland,Bareland
1223,Cropland,NULL,Wetland,Non_Water,Wetland,Water,Water,Bareland
1224,Cropland,NULL,Wetland,Water,Wetland,Grassland,Wetland,Grassland
1225,Cropland,NULL,Wetland,Water,Wetland,Grassland,Wetland,Bareland
1226,Cropland,NULL,Wetland,Water,Wetland,Grassland,Wetland,Water
1227,Cropland,NULL,Wetland,Water,Wetland,Grassland,Water,Bareland
1228,Cropland,NULL,Wetland,Water,Wetland,Grassland,Water,Water
1229,Cropland,NULL,Wetland,Water,Wetland,Grassland,Forest,Water
1230,Cropland,NULL,Wetland,Water,Wetland,Bareland,Water,Bareland
1231,Cropland,NULL,Wetland,Water,Wetland,Bareland,Water,Water
1232,Cropland,NULL,Wetland,Water,Wetland,Bareland,Forest,Water
1233,Cropland,NULL,Wetland,Water,Wetland,Water,Wetland,Bareland
1234,Cropland,NULL,Wetland,Water,Wetland,Water,Wetland,Water
1235,Cropland,NULL,Wetland,Water,Wetland,Water,Water,Grassland
1236,Cropland,NULL,Wetland,Water,Wetland,Water,Water,Water
1237,Cropland,NULL,Wetland,Water,Wetland,Water,Forest,Water
1238,Cropland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,Grassland,Grassland
1239,Cropland,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1240,Cropland,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,Forest
1241,Cropland,NULL,Bareland,NULL,Non_Wetland,Grassland,Bareland,Grassland
1242,Cropland,NULL,Bareland,NULL,Non_Wetland,Water,Grassland,Grassland
1243,Cropland,NULL,Bareland,Water,Non_Wetland,Water,Wetland,Bareland
1244,Cropland,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
1245,Cropland,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Forest
1246,Cropland,NULL,Built-up,NULL,Non_Wetland,Grassland,Bareland,Grassland
1247,Cropland,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
1248,Cropland,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Forest
1249,Cropland,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
1250,Cropland,NULL,Built-up,NULL,Non_Wetland,Built-up,Grassland,Grassland
1251,Cropland,NULL,Built-up,NULL,Non_Wetland,Built-up,Built-up,Grassland
1252,Cropland,NULL,Built-up,NULL,Non_Wetland,Water,Grassland,Bareland
1253,Cropland,NULL,Built-up,Non_Water,Non_Wetland,Bareland,Water,Bareland
1254,Cropland,NULL,Built-up,Water,Non_Wetland,Bareland,Forest,Water
1255,Cropland,NULL,Built-up,Water,Non_Wetland,Water,Water,Water
1256,Cropland,NULL,Water,NULL,Water,Grassland,Grassland,Grassland
1257,Cropland,NULL,Water,NULL,Water,Grassland,Grassland,Built-up
1258,Cropland,NULL,Water,NULL,Water,Grassland,Grassland,Forest
1259,Cropland,NULL,Water,NULL,Water,Bareland,Grassland,Grassland
1260,Cropland,NULL,Water,NULL,Water,Water,Grassland,Grassland
1261,Cropland,NULL,Water,NULL,Water,Water,Grassland,Bareland
1262,Cropland,NULL,Water,Non_Water,Water,Bareland,Water,Bareland
1263,Cropland,NULL,Water,Non_Water,Water,Water,Grassland,Grassland
1264,Cropland,NULL,Water,Water,Water,Grassland,Wetland,Water
1265,Cropland,NULL,Water,Water,Water,Grassland,Water,Water
1266,Cropland,NULL,Water,Water,Water,Grassland,Forest,Bareland
1267,Cropland,NULL,Water,Water,Water,Grassland,Forest,Water
1268,Cropland,NULL,Water,Water,Water,Bareland,Water,Water
1269,Cropland,NULL,Water,Water,Water,Water,Grassland,Grassland
1270,Cropland,NULL,Water,Water,Water,Water,Water,Water
1271,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
1272,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
1273,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Built-up
1274,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
1275,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
1276,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
1277,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,Grassland
1278,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,Built-up
1279,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
1280,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
1281,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
1282,Cropland,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
1283,Cropland,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
1284,Cropland,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
1285,Cropland,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Grassland
1286,Cropland,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
1287,Cropland,NULL,Forest,NULL,Non_Wetland,Built-up,Grassland,Grassland
1288,Cropland,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Grassland
1289,Cropland,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Forest
1290,Cropland,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Grassland
1291,Cropland,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
1292,Cropland,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Forest
1293,Cropland,NULL,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
1294,Cropland,NULL,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Forest
1295,Cropland,NULL,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
1296,Cropland,NULL,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Forest
1297,Cropland,NULL,Forest,Non_Water,Non_Wetland,Grassland,Water,Forest
1298,Cropland,NULL,Forest,Water,Non_Wetland,Grassland,Grassland,Grassland
1299,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
1300,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
1301,Cropland,Cropland,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
1302,Cropland,Cropland,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
1303,Cropland,Cropland,NULL,NULL,Non_Wetland,Water,Grassland,Grassland
1304,Cropland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1305,Cropland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
1306,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1307,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
1308,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
1309,Cropland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1310,Cropland,Cropland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
1311,Cropland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
1312,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
1313,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
1314,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
1315,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
1316,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,Bareland,Grassland
1317,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
1318,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
1319,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
1320,Cropland,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
1321,Cropland,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
1322,Cropland,Cropland,Forest,NULL,Non_Wetland,Water,Grassland,Grassland
1323,Cropland,Cropland,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
1324,Cropland,Cropland,Forest,NULL,Non_Wetland,Forest,Forest,Forest
1325,Cropland,Bareland,NULL,Water,Non_Wetland,Water,Grassland,Bareland
1326,Cropland,Bareland,Shrubland,NULL,Non_Wetland,Water,Bareland,Bareland
1327,Cropland,Bareland,Cropland,Non_Water,Non_Wetland,Water,Grassland,Grassland
1328,Cropland,Bareland,Wetland,NULL,Wetland,Bareland,Forest,Forest
1329,Cropland,Bareland,Wetland,NULL,Wetland,Water,Forest,Water
1330,Cropland,Bareland,Wetland,Non_Water,Wetland,Water,Grassland,Water
1331,Cropland,Bareland,Wetland,Water,Wetland,Grassland,Wetland,Bareland
1332,Cropland,Bareland,Wetland,Water,Wetland,Bareland,Grassland,Water
1333,Cropland,Bareland,Wetland,Water,Wetland,Bareland,Water,Water
1334,Cropland,Bareland,Wetland,Water,Wetland,Water,Grassland,Water
1335,Cropland,Bareland,Wetland,Water,Wetland,Water,Wetland,Water
1336,Cropland,Bareland,Wetland,Water,Wetland,Water,Water,Bareland
1337,Cropland,Bareland,Wetland,Water,Wetland,Water,Water,Water
1338,Cropland,Bareland,Water,Non_Water,Water,Bareland,Forest,Bareland
1339,Cropland,Bareland,Water,Water,Water,Bareland,Forest,Water
1340,Cropland,Bareland,Water,Water,Water,Water,Grassland,Bareland
1341,Cropland,Bareland,Water,Water,Water,Water,Grassland,Water
1342,Cropland,Bareland,Water,Water,Water,Water,Water,Water
1343,Cropland,Bareland,Forest,NULL,Non_Wetland,Water,Water,Water
1344,Cropland,Built-up,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
1345,Cropland,Built-up,Grassland,NULL,Non_Wetland,Built-up,Grassland,Grassland
1346,Cropland,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1347,Cropland,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
1348,Cropland,Built-up,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1349,Cropland,Built-up,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
1350,Cropland,Built-up,Cropland,NULL,Non_Wetland,Bareland,Bareland,Bareland
1351,Cropland,Built-up,Cropland,NULL,Non_Wetland,Built-up,Grassland,Grassland
1352,Cropland,Built-up,Cropland,NULL,Non_Wetland,Built-up,Bareland,Grassland
1353,Cropland,Built-up,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
1354,Cropland,Built-up,Built-up,NULL,Non_Wetland,Grassland,Bareland,Grassland
1355,Cropland,Built-up,Built-up,NULL,Non_Wetland,Grassland,Bareland,Built-up
1356,Cropland,Built-up,Built-up,NULL,Non_Wetland,Bareland,Grassland,Forest
1357,Cropland,Built-up,Built-up,NULL,Non_Wetland,Built-up,Bareland,Grassland
1358,Cropland,Built-up,Water,NULL,Water,Grassland,Grassland,Forest
1359,Cropland,Built-up,Water,NULL,Water,Water,Grassland,Grassland
1360,Cropland,Built-up,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
1361,Cropland,Built-up,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
1362,Cropland,Built-up,Forest,NULL,Non_Wetland,Grassland,Bareland,Grassland
1363,Cropland,Built-up,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
1364,Cropland,Water,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
1365,Cropland,Water,NULL,NULL,Non_Wetland,Water,Water,Water
1366,Cropland,Water,Grassland,NULL,Non_Wetland,Bareland,Forest,Grassland
1367,Cropland,Water,Grassland,Water,Non_Wetland,Water,Water,Water
1368,Cropland,Water,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1369,Cropland,Water,Wetland,NULL,Wetland,Grassland,Grassland,Water
1370,Cropland,Water,Wetland,NULL,Wetland,Bareland,Water,Water
1371,Cropland,Water,Wetland,Non_Water,Wetland,Water,Grassland,Water
1372,Cropland,Water,Wetland,Non_Water,Wetland,Water,Water,Water
1373,Cropland,Water,Wetland,Water,Wetland,Grassland,Grassland,Water
1374,Cropland,Water,Wetland,Water,Wetland,Bareland,Water,Water
1375,Cropland,Water,Wetland,Water,Wetland,Water,Water,Grassland
1376,Cropland,Water,Wetland,Water,Wetland,Water,Water,Bareland
1377,Cropland,Water,Wetland,Water,Wetland,Water,Water,Water
1378,Cropland,Water,Wetland,Water,Wetland,Water,Forest,Water
1379,Cropland,Water,Bareland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1380,Cropland,Water,Bareland,NULL,Non_Wetland,Grassland,Wetland,Forest
1381,Cropland,Water,Bareland,NULL,Non_Wetland,Grassland,Water,Water
1382,Cropland,Water,Bareland,Water,Non_Wetland,Water,Water,Water
1383,Cropland,Water,Water,NULL,Water,Water,Forest,Grassland
1384,Cropland,Water,Water,Non_Water,Water,Grassland,Grassland,Grassland
1385,Cropland,Water,Water,Non_Water,Water,Water,Water,Grassland
1386,Cropland,Water,Water,Water,Water,Water,Water,Water
1387,Cropland,Water,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
1388,Cropland,Water,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
1389,Cropland,Water,Forest,NULL,Non_Wetland,Water,Water,Forest
1390,Cropland,Water,Forest,Water,Non_Wetland,Water,Water,Bareland
1391,Cropland,Water,Forest,Water,Non_Wetland,Water,Water,Water
1392,Cropland,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
1393,Cropland,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
1394,Cropland,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
1395,Cropland,Forest,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
1396,Cropland,Forest,NULL,NULL,Non_Wetland,Water,Grassland,Forest
1397,Cropland,Forest,NULL,Water,Non_Wetland,NULL,Wetland,Grassland
1398,Cropland,Forest,Grassland,NULL,Non_Wetland,Bareland,Forest,Grassland
1399,Cropland,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1400,Cropland,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
1401,Cropland,Forest,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
1402,Cropland,Forest,Cropland,NULL,Non_Wetland,Water,Grassland,Forest
1403,Cropland,Forest,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
1404,Cropland,Forest,Cropland,Non_Water,Non_Wetland,Grassland,Water,Grassland
1405,Cropland,Forest,Cropland,Non_Water,Non_Wetland,Grassland,Forest,Grassland
1406,Cropland,Forest,Cropland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
1407,Cropland,Forest,Cropland,Non_Water,Non_Wetland,Bareland,Wetland,Grassland
1408,Cropland,Forest,Cropland,Water,Non_Wetland,Wetland,Grassland,Grassland
1409,Cropland,Forest,Cropland,Water,Non_Wetland,Bareland,Water,Grassland
1410,Cropland,Forest,Wetland,NULL,Wetland,Forest,Grassland,Forest
1411,Cropland,Forest,Wetland,Non_Water,Wetland,Bareland,Wetland,Grassland
1412,Cropland,Forest,Wetland,Non_Water,Wetland,Water,Forest,Forest
1413,Cropland,Forest,Wetland,Water,Wetland,Water,Wetland,Grassland
1414,Cropland,Forest,Wetland,Water,Wetland,Water,Water,Water
1415,Cropland,Forest,Built-up,NULL,Non_Wetland,Grassland,Wetland,Grassland
1416,Cropland,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
1417,Cropland,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
1418,Cropland,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
1419,Cropland,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
1420,Cropland,Forest,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
1421,Cropland,Forest,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
1422,Cropland,Forest,Forest,NULL,Non_Wetland,Forest,Forest,Forest
1423,Cropland,Forest,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
1424,Cropland,Forest,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
1425,Wetland,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
1426,Wetland,NULL,Wetland,Water,Wetland,Grassland,Water,Water
1427,Wetland,NULL,Wetland,Water,Wetland,Water,Water,Water
1428,Wetland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,Wetland,Grassland
1429,Wetland,NULL,Water,Water,Water,NULL,Wetland,Grassland
1430,Wetland,NULL,Water,Water,Water,Water,Water,Water
1431,Wetland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
1432,Wetland,Wetland,Forest,NULL,Non_Wetland,Water,Wetland,Water
1433,Wetland,Water,Water,Water,Water,Grassland,Water,Water
1434,Wetland,Water,Water,Water,Water,Water,Water,Water
1435,Wetland,Forest,Forest,NULL,Non_Wetland,Water,Wetland,Grassland
1436,Bareland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
1437,Bareland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
1438,Bareland,NULL,NULL,Water,Non_Wetland,Bareland,Wetland,Water
1439,Bareland,NULL,NULL,Water,Non_Wetland,Bareland,Water,Water
1440,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1441,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Water
1442,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
1443,Bareland,NULL,Cropland,NULL,Non_Wetland,Built-up,Grassland,Bareland
1444,Bareland,NULL,Cropland,NULL,Non_Wetland,Water,Grassland,Grassland
1445,Bareland,NULL,Cropland,NULL,Non_Wetland,Water,Grassland,Bareland
1446,Bareland,NULL,Cropland,NULL,Non_Wetland,Water,Water,Grassland
1447,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
1448,Bareland,NULL,Cropland,Water,Non_Wetland,Water,Water,Water
1449,Bareland,NULL,Wetland,Non_Water,Wetland,Grassland,Wetland,Water
1450,Bareland,NULL,Wetland,Non_Water,Wetland,Grassland,Water,Water
1451,Bareland,NULL,Wetland,Non_Water,Wetland,Grassland,Water,Forest
1452,Bareland,NULL,Wetland,Non_Water,Wetland,Bareland,Wetland,Bareland
1453,Bareland,NULL,Wetland,Non_Water,Wetland,Water,Grassland,Water
1454,Bareland,NULL,Wetland,Non_Water,Wetland,Water,Wetland,Water
1455,Bareland,NULL,Wetland,Non_Water,Wetland,Water,Water,Forest
1456,Bareland,NULL,Wetland,Water,Wetland,Grassland,Wetland,Water
1457,Bareland,NULL,Wetland,Water,Wetland,Grassland,Water,Water
1458,Bareland,NULL,Wetland,Water,Wetland,Bareland,Wetland,Water
1459,Bareland,NULL,Wetland,Water,Wetland,Bareland,Water,Grassland
1460,Bareland,NULL,Wetland,Water,Wetland,Bareland,Water,Bareland
1461,Bareland,NULL,Wetland,Water,Wetland,Bareland,Water,Water
1462,Bareland,NULL,Wetland,Water,Wetland,Water,Grassland,Water
1463,Bareland,NULL,Wetland,Water,Wetland,Water,Wetland,Water
1464,Bareland,NULL,Wetland,Water,Wetland,Water,Water,Water
1465,Bareland,NULL,Wetland,Water,Wetland,Water,Forest,Water
1466,Bareland,NULL,Bareland,NULL,Non_Wetland,Water,Grassland,Grassland
1467,Bareland,NULL,Bareland,Water,Non_Wetland,Bareland,Wetland,Water
1468,Bareland,NULL,Bareland,Water,Non_Wetland,Water,Water,Water
1469,Bareland,NULL,Built-up,NULL,Non_Wetland,Grassland,Water,Grassland
1470,Bareland,NULL,Built-up,Non_Water,Non_Wetland,Bareland,Grassland,Bareland
1471,Bareland,NULL,Built-up,Water,Non_Wetland,Water,Wetland,Water
1472,Bareland,NULL,Water,NULL,Water,Water,Wetland,Grassland
