Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_23LRK_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23LRK_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23LRK_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_23LRK_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23LRK_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23LRK_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23LRK_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_23LRK_M_R
7875,Cropland,NULL,Cropland,NULL,Non_Wetland,Bareland,Water,NULL
7876,Cropland,NULL,Cropland,NULL,Non_Wetland,Bareland,Water,Bareland
7877,Cropland,NULL,Cropland,NULL,Non_Wetland,Built-up,NULL,NULL
7878,Cropland,NULL,Cropland,NULL,Non_Wetland,Built-up,NULL,Cropland
7879,Cropland,NULL,Cropland,NULL,Non_Wetland,Built-up,Grassland,Grassland
7880,Cropland,NULL,Cropland,NULL,Non_Wetland,Built-up,Grassland,Cropland
7881,Cropland,NULL,Cropland,NULL,Non_Wetland,Built-up,Grassland,Bareland
7882,Cropland,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,NULL
7883,Cropland,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Grassland
7884,Cropland,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Cropland
7885,Cropland,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Bareland
7886,Cropland,NULL,Cropland,NULL,Non_Wetland,Water,NULL,Grassland
7887,Cropland,NULL,Cropland,NULL,Non_Wetland,Water,NULL,Bareland
7888,Cropland,NULL,Cropland,NULL,Non_Wetland,Water,Grassland,Grassland
7889,Cropland,NULL,Cropland,NULL,Non_Wetland,Water,Grassland,Cropland
7890,Cropland,NULL,Cropland,NULL,Non_Wetland,Forest,NULL,NULL
7891,Cropland,NULL,Cropland,NULL,Non_Wetland,Forest,NULL,Grassland
7892,Cropland,NULL,Cropland,NULL,Non_Wetland,Forest,Grassland,NULL
7893,Cropland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,NULL
7894,Cropland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
7895,Cropland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Cropland
7896,Cropland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Wetland
7897,Cropland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Bareland
7898,Cropland,NULL,Cropland,Non_Water,Non_Wetland,NULL,Shrubland,Grassland
7899,Cropland,NULL,Cropland,Non_Water,Non_Wetland,NULL,Grassland,NULL
7900,Cropland,NULL,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
7901,Cropland,NULL,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Cropland
7902,Cropland,NULL,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Bareland
7903,Cropland,NULL,Cropland,Non_Water,Non_Wetland,NULL,Bareland,Grassland
7904,Cropland,NULL,Cropland,Non_Water,Non_Wetland,NULL,Bareland,Bareland
7905,Cropland,NULL,Cropland,Non_Water,Non_Wetland,NULL,Built-up,Grassland
7906,Cropland,NULL,Cropland,Non_Water,Non_Wetland,NULL,Built-up,Cropland
7907,Cropland,NULL,Cropland,Non_Water,Non_Wetland,NULL,Built-up,Bareland
7908,Cropland,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,NULL,NULL
7909,Cropland,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,NULL,Grassland
7910,Cropland,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,NULL,Cropland
7911,Cropland,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,NULL,Wetland
7912,Cropland,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,NULL,Bareland
7913,Cropland,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,NULL,Forest
7914,Cropland,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,Shrubland,NULL
7915,Cropland,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
7916,Cropland,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,Grassland,NULL
7917,Cropland,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,Grassland,Grassland
7918,Cropland,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,Grassland,Cropland
7919,Cropland,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,Grassland,Wetland
7920,Cropland,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,Bareland,Cropland
7921,Cropland,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,Built-up,Grassland
7922,Cropland,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,Built-up,Cropland
7923,Cropland,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,Water,Grassland
7924,Cropland,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,Water,Cropland
7925,Cropland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,NULL,NULL
7926,Cropland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
7927,Cropland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Cropland
7928,Cropland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,NULL
7929,Cropland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
7930,Cropland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Cropland
7931,Cropland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Built-up,Grassland
7932,Cropland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Built-up,Bareland
7933,Cropland,NULL,Cropland,Non_Water,Non_Wetland,Cropland,NULL,NULL
7934,Cropland,NULL,Cropland,Non_Water,Non_Wetland,Cropland,NULL,Grassland
7935,Cropland,NULL,Cropland,Non_Water,Non_Wetland,Cropland,NULL,Cropland
7936,Cropland,NULL,Cropland,Non_Water,Non_Wetland,Cropland,Grassland,Grassland
7937,Cropland,NULL,Cropland,Non_Water,Non_Wetland,Cropland,Grassland,Cropland
7938,Cropland,NULL,Cropland,Non_Water,Non_Wetland,Cropland,Grassland,Bareland
7939,Cropland,NULL,Cropland,Non_Water,Non_Wetland,Bareland,NULL,Grassland
7940,Cropland,NULL,Cropland,Non_Water,Non_Wetland,Bareland,NULL,Cropland
7941,Cropland,NULL,Cropland,Non_Water,Non_Wetland,Bareland,NULL,Bareland
7942,Cropland,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Grassland,NULL
7943,Cropland,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
7944,Cropland,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Grassland,Cropland
7945,Cropland,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Grassland,Bareland
7946,Cropland,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
7947,Cropland,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
7948,Cropland,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Built-up,Grassland
7949,Cropland,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Built-up,Bareland
7950,Cropland,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Water,Grassland
7951,Cropland,NULL,Cropland,Non_Water,Non_Wetland,Built-up,Grassland,Cropland
7952,Cropland,NULL,Cropland,Non_Water,Non_Wetland,Built-up,Built-up,Cropland
7953,Cropland,NULL,Cropland,Non_Water,Non_Wetland,Water,NULL,NULL
7954,Cropland,NULL,Cropland,Non_Water,Non_Wetland,Water,NULL,Grassland
7955,Cropland,NULL,Cropland,Non_Water,Non_Wetland,Water,NULL,Cropland
7956,Cropland,NULL,Cropland,Non_Water,Non_Wetland,Water,NULL,Wetland
7957,Cropland,NULL,Cropland,Non_Water,Non_Wetland,Water,NULL,Bareland
7958,Cropland,NULL,Cropland,Non_Water,Non_Wetland,Water,NULL,Forest
7959,Cropland,NULL,Cropland,Non_Water,Non_Wetland,Water,Grassland,Grassland
7960,Cropland,NULL,Cropland,Non_Water,Non_Wetland,Water,Grassland,Cropland
7961,Cropland,NULL,Cropland,Non_Water,Non_Wetland,Water,Grassland,Wetland
7962,Cropland,NULL,Cropland,Non_Water,Non_Wetland,Water,Grassland,Bareland
7963,Cropland,NULL,Cropland,Non_Water,Non_Wetland,Water,Bareland,Grassland
7964,Cropland,NULL,Cropland,Non_Water,Non_Wetland,Water,Bareland,Bareland
7965,Cropland,NULL,Cropland,Non_Water,Non_Wetland,Water,Built-up,Cropland
7966,Cropland,NULL,Cropland,Non_Water,Non_Wetland,Water,Water,Grassland
7967,Cropland,NULL,Cropland,Non_Water,Non_Wetland,Water,Water,Cropland
7968,Cropland,NULL,Cropland,Non_Water,Non_Wetland,Water,Water,Bareland
7969,Cropland,NULL,Cropland,Non_Water,Non_Wetland,Forest,NULL,Grassland
7970,Cropland,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Cropland
7971,Cropland,NULL,Cropland,Water,Non_Wetland,NULL,Grassland,Grassland
7972,Cropland,NULL,Cropland,Water,Non_Wetland,NULL,Grassland,Cropland
7973,Cropland,NULL,Cropland,Water,Non_Wetland,NULL,Built-up,Grassland
7974,Cropland,NULL,Cropland,Water,Non_Wetland,NULL,Water,Grassland
7975,Cropland,NULL,Cropland,Water,Non_Wetland,Shrubland,NULL,Grassland
7976,Cropland,NULL,Cropland,Water,Non_Wetland,Shrubland,Grassland,Grassland
7977,Cropland,NULL,Cropland,Water,Non_Wetland,Shrubland,Grassland,Cropland
7978,Cropland,NULL,Cropland,Water,Non_Wetland,Shrubland,Built-up,Cropland
7979,Cropland,NULL,Cropland,Water,Non_Wetland,Shrubland,Water,Grassland
7980,Cropland,NULL,Cropland,Water,Non_Wetland,Grassland,NULL,Grassland
7981,Cropland,NULL,Cropland,Water,Non_Wetland,Grassland,Grassland,Grassland
7982,Cropland,NULL,Cropland,Water,Non_Wetland,Bareland,NULL,Grassland
7983,Cropland,NULL,Cropland,Water,Non_Wetland,Water,NULL,Grassland
7984,Cropland,NULL,Cropland,Water,Non_Wetland,Water,NULL,Cropland
7985,Cropland,NULL,Cropland,Water,Non_Wetland,Water,NULL,Wetland
7986,Cropland,NULL,Cropland,Water,Non_Wetland,Water,NULL,Bareland
7987,Cropland,NULL,Cropland,Water,Non_Wetland,Water,NULL,Water
7988,Cropland,NULL,Cropland,Water,Non_Wetland,Water,Grassland,Grassland
7989,Cropland,NULL,Cropland,Water,Non_Wetland,Water,Grassland,Cropland
7990,Cropland,NULL,Cropland,Water,Non_Wetland,Water,Grassland,Wetland
7991,Cropland,NULL,Cropland,Water,Non_Wetland,Water,Bareland,Grassland
7992,Cropland,NULL,Cropland,Water,Non_Wetland,Water,Bareland,Cropland
7993,Cropland,NULL,Cropland,Water,Non_Wetland,Water,Water,Grassland
7994,Cropland,NULL,Cropland,Water,Non_Wetland,Water,Water,Cropland
7995,Cropland,NULL,Cropland,Water,Non_Wetland,Water,Water,Wetland
7996,Cropland,NULL,Cropland,Water,Non_Wetland,Water,Water,Bareland
7997,Cropland,NULL,Wetland,NULL,Wetland,Shrubland,NULL,Grassland
7998,Cropland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Forest
7999,Cropland,NULL,Wetland,Non_Water,Wetland,NULL,Grassland,Grassland
8000,Cropland,NULL,Wetland,Non_Water,Wetland,NULL,Grassland,Cropland
8001,Cropland,NULL,Wetland,Non_Water,Wetland,Shrubland,NULL,Grassland
8002,Cropland,NULL,Wetland,Non_Water,Wetland,Shrubland,NULL,Cropland
8003,Cropland,NULL,Wetland,Non_Water,Wetland,Shrubland,NULL,Wetland
8004,Cropland,NULL,Wetland,Non_Water,Wetland,Shrubland,NULL,Forest
8005,Cropland,NULL,Wetland,Non_Water,Wetland,Shrubland,Shrubland,NULL
8006,Cropland,NULL,Wetland,Non_Water,Wetland,Shrubland,Grassland,NULL
8007,Cropland,NULL,Wetland,Non_Water,Wetland,Shrubland,Grassland,Grassland
8008,Cropland,NULL,Wetland,Non_Water,Wetland,Shrubland,Grassland,Cropland
8009,Cropland,NULL,Wetland,Non_Water,Wetland,Shrubland,Built-up,Cropland
8010,Cropland,NULL,Wetland,Non_Water,Wetland,Shrubland,Water,Grassland
8011,Cropland,NULL,Wetland,Non_Water,Wetland,Bareland,NULL,Grassland
8012,Cropland,NULL,Wetland,Non_Water,Wetland,Water,NULL,NULL
8013,Cropland,NULL,Wetland,Non_Water,Wetland,Water,NULL,Grassland
8014,Cropland,NULL,Wetland,Non_Water,Wetland,Water,NULL,Cropland
8015,Cropland,NULL,Wetland,Non_Water,Wetland,Water,NULL,Wetland
8016,Cropland,NULL,Wetland,Non_Water,Wetland,Water,NULL,Water
8017,Cropland,NULL,Wetland,Non_Water,Wetland,Water,Grassland,Grassland
8018,Cropland,NULL,Wetland,Non_Water,Wetland,Water,Grassland,Cropland
8019,Cropland,NULL,Wetland,Non_Water,Wetland,Water,Grassland,Wetland
8020,Cropland,NULL,Wetland,Non_Water,Wetland,Water,Bareland,Grassland
8021,Cropland,NULL,Wetland,Non_Water,Wetland,Water,Water,Grassland
8022,Cropland,NULL,Wetland,Water,Wetland,NULL,Grassland,Grassland
8023,Cropland,NULL,Wetland,Water,Wetland,Shrubland,NULL,Grassland
8024,Cropland,NULL,Wetland,Water,Wetland,Shrubland,NULL,Wetland
8025,Cropland,NULL,Wetland,Water,Wetland,Shrubland,Shrubland,NULL
8026,Cropland,NULL,Wetland,Water,Wetland,Shrubland,Grassland,Grassland
8027,Cropland,NULL,Wetland,Water,Wetland,Shrubland,Grassland,Cropland
8028,Cropland,NULL,Wetland,Water,Wetland,Shrubland,Grassland,Wetland
8029,Cropland,NULL,Wetland,Water,Wetland,Shrubland,Water,Grassland
8030,Cropland,NULL,Wetland,Water,Wetland,Shrubland,Water,Wetland
8031,Cropland,NULL,Wetland,Water,Wetland,Bareland,NULL,Grassland
8032,Cropland,NULL,Wetland,Water,Wetland,Bareland,Grassland,Grassland
8033,Cropland,NULL,Wetland,Water,Wetland,Bareland,Grassland,Wetland
8034,Cropland,NULL,Wetland,Water,Wetland,Water,NULL,Grassland
8035,Cropland,NULL,Wetland,Water,Wetland,Water,NULL,Cropland
8036,Cropland,NULL,Wetland,Water,Wetland,Water,NULL,Wetland
8037,Cropland,NULL,Wetland,Water,Wetland,Water,Grassland,Grassland
8038,Cropland,NULL,Wetland,Water,Wetland,Water,Grassland,Wetland
8039,Cropland,NULL,Wetland,Water,Wetland,Water,Water,Grassland
8040,Cropland,NULL,Wetland,Water,Wetland,Water,Water,Cropland
8041,Cropland,NULL,Wetland,Water,Wetland,Water,Water,Wetland
8042,Cropland,NULL,Wetland,Water,Wetland,Water,Water,Bareland
8043,Cropland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
8044,Cropland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Cropland
8045,Cropland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
8046,Cropland,NULL,Bareland,NULL,Non_Wetland,NULL,Bareland,Bareland
8047,Cropland,NULL,Bareland,NULL,Non_Wetland,Shrubland,NULL,Built-up
8048,Cropland,NULL,Bareland,NULL,Non_Wetland,Grassland,Bareland,Grassland
8049,Cropland,NULL,Bareland,NULL,Non_Wetland,Bareland,NULL,Grassland
8050,Cropland,NULL,Bareland,NULL,Non_Wetland,Bareland,NULL,Bareland
8051,Cropland,NULL,Bareland,NULL,Non_Wetland,Bareland,Grassland,Cropland
8052,Cropland,NULL,Bareland,NULL,Non_Wetland,Bareland,Bareland,Grassland
8053,Cropland,NULL,Bareland,NULL,Non_Wetland,Bareland,Bareland,Bareland
8054,Cropland,NULL,Bareland,NULL,Non_Wetland,Bareland,Built-up,Grassland
8055,Cropland,NULL,Bareland,NULL,Non_Wetland,Bareland,Built-up,Bareland
8056,Cropland,NULL,Bareland,NULL,Non_Wetland,Built-up,Grassland,Cropland
8057,Cropland,NULL,Bareland,NULL,Non_Wetland,Built-up,Built-up,Cropland
8058,Cropland,NULL,Bareland,Non_Water,Non_Wetland,Water,Grassland,Bareland
8059,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
8060,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
8061,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
8062,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
8063,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
8064,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,Shrubland,NULL
8065,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,Shrubland,Grassland
8066,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,Shrubland,Built-up
8067,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,Grassland,NULL
8068,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,Grassland,Grassland
8069,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,Grassland,Cropland
8070,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,Grassland,Built-up
8071,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,Bareland,NULL
8072,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,Bareland,Grassland
8073,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,Bareland,Bareland
8074,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,Built-up,NULL
8075,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,Built-up,Grassland
8076,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,Built-up,Cropland
8077,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,Built-up,Built-up
8078,Cropland,NULL,Built-up,NULL,Non_Wetland,Shrubland,NULL,NULL
8079,Cropland,NULL,Built-up,NULL,Non_Wetland,Shrubland,NULL,Grassland
8080,Cropland,NULL,Built-up,NULL,Non_Wetland,Shrubland,NULL,Built-up
8081,Cropland,NULL,Built-up,NULL,Non_Wetland,Shrubland,Shrubland,NULL
8082,Cropland,NULL,Built-up,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
8083,Cropland,NULL,Built-up,NULL,Non_Wetland,Shrubland,Grassland,NULL
8084,Cropland,NULL,Built-up,NULL,Non_Wetland,Shrubland,Bareland,NULL
8085,Cropland,NULL,Built-up,NULL,Non_Wetland,Shrubland,Bareland,Built-up
8086,Cropland,NULL,Built-up,NULL,Non_Wetland,Grassland,NULL,NULL
8087,Cropland,NULL,Built-up,NULL,Non_Wetland,Grassland,NULL,Grassland
8088,Cropland,NULL,Built-up,NULL,Non_Wetland,Grassland,NULL,Cropland
8089,Cropland,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
8090,Cropland,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Cropland
8091,Cropland,NULL,Built-up,NULL,Non_Wetland,Grassland,Bareland,NULL
8092,Cropland,NULL,Built-up,NULL,Non_Wetland,Grassland,Bareland,Grassland
8093,Cropland,NULL,Built-up,NULL,Non_Wetland,Grassland,Built-up,Grassland
8094,Cropland,NULL,Built-up,NULL,Non_Wetland,Grassland,Built-up,Cropland
8095,Cropland,NULL,Built-up,NULL,Non_Wetland,Bareland,NULL,NULL
8096,Cropland,NULL,Built-up,NULL,Non_Wetland,Bareland,NULL,Bareland
8097,Cropland,NULL,Built-up,NULL,Non_Wetland,Bareland,NULL,Built-up
8098,Cropland,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
8099,Cropland,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Cropland
8100,Cropland,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Bareland
8101,Cropland,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Bareland
8102,Cropland,NULL,Built-up,NULL,Non_Wetland,Bareland,Built-up,NULL
8103,Cropland,NULL,Built-up,NULL,Non_Wetland,Built-up,Built-up,Grassland
8104,Cropland,NULL,Built-up,NULL,Non_Wetland,Built-up,Built-up,Cropland
8105,Cropland,NULL,Built-up,NULL,Non_Wetland,Built-up,Built-up,Bareland
8106,Cropland,NULL,Built-up,NULL,Non_Wetland,Water,Water,Grassland
8107,Cropland,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
8108,Cropland,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Bareland
8109,Cropland,NULL,Built-up,Non_Water,Non_Wetland,NULL,Grassland,Grassland
8110,Cropland,NULL,Built-up,Non_Water,Non_Wetland,NULL,Grassland,Cropland
8111,Cropland,NULL,Built-up,Non_Water,Non_Wetland,NULL,Built-up,Grassland
8112,Cropland,NULL,Built-up,Non_Water,Non_Wetland,Shrubland,NULL,Grassland
8113,Cropland,NULL,Built-up,Non_Water,Non_Wetland,Shrubland,Grassland,Grassland
8114,Cropland,NULL,Built-up,Non_Water,Non_Wetland,Shrubland,Grassland,Cropland
8115,Cropland,NULL,Built-up,Non_Water,Non_Wetland,Shrubland,Built-up,Cropland
8116,Cropland,NULL,Built-up,Non_Water,Non_Wetland,Grassland,NULL,Cropland
8117,Cropland,NULL,Built-up,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
8118,Cropland,NULL,Built-up,Non_Water,Non_Wetland,Cropland,NULL,Grassland
8119,Cropland,NULL,Built-up,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
8120,Cropland,NULL,Built-up,Non_Water,Non_Wetland,Built-up,Built-up,Cropland
8121,Cropland,NULL,Built-up,Non_Water,Non_Wetland,Water,NULL,Grassland
8122,Cropland,NULL,Built-up,Non_Water,Non_Wetland,Water,NULL,Bareland
8123,Cropland,NULL,Built-up,Non_Water,Non_Wetland,Water,Grassland,Grassland
8124,Cropland,NULL,Built-up,Non_Water,Non_Wetland,Water,Water,Grassland
8125,Cropland,NULL,Built-up,Non_Water,Non_Wetland,Water,Water,Bareland
8126,Cropland,NULL,Built-up,Water,Non_Wetland,NULL,Grassland,Grassland
8127,Cropland,NULL,Built-up,Water,Non_Wetland,Shrubland,NULL,NULL
8128,Cropland,NULL,Built-up,Water,Non_Wetland,Water,Water,Grassland
8129,Cropland,NULL,Water,Non_Water,Water,Water,NULL,Grassland
8130,Cropland,NULL,Water,Water,Water,Water,NULL,Grassland
8131,Cropland,NULL,Water,Water,Water,Water,NULL,Bareland
8132,Cropland,NULL,Water,Water,Water,Water,NULL,Water
8133,Cropland,NULL,Water,Water,Water,Water,Water,Grassland
8134,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,NULL
8135,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
8136,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
8137,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
8138,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,Shrubland,NULL
8139,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,Shrubland,Grassland
8140,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,NULL
8141,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Grassland
8142,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Cropland
8143,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
8144,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,Bareland,NULL
8145,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,Built-up,Grassland
8146,Cropland,NULL,Forest,NULL,Non_Wetland,Shrubland,NULL,NULL
8147,Cropland,NULL,Forest,NULL,Non_Wetland,Shrubland,NULL,Grassland
8148,Cropland,NULL,Forest,NULL,Non_Wetland,Shrubland,NULL,Cropland
8149,Cropland,NULL,Forest,NULL,Non_Wetland,Shrubland,NULL,Forest
8150,Cropland,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,NULL
8151,Cropland,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
8152,Cropland,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Forest
8153,Cropland,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,NULL
8154,Cropland,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,Grassland
8155,Cropland,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,Cropland
8156,Cropland,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,Forest
8157,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,NULL
8158,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
8159,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Cropland
8160,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,NULL
8161,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,Grassland
8162,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,NULL
8163,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
8164,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Cropland
8165,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Built-up,Grassland
8166,Cropland,NULL,Forest,NULL,Non_Wetland,Cropland,NULL,Grassland
8167,Cropland,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
8168,Cropland,NULL,Forest,NULL,Non_Wetland,Bareland,Built-up,Grassland
8169,Cropland,NULL,Forest,NULL,Non_Wetland,Water,NULL,Forest
8170,Cropland,NULL,Forest,NULL,Non_Wetland,Forest,NULL,Grassland
8171,Cropland,NULL,Forest,NULL,Non_Wetland,Forest,Shrubland,NULL
8172,Cropland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
8173,Cropland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Cropland
8174,Cropland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
8175,Cropland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
8176,Cropland,NULL,Forest,Non_Water,Non_Wetland,NULL,Grassland,NULL
8177,Cropland,NULL,Forest,Non_Water,Non_Wetland,NULL,Grassland,Grassland
8178,Cropland,NULL,Forest,Non_Water,Non_Wetland,NULL,Grassland,Cropland
8179,Cropland,NULL,Forest,Non_Water,Non_Wetland,Shrubland,NULL,NULL
8180,Cropland,NULL,Forest,Non_Water,Non_Wetland,Shrubland,NULL,Grassland
8181,Cropland,NULL,Forest,Non_Water,Non_Wetland,Shrubland,NULL,Cropland
8182,Cropland,NULL,Forest,Non_Water,Non_Wetland,Shrubland,NULL,Forest
8183,Cropland,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Shrubland,NULL
8184,Cropland,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
8185,Cropland,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Shrubland,Cropland
8186,Cropland,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Grassland,NULL
8187,Cropland,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Grassland,Grassland
8188,Cropland,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Grassland,Cropland
8189,Cropland,NULL,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
8190,Cropland,NULL,Forest,Non_Water,Non_Wetland,Cropland,NULL,Grassland
8191,Cropland,NULL,Forest,Non_Water,Non_Wetland,Cropland,Grassland,Grassland
8192,Cropland,NULL,Forest,Non_Water,Non_Wetland,Water,NULL,Grassland
8193,Cropland,NULL,Forest,Non_Water,Non_Wetland,Water,Grassland,Grassland
