Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_23MQQ_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23MQQ_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23MQQ_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_23MQQ_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23MQQ_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23MQQ_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23MQQ_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_23MQQ_M_R
15756,Bareland,Bareland,Cropland,NULL,Non_Wetland,Shrubland,Wetland,Grassland
15757,Bareland,Bareland,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
15758,Bareland,Bareland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Water
15759,Bareland,Bareland,Cropland,NULL,Non_Wetland,Grassland,Wetland,Grassland
15760,Bareland,Bareland,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
15761,Bareland,Bareland,Cropland,NULL,Non_Wetland,Grassland,Built-up,Grassland
15762,Bareland,Bareland,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
15763,Bareland,Bareland,Cropland,NULL,Non_Wetland,Wetland,Water,Wetland
15764,Bareland,Bareland,Cropland,NULL,Non_Wetland,Bareland,NULL,NULL
15765,Bareland,Bareland,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
15766,Bareland,Bareland,Cropland,NULL,Non_Wetland,Bareland,NULL,Cropland
15767,Bareland,Bareland,Cropland,NULL,Non_Wetland,Bareland,NULL,Bareland
15768,Bareland,Bareland,Cropland,NULL,Non_Wetland,Bareland,Shrubland,NULL
15769,Bareland,Bareland,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
15770,Bareland,Bareland,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Bareland
15771,Bareland,Bareland,Cropland,NULL,Non_Wetland,Bareland,Grassland,NULL
15772,Bareland,Bareland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Bareland
15773,Bareland,Bareland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Water
15774,Bareland,Bareland,Cropland,NULL,Non_Wetland,Bareland,Wetland,Grassland
15775,Bareland,Bareland,Cropland,NULL,Non_Wetland,Bareland,Wetland,Bareland
15776,Bareland,Bareland,Cropland,NULL,Non_Wetland,Bareland,Bareland,NULL
15777,Bareland,Bareland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
15778,Bareland,Bareland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Cropland
15779,Bareland,Bareland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Bareland
15780,Bareland,Bareland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Water
15781,Bareland,Bareland,Cropland,NULL,Non_Wetland,Bareland,Built-up,Grassland
15782,Bareland,Bareland,Cropland,NULL,Non_Wetland,Bareland,Built-up,Bareland
15783,Bareland,Bareland,Cropland,NULL,Non_Wetland,Bareland,Water,Grassland
15784,Bareland,Bareland,Cropland,NULL,Non_Wetland,Bareland,Water,Wetland
15785,Bareland,Bareland,Cropland,NULL,Non_Wetland,Bareland,Water,Bareland
15786,Bareland,Bareland,Cropland,NULL,Non_Wetland,Bareland,Water,Water
15787,Bareland,Bareland,Cropland,NULL,Non_Wetland,Bareland,Forest,NULL
15788,Bareland,Bareland,Cropland,NULL,Non_Wetland,Bareland,Forest,Grassland
15789,Bareland,Bareland,Cropland,NULL,Non_Wetland,Bareland,Forest,Bareland
15790,Bareland,Bareland,Cropland,NULL,Non_Wetland,Bareland,Forest,Water
15791,Bareland,Bareland,Cropland,NULL,Non_Wetland,Built-up,Shrubland,Grassland
15792,Bareland,Bareland,Cropland,NULL,Non_Wetland,Built-up,Grassland,Grassland
15793,Bareland,Bareland,Cropland,NULL,Non_Wetland,Built-up,Bareland,Cropland
15794,Bareland,Bareland,Cropland,NULL,Non_Wetland,Built-up,Bareland,Bareland
15795,Bareland,Bareland,Cropland,NULL,Non_Wetland,Built-up,Built-up,NULL
15796,Bareland,Bareland,Cropland,NULL,Non_Wetland,Built-up,Built-up,Grassland
15797,Bareland,Bareland,Cropland,NULL,Non_Wetland,Built-up,Built-up,Cropland
15798,Bareland,Bareland,Cropland,NULL,Non_Wetland,Built-up,Built-up,Bareland
15799,Bareland,Bareland,Cropland,NULL,Non_Wetland,Built-up,Built-up,Forest
15800,Bareland,Bareland,Cropland,NULL,Non_Wetland,Built-up,Forest,Grassland
15801,Bareland,Bareland,Cropland,NULL,Non_Wetland,Water,NULL,Cropland
15802,Bareland,Bareland,Cropland,NULL,Non_Wetland,Water,Shrubland,Grassland
15803,Bareland,Bareland,Cropland,NULL,Non_Wetland,Water,Shrubland,Bareland
15804,Bareland,Bareland,Cropland,NULL,Non_Wetland,Water,Bareland,Bareland
15805,Bareland,Bareland,Cropland,NULL,Non_Wetland,Water,Bareland,Water
15806,Bareland,Bareland,Cropland,NULL,Non_Wetland,Water,Water,Bareland
15807,Bareland,Bareland,Cropland,NULL,Non_Wetland,Water,Water,Water
15808,Bareland,Bareland,Cropland,NULL,Non_Wetland,Water,Water,Forest
15809,Bareland,Bareland,Cropland,NULL,Non_Wetland,Water,Forest,Bareland
15810,Bareland,Bareland,Cropland,Non_Water,Non_Wetland,NULL,Bareland,Grassland
15811,Bareland,Bareland,Cropland,Non_Water,Non_Wetland,Grassland,Water,Grassland
15812,Bareland,Bareland,Cropland,Non_Water,Non_Wetland,Bareland,NULL,Cropland
15813,Bareland,Bareland,Cropland,Non_Water,Non_Wetland,Bareland,Shrubland,Grassland
15814,Bareland,Bareland,Cropland,Non_Water,Non_Wetland,Bareland,Shrubland,Cropland
15815,Bareland,Bareland,Cropland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
15816,Bareland,Bareland,Cropland,Non_Water,Non_Wetland,Bareland,Bareland,Cropland
15817,Bareland,Bareland,Cropland,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
15818,Bareland,Bareland,Cropland,Non_Water,Non_Wetland,Bareland,Bareland,Water
15819,Bareland,Bareland,Cropland,Non_Water,Non_Wetland,Bareland,Water,NULL
15820,Bareland,Bareland,Cropland,Non_Water,Non_Wetland,Bareland,Water,Grassland
15821,Bareland,Bareland,Cropland,Non_Water,Non_Wetland,Bareland,Water,Cropland
15822,Bareland,Bareland,Cropland,Non_Water,Non_Wetland,Bareland,Water,Wetland
15823,Bareland,Bareland,Cropland,Non_Water,Non_Wetland,Bareland,Water,Bareland
15824,Bareland,Bareland,Cropland,Non_Water,Non_Wetland,Bareland,Water,Water
15825,Bareland,Bareland,Cropland,Non_Water,Non_Wetland,Bareland,Forest,Grassland
15826,Bareland,Bareland,Cropland,Non_Water,Non_Wetland,Bareland,Forest,Bareland
15827,Bareland,Bareland,Cropland,Non_Water,Non_Wetland,Bareland,Forest,Forest
15828,Bareland,Bareland,Cropland,Non_Water,Non_Wetland,Built-up,Built-up,NULL
15829,Bareland,Bareland,Cropland,Non_Water,Non_Wetland,Water,Shrubland,Grassland
15830,Bareland,Bareland,Cropland,Non_Water,Non_Wetland,Water,Water,Grassland
15831,Bareland,Bareland,Cropland,Non_Water,Non_Wetland,Water,Water,Cropland
15832,Bareland,Bareland,Cropland,Non_Water,Non_Wetland,Water,Water,Bareland
15833,Bareland,Bareland,Cropland,Non_Water,Non_Wetland,Water,Water,Water
15834,Bareland,Bareland,Cropland,Non_Water,Non_Wetland,Forest,Bareland,Cropland
15835,Bareland,Bareland,Cropland,Water,Non_Wetland,Grassland,Water,Cropland
15836,Bareland,Bareland,Cropland,Water,Non_Wetland,Wetland,Water,Wetland
15837,Bareland,Bareland,Cropland,Water,Non_Wetland,Bareland,NULL,Bareland
15838,Bareland,Bareland,Cropland,Water,Non_Wetland,Bareland,Shrubland,Bareland
15839,Bareland,Bareland,Cropland,Water,Non_Wetland,Bareland,Shrubland,Water
15840,Bareland,Bareland,Cropland,Water,Non_Wetland,Bareland,Bareland,Grassland
15841,Bareland,Bareland,Cropland,Water,Non_Wetland,Bareland,Bareland,Cropland
15842,Bareland,Bareland,Cropland,Water,Non_Wetland,Bareland,Bareland,Bareland
15843,Bareland,Bareland,Cropland,Water,Non_Wetland,Bareland,Bareland,Water
15844,Bareland,Bareland,Cropland,Water,Non_Wetland,Bareland,Water,Grassland
15845,Bareland,Bareland,Cropland,Water,Non_Wetland,Bareland,Water,Cropland
15846,Bareland,Bareland,Cropland,Water,Non_Wetland,Bareland,Water,Bareland
15847,Bareland,Bareland,Cropland,Water,Non_Wetland,Bareland,Water,Water
15848,Bareland,Bareland,Cropland,Water,Non_Wetland,Bareland,Forest,Grassland
15849,Bareland,Bareland,Cropland,Water,Non_Wetland,Bareland,Forest,Bareland
15850,Bareland,Bareland,Cropland,Water,Non_Wetland,Bareland,Forest,Water
15851,Bareland,Bareland,Cropland,Water,Non_Wetland,Water,Shrubland,Bareland
15852,Bareland,Bareland,Cropland,Water,Non_Wetland,Water,Bareland,Bareland
15853,Bareland,Bareland,Cropland,Water,Non_Wetland,Water,Bareland,Water
15854,Bareland,Bareland,Cropland,Water,Non_Wetland,Water,Water,Grassland
15855,Bareland,Bareland,Cropland,Water,Non_Wetland,Water,Water,Bareland
15856,Bareland,Bareland,Cropland,Water,Non_Wetland,Water,Water,Water
15857,Bareland,Bareland,Wetland,NULL,Wetland,Wetland,Water,Grassland
15858,Bareland,Bareland,Wetland,NULL,Wetland,Bareland,Water,Bareland
15859,Bareland,Bareland,Wetland,NULL,Wetland,Bareland,Water,Water
15860,Bareland,Bareland,Wetland,NULL,Wetland,Built-up,Built-up,Water
15861,Bareland,Bareland,Wetland,NULL,Wetland,Water,Bareland,Bareland
15862,Bareland,Bareland,Wetland,NULL,Wetland,Water,Bareland,Water
15863,Bareland,Bareland,Wetland,NULL,Wetland,Water,Built-up,Water
15864,Bareland,Bareland,Wetland,NULL,Wetland,Water,Water,Bareland
15865,Bareland,Bareland,Wetland,NULL,Wetland,Water,Water,Water
15866,Bareland,Bareland,Wetland,NULL,Wetland,Forest,Forest,Water
15867,Bareland,Bareland,Wetland,Non_Water,Wetland,Bareland,Bareland,Grassland
15868,Bareland,Bareland,Wetland,Non_Water,Wetland,Bareland,Bareland,Cropland
15869,Bareland,Bareland,Wetland,Non_Water,Wetland,Bareland,Bareland,Wetland
15870,Bareland,Bareland,Wetland,Non_Water,Wetland,Bareland,Bareland,Bareland
15871,Bareland,Bareland,Wetland,Non_Water,Wetland,Bareland,Water,Grassland
15872,Bareland,Bareland,Wetland,Non_Water,Wetland,Bareland,Water,Cropland
15873,Bareland,Bareland,Wetland,Non_Water,Wetland,Bareland,Water,Wetland
15874,Bareland,Bareland,Wetland,Non_Water,Wetland,Bareland,Water,Bareland
15875,Bareland,Bareland,Wetland,Non_Water,Wetland,Bareland,Water,Water
15876,Bareland,Bareland,Wetland,Non_Water,Wetland,Bareland,Forest,Wetland
15877,Bareland,Bareland,Wetland,Non_Water,Wetland,Bareland,Forest,Water
15878,Bareland,Bareland,Wetland,Non_Water,Wetland,Built-up,Built-up,Grassland
15879,Bareland,Bareland,Wetland,Non_Water,Wetland,Built-up,Built-up,Water
15880,Bareland,Bareland,Wetland,Non_Water,Wetland,Water,Built-up,Grassland
15881,Bareland,Bareland,Wetland,Non_Water,Wetland,Water,Water,Grassland
15882,Bareland,Bareland,Wetland,Non_Water,Wetland,Water,Water,Cropland
15883,Bareland,Bareland,Wetland,Non_Water,Wetland,Water,Water,Wetland
15884,Bareland,Bareland,Wetland,Non_Water,Wetland,Water,Water,Bareland
15885,Bareland,Bareland,Wetland,Non_Water,Wetland,Water,Water,Water
15886,Bareland,Bareland,Wetland,Non_Water,Wetland,Water,Water,Forest
15887,Bareland,Bareland,Wetland,Non_Water,Wetland,Water,Forest,Grassland
15888,Bareland,Bareland,Wetland,Water,Wetland,Shrubland,Water,Water
15889,Bareland,Bareland,Wetland,Water,Wetland,Grassland,Water,Water
15890,Bareland,Bareland,Wetland,Water,Wetland,Bareland,NULL,Water
15891,Bareland,Bareland,Wetland,Water,Wetland,Bareland,Shrubland,Water
15892,Bareland,Bareland,Wetland,Water,Wetland,Bareland,Bareland,Grassland
15893,Bareland,Bareland,Wetland,Water,Wetland,Bareland,Bareland,Wetland
15894,Bareland,Bareland,Wetland,Water,Wetland,Bareland,Bareland,Bareland
15895,Bareland,Bareland,Wetland,Water,Wetland,Bareland,Bareland,Water
15896,Bareland,Bareland,Wetland,Water,Wetland,Bareland,Water,Grassland
15897,Bareland,Bareland,Wetland,Water,Wetland,Bareland,Water,Cropland
15898,Bareland,Bareland,Wetland,Water,Wetland,Bareland,Water,Wetland
15899,Bareland,Bareland,Wetland,Water,Wetland,Bareland,Water,Bareland
15900,Bareland,Bareland,Wetland,Water,Wetland,Bareland,Water,Water
15901,Bareland,Bareland,Wetland,Water,Wetland,Bareland,Water,Forest
15902,Bareland,Bareland,Wetland,Water,Wetland,Bareland,Forest,Water
15903,Bareland,Bareland,Wetland,Water,Wetland,Bareland,Forest,Forest
15904,Bareland,Bareland,Wetland,Water,Wetland,Built-up,Built-up,Water
15905,Bareland,Bareland,Wetland,Water,Wetland,Built-up,Water,Water
15906,Bareland,Bareland,Wetland,Water,Wetland,Water,Built-up,Water
15907,Bareland,Bareland,Wetland,Water,Wetland,Water,Water,Grassland
15908,Bareland,Bareland,Wetland,Water,Wetland,Water,Water,Wetland
15909,Bareland,Bareland,Wetland,Water,Wetland,Water,Water,Bareland
15910,Bareland,Bareland,Wetland,Water,Wetland,Water,Water,Water
15911,Bareland,Bareland,Wetland,Water,Wetland,Water,Forest,Bareland
15912,Bareland,Bareland,Bareland,NULL,Non_Wetland,NULL,Wetland,Grassland
15913,Bareland,Bareland,Bareland,NULL,Non_Wetland,Grassland,Water,Wetland
15914,Bareland,Bareland,Bareland,NULL,Non_Wetland,Grassland,Forest,Bareland
15915,Bareland,Bareland,Bareland,NULL,Non_Wetland,Wetland,Water,Wetland
15916,Bareland,Bareland,Bareland,NULL,Non_Wetland,Bareland,NULL,Grassland
15917,Bareland,Bareland,Bareland,NULL,Non_Wetland,Bareland,NULL,Bareland
15918,Bareland,Bareland,Bareland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
15919,Bareland,Bareland,Bareland,NULL,Non_Wetland,Bareland,Shrubland,Bareland
15920,Bareland,Bareland,Bareland,NULL,Non_Wetland,Bareland,Wetland,Grassland
15921,Bareland,Bareland,Bareland,NULL,Non_Wetland,Bareland,Wetland,Bareland
15922,Bareland,Bareland,Bareland,NULL,Non_Wetland,Bareland,Bareland,Grassland
15923,Bareland,Bareland,Bareland,NULL,Non_Wetland,Bareland,Bareland,Cropland
15924,Bareland,Bareland,Bareland,NULL,Non_Wetland,Bareland,Bareland,Bareland
15925,Bareland,Bareland,Bareland,NULL,Non_Wetland,Bareland,Bareland,Built-up
15926,Bareland,Bareland,Bareland,NULL,Non_Wetland,Bareland,Built-up,Grassland
15927,Bareland,Bareland,Bareland,NULL,Non_Wetland,Bareland,Built-up,Bareland
15928,Bareland,Bareland,Bareland,NULL,Non_Wetland,Bareland,Water,Grassland
15929,Bareland,Bareland,Bareland,NULL,Non_Wetland,Bareland,Water,Wetland
15930,Bareland,Bareland,Bareland,NULL,Non_Wetland,Bareland,Water,Bareland
15931,Bareland,Bareland,Bareland,NULL,Non_Wetland,Bareland,Water,Water
15932,Bareland,Bareland,Bareland,NULL,Non_Wetland,Bareland,Forest,Grassland
15933,Bareland,Bareland,Bareland,NULL,Non_Wetland,Bareland,Forest,Bareland
15934,Bareland,Bareland,Bareland,NULL,Non_Wetland,Built-up,Bareland,Bareland
15935,Bareland,Bareland,Bareland,NULL,Non_Wetland,Built-up,Built-up,Grassland
15936,Bareland,Bareland,Bareland,NULL,Non_Wetland,Built-up,Built-up,Cropland
15937,Bareland,Bareland,Bareland,NULL,Non_Wetland,Built-up,Built-up,Bareland
15938,Bareland,Bareland,Bareland,NULL,Non_Wetland,Water,Bareland,Bareland
15939,Bareland,Bareland,Bareland,NULL,Non_Wetland,Water,Water,Grassland
15940,Bareland,Bareland,Bareland,NULL,Non_Wetland,Water,Water,Bareland
15941,Bareland,Bareland,Bareland,NULL,Non_Wetland,Water,Water,Water
15942,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,NULL,Water,Grassland
15943,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
15944,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,Bareland,Bareland,Cropland
15945,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
15946,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,Bareland,Bareland,Water
15947,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,Bareland,Water,Grassland
15948,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,Bareland,Water,Cropland
15949,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,Bareland,Water,Bareland
15950,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,Bareland,Water,Water
15951,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,Water,Bareland,Cropland
15952,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,Water,Water,Grassland
15953,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,Water,Water,Bareland
15954,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,Water,Water,Water
15955,Bareland,Bareland,Bareland,Water,Non_Wetland,NULL,Water,Grassland
15956,Bareland,Bareland,Bareland,Water,Non_Wetland,Bareland,Bareland,Grassland
15957,Bareland,Bareland,Bareland,Water,Non_Wetland,Bareland,Bareland,Cropland
15958,Bareland,Bareland,Bareland,Water,Non_Wetland,Bareland,Bareland,Bareland
15959,Bareland,Bareland,Bareland,Water,Non_Wetland,Bareland,Bareland,Water
15960,Bareland,Bareland,Bareland,Water,Non_Wetland,Bareland,Water,Grassland
15961,Bareland,Bareland,Bareland,Water,Non_Wetland,Bareland,Water,Cropland
15962,Bareland,Bareland,Bareland,Water,Non_Wetland,Bareland,Water,Wetland
15963,Bareland,Bareland,Bareland,Water,Non_Wetland,Bareland,Water,Bareland
15964,Bareland,Bareland,Bareland,Water,Non_Wetland,Bareland,Water,Water
15965,Bareland,Bareland,Bareland,Water,Non_Wetland,Water,Water,Grassland
15966,Bareland,Bareland,Bareland,Water,Non_Wetland,Water,Water,Bareland
15967,Bareland,Bareland,Bareland,Water,Non_Wetland,Water,Water,Water
15968,Bareland,Bareland,Built-up,NULL,Non_Wetland,Grassland,Built-up,Grassland
15969,Bareland,Bareland,Built-up,NULL,Non_Wetland,Grassland,Water,Grassland
15970,Bareland,Bareland,Built-up,NULL,Non_Wetland,Grassland,Water,Bareland
15971,Bareland,Bareland,Built-up,NULL,Non_Wetland,Bareland,NULL,Grassland
15972,Bareland,Bareland,Built-up,NULL,Non_Wetland,Bareland,NULL,Bareland
15973,Bareland,Bareland,Built-up,NULL,Non_Wetland,Bareland,Shrubland,Grassland
15974,Bareland,Bareland,Built-up,NULL,Non_Wetland,Bareland,Shrubland,Bareland
15975,Bareland,Bareland,Built-up,NULL,Non_Wetland,Bareland,Wetland,Grassland
15976,Bareland,Bareland,Built-up,NULL,Non_Wetland,Bareland,Wetland,Bareland
15977,Bareland,Bareland,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
15978,Bareland,Bareland,Built-up,NULL,Non_Wetland,Bareland,Bareland,Cropland
15979,Bareland,Bareland,Built-up,NULL,Non_Wetland,Bareland,Bareland,Bareland
15980,Bareland,Bareland,Built-up,NULL,Non_Wetland,Bareland,Bareland,Built-up
15981,Bareland,Bareland,Built-up,NULL,Non_Wetland,Bareland,Bareland,Water
15982,Bareland,Bareland,Built-up,NULL,Non_Wetland,Bareland,Built-up,Grassland
15983,Bareland,Bareland,Built-up,NULL,Non_Wetland,Bareland,Built-up,Bareland
15984,Bareland,Bareland,Built-up,NULL,Non_Wetland,Bareland,Built-up,Built-up
15985,Bareland,Bareland,Built-up,NULL,Non_Wetland,Bareland,Built-up,Water
15986,Bareland,Bareland,Built-up,NULL,Non_Wetland,Bareland,Water,Grassland
15987,Bareland,Bareland,Built-up,NULL,Non_Wetland,Bareland,Water,Cropland
15988,Bareland,Bareland,Built-up,NULL,Non_Wetland,Bareland,Water,Bareland
15989,Bareland,Bareland,Built-up,NULL,Non_Wetland,Bareland,Water,Water
15990,Bareland,Bareland,Built-up,NULL,Non_Wetland,Bareland,Forest,NULL
15991,Bareland,Bareland,Built-up,NULL,Non_Wetland,Bareland,Forest,Grassland
15992,Bareland,Bareland,Built-up,NULL,Non_Wetland,Bareland,Forest,Bareland
15993,Bareland,Bareland,Built-up,NULL,Non_Wetland,Bareland,Forest,Built-up
15994,Bareland,Bareland,Built-up,NULL,Non_Wetland,Built-up,Shrubland,Built-up
15995,Bareland,Bareland,Built-up,NULL,Non_Wetland,Built-up,Bareland,Bareland
15996,Bareland,Bareland,Built-up,NULL,Non_Wetland,Built-up,Bareland,Built-up
15997,Bareland,Bareland,Built-up,NULL,Non_Wetland,Built-up,Built-up,Grassland
15998,Bareland,Bareland,Built-up,NULL,Non_Wetland,Built-up,Built-up,Bareland
15999,Bareland,Bareland,Built-up,NULL,Non_Wetland,Built-up,Built-up,Built-up
16000,Bareland,Bareland,Built-up,NULL,Non_Wetland,Built-up,Built-up,Water
16001,Bareland,Bareland,Built-up,NULL,Non_Wetland,Water,Bareland,Bareland
16002,Bareland,Bareland,Built-up,NULL,Non_Wetland,Water,Water,Bareland
16003,Bareland,Bareland,Built-up,NULL,Non_Wetland,Water,Water,Water
16004,Bareland,Bareland,Built-up,Non_Water,Non_Wetland,NULL,Bareland,Grassland
16005,Bareland,Bareland,Built-up,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
16006,Bareland,Bareland,Built-up,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
16007,Bareland,Bareland,Built-up,Non_Water,Non_Wetland,Bareland,Water,Grassland
16008,Bareland,Bareland,Built-up,Non_Water,Non_Wetland,Bareland,Water,Bareland
16009,Bareland,Bareland,Built-up,Non_Water,Non_Wetland,Bareland,Water,Water
16010,Bareland,Bareland,Built-up,Non_Water,Non_Wetland,Water,Water,Bareland
16011,Bareland,Bareland,Built-up,Water,Non_Wetland,Bareland,NULL,Water
16012,Bareland,Bareland,Built-up,Water,Non_Wetland,Bareland,Bareland,Bareland
16013,Bareland,Bareland,Built-up,Water,Non_Wetland,Bareland,Bareland,Water
16014,Bareland,Bareland,Built-up,Water,Non_Wetland,Bareland,Water,Grassland
16015,Bareland,Bareland,Built-up,Water,Non_Wetland,Bareland,Water,Wetland
16016,Bareland,Bareland,Built-up,Water,Non_Wetland,Bareland,Water,Bareland
16017,Bareland,Bareland,Built-up,Water,Non_Wetland,Bareland,Water,Water
16018,Bareland,Bareland,Built-up,Water,Non_Wetland,Water,Bareland,Bareland
16019,Bareland,Bareland,Built-up,Water,Non_Wetland,Water,Water,Grassland
16020,Bareland,Bareland,Built-up,Water,Non_Wetland,Water,Water,Bareland
16021,Bareland,Bareland,Built-up,Water,Non_Wetland,Water,Water,Water
16022,Bareland,Bareland,Water,NULL,Water,Wetland,Water,Water
16023,Bareland,Bareland,Water,NULL,Water,Bareland,Shrubland,Water
16024,Bareland,Bareland,Water,NULL,Water,Bareland,Bareland,Grassland
16025,Bareland,Bareland,Water,NULL,Water,Bareland,Built-up,Water
16026,Bareland,Bareland,Water,NULL,Water,Bareland,Water,Cropland
16027,Bareland,Bareland,Water,NULL,Water,Bareland,Water,Wetland
16028,Bareland,Bareland,Water,NULL,Water,Bareland,Water,Water
16029,Bareland,Bareland,Water,NULL,Water,Built-up,Built-up,Water
16030,Bareland,Bareland,Water,NULL,Water,Water,Built-up,Water
16031,Bareland,Bareland,Water,NULL,Water,Water,Water,Cropland
16032,Bareland,Bareland,Water,NULL,Water,Water,Water,Water
16033,Bareland,Bareland,Water,Non_Water,Water,NULL,Bareland,Grassland
16034,Bareland,Bareland,Water,Non_Water,Water,Bareland,Shrubland,Water
16035,Bareland,Bareland,Water,Non_Water,Water,Bareland,Bareland,Bareland
16036,Bareland,Bareland,Water,Non_Water,Water,Bareland,Water,Grassland
16037,Bareland,Bareland,Water,Non_Water,Water,Bareland,Water,Cropland
16038,Bareland,Bareland,Water,Non_Water,Water,Bareland,Water,Bareland
16039,Bareland,Bareland,Water,Non_Water,Water,Bareland,Water,Water
16040,Bareland,Bareland,Water,Non_Water,Water,Water,Water,Grassland
16041,Bareland,Bareland,Water,Non_Water,Water,Water,Water,Cropland
16042,Bareland,Bareland,Water,Non_Water,Water,Water,Water,Wetland
16043,Bareland,Bareland,Water,Non_Water,Water,Water,Water,Bareland
16044,Bareland,Bareland,Water,Non_Water,Water,Water,Water,Water
16045,Bareland,Bareland,Water,Water,Water,Bareland,NULL,Cropland
16046,Bareland,Bareland,Water,Water,Water,Bareland,NULL,Water
16047,Bareland,Bareland,Water,Water,Water,Bareland,Bareland,Grassland
16048,Bareland,Bareland,Water,Water,Water,Bareland,Bareland,Bareland
16049,Bareland,Bareland,Water,Water,Water,Bareland,Bareland,Water
16050,Bareland,Bareland,Water,Water,Water,Bareland,Built-up,Water
16051,Bareland,Bareland,Water,Water,Water,Bareland,Water,Grassland
16052,Bareland,Bareland,Water,Water,Water,Bareland,Water,Cropland
16053,Bareland,Bareland,Water,Water,Water,Bareland,Water,Wetland
16054,Bareland,Bareland,Water,Water,Water,Bareland,Water,Bareland
16055,Bareland,Bareland,Water,Water,Water,Bareland,Water,Water
16056,Bareland,Bareland,Water,Water,Water,Bareland,Forest,Grassland
16057,Bareland,Bareland,Water,Water,Water,Bareland,Forest,Water
16058,Bareland,Bareland,Water,Water,Water,Built-up,Built-up,Water
16059,Bareland,Bareland,Water,Water,Water,Water,Built-up,Wetland
16060,Bareland,Bareland,Water,Water,Water,Water,Built-up,Water
16061,Bareland,Bareland,Water,Water,Water,Water,Water,Grassland
16062,Bareland,Bareland,Water,Water,Water,Water,Water,Cropland
16063,Bareland,Bareland,Water,Water,Water,Water,Water,Bareland
16064,Bareland,Bareland,Water,Water,Water,Water,Water,Water
16065,Bareland,Bareland,Water,Water,Water,Water,Forest,Water
16066,Bareland,Bareland,Water,Water,Water,Forest,Water,Cropland
16067,Bareland,Bareland,Forest,NULL,Non_Wetland,NULL,Built-up,Grassland
16068,Bareland,Bareland,Forest,NULL,Non_Wetland,NULL,Forest,NULL
16069,Bareland,Bareland,Forest,NULL,Non_Wetland,NULL,Forest,Bareland
16070,Bareland,Bareland,Forest,NULL,Non_Wetland,Shrubland,Forest,Grassland
16071,Bareland,Bareland,Forest,NULL,Non_Wetland,Grassland,NULL,NULL
16072,Bareland,Bareland,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
16073,Bareland,Bareland,Forest,NULL,Non_Wetland,Grassland,Grassland,NULL
16074,Bareland,Bareland,Forest,NULL,Non_Wetland,Grassland,Forest,NULL
16075,Bareland,Bareland,Forest,NULL,Non_Wetland,Bareland,NULL,NULL
16076,Bareland,Bareland,Forest,NULL,Non_Wetland,Bareland,NULL,Grassland
16077,Bareland,Bareland,Forest,NULL,Non_Wetland,Bareland,NULL,Bareland
16078,Bareland,Bareland,Forest,NULL,Non_Wetland,Bareland,NULL,Forest
16079,Bareland,Bareland,Forest,NULL,Non_Wetland,Bareland,Shrubland,NULL
16080,Bareland,Bareland,Forest,NULL,Non_Wetland,Bareland,Shrubland,Grassland
16081,Bareland,Bareland,Forest,NULL,Non_Wetland,Bareland,Shrubland,Water
16082,Bareland,Bareland,Forest,NULL,Non_Wetland,Bareland,Shrubland,Forest
